dates,nzd0354-0000,nzd0354-0001,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0002,nzd0354-0012,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065,satname
1999-09-20 22:00:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.91,318.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-10-22 22:00:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.91,318.76,,,,,,,,351.33,357.25,,339.25,336.46,335.03,320.48,319.87,,,,,,,,,,,,310.28,308.44,298.17,309.03,290.16,288.97,,L7
1999-12-09 22:00:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.91,318.76,,,334.97,330.46,323.99,328.6,347.0,339.085,344.66499999999996,,328.865,328.34000000000003,319.80499999999995,320.48,319.87,,,,,,,,,,,,310.28,308.44,298.17,309.03,290.16,288.97,,L7
1999-12-25 22:00:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.91,318.76,,,334.97,330.46,334.15999999999997,328.6,347.0,339.085,344.66499999999996,,328.865,328.34000000000003,319.80499999999995,320.48,319.87,,,,,,,,,,,,310.28,308.44,298.17,309.03,290.16,288.97,,L7
2000-02-11 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.91,318.76,,,334.97,330.46,334.15999999999997,328.6,347.0,339.085,344.66499999999996,,337.70666666666665,335.1466666666667,326.1266666666666,322.53,320.96000000000004,,,,,,,,,,,,313.03499999999997,308.615,303.06,301.835,293.12,284.82500000000005,,L7
2000-02-27 21:59:52+00:00,268.18,300.43,,,,,,,,323.23,314.47,,,299.03,,,,,,,,,,,,,,,,,,321.91,318.76,324.59,349.16,341.13,333.695,337.01666666666665,327.32000000000005,336.975,331.43333333333334,335.05,313.93,329.9275,335.1466666666667,320.49249999999995,311.42,309.25666666666666,,,,,,,,,,,,313.03499999999997,308.615,303.06,301.835,293.12,284.82500000000005,,L7
2000-03-30 21:59:45+00:00,268.18,300.43,,,,,,,,323.23,314.47,,,299.03,,,,,,,,,,,,,,,,,,,,332.735,341.21500000000003,339.40000000000003,333.695,337.01666666666665,327.32000000000005,336.975,331.43333333333334,335.05,313.93,329.9275,335.1466666666667,320.49249999999995,311.42,309.25666666666666,,,,,,,,,,,,313.03499999999997,308.615,303.06,301.835,293.12,284.82500000000005,,L7
2000-04-15 21:59:31+00:00,268.18,300.43,,,,,,,,323.23,314.47,,,299.03,,,,,,,,,,,,,,,,,,,,332.735,341.21500000000003,339.40000000000003,335.18,336.145,330.14000000000004,335.69666666666666,328.53999999999996,331.3,316.515,325.018,335.1466666666667,316.94399999999996,306.0925,304.2525,,,,,,,,,,,,313.03499999999997,308.615,303.06,301.835,293.12,284.82500000000005,,L7
2000-05-01 21:59:30+00:00,268.18,300.43,,,,,,,,323.23,314.47,,,299.03,,,,,,,,,,,,,,,,,,,,332.735,330.41333333333336,327.8475,333.73249999999996,336.145,330.14000000000004,335.69666666666666,320.9433333333333,322.65000000000003,316.515,321.46,340.1033333333333,312.42249999999996,301.2966666666666,299.0466666666667,,,,,,,,,,,,315.79,308.79,307.95,294.64,296.08,280.68,,L7
2000-05-17 21:59:19+00:00,268.18,300.43,,,,,,,,323.23,314.47,,,299.03,,,,,,,,328.53,,,345.27,339.87,,,,,,,,332.735,330.41333333333336,327.8475,333.73249999999996,336.145,330.14000000000004,335.69666666666666,320.9433333333333,322.65000000000003,316.515,321.46,340.1033333333333,312.42249999999996,301.2966666666666,299.0466666666667,,,,,,,,,,,,315.79,308.79,307.95,294.64,296.08,280.68,,L7
