dates,satname,nzd0354-0000,nzd0354-0001,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0002,nzd0354-0012,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065
2022-02-15 22:07:18.025000,L8,,,,,,,,,,,,,,,377.58,367.66,378.54,369.89,360.67,358.61,368.29,360.57,352.44,350.99,338.04,322.44,313.00,311.07,310.61,298.89,289.18,,,,,,,,,,,,,,,,,,,,,,402.57,400.05,403.32,400.39,405.02,398.59,381.07,,,,,,,
2022-02-23 22:07:19.963000,L9,,,,,,,,,,,,,,,,,,,409.99,409.27,410.49,400.09,393.12,396.47,386.99,381.52,379.08,365.66,361.40,356.60,352.26,345.37,337.79,330.04,333.77,326.50,309.72,314.97,309.72,299.40,302.68,294.74,290.68,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:07:05.573000,L8,,,,,,,,,343.26,302.57,311.79,,,,374.17,372.41,366.81,374.09,358.16,359.78,369.44,358.60,343.48,349.67,330.51,317.33,305.28,312.31,313.92,300.68,285.53,,,,,,,,,,,,,,,,,,,,,,387.15,399.14,400.74,398.05,406.83,401.50,378.47,,,,,,,
2022-05-22 22:07:10.472000,L8,,,381.83,368.51,304.24,354.14,360.89,,,,,,,,367.66,378.06,374.78,382.94,366.39,360.93,370.99,358.07,344.66,354.38,331.71,315.03,314.66,313.73,315.40,303.95,299.10,,,,,,,,,,,,,,,,,,,,,,,,,345.41,410.04,401.87,391.46,,,,,,,
2022-06-07 22:07:19.428000,L8,,,,353.42,354.50,375.47,365.16,344.29,,,,338.97,320.45,314.25,385.53,380.85,386.83,384.42,371.09,368.44,374.46,364.31,347.79,355.79,353.61,334.14,318.48,309.01,323.17,310.21,296.16,,,,,,,,,,,,,,,,,,,,,,,331.10,332.91,338.03,410.89,407.24,396.08,,,,,,,
2022-07-01 22:07:06.314000,L9,,,,,,,,,,,,,,,,,,,410.99,404.66,398.16,396.22,399.65,388.04,390.17,385.45,378.13,355.53,343.81,334.20,327.89,325.35,265.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 22:07:44.129000,L8,,,357.74,345.49,306.61,346.34,360.43,,,,,,,398.50,391.10,384.52,389.35,387.98,370.15,371.05,376.47,368.40,358.16,363.78,353.24,341.63,334.37,328.96,329.17,321.88,316.71,312.28,,,,,,,,,,,,,,,,,383.42,,416.65,340.01,,,,,,407.93,398.47,,,,,,,
2022-08-26 22:07:46.208000,L8,,,,,,,,,,,,,,,,,,,,,,,,349.82,357.59,347.44,343.14,342.49,337.48,328.75,308.55,314.12,301.69,,,,,,,,,,,,,,,,,,,,,381.93,293.59,387.75,,,,,,,,,,
2022-09-03 22:07:27.941000,L9,,,,,,,,,,,,,,,,,417.86,410.12,400.02,396.79,397.78,392.40,383.39,384.72,377.02,372.28,365.37,361.41,360.00,348.99,342.41,342.70,325.18,304.37,294.16,294.65,286.68,277.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 22:07:33.648000,L9,,,,367.08,343.34,337.57,315.51,,,,,,,,395.19,389.04,386.45,388.42,374.08,371.55,378.01,375.62,366.84,369.76,361.10,352.15,350.19,347.20,340.59,336.16,329.71,330.61,300.66,,,,,,,,,,,,,,,,,,,,,,,,,412.75,401.82,,,,,,,
2022-10-05 22:07:34.692000,L9,,,384.33,343.76,335.41,344.33,356.58,342.78,336.96,333.34,299.04,,,,322.45,298.40,284.38,385.35,367.97,364.26,370.25,364.47,347.91,356.43,343.68,340.42,329.21,321.61,326.48,319.36,315.27,312.59,,,,,,,,,,,,,,,,,,,,397.17,351.07,333.33,312.83,338.26,336.19,322.88,318.03,,,,,,,
2022-10-21 22:07:41.412000,L9,,,385.73,331.49,321.20,336.96,290.81,,,,,,,,314.52,290.65,287.42,383.73,366.51,363.68,369.13,362.47,350.36,358.62,339.13,330.69,333.05,324.51,328.03,321.83,316.53,316.39,,,,,,,,,,,,,,,,,,,,,,405.46,296.59,340.52,329.54,321.62,320.10,,,,,,,
2022-10-29 22:07:52.427000,L8,,,,,314.22,299.93,323.99,,,,,,,,384.77,383.27,373.47,382.94,367.39,364.87,369.29,363.21,350.07,357.77,336.08,331.89,329.78,324.01,326.51,320.17,314.46,314.39,,,,,,,,,,,,,,,,,,,,,,,,,412.96,404.10,392.05,,,,,,,
2022-11-06 22:07:39.965000,L9,,,,,,,,,,,,,,,,,412.30,410.35,395.83,389.91,395.78,388.84,381.27,380.03,367.57,369.15,373.90,356.14,356.97,348.03,349.26,342.65,319.68,298.80,284.86,279.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 22:07:47.062000,L8,,,,,,,,,,,,,,,,,,,399.70,397.62,399.46,389.21,386.34,385.84,374.42,371.49,365.49,355.22,352.21,348.92,345.67,344.22,323.33,303.85,289.34,287.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:07:37.966000,L9,,,,,,,,,,,,,,,,,412.37,407.82,393.70,387.71,392.71,386.49,384.42,379.64,373.85,371.02,372.67,359.26,349.73,344.19,340.86,342.05,320.38,303.10,288.62,286.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25 22:07:37.119000,L9,,,,,,,,,,,,,,,,,416.71,408.01,387.93,384.89,387.64,385.41,373.99,375.74,364.24,358.01,365.87,360.98,361.87,347.68,334.84,338.61,325.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10 22:07:44.308000,L9,,,,,,,,,,,,,,,386.26,395.50,396.63,,354.01,349.69,382.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.22,394.09,,,,,,,
2023-02-18 22:07:25.855000,L8,,,,,,,,,,,,,,,377.21,376.96,377.09,366.88,359.00,359.65,365.53,363.23,352.21,353.27,338.44,326.76,322.50,318.31,321.62,315.52,310.39,309.47,,,,,,,,,,,,,,,,,,,,,409.11,401.69,406.25,409.25,406.37,400.66,386.61,,,,,,,
2023-03-06 22:07:14.102000,L8,,,,,,344.06,344.87,299.82,,,,,319.66,396.34,371.10,368.49,,372.23,352.05,357.35,367.58,357.01,347.49,350.59,329.31,324.40,313.19,315.84,317.61,310.95,305.58,303.40,,,,,,,,,,,,,,,,,,,333.95,,401.35,400.28,401.53,398.90,404.42,398.19,376.91,,,,,,,
2023-03-14 22:07:23.107000,L9,,,,,,343.65,323.81,,,,,286.15,316.43,394.82,373.72,368.46,348.95,375.31,354.92,358.09,366.57,357.60,346.02,349.71,,319.27,306.24,314.81,314.49,309.08,306.63,307.55,,,,,,,,,,,,,,,,,,,333.67,,349.61,331.82,300.38,339.44,334.23,327.12,377.18,,,,,,,
2023-03-22 22:07:04.713000,L8,,,,,,,,,,,,,,,378.37,375.19,375.08,377.32,361.07,352.95,367.75,362.46,347.69,353.33,336.52,325.85,313.62,311.81,324.23,313.46,311.38,312.32,,,,,,,,,,,,,,,,,,,,,399.11,405.27,405.15,403.69,407.83,401.89,386.23,,,,,,,
2023-03-30 22:07:11.153000,L9,,,,,,,,,,,,,,,396.69,388.43,393.80,394.67,375.72,376.23,376.21,369.51,358.42,362.77,343.98,339.41,337.96,330.10,331.31,322.16,315.68,320.61,,,,,,,,,,,,,,,,,,,,403.92,372.87,344.96,371.46,383.64,384.05,398.41,396.15,,,,,,,
2023-04-15 22:07:04.808000,L9,,,393.04,368.03,350.58,359.98,360.84,332.39,,,,,,,376.76,373.77,374.29,371.74,358.42,359.26,363.27,361.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.09,403.88,404.17,400.45,403.82,401.63,384.31,,,,,,,
2023-04-23 22:06:45.046000,L8,,,384.94,364.75,348.20,345.02,362.07,334.54,343.80,313.88,295.23,,,,370.73,370.53,,356.74,355.77,356.84,363.54,360.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.10,403.16,390.53,399.97,400.78,390.62,401.65,399.87,381.58,,,,,,,
2023-06-02 22:06:41.744000,L9,,,,,,,,,,,,,,,412.64,412.71,409.72,404.50,396.06,393.38,393.02,390.14,382.98,382.60,373.16,367.47,363.07,357.45,353.23,342.62,345.53,341.59,316.26,299.95,290.55,290.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10 22:06:39.746000,L8,,,,,,,365.67,344.06,346.96,330.10,,,,335.19,392.27,386.37,387.82,384.77,372.90,370.28,372.26,366.99,357.87,361.30,347.62,342.12,334.17,325.61,331.04,320.97,313.32,314.49,,,,,,,,,,,,,,,,,,,417.31,339.63,,412.73,333.68,343.83,333.32,408.78,396.45,,,,,,,
2023-07-28 22:07:02.846000,L8,,,,,,,,,,,,,,,393.37,386.70,383.35,387.44,372.33,370.29,372.72,367.59,357.13,365.46,345.48,342.92,339.17,329.78,332.24,321.82,315.46,319.10,,,,,,,,,,,,,,,,,,,,,,349.43,355.92,347.91,338.09,410.56,396.57,,,,,,,
2023-08-05 22:06:59.027000,L9,,,,,,,,,,,,,,,391.67,389.67,383.63,389.41,372.03,367.92,371.85,369.25,356.78,364.61,352.92,344.20,338.59,329.80,332.30,322.36,316.67,314.75,,,,,,,,,,,,,,,,,,,,,366.11,337.42,313.49,339.27,332.23,409.77,398.44,,,,,,,
2023-08-13 22:07:07.940000,L8,,,,,,,,,,,,,,,,,,,399.94,396.65,397.69,391.23,387.09,389.42,376.10,369.47,368.03,360.97,351.36,353.22,349.34,340.97,322.55,302.48,294.32,293.13,282.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-21 22:07:04.005000,L9,,,373.45,347.75,352.79,341.39,359.28,339.77,336.55,288.03,294.80,,,,396.40,391.75,387.54,389.88,374.41,369.86,375.23,372.26,358.60,365.40,354.11,347.09,341.47,329.97,332.69,324.51,319.96,318.54,,,,,,,,,,,,,,,,,,,,,,,276.82,336.83,339.44,412.48,400.81,,,,,,,
2023-08-29 22:07:14.014000,L8,,,374.96,365.66,346.88,345.15,358.69,,,,,,,,393.49,391.84,385.50,388.97,371.72,365.13,373.16,367.31,353.61,365.61,343.44,342.39,341.99,328.86,330.09,324.15,318.29,314.77,,,,,,,,,,,,,,,,,,,,,359.65,336.92,306.90,344.09,332.95,325.71,400.09,,,,,,,
2023-09-06 22:07:14.613000,L9,337.17,381.39,,,,,,,,,,,,,405.06,400.92,398.09,398.79,383.82,377.44,382.38,379.49,369.82,374.40,362.44,354.98,351.12,345.96,340.03,332.45,331.17,330.50,305.10,,,,,,,,,,,,,,,,296.58,,,,,,,,,,,,,,,,,
2023-09-30 22:07:21.548000,L8,,,376.57,342.64,323.18,335.45,324.39,,,,,,,,396.99,395.90,394.05,392.59,375.42,368.57,374.08,371.61,362.78,370.51,355.44,348.34,350.33,335.93,336.29,329.36,324.69,325.10,,,,,,,,,,,,,,,,,,,,,,,,,,,406.51,,,,,,,
2023-10-08 22:07:22.193000,L9,,,,,,,,,,,,,,,,,,,408.75,401.66,402.19,399.75,388.79,399.81,386.68,382.60,374.84,365.31,358.18,359.06,353.71,344.96,335.33,302.23,294.03,292.93,282.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24 22:07:27.973000,L9,,,322.69,294.55,,,,,,,,,,,397.79,395.80,392.19,389.59,376.27,368.46,372.03,367.48,358.58,368.71,348.72,346.42,346.01,331.42,333.89,326.56,323.91,323.59,,,,,,,,,,,,,,,,,325.82,,,,,,,,,,405.49,,,,,,,
2023-11-17 22:07:27.133000,L8,,,,,,,,,,,,,,,,,402.65,334.48,338.60,394.87,415.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-25 22:07:32.484000,L9,,,,,,,,,,,,,,,384.43,386.33,381.09,376.05,368.50,361.78,365.17,365.25,358.87,358.88,341.95,342.17,332.37,322.08,330.38,317.26,314.04,313.74,,,,,,,,,,,,,,,,,,,,,,,,,411.46,406.30,394.00,,,,,,,
2023-12-19 22:07:27.073000,L8,,,,,,,,,,,,,,,409.96,404.82,400.02,404.88,386.48,378.58,386.23,381.14,372.37,372.94,362.71,354.78,351.14,350.54,342.86,335.61,334.25,340.12,330.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12 22:07:30.793000,L9,,,,,,,,,,,,,,,404.55,399.77,398.58,397.43,385.87,381.34,387.88,379.86,375.12,372.09,364.14,355.59,351.47,349.97,341.82,348.79,331.08,339.57,340.76,293.53,287.30,283.31,272.88,,,,,,,,,,,,,,,,,,,,,413.58,406.74,,,,,,,
2024-01-28 22:07:30.090000,L9,,,,,,,,,,,,,,,404.24,400.79,393.53,386.90,376.84,375.63,378.63,372.45,373.46,381.41,362.63,351.54,345.24,342.79,337.91,327.96,335.88,321.59,326.55,,,,,,,,,,,,,,,,,,,,,,,,,,403.87,,,,,,,
2024-02-05 22:07:19.904000,L8,,,,,,,,,,,,,,,407.81,406.20,407.80,398.04,388.88,387.15,388.35,381.77,380.25,374.74,366.82,363.65,352.70,356.78,345.70,333.05,343.76,340.58,335.01,297.39,288.41,285.25,272.99,,,,,,,,,,,,,,,,,,,,,,411.27,,,,,,,
2024-02-13 22:07:29.811000,L9,,,,,,,,,,,,,,,,,398.66,398.41,387.10,381.35,386.27,383.16,386.47,372.98,365.67,354.27,351.51,355.18,348.36,343.36,342.33,341.91,334.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-21 22:07:17.333000,L8,,,,,,,,,,,,,,,403.82,398.01,401.31,394.71,384.92,379.66,399.00,381.44,371.86,372.62,363.51,359.70,349.34,344.36,339.56,330.27,331.86,334.79,335.38,,,,,,,,,,,,,,,,,,,,,,,,,412.66,407.86,,,,,,,
2024-02-29 22:07:23.348000,L9,,,,,,,,,,,,,,,,,391.21,388.80,378.69,374.93,379.36,374.81,371.72,370.23,361.46,350.16,344.82,344.30,340.26,334.13,335.98,335.20,326.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 22:07:05.574000,L8,,,,,,,,,,,,,,,410.26,402.09,405.74,403.17,385.85,386.45,392.05,383.45,378.35,377.20,366.38,360.88,361.04,354.39,348.90,347.93,352.15,346.21,327.44,297.52,289.68,287.77,280.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16 22:07:23.404000,L9,,,,,,,,,,,,,,,411.02,404.35,400.50,402.10,385.86,383.72,393.05,384.81,377.97,375.76,366.22,357.10,351.38,352.14,354.45,337.82,335.45,344.60,325.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17 22:07:03.684000,L9,,,,,,,,,,,,,,,,408.20,411.84,407.60,391.39,388.87,393.64,386.65,383.19,376.77,377.66,364.02,355.89,356.04,361.87,349.44,343.25,345.25,325.57,298.36,290.31,289.07,280.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03 22:06:49.872000,L9,,,,,,,,,,,,,,,,,414.91,407.88,398.82,401.53,396.52,389.60,386.09,378.57,373.91,358.26,356.78,357.38,347.18,339.26,350.74,341.19,316.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 22:06:27.762000,L8,,,379.81,373.29,359.90,357.58,362.87,,340.22,329.20,303.17,,,,363.98,291.98,357.79,339.66,344.31,341.21,364.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.32,385.52,351.18,372.52,356.52,,,,,,,
2024-05-19 22:06:42.049000,L9,,,,,357.52,338.10,361.79,,,,,,,,388.90,370.40,387.81,371.10,372.92,365.92,373.80,363.81,357.89,352.39,350.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.81,407.96,398.51,389.79,,,,,,,
2024-06-04 22:06:35.804000,L9,,,391.94,369.17,358.99,385.36,367.54,345.65,,,,,,,369.30,358.74,380.06,350.47,363.06,352.11,366.05,356.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.61,396.02,390.41,394.74,388.48,385.51,373.85,,,,,,,
2024-06-20 22:06:18.840000,L9,,,,,,,,,354.33,341.91,328.29,367.19,350.75,396.51,372.28,359.01,384.34,353.86,367.00,362.29,328.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.29,,,,398.03,382.55,395.79,376.86,398.55,378.33,,,,,,,
2024-06-28 22:06:31.354000,L8,,,389.78,343.36,359.40,384.97,363.46,,,,,,,,386.58,377.08,391.24,380.03,372.90,366.48,375.56,366.56,343.38,349.13,345.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.74,405.20,396.69,407.96,408.56,402.07,392.39,,,,,,,
2024-07-06 22:06:32.918000,L9,,,,,,,,362.04,360.26,350.87,319.46,364.52,359.19,395.36,367.50,356.55,361.60,347.19,362.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.32,,,,391.63,387.30,391.56,394.08,397.46,378.46,,,,,,,
2024-08-23 22:06:59.383000,L9,,,342.56,341.10,355.56,367.33,359.52,344.14,,,,351.82,319.53,389.30,391.11,388.87,388.84,387.54,374.37,366.15,373.81,369.61,346.08,353.68,339.87,,,,,,,,,,,,,,,,,,,,,,,,356.10,,374.49,344.19,,,,341.24,334.65,409.65,398.10,,,,,,,
2024-08-31 22:07:03.291000,L8,,,,,,,,,,,,,,,402.81,398.14,397.01,393.74,380.83,376.16,379.10,377.58,363.33,366.15,356.66,345.90,343.99,333.31,329.45,324.02,321.47,314.25,,,,,,,,,,,,,,,,,,,,,,,,,,,406.45,,,,,,,
2024-09-24 22:07:01.359000,L9,,,,,348.37,344.23,354.64,,,,,,,,397.29,393.85,397.14,390.24,375.39,372.35,377.05,373.19,359.74,364.69,346.64,343.25,340.95,326.90,328.79,322.43,317.70,314.49,,,,,,,,,,,,,,,,,,,,,,,,,,,404.28,,,,,,,
2024-10-10 22:07:10.262000,L9,,,,,,,,,,,,,,,,,,,410.79,409.24,405.57,405.33,400.57,403.24,402.45,391.90,378.25,378.54,374.47,364.07,359.06,352.00,343.28,330.66,319.79,320.11,309.45,319.52,312.27,306.02,296.09,290.93,284.43,,,,,,,,,,,,,,,,,,,,,,,
2024-10-18 22:07:18.673000,L8,,,,373.51,348.23,338.62,,,,,,,,,394.49,391.55,394.78,389.43,372.67,370.06,376.84,367.71,357.03,362.37,340.56,340.74,335.37,324.16,329.97,320.77,313.38,314.36,,,,,,,,,,,,,,,,,,,,,,,,,,413.70,401.43,,,,,,,
2024-11-11 22:07:15.564000,L9,,,,,,,,,,,,,,,,,,,402.04,402.28,405.70,396.16,389.40,390.98,391.12,375.50,374.43,370.76,353.41,364.62,353.76,344.75,336.03,296.02,289.23,286.49,273.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-19 22:07:19.849000,L8,,,,,,,,,,,,,,,,,,,412.06,413.61,404.67,403.15,404.29,411.02,395.39,389.90,367.28,371.66,357.20,350.92,,306.85,282.04,377.97,380.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-13 22:07:21.847000,L9,,,,,,,,,,,,,,,,,,412.76,395.81,396.69,412.62,388.68,383.81,397.47,373.36,372.15,374.10,377.79,362.04,365.59,361.30,359.21,342.62,299.05,291.16,289.28,288.61,277.53,324.53,316.54,311.85,314.79,308.94,301.93,301.42,293.53,288.49,,,,,,,,,,,,,,,,,,,
2025-01-06 22:07:18.443000,L8,,,,,,,,,,,,,,,401.01,400.53,406.90,393.71,384.37,381.10,401.13,374.23,374.31,374.50,361.07,353.39,348.20,340.38,337.97,327.60,325.38,327.81,325.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22 22:07:13.469000,L8,,,,,,,,,,,,,,,,411.56,412.65,405.53,393.79,383.86,392.06,380.46,373.09,375.68,367.46,367.01,357.57,342.97,371.48,352.06,335.58,356.67,335.94,295.28,287.84,281.52,273.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30 22:07:20.065000,L9,,,,,,,,,,,,,,,405.88,400.95,402.74,396.75,383.04,379.09,383.65,379.71,369.25,370.29,361.90,351.67,348.21,344.17,336.28,331.64,328.07,330.29,313.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07 22:07:17.137000,L8,,,,,,,,,,,,,,,,,,,398.34,379.84,402.27,378.42,371.53,399.13,364.70,352.69,350.71,341.04,338.84,349.97,352.56,342.71,337.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23 22:07:07.365000,L8,,,,,,,,,,,,,,,409.27,404.13,410.23,401.39,386.40,389.67,390.94,385.23,371.81,376.09,367.05,371.90,353.01,360.40,344.59,334.40,352.19,344.10,321.61,293.45,286.30,281.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-12 22:06:48.304000,L8,,,,,,,,,,,,,,,412.93,405.94,406.72,400.09,389.08,385.71,389.74,381.96,375.59,376.37,369.69,358.33,355.52,345.58,342.91,335.32,332.13,336.07,321.48,296.55,289.52,281.48,274.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 22:06:54.456000,L9,,,,,,,,,,,,,,,386.98,375.42,383.95,375.59,369.52,365.79,371.18,361.66,353.99,350.46,341.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.03,394.83,,,,,,,
2025-05-14 22:06:38.478000,L8,,,346.23,355.18,353.64,336.24,360.40,,,,,,,,,370.43,380.52,373.29,368.65,363.48,369.67,360.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.41,332.12,324.81,335.93,330.13,328.36,,,,,,,,
2025-05-22 22:06:43.734000,L9,,,384.93,361.28,359.66,381.44,368.78,353.99,346.14,337.44,320.54,359.31,338.82,316.02,385.01,370.99,383.11,375.07,369.71,364.06,370.11,357.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.11,,412.35,385.90,407.22,404.48,404.66,408.51,402.20,390.57,,,,,,,
2025-05-30 22:06:42.533000,L8,,,379.59,345.28,355.49,380.51,361.44,343.71,,,,,,,391.14,382.35,385.36,381.18,374.96,369.03,372.95,363.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.34,298.87,295.53,338.52,332.19,407.86,397.41,,,,,,,
2025-06-23 22:06:54.196000,L9,,,,,,,,,,,,,,,389.54,377.27,380.42,381.39,371.92,351.75,368.42,357.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.59,319.67,408.48,395.30,,,,,,,
2025-07-17 22:07:04.709000,L8,,,,,,,,,,,,,,,379.59,366.98,376.70,371.75,362.94,337.76,362.94,345.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.51,401.40,399.28,407.81,400.32,376.88,,,,,,,
2025-07-25 22:07:06.294000,L9,,,348.98,346.67,347.90,361.09,361.15,,,,,351.48,342.65,402.38,392.75,386.56,387.02,388.03,373.25,350.62,370.67,362.08,,,,336.17,320.22,321.13,318.81,302.45,306.54,,,,,,,,,,,,,,,,,,,,,,,,,,,409.18,398.22,,,,,,,
2025-08-02 22:07:09.825000,L8,,,345.74,360.85,352.03,377.69,359.66,,,,,366.01,346.57,346.91,392.90,385.85,384.38,383.07,373.47,351.41,368.21,362.78,350.79,356.43,341.18,331.01,322.51,318.11,315.98,307.42,306.04,,,,,,,,,,,,,,,,,,,325.45,,,,,,,,407.30,397.48,,,,,,,
2025-08-10 22:07:16.143000,L9,,,358.61,348.75,353.91,380.88,365.75,347.78,350.85,333.14,281.47,,,,390.79,382.84,387.15,382.05,373.04,346.78,367.63,361.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.19,335.72,308.84,340.28,332.85,408.12,395.16,,,,,,,
2025-08-26 22:07:21.236000,L9,,,,,,,,,,,,,,,,,413.21,414.00,403.21,386.70,398.50,392.18,382.98,389.19,371.77,365.67,363.01,356.28,351.11,351.34,345.75,340.95,333.38,301.77,294.83,290.92,282.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-19 22:07:27.204000,L8,,,,,,,,,,,,,,,,,,,390.41,375.33,388.31,383.80,374.32,375.72,362.40,352.28,346.90,346.71,340.81,331.02,331.75,328.52,305.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-05 22:07:28.631000,L8,,,,,,,,,,,,,,,394.98,386.51,383.66,385.29,375.92,356.84,370.21,365.02,356.76,361.24,343.70,338.95,330.09,322.43,323.62,314.96,310.78,299.96,,,,,,,,,,,,,,,,,,,,,,,,,,408.17,398.74,,,,,,,
2025-10-29 22:07:29.182000,L9,,,,,,,,,,,,,,,,,411.59,409.99,402.72,388.87,394.50,389.89,383.47,384.85,371.10,369.08,359.76,354.19,348.55,340.08,345.72,338.41,325.98,295.83,289.95,284.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-06 22:07:31.775000,L8,,,,,,,,,,,,,,,410.74,404.36,403.22,391.86,377.29,370.36,380.93,385.37,376.11,376.74,358.65,353.20,354.47,342.90,343.18,332.07,353.72,338.56,317.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
