dates,satname,nzd0354-0000,nzd0354-0001,nzd0354-0003,nzd0354-0004,nzd0354-0005,nzd0354-0006,nzd0354-0007,nzd0354-0008,nzd0354-0009,nzd0354-0010,nzd0354-0011,nzd0354-0013,nzd0354-0014,nzd0354-0015,nzd0354-0025,nzd0354-0026,nzd0354-0027,nzd0354-0028,nzd0354-0029,nzd0354-0030,nzd0354-0031,nzd0354-0032,nzd0354-0033,nzd0354-0034,nzd0354-0035,nzd0354-0036,nzd0354-0037,nzd0354-0038,nzd0354-0039,nzd0354-0040,nzd0354-0041,nzd0354-0042,nzd0354-0043,nzd0354-0044,nzd0354-0045,nzd0354-0046,nzd0354-0047,nzd0354-0048,nzd0354-0049,nzd0354-0050,nzd0354-0051,nzd0354-0052,nzd0354-0053,nzd0354-0054,nzd0354-0055,nzd0354-0056,nzd0354-0057,nzd0354-0058,nzd0354-0002,nzd0354-0012,nzd0354-0016,nzd0354-0017,nzd0354-0018,nzd0354-0019,nzd0354-0020,nzd0354-0021,nzd0354-0022,nzd0354-0023,nzd0354-0024,nzd0354-0059,nzd0354-0060,nzd0354-0061,nzd0354-0062,nzd0354-0063,nzd0354-0064,nzd0354-0065
2013-06-30 22:09:11.994000,L8,,,,,,,365.01,351.34,349.65,363.42,338.76,379.57,362.96,385.16,361.55,353.28,363.44,353.53,347.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.18,,,,397.43,347.72,392.23,401.31,392.67,349.73,,,,,,,
2013-09-02 22:09:16.475000,L8,,,343.78,346.65,347.14,351.94,319.34,342.77,302.10,330.01,326.07,343.16,362.30,388.12,374.65,360.85,376.73,373.05,355.47,,,,,,329.61,340.06,,,,,,,,,,,,,,,,,,,,,,,326.75,321.36,318.17,398.81,391.43,404.95,405.36,402.70,405.09,392.89,359.78,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,,,,,,,,,,,405.59,402.21,401.92,394.92,383.07,382.38,385.38,375.23,372.40,371.91,358.22,356.21,350.22,353.48,342.60,324.39,315.72,317.48,307.35,299.14,287.14,272.08,,,,,,,,,,,,,,,,,,,,,,,408.79,,,,,,,
2014-03-13 22:07:45.256000,L8,,,,,,,,,,,,,,,412.97,407.83,408.10,400.57,386.53,385.90,383.17,380.48,373.44,372.94,362.85,356.51,351.03,353.14,362.82,325.59,319.64,322.58,317.28,304.60,291.29,279.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30 22:06:58.400000,L8,,,,,303.00,377.76,354.80,,342.56,333.11,330.59,358.74,358.74,396.44,362.87,361.98,369.10,358.61,354.48,341.08,359.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.54,,,388.24,399.70,401.46,385.95,398.88,385.18,352.88,,,,,,,
2014-05-16 22:06:45.666000,L8,,,369.29,347.22,347.12,360.81,362.19,340.86,345.97,336.40,330.80,402.21,374.61,,378.19,368.45,378.60,369.76,364.26,352.87,363.61,355.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.94,,405.24,381.18,401.44,402.18,390.40,399.96,387.27,356.62,,,,,,,
2014-06-01 22:06:50.694000,L8,,,,,,,,,339.49,322.06,278.20,,,,385.33,382.47,385.74,376.43,369.12,365.62,370.21,363.25,356.89,356.74,341.80,336.92,317.69,327.76,,,,,,,,,,,,,,,,,,,,,,,,,334.27,411.84,304.33,405.96,408.71,400.15,382.63,,,,,,,
2014-07-03 22:07:01.995000,L8,,,388.22,359.28,352.73,387.19,357.65,343.81,340.28,335.89,356.37,365.11,361.09,390.29,374.88,369.98,380.59,370.10,363.49,356.73,366.20,360.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.23,,,378.63,339.31,411.73,403.27,403.46,395.72,366.43,,,,,,,
2014-08-04 22:07:14.381000,L8,,,360.14,364.56,351.26,361.26,361.21,345.23,343.56,334.37,348.21,398.01,372.00,390.51,315.48,324.94,299.61,289.93,359.95,343.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.48,,,,407.03,360.58,351.94,333.64,346.73,319.42,,,,,,,
2014-10-07 22:07:25.795000,L8,,,,,,,,,,,,,,,,,414.47,401.11,387.25,385.98,388.68,381.75,377.69,374.20,365.90,359.68,353.56,353.83,345.10,325.93,317.81,314.28,309.50,296.56,288.72,278.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08 22:07:28.004000,L8,,,,,,,,,,,,,,,369.58,366.17,371.27,370.70,349.07,349.97,363.35,354.25,344.17,345.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.75,396.50,403.53,395.85,369.91,,,,,,,
2014-12-26 22:07:18.944000,L8,,,,,,,,,,,,,,,354.60,379.48,358.51,411.37,392.56,393.37,394.57,384.35,379.98,377.93,365.55,363.04,367.80,357.04,355.60,366.92,359.54,328.87,319.58,302.53,297.58,299.59,284.57,281.97,,,,,,,,,,,,,,,,,,,,,385.24,,,,,,,
2015-01-11 22:07:16.745000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.10,375.64,354.65,373.33,370.93,383.41,377.30,359.47,340.98,353.81,347.89,331.83,322.85,310.35,320.38,310.79,305.75,301.01,,,,,,,,,,,,292.23,288.96,,,,,
2015-02-12 22:07:03.113000,L8,,,,,,,,,,,,,,,412.16,404.77,403.44,400.88,386.17,386.21,384.72,377.00,374.12,372.08,361.94,357.75,353.62,352.05,352.33,325.81,316.64,317.19,315.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:07:00.305000,L8,,,,,,,,,,,,,,,411.92,406.26,402.93,399.77,385.16,386.80,384.52,374.33,376.47,373.87,363.21,358.93,352.56,376.16,370.51,348.49,341.88,323.85,316.93,300.79,293.18,289.89,280.31,280.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01 22:06:37.659000,L8,,,,,,,,,,,,,,,407.63,411.73,403.79,397.94,388.16,384.73,386.59,379.43,377.66,375.12,365.57,361.43,354.54,354.62,344.92,327.56,317.03,327.19,319.25,299.42,290.22,282.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:32.847000,L8,,,,,,,357.22,339.89,345.75,336.22,332.36,363.12,368.93,385.48,358.47,365.83,366.03,369.30,343.79,325.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.09,,,,401.55,400.41,352.36,402.70,393.27,354.45,,,,,,,
2015-07-22 22:06:49.445000,L8,,,,,,,,,,,,,,,,356.44,361.76,350.77,339.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.48,284.93,398.22,392.90,385.85,384.12,386.73,,,,,,,,
2015-08-23 22:07:00.453000,L8,354.11,370.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.72,,,,,,,,,,,,,,,,,
2015-09-08 22:07:06.448000,L8,,,,,,,,,,,,,,,,,,,388.08,383.65,399.94,394.69,386.78,378.58,362.92,356.49,373.11,349.74,345.85,324.19,316.93,311.70,306.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:07:14.813000,L8,,,,,,,,,,,,,,,,,,,396.94,388.90,410.18,397.06,401.60,397.25,366.68,357.84,369.31,357.43,352.32,349.71,333.48,319.62,315.22,299.71,288.13,280.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27 22:07:23.156000,L8,,,,,,,,,,,,,,,,,399.99,402.27,385.22,382.84,387.37,377.75,376.30,367.19,357.88,354.55,346.66,344.97,339.30,320.61,310.01,311.53,311.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13 22:07:21.432000,L8,,,,,,,,,,,,,,,,,399.29,400.38,391.43,383.19,386.64,375.95,375.77,369.24,359.16,354.18,348.86,343.08,337.60,319.30,309.95,313.21,310.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:07:21.036000,L8,,,,,,,,,,,,,,,,394.13,405.84,409.73,374.93,381.21,384.36,372.27,387.88,380.83,358.58,355.76,357.88,347.22,345.75,316.83,306.09,296.26,325.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:07:07.398000,L8,,,,,,,,,,,,,,,,,,,387.63,381.70,401.29,375.55,375.92,371.03,357.99,353.77,348.05,343.28,335.28,320.93,312.10,312.60,282.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:07:01.867000,L8,298.38,284.05,,,,,,,,,,,,,,,420.50,411.07,408.81,398.67,404.21,391.28,390.08,395.80,371.86,383.19,373.87,360.60,363.62,358.70,351.64,341.11,317.01,307.18,298.45,296.97,281.61,284.15,280.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:46.856000,L8,,,,,,,,,,,,,,,,,405.88,402.40,390.57,384.34,388.75,381.10,377.91,373.53,364.91,359.50,353.98,351.84,343.20,328.22,320.84,324.15,313.55,297.44,287.74,275.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05 22:06:50.290000,L8,,,,,,334.60,353.87,307.75,344.07,303.25,317.12,325.12,310.94,307.79,371.83,364.58,370.39,369.49,354.19,355.73,368.57,360.99,351.34,350.54,337.13,328.20,307.75,319.28,,,,,,,,,,,,,,,,,,,,,,320.69,292.27,,389.76,406.21,399.85,392.09,405.81,398.38,365.89,,,,,,,
2016-06-06 22:06:54.973000,L8,,,392.72,354.68,351.14,336.12,356.37,,341.44,335.14,308.54,340.70,329.02,312.00,376.13,367.77,381.02,369.25,363.07,359.54,369.11,360.23,346.37,347.17,339.37,,,,,,,,,,,,,,,,,,,,,,,,,313.48,,,,,,341.69,404.97,397.87,375.62,,,,,,,
2016-07-24 22:07:13.819000,L8,,,382.66,365.78,352.33,380.04,364.52,348.37,346.75,335.31,329.37,347.60,363.35,392.25,382.71,370.53,382.78,374.18,365.46,361.10,367.53,361.08,351.89,344.95,335.68,,,,,,,,,,,,,,,,,,,,,,,,,320.00,,413.73,362.56,337.54,405.56,408.69,408.52,398.79,371.96,,,,,,,
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,,,,387.17,381.12,386.85,371.30,364.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.18,410.28,402.97,388.68,,,,,,,
2016-09-10 22:07:27.365000,L8,,,374.62,349.45,349.66,344.16,356.05,344.65,344.14,335.67,321.80,323.35,316.23,390.30,384.84,369.30,382.26,373.00,364.29,362.74,368.56,361.23,350.60,336.31,336.98,330.26,307.68,319.52,301.09,308.83,303.01,,,,,,,,,,,,,,,,,,,322.51,401.57,399.32,393.74,409.84,,341.00,409.34,399.15,373.87,,,,,,,
2016-10-12 22:07:33.085000,L8,,,,,,,,,,,,,,,,,413.11,410.52,395.49,392.45,399.38,390.06,383.61,378.96,371.19,366.80,365.28,361.69,355.03,356.19,351.37,341.32,323.87,302.44,292.83,284.90,275.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,,,,,,,,,,,,,,411.67,410.09,406.94,401.04,389.18,382.86,387.92,380.74,374.49,371.24,360.07,355.37,351.10,353.48,342.29,333.57,332.75,320.26,314.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 22:06:52.698000,L8,,,,,,,,,,,,,,,405.55,402.56,402.95,396.49,384.46,383.37,392.95,392.66,372.30,368.92,360.49,356.58,352.81,348.98,343.39,331.45,324.07,320.96,311.59,,,,,,,,,,,,,,,,,,,,,,,,,,408.06,,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,339.93,332.18,324.64,346.19,324.70,393.40,374.00,369.53,367.49,326.22,357.49,358.56,367.11,357.29,348.80,346.08,329.07,327.64,302.98,317.36,290.56,,,,,,,,,,,,,,,,,,,,,317.35,403.44,407.20,394.58,408.05,408.71,400.34,407.40,397.76,367.02,,,,,,,
2017-04-22 22:06:36.244000,L8,,,382.46,348.48,348.31,335.40,293.95,,345.35,330.58,318.52,320.40,349.27,389.77,313.98,287.25,373.08,330.08,359.78,357.54,365.37,357.68,348.21,334.13,329.28,,,,,,,,,,,,,,,,,,,,,,,,,324.37,328.37,405.12,390.69,406.92,406.58,340.84,331.74,328.56,312.79,,,,,,,
2017-05-08 22:06:35.164000,L8,,,,,,321.15,321.07,,337.81,325.65,315.00,320.55,316.88,300.22,385.28,382.73,377.92,373.66,367.30,364.08,372.04,364.02,353.08,350.79,334.02,332.16,316.39,326.22,321.40,273.76,,,,,,,,,,,,,,,,,,,,316.37,,,,,,291.95,411.25,402.82,378.97,,,,,,,
2017-05-24 22:06:46.292000,L8,,,,,297.80,383.24,359.76,334.87,338.97,332.52,307.17,342.51,357.22,304.99,381.46,376.50,378.31,374.76,362.41,360.95,369.51,362.95,351.33,,,,,,,,,,,,,,,,,,,,,,,,,,,316.29,,,,,411.04,409.11,409.46,400.00,364.18,,,,,,,
2017-06-25 22:06:59.518000,L8,,,,,,,,,,,369.98,331.00,,,405.78,415.22,411.36,398.07,395.92,386.35,394.50,392.44,381.25,375.36,368.82,360.13,356.69,360.25,344.20,332.48,320.69,317.87,271.94,,,,,,,,,,,,,,,,,310.71,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,334.34,363.05,303.65,337.65,356.12,,340.65,335.17,325.91,349.61,364.51,302.95,389.65,384.93,383.53,385.62,369.73,365.62,375.11,368.96,354.09,347.85,339.92,334.91,320.96,327.04,324.85,314.37,295.86,,,,,,,,,,,,,,,,,,342.59,320.78,,,,,,339.78,417.00,407.88,386.83,,,,,,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,,,,415.12,415.10,415.84,407.64,398.69,393.58,400.37,395.64,385.28,378.94,367.81,368.13,361.77,376.74,360.64,346.73,353.38,340.82,321.27,298.94,290.00,283.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,,,,,,412.61,413.71,412.50,405.23,395.24,389.98,395.91,387.57,380.13,373.75,362.05,361.22,351.43,350.35,357.37,332.61,352.81,336.30,318.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,306.94,336.18,328.86,319.65,320.50,323.03,394.83,307.27,349.74,351.99,318.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.69,333.28,,398.25,395.87,390.50,342.96,331.33,324.11,314.64,,,,,,,
2018-02-20 22:07:00.077000,L8,,,,,,349.87,,,,,,,,,373.96,367.90,358.82,333.91,354.04,349.23,367.89,357.48,351.62,346.76,334.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.61,405.91,404.60,394.79,406.19,397.44,365.48,,,,,,,
2018-03-24 22:06:44.096000,L8,,,372.12,336.39,,,,,,,,,,,390.72,383.35,374.45,335.28,366.44,366.12,372.84,360.66,346.28,350.46,340.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.36,324.11,406.74,386.92,,,,,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,,,,,,,,,,391.04,393.75,402.14,392.57,381.97,377.91,370.23,365.25,356.28,358.04,348.57,343.20,339.63,333.57,315.71,296.32,286.06,279.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04.650000,L8,,,,,,,,,,,,342.26,356.29,340.69,,,360.47,371.11,333.94,,367.61,359.66,345.70,,,,,,,,,,,,,,,,,,,,,,,,,,,324.48,331.38,409.43,373.18,402.89,404.30,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,,,,,373.41,353.38,347.62,345.02,330.28,366.53,355.65,391.39,376.12,360.27,381.13,376.16,361.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.71,,,,404.83,404.15,402.62,407.34,399.06,378.19,,,,,,,
2018-08-31 22:06:47.157000,L8,,,356.28,346.51,311.15,346.70,298.81,,,,,,,,395.24,387.70,394.37,389.67,373.25,369.18,372.43,370.13,360.85,356.98,345.27,341.91,331.31,331.65,330.38,319.31,307.86,,,,,,,,,,,,,,,,,,344.26,,,,,,,,,412.08,396.91,,,,,,,
2018-10-18 22:07:05.594000,L8,,,,,,,,,,,,,,,387.41,375.31,379.71,383.41,363.21,360.70,366.58,359.63,348.71,342.16,334.63,331.10,319.70,321.83,323.90,312.41,308.50,297.08,,,,,,,,,,,,,,,,,,,,,,,,,414.46,405.63,390.47,,,,,,,
2018-12-21 22:07:06.566000,L8,,,,,,,,,,,,,,,372.78,371.31,367.89,369.81,350.02,357.44,365.33,352.36,349.81,340.80,329.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.16,400.37,407.98,400.86,367.16,,,,,,,
2019-01-22 22:07:02.132000,L8,,,,,,,,,,,,,,,,,,406.13,394.80,392.86,396.20,388.16,382.23,379.06,372.57,386.54,365.51,370.91,367.86,356.30,353.70,339.06,327.98,304.53,294.40,292.07,287.92,280.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,,,,,,,,,,,,,,,,405.86,406.89,404.20,389.20,387.16,394.48,387.89,376.21,373.17,363.80,361.71,365.17,355.89,348.36,350.47,352.92,341.99,326.63,298.78,289.12,281.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27 22:06:47.460000,L8,,,,,,,,,,,,,,,401.87,399.95,404.16,395.54,387.23,383.33,383.98,379.05,370.31,370.69,362.76,353.68,346.61,345.18,334.56,326.30,300.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.71,,,,,,,
2019-04-12 22:06:42.607000,L8,,,372.37,358.32,345.31,374.91,364.94,355.43,365.07,365.36,359.86,322.52,326.49,394.95,372.51,367.27,361.30,336.31,361.47,354.44,367.92,355.94,351.32,347.67,,,,,,,,,,,,,,,,,,,,,,,,,360.68,317.65,329.24,,397.38,398.57,399.46,385.68,402.22,392.96,361.53,,,,,,,
2019-05-14 22:06:48.150000,L8,,,,,,,,,,,,,,,,,420.70,410.95,396.75,398.45,399.04,393.18,385.43,379.37,374.48,367.71,359.42,357.64,350.42,344.11,328.30,329.39,311.33,300.60,290.03,290.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,,,,,,,,,,,,,,,385.45,368.99,385.93,381.93,366.25,362.56,377.22,362.67,341.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.25,384.13,409.10,,330.60,313.30,313.39,400.92,,,,,,,
2019-06-15 22:07:03.775000,L8,,,,,,,377.36,350.66,357.41,339.59,359.35,367.73,360.77,392.61,375.39,370.49,383.35,381.21,351.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.08,,,,400.80,400.64,398.12,407.89,401.57,369.33,,,,,,,
2019-08-02 22:07:17.867000,L8,,,374.27,358.15,352.52,379.85,361.01,,344.04,330.38,307.56,333.99,349.59,304.36,392.81,383.51,392.83,386.14,370.86,367.25,376.89,369.13,355.48,,,,,,,,,,,,,,,,,,,,,,,,,,,315.26,,,,,,345.33,326.35,411.51,390.28,,,,,,,
2019-08-18 22:07:23.116000,L8,,,347.73,347.59,350.69,335.78,354.36,,335.85,327.63,308.60,325.93,345.07,305.61,395.08,386.27,393.41,388.48,373.44,369.20,378.87,370.37,358.82,346.59,304.04,,,,,,,,,,,,,,,,,,,,,,,,357.72,295.85,,,,,,,,414.96,395.96,,,,,,,
2019-09-19 22:07:32.145000,L8,,,342.01,335.36,347.23,334.90,311.07,,346.28,329.88,324.08,318.18,316.40,301.15,394.63,385.05,390.32,388.15,371.04,366.22,374.23,367.92,354.82,344.50,339.86,330.65,317.50,321.10,318.31,279.20,,,,,,,,,,,,,,,,,,,341.85,290.30,,,,,,,,412.70,397.68,,,,,,,
2019-10-05 22:07:36.198000,L8,,,,320.86,308.07,330.59,,,,,,,,,394.08,386.51,389.22,387.66,372.24,367.49,373.32,368.39,357.07,351.77,343.01,338.15,325.26,324.48,323.77,307.62,287.51,,,,,,,,,,,,,,,,,,,,,,,,,,,414.47,398.23,,,,,,,
2019-10-21 22:07:37.761000,L8,,,373.16,330.88,317.73,324.63,298.14,,337.96,318.66,293.87,,,,387.94,380.77,385.35,383.58,363.48,360.45,368.00,360.31,348.31,346.01,334.82,327.98,315.66,316.32,311.74,273.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.56,392.06,,,,,,,
2019-12-08 22:07:32.611000,L8,,,,,,,,,,,,,,,413.79,404.44,404.57,401.56,387.62,383.76,389.00,382.19,373.97,371.29,361.34,358.70,354.97,350.64,343.72,332.54,328.46,325.99,307.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,,,,,,,,,,,,,,,407.58,412.41,411.78,397.05,387.06,386.65,398.00,385.82,378.23,374.61,364.32,362.79,353.33,359.30,352.62,334.53,345.01,340.82,311.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25 22:07:21.445000,L8,,,,,,,,,,,,,,,408.58,409.18,402.92,402.11,388.48,383.86,395.08,379.83,376.63,372.25,365.55,363.20,354.11,349.62,343.72,331.03,328.79,330.55,317.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,,,,,,,,,,,,,,,,,409.29,406.24,387.42,381.91,387.98,383.67,376.45,396.10,366.23,358.93,349.95,353.90,346.12,337.82,337.21,340.27,320.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,,,,,,,,,,,,,,,407.04,402.09,398.65,397.13,384.09,381.81,386.78,378.88,369.19,370.08,362.27,355.83,352.20,353.09,339.88,331.41,322.75,320.26,312.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,,,,,,,,,,,,,,,,,398.34,399.64,385.84,379.67,383.57,379.44,370.33,370.78,364.60,352.68,347.29,347.44,347.38,331.43,318.61,316.77,313.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 22:06:50.036000,L8,,,,,,,,,,,,,,,364.64,362.47,354.52,335.29,352.81,348.75,366.64,353.37,348.02,342.32,335.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.59,399.43,393.86,388.20,390.88,397.92,371.72,,,,,,,
2020-05-16 22:06:39.488000,L8,,,,,,,,,,,,,,,,,,409.64,391.32,386.64,398.03,385.50,378.87,376.69,369.03,361.97,360.05,359.94,341.62,335.85,322.85,321.28,302.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:06:44.481000,L8,,,388.65,345.90,352.63,330.88,359.01,,341.52,334.29,316.95,341.06,342.45,395.95,379.81,373.14,387.76,375.18,372.35,366.24,377.21,366.89,349.36,350.10,341.25,,,,,,,,,,,,,,,,,,,,,,,,,317.91,,,387.29,402.66,395.53,393.10,404.39,403.11,389.33,,,,,,,
2020-07-19 22:07:07.773000,L8,,,351.81,343.52,348.84,334.89,357.30,,342.02,329.02,312.28,354.60,347.48,314.51,392.97,388.77,396.67,389.30,377.92,372.38,379.11,374.22,361.75,352.81,353.78,,,,,,,,,,,,,,,,,,,,,,,,,324.59,,,,,,,,410.48,396.73,,,,,,,
2020-08-04 22:07:11.601000,L8,,,342.14,333.21,349.73,331.01,358.72,,346.47,324.17,304.22,319.11,312.03,306.94,393.25,388.20,399.00,389.58,375.73,372.14,380.31,372.79,362.86,360.77,350.64,341.33,338.88,331.29,326.25,,,,,,,,,,,,,,,,,,,,,296.07,,,,,,,,408.71,390.21,,,,,,,
2020-09-21 22:07:30.724000,L8,,,,,,,,,,,,,,,,411.60,412.55,414.66,393.85,395.35,397.98,388.46,381.24,377.00,371.74,371.17,367.32,357.51,355.57,351.74,341.25,339.78,325.75,298.71,288.38,284.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 22:07:33.943000,L8,,,,,,,,,,,,,,,,,,412.72,400.00,396.17,400.35,392.28,384.23,382.12,378.87,379.80,372.80,364.71,369.96,364.69,346.34,344.87,329.59,301.76,291.35,286.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11 22:07:26.124000,L8,,,,,,,,,,,,,,,409.62,408.29,412.28,400.09,387.67,384.58,392.26,382.92,373.68,374.63,368.53,355.64,355.34,357.91,357.05,344.96,351.61,344.42,315.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:19.216000,L8,,,,,,,,,,,,,,,407.06,403.41,406.89,397.14,385.62,380.47,385.88,381.41,369.19,371.51,366.12,354.76,351.21,345.04,341.06,331.95,328.18,338.25,313.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:03.784000,L8,,,,,,,,,,,,,,,412.47,410.17,405.42,401.52,395.75,374.22,370.67,393.43,380.21,374.79,372.09,360.34,359.07,348.74,345.59,338.65,334.06,331.28,295.10,308.20,343.84,359.87,326.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,,,,,,329.04,299.61,,,,,,,,380.38,370.41,382.88,363.40,367.46,358.54,370.69,360.56,345.76,347.90,332.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.83,398.84,397.98,394.06,406.58,399.45,381.54,,,,,,,
2021-05-03 22:06:44.632000,L8,,,,,,,,,,,,,,,,,417.86,406.25,395.68,390.93,393.93,388.60,380.45,376.90,374.11,366.65,360.11,361.56,363.14,340.19,337.30,339.59,315.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06 22:07:08.299000,L8,,,384.19,339.21,306.29,379.68,359.32,,341.79,327.78,299.74,,,,390.08,384.20,395.77,386.99,370.95,371.61,377.78,367.63,356.96,356.45,348.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.70,339.81,326.35,329.35,385.34,,,,,,,
2021-08-23 22:07:25.117000,L8,,,,,,,,,,,,,,,,,419.63,414.79,397.00,393.71,397.79,390.14,382.39,380.42,375.99,365.36,363.84,359.30,353.30,353.90,352.19,342.83,323.08,300.28,291.06,288.04,274.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08 22:07:29.873000,L8,,,372.41,342.05,344.96,346.60,356.45,337.94,,,,,,,389.96,382.57,392.15,386.78,369.25,365.60,374.15,366.63,355.09,346.60,342.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.48,341.30,335.80,407.09,384.46,,,,,,,
2021-09-24 22:07:32.728000,L8,,,369.34,336.02,314.11,340.49,322.80,,,,,321.36,320.15,388.27,391.62,382.60,391.45,386.02,370.21,363.79,372.87,366.00,349.00,349.60,340.61,329.85,318.73,315.41,,,,,,,,,,,,,,,,,,,,,,,408.95,340.90,,,,,411.03,405.40,390.88,,,,,,,
2021-12-21 22:07:31.120000,L9,,,,,,,,,,,,,,,413.02,410.52,408.86,401.38,390.08,385.96,389.49,382.35,376.69,376.74,367.19,361.32,356.22,351.80,347.98,341.16,342.87,337.70,318.11,296.68,282.63,272.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29 22:07:29.143000,L8,,,,,,,,,,,,,,,,411.22,406.78,403.58,389.10,385.68,389.78,384.60,376.65,376.14,371.67,357.30,356.09,353.77,346.62,344.85,342.72,336.55,308.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:07:27.312000,L8,,,,,,,,,,,,,,,,408.03,414.01,401.93,386.68,393.42,391.29,385.70,371.00,375.70,367.24,359.16,359.04,360.20,342.71,347.41,353.51,342.03,316.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
