dates,nzd0308-0000,nzd0308-0001,nzd0308-0002,nzd0308-0003,nzd0308-0004,nzd0308-0005,nzd0308-0006,nzd0308-0007,nzd0308-0008,nzd0308-0009,nzd0308-0010,nzd0308-0011,nzd0308-0012,nzd0308-0013,nzd0308-0014,nzd0308-0015,nzd0308-0016,nzd0308-0017,nzd0308-0018,nzd0308-0023,nzd0308-0024,nzd0308-0025,nzd0308-0026,nzd0308-0027,nzd0308-0028,nzd0308-0029,nzd0308-0019,nzd0308-0020,nzd0308-0021,nzd0308-0022,nzd0308-0030,satname
1999-09-22 21:47:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,244.84,203.1,183.59,,,247.3,L7
1999-09-29 21:53:40+00:00,359.18,363.69,365.07,360.76,356.78,346.39,342.54,349.51,358.73,,333.22,315.59,313.39,313.85,328.64,329.68,,,276.69,184.08,,,204.12,,272.09,259.52,203.1,183.59,,,247.3,L7
1999-10-24 21:47:20+00:00,343.45000000000005,353.405,354.87,350.635,342.775,335.17499999999995,329.95000000000005,335.86,340.98,310.77,317.505,304.205,303.14,300.975,309.605,312.72,297.66,283.49,258.745,166.46,138.9,,190.97500000000002,,259.36,262.12666666666667,206.595,187.365,171.27,162.02,259.365,L7
2000-01-19 21:53:25+00:00,343.45000000000005,353.405,354.87,350.635,342.775,335.17499999999995,329.95000000000005,335.86,340.98,310.77,317.505,304.205,303.14,300.975,309.605,312.72,297.66,283.49,258.745,166.46,138.9,,198.17666666666665,,258.35999999999996,263.0375,206.595,187.365,171.27,162.02,259.365,L7
2000-05-03 21:46:43+00:00,,,,,,,,,,,,,,,,288.46,288.47,272.6,237.93,152.69,141.89,,212.58,,240.04000000000002,256.40500000000003,202.31,192.19,165.43,160.68,244.8,L7
2000-05-26 21:52:36+00:00,,,,,,,278.28,291.93,325.11,337.69,341.95,,,,,288.46,288.47,272.6,237.93,152.69,141.89,,207.195,217.1,244.23000000000002,262.16333333333336,202.31,192.19,165.43,160.68,244.8,L7
2000-07-13 21:52:07+00:00,,,,,,,278.28,318.525,337.275,344.25,335.125,,,,,307.29999999999995,288.47,272.6,237.93,165.45999999999998,152.565,,207.195,233.945,244.23000000000002,262.16333333333336,215.75,195.76999999999998,181.57999999999998,177.21,244.8,L7
2000-07-29 21:51:50+00:00,,,,,,,278.28,318.525,337.275,344.25,335.125,,,,,293.8233333333333,282.175,258.35,228.185,156.92666666666665,145.62,,201.81,233.945,238.16500000000002,252.4366666666667,207.38333333333333,191.20333333333335,173.79,170.47,243.875,L7
2000-08-07 21:45:32+00:00,,,,,351.75,,308.41499999999996,322.62333333333333,336.29333333333335,341.8766666666667,334.1933333333333,322.75,313.69,317.49,,293.8233333333333,282.175,258.35,228.185,156.92666666666665,145.62,,201.81,233.945,238.16500000000002,252.4366666666667,207.38333333333333,197.14499999999998,183.445,170.47,243.875,L7
2000-08-14 21:51:44+00:00,322.41,337.11,339.24,332.57,338.13,326.22,306.1033333333333,322.62333333333333,336.29333333333335,341.8766666666667,334.1933333333333,322.75,313.69,317.49,292.08,295.2525,289.3066666666667,265.0266666666667,234.01666666666665,156.1125,147.0375,,201.81,233.945,240.21666666666667,252.705,209.055,196.718,181.99,170.4725,248.21,L7
