dates,satname,nzd0340-0000,nzd0340-0001,nzd0340-0002,nzd0340-0003,nzd0340-0004,nzd0340-0005,nzd0340-0006,nzd0340-0007,nzd0340-0008,nzd0340-0009,nzd0340-0010,nzd0340-0011,nzd0340-0012,nzd0340-0013,nzd0340-0014,nzd0340-0015,nzd0340-0016,nzd0340-0017,nzd0340-0018,nzd0340-0019,nzd0340-0020
2001-11-03 22:01:46.660000,L7,313.57,287.57,277.80,274.00,268.92,268.76,263.97,520.53,502.80,456.55,255.09,249.41,238.79,232.93,238.40,497.91,514.91,522.05,523.14,287.41,307.38
2001-12-21 22:02:05.831000,L7,303.11,251.96,202.42,,,,,,,,,194.27,209.14,223.43,229.58,233.94,238.44,274.63,252.75,273.95,287.30
2003-10-16 21:51:19.969000,L5,248.79,235.87,239.23,229.77,230.17,229.58,230.92,,,,,,,,,,,,,,
2003-12-03 21:51:55.424000,L5,246.22,246.07,231.63,226.66,226.44,227.71,221.32,207.68,211.49,210.94,203.31,204.49,188.49,178.68,,,,,,,
2004-01-04 21:52:10.021000,L5,238.89,228.99,220.77,217.17,219.79,213.93,208.28,221.78,231.33,229.39,218.13,215.40,194.92,,,,,,,,
2005-02-14 22:05:45.214000,L5,,,207.10,214.91,230.38,219.10,222.67,,,,,,,,,,,,,,
2005-02-23 22:00:07.370000,L5,,,,,,,,,233.39,236.81,221.89,221.10,208.62,,,,,,,,
2005-03-11 22:00:19.764000,L5,262.46,246.82,230.35,228.12,224.93,223.86,220.40,,220.52,228.69,212.60,215.19,195.05,,,,,,,,
2005-03-18 22:06:10.424000,L5,242.19,218.07,210.21,205.62,210.53,206.21,,,,,,,,,,,,,,,
2005-09-10 22:07:19.674000,L5,275.20,252.00,244.65,233.87,228.64,224.93,218.95,,,,,,,,,,,,,,
2005-09-19 22:01:32.820000,L5,325.49,304.09,289.15,282.73,273.05,276.29,285.65,262.89,283.38,289.31,262.65,267.68,256.31,246.28,209.97,217.43,236.91,233.21,237.18,248.46,290.38
2006-01-25 22:03:29.142000,L5,255.77,240.29,229.75,224.54,219.37,212.13,204.83,,,,,,,,,,,,,,
2006-09-22 22:07:18.800000,L5,254.73,233.45,224.88,228.30,230.61,227.48,,,,,,,,,,,,,,,
2006-10-08 22:07:29.137000,L5,267.89,250.54,234.17,235.26,228.97,220.60,209.53,,218.87,215.88,210.90,212.06,206.21,184.92,,,,,,,
2006-10-24 22:07:38.411000,L5,253.93,238.13,222.38,213.86,219.12,217.78,207.08,,,,,,,,,,,,,,
2007-02-13 22:08:23.117000,L5,251.61,236.10,224.28,222.27,221.73,233.13,225.54,,,,,,,,,,,,,,
2007-10-02 22:12:06.896000,L5,258.22,258.35,253.16,247.05,243.13,242.24,238.31,,,,,,,,,,,,,,
2010-02-21 22:04:20.664000,L5,264.43,249.54,242.10,230.69,235.09,229.03,231.08,,,,,,,,,,,,,,
2010-10-10 22:09:11.852000,L5,258.24,251.12,244.19,240.06,234.03,236.95,232.23,,,,,,,,,,,,,,
2011-01-07 22:03:20.155000,L5,249.02,238.91,225.39,227.26,227.62,223.32,218.72,202.62,218.41,209.22,201.12,201.56,190.16,179.50,,,,,,,
