dates,nzd0340-0000,nzd0340-0001,nzd0340-0002,nzd0340-0003,nzd0340-0004,nzd0340-0005,nzd0340-0006,nzd0340-0007,nzd0340-0008,nzd0340-0009,nzd0340-0010,nzd0340-0011,nzd0340-0012,nzd0340-0013,nzd0340-0014,nzd0340-0015,nzd0340-0016,nzd0340-0017,nzd0340-0018,nzd0340-0019,nzd0340-0020,satname
2001-11-03 22:01:46+00:00,313.57,287.57,,,268.92,268.76,263.97,,,,255.09,,238.79,232.93,238.4,,,,,287.41,307.38,L7
2001-12-21 22:02:05+00:00,308.34000000000003,269.765,202.42,,268.92,268.76,263.97,,,,255.09,194.27,223.96499999999997,228.18,233.99,233.94,238.44,,252.75,280.68,297.34000000000003,L7
2003-10-16 21:51:19+00:00,248.79,235.87,239.23,229.77,230.17,229.58,230.92,,,,,,,,,,,,,,,L5
2004-01-04 21:52:10+00:00,243.83999999999997,232.43,230.0,223.47,224.98,221.755,219.6,,231.33,229.39,218.13,215.4,194.92,,,,,,,,,L5
2005-02-14 22:05:45+00:00,,,207.1,214.91,230.38,219.1,222.67,,,,,,,,,,,,,,,L5
2005-02-23 22:00:07+00:00,,,207.1,214.91,230.38,219.1,222.67,,233.39,236.81,221.89,221.1,208.62,,,,,,,,,L5
2005-03-11 22:00:19+00:00,262.46,246.82,218.725,221.515,227.655,221.48000000000002,221.535,,226.95499999999998,232.75,217.245,218.14499999999998,201.835,,,,,,,,,L5
2005-09-19 22:01:32+00:00,,,,,,,,,,,,,,246.28,209.97,217.43,236.91,233.21,237.18,248.46,,L5
2006-01-25 22:03:29+00:00,255.77,240.29,229.75,224.54,219.37,212.13,204.83,,,,,,,246.28,209.97,217.43,236.91,233.21,237.18,248.46,,L5
2006-10-24 22:07:38+00:00,253.93,238.13,,213.86,219.12,217.78,207.08,,,,,,,,,,,,,,,L5
2007-02-13 22:08:23+00:00,252.77,237.115,224.28,218.065,220.425,225.45499999999998,216.31,,,,,,,,,,,,,,,L5
