dates,nzd0485-0000,nzd0485-0001,nzd0485-0002,nzd0485-0003,nzd0485-0004,nzd0485-0005,nzd0485-0006,nzd0485-0007,nzd0485-0008,satname
1999-08-26 22:07:32+00:00,330.79,,,,,340.56,315.83,324.93,335.9,L7
1999-12-16 22:07:33+00:00,330.79,391.93,,,,340.56,315.83,324.93,335.9,L7
2000-05-08 22:06:44+00:00,,380.33500000000004,,,368.3,350.23,345.7,362.32,364.54,L7
2000-06-25 22:06:19+00:00,,368.74,370.74,371.6,368.56,351.78,335.61,364.53499999999997,365.235,L7
2000-07-27 22:05:48+00:00,,383.935,370.74,371.6,368.56,351.78,335.61,364.53499999999997,365.235,L7
2000-08-12 22:05:17+00:00,,378.3866666666667,368.90999999999997,368.545,368.56,349.3666666666666,340.49333333333334,361.52,361.23333333333335,L7
2000-12-18 22:05:01+00:00,,370.8933333333334,368.90999999999997,362.97333333333336,358.575,346.20666666666665,338.31333333333333,355.78000000000003,353.8733333333334,L7
2001-02-20 22:04:36+00:00,316.68,347.08500000000004,351.23,351.83,348.33,341.145,339.66,334.005,342.435,L7
2001-07-14 22:03:33+00:00,342.58000000000004,347.91,351.23,294.15,362.72,339.315,328.995,320.845,336.395,L7
2001-08-15 22:03:02+00:00,339.65000000000003,347.91,321.435,297.67499999999995,361.095,336.43,325.4066666666667,325.59,335.7266666666667,L7
2001-11-03 22:02:34+00:00,340.31333333333333,316.26,304.24,306.05333333333334,351.77333333333337,326.66333333333336,311.8566666666666,324.71666666666664,329.9866666666666,L7
2002-03-11 22:03:07+00:00,330.655,330.13,332.985,322.81,333.13,328.16499999999996,316.51,331.225,332.88,L7
2002-04-12 22:03:25+00:00,338.8566666666666,340.1566666666667,332.985,322.81,333.13,331.73,322.44666666666666,339.89000000000004,336.75333333333333,L7
2002-05-14 22:03:19+00:00,348.94999999999993,355.56666666666666,349.13,,,341.475,333.91499999999996,349.69000000000005,342.53499999999997,L7
2002-05-30 22:03:13+00:00,348.94999999999993,355.95,360.21000000000004,367.97,363.86,344.09999999999997,333.6166666666666,345.3833333333334,349.7966666666666,L7
2002-06-15 22:03:07+00:00,348.94999999999993,353.668,361.2,365.44000000000005,361.305,334.3275,328.1325,340.4325,346.3725,L7
2002-08-18 22:02:21+00:00,347.27666666666664,353.668,349.765,355.66,361.305,333.826,325.308,336.65600000000006,343.462,L7
2002-11-22 22:02:21+00:00,343.93,359.6366666666666,349.97666666666663,355.66,361.305,328.7266666666667,319.57,327.9666666666667,349.0,L7
2002-12-08 22:02:51+00:00,347.38,357.1566666666667,339.31999999999994,349.0933333333333,350.315,325.4566666666667,321.49666666666667,329.68333333333334,342.1275,L7
2002-12-24 22:02:33+00:00,347.38,363.65000000000003,315.46,342.18499999999995,341.88,335.68000000000006,326.405,331.735,344.1366666666666,L7
2003-08-13 21:51:08+00:00,333.64,,328.05,,,334.59,304.05,328.06,342.61,L5
2003-10-16 21:52:08+00:00,342.54999999999995,,341.78,,,334.59,326.68,342.28,342.61,L5
2003-11-17 21:52:57+00:00,346.8966666666667,,340.44,343.05,345.19,339.6,326.3566666666666,341.3433333333333,346.57,L5
2004-06-12 21:55:59+00:00,328.28,,332.65,332.72,335.37,318.77,297.46,312.65,333.56,L5
2004-07-30 21:57:15+00:00,343.085,347.61,343.48,332.72,335.37,318.77,312.12,329.28999999999996,345.9,L5
2004-08-15 21:57:37+00:00,343.085,347.61,343.48,332.72,335.37,318.77,324.19,337.95,350.73333333333335,L5
2004-10-18 21:59:11+00:00,338.22999999999996,335.065,339.37666666666667,335.08500000000004,338.395,330.115,321.385,335.325,346.09000000000003,L5
2005-03-11 22:01:31+00:00,332.075,328.16499999999996,333.65999999999997,337.45,341.42,341.46,313.88,330.36,332.16,L5
2005-04-12 22:01:18+00:00,332.8633333333333,329.67,334.9166666666667,339.23,340.5,338.455,315.58666666666664,332.96999999999997,335.24,L5
2005-05-05 22:07:37+00:00,335.03499999999997,333.245,335.3733333333333,340.85,343.005,338.775,315.28333333333336,335.73,338.32,L5
2005-09-19 22:02:44+00:00,330.525,327.935,332.37000000000006,340.85,343.005,337.5466666666667,315.69666666666666,333.12,335.16499999999996,L5
2005-10-05 22:02:41+00:00,330.525,327.935,332.37000000000006,340.85,343.005,337.5466666666667,323.66499999999996,333.12,335.16499999999996,L5
2005-11-06 22:02:46+00:00,326.385,325.86,335.79999999999995,344.15,344.2,343.85,331.00333333333333,332.06,334.325,L5
2006-02-26 22:05:22+00:00,327.9766666666667,328.49,334.64666666666665,344.15,344.2,343.85,331.09749999999997,336.3566666666666,337.05,L5
2006-07-04 22:07:29+00:00,326.07000000000005,320.22,323.58,317.62,327.42,308.03,331.38,344.95,342.5,L5
2006-08-05 22:07:55+00:00,330.9166666666667,324.98333333333335,331.63,331.605,339.01,327.335,323.71500000000003,340.82,344.755,L5
2006-10-08 22:08:17+00:00,325.96,318.5566666666667,325.33666666666664,328.5733333333333,337.73,328.1433333333333,308.94,329.59000000000003,337.33,L5
2006-12-11 22:09:16+00:00,328.36,321.7275,329.67499999999995,331.6775,339.9125,334.6275,319.18666666666667,337.0,344.26666666666665,L5
2007-02-13 22:09:11+00:00,331.6333333333334,330.1566666666667,335.7133333333333,338.2366666666666,343.1366666666667,343.9266666666667,324.6466666666667,338.78666666666663,342.0133333333333,L5
2007-09-09 22:07:45+00:00,352.59,350.17,358.03,,,,347.86,359.59,,L5
2008-02-16 22:04:45+00:00,339.16499999999996,332.96000000000004,340.87,324.22,324.75,331.22,326.895,342.65999999999997,330.99,L5
2008-11-14 21:57:52+00:00,315.25,316.39,318.4,320.15,321.84,311.41,293.99,311.68,313.55,L5
2009-01-17 21:59:44+00:00,310.355,303.135,301.17499999999995,305.29499999999996,309.35,308.785,285.82,310.58000000000004,314.01,L5
2010-02-05 22:05:29+00:00,318.96,316.21,314.01,313.56,308.97,322.15,294.54,318.9,322.13,L5
2011-03-12 22:04:31+00:00,357.47,351.44,359.62,,361.08,,338.27,,,L5
2011-03-28 22:04:02+00:00,355.385,350.2,358.9,360.12,357.155,,337.55499999999995,347.22,348.75,L5
2013-06-28 22:22:20+00:00,323.61,313.26,323.06,330.59,343.19,329.8,298.25,323.56,333.38,L8
2013-07-07 22:16:35+00:00,331.155,318.505,330.66499999999996,336.495,343.19,334.71000000000004,304.61,332.155,338.58,L8
2013-07-23 22:16:34+00:00,332.06,318.29333333333335,332.05,336.495,343.19,335.93,307.6566666666667,332.62666666666667,343.17333333333335,L8
2013-09-16 22:22:21+00:00,332.40250000000003,323.3175,334.7525,336.495,343.19,335.93,307.6566666666667,332.62666666666667,343.17333333333335,L8
2013-09-25 22:16:04+00:00,335.68,325.63800000000003,337.358,340.7333333333333,343.19,335.93,307.6566666666667,332.62666666666667,345.11,L8
2013-10-11 22:16:05+00:00,334.9483333333333,325.5733333333333,336.22666666666663,338.575,340.08500000000004,333.84000000000003,309.225,332.505,343.548,L8
2013-11-19 22:22:01+00:00,332.17571428571426,323.03285714285715,332.0885714285714,334.566,335.70666666666665,330.166,305.712,329.828,340.84499999999997,L8
2013-12-30 22:16:01+00:00,333.25857142857143,324.9614285714286,333.9785714285714,335.444,333.65000000000003,331.06800000000004,311.752,332.456,341.95000000000005,L8
2014-01-22 22:21:31+00:00,325.84,320.3966666666667,332.95199999999994,327.1,328.58500000000004,317.21250000000003,311.34666666666664,329.32,338.89000000000004,L8
2014-02-07 22:21:21+00:00,326.79,320.3966666666667,332.95199999999994,327.1,328.58500000000004,317.21250000000003,311.34666666666664,329.32,338.89000000000004,L8
2014-02-23 22:21:08+00:00,326.515,320.3314285714286,332.09166666666664,328.2583333333333,329.744,318.418,311.0875,329.26,338.018,L8
2014-03-11 22:20:55+00:00,327.5466666666667,321.45125,332.7857142857143,330.0242857142857,331.78833333333336,321.28333333333336,313.47200000000004,330.646,338.018,L8
2014-03-20 22:14:37+00:00,327.3544444444444,320.33250000000004,331.45142857142855,330.80375,332.9414285714286,322.34285714285716,313.55333333333334,331.265,338.89166666666665,L8
2014-08-11 22:14:39+00:00,330.555,324.635,331.9425,336.6225,340.35,328.77,311.9375,331.64,339.45,L8
2014-08-27 22:14:17+00:00,327.5675,319.88,324.5,330.1675,337.53,325.24249999999995,303.145,332.49333333333334,341.90999999999997,L8
2014-09-19 22:20:30+00:00,321.385,310.395,313.765,321.89500000000004,334.125,318.3299999999999,287.80499999999995,341.46000000000004,350.075,L8
2014-09-28 22:14:44+00:00,327.8933333333334,318.28,322.1233333333333,328.57,334.125,324.6033333333333,300.45666666666665,340.59666666666664,350.075,L8
2014-11-06 22:20:37+00:00,326.71000000000004,318.2975,323.0075,328.8125,334.35999999999996,323.395,302.1675,336.7175,344.09999999999997,L8
2014-11-22 22:20:33+00:00,330.48,323.252,323.0075,328.8125,334.35999999999996,323.395,309.7,338.578,344.09999999999997,L8
2015-01-02 22:14:38+00:00,328.6516666666667,322.1716666666667,323.738,328.968,333.7525,322.65,309.2,337.1383333333333,342.465,L8
2015-02-10 22:20:14+00:00,326.1016666666667,320.77833333333336,322.64,327.728,329.96000000000004,320.974,310.59999999999997,337.1583333333333,340.5475,L8
2015-02-26 22:20:10+00:00,326.33666666666664,322.8566666666666,327.92600000000004,331.67,331.635,322.674,315.22333333333336,335.88571428571424,338.476,L8
2015-03-07 22:13:53+00:00,326.68142857142857,323.6685714285714,331.23833333333334,332.25666666666666,332.308,322.674,317.1328571428571,335.91375,337.67333333333335,L8
2015-06-11 22:13:52+00:00,319.28499999999997,323.826,338.444,330.52,331.6775,318.81666666666666,316.404,334.654,333.575,L8
2015-06-27 22:13:58+00:00,324.02799999999996,325.7716666666667,342.59999999999997,335.604,331.6775,325.3325,316.17833333333334,335.38166666666666,336.794,L8
2015-07-29 22:14:13+00:00,329.74399999999997,327.572,346.90333333333336,337.10749999999996,331.5933333333333,332.24,318.25666666666666,337.35,340.08000000000004,L8
2015-08-05 22:20:00+00:00,329.74399999999997,327.572,346.90333333333336,337.10749999999996,329.225,328.512,313.7,334.3614285714286,337.73833333333334,L8
