dates,satname,nzd0485-0000,nzd0485-0001,nzd0485-0002,nzd0485-0003,nzd0485-0004,nzd0485-0005,nzd0485-0006,nzd0485-0007,nzd0485-0008
1999-08-26 22:07:08.722000,L7,331.35,347.80,311.93,410.30,450.81,343.27,318.07,325.93,335.92
1999-08-26 22:07:32.686000,L7,330.79,337.84,310.69,411.00,449.13,340.56,315.83,324.93,335.90
1999-12-16 22:07:33.708000,L7,406.20,391.93,399.29,419.09,455.00,381.42,382.75,387.27,497.19
2000-03-21 22:06:49.022000,L7,331.61,335.46,350.07,392.43,434.29,336.58,313.43,326.95,333.37
2000-05-08 22:06:44.900000,L7,371.08,368.74,382.82,374.74,368.30,350.23,345.70,362.32,364.54
2000-06-25 22:05:55.844000,L7,407.51,386.21,394.76,396.60,456.33,386.39,377.64,387.90,389.67
2000-06-25 22:06:19.852000,L7,384.22,365.54,370.74,371.60,368.82,353.33,325.52,366.75,365.93
2000-07-27 22:05:48.258000,L7,397.29,399.13,406.16,396.27,402.06,388.28,384.80,396.48,388.80
2000-08-12 22:05:17.927000,L7,359.93,367.29,367.08,365.49,369.50,344.54,350.26,355.49,353.23
2000-08-12 22:05:41.803000,L7,393.87,413.15,401.35,394.90,390.56,379.34,379.14,387.62,387.38
2000-12-18 22:04:37.758000,L7,387.64,395.37,394.17,388.67,387.57,377.37,378.17,384.55,383.27
2000-12-18 22:05:01.704000,L7,350.96,346.26,352.58,351.83,348.33,340.75,339.16,345.10,342.46
2001-01-03 22:04:36.218000,L7,393.64,390.34,397.90,388.33,375.33,375.31,372.57,378.32,383.97
2001-01-03 22:05:00.181000,L7,384.35,385.44,385.79,384.17,370.31,366.62,364.72,372.54,376.06
2001-02-20 22:04:36.568000,L7,316.68,347.91,351.23,367.09,361.01,341.54,340.16,322.91,342.41
2001-02-20 22:05:00.525000,L7,367.58,358.84,372.51,381.07,378.27,353.71,353.58,359.66,355.06
2001-04-09 22:04:41.882000,L7,311.78,304.45,,398.63,429.60,332.24,299.63,321.60,312.87
2001-07-14 22:03:33.580000,L7,368.48,326.27,,294.15,362.72,337.09,317.83,318.78,330.38
2001-07-14 22:03:57.537000,L7,369.94,369.57,370.70,317.80,366.77,334.14,316.73,329.41,335.22
2001-08-15 22:03:02.378000,L7,333.79,330.90,291.64,301.20,359.47,330.66,318.23,335.08,334.39
2001-08-15 22:03:26.328000,L7,339.14,332.81,301.86,360.78,363.00,337.96,318.59,343.80,336.23
2001-11-03 22:02:34.745000,L7,318.67,316.26,316.84,322.81,333.13,312.24,299.51,320.29,325.19
2001-11-03 22:02:58.699000,L7,362.46,364.67,365.38,374.41,381.06,348.61,346.55,350.96,352.18
2002-03-11 22:03:07.402000,L7,342.64,344.00,349.13,374.28,376.77,344.09,333.51,342.16,340.57
2002-03-11 22:03:31.366000,L7,346.77,347.13,355.48,382.78,379.62,345.56,335.68,344.00,340.63
2002-04-12 22:03:25.302000,L7,355.26,360.21,378.01,395.91,440.12,338.86,334.32,357.22,344.50
2002-05-14 22:03:19.418000,L7,367.36,362.49,373.02,382.33,378.85,360.72,368.49,364.45,369.81
2002-05-30 22:03:13.672000,L7,364.22,357.10,371.29,367.97,363.86,349.35,333.02,336.77,364.32
2002-06-15 22:02:43.613000,L7,389.22,386.49,385.20,380.53,374.23,357.54,347.22,359.43,360.04
2002-06-15 22:03:07.576000,L7,368.69,344.54,363.18,362.91,358.75,305.01,311.68,325.58,336.10
2002-08-18 22:02:21.439000,L7,343.93,318.89,315.46,336.10,351.93,331.82,314.01,321.55,331.82
2002-10-05 22:01:55.235000,L7,513.46,515.74,457.10,413.98,435.53,374.42,349.76,364.39,510.17
2002-11-22 22:02:21.568000,L7,373.77,377.27,371.98,402.15,434.89,367.59,359.60,360.74,363.76
2002-11-22 22:02:45.529000,L7,350.28,345.69,345.27,362.23,365.66,341.68,341.18,347.29,350.03
2002-12-08 22:02:27.564000,L7,399.04,397.05,404.91,404.22,449.92,381.02,372.94,381.09,511.87
2002-12-08 22:02:51.522000,L7,350.83,349.66,356.68,348.27,341.88,339.54,338.80,341.92,336.83
2002-12-24 22:02:33.044000,L7,365.48,364.02,369.23,369.12,357.03,354.68,355.43,362.02,360.23
2002-12-24 22:02:57.022000,L7,404.04,574.89,520.14,424.25,423.09,387.41,378.44,391.22,433.67
2003-08-13 21:51:08.818000,L5,333.64,326.19,328.05,398.08,449.57,334.59,304.05,328.06,342.61
