dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0115,nzd0353-0116,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0124,nzd0353-0153,nzd0353-0162,nzd0353-0157,nzd0353-0158,nzd0353-0159,nzd0353-0160,nzd0353-0117,nzd0353-0161,nzd0353-0048,nzd0353-0049,nzd0353-0050
2017-05-01 22:00:19.697000,L8,438.52,490.09,498.74,498.87,503.28,504.90,497.22,508.50,493.65,500.74,500.15,488.81,459.31,447.76,452.61,468.16,478.55,453.59,443.18,444.34,449.88,457.38,458.10,445.18,450.52,458.78,500.95,452.27,429.19,433.12,433.03,435.57,438.82,436.94,443.66,413.88,394.40,388.83,437.37,436.60,436.92,439.63,434.45,422.09,384.03,275.72,226.05,190.55,,,,,274.93,339.61,429.19,474.31,440.35,450.44,488.60,480.74,455.26,418.53,349.68,356.34,392.81,366.04,345.43,,,,,,,,,,,,,,,371.37,394.98,392.87,386.01,383.31,390.09,254.03,235.65,220.64,234.42,214.81,243.84,410.86,412.30,436.96,444.54,514.09,529.25,529.29,534.27,,,,,,,,,,,,,,,,,,,,,,,488.29,474.46,504.11,461.68,448.84,434.84,455.70,471.18,273.13,182.55,363.12,351.65,349.61,347.67,331.79,501.36,538.49,352.71,432.96,424.82,,,,,,490.02,360.75,391.03,,392.28,289.25,242.62,335.38,392.83,428.43,,295.35,,,
2017-05-08 22:06:35.164000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.87,451.45,,,,,487.04,501.44,468.50,455.90,468.55,477.88,485.82,486.94,486.98,464.42,455.12,438.82,441.20,508.57,,,,,,,,,,,,,,,,475.44,476.01,468.48,453.17,454.15,469.58,501.93,,,456.43,492.85,492.78,508.11,493.73,532.93,448.90,,,,,,358.27,418.35,411.71,,529.65,506.03,528.75,,,,372.34,392.70,398.26,443.12,495.36,512.60,402.85,406.97,464.70,462.44,443.29,398.72,298.70,279.30,271.70,261.89,247.23,231.82,,,,,,,,,,,,301.71,299.97,200.66,231.95,,,,,,222.98,214.04,232.12,500.76,234.78,229.97,242.05,259.49,256.26,263.14,,295.69,,,
2017-05-24 22:06:46.292000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.31,468.29,445.10,,,,,,534.42,471.78,455.13,469.54,477.96,485.87,486.48,487.26,467.25,454.25,438.92,444.21,509.24,,,,,,,,,,,,,,,,460.56,469.60,466.23,452.64,448.97,435.64,412.68,416.86,415.64,404.51,419.02,432.90,434.27,433.82,448.84,446.01,458.43,503.23,515.64,521.19,523.43,519.55,515.99,511.95,529.16,524.73,515.75,537.76,525.19,522.05,474.36,394.02,395.52,396.00,442.15,494.37,489.10,390.34,443.23,407.97,461.45,445.39,298.01,293.64,275.31,263.68,244.29,238.45,221.05,,,,,,,,,,,,,,,,,,,524.15,518.48,,,,501.70,,,,,,,510.66,,,,
2017-06-18 22:00:46.718000,L8,428.75,474.09,480.51,481.56,494.60,498.34,495.33,496.85,491.79,492.62,490.35,477.91,444.44,447.34,444.60,457.50,468.69,448.18,431.73,442.99,435.03,450.61,447.69,439.09,445.78,459.24,326.87,444.20,427.80,426.00,428.17,430.51,435.34,417.47,438.65,404.12,392.48,376.67,416.62,430.89,436.04,436.88,432.00,415.79,291.93,269.85,206.16,181.35,,,,,,327.52,249.44,462.74,440.74,440.78,478.31,475.72,457.89,419.77,280.70,357.19,389.07,363.21,335.27,334.59,,,,,,,,,,,,,,374.55,388.55,392.31,381.81,381.79,375.37,361.20,363.21,375.90,367.36,384.68,408.19,414.21,414.27,441.44,454.31,508.08,495.74,519.34,528.78,535.90,539.65,,533.21,427.49,499.75,482.73,480.93,455.39,542.39,475.44,481.40,483.54,431.77,,,,,,,,478.04,428.52,429.40,416.76,404.75,381.35,392.04,386.48,362.19,264.07,180.68,361.58,344.52,346.83,339.11,328.62,329.18,339.86,338.19,320.99,318.32,,,,,,478.25,489.35,179.76,491.70,359.49,,,,,,,,,,
2017-06-25 22:06:59.518000,L8,303.85,327.95,291.81,410.79,432.63,408.99,353.31,318.37,436.77,479.73,,468.25,,,483.30,413.38,420.88,452.43,,371.11,397.71,408.23,304.87,359.57,501.40,518.03,495.51,539.75,457.41,420.36,366.12,304.22,302.76,371.70,178.72,222.37,306.30,335.25,194.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.13,366.78,377.82,368.73,391.57,399.82,415.88,385.21,364.89,316.47,274.98,324.67,339.40,243.38,,,,,,,,,,306.96,,,,,145.60,187.43,261.76,261.93,230.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.51,,,,,,,,,,,
2017-07-04 22:00:50.541000,L8,430.35,474.33,473.88,480.67,491.33,495.02,489.34,496.29,487.17,489.46,479.44,482.76,451.40,445.32,448.23,457.05,471.74,448.52,436.96,436.82,441.85,445.66,453.67,440.32,449.18,453.82,481.48,444.45,427.92,429.19,429.65,431.22,437.59,426.26,440.49,409.92,392.56,380.54,404.82,428.87,430.77,431.71,424.37,411.15,301.96,269.78,206.05,180.36,,,,,266.46,371.94,415.84,455.80,432.50,434.53,473.40,460.93,298.82,413.89,330.33,352.27,385.96,361.43,339.75,,,,,,,,,,,,,,,372.79,389.21,388.38,380.04,379.21,375.96,358.49,361.55,373.81,365.94,386.01,404.06,410.88,412.66,508.12,475.60,496.67,494.15,523.50,527.90,,436.77,434.87,534.96,426.07,417.37,490.14,480.38,492.22,531.52,473.46,478.90,481.99,421.09,,,,536.08,453.90,459.96,435.29,479.81,426.23,431.02,416.49,409.14,382.53,394.49,384.95,366.63,269.88,176.11,360.73,344.76,345.65,339.05,307.87,302.10,306.16,304.21,250.12,,,,,,,,,,494.13,,,,,,,,,,,
2017-08-21 22:01:07.834000,L8,437.46,466.16,469.53,371.39,389.25,351.97,385.46,394.26,477.32,474.33,477.54,486.09,485.16,492.57,507.91,499.27,511.21,506.13,514.73,505.17,502.64,511.93,506.57,490.18,454.36,475.73,355.46,442.63,416.61,381.15,512.99,505.53,476.51,480.07,478.98,462.29,477.32,523.84,421.99,426.10,430.77,427.70,422.14,403.42,312.01,275.02,221.73,176.25,,,,,,,301.98,420.76,414.72,402.86,403.85,402.45,,362.38,321.04,331.57,367.34,353.75,,,,,,,,,,,,,,,,,,362.18,349.04,353.30,333.24,,281.09,341.54,338.13,341.64,350.12,353.52,365.67,386.96,353.78,390.12,426.96,453.61,503.26,497.61,504.67,498.60,511.68,502.72,469.04,427.52,434.73,455.10,446.10,476.79,472.32,453.74,371.79,330.80,356.11,365.25,210.60,193.40,,,,380.90,471.81,360.06,,,,,,,,,,,,,,,,,,,,,437.41,474.62,,,,365.82,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.81,461.16,448.09,456.26,471.27,479.03,480.41,481.72,461.43,449.97,434.59,540.73,501.23,,,,,,,,,,,,,,,,463.08,434.35,445.28,432.25,457.36,435.13,310.87,271.58,267.92,274.54,254.68,272.70,432.46,432.67,449.84,459.15,515.87,487.96,504.55,512.51,515.37,511.27,511.70,508.42,504.52,508.61,511.20,517.15,518.04,520.60,479.69,465.11,481.03,391.48,424.47,481.30,478.90,472.59,458.28,460.44,458.60,439.86,409.33,395.29,401.74,385.97,388.40,379.26,230.34,347.42,221.48,,,,,,,276.11,299.49,277.26,303.92,297.57,240.15,235.90,,,,522.72,514.26,226.87,220.23,235.70,494.37,239.68,231.88,241.73,268.05,261.26,268.53,503.44,295.39,,,
2017-09-06 22:01:09.877000,L8,487.84,488.22,481.35,486.39,496.25,499.82,491.71,500.96,490.30,493.54,499.09,490.52,520.79,530.28,506.12,516.54,486.25,483.58,528.88,527.08,505.25,483.98,479.59,512.74,468.75,467.28,477.48,460.79,514.47,515.11,519.17,519.44,513.91,494.77,450.37,490.55,461.29,442.15,438.54,435.04,436.84,437.14,434.42,420.44,386.57,281.71,238.83,191.27,,,,,265.12,287.55,397.70,452.36,433.35,439.82,450.20,452.94,445.63,417.30,341.48,354.59,386.08,363.37,338.27,,,,,,,,,,,,,,,365.20,390.85,392.31,384.26,383.81,384.69,250.62,190.35,221.95,236.02,219.22,246.21,415.36,415.22,518.87,512.10,523.39,495.13,529.02,536.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.82,499.50,396.27,202.47,355.60,358.84,415.82,410.31,411.94,431.91,487.24,497.19,507.11,500.50,,,,,,361.38,477.63,450.89,,450.05,,460.47,496.26,502.42,538.44,,,,,
2017-09-22 22:01:13.818000,L8,486.08,485.90,478.21,481.60,479.85,489.38,486.49,490.80,479.94,483.15,487.37,488.50,503.83,518.89,505.12,513.93,502.64,513.54,519.03,515.68,501.72,497.97,497.15,501.83,482.32,467.70,465.90,478.75,501.88,497.90,504.53,488.56,491.20,476.36,450.29,469.76,445.86,436.32,429.59,426.23,427.24,428.49,424.68,409.22,301.72,275.69,228.93,185.25,,,,,,,384.90,443.22,420.38,418.52,434.15,428.01,394.42,389.78,321.52,334.31,363.92,338.78,,,,,,,,,,,,,,,,,365.08,368.16,367.65,371.91,364.46,335.27,,284.65,334.69,347.96,260.61,378.51,392.13,412.17,419.96,429.86,441.67,485.97,513.11,515.84,523.50,526.95,524.66,512.95,526.64,531.44,,475.58,428.31,,,,,,,,,,,,,,,,,492.13,516.42,513.60,,492.37,208.30,361.88,398.10,432.81,425.52,426.21,480.16,509.42,501.54,531.76,531.76,,,,,,474.51,496.54,480.67,,489.32,,482.87,505.90,501.16,,,,,,
2017-10-24 22:01:21.408000,L8,503.85,498.18,493.93,499.98,500.35,497.09,496.95,498.14,494.91,494.59,503.23,517.38,526.08,530.39,524.09,523.81,530.87,524.93,530.23,527.98,525.04,520.26,528.45,515.98,513.44,507.24,510.88,503.65,513.33,514.75,515.09,513.31,506.28,504.10,487.07,489.22,464.55,451.19,441.78,433.94,438.96,437.37,435.99,420.26,384.87,288.83,233.09,207.91,,,,,,374.45,410.85,460.24,437.84,441.29,472.22,456.53,443.81,417.46,344.82,355.91,389.54,363.13,,,,,,,,,,,,,,,,367.40,387.87,390.47,385.66,385.31,376.43,363.74,372.10,380.08,370.97,386.00,401.43,407.78,413.68,491.45,450.99,456.46,488.93,510.40,525.72,530.12,537.89,,,,,,,,,,,,,,,,,,,,,,,,,,,529.68,530.40,428.44,241.89,374.76,442.10,165.17,500.50,505.23,512.54,528.99,515.86,,,,,,,,489.84,503.63,494.90,,502.20,,497.91,507.73,539.49,,,,155.04,,
2017-10-31 22:07:31.844000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.51,529.74,454.21,445.82,451.43,471.16,475.11,476.51,478.61,457.47,447.53,432.23,430.33,509.22,475.07,,,,,,,,,,,,,,,460.92,466.66,466.11,454.23,450.54,434.12,417.92,424.14,421.93,408.32,418.87,430.89,432.56,433.16,502.52,460.26,465.10,490.19,504.33,513.87,512.62,514.58,510.63,508.30,506.50,506.66,511.91,516.28,519.12,519.46,483.31,478.24,478.31,402.83,430.84,487.98,482.20,473.99,460.05,460.48,463.55,441.34,410.50,400.71,403.29,388.29,388.81,379.02,367.69,352.17,224.13,202.05,189.73,281.94,270.68,257.58,244.22,286.24,302.97,297.71,370.66,395.69,434.33,311.25,,,,522.84,519.91,285.48,258.27,240.75,495.68,310.19,269.19,256.74,274.49,266.10,286.08,506.51,306.74,,,
2017-11-16 22:07:28.249000,L8,,,217.77,214.91,237.61,281.25,259.22,536.09,,,,,,,,,,,,,,,,380.91,421.87,406.38,366.71,,,,,,,,,395.66,370.28,376.18,257.03,423.54,511.83,460.92,339.30,321.34,289.57,207.92,,279.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.97,456.12,460.74,,423.34,404.00,397.49,399.79,402.40,392.47,405.84,415.54,506.03,403.46,483.37,455.94,460.07,479.51,499.28,507.47,526.90,496.69,517.76,500.38,503.48,500.45,249.29,245.38,486.36,498.72,471.44,,470.43,317.96,399.51,450.77,461.37,532.73,,,317.76,285.25,334.51,310.71,294.77,346.36,227.78,395.60,287.16,317.17,280.17,385.62,,335.28,289.28,328.59,240.93,274.56,280.35,269.30,325.62,305.04,248.73,177.13,,,,476.20,407.99,,186.42,253.96,445.46,147.39,181.83,336.20,172.89,296.70,194.97,500.81,173.13,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.19,505.10,526.55,458.21,447.40,455.64,475.59,480.48,482.90,484.07,464.35,451.96,433.66,437.42,516.73,478.81,,,,,,,,,,,,,,,473.45,471.93,469.53,458.00,454.26,440.82,423.57,427.39,427.16,416.88,428.77,509.28,515.41,510.73,519.64,515.10,511.79,512.72,513.63,517.68,515.16,518.54,513.20,512.72,515.20,511.70,516.14,520.45,523.54,522.96,487.01,480.15,488.41,406.14,536.47,536.02,518.53,528.18,517.41,509.02,493.14,446.28,413.80,403.33,406.48,391.78,390.41,381.69,368.25,353.95,223.39,213.89,271.59,302.82,308.75,302.63,294.40,298.37,304.85,284.70,305.31,299.67,253.75,243.10,,,,528.68,524.82,232.33,228.65,241.94,527.47,243.73,241.26,259.30,268.01,270.37,287.64,517.16,309.07,,,
2017-12-11 22:01:12.448000,L8,,,,,,,,,,,,,,,,,,,,,,,,533.71,533.32,521.46,517.49,513.63,523.89,524.72,526.03,526.18,504.71,476.51,470.73,488.39,470.78,452.15,441.30,435.23,440.42,438.64,435.54,423.13,405.86,307.00,261.39,207.44,,,,,282.33,386.45,424.97,475.23,450.73,453.75,489.61,477.25,457.91,423.67,353.85,376.29,280.55,367.22,342.99,,,,,,,,,,,,,,,384.49,314.63,395.43,389.16,391.65,384.53,368.68,379.92,385.07,375.82,479.88,487.28,495.74,500.00,511.07,512.46,514.02,524.37,523.74,530.30,535.06,540.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.85,496.99,515.30,519.10,518.02,529.05,536.59,524.02,,,,,,,,499.60,507.54,498.83,,510.33,,504.56,521.63,,,,,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.14,455.74,449.30,457.56,479.21,480.97,485.18,489.86,467.21,455.34,436.90,439.60,509.65,,,,,,,,,,,,,,,,,469.73,465.48,325.29,446.83,440.94,423.11,265.51,253.54,250.38,218.09,424.08,399.07,445.99,,,462.59,463.21,418.82,476.94,473.69,473.98,468.08,495.89,,,,,,,486.18,475.77,481.18,398.08,415.29,489.81,477.69,471.48,457.25,455.34,458.37,441.53,407.47,397.35,400.71,384.85,383.52,373.00,360.12,342.96,219.05,194.49,192.97,261.04,285.19,275.97,276.39,284.53,298.22,272.70,297.04,298.74,241.73,226.08,,,,,,226.66,224.96,239.28,487.74,232.76,238.87,258.02,260.08,265.12,273.48,508.77,306.32,,,
2018-01-28 22:00:58.125000,L8,523.48,511.10,498.03,502.96,503.73,499.31,494.08,499.97,495.99,494.39,505.24,521.69,529.25,532.26,524.76,528.90,526.99,527.06,533.04,528.11,523.06,526.62,535.61,518.37,519.27,507.48,513.83,503.84,515.90,517.16,521.58,523.48,512.80,510.96,496.18,493.45,459.69,449.94,435.75,430.81,434.66,436.26,428.88,411.46,391.30,279.98,230.77,214.44,,,,,264.54,281.94,411.43,465.94,439.83,442.11,290.63,468.28,449.02,416.72,333.06,352.34,393.36,363.24,335.74,,,,,,,,,,,,,,,374.34,390.58,390.20,384.46,380.94,376.39,363.26,374.71,379.47,372.70,385.68,398.31,407.46,494.48,510.02,510.64,519.30,525.90,524.73,533.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.09,483.11,495.94,521.31,511.34,522.33,,,,,,,,,,484.83,501.95,498.26,,495.77,,501.73,521.75,,,,,161.00,,
2018-02-20 22:07:00.077000,L8,,291.40,239.90,375.23,286.96,447.92,540.41,437.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.55,455.86,470.02,482.59,488.80,488.69,490.11,470.58,493.95,,,,,,,,,,,,,,,,,,,,462.43,461.12,446.78,441.96,427.94,412.54,414.90,415.50,395.51,412.11,417.20,418.07,423.33,431.46,428.91,436.98,456.99,498.10,510.53,511.08,511.29,503.87,503.80,502.14,501.95,504.20,510.78,512.23,,479.31,468.93,471.00,385.83,412.36,474.30,470.95,467.90,448.29,456.14,457.08,436.68,400.14,382.08,390.50,376.80,380.79,368.90,356.26,345.86,219.83,194.59,185.69,254.69,227.50,212.19,249.81,275.45,291.27,269.45,294.16,293.11,235.19,227.09,,,,,510.41,226.93,219.07,228.55,481.98,236.74,235.81,238.15,265.80,259.34,271.24,503.16,300.91,,,
2018-03-17 22:00:35.960000,L8,502.81,499.17,496.55,500.17,504.43,498.41,497.66,499.83,498.69,495.37,502.90,487.55,523.08,531.98,522.97,523.84,495.98,516.22,,,,,,512.53,499.61,472.06,508.35,470.37,511.13,513.02,516.19,515.82,504.75,506.93,453.41,489.41,462.91,446.06,437.13,431.56,436.81,435.65,431.65,414.74,298.58,277.21,232.99,195.09,,,,,,278.75,411.28,464.31,433.54,442.19,481.05,463.48,441.03,414.92,342.52,343.35,390.37,362.36,343.78,,,,,,,,,,,,,,,365.64,392.59,390.47,385.01,380.27,377.26,362.05,371.58,379.17,365.90,253.66,396.19,405.66,410.70,437.89,450.33,449.51,529.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.21,208.29,146.49,443.47,440.19,432.97,497.33,503.63,,,,,,,,,,491.16,502.58,501.77,,495.58,,498.18,524.44,540.18,,,,,,
2018-03-24 22:06:44.096000,L8,443.26,448.24,370.51,377.83,372.81,393.44,429.51,458.06,461.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.82,459.46,455.81,466.34,480.56,484.12,486.46,486.17,465.94,458.76,439.07,440.97,510.07,484.03,,,,,,,,,,,,,,,473.90,471.87,468.64,455.29,452.03,439.08,420.88,421.43,423.41,405.11,418.84,430.05,433.08,432.84,453.28,446.07,463.10,528.59,521.58,526.27,525.00,525.27,516.84,519.27,517.64,522.29,521.04,526.54,527.22,530.94,487.02,484.41,483.78,395.40,434.10,494.10,490.12,479.79,464.86,466.73,473.31,449.34,407.86,398.33,415.66,385.71,387.27,379.20,366.25,355.64,219.37,198.79,172.27,268.44,233.92,216.02,213.16,282.72,313.89,275.35,304.87,305.60,246.98,236.08,,,,528.65,,233.19,224.30,238.18,501.82,243.63,238.17,241.36,271.02,263.55,275.19,528.00,308.17,,,
2018-04-18 22:00:19.528000,L8,491.07,491.23,496.78,497.95,504.46,502.88,497.14,501.14,496.16,494.47,497.57,491.25,490.04,455.00,455.69,490.65,476.79,456.40,513.27,480.88,496.11,485.94,460.68,448.48,459.30,457.20,500.02,453.50,434.01,451.94,481.17,501.65,441.11,446.23,446.23,481.42,395.00,401.91,436.22,433.67,434.45,435.21,430.02,415.55,334.06,276.80,233.14,189.80,,,,,,280.02,409.93,464.30,434.23,441.97,476.74,472.46,446.13,416.82,345.96,354.44,392.72,364.69,343.29,,,,,,,,,,,,,,,373.05,391.35,391.68,383.28,381.65,377.86,363.57,214.96,221.19,225.56,218.27,403.45,408.55,413.15,436.32,444.84,454.11,475.57,525.61,532.14,533.51,542.91,,,,,,,,,,,,,,,,,,,,,,456.78,463.42,437.68,,417.54,528.33,530.63,399.16,196.82,364.76,355.09,365.08,348.98,343.42,501.37,525.14,510.67,405.84,384.80,,,,,,487.52,501.83,491.94,,496.15,,490.75,510.71,525.22,,,,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.71,449.99,,,,,492.68,500.72,462.21,454.55,465.01,480.48,482.50,483.52,483.60,460.68,453.61,436.38,439.43,510.69,481.87,,,,,,,,,,,,,,,468.55,471.40,467.89,452.93,450.50,437.20,416.61,223.25,258.97,194.32,245.01,263.80,433.74,436.28,450.42,450.31,459.04,475.20,517.21,522.11,523.45,520.97,514.11,510.86,526.35,515.73,519.11,525.70,529.97,529.23,483.52,473.26,478.10,395.56,434.95,491.22,488.30,481.70,464.66,473.11,476.67,450.18,408.76,339.42,317.07,292.38,384.52,376.67,366.41,280.67,,,,,,,265.80,272.44,291.33,269.91,296.82,291.68,237.95,233.01,,,,524.77,521.71,224.42,217.92,236.16,507.72,238.48,232.51,245.37,263.92,257.76,266.73,507.40,300.08,,,
2018-06-21 22:00:01.138000,L8,428.73,473.60,482.19,481.55,495.50,494.67,494.64,495.69,491.29,491.06,487.66,472.23,445.50,447.51,445.00,459.95,469.90,451.33,434.39,447.08,437.12,454.51,447.69,441.55,446.85,459.10,432.01,444.16,427.98,426.17,426.83,430.22,434.15,417.90,438.88,401.99,391.52,375.83,334.63,431.35,432.42,430.90,428.35,410.39,292.81,273.21,207.46,182.02,,,,,,348.02,417.53,457.70,431.54,436.62,284.98,467.16,448.05,288.47,330.57,358.36,386.64,361.04,334.49,,,,,,,,,,,,,,,339.93,389.36,391.54,380.56,381.32,373.98,361.53,225.91,218.08,227.38,213.83,232.47,242.44,413.80,438.36,452.54,505.57,517.43,522.08,529.53,533.05,458.55,468.67,422.65,419.35,390.28,498.76,494.79,509.18,541.39,466.66,476.83,477.17,438.78,,,,448.64,451.43,453.17,430.34,435.51,427.72,429.54,415.19,405.28,382.19,392.26,387.19,363.72,265.16,172.33,363.08,162.91,349.46,339.95,342.28,332.04,340.64,341.73,320.38,318.71,,,,495.47,502.43,476.65,494.49,179.99,494.25,361.55,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.03,443.43,,,,,,493.42,462.02,456.47,476.10,481.44,496.80,490.47,491.18,525.23,489.32,,,,,,,,,,,,,,,,,,,463.90,466.83,464.85,448.63,264.25,426.78,341.88,433.65,474.11,364.20,,,348.71,464.40,339.87,201.70,168.79,155.83,,387.65,482.81,502.93,509.20,478.10,439.86,178.59,,502.44,508.40,532.67,,,,,,,,348.29,381.61,440.82,448.82,422.81,377.28,374.94,440.34,357.33,210.94,290.91,242.68,323.34,206.74,224.14,238.56,314.73,325.52,370.22,370.34,351.41,,,215.12,200.93,208.67,207.28,,,,414.70,278.14,441.30,,,,476.12,,,,,,,,,,
2018-08-08 22:00:25.669000,L8,436.43,479.30,492.06,485.30,502.47,498.31,497.00,497.91,493.63,496.91,500.72,486.51,448.65,454.33,450.32,475.74,474.68,458.67,443.07,457.40,450.13,471.93,459.20,445.29,455.88,457.70,501.75,453.59,437.18,432.82,435.78,436.08,441.50,437.09,444.48,412.05,391.89,389.97,439.82,433.73,436.60,433.64,430.96,418.76,312.23,277.94,224.33,190.13,,,,,,322.81,418.18,461.52,437.87,266.05,478.52,465.09,450.10,420.23,351.25,358.54,391.06,363.77,342.72,335.32,,,,,,,,,,,,,,379.08,394.15,393.21,384.97,383.14,380.00,362.44,208.52,215.92,222.87,207.21,478.69,487.79,496.59,509.00,511.39,503.69,515.76,523.79,530.24,,,,477.94,495.79,422.97,480.22,475.85,486.67,498.73,503.21,483.87,491.34,494.50,,,,492.11,487.38,485.06,,,483.87,526.85,419.32,412.38,394.98,399.35,390.50,371.76,268.65,185.73,368.27,344.68,343.68,341.42,333.47,333.80,345.71,342.16,333.53,325.65,,,,,,478.45,271.42,266.05,505.69,493.04,290.73,281.82,322.59,281.64,193.00,,247.46,,,
2018-08-24 22:00:33.638000,L8,525.38,520.13,518.75,500.05,502.36,504.81,508.52,,,,,,,,,,,,,,,,,,,,,,,516.47,525.97,527.85,521.08,518.92,462.53,497.13,427.88,430.45,438.89,435.50,435.92,435.95,431.00,416.48,397.89,285.21,237.80,187.57,316.14,296.52,276.81,,278.80,367.77,417.30,461.37,437.51,270.15,481.88,473.48,447.37,419.14,345.93,357.82,392.31,366.63,347.87,,,,,,,,,,,,,,,347.46,394.43,394.79,385.20,384.45,384.61,365.06,373.53,379.80,366.70,387.55,409.03,413.30,501.20,518.73,512.74,522.31,518.31,527.43,535.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.16,360.31,367.52,363.24,402.39,384.07,529.45,532.46,,,,,,,,,,478.61,505.32,491.44,,504.76,,496.17,516.41,526.79,,,,,,
