dates,satname,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0115,nzd0353-0116,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0124,nzd0353-0153,nzd0353-0162,nzd0353-0157,nzd0353-0158,nzd0353-0159,nzd0353-0160,nzd0353-0117,nzd0353-0161,nzd0353-0048,nzd0353-0049,nzd0353-0050
2006-01-27 21:51:10.462000,L5,520.36,512.59,518.00,512.41,510.69,503.20,499.50,509.06,500.57,502.93,514.89,530.20,530.31,534.42,529.92,529.95,,,,,,,,525.46,519.35,516.44,517.37,514.88,520.90,521.95,525.14,522.13,516.99,512.56,492.39,485.69,459.59,432.75,422.58,421.34,419.85,421.73,426.10,418.95,411.89,350.12,250.77,198.10,,,,,281.78,293.44,304.32,475.51,459.06,474.36,494.01,483.75,460.53,416.74,349.14,361.10,391.45,360.80,,,,,,,,,,,,,,,,387.06,401.76,400.31,395.33,393.88,389.16,376.25,379.81,389.37,363.87,379.27,388.58,386.90,486.78,501.26,486.97,463.23,499.64,511.04,528.89,535.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.25,513.65,433.45,391.90,398.03,472.51,463.28,455.56,461.31,512.14,528.84,519.37,,537.23,,,,,,492.57,502.47,514.54,,494.21,,504.54,517.10,535.37,,,,,,
2006-02-19 21:57:51.685000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.72,503.72,449.72,449.42,454.71,480.01,480.99,487.68,484.54,455.01,439.93,436.10,531.25,488.91,,,,,,,,,,,,,,,,465.54,464.17,467.23,448.28,449.03,434.70,418.33,418.99,419.75,395.72,397.48,402.83,390.76,416.16,447.55,441.75,447.01,478.72,497.66,505.05,507.37,504.90,504.67,499.64,499.82,505.74,507.14,517.72,516.85,518.41,481.35,482.76,477.77,385.10,408.12,488.52,474.47,468.88,448.75,455.33,458.02,431.53,398.98,386.36,391.51,381.98,385.31,370.80,353.57,337.22,236.87,214.23,200.41,268.36,252.89,237.09,232.33,267.60,281.77,270.46,290.97,285.48,246.50,224.71,,,,516.79,511.66,231.53,220.47,237.76,489.48,235.80,268.41,243.55,270.13,267.82,294.64,500.18,322.37,,,
2006-02-28 21:51:52.186000,L5,516.68,516.55,511.19,514.67,506.03,503.83,502.88,507.46,502.35,503.45,516.80,523.08,532.85,535.62,525.33,532.32,530.96,532.55,,533.33,522.45,524.43,528.04,519.84,518.39,505.28,510.56,508.50,515.23,519.02,517.37,515.40,506.73,507.39,475.96,480.14,452.77,430.16,416.42,417.44,410.12,421.17,421.81,414.55,413.25,340.70,232.59,203.63,,,,,,292.19,300.12,477.71,452.87,469.03,495.65,485.32,455.98,397.68,337.77,348.41,391.51,356.99,335.89,,,,,,,,,,,,,,,355.51,395.36,396.21,390.61,389.18,379.78,371.55,376.65,383.46,369.06,369.44,382.06,376.94,397.32,431.52,442.78,450.29,462.05,506.06,524.54,532.00,533.55,,,,,,,,,,,,,,,,,,,,,,527.66,535.00,527.75,535.40,520.73,513.23,514.63,429.16,254.13,388.50,430.85,460.42,455.97,450.15,489.31,518.44,506.09,534.64,,,,,,,482.55,500.53,498.49,398.91,496.29,,491.69,513.41,526.89,,,,,,
2006-06-27 22:00:00.431000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.52,470.82,329.55,,,299.23,339.85,464.69,234.04,361.78,379.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.14,385.78,378.78,377.09,293.26,348.34,378.81,331.42,286.81,381.48,375.39,299.08,216.42,344.56,374.24,358.67,374.06,371.76,267.46,,351.85,371.66,336.47,335.44,318.85,317.41,277.91,290.90,274.51,279.65,247.73,239.20,214.99,214.21,195.65,,,,,,,,,,,,,,,,,,,360.45,364.20,,,,325.97,,,,,,,367.18,,,,
2006-07-22 21:54:10.491000,L5,437.00,486.45,483.19,499.25,503.29,495.01,499.62,492.19,495.01,490.18,502.38,463.94,457.19,447.87,451.72,470.40,474.85,447.09,445.97,450.61,441.29,456.61,453.50,452.24,459.75,363.73,365.99,449.51,433.03,435.90,423.56,436.84,442.22,423.82,439.97,395.36,395.53,383.49,340.67,406.37,393.98,416.25,417.67,418.09,390.39,262.70,212.14,194.86,,,,,,280.02,286.24,463.29,439.15,455.23,484.12,469.69,429.97,351.45,304.33,344.73,365.45,358.06,,,,,,,,,,,,,,,,,389.71,391.02,377.51,380.24,376.90,275.22,250.61,246.80,250.66,242.75,255.00,254.60,393.82,425.47,434.51,445.25,456.94,493.71,524.45,533.20,438.71,446.89,476.64,433.83,548.28,471.69,477.08,490.14,514.30,472.79,487.06,483.79,370.39,500.06,477.94,,502.19,447.43,516.00,516.76,464.79,433.26,439.11,420.21,408.19,391.51,396.96,384.41,365.64,262.77,191.34,360.19,350.15,351.92,343.33,335.55,330.29,339.83,341.98,327.38,320.98,,,,,,471.44,493.22,195.49,425.30,350.55,,,,,,,,,,
2006-09-15 22:01:03.273000,L5,,,,,,,,,,,,,,,,,,,,292.18,532.86,516.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.08,224.44,251.25,261.70,356.15,367.49,377.74,373.80,376.03,430.38,448.39,360.78,302.34,385.66,371.20,362.46,456.50,428.36,453.39,470.65,386.63,379.63,362.89,,,380.18,347.11,350.63,338.65,315.23,206.62,289.82,278.54,281.22,251.47,335.73,343.22,312.06,199.68,,,,,,,,,,,,,,,,,,,371.65,377.69,,,,337.15,,,,,,,379.54,,,,
2006-10-10 21:55:08.811000,L5,504.92,504.00,499.39,506.57,506.30,498.79,501.89,500.52,497.42,494.13,509.29,505.77,516.46,527.67,515.66,524.38,521.73,525.49,530.13,526.39,517.29,515.86,522.06,513.43,506.15,506.71,488.39,498.35,509.07,507.01,514.12,505.82,503.30,495.32,474.35,480.65,443.35,421.17,406.78,407.99,396.41,409.81,417.47,422.11,408.10,279.61,229.49,204.36,,,,,,,,464.28,439.58,446.37,479.98,463.59,430.60,351.03,330.51,342.80,372.11,352.62,,,,,,,,,,,,,,,,,381.97,388.45,380.49,195.26,377.36,265.45,200.48,219.42,223.35,210.91,373.25,378.21,394.56,425.11,434.92,439.29,452.80,503.55,523.30,528.62,539.46,,,,,,,,,,,,452.39,,,,,,,,,,,,,,531.45,522.80,514.96,423.33,250.75,383.21,446.13,451.60,446.11,447.53,490.65,507.70,501.69,534.95,534.33,,,,,,491.87,503.56,486.26,455.21,493.43,,488.47,514.31,526.43,,,,,,
2006-11-02 22:01:32.743000,L5,,,,,,,,,,,,263.17,231.20,360.17,354.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.68,450.21,463.43,484.03,487.26,501.08,480.06,504.58,,500.08,515.17,485.35,,,,,,,,,,,,,,,,,466.63,461.53,339.12,447.75,434.65,417.71,418.97,421.71,399.39,399.03,403.45,396.25,410.35,425.58,429.17,433.06,434.76,486.10,506.96,506.94,510.37,510.47,502.03,499.37,504.90,510.80,517.04,516.51,516.43,489.77,479.41,481.56,172.25,408.16,480.69,471.78,462.32,446.29,445.77,448.27,424.80,396.21,380.99,388.44,380.18,385.87,364.29,351.79,329.17,219.11,203.80,198.51,253.01,241.07,225.98,220.22,261.70,275.30,264.02,290.37,277.91,241.64,231.38,,,,515.49,515.82,209.60,205.39,235.26,482.42,233.14,221.12,238.17,270.65,257.83,267.70,500.30,288.99,,,
2006-11-27 21:55:35.233000,L5,515.91,517.14,514.70,513.84,513.56,511.48,503.36,507.49,502.02,496.32,512.35,531.02,529.31,539.73,,,,,,533.08,524.62,526.84,526.67,521.98,515.09,512.22,500.17,504.90,513.38,508.56,522.25,518.98,510.09,514.65,494.91,487.71,462.32,435.66,421.20,416.28,409.82,420.51,422.81,423.86,408.99,328.95,229.92,198.05,,,,,,,,462.83,433.29,448.87,303.94,467.88,420.73,346.26,324.36,337.08,368.82,337.07,,,,,,,,,,,,,,,,,385.26,392.76,385.18,217.92,380.53,365.72,376.77,379.72,364.95,369.29,375.27,377.46,395.05,423.05,433.10,437.41,447.43,507.20,523.04,530.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.70,440.28,280.73,395.43,446.95,460.91,451.81,450.40,491.30,515.70,512.21,534.86,,,,,,,493.21,505.78,495.55,,502.02,,493.64,519.83,528.07,,,,,,
2006-12-29 21:55:50.726000,L5,503.78,510.57,506.64,507.97,500.58,498.05,495.33,497.83,494.82,494.48,486.45,504.36,521.50,537.78,,,,,,,534.33,521.94,527.82,520.80,518.07,516.20,498.24,506.40,511.29,521.32,519.25,519.45,510.16,506.99,488.66,482.68,464.30,444.07,416.22,412.59,402.66,417.05,425.42,421.49,412.67,348.30,245.46,210.06,,,,,,,,446.29,424.87,427.63,460.29,451.96,424.96,349.03,340.30,332.28,355.54,356.04,,,,,,,,,,,,,,,,,392.21,383.83,387.11,379.46,380.16,362.83,236.77,215.41,219.45,211.20,371.90,375.85,380.62,408.12,428.97,428.13,433.68,404.87,316.78,350.69,408.65,412.90,454.52,415.90,421.48,455.66,465.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.29,,,,,,,426.42,462.33,477.77,508.14,530.18,,324.91,,,
2007-01-05 22:02:04.371000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.00,508.02,519.24,,,,478.43,476.51,495.28,453.23,472.36,479.69,488.87,506.99,533.11,486.29,494.88,516.88,485.62,,,,,,,,,,,,,,,,446.13,449.69,449.11,319.20,435.95,417.23,403.02,406.47,405.59,385.20,387.18,385.14,387.37,400.33,411.05,417.17,420.22,420.07,478.27,492.93,490.24,492.09,488.69,482.24,484.14,486.33,491.65,496.40,503.92,504.27,465.84,462.77,460.16,263.30,392.61,469.09,460.55,452.45,430.54,440.95,445.33,411.20,380.36,371.90,375.69,367.04,368.70,352.86,339.04,319.05,223.41,,188.99,247.12,236.83,218.12,214.63,242.85,264.38,248.40,271.63,264.95,224.67,214.41,,,,505.70,495.44,204.63,197.10,214.73,471.89,222.33,226.95,227.61,247.63,256.10,264.06,484.61,287.63,,,
2007-01-21 22:02:09.591000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.80,427.69,430.24,432.50,487.92,495.72,500.80,496.70,495.03,488.72,496.10,500.61,499.97,506.33,510.55,512.18,473.58,472.72,462.54,279.54,405.42,482.36,465.08,457.39,438.38,451.64,453.49,421.76,395.01,382.12,380.93,375.74,375.49,362.05,348.29,322.48,235.24,181.12,198.07,260.42,248.11,228.04,222.10,263.57,273.49,259.43,284.48,273.88,232.51,224.63,,,,508.93,506.17,221.92,204.05,222.16,480.05,233.11,235.98,232.92,256.12,262.40,268.61,490.44,300.74,,,
2007-01-30 21:56:00.553000,L5,513.85,518.34,514.04,513.78,510.20,504.90,500.58,504.82,498.50,497.60,514.17,524.41,533.35,534.31,530.77,532.71,,,,537.41,522.68,528.17,529.41,522.16,517.39,509.49,512.19,509.86,519.90,519.95,520.97,518.61,515.82,512.41,497.12,488.74,462.36,437.10,429.51,426.12,421.35,432.58,432.39,420.45,421.03,334.88,233.26,202.31,,,,,,288.36,350.17,470.94,449.26,471.09,495.98,480.20,447.08,407.62,339.88,348.98,384.06,356.38,351.57,,,,,,,,,,,,,,,,392.94,396.51,285.53,393.26,386.48,373.55,239.38,218.55,229.73,221.20,382.54,377.76,397.71,430.94,440.69,440.86,448.29,511.34,527.19,535.68,,,,,,,,,,,,,529.45,,,,,,,,,,,,,,,529.95,524.77,436.33,253.34,233.52,457.67,465.08,453.86,462.26,497.13,516.56,507.37,531.78,,,,,,,492.99,502.92,505.22,405.22,497.16,,496.55,521.78,530.47,,,,,,
2007-02-06 22:02:11.997000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.32,501.17,502.85,508.34,508.14,518.65,519.51,519.59,485.48,481.18,474.93,250.93,413.10,487.90,476.46,472.01,452.95,462.81,460.42,432.94,401.85,389.66,394.94,385.48,391.29,372.61,363.56,337.89,228.03,211.66,204.23,272.39,252.05,239.23,229.75,270.53,284.23,269.86,293.47,284.19,236.23,233.49,,,,523.79,514.78,230.42,216.77,240.95,490.92,236.93,235.14,244.41,273.33,268.31,281.79,507.09,312.24,,,
2008-02-25 21:57:37.029000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.04,509.11,508.81,447.68,443.75,450.49,476.92,475.64,484.30,472.12,455.70,441.76,432.20,539.74,501.17,,,,,,,,,,,,,,,,471.14,473.77,366.75,459.77,462.16,444.99,428.50,428.96,431.91,408.29,506.23,508.63,508.26,504.75,515.98,497.03,453.30,499.48,514.07,518.76,522.81,512.09,520.01,505.77,505.51,513.29,514.10,520.77,524.14,522.27,489.47,488.70,484.05,414.78,414.01,496.21,487.20,474.44,457.21,459.94,463.87,443.39,407.35,398.12,403.02,386.58,388.80,377.32,364.50,344.35,239.06,218.80,205.27,287.54,256.18,241.38,259.83,275.94,289.59,276.30,298.64,299.43,240.02,238.53,,,,523.77,521.80,241.25,217.66,240.53,492.48,238.14,243.18,244.87,274.53,270.39,290.47,509.88,317.06,,,
2008-12-25 21:51:46.135000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.66,488.55,505.34,517.33,511.82,,507.90,484.98,498.47,502.34,,,,,,,,,,,,,,,,,460.31,459.64,461.09,444.47,446.02,425.32,414.13,418.34,414.02,398.08,397.42,403.18,458.80,444.16,461.58,438.68,440.59,444.53,486.52,501.02,501.77,497.88,493.82,496.92,495.48,501.79,501.70,511.29,512.72,513.56,478.18,466.28,477.03,326.95,406.78,477.24,463.55,465.05,443.91,454.82,459.33,437.05,404.97,384.57,389.87,381.04,385.44,371.40,355.11,339.64,234.39,180.36,201.28,257.34,244.02,238.92,212.44,212.65,281.16,238.48,190.39,167.19,170.69,,,,,519.31,509.92,,,,482.34,,,,,,,501.18,,,,
2010-01-29 21:58:05.346000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.54,462.99,450.35,470.53,488.86,489.77,485.18,475.60,456.39,442.60,430.82,535.11,445.49,,,,,,,,,,,,,,,,467.97,464.01,467.07,449.47,453.28,434.10,418.78,421.73,421.58,401.58,403.13,415.48,447.76,437.45,502.87,443.91,447.70,452.62,497.60,506.38,505.45,505.26,502.30,500.56,499.99,506.67,504.80,517.65,516.55,520.09,482.29,477.09,473.67,240.20,418.66,485.11,471.14,470.15,448.72,458.40,460.83,437.50,400.28,386.97,396.89,385.25,388.30,376.43,361.10,335.78,231.93,205.67,200.93,260.90,239.70,221.59,213.34,240.81,277.43,264.64,287.21,287.59,237.12,230.87,,,,524.07,513.33,222.23,212.46,235.60,487.73,236.48,235.88,237.91,265.54,260.89,277.80,503.26,311.93,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,,,,,,,,,,,,,193.41,253.09,247.82,511.37,491.23,503.01,523.02,532.40,,467.43,477.24,312.81,305.85,300.98,323.35,454.18,482.25,520.34,518.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.70,413.70,416.89,388.90,387.68,393.99,384.83,360.69,161.49,361.43,299.05,387.80,379.15,390.02,404.45,400.14,411.89,418.70,401.84,419.41,387.35,391.58,384.49,389.11,399.14,429.17,487.72,491.15,448.75,394.45,452.09,176.16,374.14,445.05,418.15,439.18,416.29,432.51,435.29,398.98,330.74,252.89,179.42,,,,211.86,268.05,,,173.34,203.64,219.63,202.51,198.16,217.37,252.14,238.87,265.21,259.59,210.10,,,,,497.62,479.11,,,,455.75,,206.90,221.88,242.23,240.23,240.20,470.21,228.15,,,
2011-01-09 21:50:58.806000,L5,498.16,499.63,501.73,499.72,487.29,479.88,466.90,231.26,,,,,,,,419.33,452.18,416.94,429.07,520.29,472.96,261.26,396.18,426.35,397.04,311.04,275.57,258.53,257.13,306.12,300.91,294.24,403.07,479.02,440.66,453.32,423.09,404.88,366.30,400.00,402.16,410.53,406.68,383.20,347.90,273.30,220.33,178.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.68,375.17,371.41,368.23,364.43,356.70,357.54,373.49,352.92,361.22,382.54,388.06,391.35,383.35,396.52,407.05,415.99,434.35,503.07,512.98,521.56,527.04,525.13,527.30,537.12,,,,,,,,498.85,520.66,,,,,,,,516.46,501.22,513.75,517.38,525.77,521.93,511.06,508.29,417.71,239.30,181.09,407.90,154.33,433.50,431.47,455.40,495.92,489.63,517.72,524.57,,,,,,472.84,490.27,474.29,288.82,469.08,,475.56,498.87,515.84,539.57,,,,,
2011-01-25 21:50:59.151000,L5,517.51,520.98,523.53,516.35,514.29,509.81,503.94,509.88,502.86,510.61,518.14,518.64,531.02,533.20,535.11,,,,,536.17,523.09,526.80,526.69,524.44,516.39,511.19,504.32,508.45,525.48,528.73,518.29,524.24,518.19,512.68,495.64,489.82,462.01,447.33,435.07,436.67,439.35,440.02,434.13,421.44,399.90,301.75,236.05,196.53,325.26,314.16,280.77,282.21,244.56,297.42,410.88,475.80,463.72,473.39,495.93,294.17,456.61,417.19,354.60,388.78,393.35,364.75,362.17,,,,,,,,,,,,,,,391.73,306.82,402.12,396.70,397.22,391.14,376.80,382.11,389.86,374.03,479.57,488.19,499.84,501.45,515.04,507.59,519.23,522.96,528.34,535.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.44,436.91,272.64,394.99,471.98,463.04,461.08,501.08,512.97,529.82,519.97,,,,,311.93,,,500.11,506.66,514.31,,501.23,,503.81,516.13,530.44,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.83,446.97,438.85,456.90,487.48,483.05,485.32,472.24,449.28,435.06,421.74,523.90,489.51,,,,,,,,,,,,,,,,466.89,462.40,461.68,445.35,447.59,427.48,420.08,419.65,417.33,399.78,405.63,433.28,432.19,433.40,502.28,429.70,429.82,439.54,491.87,500.95,505.12,500.27,499.00,495.35,499.73,500.51,507.42,512.73,516.87,517.95,475.25,463.36,473.58,393.16,414.26,483.90,476.27,463.89,449.98,452.44,459.09,436.80,403.82,399.52,406.06,388.26,387.65,377.51,366.07,349.89,245.35,216.33,211.58,264.46,255.76,238.19,275.35,273.28,292.09,283.37,290.53,293.42,247.70,235.28,,,,512.08,511.20,240.06,221.24,228.29,484.49,240.00,318.86,239.07,267.32,275.68,299.02,494.66,324.20,,,
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.90,528.64,494.58,493.28,496.37,508.55,488.20,461.02,496.34,438.00,526.06,492.75,,,,,,,,,,,,,,,,458.08,462.28,461.52,445.61,443.84,422.36,321.88,286.41,275.50,285.75,268.27,287.01,439.90,429.81,433.57,436.52,444.26,446.32,495.07,507.18,511.30,508.39,511.18,497.59,501.83,502.25,507.46,510.38,516.75,514.27,476.11,456.61,471.36,385.30,409.54,480.25,467.77,460.26,434.88,445.87,458.72,436.48,403.86,383.37,389.24,384.68,387.09,377.85,360.22,343.79,229.68,170.13,178.42,268.01,247.14,229.21,229.39,269.31,285.38,264.49,289.97,288.63,235.66,227.77,,,,512.57,510.89,221.69,215.61,232.27,486.01,236.75,237.15,239.16,261.91,258.93,276.25,495.63,303.72,,,
2013-05-13 22:09:11.169000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.60,464.42,447.00,,,,,,,,,,,,,490.89,467.33,463.56,440.48,531.90,460.46,,,,,,,,,,,,,,453.60,,,,,,,,,,,,,264.86,247.76,409.53,464.82,516.10,429.97,443.46,489.80,504.66,505.36,501.14,502.53,494.33,382.10,507.38,508.86,513.60,514.90,519.60,471.31,391.64,391.20,391.67,392.39,437.03,484.21,468.53,403.61,462.43,459.94,436.58,292.72,289.70,266.30,254.97,242.64,232.68,218.64,,,,,,,,,,,,,,,,,,,519.97,512.66,,194.70,225.55,504.85,,,229.42,254.57,,,417.26,,,,
2013-05-29 22:09:17.297000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.11,468.24,446.18,,,,,502.54,509.95,463.20,451.65,458.01,480.66,483.93,485.61,485.73,460.41,455.52,435.61,539.55,505.34,483.13,,,,,,,,,,,,,,,451.33,467.21,372.57,449.26,450.36,434.59,410.60,418.46,412.47,400.13,450.11,442.01,452.56,442.06,455.03,444.95,456.72,458.40,492.97,508.89,516.03,509.00,509.35,501.86,385.16,536.21,515.86,505.66,514.45,521.29,392.06,392.15,392.65,391.87,418.92,495.59,485.04,473.44,341.58,459.69,458.13,431.86,295.38,291.72,269.05,258.09,243.10,236.02,217.41,,,,,,,,,,,,,,,,,,,516.42,512.65,,,,504.91,,363.78,,,390.91,410.61,501.26,440.19,,,
2013-06-30 22:09:11.994000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.01,463.16,437.53,,,,,,510.60,450.41,445.31,453.34,471.18,476.54,481.69,479.34,455.99,446.40,427.73,532.76,501.87,468.32,,,,,,,,,,,,,,,,457.46,463.36,437.57,443.03,424.17,308.74,272.96,276.22,270.64,255.48,274.29,426.93,421.52,406.91,415.18,431.71,448.74,481.84,507.55,513.76,512.00,508.53,399.22,385.47,476.67,513.63,516.08,523.33,522.72,393.33,389.58,392.59,407.73,407.10,397.17,473.29,460.38,323.12,313.76,352.22,306.13,331.83,354.36,372.79,337.14,336.79,328.75,359.36,,,,,,,,,,,,,,,,,,,522.33,517.63,,,,376.46,,,,,,,505.00,,,,
2013-07-16 22:09:12.440000,L8,,,,,,,,,,,,,,,,,473.99,386.04,410.74,407.81,431.08,428.82,391.96,446.35,,487.41,366.13,336.53,494.97,504.19,320.47,335.82,539.06,512.03,436.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.76,353.26,351.47,335.85,330.29,327.45,300.77,286.60,290.70,264.61,250.46,238.75,235.95,224.24,206.04,,,,,,,,,,,,,,,,,,,,,,,300.98,,,,,,,,,,,
2013-07-25 22:03:01.828000,L8,428.34,472.66,479.35,478.46,495.27,492.72,492.43,494.51,488.22,483.73,475.18,472.96,444.47,445.82,445.10,459.27,467.53,451.85,437.46,446.40,443.45,454.63,452.67,440.83,451.10,452.16,480.73,444.33,430.56,428.19,431.01,430.72,437.91,422.21,441.23,405.40,388.79,384.82,420.59,423.42,426.26,422.82,426.35,413.21,378.11,272.55,213.39,178.60,,,,269.87,280.07,283.89,403.23,458.61,428.41,432.17,446.46,444.98,426.79,409.83,336.39,346.58,383.75,361.43,343.89,,,,,,,,,,,,,,,368.04,384.74,385.65,376.70,374.97,369.08,351.66,360.22,365.50,351.85,372.22,409.02,403.37,399.49,403.40,407.81,423.82,445.97,484.21,513.67,522.99,528.35,529.93,527.29,423.73,517.68,479.28,483.58,451.52,498.12,473.69,480.29,482.56,494.76,486.50,480.92,,509.46,452.39,529.83,492.84,477.72,427.26,429.07,416.13,407.72,385.28,393.66,387.39,367.56,262.38,188.45,365.15,342.06,349.86,341.30,330.66,328.23,340.44,338.11,330.91,321.48,,,,,,465.53,487.36,199.02,351.61,366.43,274.81,378.19,503.01,516.35,,,,,,
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.64,447.39,,,,,488.70,535.41,448.39,442.19,449.32,466.49,474.36,476.59,477.75,455.21,442.72,425.06,536.53,509.79,480.69,,,,,,,,,,,,,,,446.10,461.02,457.82,441.78,442.73,423.35,305.83,271.80,265.58,272.65,250.81,270.71,428.30,423.58,427.07,423.37,435.96,447.79,483.82,502.75,504.21,505.12,499.10,497.19,494.36,497.79,504.02,513.30,512.65,518.41,479.33,463.09,477.13,389.77,407.53,478.29,462.55,463.99,447.12,451.61,460.33,431.08,391.18,380.96,387.12,376.38,380.89,371.15,355.76,338.21,214.16,,,,,,213.99,264.11,278.92,263.82,290.94,283.32,240.72,228.52,,,,520.37,513.44,216.00,212.30,234.90,485.77,233.59,236.01,236.22,258.19,256.64,271.54,497.81,305.94,,,
