dates,nzd0353-0000,nzd0353-0001,nzd0353-0002,nzd0353-0003,nzd0353-0004,nzd0353-0005,nzd0353-0006,nzd0353-0007,nzd0353-0008,nzd0353-0009,nzd0353-0010,nzd0353-0011,nzd0353-0012,nzd0353-0013,nzd0353-0014,nzd0353-0015,nzd0353-0016,nzd0353-0017,nzd0353-0018,nzd0353-0019,nzd0353-0020,nzd0353-0021,nzd0353-0022,nzd0353-0023,nzd0353-0024,nzd0353-0025,nzd0353-0026,nzd0353-0027,nzd0353-0028,nzd0353-0029,nzd0353-0030,nzd0353-0031,nzd0353-0032,nzd0353-0033,nzd0353-0034,nzd0353-0035,nzd0353-0036,nzd0353-0037,nzd0353-0038,nzd0353-0039,nzd0353-0040,nzd0353-0041,nzd0353-0042,nzd0353-0043,nzd0353-0044,nzd0353-0045,nzd0353-0046,nzd0353-0047,nzd0353-0058,nzd0353-0059,nzd0353-0060,nzd0353-0061,nzd0353-0062,nzd0353-0063,nzd0353-0064,nzd0353-0065,nzd0353-0066,nzd0353-0067,nzd0353-0068,nzd0353-0069,nzd0353-0070,nzd0353-0071,nzd0353-0072,nzd0353-0088,nzd0353-0089,nzd0353-0090,nzd0353-0091,nzd0353-0092,nzd0353-0093,nzd0353-0094,nzd0353-0095,nzd0353-0096,nzd0353-0097,nzd0353-0098,nzd0353-0099,nzd0353-0100,nzd0353-0101,nzd0353-0102,nzd0353-0103,nzd0353-0104,nzd0353-0105,nzd0353-0106,nzd0353-0107,nzd0353-0108,nzd0353-0109,nzd0353-0138,nzd0353-0139,nzd0353-0140,nzd0353-0141,nzd0353-0142,nzd0353-0143,nzd0353-0144,nzd0353-0145,nzd0353-0146,nzd0353-0147,nzd0353-0148,nzd0353-0149,nzd0353-0150,nzd0353-0151,nzd0353-0152,nzd0353-0153,nzd0353-0154,nzd0353-0155,nzd0353-0156,nzd0353-0157,nzd0353-0158,nzd0353-0054,nzd0353-0055,nzd0353-0056,nzd0353-0057,nzd0353-0073,nzd0353-0074,nzd0353-0075,nzd0353-0076,nzd0353-0077,nzd0353-0078,nzd0353-0079,nzd0353-0080,nzd0353-0081,nzd0353-0082,nzd0353-0083,nzd0353-0084,nzd0353-0085,nzd0353-0086,nzd0353-0087,nzd0353-0110,nzd0353-0111,nzd0353-0112,nzd0353-0113,nzd0353-0114,nzd0353-0118,nzd0353-0119,nzd0353-0120,nzd0353-0121,nzd0353-0122,nzd0353-0123,nzd0353-0125,nzd0353-0126,nzd0353-0127,nzd0353-0128,nzd0353-0129,nzd0353-0130,nzd0353-0131,nzd0353-0132,nzd0353-0133,nzd0353-0134,nzd0353-0135,nzd0353-0136,nzd0353-0137,nzd0353-0051,nzd0353-0052,nzd0353-0053,nzd0353-0115,nzd0353-0116,nzd0353-0124,nzd0353-0162,nzd0353-0159,nzd0353-0160,nzd0353-0117,nzd0353-0161,nzd0353-0048,nzd0353-0049,nzd0353-0050
2016-11-22 22:01:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.08000000000004,308.79,215.47000000000003,184.88,267.9733333333333,,249.17,,,,284.555,,,,,,,,,,,,,247.58,263.385,260.015,231.7725,242.09249999999997,213.175,220.7,239.37,,,,,,,,,,,,218.35999999999999,190.03,177.125,255.41000000000005,233.92499999999998,,274.62,277.01000000000005,294.92499999999995,273.04,300.685,296.845,248.09,239.51000000000002,239.885,225.39,214.21,233.28,239.73,273.78,,,263.54,275.2700000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.51,,,,292.625,293.07500000000005,270.90000000000003,258.135,241.52999999999997,233.4,221.64500000000004,,,,,,,233.97,253.57,256.46,,299.01,,,
2016-12-15 22:07:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.27,308.79,219.22500000000002,190.39,260.41999999999996,,249.17,,,,284.63,,,,,,,,,,,,,254.2266666666667,262.9566666666667,262.9633333333333,238.42749999999998,251.64999999999998,221.76,,,,,,,,,,,,,,221.46,196.33,183.99,255.14666666666668,247.20999999999995,278.42,276.08500000000004,278.9866666666667,293.7,274.46,300.34,295.95000000000005,248.08666666666667,239.91666666666666,240.29666666666665,227.65666666666667,219.685,236.195,242.37,271.145,,,251.94,274.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.34,293.91,272.8,260.46,243.3,233.5,222.24,,,,,,,235.44,258.46999999999997,266.43499999999995,,298.565,,,
2017-01-16 22:07:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.79,232.15,199.78,275.64,,249.17,,,,,,,,,,,,,,,,,256.1875,261.77750000000003,262.5325,237.81199999999998,251.64999999999998,221.76,,,,,,,,,,,,,,222.7825,200.6975,185.9625,255.14666666666668,260.9275,286.595,280.1433333333334,285.5,295.96999999999997,276.3425,300.85249999999996,296.5375,249.04250000000002,240.26,241.2,229.6475,223.31333333333336,238.75,246.86333333333334,271.40000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.34,293.91,272.8,260.46,243.3,233.5,222.24,,,,,,,237.38333333333333,261.46666666666664,272.8066666666667,,300.1766666666667,,,
2017-02-10 22:01:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.995,232.45499999999998,199.815,274.57,,249.17,,,,,,,,,,,,,,,,,253.79666666666665,260.46333333333337,264.36000000000007,236.3775,244.55499999999995,221.76,,,,,,,,,,,,,,222.7825,200.6975,185.9625,250.985,260.9275,286.595,280.1433333333334,285.5,295.96999999999997,276.3425,300.85249999999996,296.5375,249.04250000000002,240.26,241.2,229.6475,223.31333333333336,238.75,246.86333333333334,271.40000000000003,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.38333333333333,261.46666666666664,272.8066666666667,,300.1766666666667,,,
2017-02-26 22:00:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.63,233.04333333333332,201.45666666666668,274.31,286.75,249.17,,,,,,,,,,,289.9,,,,,,253.79666666666665,260.46333333333337,264.36000000000007,236.3775,238.51666666666665,218.255,,,,,,,,,,,,,,222.7825,200.6975,185.9625,243.52000000000004,260.9275,286.595,280.1433333333334,285.5,295.96999999999997,276.3425,300.85249999999996,296.5375,249.04250000000002,240.26,241.2,229.6475,223.31333333333336,238.75,246.86333333333334,271.40000000000003,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.38333333333333,261.46666666666664,272.8066666666667,,300.1766666666667,,,
2017-03-30 22:00:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.265,233.04333333333332,201.45666666666668,271.0125,286.75,249.17,,,,,,,,,281.15,,289.9,316.81,,,,,264.79499999999996,257.48333333333335,259.40333333333336,234.17666666666665,230.0733333333333,216.0,250.07,,,,,,,,,,,,,224.82333333333335,207.48666666666665,190.64000000000001,230.95400000000004,270.4433333333333,286.595,280.1433333333334,290.92333333333335,297.82,278.43333333333334,299.48999999999995,294.50333333333333,249.9,240.60999999999999,242.04999999999998,231.71333333333337,227.865,241.485,250.43,270.21000000000004,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.08999999999997,265.41499999999996,280.98,,300.76,,,
2017-04-06 22:06:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.265,233.04333333333332,201.45666666666668,271.0125,286.75,249.17,,,,,,,,,281.15,,289.9,316.81,,,,,264.79499999999996,257.48333333333335,259.40333333333336,240.62,230.0733333333333,216.0,250.07,,,,,,,,,,,,,225.06,198.6975,186.1925,230.95400000000004,270.4433333333333,286.595,280.1433333333334,288.7625,301.17,278.4425,302.955,299.7625,248.91,240.89249999999998,243.0775,231.65750000000003,226.0333333333333,239.10333333333335,249.56333333333336,276.57,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.54,263.63,276.0733333333333,,300.66,,,
2017-04-22 22:06:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.265,233.04333333333332,201.45666666666668,271.0125,286.75,249.17,,,,,,,,,281.15,,289.9,316.81,,,,,264.79499999999996,257.48333333333335,259.40333333333336,240.62,230.0733333333333,216.0,250.07,,,,,,,,,,,,,224.04,198.35333333333332,187.48333333333332,225.21000000000004,287.93,286.595,282.90500000000003,290.08666666666664,300.74,277.7375,305.7,301.7975,248.4375,240.7425,242.275,231.9025,224.865,238.805,247.16250000000002,273.4725,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.36,,,,,,,,,,238.54,262.71500000000003,273.4225,,300.66,,,
2017-05-01 22:00:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.756,231.29500000000002,198.73000000000002,271.796,286.75,249.17,,,,,,,,,281.15,,289.9,316.81,,,,,264.79499999999996,257.48333333333335,259.40333333333336,240.62,230.0733333333333,216.0,250.07,,,,,,,,,,,,,224.04,198.35333333333332,187.48333333333332,216.67800000000003,287.93,286.595,282.90500000000003,290.08666666666664,300.74,277.7375,305.7,301.7975,248.4375,240.7425,242.275,231.9025,224.865,238.805,246.254,273.4725,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.36,,,,,,,,,,238.54,262.71500000000003,273.4225,,299.3325,,,
2017-05-08 22:06:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.756,231.29500000000002,198.73000000000002,271.796,286.75,249.17,,,,,,,,,281.15,,289.9,316.81,,,,,264.79499999999996,257.48333333333335,259.40333333333336,240.62,230.0733333333333,216.0,250.07,,,,,,,,,,,,,224.04,198.35333333333332,187.48333333333332,216.67800000000003,287.93,286.595,282.90500000000003,290.08666666666664,300.74,277.7375,305.7,301.7975,248.4375,238.62600000000003,240.56799999999998,229.882,222.446,237.27000000000004,245.39166666666668,270.396,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.27,278.7,282.21000000000004,260.22,246.57,231.04,,,,,,,236.185,261.268,271.152,,298.39,,,
2017-05-24 22:06:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.9975,231.01000000000002,198.38000000000002,270.83500000000004,286.75,,,,,,,,,,281.15,,289.9,316.81,,,,,264.79499999999996,257.48333333333335,259.40333333333336,245.33,230.81999999999994,213.12,250.07,,,,,,,,,,,,,224.04,198.35333333333332,187.48333333333332,216.67800000000003,287.93,286.595,282.90500000000003,290.08666666666664,300.74,277.7375,305.7,301.7975,248.4375,238.62600000000003,240.56799999999998,229.882,222.446,237.27000000000004,245.39166666666668,270.396,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,276.03333333333336,252.255,242.51,226.04500000000002,,,,,,,236.185,261.268,271.152,,298.39,,,
2017-06-18 22:00:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,279.9975,224.645,193.95250000000001,270.83500000000004,286.75,,,,,,,,,,281.15,,289.9,316.81,,,,,262.07,255.17499999999998,254.675,247.65000000000003,230.81999999999994,213.12,250.07,,,,,,,,,,,,,222.83333333333334,193.065,182.36499999999995,207.19250000000005,302.08,294.77,288.26,293.65999999999997,303.90333333333336,277.8833333333333,307.71666666666664,304.3433333333333,248.55666666666664,238.10000000000002,240.42999999999998,229.305,221.7675,236.81000000000003,245.46800000000002,270.8675,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,276.03333333333336,252.255,242.51,226.04500000000002,,,,,,,235.94333333333336,260.74249999999995,269.8375,,298.4575,,,
2017-07-04 22:00:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,279.9975,224.645,193.95250000000001,270.83500000000004,286.75,,,,,,,298.82,,,281.15,,289.9,316.81,,,,,262.07,255.17499999999998,254.675,247.65000000000003,230.81999999999994,213.12,250.07,,,,,,,,,,,,,222.83333333333334,193.065,182.36499999999995,200.97600000000006,302.08,294.77,288.26,293.65999999999997,304.895,283.9375,307.3275,304.31,248.9475,238.10000000000002,240.42999999999998,229.305,221.7675,236.81000000000003,245.46800000000002,270.8675,,,,271.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,276.03333333333336,252.255,242.51,226.04500000000002,,,,,,,235.94333333333336,260.74249999999995,269.8375,,298.4575,,,
2017-08-28 22:07:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,278.445,215.8,185.61,268.025,,,,,,,,298.82,,,281.15,,,316.81,,,,,271.58,260.015,261.32500000000005,257.315,253.95,211.49,250.07,,,,,,,,,,,,,221.07666666666668,172.33,172.85,184.24000000000004,,,,279.195,304.0725,282.755,307.71000000000004,304.1275,246.0075,236.7525,239.3725,227.1175,219.1825,234.77,242.64400000000006,269.9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,276.03333333333336,252.255,242.51,227.4766666666667,,,,,,,232.81333333333336,259.1925,265.5825,,296.455,,,
2017-09-06 22:01:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,279.53333333333336,223.4766666666667,187.49666666666667,267.0566666666667,287.55,,,,,,,298.82,,,281.15,,,316.81,,,,,271.58,256.8833333333334,261.32500000000005,245.52666666666664,247.97333333333333,215.35500000000002,248.14,,,,,,,,,,,,,221.07666666666668,172.33,172.85,188.7975,,,,279.195,304.0725,282.755,307.71000000000004,304.1275,246.0075,236.7525,239.3725,227.1175,219.1825,234.77,242.64400000000006,269.9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,276.03333333333336,252.255,242.51,227.4766666666667,,,,,,,232.81333333333336,259.1925,265.5825,,296.455,,,
2017-10-24 22:01:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,282.08666666666664,225.88,192.6,270.025,287.55,,,,,,,298.82,,,,,,,,,,,271.58,259.27000000000004,274.54,238.31499999999997,254.35999999999999,219.22,246.21,,,,,,,,,,,,,221.48,,,200.75500000000005,,,,276.11,303.68,289.67999999999995,305.0400000000001,300.89,245.13500000000002,233.02999999999997,236.70999999999998,224.33500000000004,216.50000000000003,233.41500000000002,241.81000000000006,263.06999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,267.37,252.255,242.51,227.4766666666667,,,,,,,230.5,258.37,265.29999999999995,,295.11999999999995,155.04,,
2017-10-31 22:07:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,285.27,225.82333333333335,193.2833333333333,265.12,287.55,,,,,,,298.82,,,,,,,,,,,271.58,259.27000000000004,274.54,238.31499999999997,254.35999999999999,219.22,246.21,,,,,,,,,,,,,222.805,202.05,189.73,206.82333333333338,287.65,278.55,284.41,281.175,303.4433333333333,292.3566666666666,305.0400000000001,300.89,245.13500000000002,233.02999999999997,236.70999999999998,224.33500000000004,230.42333333333332,235.86,246.51666666666668,266.8766666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.01,295.955,277.005,267.37,252.255,242.51,227.4766666666667,,,,,,,243.39666666666665,260.94666666666666,272.22666666666663,,298.9166666666667,155.04,,
2017-12-02 22:07:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,285.27,225.82333333333335,193.2833333333333,265.12,287.55,,,,,,,298.82,,,,,,,,,,,271.58,259.27000000000004,274.54,238.31499999999997,254.35999999999999,219.22,246.21,,,,,,,,,,,,,223.0,207.97,189.73,206.82333333333338,287.65,290.59000000000003,289.405,286.9066666666667,303.795,290.4425,305.13000000000005,300.48333333333335,248.00666666666666,239.5,241.70499999999998,229.60000000000002,235.71666666666667,239.46333333333334,252.59,270.18333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.34,,,,,,,247.4433333333333,265.91,280.74999999999994,,303.7333333333333,155.04,,
2017-12-11 22:01:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,325.9,,,,,,,,,,,,,,,,,,291.37,292.5133333333333,225.82333333333335,196.8225,273.725,287.55,,,,,,,298.82,,,,280.55,,,,,,,271.58,259.27000000000004,257.95500000000004,230.34,247.33333333333334,220.72,244.63,,,,,,,,,,,,,223.0,207.97,189.73,206.82333333333338,287.65,290.59000000000003,289.405,286.9066666666667,303.795,290.4425,305.13000000000005,300.48333333333335,248.00666666666666,239.5,241.70499999999998,229.60000000000002,235.71666666666667,239.46333333333334,252.59,270.18333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.34,,,,,,,247.4433333333333,265.91,280.74999999999994,,303.7333333333333,155.04,,
2018-01-19 22:07:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.5133333333333,235.95999999999998,202.20666666666668,273.725,287.55,,,,,,,,,,,280.55,,,,,,,271.58,259.27000000000004,257.95500000000004,227.2775,247.33333333333334,220.72,244.63,,,,,,,,,,,,,222.0125,203.4766666666667,191.35,235.13333333333335,286.41999999999996,285.7166666666667,285.06666666666666,286.3125,301.38250000000005,283.0925,302.09,298.66,245.21,235.02666666666667,238.72333333333333,228.62,233.0275,239.41750000000002,253.9475,267.6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.34,,,,,,,245.29999999999998,265.7125,278.9325,,304.38,155.04,,
2018-01-28 22:00:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.38,234.23000000000002,205.265,270.66333333333336,284.745,,,,,290.63,,,,,,280.55,,335.74,,,,,271.58,259.27000000000004,257.95500000000004,227.2775,247.33333333333334,220.72,244.63,,,,,,,,,,,,,222.0125,203.4766666666667,191.35,235.13333333333335,286.41999999999996,285.7166666666667,285.06666666666666,286.3125,301.38250000000005,283.0925,302.09,298.66,245.21,235.02666666666667,238.72333333333333,228.62,233.0275,239.41750000000002,253.9475,267.6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.34,,,,,,,245.29999999999998,265.7125,278.9325,,304.38,158.01999999999998,,
2018-03-17 22:00:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.58,288.255,232.28333333333333,206.22,273.435,280.345,,,,,290.63,,,,,,280.55,,335.74,,,,,,,241.37,216.24,233.28,237.94,243.05,,,,,,,,,,,,,222.18999999999997,203.4766666666667,191.35,251.46500000000006,286.41999999999996,285.7166666666667,285.06666666666666,289.7133333333333,302.0133333333334,285.03666666666663,301.17499999999995,299.20500000000004,247.74,234.59000000000003,238.24499999999998,229.495,237.29333333333332,240.65666666666667,258.02,267.5266666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.7733333333333,267.19666666666666,282.40000000000003,,307.3766666666667,158.01999999999998,,
2018-03-24 22:06:44+00:00,,,,236.06,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.58,288.255,232.28333333333333,206.22,273.435,280.345,,,,,290.63,,,,,,280.55,,335.74,,,,,,,241.37,216.24,233.28,237.94,243.05,,,,,,,,,,,,,221.48499999999999,202.305,184.99,257.1233333333334,268.91999999999996,285.7166666666667,285.06666666666666,287.96500000000003,304.9825,282.615,302.4066666666667,301.33666666666664,247.48666666666668,235.08666666666667,240.04,230.7266666666667,234.04500000000002,240.0375,253.85500000000002,268.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.87249999999997,266.285,280.59749999999997,,307.57500000000005,158.01999999999998,,
2018-04-18 22:00:19+00:00,,,,236.06,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.58,285.964,232.4975,202.936,273.435,280.2366666666667,,,,,290.63,,,,,,280.55,,335.74,,,,,,,228.16500000000002,217.89,229.42000000000002,231.38333333333333,243.05,,,,,,,,,,,,,221.48499999999999,202.305,184.99,257.1233333333334,268.91999999999996,285.7166666666667,285.06666666666666,287.96500000000003,304.9825,282.615,302.4066666666667,301.33666666666664,247.48666666666668,235.08666666666667,240.04,230.7266666666667,234.04500000000002,240.0375,253.85500000000002,268.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.87249999999997,266.285,280.59749999999997,,307.57500000000005,158.01999999999998,,
2018-04-25 22:06:26+00:00,,,,236.06,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.58,285.2475,232.30000000000004,201.69250000000002,273.435,280.2366666666667,,,,,290.63,,,,,,280.55,,335.74,,,,,,258.97,216.88333333333333,224.67,240.88,231.38333333333333,243.05,,,,,,,,,,,,280.67,221.48499999999999,202.305,184.99,264.74000000000007,268.91999999999996,285.7166666666667,280.25,284.86,302.252,280.074,301.01,298.9225,245.1025,234.5675,239.64999999999998,229.15,230.82,239.262,252.158,267.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.38,,,,,,,,,,244.0,264.58000000000004,277.82399999999996,,306.076,161.0,,
2018-08-08 22:00:25+00:00,,,,236.06,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.405,277.31666666666666,230.15333333333334,191.67333333333332,,279.385,,,,266.05,,,,,,,,,,,,,,,258.97,205.9333333333333,227.3733333333333,237.41,226.38,,,,,,,,,,,,,280.67,219.37,198.79,172.27,268.44,233.92,,265.8,277.58,312.8966666666667,272.63000000000005,300.845,298.64,242.46499999999997,234.54499999999996,241.05499999999995,228.805,221.10999999999996,237.17,243.365,267.46999999999997,,,,,335.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.38,,,,,,,,,,235.34000000000003,267.65000000000003,270.9599999999999,,304.125,,,
2018-08-24 22:00:33+00:00,,,,236.06,233.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.405,279.29,232.065,190.6475,278.8,279.385,,,,268.1,,,,,,,,,,,,,,,258.97,205.9333333333333,227.3733333333333,237.41,226.38,,,,,,,,,,,,,280.67,219.37,198.79,172.27,268.44,233.92,,265.8,277.58,312.8966666666667,272.63000000000005,300.845,298.64,242.46499999999997,234.54499999999996,241.05499999999995,228.805,221.10999999999996,237.17,243.365,267.46999999999997,,296.52,276.81,,335.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.38,,,,,,,,,,235.34000000000003,267.65000000000003,270.9599999999999,,304.125,,,
2018-10-18 22:07:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.23,281.57500000000005,231.065,188.85,278.8,,,,,268.1,,,,,,,,,,,,,,,258.97,201.41999999999996,230.46499999999997,243.33499999999998,207.21,,,,,,,,,,,,,280.67,228.46,202.6,191.61,264.63,244.69,279.22,273.735,272.44,312.40000000000003,274.84000000000003,306.77,298.365,244.58999999999997,236.27499999999998,240.78,228.055,221.74,238.615,249.50500000000002,268.545,,296.52,276.81,,335.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.38,,,,,,,,,,233.96499999999997,267.57666666666665,272.27,,299.99,,,
2018-11-12 22:00:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.23,292.2966666666667,232.0233333333333,188.85,272.615,285.98,,,254.7,268.1,,,,,,,,,,,,,,,,208.52,214.65499999999997,224.8,210.275,,,,,,,,,,,,,,228.46,202.6,191.61,264.63,244.69,279.22,281.67,,333.47,279.77,316.72,305.05,251.23,239.54,243.08,231.69,225.56,241.07,253.64,273.17,,296.52,276.81,,335.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.42,272.485,277.81,,299.9,159.69,,
2018-12-21 22:07:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.23,292.2966666666667,232.0233333333333,188.85,272.615,285.98,,,254.7,268.1,,,,,,,,,,,,,,,,208.52,214.65499999999997,224.8,210.275,,,,,,,,,,,,,,230.56,204.89499999999998,194.925,267.49000000000007,239.76,281.81,283.415,311.1,321.06,279.775,316.72,305.05,251.23,239.54,243.08,231.69,225.56,224.865,253.64,273.17,,296.52,276.81,,335.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.42,272.485,277.81,,299.9,159.69,,
2019-01-22 22:07:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.23,292.2966666666667,232.0233333333333,188.85,272.615,285.98,,,254.7,268.1,,,,,,,,,,,,,,,,208.52,214.65499999999997,224.8,210.275,,,,,,,,,,,,,,227.18666666666664,206.6966666666667,193.47000000000003,270.63000000000005,246.0633333333333,270.30333333333334,283.415,300.63,312.21,278.12999999999994,307.68,300.005,248.655,229.57,241.07,231.32,225.21,230.42,256.045,268.31,,296.52,276.81,,335.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.83499999999998,269.3333333333333,279.42499999999995,,298.205,159.69,,
2019-02-07 22:06:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.475,235.86999999999998,187.57,272.615,285.98,,,254.7,270.15,,,,,,,,,,,,,,,,,213.39,226.73,213.34,,,,,,,,,,,,,,226.60500000000002,209.625,193.675,278.83500000000004,246.0633333333333,270.30333333333334,287.32666666666665,304.89000000000004,304.8633333333333,279.905,307.74666666666667,304.80333333333334,249.0666666666667,228.9,242.07666666666668,233.35333333333332,226.53666666666666,234.16,258.6266666666667,268.68666666666667,,296.52,276.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.95666666666668,265.50666666666666,282.52,,300.6666666666667,159.69,,
2019-02-16 22:00:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.475,235.22333333333336,200.5,273.5,287.64,,,254.7,270.15,,,,294.21,,277.97,,,,,,,,,,,213.39,226.73,213.34,,,,,,,,,,,,,,226.60500000000002,209.625,193.675,277.36800000000005,246.0633333333333,270.30333333333334,287.32666666666665,304.89000000000004,304.8633333333333,279.905,307.74666666666667,304.80333333333334,249.0666666666667,228.9,242.07666666666668,233.35333333333332,226.53666666666666,234.16,258.6266666666667,268.68666666666667,,300.09000000000003,276.175,270.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.95666666666668,265.50666666666666,282.52,,300.6666666666667,159.31,,
