dates,satname,nzd0298-0000,nzd0298-0001,nzd0298-0002,nzd0298-0003,nzd0298-0004,nzd0298-0005,nzd0298-0006,nzd0298-0007,nzd0298-0008,nzd0298-0009
2013-12-16 22:02:09.908000,L8,296.05,300.66,332.00,326.27,305.23,300.88,305.39,316.39,322.22,323.22
2014-06-19 21:54:11.305000,L8,,280.79,309.61,322.53,306.97,291.23,303.95,311.81,317.05,317.73
2014-09-23 21:54:33.372000,L8,376.30,350.12,345.40,363.71,364.26,347.70,335.81,351.49,364.27,370.96
2014-12-03 22:00:25.829000,L8,297.31,291.60,314.02,321.95,308.85,299.27,303.72,308.80,320.55,330.31
2015-01-04 22:00:17.911000,L8,348.50,348.06,351.40,355.44,366.48,365.60,372.66,372.78,365.01,367.87
2015-01-04 22:00:41.874000,L8,346.11,344.86,349.51,354.42,372.22,364.11,371.40,371.11,363.68,366.41
2015-04-03 21:53:50.839000,L8,,290.33,309.94,325.77,303.86,298.84,303.33,305.01,318.85,
2015-04-19 21:53:50.674000,L8,,291.77,309.78,323.10,303.13,299.71,304.23,307.26,322.54,
2015-08-25 21:54:15.555000,L8,,295.50,306.30,322.57,300.75,297.82,301.83,302.74,320.15,
2015-10-03 22:00:16.404000,L8,,286.79,302.79,318.36,303.02,297.81,297.16,297.07,314.08,
2016-01-23 22:00:20.166000,L8,290.08,293.61,314.15,322.49,306.15,302.24,299.92,317.91,323.23,326.38
2016-02-01 21:54:31.283000,L8,,287.62,304.46,315.28,301.50,291.83,295.24,298.40,313.91,
2016-02-24 22:00:08.984000,L8,,292.37,309.17,320.87,302.61,297.86,297.63,302.66,320.58,321.39
2016-02-24 22:00:32.934000,L8,296.57,296.76,313.52,329.57,306.87,302.20,305.29,319.08,324.57,327.50
2016-03-20 21:54:15.119000,L8,,294.14,308.60,323.82,304.65,300.73,300.54,307.52,324.86,
2016-04-28 21:59:49.549000,L8,,280.01,305.63,319.09,298.44,296.25,298.48,302.31,317.06,
2016-05-14 21:59:48.138000,L8,,285.64,307.34,321.49,300.95,299.41,299.00,307.93,321.08,
2016-07-17 22:00:37.249000,L8,,274.56,305.34,316.32,299.08,294.19,299.48,300.30,316.54,
2016-07-26 21:54:28.635000,L8,,276.09,305.59,315.46,298.93,294.39,300.36,304.30,315.23,
2016-09-12 21:54:42.081000,L8,,,,,299.62,294.44,297.55,297.99,317.34,
2016-11-22 22:00:35.730000,L8,294.12,291.54,311.39,339.92,307.12,299.15,299.21,302.56,318.11,322.95
2016-12-17 21:54:43.657000,L8,,291.57,306.00,319.74,305.43,296.29,303.25,307.58,316.18,
2016-12-24 22:00:29.402000,L8,,290.75,308.65,319.31,304.28,295.80,297.99,302.43,316.12,
2017-01-25 22:00:20.789000,L8,,290.12,304.82,319.36,303.09,295.12,297.22,300.15,317.75,
2017-02-03 21:54:29.385000,L8,294.66,293.21,307.84,325.04,305.35,304.79,303.30,306.91,319.25,328.17
2017-03-30 21:59:50.258000,L8,,284.68,300.04,316.76,298.19,290.55,291.45,,,
2017-03-30 22:00:14.213000,L8,,278.36,298.66,314.80,296.83,286.60,289.28,,,
2017-04-15 22:00:06.096000,L8,,,302.20,311.75,295.50,280.61,288.45,,,
2017-07-04 22:00:02.623000,L8,,,297.09,304.83,292.68,282.21,289.41,,,
2017-08-21 22:00:43.875000,L8,,280.70,305.15,319.49,297.35,295.07,294.47,299.86,311.96,
2017-12-04 21:54:37.226000,L8,296.98,301.11,317.48,327.54,311.06,305.91,305.70,312.71,325.89,331.75
2017-12-11 22:00:24.535000,L8,,290.42,305.86,319.43,302.36,295.28,295.53,301.49,314.42,
2017-12-11 22:00:48.493000,L8,293.48,298.23,311.57,326.17,307.98,301.26,301.29,309.31,321.90,327.27
2018-01-12 22:00:43.434000,L8,301.67,304.97,321.00,333.00,316.36,307.20,309.13,317.73,327.99,333.34
2018-03-26 21:53:57.680000,L8,,,304.26,313.59,297.78,289.04,294.06,297.26,315.27,
2018-08-01 21:53:46.752000,L8,,,305.62,316.80,299.23,296.44,298.60,304.93,315.54,321.37
2018-08-24 21:59:45.716000,L8,,,303.10,305.26,297.00,287.39,294.91,294.07,310.78,
2018-10-04 21:54:14.507000,L8,,,,,304.47,296.89,297.32,304.27,314.42,
2018-10-20 21:54:20.636000,L8,,,310.66,323.86,308.52,300.92,301.43,313.76,318.64,326.61
2018-11-05 21:54:24.009000,L8,,,302.53,319.34,304.38,295.19,296.65,305.50,312.56,
2018-11-12 22:00:11.406000,L8,,,297.70,311.74,301.58,292.33,291.31,299.66,310.12,
2018-11-12 22:00:35.361000,L8,,,299.88,316.70,304.29,296.06,295.08,302.78,312.86,
2018-12-30 22:00:07.697000,L8,,,301.11,318.37,301.25,295.39,294.47,299.88,313.45,321.73
2019-01-31 22:00:25.273000,L8,297.41,301.75,310.93,330.05,316.04,303.69,308.02,317.33,329.39,334.01
2019-03-04 22:00:18.869000,L8,,292.18,303.58,318.50,302.74,293.66,296.32,304.13,317.33,
2019-08-04 21:54:33.055000,L8,,,,,298.18,293.42,291.41,301.53,314.00,
2019-08-27 22:00:50.444000,L8,,,301.63,301.09,296.87,287.86,291.87,,,
2019-10-07 21:54:50.962000,L8,,297.92,305.97,321.47,306.21,298.33,297.68,304.03,316.58,322.80
2019-11-08 21:54:50.637000,L8,299.99,300.92,308.50,322.44,309.60,300.12,296.14,310.48,317.22,327.66
2020-01-02 22:00:27.823000,L8,321.47,355.31,327.76,336.77,326.44,324.50,326.06,325.78,361.60,368.99
2020-01-02 22:00:51.777000,L8,320.34,353.15,325.80,336.17,326.17,323.99,325.19,325.16,361.38,368.17
2020-07-28 22:00:11.422000,L8,,286.63,303.00,315.24,299.89,293.78,298.08,301.81,314.60,321.32
2021-02-21 22:00:17.499000,L8,,293.21,306.39,320.64,303.80,297.48,296.18,303.78,317.90,
2021-06-29 22:00:08.802000,L8,,306.20,308.17,324.84,303.63,302.21,299.39,309.41,319.94,329.59
2021-07-15 22:00:09.869000,L8,414.95,307.82,309.39,329.13,320.93,318.63,316.57,318.18,324.43,340.07
2021-11-18 21:59:46.984000,L9,287.03,298.45,307.83,328.46,308.44,301.02,297.36,310.89,317.78,330.81
2021-11-18 22:00:10.866000,L9,,298.17,308.31,329.48,308.25,301.44,297.64,310.81,317.53,330.39
2022-01-31 22:00:31.750000,L9,,356.80,362.14,367.02,362.14,371.90,362.52,367.32,369.89,377.77
2022-02-16 22:00:50.156000,L9,296.74,303.77,311.87,326.34,308.78,301.10,298.76,310.31,324.86,331.66
2022-06-25 21:54:42.519000,L8,291.66,328.12,336.70,351.50,346.10,343.52,341.94,343.98,346.93,364.93
2022-08-03 22:00:42.274000,L8,,,,,299.13,291.57,294.10,303.30,310.84,
2022-08-04 21:54:34.955000,L9,,296.06,306.15,320.59,301.71,297.14,298.41,305.28,313.29,
2022-08-11 22:00:25.754000,L9,,,301.40,293.18,298.64,287.63,289.40,297.68,308.93,
2022-10-31 21:55:07.112000,L8,,295.14,308.83,321.32,308.06,299.96,296.09,309.07,310.55,
2022-11-07 22:00:52.809000,L8,,290.80,304.45,320.91,306.04,297.37,291.30,303.59,308.69,
2022-11-24 21:54:55.524000,L9,,300.87,311.77,327.98,314.13,303.40,298.12,307.82,316.31,320.54
2023-02-19 22:00:37.131000,L9,299.52,314.93,316.20,335.25,312.83,306.83,298.67,316.82,316.51,330.45
2023-06-28 21:54:03.043000,L8,,,305.11,315.06,304.78,293.38,300.12,306.88,,
2023-07-29 22:00:19.281000,L9,,,304.65,308.92,298.82,289.80,290.23,300.32,,
2023-08-31 21:54:28.141000,L8,,296.86,307.41,321.20,306.62,299.12,298.84,309.43,292.90,
2023-09-07 22:00:13.876000,L8,,298.91,308.09,323.31,304.82,300.06,299.31,307.86,289.50,324.70
2023-09-15 22:00:44.069000,L9,,297.86,306.55,324.19,305.56,301.13,297.09,306.57,280.79,
2023-09-16 21:54:32.382000,L8,,300.18,308.80,324.50,309.43,305.78,299.82,307.83,292.95,323.45
2023-11-11 21:54:39.153000,L9,,299.70,311.41,320.81,308.33,298.62,296.87,309.40,286.40,
2023-12-20 22:00:35.660000,L9,,296.95,306.24,319.25,304.89,298.14,294.67,302.42,,
2024-03-01 22:00:36.699000,L8,292.49,304.95,314.82,331.05,309.36,305.98,298.37,310.88,320.63,326.80
2024-03-09 22:00:26.085000,L9,,300.74,310.62,325.24,306.35,299.91,298.62,310.05,314.87,330.16
2024-03-10 21:54:19.621000,L8,288.93,305.33,318.13,327.60,310.85,302.97,304.22,316.18,321.47,337.10
2024-03-17 22:00:02.951000,L8,,311.09,314.84,331.96,310.13,304.39,298.69,312.51,325.86,332.52
2024-04-02 21:59:51.974000,L8,,291.27,303.28,317.90,301.70,296.36,293.18,302.29,311.49,319.20
2024-04-18 21:59:42.998000,L8,,296.99,305.43,321.40,303.00,298.42,296.41,306.62,312.53,320.93
2024-04-18 22:00:06.948000,L8,290.08,308.22,310.70,332.26,309.65,305.46,304.91,315.09,325.31,333.48
2024-04-26 21:59:52.837000,L9,,293.42,304.71,322.55,300.90,297.22,297.84,305.61,311.92,324.98
2024-04-26 22:00:16.792000,L9,,287.86,302.87,320.29,298.99,294.91,295.49,302.09,307.89,
2024-06-21 21:59:53.176000,L8,,304.97,312.90,334.76,308.45,304.98,313.39,322.72,331.21,342.29
2024-09-01 22:00:24.297000,L9,,298.51,308.36,321.66,304.72,302.17,300.23,307.33,301.17,322.15
2024-09-25 22:00:07.373000,L8,,297.53,307.37,321.99,305.43,298.89,,,,
2024-10-11 22:00:14.962000,L8,,300.35,308.19,323.46,307.27,299.84,301.47,307.38,293.44,325.86
2024-10-11 22:00:38.921000,L8,,300.05,307.75,322.87,306.57,299.57,301.09,306.32,292.95,324.32
2024-10-12 21:54:27.194000,L9,,298.23,307.39,320.63,307.05,299.52,,,,
2024-10-19 22:00:22.676000,L9,,305.33,313.51,325.49,311.24,302.50,306.87,313.92,309.39,333.84
2024-12-14 22:00:15.605000,L8,369.37,347.68,372.84,393.91,369.95,361.58,350.15,358.30,380.39,367.84
2024-12-14 22:00:39.564000,L8,,298.87,308.67,324.53,304.61,295.54,297.28,310.56,310.47,337.40
2025-01-07 22:00:21.956000,L9,313.70,311.45,332.87,348.89,334.56,352.10,355.20,336.97,348.37,341.03
2025-02-08 22:00:47.535000,L9,,300.06,306.71,322.64,306.85,299.07,295.95,308.00,,
2025-02-24 22:00:21.663000,L9,,299.96,307.48,324.09,306.04,301.25,297.10,308.85,320.81,326.19
2025-02-25 21:54:19.029000,L8,,304.34,308.73,327.70,312.36,302.05,299.90,316.20,323.52,333.94
2025-03-28 22:00:30.767000,L9,,302.52,307.65,334.57,306.52,304.57,298.07,308.96,321.29,326.48
2025-05-07 22:00:01.777000,L8,,296.08,304.19,322.45,301.09,297.98,299.07,304.33,315.56,323.48
2025-05-15 21:59:47.510000,L9,,295.21,303.12,322.68,298.98,297.55,302.03,304.37,316.36,326.08
2025-09-29 21:54:44.937000,L9,,297.12,308.08,323.92,306.25,301.33,296.16,306.36,310.61,324.06
2025-11-07 22:01:01.730000,L9,,311.53,321.40,326.94,315.82,304.31,298.49,315.87,323.52,337.17
2025-11-16 21:54:49.520000,L9,,302.82,309.03,327.71,307.42,301.75,298.80,314.00,322.98,339.53
