dates,nzd0549-0000,nzd0549-0001,nzd0549-0002,nzd0549-0003,nzd0549-0004,nzd0549-0005,nzd0549-0006,nzd0549-0007,nzd0549-0008,nzd0549-0009,nzd0549-0010,nzd0549-0011,nzd0549-0012,nzd0549-0013,nzd0549-0014,nzd0549-0015,nzd0549-0017,nzd0549-0018,nzd0549-0019,nzd0549-0020,nzd0549-0021,nzd0549-0022,nzd0549-0023,nzd0549-0024,nzd0549-0025,nzd0549-0026,nzd0549-0027,nzd0549-0028,nzd0549-0029,nzd0549-0030,nzd0549-0031,nzd0549-0032,nzd0549-0033,nzd0549-0034,nzd0549-0035,nzd0549-0036,nzd0549-0037,nzd0549-0048,nzd0549-0049,nzd0549-0050,nzd0549-0051,nzd0549-0052,nzd0549-0053,nzd0549-0054,nzd0549-0055,nzd0549-0056,nzd0549-0057,nzd0549-0058,nzd0549-0059,nzd0549-0060,nzd0549-0061,nzd0549-0062,nzd0549-0063,nzd0549-0064,nzd0549-0069,nzd0549-0070,nzd0549-0071,nzd0549-0072,nzd0549-0073,nzd0549-0074,nzd0549-0079,nzd0549-0080,nzd0549-0081,nzd0549-0082,nzd0549-0083,nzd0549-0084,nzd0549-0085,nzd0549-0086,nzd0549-0101,nzd0549-0102,nzd0549-0103,nzd0549-0114,nzd0549-0115,nzd0549-0116,nzd0549-0118,nzd0549-0119,nzd0549-0120,nzd0549-0121,nzd0549-0122,nzd0549-0123,nzd0549-0124,nzd0549-0125,nzd0549-0126,nzd0549-0127,nzd0549-0128,nzd0549-0129,nzd0549-0130,nzd0549-0131,nzd0549-0132,nzd0549-0138,nzd0549-0139,nzd0549-0140,nzd0549-0141,nzd0549-0142,nzd0549-0144,nzd0549-0145,nzd0549-0146,nzd0549-0147,nzd0549-0148,nzd0549-0149,nzd0549-0150,nzd0549-0151,nzd0549-0152,nzd0549-0153,nzd0549-0154,nzd0549-0155,nzd0549-0156,nzd0549-0157,nzd0549-0158,nzd0549-0159,nzd0549-0160,nzd0549-0161,nzd0549-0162,nzd0549-0163,nzd0549-0164,nzd0549-0165,nzd0549-0166,nzd0549-0167,nzd0549-0168,nzd0549-0169,nzd0549-0170,nzd0549-0171,nzd0549-0172,nzd0549-0174,nzd0549-0175,nzd0549-0176,nzd0549-0177,nzd0549-0178,nzd0549-0179,nzd0549-0180,nzd0549-0181,nzd0549-0182,nzd0549-0183,nzd0549-0184,nzd0549-0185,nzd0549-0186,nzd0549-0187,nzd0549-0188,nzd0549-0189,nzd0549-0190,nzd0549-0191,nzd0549-0192,nzd0549-0193,nzd0549-0194,nzd0549-0046,nzd0549-0047,nzd0549-0065,nzd0549-0066,nzd0549-0078,nzd0549-0105,nzd0549-0106,nzd0549-0107,nzd0549-0108,nzd0549-0109,nzd0549-0113,nzd0549-0117,nzd0549-0133,nzd0549-0134,nzd0549-0135,nzd0549-0136,nzd0549-0137,nzd0549-0173,nzd0549-0016,nzd0549-0076,nzd0549-0077,nzd0549-0087,nzd0549-0088,nzd0549-0089,nzd0549-0090,nzd0549-0091,nzd0549-0092,nzd0549-0093,nzd0549-0094,nzd0549-0098,nzd0549-0099,nzd0549-0100,nzd0549-0104,nzd0549-0111,nzd0549-0112,nzd0549-0143,nzd0549-0095,nzd0549-0096,nzd0549-0097,nzd0549-0075,nzd0549-0038,nzd0549-0045,nzd0549-0067,nzd0549-0068,nzd0549-0110,nzd0549-0043,nzd0549-0044,nzd0549-0040,nzd0549-0041,nzd0549-0042,nzd0549-0039,satname
2013-11-03 22:22:56.012,291.21,257.9266666666667,,230.04,158.43,,511.51,519.61,379.16,312.02,327.38,,,,,,,,,,,331.51,,,,,342.805,480.99333333333334,,,,,147.14,152.49,286.19666666666666,293.3533333333333,351.6433333333334,386.27333333333337,458.46000000000004,472.35999999999996,487.2,497.90250000000003,502.59999999999997,495.27,506.78,516.0833333333334,478.7833333333333,471.2733333333333,443.4633333333333,347.40250000000003,240.4,270.15,236.23,,268.9,,,,,,,,435.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.67,,488.43,498.49333333333334,489.52,477.3,472.10999999999996,484.63,464.5566666666667,457.8866666666666,448.89333333333326,446.57666666666665,437.6966666666667,429.4466666666667,422.1166666666666,405.3233333333333,423.515,387.8933333333334,380.6466666666667,376.06333333333333,395.195,398.02,401.32,373.775,347.44,358.37,355.09000000000003,347.005,351.245,345.515,319.52333333333337,314.7133333333333,311.18,313.77,307.3666666666667,300.68333333333334,274.76666666666665,258.0233333333333,,196.13,,,167.95,,,,,,,,,,,411.51666666666665,,,,,,,,,,,,,,,,,,,,,,,,452.44,195.23333333333335,173.24,,,414.895,,,,,L8
2013-11-26 22:28:34.840,291.21,257.9266666666667,,230.04,158.43,,511.51,519.61,379.16,312.02,327.38,,,,,352.36,,,415.47,,274.03,331.51,,422.34,,,342.805,480.99333333333334,,,,,147.14,152.49,286.19666666666666,293.3533333333333,351.6433333333334,386.27333333333337,458.46000000000004,472.35999999999996,487.2,497.90250000000003,502.59999999999997,495.27,506.78,516.0833333333334,478.7833333333333,471.2733333333333,443.4633333333333,347.40250000000003,240.4,270.15,236.23,,268.9,,,,,,,,435.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.67,,488.43,500.9575,491.205,481.03000000000003,476.1625,485.08666666666664,467.28,459.9625,451.5825,448.2675,439.9825,431.28,423.8775,409.1925,424.1066666666666,390.925,384.0525,380.285,395.53999999999996,398.6566666666667,401.31333333333333,373.77,351.57,358.04333333333335,354.7033333333334,346.25666666666666,352.53999999999996,345.60666666666674,323.4375,318.0525,316.57,318.355,311.2025,303.655,272.82,258.0233333333333,446.82,196.13,,,167.95,,,,,,,,,,,413.695,,,,,,,,,,,,,,,,,,,,,,,,452.44,195.23333333333335,173.24,,,414.895,,,,,L8
2013-12-28 22:28:23.669,291.21,257.9266666666667,,230.04,158.43,,501.19,519.61,353.8333333333333,310.84666666666664,321.69666666666666,,,,,352.36,,,415.47,,274.03,,,422.34,,,342.09999999999997,465.0366666666667,,,,,147.14,152.49,286.19666666666666,293.3533333333333,351.6433333333334,386.27333333333337,458.46000000000004,472.35999999999996,487.2,497.96000000000004,502.59999999999997,495.27,506.78,516.0833333333334,478.7833333333333,471.2733333333333,443.4633333333333,348.74333333333334,240.4,270.15,236.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.87,499.0175,490.715,485.59,484.2525,475.975,466.42,460.5825,453.94,446.27250000000004,437.2675,429.4225,420.56500000000005,425.33,401.95,395.33750000000003,393.65,397.4325,399.745,401.645,375.9,365.5575,359.5,355.775,348.055,354.5825,347.0825,337.3525,328.8875,331.77750000000003,330.73,322.13,312.77,272.82,258.0233333333333,452.245,196.13,,,,,,,,,,,,,,420.4925,,,,,,,,,,,,,,,,,,,,,,,,,182.88000000000002,,,,413.79,,,,,L8
2014-02-23 22:21:32.043,291.21,257.9266666666667,,230.04,158.43,,501.19,,347.99,308.59,316.23999999999995,,,,,352.36,,,415.47,,274.03,,,422.34,,,323.71999999999997,457.86500000000007,,,,,149.08333333333334,152.49,290.475,296.64,357.985,384.4825,455.69,470.84250000000003,486.31,496.47749999999996,502.025,494.6,504.38,511.415,478.2175,461.815,439.4125,345.34999999999997,235.805,248.14999999999998,231.315,213.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.1266666666667,499.7033333333333,491.31666666666666,486.5133333333333,484.69,475.9633333333333,466.6766666666667,460.33,454.34999999999997,447.31,437.8666666666666,431.1033333333333,423.6733333333334,427.2733333333333,403.3433333333333,396.9766666666667,397.2466666666666,400.8,401.8533333333333,402.32,378.32666666666665,370.12999999999994,361.03,357.59,349.96000000000004,357.63999999999993,349.59666666666664,341.16333333333336,332.03333333333336,336.47333333333336,333.98333333333335,326.43666666666667,314.4866666666666,272.82,252.47,452.245,192.435,,,,,,,,,,,,,,421.6933333333333,,,,,,,,,,,,,,,,,,,,,,,,,179.44333333333336,,,,413.79,,,,,L8
2014-03-11 22:21:19.920,281.30333333333334,278.18,294.34,230.68,162.85000000000002,,501.19,,347.99,308.59,316.23999999999995,,,,,352.36,,,415.47,,274.03,,,422.34,,,323.71999999999997,457.86500000000007,,,,,149.34,158.0025,290.43199999999996,297.62399999999997,357.672,384.784,456.378,470.89400000000006,486.828,496.77799999999996,502.68999999999994,495.188,505.19,509.77200000000005,477.64799999999997,461.712,438.34799999999996,345.53999999999996,235.805,247.96666666666667,230.12333333333333,215.115,260.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.1266666666667,499.7033333333333,491.31666666666666,486.5133333333333,484.69,475.9633333333333,466.6766666666667,460.33,454.34999999999997,447.31,437.8666666666666,431.1033333333333,423.6733333333334,427.2733333333333,403.3433333333333,396.9766666666667,397.2466666666666,400.8,401.8533333333333,402.32,378.32666666666665,370.12999999999994,361.03,357.59,349.96000000000004,357.63999999999993,349.59666666666664,341.16333333333336,332.03333333333336,336.47333333333336,333.98333333333335,326.43666666666667,314.4866666666666,270.496,250.82600000000002,452.245,193.04,,,,,,,,,,,,,,421.6933333333333,,,,,,,,,,,,,,,,,,,,,,,,,180.225,,,,414.08500000000004,,,,,L8
2014-04-12 22:20:49.109,298.9166666666667,303.0,311.255,244.005,195.22500000000002,,490.87,,351.83,308.5,310.33,,,,,352.36,,,415.47,,274.03,,,428.455,429.55,,340.69,475.1,,,,,149.44333333333336,154.63333333333333,293.934,301.71,371.12800000000004,367.896,437.634,466.7200000000001,484.084,491.794,501.26599999999996,493.62399999999997,500.68,506.90600000000006,471.23999999999995,450.012,434.48999999999995,339.968,222.82999999999998,227.47333333333333,219.70000000000002,209.5666666666667,260.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.105,498.745,491.29999999999995,486.98,483.875,475.54999999999995,466.445,460.05,454.05499999999995,447.03000000000003,437.47999999999996,430.07,425.42500000000007,427.145,403.17999999999995,397.275,395.81999999999994,399.67,401.47,401.96999999999997,378.025,367.73,360.63,356.4599999999999,349.105,357.91999999999996,348.65,339.32,331.795,336.09000000000003,334.31500000000005,325.885,313.90999999999997,248.052,245.82,452.245,185.76,,,,,,,,,,,,,,421.45500000000004,,,,,,,,,,,,,,,,,375.72,,,,,,,,179.51333333333332,,,,414.08500000000004,,,,,L8
2014-05-05 22:26:35.984,306.895,348.88,311.255,244.005,195.22500000000002,,490.87,,361.17499999999995,313.51,322.095,,,,,352.36,,,415.47,,274.03,,,428.455,429.55,,340.69,475.1,,,,,151.54000000000002,174.54,299.5366666666667,308.4566666666667,385.99666666666667,355.19000000000005,422.66,462.4366666666668,481.93666666666667,487.2333333333333,500.1166666666666,491.98,500.68,495.6666666666667,465.91,434.95000000000005,424.6166666666666,331.41,222.82999999999998,227.47333333333333,219.70000000000002,209.5666666666667,260.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.1466666666667,499.4333333333334,491.3966666666667,488.48,485.7133333333333,476.7966666666666,468.1266666666667,461.0533333333333,454.47666666666663,447.3633333333333,437.26,430.06666666666666,422.6166666666666,425.73333333333335,402.3566666666666,395.7633333333333,394.3,398.76,401.15333333333336,401.43333333333334,375.90000000000003,365.7866666666667,360.0366666666667,355.90333333333336,347.19666666666666,356.9433333333333,347.39000000000004,337.5,330.02666666666664,333.37999999999994,333.2033333333334,324.07,312.80333333333334,223.98666666666668,234.48666666666668,453.12000000000006,185.76,,,,,,,,,,,,,,421.0033333333334,,,,,,,,,,,,,,,,,375.72,,,,,,,,177.57,282.91,,312.49,414.38,,,,,L8
2014-07-17 22:20:39.943,328.78000000000003,357.56,324.87333333333333,265.6433333333334,207.74666666666667,140.76,188.02,,370.52,318.52,333.86,,,,,310.71,,,,,,,,434.57,439.83000000000004,494.11,356.08,,157.33,184.47,232.06,239.19,151.54000000000002,174.54,302.5975,312.31,397.8425,342.03000000000003,406.53249999999997,456.9075,481.93666666666667,487.2333333333333,500.1166666666666,491.98,498.2525,493.1125,456.6125,428.2325,417.71250000000003,299.945,216.51666666666665,220.1875,212.2,202.285,260.2,,,,,,,,,,289.25,234.62,,,253.81,427.92,231.18,,,,192.5,,,,,,289.05,,257.45,283.81,,,,,,288.3,275.99,250.6,,,,,,,,,,,,,,,,,,,,509.23,500.81,491.59,491.48,489.39,479.29,471.49,463.06,455.32,448.03,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,181.02666666666664,231.59250000000003,303.05,174.5225,,,,505.2,,459.37,449.4,,362.23,330.69,,253.98,,420.1,,,,,,,,,,,,,,,,517.09,375.72,,,,,,,,177.57,282.91,,312.49,414.38,,,,,L8
2014-07-17 22:21:03.910,340.12,362.46000000000004,332.5325,277.39750000000004,214.56,142.66,188.06,,370.52,318.52,333.86,,,175.88,359.51,311.195,,,,,302.05,,,434.57,443.67,496.84000000000003,356.08,416.81,157.635,185.61,233.565,240.03,151.54000000000002,174.54,304.934,314.812,404.36199999999997,334.23,394.514,453.7700000000001,472.93749999999994,483.16749999999996,498.71750000000003,490.8225,497.18600000000004,491.784,452.174,424.564,414.03600000000006,281.392,213.9,216.38600000000002,207.398,198.308,260.2,,,,,,,,,,289.97,235.65,,,255.7,429.855,232.15,,,,201.485,,,,,,297.82500000000005,,248.13,300.445,,,,,,288.3,355.875,251.89999999999998,,,,,,,,,,,,,,,,,,,,509.23,500.81,491.59,491.48,489.39,479.29,471.49,463.06,455.32,448.03,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,170.6975,230.06199999999998,253.61666666666667,168.03400000000002,,,,505.78999999999996,,460.22,452.105,,362.23,349.625,,255.12,,420.1,,,,,,,,,,,,,279.21,,,517.09,375.72,,,,,,,,177.57,282.91,,312.49,414.38,,,,,L8
2014-08-02 22:20:46.799,340.12,362.46000000000004,332.5325,277.39750000000004,214.56,142.66,188.06,,370.52,336.335,333.86,,,193.445,359.51,316.7,,386.71,,,302.05,,,434.57,443.67,496.84000000000003,356.08,416.81,157.635,185.61,233.565,240.03,150.5566666666667,177.45,303.22499999999997,313.62,404.36199999999997,334.23,394.514,453.7700000000001,472.93749999999994,483.16749999999996,498.71750000000003,490.8225,497.18600000000004,491.784,452.174,424.564,414.03600000000006,264.085,208.06599999999997,207.77166666666668,200.61666666666667,194.02666666666667,260.2,,,,,,446.72,441.07,464.73,,289.97,235.65,,,255.7,429.855,232.15,,,264.44,201.485,,,,,,297.82500000000005,192.82,243.1966666666667,300.445,,,,,273.94,288.3,355.875,251.89999999999998,,,,,,,,,,,,,,,,,,,,509.23,500.81,491.59,491.48,489.39,479.29,471.49,463.06,455.32,448.03,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,170.6975,230.06199999999998,233.615,169.99166666666667,441.08,,450.28,493.3066666666667,,460.22,452.105,353.13,362.23,349.625,,258.97333333333336,256.99,420.1,347.69,,,,,,,,,,,,279.21,,417.19,517.09,375.72,,,,,,,,173.04999999999998,282.91,,312.49,414.38,,,,,L8
2014-08-02 22:21:10.767,340.12,362.46000000000004,332.5325,277.39750000000004,214.56,142.66,188.06,,370.52,342.96999999999997,333.86,,,191.85,359.51,319.7775,,387.835,,,302.05,,,434.57,443.67,496.84000000000003,356.08,416.81,157.635,185.61,233.565,240.03,150.37,178.96666666666667,302.2128571428571,313.18142857142857,404.36199999999997,334.23,394.514,453.7700000000001,472.93749999999994,483.16749999999996,498.71750000000003,490.8225,497.18600000000004,491.784,452.174,424.564,414.03600000000006,251.68285714285713,204.46166666666667,202.04714285714286,196.14285714285714,191.42857142857142,260.2,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,431.9433333333333,248.4,,,264.64,201.485,,,,,,297.82500000000005,193.465,241.145,300.445,490.05,,,,274.68,288.3,355.875,251.89999999999998,,,,,,,,,,,,,,,,,,,,509.23,500.81,491.59,491.48,489.39,479.29,471.49,463.06,455.32,448.03,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,170.6975,230.06199999999998,221.974,171.68,441.89,,452.08,487.78249999999997,,460.22,452.105,353.79499999999996,362.23,349.625,,261.6,256.99,420.1,349.305,,,,,,,,,,,,279.21,,418.635,517.09,375.72,,,,,,,,171.4725,282.91,,312.49,414.38,,,,,L8
2014-08-18 22:20:51.886,348.058,366.18,337.71999999999997,285.04200000000003,219.39000000000001,143.98333333333332,188.06,,370.52,342.96999999999997,333.86,,,191.85,359.51,319.7775,,387.835,,,302.05,,,434.485,436.76750000000004,491.06,356.08,416.81,159.10666666666668,187.84333333333333,234.1933333333333,245.04999999999998,175.912,212.46,303.31125,314.96625,407.52500000000003,326.1366666666667,386.26499999999993,445.955,472.32199999999995,481.63,497.076,490.35,496.8983333333333,490.635,449.65500000000003,422.29333333333335,412.43666666666667,246.8475,205.23714285714283,202.60375,196.98375,191.55625,260.2,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,431.9433333333333,291.115,368.78,,264.64,201.485,,,,,,302.17,227.79,241.0,300.445,400.38,,,,274.68,288.3,399.58666666666664,328.2333333333333,460.46,,,,,,,,432.2,437.19,430.93,,,,,,467.71,,486.12,509.23,500.81,491.59,491.48,489.39,479.29,481.935,482.885,479.22,452.23,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,163.62,226.86666666666667,212.06166666666664,170.175,441.89,,471.42333333333335,492.15199999999993,,457.16,440.66,353.79499999999996,362.23,349.625,,261.6,256.99,420.1,349.305,,,,,,,,,,,,279.21,,431.99333333333334,506.56,397.08000000000004,402.82,,,,,,,171.4725,282.91,511.37,312.49,414.38,,,,,L8
2014-08-18 22:21:15.849,353.5,368.97499999999997,341.4066666666667,290.33666666666664,222.8216666666667,145.0025,188.06,,370.52,342.96999999999997,333.86,,,191.85,359.51,319.7775,,387.835,,,302.05,,,434.96000000000004,433.10200000000003,488.275,356.08,416.81,160.1825,189.305,234.6725,247.895,193.235,232.766,304.36555555555555,316.5,410.3457142857143,320.6157142857143,380.57857142857137,445.2457142857143,472.075,480.74666666666667,496.31666666666666,490.205,496.8914285714286,489.94,448.06714285714287,420.8914285714286,411.5614285714286,243.32888888888888,206.105,203.18666666666667,197.85666666666668,191.87,260.2,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,453.8175,327.634,370.585,,264.64,201.485,,,,,,304.4375,245.9525,243.275,300.445,371.1066666666666,302.44,,308.71,263.03333333333336,288.3,421.885,366.8175,451.24,,,,,,,,433.385,437.75,431.61,,,,,,467.71,,486.12,509.23,500.81,491.59,491.48,489.39,479.29,485.6966666666667,489.94666666666666,487.43,457.02,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,159.03,224.80285714285716,205.19,169.47777777777776,441.89,,481.35,495.0833333333333,,456.0125,435.51,353.79499999999996,299.545,349.625,,257.88800000000003,235.92000000000002,420.1,349.305,,,,,,,,,,,,279.21,,431.99333333333334,503.33,404.66,404.09000000000003,,,,,,,171.4725,282.91,512.12,312.49,414.38,,,,,L8
2014-09-19 22:20:54.477,373.41166666666663,376.27833333333336,352.695,304.5166666666667,235.635,145.14600000000002,188.06,,370.52,342.96999999999997,333.86,,,191.85,359.51,319.7775,,387.835,,,302.05,,,434.96000000000004,433.10200000000003,488.275,356.08,416.81,160.37,189.51600000000002,234.71599999999998,248.824,226.038,261.30600000000004,307.34,320.5675,427.79800000000006,293.42333333333335,347.9866666666667,438.3583333333333,466.70799999999997,474.25600000000003,492.06399999999996,486.592,494.11833333333334,485.835,438.29833333333335,410.26833333333326,404.3666666666666,215.1925,203.44875,195.34,191.305,186.16875,,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,453.8175,327.634,359.4866666666667,338.15,264.64,201.485,,,,,,304.4375,245.9525,243.275,300.445,353.4125,300.7,286.75,311.03,263.03333333333336,288.3,421.885,366.8175,451.24,,,,,415.87,,,434.71000000000004,438.55,421.28999999999996,,,,,,467.71,,474.45,509.23,500.81,491.59,491.48,489.39,481.755,480.9975,481.115,483.91,458.2275,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,138.03833333333333,218.21833333333333,201.22,164.22875,441.89,,479.492,491.88428571428574,441.44,454.838,434.38,353.79499999999996,276.7966666666667,349.625,,254.99,228.0,420.1,349.305,,,,,,,,,,,,279.21,,439.73249999999996,503.65,407.93,404.09000000000003,,,,,,,158.27333333333334,282.91,513.3166666666667,312.49,,,,,,L8
2014-09-19 22:21:18.444,374.1557142857143,377.0228571428571,353.9342857142857,306.15285714285716,236.7242857142857,145.125,188.06,,370.52,342.96999999999997,333.86,,,191.85,359.51,319.7775,,387.835,,,302.05,,,434.96000000000004,433.10200000000003,488.275,356.08,416.81,160.37333333333333,189.47,234.55499999999998,249.235,233.8416666666667,270.50666666666666,307.8455555555555,320.85333333333335,427.79800000000006,292.1,345.8228571428572,438.3583333333333,468.01833333333326,474.84833333333336,491.53,485.9483333333333,494.44428571428574,485.92571428571426,439.38714285714286,410.3328571428571,404.86,215.26111111111112,204.31,196.83666666666667,192.82666666666668,187.03,,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,453.8175,327.634,361.39,335.855,264.64,201.485,,,,,,304.4375,245.9525,243.275,300.445,342.164,299.7966666666667,284.895,287.97333333333336,255.695,288.3,421.885,366.8175,451.24,,,,,415.87,,,434.99,438.5325,424.23,,,,,,467.71,,474.45,509.23,500.81,491.59,491.48,489.39,481.755,483.782,481.814,488.12399999999997,458.2275,436.82,430.06,417.0,422.91,400.71,392.74,391.26,396.94,400.52,400.36,371.65,361.9,358.85,354.79,343.38,354.99,344.87,333.86,326.49,327.96,330.98,320.44,310.59,137.88714285714283,218.1585714285714,198.24222222222224,165.21,441.89,,477.8633333333333,486.24,437.565,453.7283333333333,433.19,353.79499999999996,264.5375,349.625,,252.70428571428573,223.4,420.1,349.305,,,,,,,,,,,,279.21,,443.462,503.65,407.93,404.09000000000003,,,,,,,155.07,282.91,513.4975,312.49,,,,,,L8
2014-10-12 22:27:11.441,377.79833333333335,380.0566666666666,358.2283333333333,314.3966666666667,238.98166666666665,145.125,188.06,,370.52,339.09749999999997,333.86,,,191.85,359.51,319.7775,,387.835,,,302.05,,,435.1550000000001,433.99000000000007,450.59400000000005,357.835,435.33000000000004,160.37333333333333,189.47,234.55499999999998,249.235,233.8416666666667,270.50666666666666,308.19624999999996,321.29625000000004,428.6075,290.705,343.215,436.04599999999994,466.96799999999996,475.48,490.896,485.976,494.6433333333334,485.84833333333336,438.31166666666667,410.37000000000006,403.58666666666664,203.07375000000002,203.0425,195.3575,191.31,185.6,317.24,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,453.8175,327.634,361.39,335.855,264.64,201.485,,,,,,304.4375,245.9525,243.275,300.445,342.164,299.7966666666667,284.895,287.97333333333336,255.695,288.3,421.885,366.8175,451.24,,,,,415.87,,,434.99,438.5325,424.23,,,,,,467.71,,474.45,507.32000000000005,498.3,489.33,485.435,486.06,479.92333333333335,480.705,477.375,488.12399999999997,456.08599999999996,437.895,432.16999999999996,425.85,426.485,405.46500000000003,399.82,397.16499999999996,400.845,403.25,401.925,377.99,369.29999999999995,363.49,359.43,350.40999999999997,357.8,349.355,341.05,332.63,334.405,334.755,326.425,315.28999999999996,136.905,217.285,198.24222222222224,164.07500000000002,441.89,,477.8633333333333,486.24,437.565,453.7283333333333,433.19,353.79499999999996,264.5375,349.625,,252.70428571428573,223.4,424.795,349.305,,,,,,,,,,,,279.21,,443.462,503.65,418.6666666666667,404.09000000000003,,,,,,,155.07,284.295,513.4975,312.49,,,,,,L8
2014-10-28 22:27:08.358,377.79833333333335,380.0566666666666,358.2283333333333,314.3966666666667,238.98166666666665,145.125,188.06,,370.52,339.09749999999997,333.86,,,191.85,365.46500000000003,323.614,379.21,387.835,,,302.05,325.94,,435.1550000000001,433.99000000000007,450.59400000000005,357.835,435.33000000000004,160.37333333333333,189.47,234.55499999999998,249.235,233.8416666666667,270.50666666666666,308.19624999999996,321.29625000000004,428.6075,290.705,343.215,436.04599999999994,463.1083333333333,475.48,490.896,485.976,494.6433333333334,485.84833333333336,438.31166666666667,410.37000000000006,403.58666666666664,203.07375000000002,203.0425,195.3575,191.31,185.6,313.855,,,,,,447.64,441.955,465.045,,289.97,235.65,,,255.7,453.8175,327.634,361.39,335.855,264.64,201.485,,,,,,304.4375,245.9525,243.275,300.445,342.164,299.7966666666667,284.895,287.97333333333336,255.695,288.3,421.885,366.8175,451.24,,,,,415.87,,,434.99,438.5325,424.23,,,,,,467.71,,474.45,504.50666666666666,496.1433333333334,486.39000000000004,481.8633333333334,483.24333333333334,477.6025,477.88,473.7285714285714,488.12399999999997,453.855,434.99666666666667,429.78666666666663,420.16,423.6966666666667,401.31333333333333,394.4666666666667,391.5333333333333,393.18,398.93666666666667,400.22333333333336,369.95,360.28666666666663,354.2,354.00666666666666,343.48333333333335,349.2166666666667,337.7033333333333,333.20666666666665,326.29333333333335,328.54333333333335,328.07666666666665,320.8533333333333,312.2233333333333,136.905,217.285,198.24222222222224,164.07500000000002,441.89,,477.8633333333333,486.24,437.565,453.7283333333333,433.19,353.79499999999996,264.5375,349.625,,252.70428571428573,223.4,421.4066666666667,341.6233333333333,,,,,,,,,,,,279.21,,443.462,503.65,418.6666666666667,404.09000000000003,,,,,,,155.07,283.2633333333333,513.4975,312.49,,,,,,L8
