dates,satname,nzd0530-0000,nzd0530-0001,nzd0530-0002,nzd0530-0003,nzd0530-0004,nzd0530-0005,nzd0530-0006,nzd0530-0007,nzd0530-0008,nzd0530-0009,nzd0530-0010,nzd0530-0011,nzd0530-0012,nzd0530-0013,nzd0530-0014,nzd0530-0015,nzd0530-0016,nzd0530-0017,nzd0530-0018,nzd0530-0020,nzd0530-0021,nzd0530-0022,nzd0530-0023,nzd0530-0024,nzd0530-0025,nzd0530-0026,nzd0530-0027,nzd0530-0029,nzd0530-0030,nzd0530-0031,nzd0530-0032,nzd0530-0033,nzd0530-0034,nzd0530-0035,nzd0530-0036,nzd0530-0037,nzd0530-0038,nzd0530-0039,nzd0530-0040,nzd0530-0041,nzd0530-0042,nzd0530-0045,nzd0530-0046,nzd0530-0047,nzd0530-0048,nzd0530-0049,nzd0530-0050,nzd0530-0051,nzd0530-0052,nzd0530-0053,nzd0530-0054,nzd0530-0055,nzd0530-0056,nzd0530-0057,nzd0530-0058,nzd0530-0059,nzd0530-0060,nzd0530-0061,nzd0530-0062,nzd0530-0063,nzd0530-0067,nzd0530-0068,nzd0530-0069,nzd0530-0070,nzd0530-0071,nzd0530-0072,nzd0530-0073,nzd0530-0074,nzd0530-0075,nzd0530-0076,nzd0530-0077,nzd0530-0079,nzd0530-0080,nzd0530-0081,nzd0530-0082,nzd0530-0083,nzd0530-0084,nzd0530-0085,nzd0530-0086,nzd0530-0087,nzd0530-0088,nzd0530-0089,nzd0530-0090,nzd0530-0091,nzd0530-0094,nzd0530-0095,nzd0530-0096,nzd0530-0097,nzd0530-0098,nzd0530-0099,nzd0530-0100,nzd0530-0101,nzd0530-0102,nzd0530-0103,nzd0530-0104,nzd0530-0105,nzd0530-0113,nzd0530-0114,nzd0530-0115,nzd0530-0019,nzd0530-0078,nzd0530-0092,nzd0530-0111,nzd0530-0112,nzd0530-0118,nzd0530-0119,nzd0530-0120,nzd0530-0121,nzd0530-0122,nzd0530-0123,nzd0530-0124,nzd0530-0125,nzd0530-0126,nzd0530-0127,nzd0530-0128,nzd0530-0110,nzd0530-0116,nzd0530-0117,nzd0530-0028,nzd0530-0043,nzd0530-0044,nzd0530-0064,nzd0530-0093,nzd0530-0106,nzd0530-0107,nzd0530-0108,nzd0530-0109,nzd0530-0129,nzd0530-0130,nzd0530-0131,nzd0530-0132,nzd0530-0133,nzd0530-0134,nzd0530-0135,nzd0530-0136,nzd0530-0137,nzd0530-0138,nzd0530-0065,nzd0530-0066
2006-04-13 22:18:38.042000,L5,,,,,,,,,,,,,,,457.21,461.50,450.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.60,491.13,492.82,482.26,484.12,490.62,486.00,475.45,459.24,476.33,461.16,478.72,476.36,467.92,466.50,484.05,472.81,467.16,472.65,463.44,462.64,449.13,439.98,426.60,417.71,408.35,398.34,362.05,356.05,336.61,,488.89,478.00,381.96,374.32,350.86,348.04,351.60,355.40,356.07,358.23,362.66,351.21,356.00,348.77,342.94,392.57,342.50,347.32,,,,,486.36,342.57,388.00,401.60,401.40,343.49,332.83,332.85,326.08,324.62,318.41,308.53,311.30,304.19,297.24,,
2006-05-31 22:19:19.777000,L5,491.21,481.29,463.14,459.92,207.93,191.83,303.77,352.65,329.67,359.55,371.65,368.55,147.83,223.75,247.00,268.45,277.01,199.79,197.60,359.09,358.33,330.22,245.68,263.32,273.35,248.49,298.78,339.40,320.79,331.44,363.75,386.15,324.28,325.44,315.42,310.43,313.95,205.34,231.90,271.83,309.62,343.11,358.90,374.91,263.31,300.66,404.97,434.02,470.68,290.64,425.51,411.99,401.51,400.56,517.08,501.43,,,,,,,,,,457.44,474.33,459.78,422.30,392.53,392.97,347.48,409.87,383.18,359.93,352.16,268.01,353.81,263.28,199.08,395.31,429.59,228.24,414.64,444.61,443.66,447.19,435.87,422.49,416.97,421.84,408.27,414.21,411.31,401.77,391.50,345.25,334.57,315.06,236.00,293.52,300.82,365.30,361.60,174.62,161.53,159.79,212.39,228.58,181.57,173.57,179.02,166.11,,,360.21,175.60,176.02,333.63,331.16,336.78,,440.05,311.93,351.30,367.77,372.55,,,,,,,,,,,,
2006-07-27 22:13:58.731000,L5,,,520.80,516.98,519.32,508.61,516.71,514.98,514.30,521.02,506.71,500.45,496.69,478.91,447.04,431.65,415.90,398.15,371.77,355.27,493.39,509.62,522.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-03 22:20:15.113000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.34,505.83,502.90,507.76,504.36,493.51,494.77,500.46,471.84,513.40,464.28,448.08,379.80,378.71,364.43,,,,420.58,385.50,358.15,368.90,345.76,366.62,376.31,357.19,379.51,362.56,346.78,298.36,258.30,420.43,377.88,377.56,,,,,,430.60,436.71,423.01,418.90,282.00,311.60,323.95,348.82,318.84,271.87,296.05,322.22,273.74,182.60,,
2006-08-28 22:14:23.601000,L5,,,523.44,520.70,511.82,513.84,509.93,517.27,512.20,513.76,509.21,501.64,489.27,466.89,447.69,433.90,412.94,399.21,360.06,354.37,490.95,508.39,521.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-26 22:21:54.849000,L5,,,,,,,,,,,,,452.66,464.39,468.85,462.08,475.41,465.49,,,,,,,,,,,,,,,,,,,,,346.18,386.76,,,,,,,,,,,,,,,,,,,,,279.89,252.03,,,254.35,339.75,337.07,325.21,,484.73,479.37,417.93,378.19,334.85,383.23,385.70,379.73,379.79,390.21,380.31,376.09,368.67,386.68,400.62,399.25,385.10,479.09,393.39,314.83,371.03,455.28,449.56,438.76,418.64,419.67,404.63,342.10,337.71,313.71,,430.59,391.14,359.11,348.45,354.27,354.01,358.07,362.52,362.89,364.85,367.34,363.14,359.17,343.83,338.97,375.02,328.14,343.52,,,,177.00,352.60,316.64,368.06,378.78,379.31,343.16,333.52,334.88,330.62,328.26,325.08,317.79,325.23,320.34,313.75,225.58,254.75
2007-02-04 22:15:45.266000,L5,,,,,,,,,,,523.53,513.48,506.44,491.61,460.87,445.50,424.12,411.06,384.11,363.89,494.25,519.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-11 22:21:56.518000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.94,328.17,264.01,362.27,466.05,466.28,467.16,454.61,441.87,437.18,426.32,368.09,360.62,341.75,,,,386.94,377.26,378.57,378.11,380.95,386.30,386.93,383.63,384.29,378.43,373.96,372.27,365.74,400.86,362.00,367.93,,,,,,393.10,400.96,411.76,411.78,362.42,359.04,356.52,360.07,354.69,350.75,347.54,340.65,336.13,327.79,,
2007-10-02 22:13:42.645000,L5,,,,,,523.62,521.52,518.90,519.70,524.77,513.18,506.60,494.77,479.58,453.83,440.30,419.50,404.94,367.03,369.36,498.63,517.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-27 22:10:37.958000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.16,342.23,378.49,380.65,429.76,405.81,372.76,382.88,415.69,427.98,516.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-31 22:12:28.607000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.12,448.51,453.99,441.81,442.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.89,495.69,482.85,469.64,443.42,417.97,410.80,395.74,377.39,471.23,459.09,466.98,471.08,467.41,474.54,468.37,467.50,486.08,478.23,467.74,277.10,284.66,342.68,447.38,440.24,432.98,413.95,415.95,401.67,361.64,355.62,329.96,,484.15,480.82,378.07,373.02,346.07,347.90,349.45,350.89,358.73,362.07,363.46,358.42,354.57,352.66,344.69,217.00,347.21,347.50,,,,,489.65,214.13,223.20,228.73,226.93,346.91,335.80,333.28,326.21,325.80,320.74,315.15,311.20,308.31,301.15,,
2010-11-02 22:16:48.420000,L5,,,,,,,,,,,,,,,,,,,,,,,,232.73,265.69,242.11,233.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.10,484.87,502.53,492.16,493.47,490.74,491.66,492.37,492.47,487.23,484.61,483.67,489.06,489.06,490.24,492.37,483.62,473.38,469.21,465.60,457.00,455.68,447.59,436.48,423.97,421.56,408.43,370.26,363.07,337.62,,503.01,491.31,387.14,379.32,361.50,363.95,367.50,361.48,364.12,368.38,365.85,361.32,353.49,345.58,342.69,397.66,358.68,358.82,,,,,496.33,356.14,395.24,405.79,403.92,346.93,341.41,328.48,315.57,333.27,332.21,324.34,320.89,316.17,310.82,,
2010-11-27 22:10:35.713000,L5,,,,,,,,,,,525.17,516.44,509.69,493.57,471.85,448.52,427.39,411.43,365.52,377.89,495.50,519.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20 22:16:50.270000,L5,410.02,412.49,407.26,404.46,400.59,408.42,406.06,402.16,405.13,408.95,402.81,405.05,405.99,401.03,380.05,367.95,359.58,370.72,384.90,389.04,394.82,356.41,361.08,347.20,343.51,357.77,335.46,417.20,391.88,406.16,414.83,423.28,406.49,502.49,,491.12,356.23,443.41,433.28,439.76,432.41,516.37,510.53,503.12,508.41,514.32,504.99,509.32,516.03,503.44,,190.45,257.48,409.26,398.94,397.33,199.94,404.39,389.49,396.47,307.83,457.87,447.33,402.35,368.34,475.63,460.84,446.47,443.67,434.80,429.54,207.92,217.56,221.43,160.10,217.02,268.78,292.62,235.72,190.16,191.10,199.56,213.73,211.07,346.54,326.19,318.84,301.71,246.40,287.08,292.75,288.12,289.01,253.10,291.59,291.12,,,,372.50,194.89,230.96,149.08,,286.28,158.28,156.47,154.27,142.29,,,,,,,179.66,337.63,315.81,395.73,374.48,515.49,426.55,341.54,192.00,176.72,176.42,168.83,355.35,291.17,277.79,273.35,283.06,331.22,326.00,320.10,310.33,301.49,437.22,430.56
2011-01-21 22:16:54.354000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.54,509.90,510.02,492.64,484.62,478.20,467.41,459.22,448.20,409.07,400.68,375.32,,,,410.12,406.58,392.01,394.04,401.53,404.75,417.03,410.72,402.58,393.04,391.48,385.17,375.85,419.18,396.85,391.44,,,,,,425.16,426.50,432.70,430.91,372.24,367.60,358.86,366.02,356.97,357.03,353.35,349.40,345.00,337.98,,
2013-05-02 22:28:46.370000,L8,,377.34,389.29,403.63,395.29,304.94,271.22,169.22,517.80,411.43,399.57,146.77,150.98,264.84,262.24,384.61,446.89,430.72,479.76,,441.36,504.59,482.26,,453.16,457.88,503.95,492.13,452.60,,,,406.48,404.72,377.49,373.76,395.80,424.60,478.34,492.78,510.14,401.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.62,369.67,356.82,237.99,190.23,153.25,148.14,400.31,377.73,368.21,344.04,394.42,352.85,316.63,436.97,371.26,417.50,380.20,319.25,241.13,177.27,232.87,270.08,380.34,343.05,335.53,325.61,309.14,510.37,,262.59,350.25,360.93,181.25,227.34,195.31,258.27,288.61,328.55,172.06,,,,,339.78,198.38,188.93,526.51,500.60,404.05,,325.79,322.95,322.58,360.23,254.91,,,,,312.29,301.82,294.94,,,,,
2013-08-22 22:29:00.806000,L8,,,,,,,,,,,,,,,,,,,508.75,493.00,,,,,,,,427.96,437.22,408.02,442.21,,,,,,,305.17,299.66,298.01,301.66,,,368.12,382.12,377.89,368.13,,,,,,,,383.81,386.52,366.02,,,,,,,,,329.15,336.75,339.05,510.32,493.23,485.93,368.77,363.78,363.50,307.13,348.88,348.28,350.38,355.45,350.74,349.00,356.67,303.60,363.70,464.80,448.49,449.49,272.21,275.40,269.83,256.20,253.41,416.30,410.04,402.35,389.90,344.53,335.24,319.59,357.92,473.79,364.09,369.00,359.38,347.91,348.76,351.75,354.30,354.30,358.25,359.38,357.23,349.33,347.07,340.05,370.28,342.40,345.77,,,,,367.49,360.73,366.85,375.83,378.76,324.52,326.48,317.24,313.17,312.04,303.24,292.18,284.18,296.80,278.27,,
2013-08-31 22:22:50.245000,L8,,521.20,518.62,523.07,521.35,522.47,521.52,516.20,521.71,515.99,515.75,508.95,501.98,478.74,467.32,441.57,417.33,399.17,379.05,372.49,485.59,510.90,517.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-07 22:28:59.661000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.72,459.43,492.78,482.75,501.60,535.10,431.25,,,,306.66,302.82,296.64,298.89,,,365.57,380.94,378.40,369.47,,,,,,,,381.83,397.54,527.63,270.75,382.83,447.94,,,,,,320.19,325.01,324.58,,496.64,483.57,350.76,367.19,362.47,347.44,352.98,348.12,349.47,363.66,350.19,360.19,354.11,356.49,361.99,465.21,452.03,445.03,450.58,444.00,366.45,429.91,425.28,415.42,396.21,397.84,387.44,342.45,330.82,316.57,,475.34,394.80,370.20,360.86,336.54,332.65,337.66,339.30,330.03,339.11,350.31,347.58,343.47,340.09,329.84,382.25,334.17,335.16,330.89,,,,373.98,342.92,375.31,389.39,391.09,319.01,320.81,314.95,311.38,304.44,294.60,289.43,285.68,287.80,280.36,,
2013-10-02 22:22:40.460000,L8,,,,522.14,521.61,522.04,519.36,520.35,521.58,523.68,518.60,511.60,502.47,493.79,473.30,443.61,416.99,409.40,375.34,373.99,482.18,510.16,519.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03 22:22:32.045000,L8,,,,,,,,,,,523.35,516.51,507.78,496.00,475.11,457.57,423.29,409.57,380.97,373.29,483.14,510.12,519.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-28 22:28:23.669000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.99,305.82,328.19,,,,,,,,519.51,509.47,505.04,502.57,500.45,498.95,495.67,499.58,500.96,499.58,499.77,499.70,497.87,490.95,476.31,470.83,462.11,457.19,449.84,448.99,441.52,434.66,334.39,333.22,361.68,355.32,331.33,,,499.20,380.51,372.13,353.27,355.12,359.48,361.97,364.68,367.65,366.80,365.52,357.38,352.86,344.33,391.10,351.55,352.07,,,,,496.88,360.49,399.52,407.48,403.03,347.28,336.74,333.06,326.99,321.99,314.87,308.35,302.67,296.78,292.74,,
2014-03-11 22:21:19.920000,L8,,,,,,,,,,,522.00,517.30,512.22,501.67,479.79,450.81,425.27,409.78,376.83,376.33,484.65,510.04,522.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-12 22:20:49.109000,L8,,,,,,,,,,,520.48,515.94,508.40,498.11,481.20,449.80,426.00,405.74,368.13,374.93,484.76,511.33,521.47,532.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-05 22:26:35.984000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.45,512.97,507.08,502.62,497.06,495.78,495.18,498.71,497.42,500.30,496.61,498.34,490.71,481.19,472.67,467.27,461.40,458.08,443.87,438.68,428.37,423.57,410.49,405.96,373.54,366.88,359.49,,,497.97,389.59,381.44,362.74,364.00,366.48,370.43,372.35,376.50,371.27,367.93,359.86,357.48,345.50,399.47,363.18,361.31,,,,,496.92,378.77,404.48,412.61,408.27,315.63,186.09,,,,,,,,,,
2014-06-22 22:26:41.138000,L8,,,,,,,,,,,,,,,462.91,523.24,486.64,493.39,460.57,510.99,460.44,459.32,482.24,489.07,452.38,283.36,357.90,497.86,494.09,483.78,516.43,508.86,503.03,447.02,,,,381.50,378.58,381.16,405.96,325.88,335.63,421.08,451.26,,,,503.31,486.50,501.75,,,,,,,,,,,,,,,,,514.71,503.81,486.34,478.19,466.39,456.53,452.91,451.53,192.56,197.53,192.46,210.57,174.23,180.33,446.25,450.20,446.82,455.91,441.67,443.30,440.18,444.19,442.49,427.24,216.07,334.61,408.04,399.06,388.71,339.72,332.62,318.92,351.69,469.26,448.29,363.10,351.32,342.87,346.39,346.75,345.46,350.87,354.20,353.91,349.60,345.73,,329.82,375.75,340.62,344.72,523.15,308.28,310.91,,462.80,349.35,374.00,385.42,383.12,281.62,150.47,162.51,157.82,,,,,,,,
2014-08-02 22:20:46.799000,L8,,,521.22,519.47,519.50,519.21,516.96,516.58,517.86,519.58,515.08,513.31,503.12,488.95,466.98,,,357.10,346.94,396.58,483.41,506.10,185.88,528.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.58,271.47,245.16,,,,,,,,
2014-08-18 22:20:51.886000,L8,,,,,,,,,,,522.82,515.74,509.98,499.48,473.49,444.21,424.47,407.77,372.14,373.00,484.10,514.26,523.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19 22:20:54.477000,L8,482.04,478.53,485.52,479.66,477.39,484.11,484.69,484.48,488.75,489.88,479.51,448.83,424.24,410.46,402.94,425.81,410.78,367.21,349.10,348.37,454.98,488.78,496.80,510.20,,,,,,,,,,,,,,524.24,511.09,408.69,411.13,418.33,,,,,,,,,,,,,,,,,,,,399.56,422.27,423.44,409.55,393.29,243.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.60,203.35,308.09,,,,,260.32,315.96,316.13,313.16,317.79,320.69,310.68,,,,,,198.90,198.38,,409.63,418.53,,,,,,,,,,,,,,,,,,
2014-10-12 22:27:11.441000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.11,507.28,495.37,494.02,480.61,484.50,476.32,476.20,468.27,463.28,437.49,397.51,381.10,352.32,,,,417.38,402.15,393.86,375.10,385.72,388.13,389.55,398.27,395.96,387.29,379.37,377.19,356.77,425.93,389.14,387.19,,,,,,412.19,429.70,441.07,433.05,372.38,369.02,357.86,351.47,346.93,340.32,333.09,329.64,321.44,317.72,,
2014-10-28 22:27:08.358000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.40,245.13,,,,,,,,,,,,,,,,,,,500.86,428.10,383.44,467.15,,,,478.45,358.55,337.50,360.78,490.16,514.74,,,,,,513.85,467.88,450.92,433.88,373.57,345.34,278.06,238.72,244.14,204.66,158.75,,,,,,,,,,366.69,402.79,,,,,181.86,227.44,518.13,421.44,282.55,149.88,325.66,,,,,,,,,,398.78,,,,,399.81,348.04,336.54,332.17,322.99,314.54,305.23,300.63,293.72,296.01,,
2014-11-06 22:21:01.126000,L8,,,522.50,519.98,520.52,519.39,520.05,520.97,520.32,521.16,517.57,514.06,506.77,493.62,469.25,443.11,419.09,403.69,373.16,370.51,483.23,507.45,518.70,532.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15 22:27:04.889000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.76,514.28,505.77,504.58,499.97,500.21,498.34,500.41,501.44,505.17,504.58,505.21,501.21,499.69,484.54,477.18,467.32,463.13,456.71,457.32,449.92,440.56,431.07,423.38,367.09,360.31,342.35,,,505.43,387.25,377.85,356.33,358.76,365.35,368.98,369.25,372.54,371.30,367.18,362.01,357.81,349.79,397.33,354.17,354.08,,,,,507.42,379.14,405.37,415.61,409.57,350.87,345.40,339.91,335.89,330.19,323.94,313.60,307.67,301.18,300.27,,
2014-12-31 22:26:59.445000,L8,515.35,,,,462.07,416.11,331.75,293.74,349.47,317.37,305.22,287.08,258.61,263.93,402.87,402.92,400.05,364.09,267.37,423.90,466.65,,,,,501.98,487.59,253.34,264.85,260.01,257.32,244.92,305.35,314.86,344.58,,,,,,,384.88,500.07,512.94,312.01,361.09,466.07,513.02,517.29,402.39,,,390.13,501.92,489.05,,,485.37,397.07,374.46,278.15,291.26,284.43,295.37,334.23,383.82,335.38,308.17,,,,311.11,301.73,293.61,289.50,282.86,285.54,280.73,475.34,481.98,484.62,484.64,481.58,479.66,481.69,471.92,463.31,462.42,455.73,451.36,441.92,440.99,428.71,318.68,414.78,352.85,354.06,347.67,314.85,351.16,352.07,487.38,373.04,364.26,345.70,349.49,354.13,355.72,358.79,360.16,361.13,355.78,349.62,345.02,338.12,382.76,342.89,344.62,264.77,,,297.78,488.73,332.19,388.88,399.11,394.14,339.45,330.76,327.39,321.59,316.51,310.73,295.07,272.70,282.04,287.89,263.17,253.18
2015-01-16 22:26:59.157000,L8,261.51,414.41,316.05,405.98,393.38,390.95,382.18,383.69,376.74,380.73,377.74,379.88,378.58,379.86,371.27,303.61,311.69,321.55,343.89,385.17,356.35,321.12,,,324.89,451.15,501.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.23,160.31,,,,,,510.71,503.42,494.57,489.92,489.24,482.43,485.23,485.37,487.61,485.99,486.44,484.90,485.28,487.08,481.74,471.93,463.25,456.95,452.29,443.66,444.63,434.05,411.55,419.20,406.39,330.15,343.92,312.62,335.78,407.45,492.00,342.33,335.43,344.87,347.75,350.44,352.16,354.72,357.21,354.17,347.54,341.41,315.70,,373.24,342.77,344.19,,,,,494.60,345.94,360.33,365.95,366.59,,,,,,,,,,,,
2015-03-14 22:20:23.206000,L8,,,,,,,,,,,520.26,513.69,508.13,498.83,475.11,444.82,418.91,409.76,377.51,373.76,484.92,512.09,524.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06 22:26:20.815000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.37,487.59,470.13,471.93,475.97,464.93,453.76,457.08,456.10,450.37,475.76,462.74,454.63,470.76,449.53,464.32,268.88,268.85,262.05,235.19,432.92,418.13,409.11,404.64,396.26,347.10,349.67,319.42,,,461.80,372.21,360.99,349.66,350.33,354.26,355.27,358.86,357.11,356.53,354.19,349.49,343.68,335.99,385.00,345.67,345.94,,,,,487.59,357.29,389.51,397.05,394.93,332.15,329.73,325.41,320.72,314.00,301.71,290.70,262.43,285.39,290.47,,
2015-04-15 22:20:10.505000,L8,,,522.12,522.61,522.72,520.95,520.77,519.99,519.70,520.50,517.85,512.23,504.71,496.27,474.38,447.74,422.14,408.69,376.48,374.99,480.65,509.50,519.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01 22:20:00.344000,L8,,,,,,,524.24,521.61,521.15,521.00,519.89,515.24,506.11,494.76,471.71,444.39,421.07,407.38,370.75,369.34,478.83,508.73,520.46,532.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21 22:20:33.210000,L8,,,,,,,,,,,520.04,516.74,508.72,498.94,475.03,446.91,423.08,408.80,369.10,374.65,485.25,513.29,523.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29 22:26:59.056000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.44,397.02,366.22,263.52,283.30,,,,,,,,500.16,486.55,477.65,477.43,462.22,467.77,474.07,464.17,453.34,455.75,452.19,441.38,448.65,456.83,450.39,465.76,451.28,464.08,460.66,457.31,451.70,440.01,431.53,419.76,409.66,405.66,394.53,344.40,337.50,316.25,,481.54,455.09,369.85,359.37,346.62,347.50,351.65,351.97,356.15,359.37,358.77,355.02,349.31,345.69,338.14,381.60,340.57,343.05,,,,,485.34,317.60,386.30,396.29,390.65,330.16,330.34,324.24,319.23,314.38,301.55,278.96,256.97,281.54,286.89,205.53,250.42
2015-10-08 22:20:48.527000,L8,515.32,515.00,512.37,513.74,514.78,510.95,511.00,512.94,511.24,510.09,509.14,502.47,496.82,486.46,459.20,435.76,421.84,399.26,394.38,306.95,409.42,507.51,509.20,525.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.35,,,,,,,,,187.86,151.66,192.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
