dates,satname,nzd0530-0000,nzd0530-0001,nzd0530-0002,nzd0530-0003,nzd0530-0004,nzd0530-0005,nzd0530-0006,nzd0530-0007,nzd0530-0008,nzd0530-0009,nzd0530-0010,nzd0530-0011,nzd0530-0012,nzd0530-0013,nzd0530-0014,nzd0530-0015,nzd0530-0016,nzd0530-0017,nzd0530-0018,nzd0530-0020,nzd0530-0021,nzd0530-0022,nzd0530-0023,nzd0530-0024,nzd0530-0025,nzd0530-0026,nzd0530-0027,nzd0530-0029,nzd0530-0030,nzd0530-0031,nzd0530-0032,nzd0530-0033,nzd0530-0034,nzd0530-0035,nzd0530-0036,nzd0530-0037,nzd0530-0038,nzd0530-0039,nzd0530-0040,nzd0530-0041,nzd0530-0042,nzd0530-0045,nzd0530-0046,nzd0530-0047,nzd0530-0048,nzd0530-0049,nzd0530-0050,nzd0530-0051,nzd0530-0052,nzd0530-0053,nzd0530-0054,nzd0530-0055,nzd0530-0056,nzd0530-0057,nzd0530-0058,nzd0530-0059,nzd0530-0060,nzd0530-0061,nzd0530-0062,nzd0530-0063,nzd0530-0067,nzd0530-0068,nzd0530-0069,nzd0530-0070,nzd0530-0071,nzd0530-0072,nzd0530-0073,nzd0530-0074,nzd0530-0075,nzd0530-0076,nzd0530-0077,nzd0530-0079,nzd0530-0080,nzd0530-0081,nzd0530-0082,nzd0530-0083,nzd0530-0084,nzd0530-0085,nzd0530-0086,nzd0530-0087,nzd0530-0088,nzd0530-0089,nzd0530-0090,nzd0530-0091,nzd0530-0094,nzd0530-0095,nzd0530-0096,nzd0530-0097,nzd0530-0098,nzd0530-0099,nzd0530-0100,nzd0530-0101,nzd0530-0102,nzd0530-0103,nzd0530-0104,nzd0530-0105,nzd0530-0113,nzd0530-0114,nzd0530-0115,nzd0530-0019,nzd0530-0078,nzd0530-0092,nzd0530-0111,nzd0530-0112,nzd0530-0118,nzd0530-0119,nzd0530-0120,nzd0530-0121,nzd0530-0122,nzd0530-0123,nzd0530-0124,nzd0530-0125,nzd0530-0126,nzd0530-0127,nzd0530-0128,nzd0530-0110,nzd0530-0116,nzd0530-0117,nzd0530-0028,nzd0530-0043,nzd0530-0044,nzd0530-0064,nzd0530-0093,nzd0530-0106,nzd0530-0107,nzd0530-0108,nzd0530-0109,nzd0530-0129,nzd0530-0130,nzd0530-0131,nzd0530-0132,nzd0530-0133,nzd0530-0134,nzd0530-0135,nzd0530-0136,nzd0530-0137,nzd0530-0138,nzd0530-0065,nzd0530-0066
2001-11-01 22:15:17.839000,L7,,,,,,,,,,,,,,,,229.79,243.13,260.81,233.28,,,,,,,,,432.92,435.92,447.94,409.12,447.70,436.77,,,,,,,,,253.68,261.58,159.43,,,,,,,,229.25,322.30,338.15,211.68,240.98,261.17,290.05,276.94,253.16,,,,,,499.04,485.31,482.42,451.49,432.69,425.76,449.67,392.00,381.15,377.67,367.88,365.53,362.54,357.00,356.52,377.06,450.98,449.84,455.40,456.56,449.69,448.09,276.76,279.90,267.14,251.25,402.75,395.32,395.54,391.35,377.45,355.20,344.50,331.03,,476.92,452.27,372.58,364.77,348.53,349.92,351.91,354.70,358.11,351.58,344.66,335.98,339.80,341.12,334.35,384.11,347.55,351.12,389.42,204.08,215.40,,462.14,324.73,391.20,400.42,394.89,338.14,331.03,329.77,329.40,324.22,320.36,314.05,310.99,306.30,299.87,,
2001-11-26 22:09:21.320000,L7,,,,,,512.45,495.16,487.40,484.58,503.76,493.98,485.66,471.80,463.18,454.96,453.30,464.79,468.06,469.76,481.13,498.99,508.43,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.81,260.16,216.70,188.41,171.08,176.38,194.61,181.10,514.42,243.16,,,,,,,,,,,,,,,,,507.04,503.23,495.06,478.57,266.42,,,510.17,499.12,438.72,488.09,468.76,521.25,,,,413.96,422.05,432.32,,491.97,477.44,,,,,,,,,,402.88,,,,,,,,,,,
2001-12-19 22:15:37.819000,L7,,370.68,266.16,192.83,326.70,,,,,,,,,,,220.54,204.34,,,,309.56,269.41,,,,,346.40,433.58,439.85,450.08,449.14,451.50,444.07,,,,,,272.27,253.99,280.86,249.99,262.11,,328.29,348.50,351.82,334.02,364.64,335.70,,,,,257.34,251.57,239.59,,,,,521.64,492.65,476.47,492.56,483.77,475.27,470.62,439.59,423.08,413.60,430.03,358.77,,,,,,334.82,338.49,489.36,471.92,455.02,457.12,437.21,484.54,468.08,496.56,426.20,437.80,397.79,385.42,387.80,388.30,377.11,424.16,365.28,356.29,343.83,,454.42,497.97,296.08,362.49,350.71,341.94,347.07,351.70,336.91,282.42,173.98,289.18,307.12,314.27,306.29,150.02,360.12,358.80,406.90,198.94,217.81,,484.90,358.28,399.71,397.96,319.99,344.44,334.81,336.19,336.61,335.09,331.47,325.37,320.53,312.86,303.91,241.45,328.82
2002-02-14 22:09:41.178000,L7,,,523.52,492.83,376.37,348.06,228.85,,330.05,162.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-25 22:15:47.156000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.10,496.15,334.71,417.52,480.07,472.98,453.48,436.38,401.10,403.49,,,,455.82,450.91,381.88,365.12,349.85,411.59,393.67,405.57,433.85,200.02,324.08,287.42,287.36,433.43,402.23,384.76,,,,,,447.59,433.04,445.35,433.61,,,479.59,480.43,452.62,355.81,315.04,184.98,465.72,455.73,,
2002-07-31 22:15:11.713000,L7,469.13,508.45,440.66,496.23,,388.07,,380.00,434.88,388.01,386.55,440.47,438.02,408.54,428.68,341.18,323.70,317.01,351.62,278.46,293.45,292.59,238.62,235.59,262.10,246.43,275.19,250.88,298.93,295.58,317.48,308.50,370.96,349.92,347.62,308.31,316.03,219.45,176.91,316.26,322.08,164.95,311.04,279.02,,,138.44,162.33,181.58,210.29,391.91,430.80,394.51,381.95,382.41,349.26,302.87,,,401.30,163.33,218.37,152.30,279.31,299.21,360.46,486.09,263.09,236.08,227.21,298.33,423.22,399.99,377.49,384.24,,,,,,,,,,268.78,234.98,232.10,233.87,225.63,220.51,160.67,390.47,,,240.27,163.42,334.03,321.53,267.20,,434.88,,354.36,345.28,153.84,,,,,,,,,,,360.28,153.52,164.13,298.25,281.19,296.30,435.24,,199.22,185.99,197.26,157.14,,,,,,,,,,,244.70,457.69
2002-10-03 22:14:41.164000,L7,,,,,,,,,,,,,,,,,,,,438.58,522.37,422.45,,,,,,,,,,,,,,,,,,,,,,,422.06,376.85,371.50,367.79,359.58,369.13,,,,,,,,411.23,414.07,355.26,,,,,,,,,,,,461.56,401.71,,,,,446.36,447.81,481.66,491.64,202.00,464.68,443.66,461.53,474.50,472.61,445.52,449.69,429.61,411.56,408.85,408.82,398.21,392.27,382.01,425.03,419.97,419.76,401.82,202.67,436.13,423.37,410.05,463.90,464.72,462.45,510.70,,,,,,,,433.64,402.26,417.37,,,,,465.12,337.62,433.94,429.32,423.21,,,,,402.07,471.35,,,,,,
2002-12-31 22:09:08.026000,L7,,,,,,,,,,,,,518.59,514.09,512.53,513.04,499.76,480.58,432.35,373.53,502.50,517.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-24 22:15:37.262000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.55,499.81,496.31,491.76,491.19,481.33,476.99,477.63,484.97,478.92,398.21,385.19,379.67,,,,419.27,400.63,384.09,379.05,379.82,380.97,390.99,424.85,465.60,469.27,416.56,,,424.25,395.51,385.87,,,,,,476.68,449.54,436.23,431.52,,459.15,382.21,352.14,340.21,360.84,350.26,310.50,293.52,341.15,,
2003-03-21 22:09:27.545000,L7,,,,,,,,,,,,,,,,,,,,438.79,308.75,,,,,,,,,,258.52,267.64,272.05,268.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-13 22:15:43.669000,L7,,,,,,,,,,,,359.02,334.93,321.74,,,,,,,,,,,,306.57,368.92,397.70,465.52,464.01,485.77,480.25,476.33,459.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.89,495.49,478.05,462.53,444.81,510.84,507.77,399.57,398.10,390.71,371.62,424.50,426.33,433.56,425.41,434.83,418.31,422.48,468.30,443.95,432.62,434.89,449.13,419.50,421.59,408.28,400.51,396.53,385.93,379.24,375.74,367.51,353.57,,481.13,440.89,389.40,382.76,363.11,356.38,356.54,363.80,367.14,362.11,363.75,365.32,362.75,365.39,352.35,401.01,363.39,362.11,429.60,,,,448.50,353.66,410.28,412.57,410.28,345.43,334.91,335.94,331.33,331.44,329.81,317.96,320.11,308.17,303.29,,
2003-05-15 22:15:40.676000,L7,349.90,336.77,323.38,446.93,437.46,425.88,372.93,356.56,375.24,337.88,319.20,355.73,217.42,227.11,277.46,302.91,316.44,314.81,198.18,334.85,282.88,284.55,238.90,200.03,475.09,500.66,464.88,222.65,,,287.64,303.54,308.33,298.42,303.33,307.42,313.50,,260.98,259.71,285.54,,276.88,331.74,275.54,281.28,281.56,367.17,395.26,393.67,300.09,302.82,349.29,362.47,287.28,366.60,,269.54,204.39,417.78,422.93,328.62,479.55,411.97,420.19,463.17,478.27,465.73,203.88,276.23,181.42,306.00,231.12,229.32,333.83,223.87,304.62,302.00,,,,,,,,,,397.71,394.48,358.32,386.23,373.04,360.52,374.77,195.38,199.22,171.50,166.25,164.64,,,,180.35,194.16,,,,,,,,,,,,,234.30,,479.18,,,321.32,,,322.31,362.46,,,,,,,,,,,,342.84,441.90
2003-08-11 22:03:51.447000,L5,,,,,,,,,,,,,,,500.14,476.63,488.37,420.92,492.73,516.32,456.24,,338.01,348.76,348.64,326.50,377.07,446.74,444.83,333.42,455.79,448.55,451.02,430.93,,,,,,,,,427.35,423.48,397.68,499.62,522.18,410.42,424.40,429.24,,,,516.42,508.33,407.33,483.17,,,,,,,279.22,277.01,322.96,330.15,330.09,,490.83,485.14,471.40,465.23,472.10,473.21,187.80,199.79,194.44,248.86,458.83,447.56,297.22,303.39,293.44,471.84,462.54,461.27,451.75,455.32,452.41,449.74,434.54,426.25,422.15,405.25,393.40,354.66,342.74,325.62,358.89,487.70,403.23,375.17,365.33,180.99,210.43,197.04,174.05,156.81,159.10,152.17,148.52,147.83,148.05,283.93,388.96,301.06,202.19,427.88,,,,346.03,352.90,383.23,394.98,399.08,314.36,329.97,314.95,177.48,248.17,274.27,231.24,223.84,236.83,217.98,,
2003-10-07 21:58:35.519000,L5,,,,,,,,,,522.02,513.65,507.12,492.45,472.47,451.19,435.54,421.50,407.17,369.21,342.75,502.75,516.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-14 22:04:51.425000,L5,456.63,478.28,494.50,,,,,476.07,418.20,309.21,316.37,438.97,448.55,395.50,266.94,387.01,314.91,285.37,277.00,352.43,332.55,501.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.39,293.28,269.40,252.93,,,,,506.19,497.84,497.55,496.42,499.42,497.39,493.72,494.17,493.61,494.24,495.95,496.49,504.29,497.09,489.64,486.18,480.70,477.52,475.40,461.19,447.65,435.40,429.77,412.18,363.74,353.79,340.12,309.32,,508.55,383.97,374.44,363.76,365.50,368.11,371.81,373.21,375.68,372.72,370.89,366.62,352.47,348.04,396.93,348.92,364.07,,,,,504.74,375.31,395.16,404.46,406.07,353.15,345.81,345.36,337.48,335.91,330.18,329.66,332.27,326.33,317.76,,
2004-01-27 21:59:38.149000,L5,493.65,500.23,500.72,500.59,500.16,502.86,497.43,495.30,490.22,500.99,489.05,486.85,471.23,441.13,392.46,391.90,348.64,337.23,313.36,291.53,444.78,358.94,392.13,433.34,391.71,325.51,311.00,485.00,392.73,459.49,315.73,450.70,390.22,512.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.78,330.97,341.21,450.77,411.74,405.00,423.23,423.45,340.01,155.75,235.80,252.89,,,,,,,,,,,,,,,490.00,322.42,328.92,,,,,,,331.53,346.54,308.77,193.51,,496.09,449.42,518.36,,,515.01,434.70,397.10,415.77,489.27,501.18,402.23,390.44,303.02,480.85,482.30,211.42,,,,,,,,306.14,344.75,265.71,186.35,146.80,495.54,492.10,396.45,221.93,,490.33,,
2004-03-31 21:59:59.745000,L5,,,,,,,,,,520.54,514.18,510.88,506.27,484.60,461.43,443.84,424.45,405.11,374.71,347.72,505.96,518.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-23 22:06:53.682000,L5,,,,,,,,,,,,,487.57,482.34,432.52,424.84,424.07,422.28,499.74,515.82,375.74,359.02,291.01,340.19,,299.23,374.29,446.31,448.56,456.73,452.16,445.23,446.40,437.52,,,,,,,419.09,462.50,465.66,465.89,396.16,483.59,485.63,,,,,,,514.48,507.65,502.89,,,,,,,,,,,,517.33,446.67,418.48,415.10,465.20,425.91,451.17,189.36,197.73,209.60,386.63,398.99,410.43,394.71,387.99,378.09,393.83,339.30,322.55,301.21,296.37,293.05,299.42,273.82,274.24,270.52,258.84,260.67,243.88,362.58,354.55,327.77,352.39,477.96,369.34,382.68,372.43,350.96,348.30,353.74,358.06,359.63,357.91,356.81,353.83,351.32,342.39,337.80,393.78,346.87,347.16,421.60,483.88,454.49,,376.98,243.40,391.42,398.25,404.64,335.68,323.07,315.35,317.78,299.84,294.24,253.82,238.69,233.54,208.98,,
2004-05-02 22:00:57.398000,L5,456.49,413.69,307.54,407.71,461.73,468.21,451.25,412.34,429.36,430.43,405.85,386.12,369.23,327.87,283.99,374.12,366.79,348.77,299.10,289.24,451.37,481.46,487.46,486.59,520.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-09 22:07:21.512000,L5,,,,,,,,,,,,,,523.97,442.02,499.12,520.81,513.48,507.55,508.09,,,,,,,365.73,441.17,440.89,407.59,448.76,443.99,437.36,,,,,,,392.69,419.31,474.04,466.56,466.38,492.08,477.93,434.63,,,,,,,,,,,,,,,,,,,,,508.00,450.37,430.84,474.13,464.09,432.86,417.93,417.22,413.90,450.37,443.74,444.06,446.87,455.09,443.19,450.39,470.21,470.99,452.21,462.71,446.26,446.01,439.92,434.36,422.41,420.27,416.69,408.54,397.21,364.62,359.61,332.99,351.53,481.20,449.18,385.99,375.32,340.67,347.68,352.20,356.31,361.10,352.37,351.06,343.00,344.53,338.87,332.50,394.94,350.42,350.99,410.15,423.48,455.12,,450.80,354.59,385.96,404.59,406.49,339.27,322.31,321.54,311.90,315.42,308.66,246.48,249.20,229.36,210.61,,
2004-05-18 22:01:26.569000,L5,,,,,,521.49,521.49,517.48,519.96,512.89,509.81,505.57,487.31,478.74,456.71,438.22,424.43,405.87,374.46,347.29,493.66,516.43,516.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-10 22:08:17.839000,L5,,,,,,,,,,454.61,521.84,445.37,454.76,451.47,445.14,425.82,338.23,410.11,395.68,353.19,368.88,323.75,250.19,265.29,270.13,255.09,284.00,318.33,308.51,343.08,341.80,328.53,375.97,343.54,516.48,510.31,440.91,433.51,,424.20,415.72,300.23,475.31,370.97,493.77,322.41,398.90,470.17,,,,,,510.31,506.20,499.27,502.60,517.40,,,,301.46,323.05,224.83,335.82,469.15,499.11,497.09,435.40,430.26,403.45,437.95,409.72,406.05,201.51,406.96,148.81,143.05,310.49,439.62,431.37,441.46,436.33,221.87,291.15,264.22,250.10,235.68,232.02,221.27,175.29,425.02,417.24,412.24,402.29,392.94,223.31,314.50,304.34,193.06,466.08,265.89,175.70,222.95,173.59,226.25,181.38,221.05,,,,,,,,274.41,213.34,185.79,321.42,502.78,420.71,,298.05,205.53,358.94,377.64,372.70,,,,,,,,,,,,
2004-07-12 22:09:13.408000,L5,,,,,465.52,444.91,430.21,433.22,446.91,405.27,431.67,431.60,432.06,416.87,412.54,418.45,425.78,396.13,321.20,345.80,346.16,483.91,493.78,326.77,311.51,324.35,382.47,447.25,450.57,459.37,455.75,455.16,497.88,484.47,477.84,451.65,447.45,429.93,375.80,408.25,419.60,453.67,460.76,466.07,502.42,534.51,467.21,,,,309.40,304.85,421.19,509.44,509.22,500.48,508.14,513.75,,,,303.82,324.12,335.45,338.18,459.30,489.58,485.38,440.84,420.07,389.36,445.26,413.81,402.21,200.98,386.55,368.74,435.66,361.18,405.07,200.43,229.03,,251.48,458.25,446.60,430.24,429.52,438.60,419.66,422.55,414.13,412.26,405.91,272.10,139.27,337.21,330.08,310.42,226.15,420.16,288.19,347.13,338.11,,,,,,,,,,,,366.21,325.25,326.03,425.00,492.58,425.50,,443.98,203.00,368.71,382.14,376.06,,,,,,,,,,,,
2004-07-21 22:03:15.748000,L5,476.07,461.40,137.12,,,,,,,,,,,,355.98,387.98,255.39,321.18,241.43,287.05,365.78,477.60,494.28,509.74,523.69,,,308.77,354.96,380.37,369.83,258.37,,,521.28,519.78,502.24,505.65,500.90,495.73,498.95,282.15,278.93,337.09,395.44,217.39,167.43,209.74,300.32,348.48,433.17,223.33,262.08,314.52,231.14,159.19,,,,,,,,310.09,289.62,291.60,,,,,,,,,,,229.10,258.76,273.49,339.19,449.04,,212.11,152.35,481.45,417.09,415.88,357.40,359.65,382.30,385.06,378.42,370.69,,,,274.62,226.10,203.06,249.38,,510.90,238.39,258.15,347.93,441.05,,,,195.78,216.96,483.28,426.26,,,191.01,218.40,211.60,,499.77,268.71,,444.04,,178.34,181.44,189.30,,,,,,,,,,,,
2004-08-29 22:10:22.051000,L5,,,,,,,,,,,,,,,,,,512.43,506.39,501.26,,,,,,285.22,359.62,425.54,397.97,398.20,438.22,438.18,434.56,,,,,216.71,200.72,199.50,203.55,,,,,,,,,,399.74,517.58,510.00,506.92,502.02,494.13,298.96,,,,,297.27,449.81,440.97,413.39,,,,,436.56,432.99,496.64,486.03,484.78,479.65,483.42,482.68,469.13,474.00,475.08,466.03,480.00,471.24,463.23,484.52,479.12,470.18,292.18,288.49,306.15,268.22,258.18,262.48,249.87,413.60,401.88,362.70,356.83,334.36,354.25,408.19,478.63,379.52,367.83,348.38,345.49,345.13,352.00,347.49,331.39,326.34,295.33,339.84,331.97,331.71,391.28,351.68,352.68,408.34,,,,484.60,356.09,381.10,394.24,405.92,334.66,331.40,332.71,320.75,304.23,304.73,293.02,304.46,298.19,216.67,,
2004-11-01 22:11:49.961000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.04,509.85,502.35,494.75,494.50,483.06,469.74,456.33,452.73,433.68,396.73,390.40,372.26,,,,409.07,407.43,386.82,387.56,394.10,397.51,390.34,393.04,394.18,387.81,385.40,380.88,377.26,420.52,384.00,386.28,,,,,,415.56,412.55,425.92,430.32,375.14,373.24,380.75,376.09,372.93,366.96,364.48,360.00,354.06,347.29,,
2005-05-12 22:14:14.883000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.39,484.97,498.96,477.03,474.18,486.49,410.25,456.47,449.44,448.32,444.86,455.15,477.55,457.91,457.83,474.26,452.67,465.04,449.36,458.37,440.26,437.30,431.41,420.37,415.28,404.22,395.10,364.41,358.30,334.12,,486.77,464.08,381.03,373.14,352.56,355.83,357.17,361.20,362.79,366.46,370.52,366.19,358.61,356.48,347.75,397.25,349.05,354.55,,,,,478.57,354.48,392.40,404.20,405.78,350.56,344.55,342.35,343.08,326.80,327.78,316.71,320.05,314.43,308.29,,
2005-07-15 22:14:43.392000,L5,,448.70,445.23,448.06,435.67,433.61,414.02,422.56,412.35,409.73,412.13,416.88,413.83,415.18,408.93,377.55,,,,193.07,159.70,237.94,205.75,193.56,209.54,221.43,255.78,270.78,286.29,284.34,298.56,297.71,362.12,311.16,303.08,306.34,297.25,311.00,306.99,307.78,282.40,,,,,,248.46,298.71,369.20,378.97,294.48,381.72,397.64,355.78,363.02,138.16,,184.10,475.49,480.62,482.21,306.23,,,,455.20,468.82,450.05,422.54,403.99,349.48,314.91,305.88,296.95,289.03,284.87,280.02,271.56,,,,,,,,,210.91,233.43,228.72,212.56,171.33,410.03,409.57,407.81,398.42,380.66,,,,,,,,,,,,,,,,,,,,,,,261.43,,,,,,,,,,,,,,,,,,,,425.09
2005-08-09 22:08:46.932000,L5,509.11,515.87,513.36,508.04,507.04,508.27,497.60,510.69,503.34,503.27,501.08,485.95,474.63,454.49,437.31,429.00,415.19,397.74,357.80,349.70,492.39,512.00,515.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-16 22:15:00.645000,L5,,,,,,,,,,,,,,,,,502.18,500.02,504.71,493.26,,,,,,,,,442.21,398.40,445.79,437.63,435.38,,,,,,,,284.98,374.54,365.63,,,,,,,,,,,,,,,,,,266.29,237.30,,,,,,,,496.92,480.37,377.74,344.59,349.41,409.45,402.23,389.20,391.40,398.22,260.90,383.80,383.73,379.98,385.43,371.10,368.85,362.40,339.30,325.31,321.07,443.47,435.78,422.30,415.19,403.97,377.99,210.07,199.70,196.68,365.17,407.13,389.36,361.32,220.40,346.57,338.07,351.34,352.02,347.14,343.80,345.36,338.25,342.39,340.78,332.10,381.22,337.63,350.69,,323.05,352.48,402.75,385.21,191.06,173.89,377.73,389.45,335.49,331.47,329.45,323.74,320.11,310.24,265.90,299.03,296.65,216.16,409.37,281.62
2005-09-10 22:08:55.708000,L5,,,519.91,518.10,514.21,519.13,513.87,516.57,516.34,514.95,511.46,499.87,485.50,462.75,446.48,436.27,413.54,400.47,365.57,349.60,494.32,519.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-17 22:15:06.506000,L5,,,,,,,,,,,,,,259.15,419.93,412.14,391.75,318.77,317.94,296.97,321.64,303.37,260.76,245.22,231.65,255.08,514.36,522.24,443.43,442.94,438.45,461.56,355.46,356.82,424.82,457.27,312.46,307.24,308.94,294.36,192.07,,,276.95,263.94,232.92,521.84,385.57,,,,,,,,,,,,,249.00,209.06,,,,,,,,,,508.03,503.06,500.58,500.00,493.06,494.18,498.65,496.30,491.28,494.02,493.40,490.94,488.76,318.51,304.00,472.25,348.00,476.90,474.46,468.32,453.38,441.88,429.17,425.76,415.28,319.67,297.38,351.53,229.67,,497.29,395.28,329.36,365.43,364.43,367.13,371.31,372.55,376.33,376.72,374.48,368.74,364.52,358.90,408.51,362.13,364.20,426.16,,,385.41,308.33,377.11,405.46,418.83,417.48,359.00,355.24,352.25,349.13,344.14,337.18,329.63,327.63,321.65,313.71,406.46,252.85
2005-11-13 22:09:08.414000,L5,,,,,,,,,522.77,521.64,519.59,507.75,495.33,478.49,456.17,445.60,420.03,408.63,371.00,358.01,498.99,513.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-23 22:16:59.639000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.64,514.14,513.59,514.02,429.08,422.60,424.67,,,,439.75,436.04,431.88,433.68,431.79,436.30,434.96,435.47,434.21,425.27,423.15,418.51,414.55,450.48,421.69,422.12,,,,,,511.11,498.27,479.61,462.85,407.82,401.42,398.90,389.58,386.85,380.69,377.95,375.32,385.53,385.43,,
2006-02-01 22:11:01.629000,L5,,,,,,,,,,,523.72,514.79,503.60,488.00,460.60,447.18,426.56,406.01,372.47,349.31,490.17,508.66,526.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.25,255.01,,
2006-02-08 22:17:21.928000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.75,381.18,238.09,238.68,357.52,378.42,352.86,224.89,141.55,163.55,229.50,213.63,396.57,416.61,,,520.65,224.16,165.13,,383.05,466.19,,499.37,479.48,471.75,458.04,449.72,437.03,,301.67,370.02,,262.32,278.98,,,382.29,380.43,302.02,,,,,,,,,,385.65,383.71,,,,,235.32,406.06,,,,,,327.88,305.01,272.31,282.26,304.15,320.21,309.96,322.22,,
2006-03-12 22:18:01.902000,L5,,,,,,,,,,,,,,453.97,469.94,468.98,487.10,526.63,509.43,433.46,406.41,372.11,,,,,372.19,401.80,444.20,454.81,455.86,455.71,394.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.38,247.21,215.23,203.02,285.24,,,,491.42,404.04,363.94,486.21,487.06,479.74,485.56,484.78,479.49,470.25,466.43,472.36,478.13,476.24,468.83,477.43,490.75,482.27,473.36,470.59,465.05,458.71,452.03,441.49,428.69,415.90,411.64,399.01,356.25,354.74,326.76,334.49,491.85,488.23,379.82,363.08,347.61,346.51,350.42,360.79,361.67,361.46,364.75,359.90,356.93,350.75,336.16,391.83,294.07,327.74,419.14,,,,491.23,331.69,399.03,399.49,401.05,339.62,329.29,327.25,322.13,324.66,320.38,316.90,310.88,312.11,307.31,,174.76
