dates,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0080,nzd0532-0081,satname
2001-11-01 22:15:17.839,,,271.46,277.16,275.69,265.99,257.43,260.36,269.79,277.46,283.76,278.77,273.1,275.04,275.71,273.38,296.97,298.31,294.99,292.69,,,,,,,,,,,,252.53,266.28,249.77,247.47,258.7,265.11,271.25,279.87,298.86,306.19,303.76,308.75,307.66,328.42,329.01,332.19,332.98,340.69,342.14,332.23,333.99,336.35,339.7,345.73,340.07,347.63,363.56,366.52,373.36,385.31,382.1,384.59,373.1,312.6,317.64,319.96,311.94,319.61,315.41,300.37,314.85,318.07,325.07,326.53,317.61,315.34,311.75,305.9,307.78,306.63,309.0,287.98,251.42,257.33,281.56,308.85,350.84,341.98,L7
2001-11-26 22:09:21.320,,,271.46,277.16,275.69,265.99,257.43,260.36,269.79,277.46,283.76,278.77,265.155,259.59000000000003,260.24,264.83,296.97,280.27,278.275,287.13,324.09,295.51,303.03,305.41,326.4,328.59,334.9,,358.41,,,252.53,266.28,249.77,247.47,258.7,265.11,271.25,279.87,298.86,306.19,303.76,308.75,307.66,328.42,329.01,332.19,332.98,340.69,342.14,332.23,333.99,336.35,339.7,345.73,340.07,347.63,363.56,366.52,373.36,385.31,382.1,384.59,373.1,312.6,317.64,319.96,311.94,319.61,315.41,300.37,314.85,318.07,325.07,326.53,317.61,315.34,311.75,305.9,307.78,306.63,309.0,287.98,251.42,257.33,281.56,308.85,350.84,341.98,L7
2001-12-19 22:15:37.819,244.1,259.75,273.58,276.87,276.47,263.255,258.985,262.29,272.89,278.58,283.89,279.86,268.74333333333334,265.09,265.64666666666665,270.08666666666664,293.625,284.26666666666665,281.78000000000003,287.58666666666664,307.37,292.66999999999996,303.03,297.56,315.04999999999995,317.825,322.35,306.06,326.05,285.06,,239.54000000000002,264.615,248.85000000000002,253.04500000000002,258.445,265.11,271.25,279.87,298.86,306.19,305.255,308.75,307.66,327.605,328.54499999999996,332.65999999999997,334.275,338.49,343.09000000000003,338.02,336.275,337.51,340.63,347.755,341.885,349.85,367.76,372.55499999999995,380.175,389.15,386.47,388.395,378.02,312.6,317.64,319.96,311.94,319.61,315.41,300.37,314.85,318.07,325.07,323.65999999999997,316.28,314.835,310.525,305.22,306.55999999999995,305.26,306.355,287.20500000000004,248.385,256.685,274.175,305.755,353.53,348.065,L7
2002-02-14 22:09:41.178,244.1,259.75,273.58,276.87,276.47,263.255,258.985,262.29,272.89,278.58,283.89,279.86,268.74333333333334,265.09,265.64666666666665,270.08666666666664,293.625,284.26666666666665,281.78000000000003,287.58666666666664,307.37,292.66999999999996,303.03,297.56,315.04999999999995,295.02666666666664,322.35,306.06,303.25666666666666,289.82,276.61,239.54000000000002,274.09999999999997,248.85000000000002,253.04500000000002,258.445,265.11,271.25,279.87,298.86,306.19,305.255,308.75,307.66,327.605,328.54499999999996,332.65999999999997,334.275,338.49,343.09000000000003,338.02,336.275,337.51,340.63,347.755,341.885,349.85,367.76,372.55499999999995,380.175,389.15,386.47,388.395,378.02,329.71000000000004,330.91499999999996,334.0,311.94,319.61,315.41,300.37,314.85,318.07,325.07,323.65999999999997,316.28,314.835,310.525,305.22,306.55999999999995,305.26,306.355,287.20500000000004,248.385,256.685,274.175,305.755,353.53,348.065,L7
2002-07-31 22:15:11.713,,,,255.89,245.29,,,,,,,,,,,,,,,,,,,,,249.43,,,257.67,294.58,276.61,,293.07,,,,,,,,,,,,308.91,308.49,314.11,,,,,,,,,330.18,,,,349.98,362.79,365.55,,,346.82,344.19,348.04,,,,,,,,,,,,,,,,,,,,,340.42,,L7
2002-12-06 22:15:13.685,,,,255.89,245.29,,,,,,,,,,,314.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.91,308.49,314.11,,,,,,,,,330.18,,,,349.98,362.79,365.55,,,359.22,,384.85,,,,,354.12,,361.71,,354.57,369.7,,,,,,,,,,,340.42,,L7
2003-02-24 22:15:37.262,,,,,,,,,,,,298.15,296.5,,,314.79,,,,,312.3,298.45,313.3,,,,,,223.84,,,,302.24,,278.62,,,,,,,,,,,,,,,,,332.48,,353.22,,362.65,,,,,,,,,359.58000000000004,285.58,384.85,,343.85,337.19,327.1,354.12,322.6,344.9,318.93,334.225,352.86,324.96,318.34,321.01,339.88,323.46,349.7,,,,,,,L7
2003-04-13 22:15:43.669,209.85,,254.28,259.64,259.2,241.49,243.04,249.54,254.22,264.04,265.19,281.465,296.5,255.22,,314.79,252.03,257.5,259.25,267.34,312.3,298.45,313.3,,,276.7,,,220.785,,,,302.24,221.16,278.62,221.97,244.0,250.05,260.79,277.54,291.73,288.27,288.75,288.26,306.97,309.56,319.02,317.14,324.07,331.97,316.31,323.655,,353.22,325.11,362.65,327.94,352.81,350.21,357.99,364.92,370.23,354.61,359.82,359.58000000000004,294.24,384.85,288.74,343.85,337.19,327.1,354.12,322.6,331.4733333333333,311.21500000000003,321.7266666666667,335.74666666666667,311.81,304.395,306.385,339.88,306.73,349.7,,,,,341.23,,L7
2003-05-15 22:15:40.676,209.85,,251.075,256.37,259.29999999999995,241.2,245.655,248.78,253.89,257.29,265.40999999999997,276.16333333333336,276.58000000000004,256.995,257.91,314.79,261.435,265.09000000000003,263.28,270.235,312.3,298.45,313.3,,279.39,279.7,,267.98,225.77666666666664,,,,302.24,221.16,278.62,222.215,233.615,251.275,263.61,279.895,290.395,291.16999999999996,289.83000000000004,289.955,306.165,307.43,321.585,325.59000000000003,328.75,337.135,321.435,325.93,330.71,346.46500000000003,332.81,353.345,334.03499999999997,361.71000000000004,359.53499999999997,367.65999999999997,373.105,379.05,366.005,365.58,359.58000000000004,298.5833333333333,384.85,291.70500000000004,343.85,337.19,327.1,354.12,322.6,326.0625,309.33,315.6075,326.1525,302.0733333333333,299.2,302.77666666666664,339.88,299.34999999999997,349.7,,,,,345.64,338.82,L7
2003-08-11 22:03:51.447,242.70499999999998,,251.075,256.37,259.29999999999995,241.2,245.655,248.78,253.89,257.29,265.40999999999997,276.16333333333336,276.58000000000004,256.995,257.91,346.61,261.435,265.09000000000003,263.28,270.235,312.3,298.45,313.3,,279.39,279.7,,267.98,225.77666666666664,,,,321.295,221.16,278.62,222.215,233.615,285.15333333333336,293.52,309.7633333333333,290.395,320.7633333333333,289.83000000000004,318.2733333333333,306.165,307.43,321.585,339.3333333333333,340.08,362.9433333333333,321.435,325.93,330.71,346.46500000000003,332.81,353.345,334.03499999999997,374.84,375.5566666666667,383.5933333333333,373.105,394.27,366.005,365.58,373.52,324.5575,395.79,324.9766666666667,366.62,361.905,368.815,389.95,342.58000000000004,326.19,324.13,316.15500000000003,325.17499999999995,302.0733333333333,299.2,312.1125,342.90999999999997,310.8075,343.695,,,,,345.64,338.82,L5
2003-10-07 21:58:35.519,242.70499999999998,,251.075,256.37,259.29999999999995,241.2,245.655,248.78,253.89,257.29,265.40999999999997,265.17,256.66,256.995,257.91,346.61,261.435,265.09000000000003,263.28,270.235,,,,,267.16999999999996,273.1333333333333,,271.135,244.18999999999997,279.91,274.86,,340.35,249.91500000000002,283.46,246.22000000000003,255.93999999999997,292.1825,300.1225,315.0475,304.24333333333334,326.4975,309.1766666666667,325.555,306.165,307.43,321.585,339.3333333333333,340.08,390.015,321.435,322.655,330.71,339.71,332.81,344.04,334.03499999999997,374.84,375.5566666666667,383.5933333333333,373.105,394.27,366.005,365.58,372.98,345.58500000000004,383.37,337.5525,385.365,382.7,397.30499999999995,384.685,373.91999999999996,342.0375,343.4,335.485,339.16499999999996,290.63,289.63,330.5075,345.94,330.8175,337.69,,,,,345.64,338.82,L5
2003-12-26 21:59:30.091,275.56,,,,,,,,,,,,,,,346.61,,,,,,,,,254.95,242.115,,256.725,262.765,265.52,259.755,228.76,340.35,262.615,267.745,278.185,283.775,315.03000000000003,320.37333333333333,333.5933333333333,324.075,348.50333333333333,337.8,351.4766666666667,,,,366.82,362.74,447.27,,,,322.46,,,,401.1,407.6,415.46,,424.71,,,363.00333333333333,375.5333333333333,373.27,376.8666666666666,380.7833333333333,381.1933333333333,389.1933333333333,377.85999999999996,368.47333333333336,375.04333333333335,382.42333333333335,376.7,377.88000000000005,,,365.52333333333337,348.575,380.84,337.69,,,,,,,L5
2004-03-31 21:59:59.745,,,,,,,,,,,,,,,218.84,,,246.63,250.67,250.66,,264.68,,270.01,266.61,242.115,306.59,256.725,262.765,265.52,259.755,264.31,307.45,262.615,282.17,294.1933333333333,298.0733333333333,310.3933333333334,315.65000000000003,327.98,335.74666666666667,342.70666666666665,347.24,350.42,,,,,,470.43333333333334,,,,322.46,,,,,,,,,,,360.82,373.24333333333334,362.01,369.53999999999996,384.5466666666666,388.01666666666665,378.525,371.81499999999994,371.43000000000006,388.34666666666664,395.1233333333333,395.13333333333327,383.925,,,378.225,351.21,406.9266666666667,,,,,,,,L5
2004-04-23 22:06:53.682,269.29,290.67,,,287.47,,284.61,287.38,,,,,,,218.84,308.1,,246.63,250.67,250.66,316.62,264.68,315.55,270.01,278.27,224.23,316.84,239.16,246.45,251.13,244.65,281.7033333333333,315.52,246.56,294.20666666666665,301.91333333333336,306.1933333333333,316.4066666666667,321.44666666666666,329.26666666666665,337.5633333333333,342.34666666666664,346.30333333333334,349.4533333333334,,,361.61,362.39,360.39,470.03499999999997,,368.96,,322.46,373.27,383.83,379.71,400.33,404.26,416.67,,409.98,,,355.1133333333334,368.8833333333334,354.39,359.24,374.19000000000005,379.3666666666666,361.74,354.695,355.235,386.78,394.67999999999995,397.09999999999997,375.87,,,349.265,344.195,408.64,334.29,,,,,388.31,,L5
2004-05-02 22:00:57.398,269.29,290.67,,,287.47,,284.61,287.38,,,,,,,204.32999999999998,308.1,,237.85,242.015,237.87,316.62,258.185,315.55,257.51,270.315,224.23,309.8933333333333,260.33500000000004,264.46000000000004,266.6,265.48,284.305,315.52,262.78499999999997,294.605,300.1325,307.5775,317.2925,323.5425,331.245,340.4025,341.48,347.575,349.40500000000003,,,361.61,362.39,360.39,472.1933333333333,,368.96,,322.46,373.27,383.83,379.71,400.33,404.26,416.67,,409.98,,,359.725,371.8325,365.32666666666665,365.7966666666667,373.6075,381.0575,369.73333333333335,364.4533333333334,365.5333333333333,387.49,396.24333333333334,397.31666666666666,386.125,,,349.265,344.195,411.6766666666667,334.29,,,,,388.31,,L5
2004-05-09 22:07:21.512,268.16,296.665,,,290.01,,287.46000000000004,290.145,,,,,,,204.32999999999998,310.125,,237.85,242.015,237.87,319.405,258.185,316.635,257.51,270.315,224.23,309.8933333333333,284.84999999999997,290.0566666666667,290.99333333333334,286.59999999999997,291.92600000000004,317.7133333333333,281.43,301.3,304.53000000000003,312.128,319.778,324.978,333.322,341.45,340.95,345.51800000000003,346.896,,,360.245,364.84000000000003,364.18,472.1933333333333,,371.71500000000003,,354.78499999999997,377.55499999999995,389.03,381.0,398.05499999999995,401.855,415.28,,414.93,,,357.636,368.852,366.09,363.0,368.88800000000003,381.0575,364.525,360.1875,362.97749999999996,379.47249999999997,396.24333333333334,397.31666666666666,386.125,,,345.40000000000003,340.1433333333334,411.6766666666667,332.475,,,,,389.325,,L5
2004-05-18 22:01:26.569,268.16,296.665,,,290.01,,287.46000000000004,290.145,,,,,208.45,211.66,210.24666666666667,310.125,,236.45333333333335,241.60333333333332,238.96,319.405,254.66,316.635,256.60999999999996,272.63666666666666,224.23,305.215,287.2075,295.1325,294.3675,287.98,292.9166666666667,315.17,285.38,304.08,305.5783333333333,313.90833333333336,322.355,327.055,336.41333333333336,344.32,344.22333333333336,347.9433333333333,350.1016666666667,,,360.245,364.84000000000003,364.18,474.5325,,371.71500000000003,,354.78499999999997,377.55499999999995,389.03,381.0,398.05499999999995,401.855,415.28,,414.93,,,361.9116666666667,372.05833333333334,371.012,366.61400000000003,371.21000000000004,382.184,364.525,360.1875,362.97749999999996,379.47249999999997,400.8925,399.8675,392.53999999999996,,,345.40000000000003,340.1433333333334,413.255,332.475,,,,,389.325,,L5
2004-06-10 22:08:17.839,268.16,296.665,235.15,251.71,290.01,223.5,287.46000000000004,290.145,234.68,242.24,,,218.785,217.475,210.24666666666667,310.125,,236.45333333333335,242.895,236.9,319.405,254.66,316.635,256.60999999999996,272.63666666666666,231.20999999999998,305.215,287.2075,295.1325,294.3675,287.98,292.9166666666667,315.17,285.38,304.08,305.5783333333333,313.90833333333336,322.355,327.055,336.41333333333336,344.32,344.22333333333336,347.9433333333333,350.1016666666667,,,360.245,364.84000000000003,364.18,474.5325,,371.71500000000003,,354.78499999999997,377.55499999999995,389.03,381.0,398.05499999999995,401.855,415.28,,414.93,,,361.9116666666667,372.05833333333334,371.012,366.61400000000003,371.21000000000004,382.184,364.525,360.1875,362.97749999999996,379.47249999999997,400.8925,399.8675,392.53999999999996,,,345.40000000000003,340.1433333333334,413.255,332.475,,,,,389.325,,L5
2004-07-12 22:09:13.408,268.16,296.665,235.15,246.14,290.01,217.185,287.46000000000004,290.145,232.895,240.925,229.7,,220.52666666666664,215.51,210.24666666666667,310.125,,236.45333333333335,242.895,233.82199999999997,319.405,254.66,316.635,256.60999999999996,272.63666666666666,238.19,305.215,303.2233333333333,311.35999999999996,308.78000000000003,302.42333333333335,305.748,315.17,298.32,314.49,314.26599999999996,323.298,331.044,334.896,343.62,349.942,348.696,351.986,353.698,,268.58,360.245,364.84000000000003,364.18,480.7033333333334,,371.71500000000003,,387.11,377.55499999999995,389.03,381.0,398.05499999999995,401.855,415.28,,414.93,,,365.6840000000001,375.58399999999995,375.4975,367.31750000000005,371.12800000000004,383.185,361.71,358.84666666666664,364.77666666666664,382.15333333333336,406.94666666666666,405.77666666666664,400.87499999999994,,,337.17,334.61,419.7266666666667,332.475,,,,,389.325,,L5
2004-08-29 22:10:22.051,266.5566666666667,294.2266666666667,267.515,262.24333333333334,291.0733333333333,217.185,285.76666666666665,288.24333333333334,254.0566666666667,266.2033333333333,229.7,304.8,220.52666666666664,215.51,210.24666666666667,310.59666666666664,323.5,255.3175,258.102,247.0,319.83,268.2275,314.5,270.2475,285.755,283.51,311.13,311.695,316.68,313.37,309.53000000000003,308.91333333333336,315.19,304.725,314.555,314.7583333333333,323.465,330.16,334.6233333333334,341.76,348.8483333333333,347.18,349.53999999999996,350.6666666666667,339.52,304.765,355.49,359.8966666666667,360.37000000000006,449.9225,354.48,366.99,365.95,377.685,374.3566666666666,382.06333333333333,378.04333333333335,393.2133333333333,398.6666666666667,408.6166666666666,402.48,411.25,402.88,394.87,362.4566666666667,371.06333333333333,370.144,362.5,366.94166666666666,375.426,357.2025,354.0275,357.6925,371.76750000000004,391.275,389.05749999999995,377.0733333333333,331.4,324.31,332.28333333333336,329.12666666666667,419.7266666666667,327.0266666666667,316.73,318.52,321.1,330.27,384.16,377.76,L5
2004-11-01 22:11:49.961,269.60666666666674,297.56333333333333,279.2833333333333,274.0875,295.91,217.185,289.5233333333333,291.71,266.485,278.805,229.7,309.19,220.52666666666664,215.51,222.08,312.87,324.15999999999997,290.42,283.25,265.86,323.26,295.74666666666667,316.59000000000003,299.95,311.62333333333333,305.08,324.99333333333334,327.1,332.6425,328.95500000000004,321.4375,319.01,319.605,317.315,323.705,322.5,329.39750000000004,333.6425,337.4475,346.09749999999997,351.84749999999997,349.845,347.5975,349.315,348.48,326.62666666666667,358.27,365.41333333333336,362.68333333333334,406.69000000000005,370.70000000000005,375.4766666666667,382.90999999999997,385.51666666666665,386.03,381.18000000000006,387.05,390.4533333333334,397.8066666666667,406.85999999999996,410.21500000000003,412.68,409.25,413.825,361.97499999999997,367.60499999999996,370.365,361.52,359.8725,365.50333333333333,352.08,351.86999999999995,351.2166666666667,355.33,376.0466666666666,372.28,367.1166666666666,351.28999999999996,324.31,330.09000000000003,335.88000000000005,417.99,335.0133333333333,333.355,334.885,335.94500000000005,340.88,389.33,385.12,L5
2005-05-12 22:14:14.883,252.45,275.25,290.14,283.95,285.39,,277.08,275.32,283.07,301.36,,293.68,,,,300.01,310.99,304.43,300.7,303.7,305.44,301.4,303.06,300.86,312.66,316.27,320.38,325.92,329.11,320.3,312.35,314.22,306.09,299.07,300.94,308.06,305.94,310.01,316.35,328.9,329.95,329.2,319.06,318.04,346.24,342.23,345.81,356.46,354.74,356.08,353.98,360.38,372.2,369.22,368.75,364.04,369.35,386.11,392.17,398.53,407.25,407.11,405.89,402.78,329.46,341.65,347.85,338.88,337.91,336.92,337.26,332.21,334.83,339.27,341.07,336.7,326.71,332.27,329.24,321.54,319.64,,319.32,323.29,325.03,328.52,333.85,372.96,375.61,L5
