dates,satname,nzd0089-0000,nzd0089-0001,nzd0089-0002,nzd0089-0003,nzd0089-0004
2024-05-02 22:11:08.519000,L8,,,,,289.85
2024-05-10 22:11:24.784000,L9,,,,282.05,290.82
2024-05-18 22:10:55.940000,L8,,,,280.83,290.34
2024-06-27 22:10:53.037000,L9,,351.20,294.61,337.23,319.27
2024-12-28 22:11:50.695000,L8,,261.15,268.15,298.05,299.43
2025-01-13 22:11:54.516000,L8,,,,278.83,291.49
2025-01-29 22:11:52.495000,L8,,271.24,254.05,293.64,297.75
2025-02-06 22:11:55.429000,L9,271.90,277.37,292.42,308.96,303.79
2025-03-10 22:11:52.276000,L9,,,,,283.70
2025-04-27 22:11:32.816000,L9,353.58,325.63,315.38,309.32,313.48
2025-05-05 22:11:12.639000,L8,,,,277.47,287.14
2025-05-13 22:11:22.590000,L9,,,,263.24,286.78
2025-05-21 22:11:16.046000,L8,,,,279.98,289.30
2025-08-09 22:11:49.526000,L8,,,,259.67,283.20
2025-08-17 22:11:54.672000,L9,,265.56,279.03,298.95,299.80
2025-11-05 22:12:10.440000,L9,,,,260.11,282.47
2025-11-13 22:12:04.594000,L8,354.71,353.00,338.44,334.86,328.81
