dates,nzd0089-0000,nzd0089-0001,nzd0089-0002,nzd0089-0003,nzd0089-0004,satname
1999-09-27 22:04:48+00:00,,,299.01,311.32,294.31,L7
2000-01-17 22:04:35+00:00,,348.26,299.01,330.31,294.31,L7
2000-08-12 22:02:54+00:00,,323.6,331.39,318.32,313.5,L7
2000-09-13 22:02:26+00:00,295.18,322.04,337.04999999999995,322.83,314.565,L7
2000-10-15 22:01:56+00:00,295.18,322.04,328.0,316.20666666666665,307.09,L7
2001-03-24 22:01:59+00:00,291.39,310.61,318.505,315.53499999999997,307.28499999999997,L7
2001-08-15 22:00:38+00:00,291.39,310.61,318.125,319.105,316.775,L7
2001-10-02 22:00:04+00:00,,,309.14,291.045,294.615,L7
2002-01-22 22:00:40+00:00,289.97,311.22,308.07,291.045,300.92,L7
2002-03-27 22:00:37+00:00,290.82000000000005,292.805,305.90999999999997,271.99,301.8433333333333,L7
2002-04-28 22:00:38+00:00,290.82000000000005,292.805,305.90999999999997,264.72,313.71,L7
2002-07-01 22:00:15+00:00,290.32666666666665,295.7,309.1166666666666,264.72,315.4633333333333,L7
2002-08-18 21:59:57+00:00,290.505,287.94,320.40333333333336,264.72,323.81333333333333,L7
2002-11-06 21:59:41+00:00,289.34,300.485,297.86333333333334,283.19,314.12333333333333,L7
2008-10-29 21:55:24+00:00,,,262.46,270.72,278.13,L5
2011-03-12 22:01:43+00:00,,,256.7,270.06,275.28,L5
2011-09-04 22:00:27+00:00,,,258.985,274.16499999999996,278.075,L5
2013-05-20 22:13:50+00:00,,260.04,256.04,289.15,292.29,L8
2013-06-21 22:13:43+00:00,,260.04,256.04,286.16499999999996,290.21000000000004,L8
2013-10-27 22:13:31+00:00,,261.97,263.24,287.48,291.55,L8
2013-11-28 22:13:25+00:00,,272.61,288.09000000000003,299.28333333333336,295.8,L8
2013-12-14 22:13:21+00:00,,272.61,288.09000000000003,292.615,292.6225,L8
2014-01-31 22:12:52+00:00,,272.61,288.09000000000003,291.87,292.73,L8
2014-04-05 22:11:58+00:00,,272.61,288.09000000000003,287.418,290.496,L8
2014-05-23 22:11:18+00:00,,281.32,305.74,285.996,289.92999999999995,L8
2014-10-14 22:12:02+00:00,,,,282.53,290.755,L8
2014-10-30 22:11:58+00:00,,253.56,,281.3833333333333,289.75,L8
2014-12-01 22:12:00+00:00,,265.865,292.4,288.2966666666667,293.1066666666667,L8
2015-06-27 22:11:10+00:00,,,,286.93,290.54,L8
2015-07-29 22:11:25+00:00,,,,283.75,289.3,L8
2015-12-20 22:11:57+00:00,,251.18,263.9,287.15000000000003,291.5933333333333,L8
2016-02-22 22:11:42+00:00,,251.18,263.9,286.705,291.125,L8
2016-05-12 22:11:20+00:00,,251.18,263.9,285.32,289.82666666666665,L8
2016-08-16 22:11:53+00:00,,,,277.11999999999995,284.33666666666664,L8
2016-11-20 22:12:09+00:00,,284.37,288.79,287.755,289.06,L8
2016-12-22 22:12:03+00:00,,284.37,288.79,279.4766666666667,286.35999999999996,L8
2017-08-19 22:11:53+00:00,,,,282.45,289.51,L8
2018-01-10 22:11:54+00:00,,,,278.77,287.04999999999995,L8
2018-07-05 22:10:54+00:00,,,,278.77,287.49,L8
2018-08-06 22:11:10+00:00,,,,272.23,285.895,L8
2018-09-07 22:11:24+00:00,,,,276.79,287.72999999999996,L8
2019-03-02 22:11:29+00:00,,251.23,268.96,290.485,294.505,L8
2019-05-21 22:11:27+00:00,,251.23,268.96,291.21000000000004,293.97,L8
2019-06-22 22:11:40+00:00,,251.23,268.96,283.88000000000005,291.99666666666667,L8
2019-08-09 22:11:55+00:00,,251.23,268.96,277.9775,288.6675,L8
2020-02-01 22:11:53+00:00,,,,260.27,282.405,L8
2020-05-07 22:11:12+00:00,,,,283.61,287.13,L8
2020-07-10 22:11:39+00:00,,,,283.82,288.04,L8
2020-07-26 22:11:44+00:00,,,,282.76,288.775,L8
2020-08-27 22:11:56+00:00,,256.18,253.87,282.16499999999996,289.885,L8
2020-12-17 22:12:09+00:00,,256.18,253.87,281.6833333333333,289.7975,L8
2021-02-19 22:11:51+00:00,,267.32500000000005,277.725,293.485,294.06333333333333,L8
2021-07-13 22:11:43+00:00,,278.47,301.58,295.59,298.88,L8
2021-11-06 22:12:48+00:00,,273.92,284.06,297.135,298.625,L9
2021-11-18 22:12:08+00:00,,280.95500000000004,292.28499999999997,300.75333333333333,299.77,L8
2022-01-13 22:12:02+00:00,,280.95500000000004,292.28499999999997,298.69,297.4266666666667,L9
2022-01-29 22:12:05+00:00,,280.95500000000004,292.28499999999997,298.69,294.5875,L9
2022-05-21 22:11:19+00:00,,,,281.03,287.2,L9
2022-06-14 22:11:59+00:00,,,,282.30333333333334,287.76,L8
2022-07-08 22:11:39+00:00,,,,282.51750000000004,288.38800000000003,L9
2022-07-16 22:12:03+00:00,,,,283.27000000000004,289.034,L8
2022-08-09 22:11:58+00:00,,,,281.492,289.17199999999997,L9
2023-02-09 22:12:09+00:00,,,,,288.63,L8
2023-03-13 22:11:47+00:00,,,,283.28,288.84000000000003,L8
2023-03-21 22:11:55+00:00,,,,286.48,289.81666666666666,L9
2023-03-29 22:11:37+00:00,288.14,282.96,301.29,296.50666666666666,295.0375,L8
2023-05-16 22:11:04+00:00,288.14,282.96,301.29,293.725,294.81,L8
2023-05-24 22:11:17+00:00,288.14,282.96,301.29,290.29,293.7966666666667,L9
2023-06-17 22:11:17+00:00,288.14,282.96,301.29,288.27666666666664,293.07142857142856,L8
