dates,nzd0548-0000,nzd0548-0001,nzd0548-0002,nzd0548-0003,nzd0548-0004,nzd0548-0005,nzd0548-0006,nzd0548-0007,nzd0548-0008
1999-10-27 22:19:51+00:00,290.5,,,307.9,307.13,,291.08,287.51,
1999-11-05 22:13:40+00:00,288.23,299.15,321.08,313.715,307.13,,291.08,287.51,
1999-12-07 22:13:41+00:00,281.34999999999997,290.73,311.755,306.22666666666663,301.6,287.27,289.87,286.14,
2000-04-20 22:19:15+00:00,287.5825,297.62333333333333,311.755,306.22666666666663,301.6,287.27,282.11333333333334,284.7966666666667,
2000-05-31 22:12:42+00:00,269.1033333333333,296.86,297.98,291.25,272.135,277.385,266.46999999999997,283.44,
2000-06-07 22:18:48+00:00,268.44,298.52,304.345,,258.47,267.5,254.08333333333334,282.11,
2000-09-04 22:11:34+00:00,270.1825,295.81333333333333,308.19666666666666,312.32,258.47,290.315,254.08333333333334,282.11,
2000-09-20 22:11:14+00:00,268.464,289.7,305.78999999999996,284.56,265.42333333333335,286.96666666666664,259.86,285.025,
2000-09-27 22:17:24+00:00,269.755,289.682,305.552,280.2866666666667,272.5275,285.185,262.62,286.43666666666667,
2001-02-11 22:11:12+00:00,266.2025,275.59000000000003,306.3566666666666,278.075,281.66666666666663,285.8275,264.2666666666667,285.38,
2001-02-27 22:11:06+00:00,267.596,277.986,308.255,284.322,281.66666666666663,285.8275,264.2666666666667,289.095,
2001-03-22 22:17:09+00:00,275.9925,285.01,317.92,294.8675,282.835,274.955,257.805,293.7975,
2001-04-16 22:10:54+00:00,267.295,273.4275,313.27666666666664,302.57666666666665,263.83,268.985,250.11499999999998,286.755,
2001-07-05 22:10:09+00:00,267.295,273.4275,313.27666666666664,302.57666666666665,263.83,268.985,243.54333333333332,286.755,
2001-11-26 22:09:21+00:00,267.95,281.33,309.29,298.76,306.15,299.49,262.24,292.52,
2001-12-19 22:15:37+00:00,284.40000000000003,294.82500000000005,309.29,310.12,316.235,302.355,273.10999999999996,290.325,
2002-02-14 22:09:41+00:00,284.40000000000003,294.2866666666667,317.025,310.12,315.3533333333333,303.4866666666667,294.95,292.9266666666667,
2002-10-03 22:14:41+00:00,,,,,269.54,,254.5,267.2,293.07
2003-02-24 22:15:37+00:00,282.82,290.7,316.39,304.18,287.19,314.01,254.5,285.13,293.07
2003-03-21 22:09:27+00:00,281.245,292.635,318.28,309.095,297.38666666666666,314.01,274.02,291.43666666666667,293.07
2003-04-13 22:15:43+00:00,270.58666666666664,284.7633333333333,316.87666666666667,293.9166666666667,297.63999999999993,314.01,276.275,292.66333333333336,298.48
2003-08-11 22:03:51+00:00,270.58666666666664,284.7633333333333,316.87666666666667,293.9166666666667,297.63999999999993,314.01,269.17,292.66333333333336,298.71500000000003
2003-10-07 21:58:35+00:00,247.585,262.56,298.005,269.38,278.96000000000004,279.69,266.12333333333333,279.225,298.71500000000003
2004-01-27 21:59:38+00:00,243.63,254.28500000000003,282.555,276.71000000000004,283.11,277.71500000000003,269.93333333333334,286.155,298.95
2004-03-31 21:59:59+00:00,243.63,254.28500000000003,282.555,276.71000000000004,283.11,277.71500000000003,277.42,273.97333333333336,291.99
2004-04-23 22:06:53+00:00,241.36,239.36,283.17,265.26,274.815,269.845,265.45,262.8466666666667,289.17
2004-05-02 22:00:57+00:00,241.36,239.36,268.135,250.61666666666667,268.1766666666667,262.4766666666667,258.5733333333333,260.73,289.17
2004-05-09 22:07:21+00:00,241.36,239.36,268.135,250.61666666666667,267.825,262.4766666666667,253.27499999999998,257.574,292.76
2004-06-10 22:08:17+00:00,241.36,239.36,268.135,250.61666666666667,267.825,262.4766666666667,248.666,251.72500000000002,291.89250000000004
2004-08-29 22:10:22+00:00,272.96,257.905,283.95500000000004,257.90000000000003,273.485,266.41333333333336,251.38999999999996,253.17500000000004,291.89250000000004
2004-11-01 22:11:49+00:00,277.58000000000004,291.365,312.41999999999996,297.89500000000004,289.04,288.685,258.97249999999997,262.445,294.61500000000007
2005-01-13 22:06:52+00:00,275.84999999999997,287.58,311.6033333333333,298.28000000000003,301.11333333333334,291.75666666666666,288.57,293.75,
2005-02-14 22:07:21+00:00,270.6575,280.73749999999995,307.3,292.6225,297.6275,286.525,284.90000000000003,289.4975,
2005-05-12 22:14:14+00:00,259.82666666666665,269.7966666666666,295.50333333333333,274.0833333333333,287.01,277.42333333333335,274.90333333333336,287.81999999999994,
2005-05-28 22:14:23+00:00,255.78500000000003,268.92999999999995,295.50333333333333,263.33,282.59000000000003,271.2375,268.255,287.81999999999994,
2005-07-15 22:14:43+00:00,245.40250000000003,257.9575,288.27,242.26250000000002,272.3675,257.79,256.3325,268.865,
2005-08-09 22:08:46+00:00,243.73600000000002,254.73199999999997,281.89000000000004,240.388,269.796,256.784,259.146,268.865,
2005-09-10 22:08:55+00:00,244.652,256.768,281.7866666666667,238.43400000000003,269.42999999999995,258.798,260.788,275.655,
2005-11-13 22:09:08+00:00,252.47400000000002,263.948,281.605,236.15500000000003,269.07,257.61249999999995,262.6375,275.655,
2006-01-23 22:16:59+00:00,262.67,270.98249999999996,284.3,258.71999999999997,274.44666666666666,268.0333333333333,275.12666666666667,281.83,298.15
2006-02-08 22:17:21+00:00,268.27500000000003,278.09499999999997,291.8,275.71999999999997,283.2366666666667,275.34,275.8233333333333,280.7366666666667,297.275
2006-02-17 22:11:22+00:00,268.26000000000005,277.804,295.5,281.1425,287.805,279.78499999999997,280.3025,284.8725,297.275
2006-04-22 22:12:36+00:00,275.332,279.6575,295.97333333333336,286.22999999999996,288.6266666666667,279.41333333333336,279.7033333333333,283.0566666666667,297.275
2006-04-29 22:18:53+00:00,272.365,277.75,289.2975,286.22999999999996,287.6125,278.095,277.575,282.7825,297.275
2006-08-03 22:20:15+00:00,270.06,272.34666666666664,289.1666666666667,290.65,280.0825,280.6466666666667,273.0775,277.59,293.86
2006-08-28 22:14:23+00:00,272.8066666666667,274.53999999999996,285.67,275.78,272.08666666666664,278.455,269.42333333333335,267.265,291.32
2006-09-20 22:20:51+00:00,267.7,268.52,281.15333333333336,266.2,274.525,274.1033333333333,268.875,271.1766666666667,294.375
2007-02-04 22:15:45+00:00,251.23666666666668,258.93333333333334,284.65333333333336,270.91,281.59666666666664,265.33666666666664,269.93333333333334,269.905,293.97
2008-10-27 22:10:37+00:00,,255.42,272.08,252.54,267.01,251.3,258.2,256.88,292.84
2009-01-31 22:12:28+00:00,252.38,254.77999999999997,277.08,259.25,266.72,253.68,260.26,256.46500000000003,288.55499999999995
2010-11-02 22:16:48+00:00,240.31,258.72,281.49,266.33,270.75,255.81,263.15,262.32,292.04
2010-12-20 22:16:50+00:00,245.39,266.1,292.525,277.41499999999996,280.76,265.39,266.45,268.65999999999997,295.26
2011-01-21 22:16:54+00:00,251.67,268.4866666666667,294.81666666666666,280.40333333333336,281.8666666666666,265.9533333333333,263.8333333333333,270.30333333333334,293.4433333333333
2011-02-06 22:16:56+00:00,253.305,265.02750000000003,291.0875,277.0575,278.35249999999996,264.9425,262.2475,268.4425,292.05
2013-11-26 22:28:34+00:00,269.93,274.2,296.84,276.61,282.88,267.59,276.83,274.73,303.68
2013-12-28 22:28:23+00:00,270.57,278.735,298.89,283.105,282.325,272.61,276.92999999999995,274.855,300.03499999999997
2014-04-12 22:20:49+00:00,265.59,267.59,278.26,276.1166666666667,278.0133333333333,268.42333333333335,267.81666666666666,276.78000000000003,300.03499999999997
2014-05-05 22:26:35+00:00,264.4875,266.055,277.45,268.115,280.1425,266.6875,265.63,277.08500000000004,300.03499999999997
2014-07-17 22:20:39+00:00,256.5466666666667,251.85,263.52666666666664,255.77666666666664,275.99333333333334,260.765,253.1,279.31500000000005,
2014-08-02 22:20:46+00:00,256.495,251.575,262.56,249.1175,273.9375,262.2733333333333,255.37,279.31500000000005,
2014-08-18 22:21:15+00:00,256.182,251.17600000000002,263.456,251.91199999999998,273.988,264.05,262.294,279.31500000000005,
2014-09-03 22:20:54+00:00,255.085,244.32666666666668,260.39500000000004,251.91199999999998,272.9066666666667,264.05,262.294,280.58,
2014-09-19 22:20:54+00:00,262.3885714285714,244.32666666666668,260.39500000000004,251.91199999999998,272.9066666666667,264.05,262.294,280.58,
2014-10-12 22:27:11+00:00,267.21571428571434,253.14333333333335,274.07166666666666,261.306,279.58833333333337,273.4225,270.49,283.40000000000003,
2014-12-15 22:27:04+00:00,274.62428571428575,251.48200000000003,273.882,265.605,278.2,277.40333333333336,273.345,286.1,
2014-12-31 22:26:59+00:00,274.62428571428575,253.64499999999998,275.545,266.82000000000005,277.8183333333333,273.52250000000004,272.206,280.4266666666667,296.48
2015-03-14 22:20:23+00:00,303.49,281.3299999999999,301.46,290.39500000000004,292.695,279.71000000000004,279.11,279.085,296.48
2015-04-06 22:26:20+00:00,302.5833333333333,262.49333333333334,294.28333333333336,284.52,289.56666666666666,275.05333333333334,277.97666666666663,277.9866666666667,296.48
2015-07-11 22:26:29+00:00,305.29,241.23,279.93,272.77,283.31,265.74,256.91,275.79,
2015-08-21 22:20:33+00:00,282.365,248.75,273.995,272.77,283.31,265.74,266.1933333333333,284.63,
2015-10-24 22:20:52+00:00,266.845,268.87000000000006,291.645,,318.58,,273.49000000000007,296.96000000000004,
2016-01-19 22:27:03+00:00,281.3,274.485,291.645,,318.58,,291.18000000000006,296.96000000000004,
2016-04-08 22:26:35+00:00,291.54,292.06,317.405,,314.87,,295.34000000000003,295.075,
2016-05-03 22:20:25+00:00,285.07,275.745,301.2,268.26,291.435,269.74,271.68,284.78499999999997,
2016-06-11 22:26:39+00:00,277.2575,272.34999999999997,292.59666666666664,268.26,291.435,269.74,265.35333333333335,284.78499999999997,
2016-07-06 22:20:41+00:00,277.2575,272.34999999999997,292.59666666666664,268.26,291.435,269.74,258.765,270.9166666666667,
2016-09-08 22:21:00+00:00,268.86,276.4225,298.34,268.26,291.435,269.74,258.765,270.9166666666667,
2016-11-11 22:21:31+00:00,268.06,279.3233333333333,301.80333333333334,308.87,315.4,304.01,245.84999999999997,243.18,
2016-12-04 22:27:17+00:00,276.27,287.395,308.835,315.57,318.955,304.01,245.84999999999997,243.18,
2017-02-15 22:20:43+00:00,289.0475,295.245,317.935,312.57666666666665,314.8533333333333,302.08500000000004,,296.99,
2017-02-22 22:26:52+00:00,292.15,299.922,321.11199999999997,312.57666666666665,314.8533333333333,302.08500000000004,,296.99,
2017-03-26 22:26:34+00:00,296.0325,302.7425,306.102,312.57666666666665,305.03999999999996,290.56333333333333,252.2,282.56,
2017-04-04 22:20:44+00:00,296.0325,302.7425,289.2816666666667,312.57666666666665,305.03999999999996,290.56333333333333,252.2,268.96,
2017-04-20 22:20:11+00:00,296.0325,302.7425,277.7614285714286,312.57666666666665,297.29200000000003,290.56333333333333,246.185,260.6825,
2017-05-06 22:20:07+00:00,296.0325,302.7425,268.20125,312.57666666666665,297.29200000000003,290.56333333333333,242.78333333333333,255.314,281.13
2017-06-23 22:20:32+00:00,304.745,307.7950000000001,250.205,306.59,282.85,283.84000000000003,241.2725,251.53666666666666,277.28499999999997
2017-08-17 22:27:01+00:00,287.28499999999997,300.435,247.08166666666668,281.61,275.7633333333333,267.28999999999996,241.2725,242.446,277.28499999999997
2017-10-29 22:21:05+00:00,272.71500000000003,284.405,269.8766666666667,295.34000000000003,298.15999999999997,288.175,236.36,233.245,277.28499999999997
2018-01-01 22:20:56+00:00,278.62666666666667,289.71,313.11666666666673,295.34000000000003,298.15999999999997,288.175,,,
2018-07-12 22:19:56+00:00,,,,,,,241.71,242.99,
2018-09-05 22:26:33+00:00,311.08,,,332.47,,,241.71,242.99,
2019-01-11 22:26:49+00:00,311.08,264.19,297.91,306.275,280.69,271.91,269.36,272.15,
2019-01-27 22:26:45+00:00,311.08,264.19,297.91,287.18666666666667,271.55,254.055,250.905,269.0,277.9
2019-02-12 22:26:43+00:00,300.79999999999995,282.19,309.75,287.18666666666667,271.55,268.7366666666667,250.905,275.03,277.9
2019-04-17 22:26:24+00:00,290.52,282.19,309.75,256.58,260.8866666666667,267.4125,248.94333333333336,274.3025,289.44
2019-06-20 22:26:49+00:00,290.52,282.19,309.75,245.7525,260.8866666666667,267.4125,248.59,274.3025,288.28333333333336
2020-01-14 22:27:08+00:00,288.24,292.15,312.77,,301.91,291.27,283.57,279.9,
2020-04-12 22:20:48+00:00,288.24,264.66499999999996,275.355,230.73,284.31500000000005,277.12,260.36,257.69,
2020-04-19 22:26:32+00:00,273.265,261.95,267.4733333333333,230.73,284.31500000000005,277.12,260.36,257.69,219.3
2020-05-14 22:20:12+00:00,273.265,261.95,267.4733333333333,226.17000000000002,277.54,271.75666666666666,254.98000000000002,248.43666666666664,219.3
2020-05-30 22:20:16+00:00,273.265,261.95,267.4733333333333,226.17000000000002,267.58000000000004,271.75666666666666,251.2525,242.4275,230.485
2020-06-22 22:26:41+00:00,273.265,261.95,267.4733333333333,226.17000000000002,267.58000000000004,271.75666666666666,248.064,234.848,224.9333333333333
2020-08-02 22:20:44+00:00,258.29,246.84999999999997,244.825,226.17000000000002,256.1366666666667,262.0,239.1875,223.585,224.6225
2020-11-22 22:21:30+00:00,,,,,249.695,248.92,237.68999999999997,214.46500000000003,226.39666666666668
2021-05-24 22:26:39+00:00,255.23,254.22,282.08,245.42,282.75,268.03,251.94,,
2021-06-18 22:20:38+00:00,255.23,254.22,282.08,245.42,282.75,268.03,246.09,241.52,285.64
2021-08-12 22:27:06+00:00,256.635,254.535,262.775,245.42,282.75,268.03,248.32666666666668,260.385,285.64
2022-02-13 22:20:52+00:00,253.11,247.78,275.47,260.18,268.42,265.55,,,
2022-02-20 22:26:59+00:00,272.6,275.48,299.19000000000005,260.18,292.03499999999997,287.32,,291.67,
2022-03-01 22:20:48+00:00,271.42,278.25,302.4533333333334,260.18,292.03499999999997,291.69,,294.345,
2022-03-09 22:20:49+00:00,266.3325,271.365,298.77250000000004,263.65999999999997,287.20666666666665,287.5625,248.13,289.3833333333333,
2022-03-24 22:26:46+00:00,271.096,271.365,298.77250000000004,263.65999999999997,287.20666666666665,287.5625,248.13,289.4325,
2022-04-10 22:21:04+00:00,271.096,266.87600000000003,292.508,264.6133333333333,282.58500000000004,283.828,239.52499999999998,288.618,282.52
2022-04-17 22:26:46+00:00,270.04333333333335,268.105,292.325,269.6175,283.502,281.98499999999996,240.63666666666666,286.8183333333333,282.955
2022-05-03 22:26:41+00:00,269.09,270.17,291.2785714285714,267.76599999999996,284.04333333333335,280.0485714285714,241.0925,285.71285714285716,284.49
2022-05-04 22:20:37+00:00,269.09,270.17,291.2785714285714,261.9066666666667,281.84285714285716,278.38,241.16199999999998,278.05,283.9975
2022-06-05 22:20:51+00:00,265.215,267.9225,287.3025,263.06857142857143,280.14375,278.38,242.37,278.05,283.9975
2022-07-22 22:26:54+00:00,265.215,267.9225,287.3025,263.06857142857143,280.14375,278.38,242.22571428571428,272.79777777777775,284.32
2022-07-23 22:21:07+00:00,265.215,267.9225,287.3025,263.06857142857143,280.14375,278.38,241.36125,267.85299999999995,284.32
2022-08-07 22:27:06+00:00,261.34555555555556,263.6933333333333,283.70222222222225,263.06857142857143,280.14375,272.7233333333333,242.37666666666667,268.71,288.955
2022-08-08 22:21:16+00:00,260.639,262.37,283.095,263.79125,279.18333333333334,272.991,246.974,268.71,288.955
2022-09-09 22:21:47+00:00,256.8857142857143,255.67428571428573,273.71999999999997,263.7657142857143,274.83857142857147,264.96285714285716,250.483,264.1011111111111,288.955
2022-09-16 22:27:36+00:00,262.69124999999997,255.67428571428573,273.71999999999997,263.7657142857143,274.83857142857147,264.96285714285716,250.483,264.1011111111111,288.955
2022-11-19 22:27:29+00:00,264.3016666666667,257.604,268.045,267.41333333333336,270.8633333333333,259.31666666666666,257.85833333333335,255.165,298.87
2022-11-27 22:27:24+00:00,267.18857142857144,263.7233333333333,277.37800000000004,267.41333333333336,280.16249999999997,268.47,262.3514285714286,261.63,298.87
2022-12-06 22:21:13+00:00,272.1471428571428,269.06333333333333,288.134,266.1,284.13333333333327,276.97799999999995,264.675,261.63,298.87
2022-12-13 22:27:25+00:00,272.1471428571428,269.06333333333333,288.134,263.07,286.34499999999997,277.81666666666666,266.7085714285714,263.84166666666664,300.25333333333333
2022-12-21 22:27:21+00:00,277.11875,269.06333333333333,288.134,263.07,286.34499999999997,277.81666666666666,266.7085714285714,263.84166666666664,300.25333333333333
2022-12-29 22:27:24+00:00,280.19111111111107,269.06333333333333,288.134,263.07,286.34499999999997,277.81666666666666,266.7085714285714,263.84166666666664,300.25333333333333
2022-12-30 22:21:12+00:00,280.19111111111107,266.27,286.28000000000003,263.865,284.31,276.65999999999997,265.77750000000003,263.84166666666664,299.53249999999997
2023-01-07 22:21:14+00:00,280.234,266.27,286.28000000000003,263.865,284.31,276.65999999999997,265.77750000000003,263.84166666666664,299.53249999999997
2023-01-14 22:27:21+00:00,280.3272727272727,266.27,286.28000000000003,263.865,284.31,279.4925,268.7655555555555,267.95285714285717,302.772
2023-01-15 22:21:05+00:00,280.3272727272727,263.84625,285.6828571428572,263.78200000000004,285.9066666666667,280.7733333333333,270.346,270.39625,304.47166666666664
2023-04-13 22:20:38+00:00,282.245,270.83,289.588,262.51,287.856,288.25142857142856,274.875,283.904,302.34000000000003
2023-04-28 22:26:27+00:00,279.0466666666667,268.69142857142856,286.4766666666667,261.0,287.06166666666667,285.38625,270.82714285714286,281.2583333333334,299.62833333333333
