dates,nzd0138-0000,nzd0138-0001,nzd0138-0002,nzd0138-0003,nzd0138-0004,nzd0138-0005,nzd0138-0006,nzd0138-0007,nzd0138-0008,nzd0138-0009,nzd0138-0010,nzd0138-0011,nzd0138-0012,nzd0138-0013,nzd0138-0014,nzd0138-0015,nzd0138-0019,nzd0138-0020,nzd0138-0021,nzd0138-0022,nzd0138-0023,nzd0138-0024,nzd0138-0025,nzd0138-0026,nzd0138-0027,nzd0138-0028,nzd0138-0029,nzd0138-0016,nzd0138-0017,nzd0138-0018,nzd0138-0030,nzd0138-0031,satname
1999-08-26 22:04:44+00:00,,274.93,,302.25,,311.39,270.13,269.81,271.31,,,,242.2,248.49,257.94,247.8,274.04,,265.69,243.27,234.26,238.61,232.64,225.53,214.69,190.21,171.0,284.62,244.18,,,,L7
1999-09-27 22:04:48+00:00,,274.93,,302.25,,294.975,271.225,269.81,269.435,229.93,,,230.76999999999998,248.435,257.90999999999997,247.8,269.40999999999997,246.94,253.29500000000002,240.815,230.64499999999998,235.48000000000002,227.995,221.0,212.915,189.7,171.85500000000002,284.62,244.18,,,,L7
1999-11-14 22:04:42+00:00,,266.98,,301.78,204.8,293.5566666666667,276.1933333333333,271.075,270.48,231.055,,,239.01,249.88,259.06666666666666,235.17000000000002,267.81666666666666,246.08499999999998,235.93999999999997,241.50666666666666,230.21666666666667,233.94333333333336,227.995,221.0,212.915,189.7,171.85500000000002,279.685,236.965,,,,L7
2000-05-24 22:03:46+00:00,,,310.95,305.74,176.02,,,,,297.59,262.01,,260.5,252.85,261.25,,,,,,,,,,,,,,,,,,L7
2001-01-03 22:02:12+00:00,,,320.43,320.03,,321.07,322.34,,,310.42,283.29,306.82,,,280.8,,285.88,,,247.21,273.61,231.89,232.42,,247.5,218.81,201.46,299.44,288.34,290.84,,,L7
2001-02-13 21:56:03+00:00,,,320.43,309.65,209.34,299.14,297.315,,,310.42,283.29,306.82,,250.97,267.73,,285.88,,,247.21,273.61,231.89,232.42,,247.5,218.81,201.46,299.44,288.34,290.84,,,L7
2001-03-01 21:56:21+00:00,,274.41,320.43,309.65,209.995,293.71666666666664,288.0,271.96,264.68,301.9,283.29,306.82,228.24,253.41500000000002,264.32,,285.88,,241.31,242.45499999999998,254.885,230.115,227.61,220.45,225.405,207.345,188.305,299.44,288.34,290.84,,,L7
2001-03-24 22:01:59+00:00,,292.8,317.32500000000005,311.25,215.16333333333333,298.2475,284.875,296.86,264.68,301.7266666666667,270.40999999999997,298.36,258.40999999999997,253.79666666666665,262.67,,283.805,247.06,260.385,239.79333333333332,246.18666666666664,225.45666666666668,227.54999999999998,220.70499999999998,220.0666666666667,203.60999999999999,182.48333333333335,295.98,286.1,287.83,,,L7
2001-08-08 21:55:01+00:00,,292.8,306.275,306.86,210.435,293.06,270.6175,304.42333333333335,266.195,297.38,257.53,289.9,258.40999999999997,253.79666666666665,256.6266666666667,,281.73,247.06,256.9266666666667,236.08499999999998,232.57333333333335,225.9333333333333,226.11333333333334,220.34666666666666,205.56333333333336,193.32333333333335,172.995,292.52,283.86,284.82,,,L7
2001-08-15 22:00:38+00:00,,309.90333333333336,306.275,329.225,210.79999999999998,298.3433333333333,270.06,314.98,266.195,309.45666666666665,257.53,309.485,279.0833333333333,279.3,257.61,,296.46500000000003,247.06,256.9266666666667,236.08499999999998,232.57333333333335,225.9333333333333,226.11333333333334,220.34666666666666,205.56333333333336,193.32333333333335,172.995,305.35,299.67,301.96500000000003,225.77,,L7
2001-08-24 21:54:48+00:00,,309.90333333333336,306.275,329.225,210.79999999999998,298.3433333333333,266.2675,310.914,259.9266666666667,309.45666666666665,257.53,309.485,279.0833333333333,279.3,257.61,,296.46500000000003,247.06,250.125,229.92,229.6175,223.375,226.11333333333334,220.34666666666666,205.56333333333336,193.32333333333335,172.995,305.35,299.67,301.96500000000003,225.77,,L7
2001-09-09 21:54:12+00:00,,327.65,310.6933333333333,322.72333333333336,218.4766666666667,306.91333333333336,266.7525,321.03,261.98999999999995,310.12000000000006,262.1,309.485,299.42,290.76666666666665,264.49,,273.93333333333334,251.025,255.94,230.63000000000002,229.2175,224.29749999999999,228.53666666666666,222.14333333333335,210.16,192.72,170.84,305.35,299.67,296.92333333333335,225.77,,L7
2001-09-25 21:54:04+00:00,,344.11,311.47666666666663,322.89,216.45000000000002,306.93,274.375,321.31,274.09999999999997,311.6033333333333,269.255,329.07,299.17,304.10999999999996,267.435,213.89,256.7,269.9,254.7325,233.14000000000001,232.2525,229.01749999999998,229.49,224.35333333333332,212.98000000000002,190.29333333333332,,318.18,315.48,302.975,225.77,,L7
2001-10-02 22:00:04+00:00,,344.11,311.47666666666663,322.89,226.7525,306.3075,274.375,321.31,274.09999999999997,302.2975,269.255,329.07,299.17,289.43,264.68666666666667,213.89,251.265,262.82666666666665,252.31,234.9325,231.91199999999998,228.18,228.8325,223.58499999999998,211.06,189.2275,,318.18,315.48,302.975,225.77,,L7
2001-10-11 21:53:46+00:00,,344.11,311.04499999999996,318.3275,226.458,302.136,273.996,320.56333333333333,274.09999999999997,301.21999999999997,265.7633333333333,329.07,295.84000000000003,281.842,263.635,213.89,255.0,259.24,250.99333333333334,235.554,232.28,228.21333333333334,225.872,223.07,211.704,189.516,,318.18,315.48,302.975,225.77,,L7
2001-12-05 22:00:18+00:00,,344.11,311.04499999999996,318.3275,226.458,302.136,273.996,320.56333333333333,274.09999999999997,301.21999999999997,265.7633333333333,329.07,293.61400000000003,276.7416666666667,261.716,213.89,257.01166666666666,260.32,252.79285714285714,236.845,232.25428571428571,226.79714285714286,218.16666666666666,223.07,211.704,189.516,,318.18,315.48,302.975,225.77,,L7
2002-01-22 22:00:40+00:00,,344.11,311.04499999999996,318.3275,226.458,302.136,273.996,323.7257142857143,286.568,306.365,280.26,326.185,293.61400000000003,276.7416666666667,261.716,213.89,257.01166666666666,260.32,258.68125,236.845,232.25428571428571,226.79714285714286,218.16666666666666,223.07,211.704,189.516,,320.27,313.20000000000005,304.5566666666667,232.34,174.02,L7
2002-02-16 21:54:54+00:00,,257.62,312.23,308.1325,234.01,302.22200000000004,281.982,316.865,292.71200000000005,299.56166666666667,281.72799999999995,323.3,285.712,262.54333333333335,259.13,225.21499999999997,248.02166666666665,255.915,259.91999999999996,235.19428571428574,234.85714285714286,222.65714285714287,214.23666666666665,220.11999999999998,207.51799999999997,189.90749999999997,,298.78,310.92,297.28,238.91,174.02,L7
2002-08-18 21:59:57+00:00,,286.3,,,,311.94,314.64,318.58,271.83,297.19,291.62,,286.32,,280.28,,272.39,260.62,277.84,238.25,235.38,239.26,228.5,227.09,216.3,196.57,,,,,,,L7
