dates,satname,nzd0138-0000,nzd0138-0001,nzd0138-0002,nzd0138-0004,nzd0138-0005,nzd0138-0006,nzd0138-0007,nzd0138-0008,nzd0138-0009,nzd0138-0010,nzd0138-0011,nzd0138-0012,nzd0138-0013,nzd0138-0014,nzd0138-0015,nzd0138-0016,nzd0138-0017,nzd0138-0018,nzd0138-0019,nzd0138-0020,nzd0138-0021,nzd0138-0022,nzd0138-0023,nzd0138-0024,nzd0138-0025,nzd0138-0026,nzd0138-0027,nzd0138-0003,nzd0138-0029,nzd0138-0030,nzd0138-0031,nzd0138-0028
2011-02-17 21:55:37.006000,L5,289.34,314.30,324.83,315.21,321.20,326.83,324.90,308.81,,,,,285.14,299.29,306.69,311.25,300.69,299.78,294.62,302.99,289.06,264.68,265.32,258.58,274.15,271.15,258.61,319.49,232.60,206.36,129.67,235.98
2011-02-17 21:56:00.979000,L5,261.34,292.46,305.61,291.61,295.74,309.70,306.34,,,,,,,,,,,,268.46,290.42,239.25,238.59,241.50,219.14,214.82,209.96,234.76,291.29,211.28,187.89,96.01,217.41
2011-04-13 22:01:34.017000,L5,,,,,,263.63,258.39,256.16,267.73,,,,,,,,,,,,,,,,,198.48,225.78,,196.86,175.46,77.38,204.63
2011-09-04 22:00:27.603000,L5,243.96,284.60,297.82,,,,,,,,260.21,261.55,273.59,265.49,283.60,287.10,,,,,,225.78,231.94,201.29,210.05,238.32,224.00,283.00,204.23,179.92,95.95,209.00
2013-04-11 22:07:51.092000,L8,256.44,277.59,291.19,248.05,281.06,296.50,280.09,274.87,273.45,256.74,,,,,,,,,,,,,,,,,213.03,280.98,200.90,172.87,83.43,208.23
2013-04-11 22:08:15.067000,L8,253.22,273.11,289.42,247.39,279.05,293.73,276.69,273.80,271.47,,,,,,,,,,,,,,,,,,210.88,279.27,198.04,170.55,79.83,205.70
2013-04-27 22:07:47.557000,L8,,,,,,288.63,276.18,270.36,268.65,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,185.79,212.51,,196.57,171.53,73.71,197.35
2013-05-29 22:07:41.466000,L8,253.11,278.77,288.91,,,,,,,,,,,,,,,,,,,,,,,188.95,216.03,271.35,203.19,171.54,76.26,203.36
2013-05-29 22:08:05.425000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,209.45,,193.19,165.46,63.71,193.82
2013-06-05 22:13:51.261000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,189.63,215.33,,197.74,172.32,77.27,196.00
2013-06-30 22:07:36.163000,L8,,,,,,294.38,284.68,270.13,272.82,265.21,,,,,,,,,266.40,277.81,242.39,237.85,234.53,214.19,234.18,207.93,218.01,,205.20,176.97,87.15,209.38
2013-06-30 22:08:00.117000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,202.19,212.85,,197.42,170.36,75.63,194.07
2013-07-07 22:13:48.209000,L8,,,,,,,,,,,,,,,,,,,,,,,,,196.96,202.14,216.35,,198.56,173.30,81.18,200.20
2013-08-08 22:13:49.700000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,208.68,,193.89,169.54,75.77,193.03
2013-08-17 22:08:03.120000,L8,285.11,309.47,317.08,313.78,318.97,328.96,328.47,323.81,300.45,312.68,304.52,302.88,303.23,295.77,306.84,309.84,294.34,306.42,291.23,300.23,289.92,284.03,254.13,276.47,288.14,289.04,275.01,312.15,233.70,212.83,130.64,250.38
2013-09-02 22:07:40.639000,L8,299.14,317.30,326.48,328.42,319.16,329.79,330.25,323.52,311.16,311.39,308.55,301.89,311.00,297.75,314.32,313.94,302.62,308.05,301.77,307.65,293.57,294.72,290.54,288.69,286.08,289.04,274.83,318.71,252.17,233.44,155.85,265.69
2013-09-02 22:08:04.598000,L8,299.12,316.87,325.91,327.89,318.42,331.03,329.87,323.09,310.90,310.94,308.08,301.18,310.06,297.21,313.70,313.30,301.89,307.42,301.21,307.20,293.34,294.37,290.15,288.33,285.55,288.85,274.84,318.02,251.70,232.83,155.70,265.13
