dates,nzd0221-0000,nzd0221-0001,nzd0221-0002,nzd0221-0003,nzd0221-0004,nzd0221-0005,nzd0221-0006,nzd0221-0007,nzd0221-0008,nzd0221-0009,nzd0221-0010,nzd0221-0011,nzd0221-0012,nzd0221-0013,nzd0221-0014,nzd0221-0015,nzd0221-0016,nzd0221-0017,nzd0221-0018,nzd0221-0019,nzd0221-0020,nzd0221-0021,satname
1999-12-25 21:58:52+00:00,,315.62,320.96,312.34,308.87,312.16,302.01,315.83,321.71,306.78,308.86,322.14,308.23,320.43,318.53,314.32,300.33,297.03,302.53,311.28,325.32,,L7
2000-03-30 21:58:33+00:00,330.55,317.115,320.26,310.87,305.94,319.675,296.13,323.025,311.015,306.78,318.73,321.985,315.855,320.19,320.955,321.03999999999996,308.655,307.105,310.36,317.765,325.32,351.25,L7
2000-08-05 21:57:08+00:00,330.55,311.79,319.56,309.4,303.01,327.19,290.25,330.22,300.32,,328.6,321.83,328.995,326.575,323.38,327.76,322.245,317.18,318.19,314.83500000000004,,348.1,L7
2000-11-09 21:56:21+00:00,313.23,311.095,317.6,312.89,306.17,312.12,313.7,,,,320.42,325.47,326.9,330.91999999999996,325.61,317.82,317.99,304.16,307.19,313.19500000000005,,344.95,L7
2001-03-17 21:56:16+00:00,313.23,317.22,317.6,294.11,306.17,312.12,313.7,288.38,283.89,291.04,304.49,325.47,307.755,310.24,315.795,311.69,299.55,295.56500000000005,307.19,320.97,316.26,318.11,L7
2001-06-21 21:55:29+00:00,,,,275.33,,,,277.365,280.28,291.04,285.445,,295.20500000000004,291.84,305.98,304.855,294.775,286.82500000000005,290.21,,316.26,318.11,L7
2001-08-24 21:54:48+00:00,,,,275.33,,,,277.365,280.28,291.04,300.84,,308.23,308.57,305.98,314.6933333333333,294.775,286.82500000000005,290.21,,316.26,318.11,L7
2001-09-09 21:54:36+00:00,,,,275.33,,,,276.06666666666666,281.43333333333334,292.84000000000003,299.5575,,305.3875,300.96,308.765,313.4325,296.7,288.86333333333334,294.125,287.55,318.25,327.135,L7
2001-09-25 21:54:28+00:00,342.3,345.7,346.73,,341.49,337.11,332.5,269.91,297.05,316.11,312.04,365.02,315.3925,305.52,329.33000000000004,322.945,308.0,300.8566666666666,309.0,287.55,320.24,336.16,L7
2002-02-16 21:54:54+00:00,349.21500000000003,349.705,355.65999999999997,,342.53499999999997,336.0,333.88,273.47,320.42,326.21666666666664,328.155,359.46500000000003,327.4175,305.52,334.77,333.4375,316.57666666666665,314.67,329.40000000000003,287.55,320.24,336.16,L7
2002-08-27 21:54:00+00:00,,306.95,,288.9,303.82,297.22,,304.12,,,309.66,,337.83,305.52,,321.89,,314.86,316.18,309.17,331.74,348.01,L7
2002-12-01 21:54:16+00:00,,306.95,,288.9,303.82,297.22,,304.12,322.29,322.39,317.66,335.22,332.405,318.835,334.46,323.45,314.81,311.95500000000004,313.01,317.805,333.46000000000004,347.21000000000004,L7
2003-01-18 21:54:30+00:00,,311.7,317.99,297.80499999999995,301.615,299.885,291.3,311.545,322.29,322.39,317.66,333.145,325.58,319.2933333333333,328.135,321.50666666666666,310.015,308.5266666666667,313.01,317.805,333.46000000000004,347.21000000000004,L7
2003-04-08 21:54:47+00:00,338.29,316.45,321.28499999999997,309.07,306.95000000000005,313.625,296.71500000000003,318.97,322.065,326.475,330.56500000000005,341.5,325.18333333333334,328.13666666666666,330.61999999999995,325.73,316.06666666666666,310.8433333333333,319.135,326.44,335.18,346.41,L7
