dates,satname,nzd0428-0000,nzd0428-0001,nzd0428-0002,nzd0428-0003,nzd0428-0004,nzd0428-0005,nzd0428-0006,nzd0428-0007,nzd0428-0008,nzd0428-0009,nzd0428-0010,nzd0428-0011,nzd0428-0012,nzd0428-0013,nzd0428-0014,nzd0428-0015,nzd0428-0016,nzd0428-0017,nzd0428-0018,nzd0428-0019,nzd0428-0020,nzd0428-0021,nzd0428-0022,nzd0428-0023,nzd0428-0024,nzd0428-0025,nzd0428-0026,nzd0428-0027,nzd0428-0028,nzd0428-0029,nzd0428-0030
2000-11-07 22:10:17.299000,L7,,,286.85,234.09,275.31,,,207.21,184.05,247.77,201.43,237.27,235.08,287.97,289.08,273.33,274.30,268.95,267.18,260.01,262.16,254.33,,,,,,,,,
2001-01-10 22:10:27.647000,L7,,209.34,262.26,276.66,276.82,260.45,188.06,202.22,224.95,267.16,288.36,235.58,239.60,223.35,213.53,276.07,268.42,267.71,262.71,260.78,259.47,256.88,224.17,,,,,,,,
2003-08-20 21:57:03.003000,L5,312.70,307.23,316.81,307.40,306.39,306.94,289.37,270.56,252.77,285.59,300.42,304.33,301.66,304.80,300.60,305.95,294.12,293.83,278.59,275.76,275.72,265.80,260.17,236.04,170.92,,,,,,
2003-12-10 21:58:29.659000,L5,295.78,297.28,306.75,305.30,304.64,308.29,277.90,265.22,253.41,286.12,299.25,302.83,294.97,305.83,302.94,296.71,297.81,288.33,286.19,277.19,271.38,254.83,249.34,164.84,,,,,,,
2003-12-26 21:58:42.145000,L5,254.05,248.80,265.35,262.42,250.69,249.71,,,,188.82,272.17,275.84,263.00,257.49,247.53,241.35,238.49,230.85,226.87,222.11,235.40,223.46,212.76,,,,,,,,
2004-01-27 21:58:50.060000,L5,295.88,293.20,303.79,301.38,295.25,299.88,272.26,278.34,261.22,298.30,307.41,312.04,303.58,298.96,291.99,286.85,289.38,281.80,274.62,272.84,275.95,266.21,256.12,167.69,,,,,,,
2004-05-18 22:00:38.480000,L5,289.20,269.98,277.01,273.40,262.24,263.24,,,,240.23,262.20,259.09,257.62,251.19,250.43,245.83,237.87,226.83,224.28,228.43,218.03,220.84,203.23,,,,,,,,
2004-08-22 22:03:12.259000,L5,279.62,260.54,265.10,260.84,251.01,,,,,,242.65,248.45,239.51,241.71,229.36,220.27,213.22,183.50,178.61,197.46,203.68,204.60,187.13,,,,,,,,
2004-11-26 22:05:17.306000,L5,296.83,290.99,297.37,289.01,287.48,299.58,278.60,288.70,274.52,302.07,303.57,306.26,288.38,282.79,279.11,274.97,271.96,262.60,263.27,276.09,270.65,272.47,261.55,195.78,165.89,,,,,,
2005-02-14 22:06:33.160000,L5,304.11,301.97,308.19,303.09,297.97,295.88,255.50,262.42,235.52,270.19,277.16,287.08,280.12,294.18,290.97,285.81,291.35,283.24,278.39,270.26,253.56,247.74,239.64,169.56,,,,,,,
2005-03-02 22:06:47.890000,L5,307.93,303.97,310.11,313.06,304.56,307.39,289.75,286.48,286.65,300.51,303.52,301.46,294.73,292.89,291.09,286.15,292.37,292.35,290.55,283.37,290.43,273.06,265.48,209.36,175.63,,,,,,
2005-09-10 22:08:07.620000,L5,308.58,298.84,302.75,304.39,300.15,307.65,298.84,316.18,306.50,308.26,320.98,310.88,319.67,313.00,302.09,308.61,290.06,299.90,287.02,280.84,280.94,300.84,279.12,262.11,270.56,221.94,308.93,269.31,263.19,241.55,227.28
2005-11-13 22:08:20.468000,L5,,,,,,,,,,232.38,241.76,244.96,235.31,234.63,227.64,230.20,234.93,223.40,222.66,217.60,221.76,220.07,200.73,,,,,,,,
2006-10-31 22:14:17.081000,L5,294.40,274.26,274.31,270.57,256.46,248.41,246.15,265.87,252.37,282.42,294.05,302.53,293.47,291.57,285.78,272.55,259.71,259.20,252.86,250.70,248.47,241.89,241.75,173.72,,,,,,,
2007-02-04 22:14:57.320000,L5,294.83,277.62,280.03,274.41,254.46,248.59,251.61,263.55,243.66,272.95,284.70,297.23,295.35,288.48,284.74,280.29,272.79,269.57,248.41,248.92,244.25,242.27,237.25,169.61,,,,,,,
2007-09-07 22:19:19.580000,L5,,,,247.03,232.35,209.53,219.59,237.60,,,,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,,,,,211.13,191.62,202.53,232.62,,,,,,,,,,,,,,,,,,,,,,,
2008-12-23 22:04:28.225000,L5,,,,,,,,,,215.99,227.19,234.07,224.41,219.68,218.60,215.43,207.64,206.61,193.49,185.30,188.95,184.91,176.31,,,,,,,,
2010-01-27 22:10:50.221000,L5,291.41,267.51,271.20,268.90,267.96,258.21,258.45,263.84,241.00,268.71,281.25,286.17,280.11,277.01,271.22,267.50,265.03,258.54,256.79,249.17,247.77,242.05,246.35,,,,,,,,
2011-02-15 22:09:58.365000,L5,292.83,279.29,290.58,281.20,276.75,266.17,257.42,275.64,267.61,276.44,289.82,306.62,308.39,310.02,304.54,311.01,310.15,317.66,292.60,304.80,261.19,271.25,253.84,202.58,175.42,181.17,196.48,179.40,,,
2013-05-11 22:21:55.010000,L8,285.94,269.37,270.50,265.60,262.90,248.63,230.68,249.42,,253.20,263.32,267.20,265.63,264.42,251.92,248.64,236.48,240.35,235.92,228.22,221.91,226.55,223.55,,,,,,,,
2013-05-27 22:22:02.838000,L8,328.62,299.60,308.68,303.37,298.95,285.47,262.87,285.38,341.54,346.79,345.27,338.64,308.72,341.40,289.07,279.09,277.18,270.79,268.93,266.35,262.64,264.08,262.20,245.46,178.97,186.36,188.03,185.57,,,
2013-06-12 22:21:59.086000,L8,324.39,303.30,315.08,305.56,296.27,291.45,266.88,273.39,250.79,272.29,289.70,296.34,298.67,298.04,290.00,286.86,278.30,279.79,274.11,275.09,268.96,270.84,265.62,257.03,206.34,190.95,190.20,184.96,,,
2013-06-28 22:21:56.988000,L8,285.57,267.96,261.80,257.05,251.56,241.33,224.53,181.29,,,,,256.80,252.06,242.61,237.12,226.07,218.94,221.76,215.71,212.67,213.51,211.68,,,,,,,,
2013-07-14 22:21:58.456000,L8,338.52,300.62,304.82,297.98,290.25,287.39,275.67,289.81,262.10,286.78,293.19,300.80,301.38,297.70,289.75,282.65,277.61,271.54,270.57,267.40,262.63,261.67,261.93,246.67,188.45,188.84,191.40,185.69,,,
2013-07-30 22:21:59.508000,L8,287.59,265.49,168.46,,,,,,,,,,,244.10,176.62,229.52,218.55,205.29,207.07,203.56,207.44,201.58,198.68,,,,,,,,
2013-09-16 22:21:57.385000,L8,303.31,294.20,299.61,291.66,284.26,281.40,273.99,283.44,257.89,285.30,295.46,301.52,299.00,296.94,286.50,281.45,277.21,273.83,271.02,265.95,265.35,261.96,261.98,234.62,181.99,194.49,197.05,189.27,,,
2013-10-18 22:21:49.490000,L8,308.24,312.67,314.56,309.39,319.46,302.71,343.00,335.36,337.82,283.31,296.23,298.79,350.74,341.26,313.01,282.34,275.95,323.51,307.63,280.10,302.27,304.68,291.25,276.27,258.05,274.89,263.58,269.48,247.86,251.27,239.81
2013-12-21 22:21:27.090000,L8,302.95,287.36,294.22,291.70,284.02,344.08,361.72,361.93,263.40,301.08,297.13,303.04,302.40,297.71,288.49,288.85,278.82,278.08,273.78,274.37,267.88,268.98,270.97,208.62,184.05,195.48,196.91,189.39,,,
