dates,nzd0428-0000,nzd0428-0001,nzd0428-0002,nzd0428-0003,nzd0428-0004,nzd0428-0005,nzd0428-0006,nzd0428-0007,nzd0428-0008,nzd0428-0009,nzd0428-0010,nzd0428-0011,nzd0428-0012,nzd0428-0013,nzd0428-0014,nzd0428-0015,nzd0428-0016,nzd0428-0017,nzd0428-0018,nzd0428-0019,nzd0428-0020,nzd0428-0021,nzd0428-0022,nzd0428-0023,nzd0428-0024,nzd0428-0025,nzd0428-0026,nzd0428-0027,nzd0428-0028,nzd0428-0029,nzd0428-0030,satname
2000-11-07 22:10:17+00:00,,,286.85,,275.31,,,207.21,,247.77,,237.27,235.08,,,273.33,274.3,268.95,267.18,260.01,262.16,254.33,,,,,,,,,,L7
2001-01-10 22:10:27+00:00,,,274.555,276.66,276.065,,,204.715,224.95,257.46500000000003,288.36,236.425,237.34,,,274.7,271.36,268.33,264.945,260.395,260.81500000000005,255.60500000000002,224.17,,,,,,,,,L7
2003-08-20 21:57:03+00:00,312.7,307.23,,307.4,306.39,,,,,,,,,,,,,,,,,265.8,260.17,,,,,,,,,L5
2003-12-10 21:58:29+00:00,304.24,302.255,,306.35,305.515,,277.9,265.22,253.41,286.12,299.25,302.83,294.97,,,296.71,297.81,288.33,286.19,277.19,271.38,260.315,254.755,164.84,,,,,,,,L5
2003-12-26 21:58:42+00:00,304.24,302.255,265.35,291.70666666666665,305.515,,277.9,265.22,253.41,286.12,285.71000000000004,289.335,278.985,,,296.71,297.81,288.33,286.19,277.19,253.39,248.03,240.75666666666666,164.84,,,,,,,,L5
2004-01-27 21:58:50+00:00,301.4533333333333,299.2366666666667,284.57000000000005,294.125,302.0933333333333,299.88,275.08,271.78,257.315,292.21000000000004,292.9433333333333,296.90333333333336,278.985,,,291.78,293.595,285.065,280.405,275.015,253.39,248.03,240.75666666666666,166.265,,,,,,,,L5
2004-05-18 22:00:38+00:00,293.61999999999995,286.82,282.05,285.625,287.37666666666667,281.56,275.08,271.78,257.315,292.21000000000004,292.9433333333333,296.90333333333336,271.86333333333334,251.19,250.43,276.4633333333333,275.02,265.65333333333336,261.69666666666666,275.015,241.60333333333332,233.04333333333332,221.77666666666664,166.265,,,,,,,,L5
2004-11-26 22:05:17+00:00,296.83,290.99,297.37,289.01,287.48,299.58,278.6,288.7,274.52,302.07,303.57,306.26,288.38,282.79,279.11,274.97,271.96,262.6,263.27,276.09,270.65,272.47,261.55,195.78,165.89,,,,,,,L5
2005-02-14 22:06:33+00:00,300.47,296.48,302.78,296.04999999999995,292.725,297.73,267.05,275.56,255.01999999999998,286.13,290.365,296.66999999999996,284.25,288.485,285.04,280.39,281.655,272.92,270.83,273.17499999999995,262.105,260.105,250.595,182.67000000000002,165.89,,,,,,,L5
2005-03-02 22:06:47+00:00,302.95666666666665,298.9766666666667,305.22333333333336,301.71999999999997,296.67,300.95,274.6166666666667,279.2,255.01999999999998,290.92333333333335,294.75,298.26666666666665,287.74333333333334,289.9533333333333,287.0566666666667,282.31,285.2266666666667,279.3966666666667,277.40333333333336,276.5733333333333,271.5466666666667,264.42333333333335,255.5566666666667,191.5666666666667,170.76,,,,,,,L5
2005-09-10 22:08:07+00:00,308.58,298.84,302.75,304.39,300.15,307.65,298.84,316.18,,308.26,320.98,310.88,319.67,313.0,302.09,308.61,290.06,299.9,287.02,280.84,280.94,300.84,279.12,,,221.94,,,,,,L5
2005-11-13 22:08:20+00:00,308.58,298.84,302.75,304.39,300.15,307.65,298.84,316.18,,308.26,320.98,310.88,319.67,313.0,302.09,308.61,262.495,261.65,254.83999999999997,249.21999999999997,251.35,260.455,279.12,,,221.94,,,,,,L5
2006-10-31 22:14:17+00:00,294.4,274.26,274.31,270.57,256.46,248.41,246.15,265.87,252.37,282.42,294.05,302.53,293.47,291.57,285.78,272.55,259.71,259.2,252.86,250.7,248.47,241.89,241.75,173.72,,,,,,,,L5
2007-02-04 22:14:57+00:00,294.615,275.94,277.16999999999996,272.49,255.45999999999998,248.5,248.88,264.71000000000004,248.015,277.685,289.375,299.88,294.41,290.025,285.26,276.42,266.25,264.385,250.635,249.81,246.36,242.07999999999998,239.5,171.66500000000002,,,,,,,,L5
2007-10-02 22:12:54+00:00,,,,,,,,232.62,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-01-27 22:10:50+00:00,291.41,267.51,271.2,268.9,267.96,258.21,258.45,263.84,241.0,268.71,281.25,286.17,280.11,277.01,271.22,267.5,265.03,258.54,256.79,249.17,247.77,242.05,246.35,,,,,,,,,L5
2011-02-15 22:09:58+00:00,292.83,279.29,290.58,281.2,276.75,266.17,257.42,275.64,267.61,276.44,289.82,306.62,308.39,310.02,304.54,,310.15,,292.6,304.8,261.19,271.25,253.84,202.58,175.42,,,,,,,L5
2013-05-27 22:22:02+00:00,328.62,299.6,308.68,303.37,298.95,285.47,262.87,285.38,,,,338.64,308.72,341.4,,,277.18,270.79,268.93,266.35,262.64,,,,,,,,,,,L8
2013-06-12 22:21:59+00:00,326.505,301.45000000000005,311.88,304.46500000000003,297.61,288.46000000000004,264.875,279.385,250.79,272.29,289.7,317.49,303.69500000000005,341.4,290.0,286.86,277.74,275.29,271.52,270.72,265.79999999999995,270.84,,,,,,,,,,L8
2013-06-28 22:21:56+00:00,312.85999999999996,290.2866666666667,295.18666666666667,288.66,282.26,288.46000000000004,264.875,279.385,250.79,272.29,289.7,317.49,303.69500000000005,341.4,290.0,286.86,277.74,275.29,271.52,270.72,265.79999999999995,270.84,,,,,,,,,,L8
2013-09-16 22:21:57+00:00,310.47249999999997,291.265,296.2925,289.41,282.76,286.1066666666666,267.91333333333336,280.7366666666667,254.33999999999997,278.795,292.58,312.1666666666667,302.13000000000005,341.4,288.25,284.155,277.56333333333333,274.80333333333334,271.3533333333333,269.13,265.65000000000003,266.4,261.98,234.62,181.99,194.49,,,,,,L8
2013-10-18 22:21:49+00:00,310.026,295.546,299.946,293.406,290.1,290.2575,267.91333333333336,294.3925,254.33999999999997,278.795,293.7966666666667,308.8225,302.13000000000005,341.33,296.50333333333333,283.55,277.15999999999997,274.80333333333334,280.4225,271.8725,274.805,279.16,276.615,234.62,181.99,194.49,,,,,239.81,L8
2013-12-21 22:21:27+00:00,300.0175,290.5475,292.5475,287.45,284.825,292.05499999999995,273.99,326.91,260.645,293.19,296.27333333333337,301.1166666666666,300.7,319.485,296.0,284.2133333333333,277.32666666666665,275.955,284.1433333333334,273.4733333333333,278.5,278.54,274.73333333333335,221.62,183.02,194.985,196.91,189.39,,,239.81,L8
2014-03-02 22:26:45+00:00,304.03000000000003,297.5925,304.46000000000004,300.6775,295.91333333333336,307.94666666666666,273.99,328.65250000000003,267.9266666666667,290.1333333333333,302.125,301.1166666666666,300.68333333333334,311.5133333333333,293.525,283.01,276.78,274.55333333333334,280.67,282.7525,282.8,276.5625,277.925,217.15,182.40333333333334,194.26999999999998,195.29,186.785,,,239.81,L8
2014-09-03 22:20:06+00:00,309.87,290.15,295.24,291.08,284.87,283.46,271.61,281.93,255.97,280.33,292.21,296.45,296.68,293.0,280.52,278.73,274.5,268.27,266.69,264.58,261.87,261.58,258.59,208.55,178.83,189.27,190.96,183.3,,,,L8
2014-10-21 22:20:13+00:00,306.96000000000004,292.53499999999997,301.26,298.225,295.655,294.635,272.255,300.815,255.97,280.33,292.21,296.45,296.68,293.0,280.52,278.73,296.305,274.855,290.12,282.37,283.385,274.66499999999996,265.585,206.74,181.04500000000002,192.24,193.905,185.34,163.09,307.64,287.18,L8
2014-11-06 22:20:13+00:00,304.31,289.72333333333336,298.19,295.1433333333334,293.6333333333333,290.6466666666667,273.8,295.8666666666667,257.03,281.75,294.24,299.005,297.295,294.655,285.44,281.9,291.59666666666664,274.43666666666667,284.82666666666665,278.8833333333334,277.88666666666666,271.13,263.30333333333334,202.95333333333335,179.51333333333332,190.49666666666667,192.16333333333333,182.78666666666666,163.09,307.64,287.18,L8
2014-12-24 22:20:05+00:00,303.1625,288.9875,297.2625,294.23,291.435,288.38,271.88,291.70500000000004,260.12666666666667,283.62333333333333,296.56666666666666,299.005,298.05333333333334,295.42,289.27666666666664,284.55,290.615,275.355,282.90250000000003,278.4775,275.655,269.695,262.66499999999996,201.5625,180.01749999999998,191.35,193.055,183.5525,163.09,307.64,287.18,L8
2015-01-25 22:19:56+00:00,303.446,288.184,296.646,293.65999999999997,289.762,286.99,272.64,289.902,260.9625,284.5,297.2025,300.8433333333333,298.725,296.39,289.175,285.7075,288.32800000000003,276.82399999999996,281.178,277.966,273.81,268.8,262.504,201.668,180.26399999999998,191.4,193.29000000000002,183.892,163.09,307.64,287.18,L8
2015-02-10 22:19:50+00:00,302.81666666666666,287.72333333333336,296.21166666666664,293.185,288.5316666666667,285.74,273.0416666666667,288.09666666666664,260.858,284.7,297.132,301.4375,298.922,295.878,288.796,285.252,286.755,276.8233333333333,279.94666666666666,276.65000000000003,272.26666666666665,267.70666666666665,262.34666666666664,202.0533333333333,180.28666666666666,191.01,193.17,183.94500000000002,163.09,307.64,287.18,L8
2015-02-26 22:19:46+00:00,303.38,287.37142857142857,295.7728571428571,292.68142857142857,287.89428571428573,284.9585714285714,273.18857142857144,286.7014285714286,261.12833333333333,284.87333333333333,296.97499999999997,301.45799999999997,298.8983333333333,295.435,288.865,284.86333333333334,285.7742857142857,276.80428571428575,279.19,275.7542857142857,271.17571428571426,266.99,262.33,202.4857142857143,180.54857142857142,190.39857142857142,193.07571428571427,183.73714285714286,163.09,307.64,287.18,L8
2015-03-14 22:19:35+00:00,304.5357142857143,287.13571428571424,295.7085714285714,292.5557142857143,288.3983333333333,285.2083333333333,273.45166666666665,286.87857142857143,263.445,286.1416666666667,297.6933333333333,302.952,299.33,296.3016666666667,294.4683333333333,285.4633333333333,288.00857142857143,277.6457142857143,284.2342857142857,280.7742857142857,275.7057142857143,267.3071428571429,262.56857142857143,202.79285714285714,181.63857142857142,190.86142857142858,193.64714285714285,184.09428571428572,163.09,307.64,287.18,L8
2015-04-15 22:19:22+00:00,304.93875,288.26,297.14875,292.29625,287.8242857142857,285.00142857142856,272.9114285714286,286.52125,264.0385714285714,286.3314285714286,297.28428571428566,302.1616666666667,298.7714285714286,298.3314285714286,295.1042857142857,284.71285714285716,287.98,281.01875,285.58125,279.755,274.65500000000003,267.0475,262.555,203.85125,181.63857142857142,190.86142857142858,193.64714285714285,184.09428571428572,163.09,307.64,287.18,L8
2015-05-01 22:19:12+00:00,305.71999999999997,288.1325,296.57624999999996,290.62625,284.82714285714286,281.83,271.8442857142857,281.14125,264.30625,285.82125,296.72249999999997,301.2557142857143,298.30125,297.14375,293.55375,284.11,282.81125,279.64625,279.94625,275.81625,269.4375,264.01750000000004,260.9375,204.535,181.48000000000002,190.19285714285712,192.63000000000002,183.54666666666665,,,,L8
2015-08-21 22:19:45+00:00,312.484,291.572,299.5,291.20400000000006,284.55,282.87,269.73,281.022,266.28200000000004,284.908,294.03999999999996,298.83000000000004,297.696,295.896,293.618,281.09000000000003,282.256,279.06,281.73199999999997,275.052,270.054,263.052,260.512,214.7,192.3975,190.5275,191.7975,176.74333333333334,,,,L8
2015-09-06 22:19:50+00:00,313.68399999999997,292.964,300.13199999999995,291.17,284.6325,284.275,269.55,282.892,268.65600000000006,284.036,293.108,297.99,303.42199999999997,300.212,300.1,292.048,281.82,289.60800000000006,290.906,286.166,271.40999999999997,263.1425,259.27200000000005,220.964,201.63,192.8175,191.905,177.89333333333335,,,,L8
