dates,satname,nzd0245-0000,nzd0245-0001,nzd0245-0002,nzd0245-0003,nzd0245-0004,nzd0245-0005,nzd0245-0006,nzd0245-0007,nzd0245-0008,nzd0245-0009,nzd0245-0010
1999-12-09 21:58:57.676000,L7,,,,,,,229.33,249.49,271.61,270.11,402.81
1999-12-25 21:58:52.197000,L7,283.97,291.74,277.63,269.47,280.69,283.70,274.16,276.09,291.74,354.95,
2000-09-22 21:56:29.431000,L7,281.70,286.78,290.08,265.59,274.49,274.56,277.57,270.59,298.63,307.63,382.39
2000-11-09 21:56:21.390000,L7,279.01,284.97,277.02,361.23,,,,336.32,372.24,310.16,393.82
2000-11-09 21:56:45.337000,L7,269.97,278.49,261.96,360.07,343.70,327.54,336.63,269.74,297.29,299.62,389.78
2001-03-01 21:56:21.596000,L7,265.51,288.34,292.00,281.32,283.02,278.52,278.98,290.19,297.47,315.04,349.83
2001-03-17 21:56:40.512000,L7,275.07,287.00,265.96,276.56,280.64,283.98,271.09,275.96,300.21,312.63,353.53
2001-09-09 21:54:36.880000,L7,292.12,295.16,270.89,276.36,282.92,289.51,279.58,271.11,311.24,333.29,371.37
2001-09-09 21:55:00.813000,L7,272.71,274.92,256.82,257.27,265.78,267.55,265.15,258.28,282.66,312.24,318.51
2001-10-11 21:54:33.822000,L7,,,,,,,227.21,240.86,267.87,270.42,297.51
2002-02-16 21:54:54.191000,L7,286.50,285.58,270.83,273.26,268.80,267.18,278.80,267.01,307.65,331.85,375.60
2002-12-01 21:54:16.937000,L7,,255.82,239.60,236.91,249.54,249.53,251.81,254.41,270.75,273.84,306.64
2003-01-18 21:54:30.278000,L7,250.60,257.84,245.05,252.11,252.49,248.10,255.57,251.36,279.14,274.78,364.46
2003-10-25 21:44:04.226000,L5,,,,,,,231.62,232.82,259.71,276.16,318.10
2006-06-27 21:59:12.342000,L5,,255.33,239.66,237.56,251.88,248.32,254.79,,,,
2009-11-26 21:56:52.561000,L5,254.88,256.38,245.60,242.66,241.33,247.36,252.22,252.33,273.92,275.69,347.77
2010-01-13 21:56:49.389000,L5,251.37,252.31,233.34,236.15,236.89,243.20,238.47,247.75,274.90,280.75,308.39
2010-01-29 21:57:17.114000,L5,,248.89,233.11,234.16,238.79,240.73,240.80,240.50,263.75,268.72,297.95
2010-10-28 21:55:51.312000,L5,,,,,230.34,234.19,239.25,244.59,270.44,270.51,301.44
2011-01-16 21:55:58.174000,L5,261.58,259.18,239.79,238.92,251.23,253.44,257.16,258.35,280.45,286.10,347.55
2011-01-16 21:56:21.862000,L5,,,,,,,240.20,249.97,273.85,278.84,335.12
2013-11-21 22:07:37.752000,L8,300.38,312.33,281.91,265.17,291.77,286.15,290.65,282.11,307.20,317.18,374.45
2014-02-25 22:06:44.447000,L8,275.70,286.77,274.35,259.45,280.24,285.42,287.10,275.26,285.76,362.51,
2014-02-25 22:07:08.406000,L8,,,,,,,225.52,242.27,245.46,257.90,293.94
2014-11-08 22:06:16.124000,L8,,251.71,240.36,229.48,249.79,249.91,250.79,253.58,270.10,263.76,291.85
2014-11-08 22:06:40.082000,L8,,254.13,243.27,233.01,253.61,253.89,256.12,255.29,273.85,267.76,335.34
2015-09-24 22:06:01.750000,L8,,,,,236.45,249.76,246.49,248.21,254.99,255.22,
2015-09-24 22:06:25.709000,L8,,250.17,240.34,232.57,248.74,255.18,256.09,252.85,262.41,262.07,283.06
2016-01-30 22:06:29.534000,L8,293.78,302.55,286.32,266.85,298.74,289.70,297.03,280.66,303.95,305.46,363.74
2016-03-02 22:05:55.525000,L8,,,,245.54,273.54,289.04,286.63,272.22,301.37,292.39,369.69
2016-09-10 22:06:15.488000,L8,,,,,253.33,254.84,255.73,247.80,257.75,261.76,
2016-09-10 22:06:39.443000,L8,,,,,252.66,254.22,254.91,246.60,256.30,261.35,
2016-10-12 22:06:21.213000,L8,,,,,263.54,270.31,270.93,263.91,277.05,284.26,344.44
2016-10-12 22:06:45.172000,L8,,,,,,254.30,253.86,252.68,262.62,259.39,280.13
2016-10-28 22:06:23.178000,L8,255.50,273.07,268.10,251.87,275.23,277.93,280.91,272.35,285.21,293.98,350.42
2017-04-22 22:05:48.327000,L8,,258.35,242.55,235.99,251.31,253.53,230.07,233.76,257.71,267.00,
2017-11-16 22:06:16.377000,L8,299.19,293.74,282.92,267.29,290.99,291.96,294.24,286.75,323.94,310.12,366.76
2017-11-16 22:06:40.336000,L8,303.09,298.61,285.88,272.08,294.51,295.33,297.84,290.41,325.82,314.16,370.24
2017-12-02 22:06:10.894000,L8,303.10,292.25,277.05,266.40,288.31,299.52,289.06,284.88,312.09,303.21,371.54
2017-12-02 22:06:34.857000,L8,324.64,333.65,342.25,337.42,342.00,313.66,306.35,321.07,329.62,322.87,397.32
2018-01-19 22:06:02.658000,L8,273.28,273.93,263.31,259.57,272.52,275.56,285.14,269.33,285.47,293.90,351.42
2018-04-25 22:05:14.903000,L8,275.35,233.47,275.10,245.93,278.21,272.11,274.81,267.25,277.34,291.53,330.40
2018-09-16 22:05:39.825000,L8,,254.32,241.15,231.69,248.97,252.56,252.26,234.46,249.14,254.88,
2018-10-02 22:05:47.245000,L8,,,,,251.75,254.21,255.15,252.53,258.42,256.22,
2018-10-18 22:05:53.709000,L8,,259.74,247.23,234.34,253.10,253.73,256.97,252.77,267.49,267.05,300.14
2018-10-18 22:06:17.672000,L8,,,,,243.71,241.92,237.15,242.35,256.91,257.63,295.69
2018-11-03 22:05:57.421000,L8,,,,,,,232.38,237.16,255.24,255.97,282.33
2018-11-19 22:06:22.186000,L8,,255.05,243.75,230.02,247.77,247.94,250.02,251.88,263.54,260.50,307.95
2018-12-05 22:05:56.093000,L8,,,,,235.03,259.00,263.73,261.55,276.86,285.95,319.45
2018-12-21 22:06:18.644000,L8,362.69,341.95,332.89,339.79,343.05,342.45,346.59,358.92,362.24,344.17,372.62
2019-01-06 22:05:53.844000,L8,,,,,,,,257.99,258.32,258.73,327.48
2019-02-07 22:05:47.667000,L8,268.64,278.81,266.34,254.05,272.07,282.15,280.30,274.18,287.60,296.85,341.06
2019-02-07 22:06:11.622000,L8,,,,,,,227.74,246.22,260.39,261.34,297.41
2019-03-11 22:05:38.980000,L8,287.12,293.66,282.85,263.60,286.96,290.62,291.21,284.98,286.18,301.57,325.49
2019-10-05 22:06:48.280000,L8,,,,,250.69,252.81,253.37,250.70,256.91,254.44,279.59
2019-10-21 22:06:25.884000,L8,273.00,282.57,272.49,258.48,278.21,287.01,331.78,318.02,321.79,361.03,363.48
2019-10-21 22:06:49.847000,L8,270.85,280.94,270.38,256.26,276.23,285.10,346.71,322.30,319.72,298.71,357.80
2019-11-22 22:06:21.092000,L8,284.87,285.33,273.06,260.70,281.02,288.69,287.44,281.69,294.40,309.10,374.42
2019-11-22 22:06:45.051000,L8,286.35,285.91,273.01,261.90,281.71,288.83,287.86,281.55,297.04,308.22,376.50
2019-12-08 22:06:20.730000,L8,,,254.99,242.23,263.84,262.68,271.05,249.03,,,
2020-01-25 22:06:09.569000,L8,256.67,262.47,257.59,245.27,261.84,266.91,265.64,264.90,278.04,285.99,354.47
2020-01-25 22:06:33.527000,L8,259.49,267.54,260.95,249.36,265.57,271.51,269.62,268.46,281.66,289.02,363.32
2020-03-13 22:06:18.160000,L8,281.45,278.02,275.65,254.07,280.93,282.10,283.49,275.01,286.78,364.31,383.13
2020-12-26 22:06:20.557000,L8,274.10,274.16,265.27,252.77,275.94,262.90,268.43,277.62,300.07,301.85,367.72
2021-01-11 22:06:14.248000,L8,,231.09,248.03,238.81,254.45,257.58,260.51,259.08,276.43,275.94,332.45
2021-01-11 22:06:38.207000,L8,,246.09,256.83,247.26,263.62,268.96,271.82,267.08,282.94,284.37,353.03
2021-02-12 22:06:07.348000,L8,,,,,,,227.80,242.41,254.69,259.12,290.12
2021-02-12 22:06:31.303000,L8,332.39,344.09,339.37,354.16,347.35,350.10,340.87,338.21,341.48,330.08,361.07
2021-05-03 22:05:56.714000,L8,,257.91,248.55,236.77,252.06,250.94,250.02,242.44,256.24,268.56,
2022-01-14 22:06:39.395000,L8,271.21,270.64,264.99,245.48,268.37,274.15,277.09,269.27,284.08,291.45,348.90
2022-01-22 22:06:18.213000,L9,286.04,283.44,276.37,257.19,279.22,284.12,286.70,281.74,289.98,300.28,364.02
2022-02-23 22:06:32.050000,L9,274.15,276.11,271.68,254.34,277.92,286.07,283.98,275.87,288.61,309.21,364.83
2022-03-27 22:06:22.460000,L9,,253.98,243.53,235.32,248.99,252.95,251.07,247.26,268.34,273.22,287.19
2022-08-10 22:06:32.253000,L8,,250.51,246.20,232.54,253.21,256.03,257.65,235.04,247.44,261.82,263.07
2022-09-03 22:06:16.060000,L9,286.45,281.69,282.98,259.83,287.68,288.97,291.17,280.59,291.63,303.53,335.52
2022-10-21 22:06:53.495000,L9,,251.29,243.58,228.78,249.54,249.47,253.57,246.85,265.36,262.19,284.55
2022-11-14 22:06:59.140000,L8,,250.95,243.81,229.24,251.47,253.04,254.19,251.21,262.97,265.42,289.72
2022-11-22 22:06:29.758000,L9,262.81,329.12,275.31,263.25,326.96,321.08,322.61,326.85,331.22,332.86,341.64
2022-11-30 22:06:35.920000,L8,291.68,289.40,283.14,266.29,284.19,294.18,289.31,286.38,295.70,305.60,373.00
2022-12-24 22:06:50.044000,L9,251.85,252.66,246.12,231.62,253.61,252.25,244.93,,,,
2023-01-17 22:06:18.381000,L8,291.35,280.16,279.66,260.43,288.31,294.81,296.15,282.79,298.02,298.75,367.35
2023-01-17 22:06:42.340000,L8,291.61,283.21,280.80,261.38,289.42,295.48,296.89,283.38,298.95,299.41,368.19
2023-03-06 22:06:02.229000,L8,,,,,,,222.80,234.11,258.00,260.58,280.98
2023-03-06 22:06:26.184000,L8,273.20,284.22,274.91,263.50,278.81,344.43,342.88,350.63,336.41,341.88,338.29
2023-03-14 22:06:35.185000,L9,255.21,254.95,248.32,238.56,255.72,256.73,258.92,255.13,274.88,273.91,294.48
2023-03-22 22:05:52.850000,L8,280.89,333.34,299.31,259.95,306.73,327.65,326.31,328.49,320.61,325.72,321.66
2023-04-07 22:06:04.212000,L8,261.18,266.88,259.61,247.71,264.62,272.69,273.02,265.59,277.20,290.20,316.60
2023-08-21 22:05:52.129000,L9,268.36,274.71,268.28,251.99,273.63,279.89,282.95,268.78,277.50,286.34,363.66
2023-08-21 22:06:16.088000,L9,,252.39,250.34,237.22,255.13,257.10,261.68,,,,
2023-10-08 22:06:10.308000,L9,,,,,242.53,251.02,252.04,237.90,259.86,253.58,
2023-11-09 22:06:12.836000,L9,,250.82,242.98,231.79,245.72,253.42,252.52,253.42,265.60,263.05,288.37
2023-11-09 22:06:36.795000,L9,293.62,301.48,293.83,266.03,286.04,296.86,295.03,295.07,300.15,306.94,389.35
2024-02-13 22:06:17.947000,L9,,,,,,,225.39,245.92,264.39,261.75,298.06
2024-02-29 22:06:11.471000,L9,,,,,,,231.25,242.12,260.10,261.00,282.82
2024-02-29 22:06:35.434000,L9,255.84,254.83,246.68,236.85,252.54,258.23,257.59,254.40,268.38,275.74,296.86
2024-03-24 22:05:42.068000,L8,274.07,270.71,260.58,258.88,277.01,251.33,,,326.26,332.35,345.44
2024-06-20 22:05:30.931000,L9,270.71,259.96,261.07,244.03,266.48,273.30,278.29,259.19,255.21,284.76,278.74
2024-08-31 22:06:15.369000,L8,,248.08,270.25,254.29,271.35,277.10,281.01,271.04,284.48,291.53,367.52
2024-09-08 22:05:48.031000,L9,275.50,266.78,264.48,254.89,273.27,278.09,276.70,271.76,292.40,295.88,365.74
2024-09-08 22:06:11.989000,L9,281.48,270.83,269.01,262.69,281.38,282.48,280.36,277.89,299.37,300.23,367.13
2024-09-24 22:05:49.470000,L9,278.34,268.56,274.75,262.71,299.89,282.33,288.50,277.12,288.37,301.07,360.66
2024-10-10 22:06:22.341000,L9,,,,,237.24,248.67,246.82,243.74,259.77,257.50,283.44
2024-11-03 22:06:00.568000,L8,,,,,235.87,246.59,245.32,250.22,263.02,264.13,283.36
2024-11-11 22:06:03.683000,L9,,,,,235.56,243.67,243.04,244.33,263.07,257.32,284.10
2024-12-21 22:06:04.889000,L8,,,,,,,241.39,250.74,268.15,267.11,312.22
2025-02-07 22:06:05.260000,L8,279.56,280.41,273.99,257.11,279.58,298.61,299.67,282.94,294.09,299.93,367.31
2025-02-07 22:06:29.219000,L8,,,,,,,,248.71,260.66,262.99,289.69
2025-02-23 22:06:19.447000,L8,267.31,260.25,258.35,241.48,262.67,277.68,272.43,265.49,278.21,290.10,303.80
2025-04-12 22:05:36.436000,L8,274.29,272.37,269.89,250.94,272.88,282.68,284.27,329.18,350.83,353.02,366.23
2025-08-10 22:06:04.262000,L9,,,,,252.92,257.25,260.35,248.11,258.35,270.72,
2025-09-19 22:06:15.328000,L8,,,,,235.84,246.57,248.50,243.12,259.53,260.72,
2025-09-19 22:06:39.287000,L8,,,,,243.39,253.56,256.16,250.09,264.54,267.72,283.87
2025-10-05 22:06:16.755000,L8,,,,,,,266.23,261.80,279.31,277.20,327.45
2025-10-21 22:06:39.309000,L8,,,,,238.10,249.66,254.55,246.35,265.64,257.71,327.22
2025-11-06 22:06:43.857000,L8,,,,,,,228.03,240.78,262.93,254.57,289.09
2025-11-14 22:06:48.423000,L9,279.92,277.29,271.22,256.13,276.33,299.05,289.58,289.14,292.15,283.01,325.90
