dates,nzd0245-0000,nzd0245-0001,nzd0245-0002,nzd0245-0003,nzd0245-0004,nzd0245-0005,nzd0245-0006,nzd0245-0007,nzd0245-0008,nzd0245-0009,nzd0245-0010,satname
1999-12-09 21:58:57+00:00,219.73,226.21,213.54,200.47,208.78,216.1,,225.69,,256.13,274.46,L7
2000-07-04 21:57:38+00:00,,,,,,,,,,233.59,,L7
2001-10-11 21:54:09+00:00,,,,,,,,227.71,246.35,256.93,270.47,L7
2002-02-16 21:55:18+00:00,248.52,246.13,239.11,237.84,243.79,247.24,248.42,235.345,262.88,256.93,270.47,L7
2002-12-01 21:54:40+00:00,209.33,224.71,213.04,205.93,215.3,221.32,212.89,225.39,238.24,248.03,262.66,L7
2003-10-25 21:44:04+00:00,,260.09,247.61,227.99,238.16,245.8,246.2,251.53,262.57,283.92,,L5
2004-02-14 21:44:57+00:00,212.96,243.76,229.92000000000002,217.82999999999998,230.055,230.825,228.74,235.07999999999998,245.415,283.92,249.71,L5
2004-04-18 21:46:13+00:00,212.96,248.93999999999997,229.92000000000002,226.86333333333334,230.055,230.825,228.74,235.07999999999998,245.415,285.69,269.505,L5
2004-05-04 21:46:16+00:00,209.35000000000002,233.00666666666666,200.7,215.14666666666668,209.95,215.85,211.28,218.63,228.26,287.46,269.505,L5
2004-09-25 21:50:31+00:00,211.03,228.79,193.325,211.09,195.725,200.62,199.04,198.43,219.2,287.46,289.3,L5
2005-03-04 21:53:16+00:00,209.985,213.985,198.81,197.07999999999998,199.135,197.81,199.04,201.745,219.555,,,L5
2005-10-30 21:54:03+00:00,257.51,263.27,252.68,217.22,235.62,241.45,240.84,245.44,257.06,291.64,318.75,L5
2006-02-03 21:56:19+00:00,250.20499999999998,254.325,246.09,221.745,239.775,246.875,247.69,250.225,261.93,284.47,306.055,L5
2009-11-26 21:56:28+00:00,255.21,254.08,245.18,237.56,243.07,244.0,247.58,245.6,259.09,272.32,299.58,L5
2009-12-12 21:57:01+00:00,257.735,258.15000000000003,249.925,239.14499999999998,243.35,249.255,250.735,252.005,261.11,275.21000000000004,293.86,L5
2010-01-13 21:57:13+00:00,257.51666666666665,259.4866666666667,245.6,236.35,243.13333333333333,250.06333333333336,251.49666666666667,251.78,263.4266666666667,276.31666666666666,290.74666666666667,L5
2010-01-29 21:57:17+00:00,263.1575,266.0575,245.6,236.35,243.13333333333333,250.06333333333336,261.9075,256.865,266.84,279.71,295.11249999999995,L5
2010-10-28 21:55:51+00:00,249.79,246.78,245.72,230.96,241.3,253.37,256.76,256.46,269.53,285.37,304.68,L5
2011-01-16 21:55:58+00:00,253.495,251.065,242.815,229.695,242.705,252.28,256.705,254.66,266.92499999999995,281.95,301.345,L5
2011-02-17 21:56:00+00:00,248.77999999999997,244.83666666666667,235.65333333333334,223.78666666666666,233.77333333333334,239.98000000000002,256.705,241.11666666666667,254.79666666666665,273.1766666666667,301.345,L5
2013-09-02 22:08:04+00:00,259.94,263.33,254.12,242.28,258.75,268.08,271.51,259.54,272.11,294.15,292.27,L8
2013-11-21 22:07:37+00:00,259.94,263.33,255.25,242.70499999999998,263.72,272.87,273.325,265.735,279.75,298.69,292.27,L8
2014-02-25 22:06:44+00:00,259.03999999999996,265.48,255.25,242.70499999999998,263.72,272.87,273.325,266.51666666666665,277.06333333333333,295.49333333333334,292.27,L8
2014-04-30 22:06:10+00:00,245.485,239.60500000000002,231.665,219.665,268.69,277.66,275.14,270.005,279.54,296.165,,L8
2014-07-03 22:06:14+00:00,244.67333333333332,238.73000000000002,218.22,206.51999999999998,231.07,241.18,239.88,253.57999999999998,271.69,276.365,,L8
2014-08-20 22:06:06+00:00,247.8225,242.615,227.29,215.47,240.815,251.205,250.64,255.28333333333333,269.685,276.365,,L8
2014-11-08 22:06:16+00:00,250.15999999999997,245.625,237.46,225.105,240.815,251.205,258.84,248.88500000000002,267.68,263.63,,L8
2015-02-12 22:06:15+00:00,257.27,254.27,245.43,233.37,250.56,261.23,268.32,256.18,267.20000000000005,281.0,297.43,L8
2015-02-28 22:06:12+00:00,238.04,233.82,222.11,212.84,222.91,229.73,275.24,243.915,255.10500000000002,275.68,282.775,L8
2015-04-01 22:05:49+00:00,248.94,246.645,237.065,225.29500000000002,238.675,247.815,270.095,249.3033333333333,255.10500000000002,275.68,282.775,L8
2015-06-04 22:05:36+00:00,248.94,246.645,237.065,225.29500000000002,238.675,247.815,264.95,249.3033333333333,243.86666666666667,265.9166666666667,267.5466666666667,L8
2015-07-22 22:05:37+00:00,248.94,246.645,237.065,225.29500000000002,238.675,247.815,264.95,249.3033333333333,243.86666666666667,257.96,267.5466666666667,L8
2015-09-24 22:06:25+00:00,253.94,252.13500000000002,245.78,231.56,251.42000000000002,259.955,260.72,256.91499999999996,244.665,254.78333333333333,263.475,L8
2015-12-29 22:06:33+00:00,248.04,244.8,239.54,225.37,248.4,262.97,266.78499999999997,259.62,273.23,269.4166666666667,289.86,L8
2016-09-10 22:06:39+00:00,230.58,234.03,224.63,210.24,229.83,238.04,,,,253.97,256.06,L8
2017-04-22 22:05:48+00:00,269.71,,,247.61,,279.03,281.95,281.34,277.37,291.72,,L8
2017-05-24 22:05:58+00:00,251.67,215.0,207.5,227.66000000000003,204.98,279.03,281.95,281.34,277.37,263.45500000000004,228.03,L8
2017-06-25 22:06:11+00:00,246.00666666666666,223.6,210.16,219.91333333333333,203.95499999999998,279.03,281.95,281.34,277.37,253.12,230.60500000000002,L8
2017-08-12 22:06:28+00:00,246.00666666666666,223.6,210.16,219.91333333333333,203.95499999999998,279.03,281.95,281.34,277.37,248.4425,230.60500000000002,L8
2017-11-16 22:06:16+00:00,234.155,223.6,210.16,217.64666666666668,203.95499999999998,273.73,275.64,271.44,287.75,247.8125,230.60500000000002,L8
2017-12-02 22:06:10+00:00,234.68,232.2,212.82,222.615,202.93,285.82000000000005,281.03999999999996,284.555,299.98,268.14,233.18,L8
2018-01-19 22:06:02+00:00,247.0,251.41,241.51,237.445,248.55,275.79333333333335,274.32,274.06333333333333,288.32666666666665,279.575,,L8
2018-03-08 22:05:39+00:00,244.83499999999998,245.82,236.485,231.10666666666668,243.185,268.1125,265.9875,266.0125,279.8425,289.7875,,L8
