dates,satname,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0072,nzd0059-0073,nzd0059-0074,nzd0059-0075,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0049,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0076,nzd0059-0077,nzd0059-0078,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0031,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0062,nzd0059-0063,nzd0059-0064,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0090,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0019
2001-12-12 22:06:14.960000,L7,367.13,359.46,315.03,410.66,399.67,322.46,308.57,313.87,316.58,336.12,324.27,309.99,418.98,372.83,377.70,381.88,379.99,373.62,367.75,321.91,309.31,304.93,323.04,381.52,379.40,374.68,365.58,358.90,348.42,346.03,342.63,408.13,388.88,385.54,398.11,395.33,390.33,392.77,364.77,383.18,388.64,386.03,395.68,403.90,406.36,402.07,411.24,406.87,405.44,339.60,338.77,394.09,386.15,383.69,337.20,337.74,398.34,367.81,408.67,408.51,367.41,359.54,415.46,394.95,379.42,388.29,425.98,411.49,362.95,372.39,401.34,416.72,418.20,409.56,395.99,376.68,395.74,393.26,369.20,380.77,378.21,388.94,389.13,393.25,344.03,357.83,368.19,301.89,318.14,310.31,304.10,306.78,321.41,327.83,382.03
2002-02-14 22:06:29.522000,L7,330.55,318.64,388.86,394.22,,,,,,,,,,,,,,337.36,337.15,343.30,,,,375.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.57,,,,,,,423.00
2002-03-18 22:06:22.131000,L7,386.60,383.38,389.36,395.47,365.33,407.81,413.24,416.28,383.88,367.96,371.54,364.61,343.70,344.17,362.94,364.30,369.19,374.83,367.36,360.44,342.12,352.20,348.26,366.02,363.93,342.51,330.97,327.30,329.56,309.39,298.11,300.59,311.45,317.43,337.55,389.41,390.59,395.06,376.41,384.18,399.02,325.15,312.73,309.89,428.39,343.01,363.57,369.02,379.34,387.92,359.94,333.48,365.92,326.25,343.23,316.83,381.23,369.39,326.68,416.06,423.40,412.64,375.99,389.66,399.29,396.54,379.50,377.19,381.95,349.05,411.13,429.13,444.81,384.01,394.14,405.04,351.65,361.52,375.26,384.79,309.25,303.27,325.58,341.82,341.65,348.76,371.56,367.21,388.38,403.32,341.17,352.81,346.94,342.45,351.78
2002-05-21 22:06:17.427000,L7,403.38,387.48,,388.46,415.55,420.26,,,,405.25,398.26,400.63,401.88,389.65,405.19,422.50,423.36,430.70,,382.74,390.46,331.94,347.35,,,,,,,,,,,,,424.00,405.57,417.56,406.45,390.82,395.15,378.47,376.09,397.14,,,,413.51,354.39,349.16,373.29,407.51,,,,,,,,412.52,400.94,396.42,403.31,404.33,402.73,411.23,406.14,416.49,413.50,426.55,433.55,351.71,404.53,383.18,399.16,388.95,390.77,406.70,424.81,,,,,422.30,411.15,409.28,400.19,,,,,,,,
2002-10-12 22:05:14.598000,L7,382.15,380.91,384.91,370.37,385.52,388.94,380.84,383.66,365.57,,320.07,345.93,391.67,384.33,432.49,373.12,430.79,417.35,371.92,390.66,386.10,395.97,,394.08,408.45,,,,,373.79,355.30,311.04,347.15,362.40,373.69,381.74,360.26,424.95,399.16,362.10,336.12,354.79,371.31,388.81,,,,,,,,,407.50,365.50,373.33,366.97,378.93,391.38,367.82,395.43,398.69,387.42,386.02,387.96,399.06,419.14,402.30,381.53,,,,,,,,,,,,,,,373.56,394.71,414.48,421.13,393.35,356.96,378.97,373.30,370.08,390.15,366.58,382.79,392.56
2002-10-28 22:05:22.323000,L7,396.43,392.61,376.44,381.09,386.28,389.27,401.66,385.52,343.65,319.36,334.48,326.86,340.89,353.51,370.11,418.93,382.35,392.70,402.00,422.85,353.61,311.44,353.52,,,,,,,,,,,,,,,,,,,,,,,,,,,419.08,360.71,333.92,332.25,405.15,281.55,286.00,283.69,,,,,,,,,,,,,,,,,,,,,,,,,,375.74,415.51,398.06,395.79,355.68,412.78,356.74,357.29,366.09,384.92,389.53,382.05,
2002-11-13 22:05:30.425000,L7,,,,,,,,,,,,,,,,,,401.40,387.98,417.36,418.35,,,,,,,,,,,,,,,,,,,,,393.38,369.18,366.08,,,,,,,,372.78,368.82,414.92,,,,,,,,,,,,,,368.07,376.74,380.92,356.48,347.14,325.54,318.98,,,,,,,,,373.24,359.41,377.40,,,408.65,,,,,,,
2002-12-31 22:05:56.221000,L7,,,396.56,373.82,323.75,386.43,396.56,,,,,,,,,,,,,,,,,396.54,411.85,,,,,,,,400.27,382.85,,,,,,,,,,,365.04,395.51,354.66,359.69,356.01,397.90,337.02,,,,,,,,381.29,,,,,,,,,,,,,,,,,,,342.67,341.23,335.69,337.87,371.56,,,,,,,,,,,,,366.24
2003-04-06 22:06:21.012000,L7,323.58,,,353.41,355.08,363.21,366.31,367.73,368.91,354.35,385.83,390.23,405.80,321.50,381.93,370.80,449.09,,,,,,,372.46,378.57,357.00,357.64,358.47,367.15,361.79,357.45,354.45,362.29,333.07,332.52,363.88,370.70,411.35,,,,,,363.12,,356.80,378.21,375.93,380.15,,375.79,382.10,,,338.39,347.97,365.39,368.39,345.07,422.50,419.20,336.52,378.61,397.96,383.43,,,358.51,375.31,389.75,430.41,,408.34,400.26,412.93,401.96,417.95,409.03,387.75,396.00,395.44,307.61,,,,378.83,370.39,,373.05,381.93,383.87,385.17,388.21,400.53,374.63
2003-04-22 22:06:19.091000,L7,378.44,341.68,331.02,351.47,336.72,383.73,385.48,396.70,398.06,,,,,324.58,335.88,362.87,392.84,409.18,393.18,377.37,386.16,,,373.11,333.24,309.49,304.95,,,,,,426.82,400.79,397.61,402.91,399.51,394.32,340.18,347.04,341.47,349.15,349.12,358.69,,,,,,,,,,411.27,321.67,310.33,313.95,345.22,407.55,387.59,390.32,393.29,385.82,388.04,332.36,329.34,326.51,360.72,376.25,380.42,,,,,,,,,,,,,418.89,417.47,407.61,369.71,306.87,341.66,359.25,406.12,342.49,335.25,335.07,326.84,358.20
2003-05-08 22:06:20.773000,L7,393.30,393.53,388.71,382.24,,367.49,386.06,389.34,394.55,339.41,326.54,399.40,392.06,421.69,390.24,395.22,359.10,341.83,316.48,395.02,395.32,400.51,376.37,315.59,291.64,283.20,,,,391.64,375.96,370.32,382.69,381.36,394.86,372.24,375.29,369.00,,,,,,434.55,318.26,317.24,325.26,340.23,342.09,337.48,342.46,425.12,418.57,370.82,394.43,394.56,317.23,312.63,386.74,379.64,371.52,362.72,338.92,333.91,355.84,340.08,328.76,326.18,333.50,331.19,345.41,358.01,368.17,355.94,370.25,376.82,377.08,382.18,383.76,383.67,336.99,346.23,372.82,377.14,394.80,398.78,401.69,386.08,405.85,410.55,413.98,366.60,386.56,394.30,306.70
2003-05-24 22:06:17.162000,L7,,,395.34,392.48,397.37,400.03,407.03,402.74,412.19,,,,,,,,,,,391.25,400.22,407.19,418.17,363.21,349.26,325.54,340.28,,382.34,367.39,336.70,329.10,334.99,438.57,384.40,403.33,403.98,391.23,325.26,319.74,351.17,362.82,399.87,379.44,391.26,383.27,404.43,381.25,386.22,416.38,,,,417.42,329.20,350.25,349.04,356.51,442.60,434.20,392.05,382.10,385.31,,,,,378.29,376.28,395.26,417.87,430.19,424.98,363.48,372.72,366.40,377.78,359.15,382.26,380.99,391.85,392.13,381.95,391.27,358.22,377.70,389.80,361.04,417.29,409.50,324.24,348.24,326.92,351.86,366.23
2006-12-11 22:06:28.205000,L5,,,,,,,,,,341.28,347.11,354.73,361.64,398.92,406.94,422.42,435.42,436.49,,,,,,,,,,,,,,,,,,,,,,,,,,,324.06,329.46,320.24,327.30,327.07,330.80,333.52,367.11,370.78,377.53,,,,,,,,,,,,,,,,,,,,,,,,,303.71,304.52,312.96,312.81,378.37,375.40,382.30,387.03,393.67,,,,,,,,
2013-04-25 22:19:21.025000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.85,312.78,321.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-11 22:19:31.249000,L8,,,,,,,,,,,344.95,343.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:19:38.558000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.37,375.18,372.35,371.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-02 22:19:28.820000,L8,,,349.20,357.52,330.52,400.05,,355.88,401.38,,,,,,,,,,,,,,,,,,,324.87,351.34,293.64,,,,,372.79,367.12,374.33,349.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.40,,,,,,
2014-02-07 22:18:33.391000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,281.54,330.95,344.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30 22:17:11.184000,L8,,,,331.54,358.37,322.81,343.98,330.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-04 22:17:02.361000,L8,,,,,,,351.31,355.40,355.30,,,,,,,,,,,,,,,362.72,370.95,330.37,359.44,343.31,347.17,353.75,297.06,308.51,321.52,326.04,333.07,330.55,335.10,328.53,,,,,,,,,,,,,,,,,364.26,352.35,321.60,341.69,341.78,331.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.03,373.70,,367.68,388.27,,365.35
2015-09-06 22:17:26.976000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.23,416.73,409.53,381.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24 22:17:40.820000,L8,382.58,380.01,370.26,320.97,315.90,314.02,319.65,313.98,308.31,381.96,401.40,401.31,394.51,380.35,392.82,385.29,,414.25,355.27,349.72,365.81,343.10,330.93,371.79,312.97,301.40,299.89,302.70,303.78,293.91,320.12,327.76,359.67,,,,374.73,421.68,408.48,422.80,344.25,355.90,345.49,348.48,422.82,409.07,412.09,310.23,372.75,349.07,389.13,,396.01,413.95,,,,,,439.07,392.01,383.12,332.14,328.48,378.69,395.84,391.87,369.78,376.45,377.67,357.14,393.18,389.76,316.65,367.03,368.56,370.35,364.39,333.59,354.76,415.60,406.85,409.60,419.81,353.41,368.73,412.21,361.95,315.60,333.37,332.81,399.25,359.06,359.94,364.79
2016-04-01 22:17:14.685000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.67,420.37,431.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10 22:17:54.274000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.28,422.60,416.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26 22:17:56.874000,L8,,,,337.41,360.39,352.21,363.45,368.47,,,,,,,,,,,,,,,,,,,,,,,,,,395.41,,,,,369.54,360.27,426.69,,,,,,,,,,,,,,,,,,386.38,,,,,355.35,341.30,357.01,382.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-27 22:17:48.664000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.50,345.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.62
2018-02-02 22:17:27.894000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.23,332.75,367.13,318.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.16,398.87,409.42,,,,,,,,306.56,328.29,
2018-02-18 22:17:22.771000,L8,,,,,,,,,,,,403.47,408.13,,,,,,,,,,,,,,,,,306.85,315.92,331.50,335.89,,,,,,,,,,,,,,,,,,,405.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09 22:16:40.331000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.40,394.73,397.81,,,
2019-01-04 22:17:27.803000,L8,,387.91,386.06,410.42,359.27,,,305.51,312.80,,,,,,,,,,,,,,,334.60,350.23,353.96,356.43,377.63,373.63,339.39,373.77,395.65,394.22,404.21,,,,,,,,,,,,,,,,,,,,,367.05,374.47,373.45,384.62,383.13,,,,,,,,,,,,,,,372.71,364.97,359.16,368.10,372.28,,,,,,,,,,,320.29,329.83,326.62,329.32,312.78,350.94,
2019-04-26 22:16:59.330000,L8,,396.51,405.03,407.48,416.75,421.79,425.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29 22:17:29.720000,L8,342.44,371.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11 22:17:28.877000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,302.67,295.60,322.34,356.44,384.51,,,,,,,,,,,,,,401.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.39,,,,,,,,,,,,,
2020-04-12 22:17:12.700000,L8,,,,,,,,317.90,328.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.43,331.32,324.08,325.32,332.92,345.35,
2021-01-25 22:17:44.203000,L8,358.43,357.99,362.90,370.07,366.15,368.51,374.62,379.63,386.71,,,,,,,,,,,,,,,418.92,397.38,,342.19,341.79,340.45,,,,349.40,365.20,,,,,,,,,,,,,,,,,,,,,378.02,388.25,393.12,403.85,347.75,,,359.04,369.75,376.07,408.73,,,,,,,,,,,,,,,,,,,,,,,,386.65,411.73,355.84,357.23,340.75,377.48,408.36
2021-05-17 22:17:12.707000,L8,344.04,330.35,318.98,324.76,326.79,359.62,309.19,346.00,303.58,377.62,382.55,379.58,394.63,404.33,400.66,404.16,,,,,,,,336.79,324.12,331.84,329.06,360.46,362.92,362.32,405.74,407.86,408.05,410.26,407.90,415.16,409.64,401.60,331.88,346.86,357.07,312.43,348.85,411.99,330.65,388.48,378.13,393.28,396.97,420.88,363.50,414.84,393.36,425.12,387.42,334.13,335.97,337.52,419.08,407.84,347.33,354.38,356.35,345.89,357.43,336.97,326.74,413.73,405.60,404.47,370.74,,,,,,,,392.74,366.10,405.68,420.92,,,,,,,309.04,318.65,333.84,354.36,368.91,379.28,294.92
2021-11-06 22:12:48.299000,L9,,,,,,,,,,,,,,,305.41,314.83,327.81,334.48,339.77,327.24,319.93,326.38,331.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.32,,,,,,,
2022-01-12 22:17:49.562000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.73,358.77,351.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 22:17:51.591000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.80,357.63,363.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.81,
