dates,satname,nzd0116-0000,nzd0116-0001,nzd0116-0002
1999-10-22 21:58:28.758000,L7,,,218.20
2000-12-27 21:56:05.061000,L7,400.04,330.63,257.44
2001-03-01 21:55:57.624000,L7,345.00,223.96,346.46
2001-06-05 21:55:16.607000,L7,,229.10,252.25
2001-10-11 21:53:46.024000,L7,,,251.88
2002-01-15 21:54:23.534000,L7,,243.81,262.00
2002-05-23 21:54:18.991000,L7,310.13,239.70,262.44
2002-08-27 21:53:36.267000,L7,228.28,,
2003-07-21 21:42:09.884000,L5,264.07,246.91,226.80
2003-08-06 21:42:27.230000,L5,272.58,247.24,232.36
2003-10-25 21:43:40.253000,L5,261.35,237.64,221.42
2003-12-12 21:44:10.398000,L5,276.84,245.90,223.22
2004-02-14 21:44:33.705000,L5,258.08,234.99,217.90
2004-04-18 21:45:25.586000,L5,259.89,242.15,218.20
2004-05-20 21:46:20.465000,L5,250.62,234.64,213.63
2004-06-05 21:46:48.916000,L5,249.13,238.06,212.44
2004-07-07 21:47:45.207000,L5,260.53,246.17,223.95
2004-07-23 21:48:09.192000,L5,250.98,235.50,212.56
2004-08-08 21:48:26.915000,L5,262.44,241.45,221.25
2004-09-25 21:49:43.196000,L5,254.31,230.10,215.93
2005-01-15 21:51:45.464000,L5,272.36,245.93,227.93
2005-04-21 21:52:46.920000,L5,270.79,247.76,231.15
2006-04-08 21:57:12.628000,L5,253.00,235.23,211.02
2006-06-27 21:58:24.681000,L5,248.87,237.76,215.05
2006-07-13 21:58:38.362000,L5,258.13,245.03,220.67
2007-09-18 21:58:42.182000,L5,275.52,249.93,232.25
2008-12-25 21:50:10.387000,L5,252.07,230.58,213.90
2009-02-11 21:51:25.536000,L5,238.96,227.30,
2009-12-12 21:56:13.982000,L5,268.61,242.09,231.95
2010-10-28 21:55:27.339000,L5,264.75,241.95,224.60
2010-12-31 21:55:32.560000,L5,264.19,239.63,222.69
2011-02-17 21:55:37.006000,L5,272.82,252.86,226.95
2013-04-11 22:07:51.092000,L8,281.16,254.74,246.03
2013-07-16 22:07:36.609000,L8,286.63,263.81,253.88
2013-09-02 22:07:40.639000,L8,264.48,242.34,237.76
2013-10-20 22:07:26.886000,L8,272.99,249.95,228.72
2013-11-05 22:07:22.900000,L8,254.53,239.39,226.29
2013-12-07 22:07:14.870000,L8,286.34,261.90,255.41
2014-02-09 22:06:33.299000,L8,288.53,265.57,261.34
2014-02-25 22:06:20.497000,L8,272.79,213.16,
2014-03-29 22:05:52.007000,L8,282.28,260.72,252.12
2014-04-30 22:05:22.578000,L8,272.18,253.25,239.79
2014-05-16 22:05:09.831000,L8,281.52,262.21,250.51
2014-10-07 22:05:49.968000,L8,272.41,250.93,235.59
2014-11-08 22:05:52.173000,L8,270.64,250.57,232.87
2015-02-28 22:05:24.487000,L8,281.14,258.46,252.64
2015-03-16 22:05:13.611000,L8,271.88,248.34,239.32
2015-07-06 22:05:06.214000,L8,273.44,257.70,242.83
2015-07-22 22:05:13.606000,L8,269.15,251.75,241.36
2015-08-23 22:05:24.610000,L8,269.14,247.03,241.57
2015-10-26 22:05:43.801000,L8,275.64,,
2016-04-19 22:05:11.034000,L8,273.98,251.36,242.72
2016-05-21 22:05:14.459000,L8,275.54,251.50,244.65
2016-09-10 22:05:51.530000,L8,271.66,249.50,241.58
2016-09-26 22:05:52.032000,L8,269.22,246.47,239.84
2017-01-16 22:05:47.126000,L8,268.82,246.88,230.05
2017-02-01 22:05:40.248000,L8,286.77,263.24,261.20
2017-03-05 22:05:27.019000,L8,276.92,250.03,236.68
2017-04-06 22:05:10.007000,L8,273.85,,
2017-05-24 22:05:10.453000,L8,283.69,262.58,252.38
2017-12-18 22:05:49.621000,L8,266.58,246.77,228.98
2018-01-19 22:05:38.704000,L8,315.57,292.62,291.46
2018-04-09 22:05:00.233000,L8,275.97,251.10,245.16
2018-04-25 22:04:50.953000,L8,295.18,267.23,315.77
2018-06-28 22:04:40.307000,L8,293.22,270.43,262.10
2018-08-15 22:05:04.399000,L8,301.51,283.19,267.82
2018-10-02 22:05:23.291000,L8,272.40,248.12,240.51
2018-10-18 22:05:29.751000,L8,261.46,241.10,223.87
2018-11-03 22:05:33.462000,L8,296.04,269.93,264.91
2019-01-06 22:05:29.894000,L8,256.69,243.44,237.55
2019-07-17 22:05:35.131000,L8,282.41,261.38,252.39
2019-11-22 22:05:57.141000,L8,296.98,269.91,264.81
2020-01-09 22:05:49.761000,L8,297.30,273.22,268.66
2020-01-25 22:05:45.614000,L8,276.31,250.50,236.47
2020-02-10 22:05:40.938000,L8,274.40,248.82,237.07
2020-02-26 22:05:36.872000,L8,273.68,,
2020-09-21 22:05:54.893000,L8,337.41,305.60,296.77
2020-10-23 22:05:58.112000,L8,282.89,251.50,222.18
2020-11-08 22:05:55.364000,L8,272.32,248.73,242.70
2020-12-26 22:05:56.607000,L8,278.79,254.24,252.37
2021-01-11 22:05:50.293000,L8,270.65,250.04,234.53
2021-02-12 22:05:43.398000,L8,271.91,250.60,241.24
2021-04-01 22:05:24.398000,L8,250.96,238.83,239.72
2021-04-17 22:05:18.296000,L8,275.41,252.17,248.78
2021-05-03 22:05:08.805000,L8,278.99,253.85,252.03
2021-08-07 22:05:44.439000,L8,271.52,,
2021-09-24 22:05:56.897000,L8,270.16,249.81,243.78
2021-12-29 22:05:53.312000,L8,298.38,269.45,263.74
2022-02-15 22:05:42.198000,L8,275.09,255.53,241.81
2022-03-11 22:05:39.861000,L9,293.85,269.98,260.94
2022-06-07 22:05:43.588000,L8,279.01,260.80,247.60
2022-06-15 22:05:16.001000,L9,275.48,258.52,245.54
2022-09-11 22:06:14.882000,L8,262.40,249.81,238.21
2022-10-05 22:05:58.861000,L9,297.18,268.18,234.82
2023-02-18 22:05:50.040000,L8,258.96,247.08,237.00
2023-03-14 22:05:47.276000,L9,266.61,249.66,234.98
2023-03-30 22:05:35.326000,L9,284.33,263.14,259.85
2023-04-23 22:05:09.227000,L8,267.25,253.77,239.93
2023-05-25 22:04:56.681000,L8,265.03,252.12,241.67
2023-06-02 22:05:05.917000,L9,272.07,256.21,244.83
2023-06-10 22:05:03.911000,L8,270.53,256.55,242.95
2023-06-18 22:04:57.703000,L9,266.37,253.38,241.66
2023-07-12 22:05:20.312000,L8,272.66,256.03,245.40
2023-08-05 22:05:23.191000,L9,274.28,258.32,244.38
2023-08-21 22:05:28.170000,L9,301.88,279.46,272.30
2023-09-30 22:05:45.717000,L8,271.56,250.22,239.69
2023-11-09 22:05:48.886000,L9,289.80,265.59,262.61
2023-11-25 22:05:56.641000,L9,271.72,248.86,239.62
2023-12-19 22:05:51.242000,L8,275.63,251.01,235.17
2024-01-28 22:05:54.259000,L9,273.45,253.26,239.72
2024-02-05 22:05:44.082000,L8,275.28,250.73,243.90
2024-02-13 22:05:53.993000,L9,272.36,250.53,238.67
2024-02-21 22:05:41.519000,L8,313.81,273.40,273.91
2024-02-29 22:05:47.517000,L9,271.15,242.69,239.28
2024-03-08 22:05:29.756000,L8,289.32,265.26,263.32
2024-03-16 22:05:47.569000,L9,276.82,252.15,244.50
2024-04-09 22:05:13.452000,L8,263.72,233.44,215.31
2024-04-17 22:05:27.857000,L9,290.15,268.01,261.76
2024-05-11 22:04:51.948000,L8,272.22,253.88,243.46
2024-06-28 22:04:55.519000,L8,272.41,302.43,262.83
2024-09-24 22:05:25.519000,L9,286.06,260.72,257.00
2024-10-26 22:05:48.252000,L9,271.65,248.04,236.03
2024-12-13 22:05:46.012000,L9,274.58,249.15,236.72
2024-12-21 22:05:40.930000,L8,274.05,248.65,240.38
2025-01-06 22:05:42.612000,L8,282.48,255.91,255.12
2025-01-14 22:05:49.273000,L9,274.94,251.19,244.52
2025-01-30 22:05:44.230000,L9,300.00,278.00,270.41
2025-02-07 22:05:41.306000,L8,241.76,248.91,238.94
2025-02-23 22:05:31.534000,L8,269.78,248.17,233.99
2025-03-19 22:05:30.904000,L9,278.01,250.90,245.45
2025-07-09 22:05:21.334000,L9,368.17,296.35,280.33
2025-08-18 22:05:41.342000,L8,272.00,255.08,243.80
2025-09-11 22:05:51.421000,L9,270.76,250.78,243.34
2025-09-27 22:05:54.973000,L9,271.61,250.33,243.52
2025-10-05 22:05:52.792000,L8,299.43,275.77,271.59
