dates,nzd0349-0000,nzd0349-0001,nzd0349-0002,nzd0349-0003,nzd0349-0004,nzd0349-0005,nzd0349-0006,nzd0349-0007,nzd0349-0008,nzd0349-0009,nzd0349-0010,nzd0349-0011,nzd0349-0012,nzd0349-0013,nzd0349-0014,nzd0349-0015,nzd0349-0016,nzd0349-0017,nzd0349-0018,nzd0349-0019,satname
1999-09-29 21:54:04+00:00,368.95,355.82,361.45,364.22,,335.97,,,,,356.66,355.03,,,,,,,,,L7
2000-12-04 21:51:22+00:00,356.14,348.33,349.71,358.16,352.45,321.66,,,,,,,,,,,,,,,L7
2001-05-13 21:50:57+00:00,356.31,350.03499999999997,353.92999999999995,360.58500000000004,352.45,329.425,329.74,349.53,,351.03,348.77,353.73,,,,,,,,,L7
2001-06-14 21:50:38+00:00,366.78,351.74,363.985,370.745,,345.505,342.56,349.53,,351.03,348.77,353.73,,,,,,,,,L7
2002-10-23 21:48:51+00:00,,,,,,,,,,,,,,,328.77,342.67,316.95,,,,L7
2002-12-26 21:49:23+00:00,355.81,348.03,350.61,355.81,342.92,319.32,317.46,333.5,335.74,323.25,335.48,339.39,,335.77,330.49,342.67,316.95,331.8,345.82,,L7
2003-01-27 21:49:33+00:00,359.01,350.66999999999996,350.61,360.45500000000004,342.92,319.32,317.46,333.5,335.74,323.25,335.48,339.39,,335.77,330.49,342.67,316.95,331.8,345.82,,L7
2003-05-03 21:49:49+00:00,359.01,343.91,340.805,354.63000000000005,334.005,319.32,317.46,333.5,335.74,323.25,335.48,339.39,,335.77,332.21,339.0,,331.8,344.515,,L7
2003-10-18 21:39:00+00:00,378.86,330.39,350.075,342.98,343.90999999999997,328.49,321.27,,,,343.35,,343.97,,,339.0,,,343.21,,L5
2004-02-23 21:40:02+00:00,374.39,359.12,362.115,,355.52,326.15999999999997,319.62,329.07,,,343.35,,343.97,,,,,,,,L5
2004-09-18 21:44:58+00:00,,,,,,,,,,339.99,338.58,,,,,,,,,,L5
2005-06-01 21:48:30+00:00,,,,,,324.06,328.79,,,,,,,,,,,,,,L5
