dates,nzd0554-0000,nzd0554-0001,nzd0554-0002,nzd0554-0003,nzd0554-0004,nzd0554-0005,nzd0554-0006,nzd0554-0007,nzd0554-0008,nzd0554-0009,nzd0554-0010,nzd0554-0011,nzd0554-0012,nzd0554-0013,nzd0554-0014,nzd0554-0015,nzd0554-0016,nzd0554-0017,nzd0554-0018,nzd0554-0019,nzd0554-0020,nzd0554-0021,nzd0554-0022,nzd0554-0023,nzd0554-0024,nzd0554-0025,nzd0554-0026,nzd0554-0027,nzd0554-0028,nzd0554-0029,nzd0554-0030,nzd0554-0031,nzd0554-0032,nzd0554-0033,satname
1999-12-16 22:07:33+00:00,,,,,,,,,,,236.97,,,246.14,,,235.71,,223.53,,241.25,244.77,264.59,,,,273.81,266.24,234.96,206.22,180.28,,,,L7
2000-09-20 22:11:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.69,199.65,,,,,,L7
2001-02-20 22:05:00+00:00,222.85,247.5,253.08,245.76,241.15,257.2,273.39,,,,267.78,,,273.0,,269.66,,,,,,,,,,,,239.69,199.65,,,,,,L7
2001-11-03 22:03:22+00:00,,,,,,,,,,,,207.08,210.34,,,,,,,,,,,,,,257.44,246.56,226.94,194.04,172.74,,,,L7
2003-08-13 21:51:32+00:00,,,,,,250.04,272.05,,,,,214.96,197.91,,,264.81,266.05,261.72,263.34,270.71,275.44,279.89,292.2,299.57,,309.12,300.57,,,,277.96,,,,L5
2003-10-07 21:58:35+00:00,,,,,271.2,269.82,272.05,,,,,214.96,197.91,305.81,307.35,264.81,266.05,261.72,263.34,270.71,275.44,279.89,292.2,318.365,342.94,325.315,322.17499999999995,,,,299.375,299.52,273.24,227.62,L5
2003-12-26 21:59:30+00:00,248.66,,,,272.315,269.82,272.05,,,,,214.96,197.91,308.81,310.305,264.81,266.05,261.72,263.34,270.71,275.44,279.89,292.2,318.365,342.94,325.315,322.17499999999995,,,,309.76,305.79999999999995,280.85,235.21,L5
2004-01-20 21:53:24+00:00,252.46999999999997,276.4,,283.18,273.91,278.00333333333333,272.05,,,,,214.96,197.91,309.04333333333335,310.3833333333334,264.81,266.05,261.72,263.34,270.71,275.44,279.89,292.2,326.32,347.625,325.315,322.17499999999995,,,,314.1825,306.8566666666666,283.10999999999996,235.29666666666665,L5
2004-03-31 21:59:59+00:00,252.46999999999997,276.4,,283.18,273.91,291.985,262.48,264.79,,,,187.7,196.04,309.04333333333335,310.3833333333334,261.0,256.19,249.54,254.95,263.25,271.86,275.11,289.28,323.8833333333334,330.4633333333333,322.1,324.745,,,,326.25666666666666,306.8566666666666,283.10999999999996,235.29666666666665,L5
2004-05-02 22:00:57+00:00,252.46999999999997,276.4,,283.18,275.265,294.37,262.48,264.79,,,,186.125,188.91,310.65999999999997,311.90000000000003,261.0,256.19,250.065,256.265,266.565,271.79,275.58500000000004,282.86,307.68333333333334,301.68333333333334,302.69,296.76,,243.04,218.5,328.99,310.525,288.04499999999996,239.135,L5
2004-07-30 21:57:15+00:00,,,,,,,262.48,264.79,,,,190.51666666666665,187.18999999999997,,,249.505,256.19,250.065,256.265,266.565,271.79,275.58500000000004,282.86,290.40999999999997,276.92333333333335,302.69,296.76,,268.84499999999997,218.5,,,,,L5
2004-10-18 21:59:35+00:00,244.5,266.28,,,268.21,285.84,301.54,,,298.63,301.89,229.47333333333336,182.765,304.51,,238.01,,250.59,257.58,269.88,271.72,276.06,276.44,288.56,267.315,,287.81,,290.41333333333336,218.5,311.64,299.06,267.41,228.7,L5
2005-01-13 22:06:52+00:00,251.01,272.29499999999996,283.12,272.35,270.775,285.84,301.54,,,296.1,298.275,267.69,183.75,307.31,310.61,238.01,,,,,323.01,,,,278.03,,,,314.1,,315.28,304.03,267.41,228.7,L5
2005-02-14 22:07:21+00:00,251.01,262.14666666666665,269.385,262.21000000000004,263.22999999999996,275.22,284.275,270.24,,284.4066666666667,285.9266666666667,290.84999999999997,,307.31,249.4,,267.35,270.05,273.72,280.63,305.56,298.33,306.07,275.13,288.26,304.71,308.01,310.13,315.86,285.37,302.08,287.29333333333335,267.41,228.7,L5
2005-06-15 22:02:10+00:00,257.52,260.08,269.385,262.21000000000004,260.74,264.6,267.01,270.24,,277.295,277.945,283.98999999999995,180.92,310.11,220.9333333333333,209.37,267.35,270.05,273.72,275.96500000000003,294.5833333333333,288.15,294.9,275.13,288.26,304.71,308.01,304.9,301.185,288.115,291.17333333333335,262.71666666666664,,,L5
2005-08-09 22:08:46+00:00,,241.85,255.65,252.07,248.14,261.46000000000004,272.04999999999995,272.35,201.37,261.02,261.23,268.78,188.52999999999997,,175.90666666666667,234.15,260.605,261.975,265.44500000000005,271.23333333333335,275.22,289.77666666666664,295.9766666666667,284.725,300.51,306.69,309.385,309.74333333333334,304.0,289.7,275.9633333333333,236.26666666666665,,,L5
2005-09-10 22:08:55+00:00,,,,,,255.11,270.67999999999995,267.69,198.7,,,,209.62666666666667,,173.35666666666665,241.17666666666665,253.86,252.66,257.44500000000005,266.81333333333333,270.3866666666667,285.56333333333333,289.35,294.7,307.52,307.755,308.5,303.8866666666667,302.34666666666664,286.91,273.4066666666667,227.11,,,L5
2005-11-06 22:02:46+00:00,253.83,,,277.93,270.26,265.93666666666667,270.67999999999995,267.69,198.7,294.68,297.88,302.54,234.3075,308.98,207.3675,257.59749999999997,281.3,270.29333333333335,257.44500000000005,266.81333333333333,270.3866666666667,285.56333333333333,289.35,294.7,307.52,307.755,308.5,303.8866666666667,302.34666666666664,296.08,284.9825,227.11,279.51,235.48,L5
2005-11-13 22:09:08+00:00,250.325,,,276.295,273.975,265.93666666666667,270.67999999999995,267.69,198.7,300.46000000000004,303.575,306.58500000000004,250.16199999999998,309.44,226.28599999999997,266.166,288.01666666666665,277.185,257.44500000000005,266.81333333333333,270.3866666666667,285.56333333333333,289.35,294.7,307.52,307.755,308.5,303.8866666666667,302.34666666666664,296.08,293.11199999999997,227.11,275.18,232.125,L5
2006-02-17 22:11:22+00:00,252.18999999999997,273.31,283.69,276.8333333333333,274.24,277.04333333333335,264.27,260.92,196.03,300.49,302.84999999999997,306.4533333333333,294.7525,308.0933333333333,274.4475,292.09000000000003,304.9433333333333,288.8125,257.72,286.7,273.61,304.81,286.19,295.08,302.28,306.84,306.24,292.56,293.21,310.00666666666666,307.87,226.35,276.56333333333333,233.66,L5
2006-04-22 22:12:36+00:00,252.18999999999997,273.31,283.69,276.8333333333333,274.24,274.53,267.27,256.35,201.57,300.49,302.84999999999997,282.45,279.56,278.735,294.155,304.3766666666667,289.45,301.27666666666664,253.38,285.645,268.18,300.12,288.34,293.56,294.44,302.6,302.93,309.43,300.29,314.90000000000003,310.7975,227.38,276.56333333333333,233.66,L5
2006-06-02 22:07:00+00:00,255.92,273.31,283.69,277.91,274.77,268.0,267.27,256.35,201.57,300.55,301.4,258.31499999999994,224.43999999999997,218.84,238.63333333333333,305.83,244.64999999999998,300.41,253.38,285.645,268.18,300.12,288.34,284.97,294.44,289.1,301.495,295.695,300.29,299.6766666666667,288.93333333333334,211.72,279.33,236.73,L5
2006-06-25 22:13:31+00:00,255.92,273.31,283.69,277.91,274.77,268.0,267.27,256.35,201.57,300.55,301.4,228.96666666666667,216.0575,200.075,218.825,305.83,232.14749999999998,300.41,254.55,280.38,271.44,300.12,288.34,284.97,294.44,289.1,286.3233333333333,295.695,301.485,298.4725,284.765,216.26666666666665,279.33,236.73,L5
2006-07-27 22:13:58+00:00,255.92,273.31,283.69,277.91,274.77,268.0,267.27,256.35,201.57,300.55,301.4,228.96666666666667,208.67600000000002,191.976,209.548,281.085,221.91799999999998,300.41,254.55,280.38,271.44,291.77666666666664,288.28,284.97,294.44,292.09666666666664,269.58,295.695,301.485,298.4725,284.765,219.125,279.33,236.73,L5
2006-08-05 22:07:55+00:00,255.92,273.31,283.69,277.91,274.77,268.0,267.27,256.35,196.91,300.55,301.4,220.48499999999999,204.08166666666668,189.93499999999997,203.09166666666667,269.00333333333333,217.77499999999998,300.41,255.1,276.53,268.4266666666667,286.1425,286.08666666666664,284.97,292.16499999999996,295.13,262.928,297.25,299.75333333333333,295.47400000000005,281.98400000000004,220.336,279.33,236.73,L5
2006-08-28 22:14:23+00:00,,,,,,244.36,267.405,256.35,199.65333333333334,,,187.0125,183.51999999999998,168.49333333333334,181.15,248.25333333333333,201.51166666666668,,253.72,267.18,270.945,276.825,287.76,288.52,298.58,298.51599999999996,271.15500000000003,295.81,296.2275,284.37800000000004,270.402,221.99,,,L5
2006-09-06 22:08:43+00:00,207.34,239.81,251.23,250.18,227.16,256.695,273.73333333333335,271.565,208.6625,275.42,267.25,187.0125,183.51999999999998,168.49333333333334,181.15,254.345,211.04285714285717,270.09,256.066,269.61,274.284,279.772,290.926,295.3975,304.975,303.13166666666666,279.2628571428572,302.104,300.226,284.37800000000004,273.77500000000003,226.9485714285714,,,L5
2006-09-13 22:14:35+00:00,206.255,238.50000000000003,248.35000000000002,246.275,224.225,252.73333333333335,270.18,267.25,210.204,275.42,255.58499999999998,187.0125,183.51999999999998,168.49333333333334,181.15,256.58000000000004,217.32125000000002,267.08,257.51,270.605,275.8633333333333,281.2816666666667,292.64,297.394,304.856,302.88,281.53125,301.53000000000003,298.8833333333334,282.8883333333333,272.4485714285714,224.53875,,,L5
2007-02-04 22:15:45+00:00,205.7733333333333,234.92333333333337,245.8066666666667,241.89333333333335,224.225,248.7733333333333,266.5875,267.21666666666664,213.75,275.42,255.58499999999998,161.82,175.16,171.61,168.78,260.5733333333334,242.52750000000003,256.6166666666666,255.76999999999998,270.25,283.29999999999995,289.0166666666667,299.1933333333333,305.6766666666667,313.31666666666666,313.2133333333333,294.57500000000005,298.825,287.64250000000004,274.69499999999994,271.7833333333333,234.43749999999997,,,L5
2008-11-14 21:58:16+00:00,,,,,,,,,,308.45,,,,,,,,,,,,,,,,,,,,,,,285.31,248.4,L5
2010-02-05 22:05:29+00:00,209.95,238.01,247.9,239.97,231.94,254.94,264.65,,200.54,,,,250.94,248.78,184.37,243.61,254.27,260.68,258.14,273.59,274.54,286.06,290.91,295.35,303.3,293.15,277.88,292.97,284.24,273.67,265.7,247.94,,,L5
2010-10-26 22:10:38+00:00,216.71,239.63,250.95,243.08,244.34,264.08,,279.02,,272.19,,,289.31,288.36,291.57,289.11,286.68,285.19,,,,,,308.44,312.59,312.68,310.79,318.55,319.08,311.41,303.74,290.66,263.86,217.29,L5
2013-05-11 22:22:42+00:00,,,,,,,,,,,,,280.91,276.41,282.98,276.87,275.38,273.86,270.21,279.42,285.17,293.01,297.54,305.47,307.82,309.58,310.45,313.33,305.39,291.03,281.33,266.78,254.65,226.8,L8
2013-10-02 22:22:40+00:00,210.9,243.2,248.91,247.9,244.5,259.45,277.46,279.54,,271.53,273.65,,279.89,275.1,278.94500000000005,274.63,273.58,271.32500000000005,268.78999999999996,277.71500000000003,283.095,292.46500000000003,296.94500000000005,302.45000000000005,305.21500000000003,304.625,306.38,311.29999999999995,302.935,287.025,280.065,266.215,251.37,218.72500000000002,L8
2013-10-18 22:22:37+00:00,201.07,230.26999999999998,237.85,236.28,213.83499999999998,259.45,263.84,279.54,181.15,271.53,228.92,180.33,247.37,238.51666666666668,269.74666666666667,267.34666666666664,266.29,263.81333333333333,261.76666666666665,270.09666666666664,274.99,284.8533333333333,288.98,289.11333333333334,294.04333333333335,294.84666666666664,293.73,302.07666666666665,293.71666666666664,277.83,272.52666666666664,248.16666666666666,251.37,218.72500000000002,L8
2014-02-23 22:21:32+00:00,196.85666666666668,224.97,234.29999999999998,231.56000000000003,203.83333333333334,259.45,263.84,279.54,173.09,271.53,208.62333333333333,178.39,213.08,198.00333333333333,263.13,257.08666666666664,254.0533333333333,254.79999999999998,253.17666666666665,260.95,265.71666666666664,280.775,280.9666666666667,275.78333333333336,285.1233333333333,285.11666666666673,282.1433333333333,288.8866666666667,283.2866666666667,266.67333333333335,264.0133333333334,229.43999999999997,248.09,210.65,L8
2014-03-11 22:21:19+00:00,195.29500000000002,222.7275,232.365,228.6825,197.22,248.1,263.84,266.57,174.89666666666668,271.53,199.9175,176.76333333333332,205.3325,187.9475,260.1766666666667,256.59,250.4725,253.5225,251.9975,260.04499999999996,264.5,278.02,280.9775,275.855,284.28249999999997,284.5975,282.2525,288.255,281.3675,265.06,262.5775,226.57,248.09,210.65,L8
2014-07-17 22:20:39+00:00,189.52000000000004,215.185,226.88000000000002,221.085,180.60500000000002,236.75,,253.6,171.77000000000004,,177.49666666666667,172.40666666666664,182.54666666666665,158.82666666666668,254.27,253.13666666666668,239.2,249.51999999999998,248.7266666666667,257.43333333333334,259.90000000000003,272.97,278.41,266.5566666666667,273.1666666666667,284.49,277.76,283.9166666666667,277.49,262.41333333333336,259.3,213.0,,,L8
2014-08-18 22:20:51+00:00,189.52000000000004,215.185,226.88000000000002,221.085,180.60500000000002,238.755,259.14,256.43999999999994,171.77000000000004,,177.505,174.63,183.375,159.78250000000003,255.04000000000002,253.9325,243.93999999999997,250.58499999999998,249.51250000000002,258.415,260.2525,273.34666666666664,277.975,264.0475,265.2425,283.615,277.30499999999995,286.85249999999996,278.5575,263.32,259.74,212.405,,,L8
2014-09-19 22:20:54+00:00,189.3,217.35,229.5,217.68,179.99,240.505,258.695,257.97499999999997,185.58,,191.47666666666666,202.68333333333337,198.87666666666667,190.96333333333334,255.81,257.27,253.42,252.91499999999996,247.99333333333334,259.79333333333335,261.7333333333333,262.18666666666667,277.3833333333334,263.05,260.69666666666666,284.7966666666667,276.4833333333333,292.32,280.84666666666664,266.01,261.53,211.84333333333333,,,L8
2014-11-06 22:21:01+00:00,197.73000000000002,231.87,239.85500000000002,231.875,212.18,245.68666666666664,258.695,263.81666666666666,185.58,,191.47666666666666,219.9925,217.76,211.32750000000001,264.88,262.04333333333335,261.54,257.55,252.2425,262.65500000000003,265.745,268.82500000000005,277.3833333333334,271.4125,270.6775,287.8175,282.185,295.76,284.7025,269.9525,265.4325,211.84333333333333,248.8,213.84,L8
2015-03-14 22:20:23+00:00,199.5533333333333,233.72333333333333,241.92999999999998,236.34666666666666,220.13333333333333,250.84,266.025,269.25666666666666,185.58,266.53,206.24,268.50666666666666,257.89,264.18,274.365,271.815,270.405,267.565,256.71000000000004,266.5866666666667,273.1166666666666,272.66333333333336,284.68,289.84999999999997,295.81,293.7166666666667,293.3433333333333,301.3966666666667,291.28666666666663,275.99333333333334,271.55,214.47,249.905,215.435,L8
2015-05-01 22:20:00+00:00,204.67999999999998,241.90999999999997,248.14499999999998,245.67999999999998,240.20499999999998,251.41,273.8,270.45,184.0,266.53,199.05,268.88000000000005,270.57666666666665,267.6566666666667,270.89,267.89000000000004,266.6933333333333,264.1466666666667,262.04,269.3533333333334,274.83666666666664,284.93,288.65,292.3666666666666,296.3233333333333,295.8066666666667,296.41,303.9833333333333,293.36999999999995,278.27,274.51666666666665,223.15,249.905,215.435,L8
