dates,satname,nzd0011-0000,nzd0011-0001,nzd0011-0002,nzd0011-0003,nzd0011-0004,nzd0011-0005,nzd0011-0006,nzd0011-0007,nzd0011-0008,nzd0011-0009,nzd0011-0010,nzd0011-0011,nzd0011-0012,nzd0011-0013,nzd0011-0014,nzd0011-0015,nzd0011-0016,nzd0011-0017,nzd0011-0018,nzd0011-0019,nzd0011-0020,nzd0011-0021,nzd0011-0022,nzd0011-0023,nzd0011-0024,nzd0011-0025,nzd0011-0026,nzd0011-0027,nzd0011-0028,nzd0011-0029,nzd0011-0030,nzd0011-0031,nzd0011-0032,nzd0011-0033,nzd0011-0034,nzd0011-0035,nzd0011-0036,nzd0011-0037,nzd0011-0038,nzd0011-0039,nzd0011-0040,nzd0011-0041,nzd0011-0042,nzd0011-0043,nzd0011-0044,nzd0011-0045,nzd0011-0046,nzd0011-0047,nzd0011-0048,nzd0011-0049,nzd0011-0050,nzd0011-0051,nzd0011-0052,nzd0011-0053,nzd0011-0054,nzd0011-0055,nzd0011-0056,nzd0011-0057,nzd0011-0058,nzd0011-0059,nzd0011-0060,nzd0011-0061,nzd0011-0062,nzd0011-0063,nzd0011-0064,nzd0011-0065,nzd0011-0066,nzd0011-0067,nzd0011-0068,nzd0011-0069,nzd0011-0070,nzd0011-0071,nzd0011-0072,nzd0011-0073,nzd0011-0074,nzd0011-0075,nzd0011-0076,nzd0011-0077,nzd0011-0078,nzd0011-0079,nzd0011-0080,nzd0011-0081,nzd0011-0082,nzd0011-0083,nzd0011-0084,nzd0011-0085,nzd0011-0086,nzd0011-0087,nzd0011-0088,nzd0011-0089,nzd0011-0090,nzd0011-0091,nzd0011-0092,nzd0011-0093,nzd0011-0094,nzd0011-0095
2001-06-03 22:07:16.736000,L7,,,,436.69,442.17,443.39,436.21,443.68,448.06,450.77,421.59,430.06,432.22,454.02,338.77,372.82,361.84,343.68,355.15,364.48,363.94,342.92,,,,,,,,,,,,,,,,,,376.24,354.66,322.42,,,,,,368.00,381.07,,,,,,,,,,,,,,,,,,,394.91,373.39,379.95,375.46,,,,286.99,277.26,353.83,334.56,,,,,,,318.57,365.76,365.80,,344.43,381.25,,,,313.65,361.83,398.46
2001-09-07 22:06:11.116000,L7,436.32,414.90,421.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-12 22:06:14.960000,L7,,,,,,,,,440.01,437.32,436.29,430.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-18 22:06:22.131000,L7,,,,,,,,,,,,,,423.67,417.58,414.99,433.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-24 22:05:50.655000,L7,,,399.73,407.60,408.25,,,,,,,,,,,,,,,411.10,407.42,389.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12 22:05:14.598000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.63,327.76,388.30,388.99
2002-11-13 22:05:30.425000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.75,301.48,307.67,307.88,291.78,312.74,,,,,311.74,355.50,343.38,364.16,,379.71,309.43,324.72,326.79,331.57,316.27,315.99,314.20,329.27,268.44,250.89,261.68,289.85,288.42,293.48,290.17,292.51,281.64,,305.84,331.00,334.21,320.95,319.21,339.73,336.69,304.64,344.60,332.20,367.90,386.17,400.66
2003-01-16 22:06:02.914000,L7,,,414.71,428.15,430.08,,,,,,,416.82,442.20,421.00,430.86,,,,,,,,370.77,354.87,347.29,386.20,371.45,360.84,,,,,343.78,344.59,358.42,366.04,372.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.10,274.74,279.99,282.76,242.92,248.52,273.38,277.09,277.63,283.38,281.74,281.69,274.56,,,,,,,402.12,398.16,417.55,,,,,
2006-02-17 22:08:11.136000,L5,,,,,324.98,332.28,357.39,375.56,394.76,372.68,365.59,341.67,329.40,,,315.74,330.30,322.26,328.24,342.08,347.33,353.64,335.42,332.44,314.06,314.36,311.66,320.26,340.03,352.97,339.20,,,311.82,300.43,291.76,293.33,283.47,279.59,291.66,,,,,,,,,,,284.98,301.52,320.69,317.59,313.71,303.81,301.77,313.31,329.98,330.62,297.30,299.28,314.94,339.38,342.58,350.62,359.12,350.40,348.57,323.68,316.40,320.29,324.47,304.14,316.33,325.15,321.02,321.01,315.24,322.38,319.54,325.17,321.39,295.83,304.98,292.66,,,,,,,,,,
2011-09-11 22:06:09.236000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.60,354.51,367.72,316.10,318.82,,,,,313.03,282.42,302.28,348.05,329.23,266.72,268.14,266.83,278.10,360.66,,,,,,,,,,,,,,,,,,
2014-02-23 22:18:20.398000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.45,310.30,334.32,317.66
2014-05-14 22:17:08.923000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.54,321.85,384.60,379.64,382.63,406.91,410.74,
2016-05-03 22:17:13.318000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.63,314.15,325.91,356.62,395.61
2017-07-25 22:17:30.862000,L8,,,,,,,,,,,,416.14,374.65,366.74,358.39,365.79,,,,,,329.65,329.07,350.12,344.68,335.51,303.43,330.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.73,388.31,398.25,377.59,,,303.44,394.59,355.01,,
2017-10-29 22:17:53.844000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.28,413.15,432.91,346.07,352.68,377.99,,,,,,,,,,,,,,,,,,,,391.62,288.72,332.74,329.38,338.39,329.19,357.23,340.76,282.73,341.11,324.32,,,,,,,,,,,,,345.17,342.23,344.12,369.25,,,,317.73,356.82,366.64,380.34,351.12,364.24,422.59,,,,,
2019-03-25 22:17:09.739000,L8,359.20,411.10,436.09,369.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16 22:17:44.396000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.04,277.21,276.16,274.77,271.59,273.63,274.80,283.21,278.40,283.53,280.05,,,,,,,,,,,,312.78,324.11,363.02,
2020-07-01 22:17:22.957000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.09,377.11,,,377.08,375.79,,
2023-01-15 22:17:53.980000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.21,274.19,280.05,282.64,,,,,,,,,,,,,,,,,,
2023-04-13 22:17:27.047000,L9,,,436.82,400.46,364.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08 22:17:00.359000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.94,,,,,,395.78,302.87,300.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-24 22:17:06.399000,L8,332.95,337.12,345.40,342.72,357.40,359.26,353.02,350.73,343.11,339.84,335.67,334.86,340.35,332.15,328.90,334.40,335.47,339.83,343.24,338.25,337.57,331.30,324.91,316.58,317.37,319.35,320.54,329.66,334.77,335.64,334.59,330.93,323.50,320.40,304.17,309.61,306.46,301.52,301.98,301.51,304.99,307.44,301.90,300.97,299.50,314.84,321.58,321.81,322.73,309.32,312.53,311.97,320.41,323.17,311.57,315.71,318.95,321.09,319.14,316.31,317.88,311.69,307.24,309.72,317.24,317.56,314.96,313.94,317.19,315.60,310.24,308.05,295.22,289.26,302.72,322.93,350.91,361.48,356.26,357.93,343.81,355.69,357.58,359.79,364.09,379.96,379.52,378.51,365.59,364.56,366.86,376.29,361.05,348.62,376.21,450.23
2023-07-10 22:17:17.518000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.71,361.22,397.55
2023-09-28 22:17:43.092000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.23,372.05,393.64,,,,,,,,,,,,,,311.90,325.19,,,,,,,,,,,,,,,
2025-04-18 22:17:25.451000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.22,327.98,323.31,301.05,347.52,327.06,333.72,319.13,335.51,337.67,340.39,352.34,336.83,345.32,357.63,328.50,336.00,350.72,350.68,339.67,339.51,345.91,,,,368.36,357.94,357.76,378.96,348.40,,381.82,362.82,356.38,351.96,337.89,323.43,322.31,331.73,331.57,335.58,347.71,333.46,339.22,359.48,415.08
