dates,nzd0455-0000,nzd0455-0001,nzd0455-0002,nzd0455-0004,nzd0455-0005,nzd0455-0006,nzd0455-0007,nzd0455-0008,nzd0455-0003,nzd0455-0009,nzd0455-0010,nzd0455-0013,nzd0455-0014,nzd0455-0015,nzd0455-0016,nzd0455-0017,nzd0455-0020,nzd0455-0011,nzd0455-0012,nzd0455-0018,nzd0455-0019,satname
1999-09-25 22:19:33+00:00,,219.46,213.06,236.39,252.75,243.54,241.58,237.46,241.79,,,,,,,,,,,,,L7
1999-11-12 22:19:27+00:00,,219.46,213.06,233.045,248.925,239.98,226.73000000000002,220.69,239.005,,,,,,,,,,,,,L7
2002-01-20 22:15:25+00:00,,,,218.91,241.87,216.37,181.59,,199.03,,,,,,,,,,,,,L7
2002-03-09 22:15:29+00:00,,,177.28,219.695,244.82999999999998,227.28,208.445,215.24,214.20499999999998,,,204.08,208.74,202.43,203.46,,,202.92,,,,L7
2002-10-03 22:14:17+00:00,231.81,220.67,218.0,223.88,251.15,239.99,248.22,200.23,,,,,,,,,,,,,,L7
2003-03-12 22:15:18+00:00,231.81,220.67,218.0,227.11,248.945,238.35000000000002,243.485,195.14,,,,,,,,,,,,,,L7
2003-08-11 22:03:27+00:00,245.66,231.6,227.38,236.57999999999998,248.765,234.815,244.51999999999998,214.9,220.48,230.06,208.07,218.79,224.66,219.05,216.07,212.14,,,,,,L5
2003-08-27 22:03:45+00:00,238.915,226.33499999999998,225.06,239.85999999999999,242.04999999999998,234.815,244.51999999999998,214.9,214.325,230.06,208.07,218.79,224.66,219.05,216.07,212.14,,,,,,L5
2003-12-01 22:05:04+00:00,231.4333333333333,217.75,217.84666666666666,234.6,233.60999999999999,224.68,235.805,225.885,210.04666666666665,221.15,208.07,218.79,224.66,219.05,216.07,212.14,,,,,,L5
2004-01-18 22:05:21+00:00,225.8675,217.75,214.6625,233.4425,235.6125,228.05666666666664,232.14666666666668,223.46,207.64499999999998,221.08666666666667,208.07,218.79,224.66,219.05,216.07,212.14,,,,,,L5
2004-04-23 22:06:29+00:00,212.82000000000002,212.025,210.47,226.83333333333334,234.76333333333332,230.28666666666666,226.16666666666666,222.17999999999998,209.36333333333334,221.42333333333332,188.5,213.26,225.31,222.2,215.76,211.72,,218.91,,,,L5
2004-09-30 22:10:46+00:00,282.55,223.47,245.12,235.97,241.25,239.61,232.35,235.91,226.16,231.07,188.5,213.26,225.31,222.2,215.76,211.72,,218.91,,,,L5
2005-04-26 22:13:44+00:00,244.45,219.13,227.5,241.66,241.57,235.97,226.45,231.27,226.02,224.56,162.67,,,,209.19,211.16,,,,201.01,190.11,L5
2005-06-29 22:14:10+00:00,248.925,225.78,229.54000000000002,244.095,225.925,235.97,226.45,231.27,218.01,224.56,162.67,,,,209.19,211.16,,,,201.01,190.11,L5
2005-08-16 22:14:36+00:00,231.21333333333334,223.67666666666665,229.54000000000002,244.095,234.62666666666667,240.13,238.695,235.66000000000003,218.01,230.07,164.49,,207.87,224.17,209.20999999999998,211.16,,,,201.01,190.11,L5
2005-09-17 22:14:42+00:00,232.2375,222.63,228.35,244.07666666666668,236.7875,240.65333333333334,241.63666666666666,235.75333333333333,218.72,230.67333333333332,167.36333333333334,216.95,215.575,224.625,209.84,215.225,222.84,217.51,213.95,203.35,197.655,L5
2006-02-08 22:16:57+00:00,219.99333333333334,216.56333333333336,222.45,237.71499999999997,246.70000000000002,241.61333333333332,246.76999999999998,235.80000000000004,217.055,230.75333333333333,167.31000000000003,215.1,213.53333333333333,220.21666666666667,203.71,217.665,205.345,213.49,208.52499999999998,206.19,202.46499999999997,L5
2006-04-13 22:18:14+00:00,230.165,213.08499999999998,220.99,230.87,238.62,237.135,238.135,231.45499999999998,212.215,225.35500000000002,166.89999999999998,213.25,209.45,211.4,190.8,216.04,187.85,209.47,203.1,206.69,199.73,L5
2006-05-31 22:18:55+00:00,241.76,222.96,228.04666666666665,222.68999999999997,238.62,237.135,238.135,231.45499999999998,219.35333333333332,225.35500000000002,166.89999999999998,216.975,211.46499999999997,211.4,190.8,216.04,187.85,210.49,210.97,206.69,199.73,L5
2006-06-16 22:19:10+00:00,243.0075,224.12,225.7525,222.68999999999997,238.62,237.135,238.135,231.45499999999998,210.4575,225.35500000000002,166.89999999999998,216.975,211.46499999999997,211.4,190.8,216.04,187.85,210.49,210.97,206.69,199.73,L5
2006-12-09 22:21:12+00:00,236.85,221.57999999999998,219.13,229.5,238.88,234.83,237.1,222.55,198.875,213.54,,,,,,,,,,,,L5
2007-01-26 22:21:31+00:00,226.95,215.56,219.39,223.49,234.685,232.06,232.14,221.89,213.98,213.7,163.86,211.29,215.78,214.82,190.61,206.96,184.08,213.07,210.58,200.67,192.81,L5
2007-02-11 22:21:32+00:00,228.92,213.41500000000002,217.27999999999997,225.41666666666666,235.29666666666665,232.9333333333333,234.33,221.81000000000003,205.475,214.40333333333334,163.86,202.04,207.675,212.265,201.35500000000002,207.175,179.17000000000002,208.04,204.81,202.865,190.32,L5
2007-02-27 22:21:32+00:00,229.58,212.96666666666667,215.70333333333335,228.95499999999998,235.7425,234.41500000000002,236.0975,224.22,210.74333333333334,218.0475,166.27,202.96666666666667,208.14333333333335,211.98000000000002,198.64333333333335,207.50666666666666,180.79333333333332,207.34,204.45000000000002,204.60666666666665,193.54,L5
2007-09-23 22:19:35+00:00,230.02,217.2,218.81,222.62,199.75,,,,205.19,,,,,,,,,,,,,L5
2010-02-19 22:17:29+00:00,242.09,221.21,228.69,244.3,256.17,249.45,257.07,239.12,234.91,231.4,,,,,,,,,,,,L5
2011-01-21 22:16:30+00:00,234.08,209.14,219.81,235.48,241.52,236.92,239.66,233.2,224.47,226.73,160.84,201.83,208.33,209.9,192.74,209.1,180.49,208.6,200.73,213.52,199.12,L5
2013-05-02 22:28:22+00:00,256.48,236.25,243.65,252.78,261.73,254.52,256.99,250.69,247.7,244.67,,226.76,223.21,239.45,229.05,232.28,187.1,228.62,226.41,222.74,223.12,L8
2013-08-22 22:28:36+00:00,261.375,242.39,247.425,250.525,261.73,254.52,256.99,250.69,250.665,244.67,,227.48,231.57,240.425,232.595,232.28,187.1,229.03,227.31,222.74,223.12,L8
2013-11-10 22:28:18+00:00,273.28,254.45499999999998,257.79,263.7,287.61,283.01,286.84,274.66,262.39,269.29,,246.415,253.115,255.10999999999999,249.0,271.06,,247.81,243.33499999999998,,,L8
2014-01-13 22:27:45+00:00,271.6933333333333,254.45499999999998,257.79,263.7,287.61,283.01,286.84,274.66,262.39,269.29,,250.17,254.9,257.03666666666663,251.08,266.90999999999997,,251.41,246.50666666666666,262.44,,L8
