dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0066,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0055,nzd0347-0056,nzd0347-0036,nzd0347-0037,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061
2015-07-31 22:00:40.324000,L8,379.21,381.09,356.63,372.52,377.57,369.82,363.27,370.72,,,,,,325.91,335.13,320.02,331.38,351.37,,359.42,376.29,371.64,372.59,370.47,373.60,368.42,362.60,350.07,367.33,366.73,341.69,353.57,358.99,,,,,,385.30,369.91,351.93,334.62,345.22,256.42,,,364.40,384.86,388.85,388.54,374.95,380.16,375.36,,,,,,,,,,367.92,369.35,,,379.06,372.13,,,
2015-08-16 22:00:46.699000,L8,370.40,366.28,330.50,347.15,354.21,326.68,321.41,343.07,,,,,345.76,318.11,322.62,301.25,312.77,329.20,336.78,337.91,350.02,360.47,364.48,354.54,372.65,366.40,361.53,360.63,365.57,279.52,277.15,284.48,289.76,352.11,348.14,354.43,358.80,350.23,380.74,378.61,346.84,334.24,321.17,,364.54,358.23,359.57,378.10,368.94,380.07,373.33,374.95,366.52,269.30,364.97,364.42,376.42,369.43,372.40,355.30,362.59,350.17,355.12,290.31,371.16,379.24,,,,,
2015-09-17 22:01:00.336000,L8,366.52,365.88,325.29,345.93,354.10,331.49,328.66,347.11,,378.60,387.10,396.16,348.91,318.44,322.34,315.60,329.60,330.44,340.40,343.69,363.62,366.41,371.60,367.70,378.39,369.45,369.54,369.42,365.17,372.84,360.57,361.70,365.65,349.53,350.74,345.66,353.11,348.27,382.53,382.29,352.72,336.55,338.10,262.30,372.46,365.46,360.85,378.15,381.42,385.56,376.60,379.24,373.15,285.76,369.50,375.33,378.58,373.23,380.28,361.01,362.80,353.88,369.86,360.06,370.22,378.28,379.64,371.83,392.80,,
2015-12-06 22:01:10.909000,L8,363.73,366.34,334.93,369.76,357.75,346.35,340.73,352.23,378.46,390.93,396.94,,351.28,320.85,324.80,312.26,320.78,333.75,341.41,348.06,369.32,367.26,370.51,373.29,377.34,371.37,367.03,365.29,367.05,376.90,371.11,365.93,375.45,352.47,361.89,357.25,358.78,353.74,378.62,385.15,370.04,353.65,347.62,254.79,364.57,362.51,359.73,374.17,379.85,378.53,374.51,376.28,372.21,383.94,377.58,378.56,379.46,377.27,373.20,361.99,362.74,358.98,363.28,367.81,377.98,381.23,376.01,367.95,387.06,384.16,377.31
2016-02-08 22:01:03.169000,L8,,,,,,,346.93,351.81,,,,,355.88,323.25,331.88,325.97,340.46,336.27,346.17,349.83,380.85,372.43,376.42,379.26,382.57,372.20,370.72,370.82,367.71,,,,,359.41,364.44,354.05,355.27,353.79,379.00,387.09,377.51,361.02,350.40,266.20,365.79,365.50,360.71,384.32,381.53,380.16,376.54,378.81,373.77,,379.41,381.01,380.67,379.67,371.71,363.21,365.03,362.11,366.51,370.43,378.00,385.78,378.14,372.18,385.57,,
2016-02-24 22:00:56.902000,L8,369.19,390.47,370.19,376.41,364.35,351.42,346.22,351.33,377.31,391.39,396.93,398.44,357.50,322.23,332.05,325.38,338.06,333.65,347.64,349.80,379.35,372.23,377.65,378.03,382.20,371.93,369.93,371.96,365.29,376.63,,,,358.62,364.49,356.18,356.69,351.03,377.76,385.17,371.91,356.82,349.83,264.25,365.63,363.26,361.37,379.28,381.38,380.64,374.63,378.73,372.33,385.62,380.66,381.62,379.08,379.92,371.24,362.20,367.62,360.61,366.86,368.92,378.12,389.54,376.21,371.35,383.31,384.60,377.21
2016-03-27 22:00:45.116000,L8,338.25,332.56,305.92,314.94,345.67,332.00,333.38,347.26,,,,,,,,,,,,297.76,307.71,327.83,332.66,316.40,332.58,325.76,321.67,330.30,347.75,369.25,365.41,360.78,371.24,349.30,344.30,329.23,303.45,294.17,365.45,370.83,344.55,326.59,272.97,,346.63,344.19,348.80,354.60,372.18,369.33,362.30,356.60,345.94,278.86,,354.64,360.97,348.45,352.72,345.02,350.31,335.86,337.85,322.20,,,340.09,344.88,375.83,362.98,301.66
2016-04-28 22:00:37.466000,L8,368.32,369.28,335.02,362.05,377.71,347.30,346.52,359.69,380.81,386.67,398.79,388.71,361.59,321.00,331.96,318.85,328.89,327.54,338.16,341.62,373.45,366.77,377.78,363.46,378.20,369.76,368.68,367.38,365.96,372.78,368.12,363.01,378.20,359.29,361.34,354.16,357.85,352.21,377.10,386.62,373.21,361.33,348.32,263.73,367.52,359.53,361.16,381.28,382.90,382.45,375.91,383.03,374.20,378.95,378.60,386.00,391.19,385.81,366.29,354.82,361.33,357.42,367.46,368.03,379.24,387.03,376.84,369.40,382.21,379.87,380.50
2016-07-01 22:00:54.396000,L8,373.27,375.02,345.85,369.99,372.08,367.02,353.64,362.80,389.16,391.27,400.34,397.72,365.96,323.44,335.85,325.88,337.99,335.50,360.03,352.96,388.75,373.96,394.50,384.14,401.86,377.48,385.96,379.37,376.96,379.05,372.86,374.42,376.85,371.82,364.62,363.62,366.75,361.47,387.15,393.08,376.97,360.76,349.23,269.24,370.58,366.61,364.61,377.63,386.26,384.72,380.32,380.94,377.25,385.06,390.27,394.02,392.57,390.13,383.67,361.81,372.54,363.07,369.01,374.97,,,382.12,371.90,389.62,391.89,384.19
2016-11-22 22:01:23.648000,L8,349.19,355.87,327.72,343.83,343.24,331.40,331.41,343.12,383.83,383.23,393.98,391.94,341.65,314.56,317.56,310.52,330.92,326.90,334.87,337.13,368.02,363.71,360.07,363.66,370.69,365.16,358.03,360.48,358.81,375.31,367.49,361.16,373.61,345.63,350.09,341.35,345.54,344.88,371.60,376.21,363.79,355.50,350.74,259.32,353.08,352.29,359.02,379.17,377.56,374.08,379.39,376.12,371.09,380.65,368.31,376.28,373.08,370.47,364.53,354.39,358.34,319.64,363.11,369.28,367.10,370.61,374.47,366.89,380.75,381.11,380.64
2017-01-09 22:01:14.158000,L8,361.15,365.83,335.94,352.55,355.85,342.22,333.52,350.16,388.80,387.61,398.73,,346.11,317.82,323.92,315.46,335.73,331.63,339.36,342.04,369.06,366.54,365.76,364.92,374.48,367.60,362.25,362.26,361.30,,,,,351.74,357.35,355.31,351.38,347.77,374.87,379.51,365.65,358.22,350.62,264.02,360.78,359.75,359.05,381.08,381.89,377.94,374.22,377.25,371.47,,373.75,380.46,379.23,374.56,368.51,356.48,360.67,353.74,365.14,371.67,376.03,377.04,378.59,369.38,385.67,380.59,389.43
2017-01-25 22:01:08.707000,L8,,383.88,344.29,357.04,359.65,351.28,354.08,362.62,385.15,396.54,393.53,398.43,359.63,333.21,334.71,325.96,343.87,346.57,348.65,361.10,376.59,370.54,369.06,361.50,368.47,357.56,348.14,334.74,,377.36,,,,365.82,370.38,363.34,362.15,362.34,,,,,,,349.81,358.62,363.71,377.69,378.58,380.61,375.85,376.50,371.19,383.86,362.04,353.89,367.07,357.80,372.21,347.94,341.22,289.47,363.77,370.37,354.56,366.11,379.96,377.43,386.15,380.71,382.98
2017-02-10 22:01:00.454000,L8,352.74,375.04,329.73,360.72,376.05,344.69,337.83,349.74,382.22,392.35,401.07,,354.22,325.35,330.85,324.36,331.26,338.26,346.60,353.89,375.94,373.49,373.34,379.54,381.99,371.68,367.89,367.91,366.80,,,,,355.15,365.79,353.02,363.09,353.90,378.98,385.21,369.91,358.18,351.71,266.47,355.48,356.09,357.10,379.46,385.00,380.08,374.72,378.03,373.14,,382.04,383.40,381.11,378.17,371.58,363.14,364.57,356.92,364.43,368.56,376.94,385.44,375.84,368.80,385.39,381.13,383.23
2017-03-30 22:00:38.167000,L8,382.03,370.69,338.77,373.17,370.63,355.76,352.12,362.86,386.59,386.18,397.72,397.16,356.84,323.99,335.21,323.29,340.84,335.24,351.24,352.16,379.35,373.29,377.65,373.16,391.97,375.64,373.13,370.65,370.50,380.45,373.14,369.30,375.27,372.45,367.48,363.89,364.47,360.30,383.94,390.10,363.10,357.00,354.71,256.77,372.08,368.09,363.96,379.45,384.80,382.96,379.52,381.45,374.91,388.06,383.39,384.96,384.41,380.62,375.42,362.58,367.21,361.89,368.42,373.67,379.62,389.07,380.12,373.06,390.03,380.13,385.35
2017-04-15 22:00:30.050000,L8,367.56,368.07,332.73,361.96,361.74,343.89,334.38,365.09,382.51,388.15,393.24,392.69,352.04,318.19,330.00,320.56,334.94,328.65,343.06,345.44,368.17,367.10,373.58,363.85,383.86,371.50,367.85,366.01,365.65,379.62,372.35,364.74,370.91,357.27,358.31,348.82,357.59,351.12,380.27,384.33,358.76,354.81,350.35,249.12,368.21,362.43,363.33,374.37,388.45,384.45,379.18,380.80,379.84,382.27,384.62,382.59,382.92,374.43,383.72,355.58,361.43,362.03,372.25,379.20,,,381.60,376.92,388.57,386.62,383.93
2017-05-01 22:00:19.697000,L8,365.30,366.04,321.40,347.11,352.23,330.80,331.91,349.37,378.12,373.24,381.80,386.19,337.60,315.79,318.00,311.23,320.98,323.43,332.85,335.18,349.58,353.07,351.15,345.11,370.07,364.25,356.05,355.03,357.51,365.16,353.70,355.67,367.16,303.16,348.31,340.05,345.54,344.08,372.72,373.64,347.83,343.83,337.62,,347.49,345.54,356.89,367.41,378.95,374.89,375.80,374.89,370.74,374.94,359.91,372.55,369.88,359.44,356.43,346.25,352.42,300.29,367.38,365.95,,377.16,376.79,372.64,383.28,380.56,379.22
2017-09-22 22:01:13.818000,L8,358.65,343.01,320.88,346.76,314.33,292.39,277.87,340.99,379.06,383.24,392.61,395.32,331.86,305.64,322.36,316.79,330.34,329.38,337.98,324.10,326.70,319.35,306.95,325.74,379.78,361.84,335.56,355.36,353.94,340.88,318.03,299.14,286.52,314.98,268.04,270.94,338.50,329.00,362.83,351.95,287.37,272.61,282.72,,267.86,,,,367.48,374.35,373.84,376.51,365.95,380.68,322.20,301.22,378.73,377.74,380.73,367.03,364.89,322.96,359.29,355.53,346.87,360.57,372.45,360.66,308.30,,376.73
2017-10-24 22:01:21.408000,L8,364.21,371.21,335.76,363.30,359.25,345.41,335.59,348.36,,,,401.29,350.89,327.84,334.12,323.16,342.49,345.88,356.34,357.07,367.62,377.88,381.73,388.54,393.01,381.21,373.76,374.54,369.48,378.85,372.16,366.48,374.30,354.56,355.43,349.04,351.57,348.79,380.75,386.63,362.67,359.23,354.38,256.35,372.47,372.85,366.11,380.77,387.69,386.01,383.31,386.17,376.72,383.79,388.26,391.78,388.85,387.65,386.10,372.91,373.63,374.44,368.52,371.31,384.67,386.39,380.42,369.55,379.13,,
2017-12-11 22:01:12.448000,L8,,,,381.08,366.42,353.98,347.56,353.41,379.64,396.05,401.76,398.63,356.48,332.38,333.52,323.40,348.92,348.57,354.53,362.01,377.21,375.94,380.68,386.88,388.89,375.38,372.82,370.60,368.48,377.24,371.83,365.02,377.59,359.97,367.22,357.20,356.59,356.90,377.69,387.01,355.22,351.61,353.00,250.03,367.68,365.88,362.89,376.49,383.68,380.07,377.01,380.03,372.65,386.71,382.46,385.71,381.47,382.19,375.12,367.35,369.09,362.60,365.43,368.99,378.09,384.42,379.09,372.44,384.50,381.96,383.25
2018-03-17 22:00:35.960000,L8,369.69,366.65,333.20,350.32,356.82,347.17,345.40,351.49,,,,,349.14,319.23,330.45,322.82,337.73,332.36,341.49,349.24,371.59,365.16,372.73,370.59,384.65,371.49,369.54,366.30,366.51,378.43,375.18,364.24,379.27,358.45,361.86,359.23,354.69,350.45,379.51,383.41,361.28,352.93,353.75,251.42,362.84,362.75,363.50,378.70,384.06,382.96,384.57,383.87,381.74,388.95,378.78,385.34,386.08,383.81,373.77,363.99,364.20,362.05,379.92,373.41,368.14,385.74,379.71,369.55,385.57,,
2018-04-18 22:00:19.528000,L8,377.23,368.33,338.29,365.09,363.71,348.74,347.09,360.42,384.12,390.92,399.52,400.62,353.94,322.46,329.23,323.59,336.67,331.92,346.45,345.65,376.83,367.91,376.57,368.32,387.08,373.56,373.81,367.83,376.47,372.65,375.96,364.34,377.52,361.56,364.54,357.77,359.31,353.48,386.96,388.67,361.90,356.25,351.49,249.06,360.52,358.39,359.31,375.25,381.05,377.83,380.17,380.24,380.50,382.03,381.55,392.13,397.83,379.93,374.16,352.50,359.95,358.98,367.41,373.85,,,380.26,368.63,381.65,387.02,381.96
2018-05-20 21:59:59.627000,L8,369.11,365.06,330.01,364.80,357.84,331.90,335.16,348.96,380.42,381.24,390.83,392.58,343.93,316.11,323.91,317.99,328.29,323.37,332.28,331.50,365.29,360.70,362.77,354.59,379.55,367.99,359.82,361.07,364.54,368.03,363.59,363.00,369.87,356.05,357.41,351.72,356.38,347.73,378.82,378.44,354.94,351.13,344.96,,347.94,345.42,359.24,372.39,379.75,372.13,377.77,377.38,372.48,374.96,361.31,387.28,385.11,365.18,356.43,347.14,354.63,344.52,370.18,370.02,359.57,383.05,377.20,368.15,381.44,378.90,381.77
2018-06-21 22:00:01.138000,L8,375.57,369.96,336.15,365.51,370.63,362.02,350.74,359.34,,,,,346.04,325.53,329.60,317.53,323.43,326.56,334.80,333.53,329.59,357.95,352.87,345.60,367.96,360.95,351.67,355.18,354.33,,,,,371.52,324.28,360.76,361.71,354.90,376.05,368.19,325.97,345.86,309.42,,381.07,348.41,375.06,355.35,369.12,373.36,382.77,372.48,379.78,,341.78,373.88,372.41,369.53,374.42,376.81,382.38,377.51,,,306.73,310.26,,,,,
2018-08-08 22:00:25.669000,L8,,,,,,,,,370.95,375.68,386.77,387.14,,,,,,,,,,,,,,,277.09,310.21,328.07,367.01,357.38,355.44,365.70,,,,,,354.61,358.29,315.87,322.00,284.74,,,342.35,350.71,364.52,366.17,364.53,364.66,371.98,365.33,377.20,335.48,362.83,357.88,355.68,349.25,340.32,345.93,285.60,357.44,357.57,,336.82,372.02,363.71,373.43,,320.19
2018-08-24 22:00:33.638000,L8,370.99,372.59,336.17,360.61,365.41,340.78,329.47,355.44,381.84,384.83,394.62,398.62,359.30,323.38,336.28,327.81,340.55,336.29,352.72,349.24,362.07,373.88,381.34,377.77,395.97,376.19,379.79,377.18,372.94,373.78,369.68,364.84,377.61,358.58,355.87,353.93,361.03,356.07,389.56,390.16,362.16,360.51,355.72,263.20,370.82,366.93,367.47,380.50,386.51,385.51,384.01,382.40,376.19,387.83,384.69,389.47,390.44,391.96,378.29,364.67,376.41,361.14,369.41,378.04,365.46,383.20,384.59,373.18,389.50,376.38,384.27
2018-10-27 22:00:57.222000,L8,362.35,369.14,333.06,356.98,358.56,337.85,332.59,348.53,,,,398.37,353.00,322.64,330.89,324.33,342.98,337.14,344.96,354.82,373.72,373.27,374.47,380.10,385.17,373.76,370.57,368.77,367.65,379.15,378.30,368.75,379.59,356.12,355.49,354.09,356.94,355.54,382.32,384.46,360.90,356.02,355.21,253.94,367.37,364.29,367.37,384.31,382.38,380.35,378.58,380.64,375.96,379.26,,385.12,382.17,382.32,376.84,364.54,373.30,364.95,368.03,378.27,,,379.10,371.25,388.46,,
2019-02-16 22:00:47.319000,L8,378.21,385.96,339.51,374.52,363.04,350.53,349.02,353.71,379.25,385.35,392.88,,355.86,324.90,332.76,326.26,341.68,336.78,352.37,355.91,379.21,373.48,377.46,379.64,389.28,376.18,373.46,368.73,367.52,,,,,366.64,367.34,357.40,358.01,354.11,380.94,387.26,359.38,350.42,353.68,257.56,364.92,364.28,362.54,378.31,387.73,378.80,379.97,379.03,375.24,,377.83,385.21,383.01,379.57,373.97,365.38,367.46,364.13,366.72,369.57,366.23,373.13,378.24,369.62,377.63,382.82,383.63
2019-03-04 22:00:42.823000,L8,,,,376.02,364.59,349.33,345.15,356.87,374.77,382.99,397.90,398.79,357.29,322.81,333.12,324.63,341.79,335.98,349.28,353.53,380.50,372.10,376.56,376.54,388.90,373.87,373.27,370.84,367.54,375.17,371.32,369.33,374.58,361.30,367.46,356.14,357.39,353.08,378.90,386.73,356.30,347.93,351.00,257.53,366.01,363.39,362.54,375.24,382.93,380.90,377.71,379.16,373.93,377.70,,,398.13,381.14,373.99,363.92,366.00,364.67,366.68,370.33,,,378.89,368.27,379.10,382.62,383.72
2019-05-07 22:00:32.643000,L8,373.80,372.42,333.51,363.11,363.58,342.77,342.92,355.68,,,,,352.06,319.50,330.10,322.81,332.34,331.31,343.55,346.21,380.13,368.32,373.88,368.46,388.04,372.90,373.60,369.65,370.89,,,,,361.17,360.85,358.60,357.66,348.84,387.03,387.44,352.14,349.80,349.43,253.41,363.08,359.62,366.52,375.39,382.64,385.95,383.79,379.56,376.56,,373.01,392.07,390.06,376.29,375.42,356.60,363.62,360.83,369.42,373.67,363.71,375.88,379.91,372.25,387.19,,
2019-06-08 22:00:50.322000,L8,363.69,362.28,320.79,359.24,349.75,324.92,328.52,347.42,377.60,376.99,387.48,391.40,336.62,311.66,313.78,308.95,316.49,317.99,331.45,326.50,361.23,352.00,352.73,344.36,371.10,358.88,351.09,355.08,359.24,376.33,364.75,354.56,367.25,354.14,347.82,345.21,356.83,342.69,372.63,369.62,341.80,331.60,321.12,,343.71,342.01,350.72,370.54,368.80,365.22,370.73,374.32,368.64,380.77,354.88,373.03,366.40,357.63,351.72,343.05,347.74,343.92,362.82,366.57,347.75,373.87,373.59,360.23,385.53,382.56,378.64
2019-07-10 22:00:59.262000,L8,373.17,368.73,321.73,361.99,359.12,326.67,328.48,348.78,379.36,379.99,391.47,392.57,339.08,313.56,316.80,312.21,320.59,321.77,333.52,330.17,361.76,359.38,366.08,353.20,376.87,365.52,359.60,363.96,363.00,370.51,345.76,350.90,366.68,353.87,348.10,350.43,355.91,344.55,380.84,380.49,349.15,344.50,337.90,,353.27,350.75,357.31,371.33,374.44,370.41,372.02,377.32,370.49,379.75,360.73,375.26,378.84,363.20,357.18,346.68,354.57,349.03,368.00,368.02,356.12,366.70,374.79,364.02,383.24,384.31,373.58
2019-08-11 22:01:10.247000,L8,,,,,,,,,268.94,,,,,,,,,,,,332.99,334.46,338.07,321.63,339.71,355.60,324.48,281.83,,275.46,296.38,314.01,356.30,,,,,,,,,,,,343.31,341.62,346.97,362.05,366.69,339.36,295.50,355.73,360.04,,345.80,352.05,348.18,347.08,347.79,338.05,342.75,337.56,342.13,339.93,337.71,354.83,367.61,357.66,375.62,367.90,336.08
2019-10-30 22:01:26.665000,L8,369.63,372.12,337.35,374.48,359.19,344.04,334.83,347.44,,,,,348.69,325.09,328.71,323.06,345.82,350.61,363.75,362.42,377.62,375.91,376.30,384.56,394.96,393.13,395.25,385.85,369.75,380.03,371.02,365.88,378.92,354.07,358.95,349.82,355.97,350.54,386.93,387.51,359.39,355.30,352.99,269.10,371.77,374.91,366.46,375.66,384.91,386.85,379.03,381.28,375.87,,,,399.26,380.52,377.33,366.52,370.76,370.41,367.32,373.25,,,380.31,374.13,389.97,,
2020-02-03 22:01:07.154000,L8,386.39,372.15,371.38,376.07,361.72,347.80,343.37,353.31,382.63,386.69,396.38,396.72,354.26,321.18,331.94,326.54,345.17,337.66,345.63,355.84,378.55,370.13,373.40,375.64,385.18,372.14,369.54,368.57,368.00,372.70,370.29,371.22,378.99,360.11,365.16,357.51,358.19,351.19,381.65,387.89,354.67,356.34,350.20,255.45,362.01,358.33,359.00,371.18,378.60,377.86,379.06,376.44,372.27,379.69,373.59,380.52,379.51,375.55,370.24,360.36,362.57,361.46,365.28,367.84,355.51,363.70,376.33,377.16,378.35,384.23,387.10
2020-03-06 22:00:58.462000,L8,,,,,,,,,384.07,396.81,400.13,,361.30,338.16,338.51,331.11,353.23,355.44,364.71,364.03,393.49,,,,,,,,,,,,,,368.52,359.23,361.05,359.98,381.37,396.52,367.50,364.24,358.00,273.27,367.36,368.07,363.07,371.43,388.95,383.33,379.76,383.67,375.12,,381.80,387.08,383.85,382.45,374.67,364.84,367.23,364.66,371.42,372.09,362.78,375.64,378.68,376.22,381.64,386.49,385.12
2020-04-23 22:00:35.031000,L8,,,,375.17,373.47,346.76,353.27,361.22,381.09,384.03,387.00,394.70,363.59,322.37,333.01,320.02,324.47,332.44,350.33,344.73,377.97,368.95,378.53,369.53,393.78,373.82,383.46,383.96,372.14,372.37,369.72,363.72,369.44,363.74,362.59,359.34,362.53,358.07,386.05,389.43,356.87,354.32,340.44,268.17,368.23,362.84,360.93,369.84,384.67,380.73,378.09,380.23,377.04,376.73,359.68,387.87,390.34,383.71,377.57,356.03,368.10,363.84,369.98,370.17,360.37,370.64,376.06,366.73,383.92,383.93,382.77
2020-05-09 22:00:26.885000,L8,350.40,322.08,316.40,326.59,323.34,322.09,306.61,318.55,304.51,318.59,325.94,373.37,317.26,305.77,279.61,303.45,304.59,315.89,327.54,325.24,343.71,342.78,342.25,338.82,361.53,355.95,339.65,344.79,354.99,363.69,354.59,346.00,350.01,305.78,270.12,299.01,339.51,342.68,368.01,367.57,338.74,323.11,299.84,,323.76,263.81,,346.48,365.75,361.97,362.93,366.82,361.24,289.55,349.24,350.23,344.85,350.84,351.90,339.82,342.97,337.63,350.81,347.90,347.15,360.48,366.86,354.43,378.56,381.46,373.57
2020-06-10 22:00:39.456000,L8,366.58,367.67,326.14,358.18,359.35,322.52,339.17,345.96,375.60,381.30,387.31,384.88,344.74,311.26,318.36,317.93,318.24,326.16,337.35,333.87,356.16,357.94,361.11,351.27,376.43,365.73,358.06,359.60,364.22,368.36,361.80,352.82,360.73,303.44,349.70,351.08,357.85,349.75,377.20,377.32,346.29,334.83,318.50,,350.31,346.16,354.88,367.31,375.71,370.82,371.69,377.35,373.19,372.62,355.29,374.59,380.62,363.99,357.86,348.40,352.62,346.55,365.44,361.51,354.66,365.50,371.08,362.55,386.33,381.67,378.50
2020-08-29 22:01:11.546000,L8,375.89,368.17,335.01,358.03,359.42,342.83,336.77,352.09,384.54,389.59,397.34,400.37,353.94,322.14,328.87,321.61,332.91,337.35,356.88,354.09,368.80,371.17,375.82,378.43,390.98,375.13,376.36,374.12,367.34,375.20,365.85,357.22,371.24,357.17,355.24,349.21,361.26,355.88,381.60,383.81,353.30,349.91,348.54,274.72,368.36,362.06,363.32,372.94,381.27,380.68,378.02,382.51,377.28,384.06,360.65,386.52,386.37,383.62,376.23,366.54,373.84,365.63,368.77,369.84,358.87,368.91,377.51,369.95,386.62,386.91,384.00
2020-09-14 22:01:17.845000,L8,373.80,369.95,337.14,369.74,362.19,345.64,341.82,351.49,391.53,392.55,406.28,,359.15,323.73,334.09,327.24,341.35,349.17,363.52,357.69,373.16,377.45,379.85,383.75,399.50,383.81,378.12,375.88,370.68,,,,,358.27,357.60,351.43,362.77,356.16,385.87,387.14,356.61,354.22,351.36,277.02,369.97,366.42,364.29,379.54,386.52,387.56,382.67,383.39,380.40,,363.99,392.56,391.63,391.64,381.41,373.67,380.76,366.55,371.05,371.81,366.28,374.15,378.20,370.05,389.30,388.65,390.02
2020-09-30 22:01:21.925000,L8,356.76,365.95,326.68,349.09,344.25,329.87,325.04,343.65,389.11,392.63,399.03,399.14,344.47,315.35,322.80,318.32,333.14,332.97,344.85,343.14,366.06,368.01,369.82,370.17,381.51,371.69,366.46,365.78,365.51,378.44,372.55,360.71,372.71,348.79,344.57,344.72,360.73,353.36,383.16,378.66,352.04,354.07,344.84,266.07,363.17,357.41,362.87,378.69,382.46,380.39,380.55,381.09,376.92,,359.53,384.75,387.73,380.22,372.38,361.05,367.51,361.42,372.90,369.59,358.97,370.37,376.66,367.61,387.03,388.15,388.79
2021-01-04 22:01:18.489000,L8,359.79,362.33,328.61,350.10,352.89,341.74,333.62,346.69,379.79,380.01,391.64,396.50,349.60,316.78,326.07,319.04,339.24,332.88,344.23,350.36,372.89,368.19,369.01,371.20,382.15,370.39,366.89,364.55,364.36,369.25,366.28,365.99,370.96,350.33,357.64,348.34,350.18,347.49,375.63,381.36,351.20,351.36,347.70,258.38,359.84,357.09,360.14,369.91,380.88,379.77,373.08,378.89,379.70,378.45,354.60,381.66,380.80,374.29,368.60,360.60,361.74,361.87,362.78,373.94,354.89,360.75,374.30,366.20,384.95,380.67,385.51
2021-02-21 22:01:05.416000,L8,371.02,366.02,334.89,358.68,358.24,344.29,342.52,351.35,380.37,389.93,401.78,396.20,353.18,320.79,330.50,323.42,340.63,335.09,349.55,350.08,377.81,370.41,374.11,373.58,388.05,374.78,397.12,369.82,366.79,371.38,369.72,363.77,373.61,358.43,361.68,355.60,356.89,353.62,378.91,385.09,356.45,355.74,350.09,264.30,359.33,357.66,362.03,384.35,380.58,376.90,375.60,377.78,372.87,378.57,356.50,384.47,383.79,393.74,368.44,359.17,363.21,361.27,368.65,372.65,357.70,366.42,373.58,368.94,380.39,385.71,385.78
2021-03-25 22:00:51.177000,L8,377.54,373.44,336.05,373.77,363.33,346.27,349.38,362.18,383.01,389.90,397.21,398.95,364.92,322.10,335.02,327.31,338.32,334.90,345.74,349.56,386.48,370.07,374.93,370.61,389.08,373.13,378.48,370.28,370.22,372.68,374.69,366.97,375.78,361.23,362.70,364.37,365.19,358.77,386.32,387.51,354.92,357.34,351.60,269.70,361.13,357.32,363.86,380.01,382.61,381.24,381.66,379.89,377.18,381.78,361.86,387.25,384.61,383.38,372.01,355.99,366.52,362.96,371.53,375.67,367.45,371.52,377.97,374.67,384.35,389.59,383.98
2021-04-10 22:00:46.354000,L8,372.86,372.32,338.42,364.80,366.91,347.44,353.99,359.07,381.15,389.14,395.61,400.72,356.06,321.59,331.40,325.27,337.22,330.56,344.89,345.66,393.56,369.08,374.11,366.56,391.14,376.06,373.32,370.17,369.23,375.07,375.62,363.77,374.66,363.92,362.75,360.84,363.09,355.98,384.83,384.81,355.37,354.80,353.24,271.25,361.07,356.81,361.70,376.87,381.58,379.72,379.87,380.78,377.54,381.38,359.36,386.81,384.21,381.55,369.21,354.05,362.19,363.33,370.18,372.11,358.08,369.15,377.03,371.96,388.26,369.87,384.57
2021-05-12 22:00:36.748000,L8,319.28,328.58,299.56,322.29,314.64,323.50,323.55,346.75,,,,,341.47,312.50,321.98,321.85,336.89,328.65,347.75,349.15,391.01,370.07,379.23,368.49,386.39,363.04,355.19,351.45,355.58,,,,,361.73,360.94,356.57,362.25,356.78,370.46,366.28,347.74,357.79,330.57,243.36,355.05,350.10,339.34,349.07,332.78,,,,,,361.05,384.52,386.96,377.92,371.40,346.27,329.07,344.03,,,355.42,368.08,,,,,
2021-09-01 22:01:17.106000,L8,374.73,372.05,335.38,373.43,361.80,339.47,346.37,360.60,389.71,388.41,400.64,393.46,363.52,322.96,333.23,324.30,339.12,349.04,359.28,353.28,372.73,372.95,379.24,377.76,394.19,374.54,,383.04,382.68,373.31,369.54,362.85,373.67,358.94,363.15,362.98,370.27,363.55,393.95,390.02,355.03,349.30,348.84,281.50,369.52,364.27,364.56,378.89,383.69,385.77,381.33,381.25,377.68,384.53,362.06,390.24,394.58,381.68,384.51,372.74,383.51,364.77,373.45,371.04,367.42,371.93,378.06,366.86,381.77,383.46,382.41
