dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0066,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0055,nzd0347-0056,nzd0347-0036,nzd0347-0037,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061
2024-09-17 22:00:52.686000,L9,358.05,365.14,325.96,343.77,349.73,326.91,279.04,348.71,386.31,393.99,398.85,394.71,343.42,317.10,321.45,320.56,335.26,340.75,348.28,345.73,367.14,371.00,373.32,372.04,385.78,372.31,370.90,368.86,371.00,375.06,367.03,368.48,373.32,285.41,,276.18,355.81,350.63,385.69,382.17,355.66,353.52,343.64,261.77,364.64,356.36,359.33,374.84,379.67,377.49,374.76,378.32,374.84,378.04,357.50,380.66,383.72,372.16,366.88,355.59,360.51,359.05,369.65,373.54,336.50,367.50,378.29,366.15,383.28,383.87,385.09
2024-10-11 22:01:02.888000,L8,370.14,365.60,330.32,352.99,351.25,332.64,328.73,349.31,379.10,390.01,400.15,396.86,348.54,321.39,324.68,322.56,342.43,349.95,354.90,356.22,369.32,375.81,376.11,380.03,388.69,373.81,372.24,371.97,370.29,377.32,370.64,370.03,377.38,350.80,354.19,347.14,353.95,349.48,383.45,385.54,356.68,355.20,350.17,271.47,367.79,362.70,362.11,377.28,380.85,382.58,376.79,378.62,376.08,383.46,361.28,384.24,383.03,379.68,373.32,364.37,366.11,367.04,368.63,372.33,351.98,370.63,377.04,369.75,382.13,382.86,386.11
2024-10-19 22:01:10.603000,L9,371.68,369.22,330.65,361.20,358.18,342.80,333.36,367.20,385.66,393.17,403.10,,353.43,323.59,326.79,324.24,345.85,352.61,358.53,358.87,373.01,379.50,378.81,382.98,392.38,376.34,374.52,377.80,373.65,,,,,350.35,357.72,348.25,353.87,352.39,383.64,389.62,357.76,356.51,350.09,273.33,367.93,364.25,363.74,377.84,385.29,382.96,379.10,380.16,376.74,,362.97,390.79,389.97,381.50,374.80,365.74,368.06,365.09,368.63,375.08,355.40,372.93,377.47,372.14,383.60,385.33,385.55
2024-12-06 22:01:11.835000,L9,360.68,360.77,327.52,353.23,351.26,340.91,336.26,350.81,382.44,389.91,393.20,394.01,345.66,319.49,318.10,317.64,341.06,337.17,346.96,348.51,372.61,371.61,372.91,375.98,385.56,371.85,367.42,367.42,370.15,375.88,367.23,368.86,376.77,349.45,355.55,350.94,350.47,347.54,382.43,382.19,354.47,351.39,338.15,260.09,362.70,364.34,363.17,377.71,383.68,377.81,377.12,378.21,373.07,378.02,356.73,386.39,381.44,376.49,368.44,361.26,360.99,364.94,363.76,379.08,301.80,362.61,371.72,365.30,375.91,382.84,386.20
2024-12-14 22:01:03.523000,L8,388.64,383.47,333.12,,,,,,381.71,399.97,397.69,394.59,359.11,328.02,325.55,323.26,348.28,348.13,357.75,364.32,379.63,375.67,379.41,384.58,392.00,375.46,372.47,370.79,371.77,376.84,379.67,372.24,380.37,368.31,363.48,354.45,351.51,353.84,380.38,386.40,356.96,356.54,348.46,273.07,363.71,363.86,362.15,376.75,382.26,383.21,377.92,378.35,374.04,377.27,,,383.42,377.33,372.99,364.20,364.53,362.37,364.18,372.78,,,375.34,369.15,377.68,382.39,387.92
2024-12-22 22:01:14.089000,L9,378.20,373.87,332.22,368.32,365.07,352.18,335.30,367.05,383.35,,,,355.05,334.57,,,,,,,,,396.21,392.76,412.23,396.30,377.22,378.12,382.60,,,,,355.62,365.13,371.11,375.96,359.66,390.80,394.21,356.12,349.68,338.11,272.85,366.75,361.67,363.23,379.42,389.86,385.24,388.75,386.90,392.45,,,,,,375.41,365.54,363.85,381.19,391.78,379.47,,,382.90,391.10,384.76,394.39,386.96
2025-02-08 22:01:11.503000,L9,360.56,363.75,325.11,348.81,350.34,342.80,333.53,361.34,377.42,396.97,402.82,394.31,348.13,319.28,323.31,321.31,343.13,338.81,351.05,354.67,376.49,371.35,375.76,375.37,385.89,369.91,368.44,369.63,370.61,372.82,373.11,371.13,378.46,347.83,351.87,345.92,360.87,348.12,384.06,382.97,355.08,352.10,351.20,269.49,360.05,358.72,360.48,381.63,382.79,381.68,379.02,381.73,377.01,378.30,358.03,389.34,379.62,374.26,368.62,359.16,360.82,362.61,366.58,377.70,281.76,372.81,379.46,372.87,381.17,385.07,387.15
2025-02-24 22:01:09.577000,L9,371.63,371.75,338.79,357.54,359.43,347.68,345.95,355.38,380.43,390.14,399.21,394.64,356.08,326.65,328.41,328.31,351.23,351.32,357.01,359.06,380.77,375.65,380.99,381.73,393.14,374.70,375.03,373.06,373.80,378.87,,,,355.90,357.75,352.77,354.96,352.72,387.38,388.31,360.28,361.68,356.09,280.42,363.67,366.51,363.97,380.84,385.72,383.87,380.15,380.38,376.60,380.05,362.07,384.53,382.04,378.71,372.68,365.36,365.79,362.64,368.00,372.93,355.86,371.74,378.95,373.76,383.58,384.68,388.56
2025-04-13 22:00:55.593000,L9,369.93,368.72,338.60,360.91,362.76,367.53,345.29,352.56,368.90,373.79,384.60,383.05,355.75,326.86,328.22,323.34,344.39,340.91,358.01,355.76,378.73,373.39,381.15,377.57,391.08,374.86,376.22,373.60,376.73,363.04,358.95,355.84,365.35,358.28,357.47,357.37,357.61,352.44,384.97,386.93,355.50,354.20,348.16,272.14,352.63,345.67,351.04,362.65,372.95,369.86,368.51,369.39,365.21,369.62,355.30,377.98,374.04,367.56,359.95,352.91,354.04,353.46,358.37,362.45,353.34,363.73,365.09,348.32,364.96,366.15,369.56
2025-05-07 22:00:25.736000,L8,364.21,369.05,333.93,362.93,368.10,345.18,355.41,364.73,385.41,396.45,406.31,,356.30,320.91,331.68,326.01,339.22,335.43,357.46,352.51,368.21,371.29,380.95,375.79,398.15,372.78,385.19,378.81,380.19,,,,,360.15,358.40,359.58,364.66,354.41,388.28,387.77,356.19,357.51,347.35,278.79,361.39,359.26,365.11,375.48,382.19,381.00,380.16,378.85,375.18,,362.42,388.83,384.31,369.84,369.70,353.94,361.03,362.03,367.43,373.02,362.23,369.93,375.85,370.20,379.74,383.28,380.56
2025-05-15 22:00:35.423000,L9,363.41,366.02,322.84,354.72,365.19,329.13,335.40,350.14,383.38,391.66,397.29,395.53,348.15,316.64,323.32,320.30,333.36,332.17,343.05,343.73,365.52,365.93,373.73,368.10,385.73,367.37,371.18,367.93,374.27,376.76,366.92,367.02,377.60,354.16,349.71,348.18,359.79,352.03,382.88,380.66,351.84,351.75,341.38,266.06,352.66,350.71,356.92,374.01,379.03,374.30,377.30,376.44,371.77,379.63,355.99,380.07,376.87,360.54,359.36,349.84,354.86,351.38,367.10,370.18,350.25,365.91,371.14,360.15,378.62,380.44,376.63
2025-05-23 22:00:30.927000,L8,380.65,378.62,343.71,372.20,379.91,372.29,359.96,367.61,,,,,372.90,365.80,334.46,329.74,360.15,364.71,381.42,383.29,,,,,,,,392.85,384.85,,,,,371.11,373.34,368.78,366.32,366.42,396.68,395.36,362.65,364.24,356.65,288.05,378.22,375.96,378.51,381.94,389.40,389.27,387.62,385.30,384.38,,,,,,384.52,377.50,379.92,370.62,386.86,380.08,,,379.45,377.99,387.50,,
2025-07-18 22:00:52.463000,L9,383.52,380.25,359.78,368.95,374.14,368.63,360.90,373.79,,,,,,,,,,,,,,,,,,,,,,,,,,377.52,378.90,377.11,377.75,377.43,,,,,,,,,,,,,,,388.36,,,,,,,,,,385.59,377.73,,,388.17,396.12,391.77,396.61,397.39
2025-07-26 22:00:56.360000,L8,366.03,367.11,328.32,361.29,365.36,328.21,342.74,360.70,,,,,352.14,319.82,327.17,323.24,334.33,336.48,351.71,346.01,367.45,369.42,377.04,371.75,394.64,370.25,378.64,386.60,379.81,379.24,372.54,366.67,377.65,357.76,358.06,358.59,361.59,353.51,385.63,385.76,351.96,354.27,349.73,276.71,365.44,355.67,362.51,378.33,379.66,390.19,377.82,381.19,374.70,,355.84,391.06,387.82,366.41,364.84,353.00,359.77,355.51,371.33,380.66,350.47,364.24,375.55,368.01,388.51,,
2025-10-14 22:01:19.534000,L8,361.94,366.45,327.06,361.34,354.04,337.25,330.35,348.29,380.76,381.87,304.85,,348.52,323.94,324.23,324.07,341.96,341.93,355.51,364.50,362.93,381.82,383.79,387.59,399.46,371.05,377.99,371.41,371.18,,,,,349.40,354.21,351.06,356.68,351.97,382.30,388.25,356.43,350.71,346.19,278.79,357.08,360.05,362.86,375.99,381.41,380.86,379.27,380.26,377.09,,348.28,352.29,356.58,358.62,323.93,335.97,342.37,339.92,367.82,372.33,,356.49,377.33,370.65,382.89,382.83,383.08
2025-10-30 22:01:20.659000,L8,375.51,365.00,333.49,364.22,356.66,343.56,337.68,350.51,378.15,392.69,392.89,390.99,354.23,327.34,328.31,326.79,347.11,352.72,357.98,365.19,375.91,377.87,379.20,382.09,391.15,376.05,377.10,374.67,372.27,371.04,376.25,371.55,375.21,352.83,358.84,353.93,357.89,353.14,383.66,389.46,361.46,360.57,353.58,276.78,371.97,366.63,365.00,375.17,383.71,392.32,379.67,381.60,380.12,,362.67,383.49,382.03,376.03,373.34,365.41,378.98,363.95,368.28,373.62,349.07,372.54,379.76,373.09,384.88,384.69,397.18
2025-11-07 22:01:25.689000,L9,373.46,373.55,328.20,360.42,358.40,343.35,333.82,347.98,350.35,331.89,344.72,396.17,350.16,324.11,323.10,321.20,345.57,346.96,353.40,358.29,373.26,374.36,375.20,378.19,390.65,372.74,370.35,372.41,382.20,,,,,352.26,357.19,352.46,354.19,351.79,390.46,391.68,357.62,355.68,349.01,273.50,365.00,377.00,361.86,376.89,385.53,382.87,379.50,380.44,373.71,,359.75,381.74,378.28,375.94,370.86,363.23,363.70,361.24,367.27,371.51,351.64,363.78,376.93,371.14,381.18,384.82,382.49
