dates,nzd0175-0000,nzd0175-0001,nzd0175-0002,nzd0175-0003,nzd0175-0004,nzd0175-0005,nzd0175-0006,nzd0175-0007,nzd0175-0008,nzd0175-0009,nzd0175-0014,nzd0175-0015,nzd0175-0016,nzd0175-0017,nzd0175-0018,nzd0175-0010,nzd0175-0011,nzd0175-0012,nzd0175-0013
2006-02-19 21:56:15+00:00,283.3,282.49,278.13,289.86,226.34,229.51,202.15,279.82500000000005,272.26,,265.78,296.15500000000003,276.985,280.125,281.155,320.43,333.98,321.1,324.98
2006-04-08 21:57:36+00:00,286.89,283.70500000000004,280.775,293.09000000000003,225.865,226.6,199.885,271.02333333333337,272.26,271.71,269.07,294.25666666666666,265.01,272.28,272.09,320.43,333.98,321.1,324.98
2006-06-27 21:58:48+00:00,291.4266666666667,285.46000000000004,281.81,274.87,221.5666666666667,224.29333333333332,195.79999999999998,253.3166666666667,272.26,271.71,264.2366666666667,278.95000000000005,255.61666666666667,266.5833333333333,261.00000000000006,,,,
2006-07-13 21:59:02+00:00,293.135,287.0975,283.33,263.7075,219.70499999999998,223.245,197.38,254.5625,270.705,271.71,266.775,275.38250000000005,257.6625,269.235,263.14750000000004,,,,
2008-12-25 21:50:10+00:00,283.16,288.58,285.18,246.28,210.18,224.83,213.12,260.51,276.72,,,277.97,264.46,271.07,265.53,,,,
2009-11-26 21:56:28+00:00,,,,,,,,286.56,296.13,297.94,,331.37,303.05,292.01,284.26,304.71,322.86,328.99,331.15
2010-01-13 21:56:25+00:00,,,310.08,,,,,290.1,298.66999999999996,301.155,,330.235,304.805,296.595,286.885,307.0,321.05,331.17,330.79499999999996
2010-10-28 21:55:27+00:00,297.72,296.17,294.32,,227.98,225.39,204.93,,270.75,279.75,263.2,294.07,,268.65,261.58,,,,
2010-12-31 21:55:32+00:00,297.72,296.17,294.32,,227.98,225.39,204.93,291.32,284.62,290.62,263.2,311.71500000000003,306.55,279.995,272.04999999999995,303.84,314.73,332.08,332.71
2011-01-16 21:55:58+00:00,297.72,296.17,294.32,,227.98,225.39,204.93,298.96000000000004,289.5366666666667,296.27666666666664,263.2,321.49666666666667,313.24,289.67333333333335,280.3333333333333,306.205,319.155,332.28499999999997,332.485
2013-05-29 22:08:05+00:00,301.63,288.1,281.35,,215.44,242.37,,,269.78,279.6,286.17,292.57,243.33,268.3,267.95,,,,
2013-06-30 22:08:00+00:00,302.515,287.8,282.01,,215.44,242.37,,,269.875,280.21000000000004,269.21000000000004,289.37,240.09,268.375,264.95,,293.94,,
2013-09-02 22:07:40+00:00,302.31,289.1433333333334,283.56666666666666,,213.285,258.08500000000004,,,272.87666666666667,278.8066666666667,279.7366666666667,288.6033333333333,246.75333333333333,267.65333333333336,263.02666666666664,,293.94,,
2013-10-20 22:07:26+00:00,303.025,289.1433333333334,287.43,,213.285,265.66333333333336,,273.92,276.0675,282.555,289.83500000000004,294.585,256.4875,271.5725,265.72249999999997,292.28,298.805,314.76,318.3
2013-11-21 22:07:13+00:00,300.82599999999996,289.3625,287.192,,212.43666666666664,266.805,166.6,247.205,275.518,282.61400000000003,290.904,292.392,259.88199999999995,270.996,265.70799999999997,283.9,298.805,287.03999999999996,318.3
2014-02-09 22:06:33+00:00,298.1125,290.08,289.4875,208.97,210.93499999999997,274.155,187.26,237.53333333333333,280.4325,284.385,304.0775,291.45,271.0,271.19,264.9925,284.96666666666664,298.89,279.99666666666667,318.3
2014-02-25 22:06:20+00:00,296.77799999999996,289.53999999999996,288.18,208.97,212.35333333333332,273.21,185.70666666666668,231.22500000000002,278.52799999999996,283.23400000000004,302.89,288.472,269.532,269.848,263.508,282.10249999999996,298.89,274.885,318.3
2014-03-29 22:05:52+00:00,297.518,288.77666666666664,290.204,208.97,212.96499999999997,276.098,185.70666666666668,231.22500000000002,281.212,287.928,306.87600000000003,293.216,274.722,273.628,266.64799999999997,285.09000000000003,301.52,274.885,318.025
2014-04-30 22:05:46+00:00,295.605,288.77666666666664,289.98,208.97,212.96499999999997,274.9175,185.70666666666668,216.99333333333334,282.93600000000004,289.11,312.796,288.3875,277.07599999999996,275.33000000000004,268.608,285.892,303.68,261.5933333333333,317.75
2014-08-20 22:06:06+00:00,299.45,287.395,290.245,208.85,218.055,266.99666666666667,194.45999999999998,213.42000000000002,282.1775,289.1875,322.8633333333334,293.67499999999995,282.3833333333333,276.215,268.7525,284.625,308.46500000000003,260.395,317.75
2014-11-08 22:06:16+00:00,297.96000000000004,286.565,284.66999999999996,189.57999999999998,220.38,243.985,205.79,215.285,271.015,280.695,,290.24,276.38,267.20500000000004,263.33,270.055,,260.48,
2015-02-28 22:05:48+00:00,301.13,292.825,295.77,170.31,219.84,262.92499999999995,205.26,216.03,280.33500000000004,287.67499999999995,326.81,304.32500000000005,284.695,279.04,274.935,279.695,305.72,259.72,320.42
2015-05-19 22:04:40+00:00,305.06,293.18,293.54499999999996,,,281.2,,,289.88,292.9,326.81,288.75,293.01,277.22,272.115,290.94,305.72,256.39,320.42
2015-06-04 22:05:12+00:00,305.06,292.33,289.46666666666664,170.51,218.89,271.515,204.65,,289.88,292.9,326.81,286.71666666666664,293.01,274.43333333333334,269.49,290.94,305.72,258.025,320.42
2015-06-20 22:05:20+00:00,305.06,292.33,289.46666666666664,170.51,218.89,277.1166666666666,204.65,,284.74,290.445,326.56,294.97749999999996,291.27,278.295,271.44,291.83500000000004,311.62,258.025,320.38
2015-07-22 22:05:37+00:00,304.75333333333333,291.2075,287.7075,171.46499999999997,220.365,274.655,206.29000000000002,,278.47,284.55,326.56,294.97749999999996,291.27,276.486,270.21400000000006,291.83500000000004,311.62,259.97333333333336,320.38
2015-08-23 22:05:48+00:00,304.75333333333333,291.2075,289.294,171.46499999999997,220.365,276.85,206.29000000000002,,278.22,285.90999999999997,322.3533333333333,297.566,288.75666666666666,276.8666666666667,270.7416666666667,289.31333333333333,309.52666666666664,259.97333333333336,319.44666666666666
2015-10-26 22:06:07+00:00,298.84999999999997,288.335,284.78000000000003,171.46499999999997,219.28333333333333,273.78999999999996,207.07000000000002,,271.96250000000003,280.64,310.6666666666667,291.462,278.2966666666667,272.71,266.73499999999996,288.5,289.50666666666666,260.14750000000004,318.9599999999999
2016-04-19 22:05:11+00:00,289.94,287.9,282.96,173.92,214.79500000000002,266.25,206.22,177.93,266.35,272.47,291.75,287.28999999999996,263.83500000000004,265.85,261.15,,246.41,260.95000000000005,
2016-05-21 22:05:14+00:00,303.2,288.0,283.2,179.55,214.875,265.54999999999995,228.785,222.275,270.04,275.855,302.65,287.53999999999996,268.6,270.485,265.13,278.58,247.925,260.6,
2016-09-10 22:05:51+00:00,303.2,288.0,283.2,179.55,214.875,265.54999999999995,244.38333333333333,242.29666666666665,277.31666666666666,282.87666666666667,313.855,296.56333333333333,277.8066666666667,275.79,269.66,286.78999999999996,269.18666666666667,279.03333333333336,319.83
2016-10-12 22:06:21+00:00,306.82,294.90999999999997,283.2,179.55,214.875,273.43666666666667,254.4475,253.235,282.865,286.56,317.94,302.46500000000003,283.4975,279.27750000000003,272.235,289.7033333333333,280.78,296.7875,320.15999999999997
2017-01-16 22:06:11+00:00,308.05,301.82,303.0,,,289.78499999999997,277.74,282.6366666666667,292.91333333333336,295.2733333333333,323.74666666666667,316.06333333333333,298.3666666666667,287.3666666666666,279.7366666666667,294.56333333333333,311.3433333333333,326.26666666666665,318.98333333333335
2017-02-01 22:05:40+00:00,305.55,302.705,302.105,,,286.0233333333333,275.255,280.5725,290.28499999999997,293.84749999999997,322.915,314.82500000000005,299.275,286.8175,280.09749999999997,293.4775,309.655,322.86,318.4975
2017-03-05 22:05:27+00:00,302.475,296.99666666666667,295.87666666666667,168.78,208.68,280.60749999999996,260.462,280.5725,285.596,293.84749999999997,322.915,305.91400000000004,289.51,281.99,277.702,293.4775,297.364,309.852,318.4975
2017-05-08 22:04:59+00:00,300.305,292.17333333333335,295.87666666666667,168.78,208.66,274.72499999999997,227.0725,276.94999999999993,278.8666666666667,290.42999999999995,320.245,296.4825,279.48,276.14,274.49,291.69000000000005,276.955,285.60749999999996,316.83500000000004
2017-05-24 22:05:10+00:00,300.77,291.2625,292.5625,178.7,209.48000000000002,272.878,214.12399999999997,276.94999999999993,278.8666666666667,290.42999999999995,320.245,293.12600000000003,274.942,274.68,272.046,291.69000000000005,270.376,285.60749999999996,316.83500000000004
2017-06-25 22:05:47+00:00,301.7916666666667,290.796,290.804,180.0666666666667,212.5475,267.7233333333333,206.4283333333333,268.1166666666666,276.3875,286.73333333333335,314.25666666666666,287.5233333333333,273.25666666666666,274.49833333333333,271.5133333333333,284.8733333333334,266.71666666666664,279.98199999999997,316.83500000000004
2017-07-11 22:05:26+00:00,302.25857142857143,290.145,289.40500000000003,177.845,214.294,266.9585714285714,206.4283333333333,268.1166666666666,276.3875,286.73333333333335,314.25666666666666,287.5233333333333,270.7857142857143,273.61285714285714,270.0657142857143,284.8733333333334,266.71666666666664,279.98199999999997,316.83500000000004
2017-08-28 22:05:44+00:00,302.08166666666665,287.3433333333333,283.8,201.392,216.59,260.795,181.022,231.37,269.11999999999995,279.845,302.28,277.762,258.3966666666667,268.8016666666667,264.635,269.69,247.88000000000002,258.905,
2018-04-25 22:04:50+00:00,303.69,288.36,286.44,292.86,,268.45,208.38,254.99,277.73,284.81,303.93,299.25,273.64,273.78,273.12,276.6,248.11,262.72,296.78
2018-06-28 22:05:04+00:00,303.51,288.385,284.935,292.86,220.08,267.53999999999996,208.38,254.99,272.54,283.16999999999996,303.93,299.25,273.64,273.78,273.12,276.6,248.11,262.72,296.78
2018-08-31 22:05:35+00:00,302.6066666666666,288.0833333333333,284.9166666666667,291.75,220.08,268.6066666666666,209.505,235.97,275.8733333333334,282.9866666666667,305.375,292.125,268.46500000000003,273.05499999999995,269.76,276.6,250.835,264.6,297.66999999999996
2018-10-18 22:05:29+00:00,300.85249999999996,287.7975,284.6975,293.77666666666664,221.29500000000002,268.34749999999997,209.0666666666667,227.65666666666667,276.5575,282.365,305.56666666666666,292.75,270.5933333333333,270.74333333333334,268.32,276.015,265.01666666666665,263.4266666666667,285.34999999999997
2019-01-22 22:05:26+00:00,299.0133333333333,292.89000000000004,289.58,301.99666666666667,222.51,275.43,209.41000000000003,213.99,285.22,286.2166666666667,311.75,297.56333333333333,281.2666666666667,275.7633333333333,271.25666666666666,286.14,284.7133333333333,263.78,279.635
2019-04-12 22:05:30+00:00,299.1933333333333,293.1666666666667,289.62666666666667,307.675,216.74,274.3433333333333,186.56,210.715,281.97,286.26,310.83666666666664,299.1433333333334,285.31666666666666,275.9166666666667,273.1566666666667,286.14,284.30333333333334,260.945,256.005
2019-05-14 22:05:36+00:00,300.99499999999995,296.28,286.53666666666663,313.82,210.97,276.02333333333337,161.77,210.4,283.65,289.14,313.28,300.94666666666666,273.31333333333333,278.84999999999997,277.27666666666664,296.85,265.47666666666663,260.01,251.3
2019-06-15 22:05:27+00:00,300.99499999999995,296.28,286.66499999999996,313.82,215.805,274.5325,165.26666666666668,210.4,268.88666666666666,289.14,313.28,297.12,266.6775,278.19,277.27666666666664,285.20500000000004,261.7925,261.62666666666667,251.3
2019-07-17 22:05:59+00:00,301.7033333333333,293.68,286.61199999999997,313.82,218.66,273.61,165.4225,210.515,269.825,289.14,313.28,297.12,264.92400000000004,277.222,277.27666666666664,280.06,259.96799999999996,261.4375,267.135
2019-08-02 22:06:05+00:00,303.7733333333333,290.5733333333333,284.788,310.90999999999997,234.8525,272.668,181.14000000000001,210.515,266.91999999999996,284.23,304.08,291.59666666666664,254.74,274.3175,274.95,274.88,258.01599999999996,261.4375,267.135
2019-09-19 22:05:56+00:00,303.265,290.88,285.26666666666665,306.40000000000003,242.246,272.5683333333333,185.755,211.21666666666667,266.91999999999996,285.77666666666664,304.565,291.59666666666664,253.856,272.87,265.93666666666667,275.13,264.74666666666667,261.71999999999997,262.10333333333335
2019-11-06 22:06:24+00:00,304.505,291.7366666666667,288.38166666666666,306.40000000000003,259.74399999999997,273.586,204.255,236.79333333333332,273.67,292.12333333333333,315.13,300.56333333333333,260.27799999999996,275.786,268.0566666666667,280.03000000000003,274.825,273.96400000000006,285.08666666666664
2019-11-22 22:06:21+00:00,304.505,291.7366666666667,292.98333333333335,304.54,265.905,276.004,223.48666666666668,247.2625,277.102,293.6075,317.4166666666667,305.94666666666666,273.36199999999997,277.944,267.7333333333333,283.35833333333335,286.825,285.678,293.655
2019-12-08 22:05:56+00:00,304.505,291.7366666666667,292.98333333333335,304.54,269.6042857142857,277.3316666666667,231.3,253.65,279.58666666666664,295.544,319.1325,308.84,279.2816666666667,279.53833333333336,271.455,285.1171428571428,289.7342857142857,291.57166666666666,298.71999999999997
2020-01-25 22:05:45+00:00,304.96666666666664,293.365,296.1125,304.54,290.0983333333333,281.98,260.75,269.846,292.404,296.28333333333336,320.544,317.98,296.68600000000004,283.614,275.08399999999995,292.635,306.76166666666666,310.096,307.886
2020-02-10 22:06:04+00:00,305.32666666666665,291.8,297.9166666666667,297.38,292.47499999999997,282.454,266.84166666666664,272.46166666666664,294.326,298.4916666666667,321.15833333333336,317.838,299.46666666666664,284.4866666666667,277.23999999999995,296.20166666666665,309.4533333333333,312.3016666666667,310.01
2020-02-26 22:05:36+00:00,303.15000000000003,289.475,298.4325,297.38,280.1985714285714,281.215,264.70714285714286,270.07428571428574,294.326,296.67857142857144,321.15833333333336,317.838,299.83,284.0385714285714,277.1485714285714,287.0757142857143,301.24857142857144,305.69571428571425,310.01
2020-09-21 22:05:54+00:00,299.7,292.12,287.81,308.08,215.57,273.32,210.37,218.15,280.27,274.45,306.54,303.78,267.48,274.72,268.57,231.76,253.59,273.54,302.32
2021-02-12 22:05:43+00:00,299.7,288.875,285.125,308.08,216.765,272.595,210.73000000000002,233.655,277.025,275.9,306.54,303.78,263.36,274.72,268.57,231.005,252.805,258.53000000000003,244.27499999999998
2021-04-01 22:05:24+00:00,297.15,287.025,282.71500000000003,,213.9,270.805,207.635,228.08499999999998,275.15999999999997,279.525,,287.59,261.83000000000004,276.75,277.25,229.885,250.45499999999998,252.19500000000002,180.565
2021-05-03 22:05:08+00:00,299.095,288.23,282.9633333333333,,213.16,269.99333333333334,205.91333333333333,221.64333333333332,275.12666666666667,279.62,303.7,291.47,272.4666666666667,277.03499999999997,275.45,229.885,260.2,252.19500000000002,179.04999999999998
2021-05-19 22:05:16+00:00,300.02,288.265,282.97,,212.495,266.99,195.3825,221.64333333333332,275.12666666666667,279.62,303.7,287.18333333333334,270.505,277.09,272.9433333333333,229.885,260.2,252.19500000000002,179.04999999999998
2021-09-24 22:05:56+00:00,300.02,289.7175,284.075,240.84,213.31,265.115,190.14666666666665,208.10666666666668,273.98,280.4066666666667,300.24,289.9525,271.68,275.645,269.8125,229.97,271.3566666666667,262.57,177.64333333333332
2022-02-15 22:06:06+00:00,283.25,290.275,286.15999999999997,221.54000000000002,224.22,266.515,,211.125,272.09,281.64,301.075,289.355,278.06,271.695,262.975,230.42,285.52,264.28999999999996,182.01
2022-02-23 22:05:44+00:00,283.5,289.99666666666667,285.2033333333333,214.82333333333335,221.18999999999997,267.1366666666667,210.48,213.75333333333333,272.56333333333333,281.3966666666667,299.55333333333334,289.43666666666667,280.40333333333336,271.94,263.6766666666667,230.42,285.52,264.28999999999996,184.83499999999998
2022-06-15 22:05:39+00:00,283.4433333333333,289.55,285.13,201.815,221.17499999999995,259.55,207.495,213.38333333333333,273.67499999999995,281.2133333333333,299.75333333333333,288.18333333333334,282.06,272.47,265.5033333333333,218.85,285.55,261.055,187.66
2022-08-02 22:06:07+00:00,277.0625,289.55,284.87,199.25666666666666,218.54333333333332,261.975,206.30666666666664,215.32,274.65999999999997,281.2133333333333,300.7075,290.9325,273.34,273.375,265.92499999999995,201.63,285.55,261.055,223.76
2022-08-10 22:06:32+00:00,279.204,289.55,285.712,199.25666666666666,219.9675,263.354,206.64749999999998,214.51799999999997,274.65999999999997,281.5575,299.438,292.308,272.416,272.886,264.832,205.01333333333332,285.55,261.53000000000003,223.76
2022-10-21 22:06:29+00:00,279.3275,290.49,287.505,194.14,219.85666666666668,263.69,206.04,212.49499999999998,279.635,282.4533333333333,298.355,297.40500000000003,266.0125,272.81,264.4625,222.5775,295.63,260.24666666666667,253.275
2023-02-18 22:05:50+00:00,288.29,290.88,290.21,,256.46500000000003,275.03,243.64000000000001,242.965,282.64,293.815,309.975,304.955,286.08500000000004,273.745,269.86,291.325,300.125,291.095,284.01
2023-03-14 22:05:47+00:00,294.09000000000003,293.825,292.22,,261.25666666666666,274.85,251.46000000000004,252.42666666666665,279.28999999999996,292.58,311.65333333333336,309.09666666666664,290.96,274.2366666666667,273.0366666666667,290.43,299.43,297.24666666666667,293.09999999999997
2023-03-22 22:05:52+00:00,298.87333333333333,293.825,292.22,,267.1125,278.6333333333333,257.4375,259.775,279.2133333333333,293.975,312.255,311.8725,292.325,277.77750000000003,276.1075,289.5575,299.43,301.6125,299.16499999999996
2023-03-30 22:05:35+00:00,299.2,295.08,293.5833333333333,,268.082,276.06,259.002,261.642,278.6925,292.982,312.536,312.472,293.122,277.306,275.294,288.51599999999996,297.8775,303.334,302.248
2023-04-23 22:05:33+00:00,298.2225,294.5466666666666,292.17333333333335,206.44,264.348,271.625,249.64000000000001,260.59400000000005,273.33,291.326,316.14250000000004,316.0575,285.092,275.746,273.72,291.8275,298.62666666666667,314.0525,316.1375
2023-05-25 22:04:56+00:00,296.082,294.5466666666666,290.9175,209.79,257.41333333333336,269.93,236.3116666666667,252.33333333333337,270.538,291.326,312.454,312.922,281.58,273.9716666666667,271.0566666666667,291.8275,298.62666666666667,314.0525,316.1375
2023-06-02 22:05:05+00:00,296.082,294.5466666666666,290.9175,209.79,257.41333333333336,269.93,236.3116666666667,246.30857142857144,270.45666666666665,288.82,312.454,311.415,281.7314285714286,273.3057142857143,269.94428571428574,287.808,298.62666666666667,314.0525,316.1375
2023-06-10 22:05:27+00:00,293.98833333333334,294.5466666666666,290.9175,205.90333333333334,250.8957142857143,267.455,225.9157142857143,241.28375000000003,270.0057142857143,288.82,307.67333333333335,306.19714285714286,277.15875,272.23875,268.16875,287.808,298.62666666666667,314.0525,316.1375
2023-06-18 22:04:57+00:00,292.4485714285714,294.5466666666666,290.21799999999996,207.3725,246.78625,266.5285714285714,223.305,237.78222222222223,270.0057142857143,288.82,307.67333333333335,300.77750000000003,273.8666666666667,271.43222222222226,266.8588888888889,287.808,298.62666666666667,314.0525,316.1375
2023-07-28 22:05:27+00:00,291.5875,293.4625,289.58666666666664,207.996,243.82222222222222,265.80875000000003,217.04444444444445,234.80300000000003,269.46500000000003,286.83714285714285,306.81714285714287,300.4377777777778,270.185,270.57800000000003,265.54,287.808,298.62666666666667,314.0525,316.1375
2023-08-05 22:05:23+00:00,291.0433333333333,292.942,289.5442857142857,212.415,241.77200000000002,264.72,216.39000000000001,232.82727272727277,269.0055555555556,286.83714285714285,306.4425,300.373,269.5018181818182,270.28818181818184,264.93,287.808,298.62666666666667,314.0525,316.1375
2023-08-21 22:05:52+00:00,291.998,294.09999999999997,290.6925,212.415,240.054,266.065,215.06599999999997,228.52700000000004,270.76300000000003,285.39285714285717,306.3325,300.851,269.7990909090909,270.83454545454543,264.3809090909091,283.63599999999997,296.15000000000003,311.325,312.075
2023-09-30 22:05:45+00:00,289.79,292.56,290.95285714285717,212.415,235.09,264.0775,201.8675,208.99857142857147,270.28499999999997,284.002,305.385,296.78000000000003,264.43222222222226,269.2122222222222,260.51444444444445,284.63000000000005,300.525,310.53,307.03999999999996
2023-10-08 22:06:10+00:00,292.3566666666667,295.462,293.00375,212.415,241.44666666666666,266.54555555555555,210.3122222222222,208.99857142857147,273.3088888888889,288.175,309.47142857142853,300.7311111111111,269.27000000000004,272.419,265.446,291.695,307.1033333333333,317.6766666666667,312.8233333333333
2023-10-16 22:05:47+00:00,291.748,294.2716666666667,292.38666666666666,216.46428571428572,241.44666666666666,266.21500000000003,210.3122222222222,209.9125,272.359,286.64142857142855,308.515,300.87600000000003,269.27000000000004,271.8890909090909,265.23636363636365,288.636,307.1033333333333,317.6766666666667,312.8233333333333
2023-12-19 22:05:51+00:00,296.47499999999997,295.27000000000004,295.23857142857145,228.58666666666667,265.49166666666673,271.35285714285715,243.30499999999998,212.45666666666668,278.11857142857144,290.9566666666667,315.40999999999997,311.9814285714286,288.23,277.9628571428571,272.31142857142856,292.98199999999997,305.2575,316.555,312.685
2024-01-12 22:06:18+00:00,294.6685714285714,294.15333333333336,293.93375000000003,228.58666666666667,265.49166666666673,267.18125,243.30499999999998,211.455,276.58125,289.2685714285714,315.40999999999997,308.86125,288.23,276.25374999999997,270.59499999999997,292.98199999999997,305.2575,316.555,312.685
2024-01-28 22:05:54+00:00,294.4842857142857,294.005,294.17499999999995,237.635,274.56800000000004,268.17,258.57399999999996,214.18,275.5075,290.02285714285716,314.32428571428574,305.56000000000006,298.466,276.305,271.22875,292.98199999999997,305.2575,316.555,312.685
2024-03-16 22:05:47+00:00,295.51166666666666,294.356,294.7214285714286,240.76,290.26,269.8514285714286,272.8275,214.54999999999998,276.33,290.3642857142857,315.47166666666664,304.68833333333333,311.2425,278.37285714285713,273.8457142857143,294.13199999999995,305.9525,316.72,313.8325
