dates,nzd0560-0000,nzd0560-0001,nzd0560-0002,nzd0560-0003,nzd0560-0004,nzd0560-0005,nzd0560-0006,nzd0560-0007,nzd0560-0008,nzd0560-0009,nzd0560-0010,nzd0560-0011,nzd0560-0012,nzd0560-0013,nzd0560-0014,nzd0560-0015,nzd0560-0016,nzd0560-0017,nzd0560-0018,nzd0560-0019,nzd0560-0020,nzd0560-0021,nzd0560-0022,nzd0560-0023,nzd0560-0024,nzd0560-0025,nzd0560-0026,nzd0560-0027,nzd0560-0028,nzd0560-0029,nzd0560-0030,nzd0560-0031,satname
2001-11-26 22:09:45+00:00,,328.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-10-07 21:58:59+00:00,,322.12,313.26,304.25,307.0,298.69,294.51,287.29,278.51,294.96,,,,,,,,,,,,,,304.2,278.55,264.96,,,,,,,L5
2003-12-26 21:59:54+00:00,,322.12,313.26,305.97,307.0,298.69,294.51,287.29,277.645,294.96,,,,,,,,,,,,,,304.2,272.32,255.475,,,,,,,L5
2004-03-31 22:00:23+00:00,,325.225,318.945,309.75666666666666,310.155,298.69,299.38,290.54,281.44,300.94,,,,,,,,,,,,,,304.2,275.34666666666664,255.475,,,,,,,L5
2004-05-02 22:00:57+00:00,239.67,309.15,310.85,312.51,313.31,292.46,304.25,293.79,282.905,306.92,,238.66,280.55,287.14,292.42,,,,,,,307.95,294.65,265.23,273.745,245.99,,,,,,,L5
2004-05-18 22:01:26+00:00,239.67,309.15,310.85,312.51,313.31,292.41999999999996,304.25,293.79,282.905,306.92,,232.84,274.05,282.6,289.795,,,,,,,300.76,284.71,262.11,273.745,245.99,,,,,,,L5
2004-08-22 22:04:24+00:00,239.67,309.15,316.5233333333333,317.33,313.31,292.41999999999996,304.25,293.79,289.03,306.92,,232.84,274.05,282.6,289.795,,,,,,,300.76,284.71,262.11,281.4,,,235.95,,,,,L5
2005-01-13 22:07:16+00:00,,,327.87,306.82,302.84,,,,273.08,,,,,,,,,,,,,,,,271.39,262.28,,235.95,,,,,L5
2005-08-09 22:09:10+00:00,,,,,314.8,,,,,,,,,,,,,,,,,,,,292.75,,327.39,,,,,,L5
2005-09-10 22:08:55+00:00,,,,,314.8,,,,282.99,,321.1,,,,,,,,,,,,,,287.03,286.73,319.0,,,,,,L5
2005-11-13 22:09:32+00:00,,,314.14,306.29,307.795,299.46,298.48,279.38,278.97,298.05,321.79,,,,,,,,,,,,,303.06,283.42333333333335,286.73,319.0,,,,,,L5
2006-02-01 22:11:01+00:00,,,314.14,306.29,307.795,299.46,298.48,279.38,287.6566666666667,298.05,321.79,,,,,,,,,,,,,307.685,284.555,288.05,316.1466666666667,,,,,,L5
2006-04-22 22:12:36+00:00,,327.01,314.14,306.29,304.20000000000005,299.46,301.93,279.38,291.2133333333333,302.78,322.48,,,,,,,,,,,,,308.3866666666667,284.99666666666667,289.37,310.53499999999997,,,,,,L5
2006-06-25 22:13:31+00:00,256.57,327.01,,,307.61,292.0,305.38,,299.345,307.51,,236.49,,287.37,306.03,315.17,345.94,342.12,,,,301.25,307.56,311.05000000000007,289.39,289.37,310.53499999999997,,,,,,L5
2006-08-28 22:14:47+00:00,256.57,327.01,,,307.61,292.0,305.38,,293.66,306.0,,236.49,,287.37,306.03,315.17,345.94,342.12,,,,301.25,307.56,309.79,285.815,287.47,312.35,,,,,,L5
2007-02-04 22:15:45+00:00,,,,320.5,313.89,,,,,306.795,332.69,,,,,,,,,,,,,317.53,284.57,289.06500000000005,312.54999999999995,,,,,,L5
2010-11-27 22:10:35+00:00,,324.47,316.92,309.87,,,,,277.25,291.77,,,,,,,,,,,,,,,,,,,,,273.67,,L5
2010-12-13 22:11:01+00:00,,319.34000000000003,309.98,306.25,,,296.52,283.51,274.935,292.41999999999996,,,,,,,,,,,,,,311.06,289.89,297.85,,,,,273.67,,L5
2011-03-03 22:11:08+00:00,,319.34000000000003,309.98,306.25,,,296.52,283.51,274.935,292.41999999999996,,,,,,,,,,,,,,311.06,295.1,302.525,313.89,,,,273.67,,L5
2014-07-17 22:20:39+00:00,266.45,,,,,,,,,,,229.25,260.16,295.31,,,,,,,,306.47,298.35,276.49,246.47,223.06,,,,,,,L8
2014-08-18 22:21:15+00:00,266.45,,,,,,,,,,,230.98000000000002,258.3,297.235,306.66,320.94,,,,,,306.47,298.35,273.065,245.135,232.755,,,,,,,L8
2014-09-03 22:20:54+00:00,256.985,,290.82,,,,,,,,,236.12,265.6933333333333,295.2033333333333,307.795,321.05,,,,,,306.47,298.35,273.45666666666665,246.25,237.54,,,,,,,L8
2014-09-19 22:21:18+00:00,256.985,,290.82,,,,,,298.87,293.84,,236.12,265.6933333333333,301.2075,307.795,321.05,,,,,,306.47,298.35,273.45666666666665,246.25,237.54,297.02,256.79,,337.0,,,L8
2014-11-06 22:21:01+00:00,256.985,328.43,290.82,,,,,,298.87,292.475,318.5,236.12,265.6933333333333,301.2075,307.795,321.05,,,,,,306.47,298.35,273.45666666666665,253.745,237.54,297.02,256.79,,335.595,,,L8
2015-03-14 22:20:47+00:00,,330.52,,,309.29,308.46,,,298.87,293.05333333333334,318.5,,,320.61,327.75,,,,,,,,,,278.655,276.41,297.145,256.79,,335.595,,,L8
2015-08-21 22:20:33+00:00,,332.61,,,309.29,308.46,,,,294.21,,236.84,264.07,322.0,320.45500000000004,322.24,331.37,,,,,,300.96,273.58,281.08,260.435,297.27,,,,,,L8
2015-10-24 22:21:16+00:00,,,,,,,,,,,,236.84,264.07,,313.16,322.24,331.37,,,,,,300.96,273.58,,244.46,,235.92,,,288.43,,L8
2016-07-06 22:20:41+00:00,,,,,,,,,,,,223.91,,,,308.98,,,,266.56,,,,262.72,,,,,,,,,L8
2016-11-11 22:21:31+00:00,,326.45,317.01,310.91,309.12,302.91,,294.19,290.17,296.22,325.18,223.91,,,,308.98,,,,266.56,,,,262.72,,,,,,,,,L8
2017-04-04 22:20:20+00:00,,326.45,317.01,310.91,309.12,307.07500000000005,,300.79499999999996,290.17,305.535,325.18,,,,,,,,,,,,,,,,,,,,,,L8
2017-06-23 22:20:32+00:00,,,,,,311.24,,307.4,,314.85,,,,312.41,,,,,,,,,,,,,,,,,,,L8
2017-10-13 22:21:28+00:00,,314.03,298.5,,,,,,,,,231.11,266.72,300.97,301.09,311.85,,311.93,296.01,273.8,295.86,297.75,,283.23,259.36,243.62,,,,,,,L8
2018-01-01 22:21:20+00:00,,319.23,298.5,308.07,300.78,298.78,292.48,283.23,282.67,290.66,315.24,231.11,266.72,289.53,301.09,311.85,,311.93,296.01,292.555,298.795,302.075,,295.595,269.38,256.15,295.79,,,331.43,,340.01,L8
2018-07-12 22:19:56+00:00,251.89,,,,,,,,,,,,,,,,,,,268.81,,303.93,292.41,277.45,236.43,,,,,,,,L8
2019-02-05 22:20:33+00:00,,,295.44,,,,,,,,,,,,,,,,,270.05,,,,286.64,256.55,,,,,,,,L8
2020-05-30 22:20:16+00:00,,,,,,,,,,,,,,,,,325.45,295.39,,272.98,,,,253.28,,,,,,,,,L8
2020-11-22 22:21:06+00:00,,320.2,,302.72,304.25,,,,285.5,,315.15,,,,,,325.45,295.39,321.5,291.765,,,,253.28,284.67,268.99,300.09,,,334.6,,350.5,L8
