dates,satname,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003
2006-02-19 21:56:15.936000,L5,323.30,307.50,325.19,
2006-04-08 21:57:12.628000,L5,332.04,304.96,326.30,309.89
2006-04-15 22:03:30.798000,L5,323.33,295.36,331.08,319.45
2006-07-04 22:04:41.660000,L5,326.17,313.05,337.10,322.85
2006-12-11 22:06:52.177000,L5,315.62,290.29,302.70,281.91
2007-02-13 22:06:47.368000,L5,328.94,307.06,323.54,300.49
2007-09-18 21:58:42.182000,L5,,316.19,328.18,331.34
2008-02-16 22:02:22.163000,L5,332.60,311.43,319.71,300.88
2008-10-29 21:55:24.451000,L5,,,310.11,327.57
2009-02-02 21:57:22.411000,L5,339.14,311.37,329.98,309.76
2009-02-11 21:51:25.536000,L5,,,332.91,323.65
2010-02-21 22:02:44.773000,L5,356.24,330.33,343.07,323.80
2010-10-28 21:55:27.339000,L5,347.68,331.00,329.30,315.52
2010-12-31 21:55:32.560000,L5,412.01,343.96,349.66,334.59
2011-01-07 22:01:44.406000,L5,347.62,324.37,342.62,329.02
2011-02-17 21:55:37.006000,L5,337.83,316.37,332.03,
2011-03-28 22:01:38.376000,L5,329.85,312.37,330.84,331.93
2011-09-04 22:00:27.603000,L5,341.93,312.47,323.87,326.19
2013-04-11 22:07:51.092000,L8,333.92,310.68,330.74,308.38
2013-04-11 22:08:15.067000,L8,,330.74,342.93,329.84
2013-04-27 22:07:23.594000,L8,332.04,,,
2013-04-27 22:07:47.557000,L8,333.87,303.46,326.94,308.91
2013-05-20 22:13:50.559000,L8,331.02,309.80,339.30,324.31
2013-05-29 22:07:41.466000,L8,338.70,318.02,344.60,333.38
2013-06-05 22:13:51.261000,L8,388.75,319.09,345.69,335.15
2013-06-30 22:08:00.117000,L8,335.09,311.32,340.48,328.98
2013-08-08 22:13:49.700000,L8,332.75,312.21,339.44,328.54
2013-08-17 22:08:03.120000,L8,338.38,319.39,338.19,327.17
2013-09-02 22:07:40.639000,L8,336.69,322.53,333.72,320.87
2013-09-02 22:08:04.598000,L8,,,,314.33
2013-10-11 22:13:41.596000,L8,351.84,333.97,381.47,354.72
2013-11-05 22:07:22.900000,L8,349.28,335.04,349.59,334.85
2013-11-05 22:07:46.855000,L8,341.05,325.61,291.30,318.62
2013-11-12 22:13:32.202000,L8,405.04,330.50,344.02,330.21
2013-11-21 22:07:13.797000,L8,351.84,338.78,353.08,338.86
2013-11-21 22:07:37.752000,L8,356.03,372.13,362.16,352.58
2013-12-14 22:13:21.591000,L8,335.84,318.13,336.23,320.06
2014-01-24 22:06:45.554000,L8,374.78,333.55,347.32,333.49
2014-01-24 22:07:09.509000,L8,377.30,371.76,354.85,336.75
2014-01-31 22:12:52.806000,L8,334.94,315.73,334.48,317.47
2014-03-20 22:12:13.789000,L8,342.22,328.52,343.94,329.32
2014-03-29 22:05:52.007000,L8,389.57,383.23,382.00,375.07
2014-03-29 22:06:15.961000,L8,391.38,384.84,383.06,375.86
2014-04-30 22:05:22.578000,L8,337.47,315.22,333.48,312.80
2014-07-26 22:11:43.162000,L8,,,339.02,327.74
2014-10-30 22:11:58.859000,L8,335.15,319.72,336.06,320.87
2014-11-08 22:05:52.173000,L8,347.90,330.64,347.46,333.07
2014-11-08 22:06:16.124000,L8,340.40,319.25,335.01,319.84
2014-12-01 22:12:00.318000,L8,383.93,328.78,348.24,333.64
2014-12-26 22:05:43.117000,L8,338.16,322.46,336.06,323.81
2015-01-02 22:11:50.958000,L8,340.62,323.47,340.09,326.72
2015-02-28 22:05:24.487000,L8,368.33,377.83,353.94,336.17
2015-02-28 22:05:48.437000,L8,344.50,322.88,341.36,327.06
2015-03-07 22:11:30.209000,L8,342.09,320.90,343.67,325.44
2015-03-16 22:05:13.611000,L8,343.00,327.96,341.73,319.17
2015-04-24 22:11:08.401000,L8,334.80,314.33,337.11,320.20
2015-05-10 22:10:52.487000,L8,333.23,309.87,340.06,326.03
2015-05-19 22:05:04.672000,L8,337.26,318.42,340.71,327.89
2015-06-20 22:04:57.007000,L8,335.14,312.51,341.49,331.24
2015-06-20 22:05:20.970000,L8,336.96,314.50,342.67,333.22
2015-07-22 22:05:13.606000,L8,335.90,323.56,340.18,329.55
2015-07-22 22:05:37.569000,L8,334.63,317.77,338.27,326.65
2015-07-29 22:11:25.856000,L8,334.16,317.19,340.77,330.57
2015-08-07 22:05:16.273000,L8,334.72,317.59,336.59,326.33
2015-12-20 22:11:57.501000,L8,339.97,329.85,348.43,329.84
2016-02-22 22:11:42.580000,L8,351.07,334.26,355.50,339.96
2016-03-09 22:11:40.902000,L8,335.41,320.01,342.04,328.14
2016-03-25 22:11:32.353000,L8,,,335.41,320.34
2016-04-03 22:05:16.685000,L8,408.81,370.61,344.08,330.28
2016-04-26 22:11:21.230000,L8,333.78,315.21,344.22,331.13
2016-05-12 22:11:20.683000,L8,329.15,310.72,342.09,330.03
2016-05-21 22:05:38.418000,L8,,313.86,341.70,327.50
2016-06-13 22:11:30.674000,L8,331.10,310.26,341.82,330.16
2016-07-15 22:11:46.335000,L8,332.54,313.35,342.14,330.87
2016-08-16 22:11:53.694000,L8,335.22,318.83,340.44,325.19
2016-09-10 22:05:51.530000,L8,382.98,362.46,349.15,336.84
2016-09-10 22:06:15.488000,L8,339.08,326.39,340.69,325.51
2016-10-12 22:05:57.250000,L8,333.53,316.47,334.58,318.49
2016-10-12 22:06:21.213000,L8,368.61,328.51,347.12,332.75
2016-10-28 22:05:59.220000,L8,344.05,333.09,345.63,334.45
2016-10-28 22:06:23.178000,L8,385.74,334.10,348.47,335.77
2016-11-04 22:12:09.415000,L8,342.23,326.45,333.35,333.11
2016-11-20 22:12:09.409000,L8,345.04,334.28,351.74,340.20
2016-12-22 22:12:03.110000,L8,390.12,373.17,353.14,341.78
2017-01-23 22:11:55.340000,L8,405.61,383.34,351.15,336.42
2017-03-05 22:05:27.019000,L8,338.93,330.32,342.05,324.00
2017-03-05 22:05:50.977000,L8,336.94,327.82,339.16,319.75
2017-04-06 22:05:10.007000,L8,363.07,333.92,356.44,339.90
2017-04-13 22:11:17.034000,L8,305.05,313.18,336.80,321.54
2017-05-08 22:04:59.325000,L8,331.81,311.06,338.13,318.65
2017-05-08 22:05:23.284000,L8,334.90,322.89,342.22,323.51
2017-05-24 22:05:34.407000,L8,333.48,315.69,340.47,327.03
2017-07-11 22:05:26.464000,L8,335.26,312.65,343.30,331.97
2017-08-19 22:11:53.133000,L8,,,337.66,324.07
2017-09-04 22:11:55.578000,L8,391.50,330.05,350.31,336.90
2017-12-02 22:05:46.939000,L8,380.12,335.38,350.58,336.92
2017-12-02 22:06:10.894000,L8,343.80,329.18,342.77,
2017-12-18 22:05:49.621000,L8,339.69,327.82,339.76,320.89
2018-01-10 22:11:54.118000,L8,,390.35,397.29,393.55
2018-02-04 22:05:29.733000,L8,342.09,322.69,337.46,
2018-03-08 22:05:15.942000,L8,345.65,335.13,352.79,336.09
2018-03-08 22:05:39.901000,L8,345.83,335.37,352.93,336.64
2018-04-25 22:04:50.953000,L8,385.65,324.85,347.94,332.66
2018-04-25 22:05:14.903000,L8,365.91,333.27,355.79,373.60
2018-05-02 22:10:57.873000,L8,330.00,309.58,336.13,323.56
2018-07-05 22:10:54.795000,L8,330.70,312.11,341.38,329.44
2018-09-07 22:11:24.397000,L8,365.13,330.24,347.38,338.85
2018-09-16 22:05:15.874000,L8,,,335.04,324.22
2018-09-16 22:05:39.825000,L8,351.01,333.84,352.34,338.72
2018-10-02 22:05:23.291000,L8,341.70,328.08,343.79,333.64
2018-10-02 22:05:47.245000,L8,345.55,333.91,353.20,338.75
2018-10-18 22:05:29.751000,L8,390.48,373.19,347.49,334.69
2018-10-18 22:05:53.709000,L8,338.96,322.57,339.64,325.10
2018-11-03 22:05:33.462000,L8,396.76,332.52,345.98,335.72
2018-11-03 22:05:57.421000,L8,392.22,331.92,345.46,335.05
2019-02-07 22:05:47.667000,L8,339.89,321.37,337.27,310.42
2019-02-14 22:11:33.473000,L8,381.98,362.55,349.38,333.26
2019-03-02 22:11:29.304000,L8,364.19,381.67,354.33,337.01
2019-04-12 22:05:06.784000,L8,341.97,331.94,346.12,331.61
2019-04-12 22:05:30.743000,L8,341.55,331.35,344.97,330.41
2019-04-28 22:05:02.570000,L8,334.02,314.50,335.36,
2019-06-15 22:05:27.936000,L8,332.73,310.74,338.34,325.03
2019-06-15 22:05:51.895000,L8,335.08,315.06,341.62,328.73
2019-06-22 22:11:40.996000,L8,332.00,314.21,344.64,332.91
2019-11-06 22:06:00.727000,L8,393.41,335.43,345.90,335.20
2019-11-06 22:06:24.678000,L8,393.52,335.53,346.53,335.52
2019-11-22 22:05:57.141000,L8,368.48,334.82,345.41,333.16
2019-11-22 22:06:21.092000,L8,367.82,335.26,346.22,334.17
2020-01-09 22:05:49.761000,L8,337.18,325.29,337.96,316.64
2020-01-09 22:06:13.711000,L8,351.02,335.91,352.89,340.03
2020-01-16 22:11:59.041000,L8,334.64,316.42,335.54,
2020-01-25 22:05:45.614000,L8,345.18,333.11,344.77,
2020-01-25 22:06:09.569000,L8,351.57,374.77,366.92,335.78
2020-02-01 22:11:53.781000,L8,334.11,319.01,338.02,
2020-02-10 22:05:40.938000,L8,341.13,323.50,337.07,
2020-02-10 22:06:04.888000,L8,341.34,323.51,337.11,
2020-02-26 22:05:36.872000,L8,390.62,388.51,394.17,393.11
2020-03-13 22:05:30.251000,L8,343.63,332.33,343.11,326.12
2020-03-13 22:05:54.202000,L8,343.48,332.46,343.31,326.67
2020-05-16 22:05:27.607000,L8,393.84,370.91,360.22,341.44
2020-08-27 22:11:56.368000,L8,332.68,315.52,337.47,327.87
2020-09-21 22:05:54.893000,L8,,,,323.81
2020-09-21 22:06:18.848000,L8,,,331.30,322.92
2020-10-07 22:06:21.789000,L8,340.51,317.47,331.15,308.56
2020-12-01 22:12:09.987000,L8,,,332.37,315.61
2020-12-26 22:05:56.607000,L8,341.13,326.54,339.69,325.11
2020-12-26 22:06:20.557000,L8,342.38,328.33,341.68,327.19
2021-01-11 22:05:50.293000,L8,334.21,317.62,334.88,313.87
2021-01-11 22:06:14.248000,L8,334.07,317.19,334.74,314.02
2021-02-03 22:11:56.237000,L8,336.10,319.26,338.73,317.50
2021-02-12 22:05:43.398000,L8,346.14,327.21,341.93,323.55
2021-02-12 22:06:07.348000,L8,351.16,334.50,360.16,335.12
2021-02-19 22:11:51.945000,L8,370.25,379.22,353.80,334.89
2021-03-23 22:11:37.336000,L8,388.11,374.64,351.12,338.98
2021-04-24 22:11:25.382000,L8,334.35,318.66,340.73,327.15
2021-05-19 22:05:16.285000,L8,332.68,311.12,337.54,322.40
2021-05-19 22:05:40.235000,L8,332.38,310.58,336.65,320.92
2021-05-26 22:11:31.065000,L8,,313.31,338.43,321.62
2021-07-13 22:11:43.513000,L8,330.31,310.61,340.63,326.85
2021-09-24 22:05:56.897000,L8,,,333.64,312.76
2021-09-24 22:06:20.847000,L8,,,293.02,309.35
2021-11-06 22:12:48.299000,L9,348.47,333.63,349.51,338.67
2021-11-18 22:12:08.776000,L8,335.92,321.15,337.10,322.84
2022-01-21 22:11:59.917000,L8,350.07,331.66,352.27,333.75
2022-01-29 22:12:05.530000,L9,391.95,386.36,352.94,335.30
2022-01-30 22:06:10.369000,L8,347.56,331.93,347.88,332.87
2022-02-14 22:12:01.049000,L9,336.24,317.69,338.03,318.53
2022-02-22 22:11:50.626000,L8,336.94,319.90,338.34,319.31
2022-02-23 22:05:44.132000,L9,349.82,334.87,351.13,338.72
2022-02-23 22:06:08.091000,L9,348.69,334.11,349.24,335.34
2022-03-02 22:11:50.022000,L9,334.68,316.03,335.63,309.80
2022-03-11 22:05:39.861000,L9,337.39,322.29,,
2022-03-27 22:05:58.509000,L9,385.31,328.81,346.43,335.29
2022-05-05 22:11:31.114000,L9,330.07,313.35,335.74,326.16
2022-05-06 22:05:29.729000,L8,333.32,306.49,335.67,316.34
2022-05-06 22:05:53.688000,L8,333.43,306.97,335.68,316.64
2022-05-22 22:05:34.636000,L8,,312.52,338.32,323.84
2022-05-22 22:05:58.595000,L8,333.15,314.13,339.48,325.51
2022-07-16 22:12:03.012000,L8,331.68,319.79,348.69,333.39
2022-07-25 22:05:59.697000,L8,332.93,313.18,338.85,313.68
2022-07-25 22:06:23.647000,L8,332.61,312.33,338.45,312.17
2022-08-02 22:06:07.308000,L9,335.93,326.59,343.47,329.74
2022-08-10 22:06:08.294000,L8,334.83,315.40,336.82,321.87
2022-11-30 22:06:11.965000,L8,,302.17,305.00,314.21
2022-11-30 22:06:35.920000,L8,,300.47,305.92,314.83
2023-01-16 22:12:10.212000,L9,380.25,333.04,349.97,336.67
2023-01-17 22:06:18.381000,L8,392.61,376.94,347.86,338.97
2023-01-24 22:12:10.678000,L8,337.34,317.92,336.96,315.98
2023-02-09 22:12:09.040000,L8,338.09,320.29,342.96,329.11
2023-02-18 22:05:50.040000,L8,379.45,333.37,351.91,340.97
2023-02-18 22:06:13.995000,L8,378.52,333.28,351.31,339.78
2023-02-25 22:11:52.258000,L8,,,331.99,325.31
2023-03-05 22:12:01.427000,L9,348.87,334.34,354.38,338.79
2023-03-13 22:11:47.152000,L8,353.36,334.59,364.27,343.53
2023-03-14 22:05:47.276000,L9,338.80,321.16,339.91,
2023-03-14 22:06:11.235000,L9,338.44,320.79,339.73,
2023-03-21 22:11:55.188000,L9,346.02,331.78,355.99,342.29
2023-03-22 22:05:28.899000,L8,355.61,337.82,361.44,346.59
2023-03-22 22:05:52.850000,L8,358.35,342.03,366.48,350.53
2023-03-29 22:11:37.049000,L8,377.08,336.68,359.52,345.26
2023-03-30 22:05:35.326000,L9,375.81,332.88,353.13,344.38
2023-03-30 22:05:59.281000,L9,375.81,332.86,353.16,344.53
2023-04-23 22:05:09.227000,L8,,,336.39,316.35
2023-04-23 22:05:33.182000,L8,,,336.88,317.64
2023-05-16 22:11:04.371000,L8,336.12,317.43,345.36,333.69
2023-05-24 22:11:17.213000,L9,,309.06,343.71,329.67
2023-05-25 22:04:56.681000,L8,332.91,311.07,340.78,330.08
2023-06-02 22:05:05.917000,L9,331.69,,,
2023-06-02 22:05:29.872000,L9,316.59,,,
2023-06-10 22:05:03.911000,L8,335.19,310.98,342.45,329.36
2023-06-17 22:11:17.056000,L8,,316.59,347.39,333.20
2023-07-27 22:11:26.959000,L9,330.50,310.65,340.40,327.50
2023-08-05 22:05:47.142000,L9,334.69,310.87,340.29,329.33
2023-08-13 22:05:32.097000,L8,337.60,326.34,346.45,336.24
2023-08-21 22:05:28.170000,L9,341.04,330.02,347.18,338.44
2023-08-21 22:05:52.129000,L9,340.78,329.35,346.16,337.75
2023-08-28 22:11:44.258000,L9,,,333.03,320.61
2023-11-01 22:06:14.963000,L8,345.77,325.24,336.01,330.99
2023-11-08 22:11:57.030000,L8,383.99,330.97,351.47,337.19
2023-11-25 22:05:56.641000,L9,396.88,339.14,353.47,339.78
2023-12-19 22:05:51.242000,L8,344.16,332.29,345.12,337.73
2023-12-19 22:06:15.197000,L8,343.81,332.13,344.97,337.22
2023-12-27 22:05:57.973000,L9,339.66,316.32,338.02,327.84
2024-01-03 22:12:03.955000,L9,348.53,335.56,354.72,345.16
2024-01-12 22:05:54.962000,L9,344.70,326.29,340.79,329.03
2024-01-12 22:06:18.916000,L9,352.66,335.11,348.06,339.43
2024-02-04 22:12:07.739000,L9,343.48,329.65,350.36,336.79
2024-02-05 22:05:44.082000,L8,342.18,328.55,345.03,332.98
2024-02-05 22:06:08.032000,L8,375.10,330.51,347.38,335.92
2024-02-12 22:11:54.234000,L8,340.91,322.93,344.78,330.36
2024-02-13 22:05:53.993000,L9,338.87,322.37,340.02,319.38
2024-02-13 22:06:17.947000,L9,338.70,322.05,339.75,320.03
2024-02-20 22:11:56.095000,L9,341.86,328.51,347.47,335.69
2024-02-21 22:05:41.519000,L8,342.88,328.91,344.25,330.53
2024-02-28 22:11:48.245000,L8,335.78,320.61,340.18,325.49
2024-02-29 22:05:47.517000,L9,348.21,333.47,348.45,336.04
2024-02-29 22:06:11.471000,L9,344.00,326.21,342.57,329.21
2024-03-07 22:12:00.069000,L9,342.61,328.03,342.76,332.24
2024-03-15 22:11:37.973000,L8,348.48,334.91,360.22,339.80
2024-03-23 22:11:55.610000,L9,338.78,321.84,344.45,329.97
2024-03-24 22:05:18.113000,L8,346.13,332.71,354.74,337.20
2024-03-24 22:05:42.068000,L8,344.30,331.17,348.18,331.90
2024-04-01 22:06:02.710000,L9,347.23,337.67,355.51,342.52
2024-04-08 22:11:47.225000,L9,333.90,311.31,341.82,325.59
2024-04-16 22:11:19.307000,L8,335.43,317.47,341.17,
2024-05-02 22:11:08.519000,L8,330.29,313.71,339.40,
2024-05-11 22:05:15.899000,L8,335.31,314.21,338.75,313.90
2024-05-18 22:10:55.940000,L8,331.45,312.48,340.74,323.20
2024-06-20 22:05:06.981000,L9,330.69,,,
2024-06-28 22:05:19.477000,L8,314.75,,,
2024-07-21 22:11:24.581000,L8,,,347.90,334.01
2024-08-06 22:11:21.454000,L8,,,338.64,328.87
2024-08-31 22:05:27.447000,L8,333.25,313.12,333.53,327.48
2024-09-08 22:05:48.031000,L9,387.45,383.77,384.33,375.34
2024-09-23 22:11:42.698000,L8,338.80,325.07,347.08,336.75
2024-10-26 22:05:48.252000,L9,334.24,318.53,333.15,
2024-10-26 22:06:12.211000,L9,342.69,334.21,349.98,337.22
2024-11-11 22:06:03.683000,L9,366.49,363.27,345.75,338.49
2024-12-13 22:05:46.012000,L9,337.67,326.70,337.65,325.66
2024-12-21 22:05:40.930000,L8,341.43,324.54,337.54,325.39
2024-12-21 22:06:04.889000,L8,354.10,332.30,356.18,333.93
2024-12-28 22:11:50.695000,L8,335.55,321.21,339.16,321.21
2024-12-29 22:05:47.037000,L9,336.59,328.96,344.15,330.07
2025-01-05 22:11:55.058000,L9,350.12,333.90,354.33,338.57
2025-01-06 22:05:42.612000,L8,337.32,325.66,338.89,322.03
2025-01-06 22:06:06.570000,L8,344.21,333.02,349.90,335.40
2025-01-13 22:11:54.516000,L8,340.32,321.64,345.79,329.52
2025-01-14 22:06:13.228000,L9,340.68,321.65,338.60,320.92
2025-01-30 22:05:44.230000,L9,343.14,321.26,339.65,324.18
2025-01-30 22:06:08.189000,L9,351.93,335.18,353.61,341.57
2025-02-06 22:11:55.429000,L9,380.32,382.07,355.19,344.91
2025-02-22 22:11:57.370000,L9,335.45,314.57,336.46,317.40
2025-02-23 22:05:31.534000,L8,394.36,366.28,349.29,334.45
2025-02-23 22:05:55.493000,L8,395.52,364.89,350.46,335.31
2025-03-19 22:05:30.904000,L9,339.12,319.67,337.87,314.04
2025-03-19 22:05:54.855000,L9,341.55,322.93,339.64,318.69
2025-03-27 22:05:17.003000,L8,343.28,328.72,342.87,321.06
2025-03-27 22:05:40.953000,L8,343.00,328.58,342.73,320.93
2025-04-04 22:05:27.976000,L9,,306.82,337.99,318.77
2025-04-04 22:05:51.931000,L9,307.32,311.13,339.24,320.55
2025-04-11 22:11:41.675000,L9,333.78,317.28,338.17,322.87
2025-04-12 22:05:36.436000,L8,334.40,315.60,335.23,316.11
2025-05-21 22:11:16.046000,L8,332.09,316.44,343.38,330.89
2025-06-07 22:05:29.079000,L9,338.47,319.07,344.08,334.80
2025-06-15 22:05:40.693000,L8,333.58,312.49,340.92,330.18
2025-07-24 22:11:41.941000,L8,331.51,313.92,344.20,331.11
2025-08-01 22:11:42.925000,L9,333.14,317.71,343.86,330.66
2025-08-09 22:11:49.526000,L8,332.85,310.46,341.89,329.78
2025-09-03 22:05:45.116000,L8,339.29,318.30,338.25,326.09
2025-09-03 22:06:09.070000,L8,413.36,329.80,351.24,334.85
2025-09-19 22:05:51.369000,L8,388.15,331.60,350.35,336.87
2025-09-19 22:06:15.328000,L8,369.40,331.04,349.65,335.26
2025-10-05 22:05:52.792000,L8,348.59,332.84,352.33,340.70
2025-10-05 22:06:16.755000,L8,348.74,332.92,352.28,340.65
2025-11-05 22:12:10.440000,L9,344.82,332.79,352.43,340.84
2025-11-06 22:06:19.899000,L8,352.18,335.67,358.64,341.81
