dates,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003,satname
1999-08-26 22:04:44+00:00,331.55,,,,L7
1999-09-27 22:04:48+00:00,340.735,,370.33,365.21,L7
1999-11-14 22:04:42+00:00,347.9866666666667,316.77,358.46500000000003,346.935,L7
2000-02-11 21:58:22+00:00,351.1025,321.01,352.65000000000003,338.2966666666667,L7
2000-08-12 22:02:54+00:00,,322.24,340.77,,L7
2000-09-13 22:02:26+00:00,315.2,308.635,340.77,,L7
2001-03-17 21:56:16+00:00,338.78,327.84,348.37,331.15,L7
2001-03-24 22:01:59+00:00,333.78999999999996,327.84,358.45,333.895,L7
2001-08-15 22:00:38+00:00,344.4066666666667,327.84,360.2033333333333,333.895,L7
2001-09-09 21:54:12+00:00,341.7525,325.48,354.3775,333.895,L7
2001-10-02 22:00:04+00:00,358.95000000000005,323.12,358.2366666666667,333.63,L7
2001-10-11 21:54:09+00:00,358.95000000000005,323.12,358.2366666666667,332.135,L7
2001-11-03 22:00:10+00:00,353.57500000000005,319.03,357.16499999999996,326.34666666666664,L7
2002-01-22 22:00:40+00:00,346.42,316.53,353.072,323.57,L7
2002-01-31 21:54:26+00:00,346.42,316.53,355.56333333333333,331.092,L7
2002-04-12 22:00:37+00:00,324.38333333333327,312.51666666666665,356.14,330.6425,L7
2002-06-15 22:00:19+00:00,324.47333333333336,315.32666666666665,360.265,343.1075,L7
2002-06-24 21:54:28+00:00,337.54,329.85249999999996,363.564,349.614,L7
2002-07-17 22:00:08+00:00,345.136,329.85249999999996,363.564,349.614,L7
2002-08-18 21:59:57+00:00,351.97,345.23,374.345,357.21666666666664,L7
2002-08-27 21:53:36+00:00,357.142,351.604,374.908,361.075,L7
2002-11-06 21:59:41+00:00,364.802,361.742,374.114,366.3,L7
2002-12-24 22:00:09+00:00,363.67249999999996,370.6366666666667,367.6625,348.44,L7
2003-01-18 21:54:06+00:00,359.7233333333333,370.6366666666667,357.254,348.44,L7
2003-01-25 22:00:18+00:00,364.1425,371.385,354.4116666666667,341.445,L7
2003-03-23 21:54:16+00:00,352.0475,351.86999999999995,340.826,331.0433333333333,L7
2003-08-06 21:42:27+00:00,341.875,323.15999999999997,337.255,319.13,L5
2003-08-13 21:48:45+00:00,338.55333333333334,314.5733333333333,330.85,313.08500000000004,L5
2003-09-30 21:49:30+00:00,336.45666666666665,307.8533333333333,322.57,308.95,L5
2003-10-25 21:43:40+00:00,339.205,311.67499999999995,322.3025,309.365,L5
2003-11-17 21:50:09+00:00,336.492,310.448,320.716,312.416,L5
2004-02-14 21:44:33+00:00,331.90749999999997,308.8825,317.7075,311.815,L5
2004-02-21 21:50:47+00:00,332.796,310.018,320.316,313.646,L5
2004-03-01 21:44:38+00:00,338.85499999999996,315.77,325.76,318.38166666666666,L5
2004-04-18 21:45:25+00:00,341.40166666666664,319.69666666666666,329.4783333333333,321.79,L5
2004-05-04 21:45:52+00:00,338.105,318.0083333333333,331.165,321.8916666666667,L5
2004-05-20 21:46:20+00:00,340.35999999999996,319.74333333333334,334.48499999999996,320.7133333333333,L5
2004-06-05 21:46:48+00:00,339.45,318.84999999999997,334.8942857142857,320.26714285714286,L5
2004-06-12 21:53:11+00:00,340.545,318.73,335.7475,320.53375,L5
2004-07-07 21:47:45+00:00,340.545,317.49555555555554,335.7211111111111,320.27666666666664,L5
2004-07-23 21:48:09+00:00,341.7733333333333,318.63199999999995,336.92199999999997,320.801,L5
2004-07-30 21:54:28+00:00,343.05100000000004,319.01454545454544,337.62545454545455,322.2936363636364,L5
2004-09-09 21:49:19+00:00,341.745,317.67,338.16555555555556,320.92555555555555,L5
2004-09-25 21:49:43+00:00,345.05111111111114,320.273,339.216,322.662,L5
2004-11-19 21:56:55+00:00,349.00428571428574,321.38624999999996,341.10625000000005,325.74250000000006,L5
2005-01-15 21:51:45+00:00,349.925,324.885,341.00666666666666,323.9683333333333,L5
2005-02-07 21:58:15+00:00,348.404,325.36,338.35200000000003,320.2675,L5
2005-02-23 21:58:31+00:00,344.79833333333335,323.2033333333333,337.1433333333334,319.818,L5
2005-03-11 21:58:44+00:00,343.4766666666667,321.7966666666667,335.88,320.534,L5
2005-03-27 21:58:51+00:00,338.4683333333333,318.74833333333333,334.4316666666667,317.816,L5
2005-04-12 21:58:55+00:00,338.2257142857143,317.94428571428574,334.41571428571433,319.40333333333336,L5
2005-05-23 21:53:00+00:00,338.51714285714286,317.5014285714286,334.0814285714286,320.285,L5
2005-07-26 21:53:30+00:00,338.2114285714286,315.69714285714286,334.6857142857143,325.2633333333333,L5
2006-02-19 21:56:15+00:00,,,325.19,,L5
2006-04-08 21:57:12+00:00,332.04,304.96,325.745,309.89,L5
2006-04-15 22:03:30+00:00,327.685,300.15999999999997,327.5233333333333,314.66999999999996,L5
2006-07-04 22:04:41+00:00,327.18,304.45666666666665,329.9175,317.3966666666667,L5
2006-12-11 22:06:52+00:00,320.895,313.05,337.1,322.85,L5
2007-02-13 22:06:47+00:00,322.28,307.06,323.54,300.49,L5
2008-10-29 21:55:24+00:00,,,310.11,327.57,L5
2009-02-02 21:57:22+00:00,339.14,311.37,320.045,318.66499999999996,L5
2009-02-11 21:51:25+00:00,339.14,311.37,324.3333333333333,320.32666666666665,L5
2010-02-21 22:02:44+00:00,356.24,330.33,343.07,323.8,L5
2010-12-31 21:55:32+00:00,,343.96,349.66,334.59,L5
2011-01-07 22:01:44+00:00,347.62,334.16499999999996,346.14,331.80499999999995,L5
2011-02-17 21:55:37+00:00,342.725,328.23333333333335,341.43666666666667,331.80499999999995,L5
2011-09-04 22:00:27+00:00,341.93,312.47,323.87,326.19,L5
2013-04-11 22:07:51+00:00,333.92,310.68,330.74,308.38,L8
2013-04-27 22:07:47+00:00,333.895,307.07,328.84000000000003,308.645,L8
2013-05-20 22:13:50+00:00,332.93666666666667,307.98,332.32666666666665,313.8666666666667,L8
2013-06-05 22:13:51+00:00,332.93666666666667,310.7575,335.6675,319.1875,L8
2013-08-08 22:13:49+00:00,332.89,311.048,336.422,321.058,L8
2013-08-17 22:08:03+00:00,333.988,312.43833333333333,336.71666666666664,322.07666666666665,L8
2013-09-02 22:08:04+00:00,333.988,312.43833333333333,336.71666666666664,320.96999999999997,L8
2013-11-05 22:07:22+00:00,337.8575,319.10599999999994,342.442,327.3916666666667,L8
2013-11-12 22:13:32+00:00,337.8575,321.00499999999994,342.705,327.7942857142857,L8
2013-11-21 22:07:37+00:00,344.11,323.246,346.51500000000004,331.8328571428571,L8
2013-12-14 22:13:21+00:00,342.456,323.054,344.93833333333333,329.6771428571428,L8
2014-01-24 22:07:09+00:00,348.2633333333333,323.054,346.3542857142857,330.56125,L8
2014-03-20 22:12:13+00:00,352.13399999999996,328.0475,348.465,333.96166666666664,L8
2014-07-26 22:11:43+00:00,342.22,328.52,341.48,328.53,L8
2014-10-30 22:11:58+00:00,335.15,319.72,337.53999999999996,324.305,L8
2014-11-08 22:05:52+00:00,341.525,325.18,340.84666666666664,327.2266666666667,L8
2014-12-01 22:12:00+00:00,355.66,326.38,342.695,328.83,L8
2015-01-02 22:11:50+00:00,351.9,325.65250000000003,342.174,328.408,L8
2015-02-28 22:05:48+00:00,350.41999999999996,325.098,342.642,328.27200000000005,L8
2015-03-16 22:05:13+00:00,349.18333333333334,325.575,342.49,326.755,L8
2015-05-10 22:10:52+00:00,349.056,322.592,342.296,326.524,L8
2015-06-20 22:05:20+00:00,339.662,319.736,341.182,326.44,L8
2015-07-22 22:05:37+00:00,338.46400000000006,318.596,340.81800000000004,326.42600000000004,L8
2015-07-29 22:11:25+00:00,337.74666666666667,318.3616666666667,340.81,327.1166666666667,L8
2015-08-07 22:05:16+00:00,337.31428571428575,318.2514285714286,340.20714285714286,327.00428571428574,L8
2016-02-22 22:11:42+00:00,351.07,334.26,355.5,339.96,L8
2016-03-09 22:11:40+00:00,343.24,327.135,348.77,334.04999999999995,L8
2016-03-25 22:11:32+00:00,343.24,327.135,344.31666666666666,329.47999999999996,L8
2016-04-03 22:05:16+00:00,343.24,327.135,344.2575,329.67999999999995,L8
2016-04-26 22:11:21+00:00,340.08666666666664,323.16,344.25,329.96999999999997,L8
2016-05-12 22:11:20+00:00,337.35249999999996,320.05,343.89000000000004,329.97999999999996,L8
2016-06-13 22:11:30+00:00,336.102,318.092,343.5942857142857,330.0057142857143,L8
2016-07-15 22:11:46+00:00,335.5083333333333,317.3016666666667,343.4125,330.11375,L8
2016-08-16 22:11:53+00:00,335.46714285714285,317.52,343.0822222222222,329.56666666666666,L8
2016-09-10 22:05:51+00:00,332.358,321.805,342.41875,329.355,L8
2016-11-04 22:12:09+00:00,334.048,323.67833333333334,343.128,331.03333333333336,L8
2016-11-20 22:12:09+00:00,337.226,327.60499999999996,345.058,332.7283333333333,L8
2016-12-22 22:12:03+00:00,338.7575,331.07399999999996,347.322,334.66499999999996,L8
2017-01-23 22:11:55+00:00,340.83,335.505,349.12399999999997,335.59,L8
2017-03-05 22:05:27+00:00,342.06666666666666,338.3775,349.446,335.39166666666665,L8
2017-04-06 22:05:10+00:00,347.3175,331.24249999999995,350.904,335.9016666666667,L8
