dates,satname,nzd0079-0000,nzd0079-0001,nzd0079-0002,nzd0079-0003,nzd0079-0004,nzd0079-0005,nzd0079-0006,nzd0079-0007,nzd0079-0008,nzd0079-0009,nzd0079-0010,nzd0079-0011,nzd0079-0012,nzd0079-0013,nzd0079-0014,nzd0079-0015,nzd0079-0016,nzd0079-0017,nzd0079-0018,nzd0079-0019,nzd0079-0020,nzd0079-0021,nzd0079-0022,nzd0079-0023,nzd0079-0024,nzd0079-0025,nzd0079-0026,nzd0079-0027,nzd0079-0028,nzd0079-0029,nzd0079-0030,nzd0079-0031
2005-06-06 22:05:29.697000,L5,,,,,,,,,,,,,,,,,,,,,,,,305.06,340.65,334.00,313.27,337.91,354.66,343.63,377.33,353.56
2005-08-25 22:05:41.221000,L5,,,,,,,,,,,,,,,,,,,,,,,,317.36,352.31,342.05,328.45,351.10,374.62,366.10,386.27,363.58
2005-08-25 22:06:05.194000,L5,,,,,,,,,,,,,,,,,,,,,,,,318.87,356.05,345.56,332.44,355.28,378.55,368.60,389.63,366.41
2005-09-03 21:59:56.285000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.34,330.68,330.34,368.88,347.47
2005-10-28 22:06:00.740000,L5,,,,,,,,,,,,,,,,,,,,307.28,317.32,306.67,311.93,330.86,353.65,342.84,333.25,344.12,366.58,358.44,385.24,362.47
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,312.79,335.24,301.70,312.34,323.76,340.57,334.36,339.22,352.18,370.45,375.82,390.17,379.82
2006-02-17 22:08:35.109000,L5,238.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-15 22:03:30.798000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.00,339.94,345.78,373.70,357.38
2006-08-28 22:11:11.674000,L5,256.78,,,,,,,,,,,,,,,,,,,,,,,304.62,339.97,333.23,313.18,341.52,366.34,353.84,379.83,351.68
2006-08-28 22:11:35.647000,L5,276.20,,,,,,,,,,,,,,,,,,,,,,,311.65,345.67,336.39,319.69,345.72,371.81,359.39,383.47,355.29
2006-09-29 22:11:34.525000,L5,,,,,,,,,,,,,,,,,,,,,315.77,303.53,315.69,318.93,348.40,337.12,325.24,343.93,375.31,364.96,387.68,360.73
2006-09-29 22:11:58.498000,L5,,,,,,,,,,,,,,,,,,,,,316.82,302.61,312.37,318.66,347.25,337.00,325.29,344.68,373.79,366.34,390.55,360.53
2006-10-24 22:06:02.805000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,319.67,338.41,353.48,360.58,389.03,363.82
2006-11-25 22:06:19.953000,L5,,,,,,,,304.37,324.33,318.61,315.22,313.03,321.22,340.54,321.16,316.79,326.63,330.86,344.46,354.36,369.75,356.84,368.94,350.42,358.86,361.01,350.10,352.86,361.68,368.29,378.08,395.58
2006-12-11 22:06:28.205000,L5,312.96,342.54,357.21,367.80,373.74,365.10,363.94,373.61,387.33,385.36,379.33,371.08,400.09,409.91,415.85,408.86,419.37,410.80,423.66,420.74,419.86,425.26,430.31,391.13,403.91,417.40,404.40,396.66,410.31,407.98,,
2007-01-03 22:12:49.248000,L5,304.16,347.71,364.16,370.54,374.36,367.19,352.74,333.18,352.56,348.94,,,,357.83,365.78,360.23,356.01,348.43,359.22,,,,,,,352.06,348.18,351.68,356.10,364.16,366.45,378.02
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,308.07,324.73,334.41,328.39,328.80,346.41,367.36,368.21,385.05,372.63
2007-09-16 22:10:40.887000,L5,,,,,,,,,,,,,,,,,,,,,,,,312.01,335.75,319.91,316.65,327.10,348.69,343.57,362.00,331.22
2007-10-02 22:10:55.120000,L5,326.55,328.39,322.01,326.02,329.46,325.64,317.78,331.93,363.68,363.18,331.74,307.65,312.68,320.81,305.21,307.31,314.61,305.80,307.81,312.62,323.25,310.67,314.37,324.09,357.84,345.10,335.38,358.40,386.74,378.82,395.68,373.69
2008-02-16 22:02:22.163000,L5,,,,,,,,,,,,,,,,,314.77,315.48,309.63,328.00,348.55,321.92,335.92,359.71,398.27,359.78,362.46,378.45,394.67,401.22,413.16,432.55
2009-01-24 22:02:55.057000,L5,306.09,318.03,322.49,324.48,316.44,316.34,309.48,311.36,315.86,315.07,326.50,325.09,325.70,340.95,326.78,325.05,334.18,308.51,306.29,314.70,322.93,308.60,312.80,337.50,364.02,354.97,345.92,366.02,386.84,381.03,396.71,370.93
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,,,,,,,,,309.03,332.01,318.88,321.50,332.77,344.46,367.94,383.57,362.31
2010-11-27 22:07:24.215000,L5,,,,,,,,307.99,329.92,323.73,313.32,314.14,314.26,329.60,307.92,,,,,,306.87,302.65,313.20,334.41,356.49,343.29,337.05,356.10,377.94,367.30,388.57,364.97
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,306.31,324.14,344.90,352.98,371.30,354.34
2011-03-12 22:01:43.554000,L5,,,,,,,,,,,,,,,,,,,,309.88,328.70,301.07,314.57,325.85,341.91,331.51,338.93,355.55,372.04,374.82,398.10,378.76
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,321.15,337.76,351.93,361.41,382.76,377.46
2011-09-04 22:00:27.603000,L5,,,,,,,,,,,,,,,,,,,,,,,,309.37,335.71,319.35,326.51,346.15,361.26,363.10,379.49,357.38
2013-04-25 22:19:21.025000,L8,,,,,,,,,,,,,,,,,,,,,,,,307.25,332.72,320.71,313.93,335.61,356.80,346.02,371.44,344.60
2013-05-11 22:19:55.208000,L8,,,,,,,,,,,,,,,,,,,,,,,,305.50,333.96,322.19,312.98,331.20,350.38,347.13,373.55,346.77
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,306.21,318.81,328.96,332.32,345.21,352.74,361.37,382.13,361.84
2013-06-21 22:13:43.313000,L8,179.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.21,368.13
2013-06-28 22:19:33.252000,L8,,,,,,,,,,,,,,,,,,,,,,,,,342.77,316.86,322.22,344.77,361.59,352.86,373.08,347.85
2013-06-28 22:19:57.207000,L8,190.71,,,,,,,,,,,,,,,,,,,,,,,313.16,348.16,327.46,325.45,350.33,365.68,358.40,378.90,354.64
2013-07-07 22:13:48.209000,L8,,,,,,,,,,,,,,,,,,,,,,,,315.23,335.24,332.97,341.11,355.75,366.37,372.46,387.84,366.70
2013-07-14 22:19:58.666000,L8,194.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08 22:13:49.700000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,319.55,329.91,348.86,355.45,358.74,377.95,361.43
2013-08-31 22:19:38.558000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,311.74,336.88,349.70,344.63,360.95,333.87
2013-08-31 22:20:02.513000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,306.89,313.96,338.72,356.01,346.05,363.45,335.71
2013-10-02 22:19:28.820000,L8,316.94,317.62,320.24,323.26,327.08,323.54,313.35,322.42,326.88,340.41,329.93,328.72,317.14,333.53,326.44,328.24,323.05,317.08,318.74,314.55,328.69,319.65,327.91,352.85,374.09,362.16,355.23,381.63,395.87,390.39,408.86,373.31
2013-10-11 22:13:41.596000,L8,,,,,,,,,,,,,,,,,,,,313.58,331.46,317.67,327.18,343.46,351.18,346.88,358.32,366.46,379.69,383.97,396.99,377.37
2013-10-27 22:13:31.854000,L8,180.55,,,,,,,,,,,,,,,,,,,312.40,330.24,311.62,321.49,338.47,344.29,339.86,353.19,363.63,373.24,380.66,389.56,373.33
2013-11-03 22:19:20.378000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,322.33,349.12,371.77,359.41,382.65,351.35
2013-11-03 22:19:44.337000,L8,260.90,,,,,,,,,,,,,,,,,,,,,,,,318.86,339.14,330.46,354.00,380.59,364.42,390.13,359.02
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,,,,,,,,,,,,,,,334.99,331.86,341.89,354.36,361.52,368.02,380.79,368.05
2013-12-05 22:19:13.005000,L8,,,,,,,,,,,,,,,,,,,,,,,,314.51,341.26,321.93,321.57,342.86,358.74,350.04,369.99,340.39
2013-12-14 22:13:21.591000,L8,,,,,,,,,,,,,,,,336.56,363.22,331.67,318.79,335.61,355.51,331.11,334.08,346.27,362.14,353.91,359.93,379.37,385.75,392.78,406.97,398.72
2014-01-06 22:18:54.881000,L8,,,,,,,,,,,,,,,,,,,,,,,307.21,328.47,354.48,339.97,333.16,356.07,376.76,367.04,387.47,366.07
2014-01-06 22:19:18.831000,L8,,,,,,,,,,,,,,,,,,,,,,,,311.36,336.12,320.86,317.73,340.76,357.82,347.71,367.43,339.07
2014-01-31 22:12:52.806000,L8,,,,,,,,,,,,,,,,305.42,318.36,319.03,312.94,328.21,347.54,328.58,333.94,348.88,363.78,354.51,364.13,380.22,389.50,392.70,407.99,395.68
2014-02-07 22:18:33.391000,L8,262.05,,,,,,,,,,,,,,,,,,,,,,,325.83,344.06,329.22,323.86,346.96,363.06,422.27,407.48,
2014-03-11 22:18:08.266000,L8,,,,,,,,,,,,,,,,,,,,,,,,323.59,349.46,332.43,327.41,348.28,365.93,359.95,379.13,353.75
2014-03-11 22:18:32.217000,L8,,,,,,,,,,,,,,,,,,,,,,,,324.07,350.22,334.13,327.85,349.09,367.11,361.46,380.21,357.76
2014-04-05 22:11:58.702000,L8,184.25,,,,,,,,,,,,,,,,,,,302.69,324.30,306.76,317.81,334.88,342.98,338.86,351.95,362.01,375.00,377.00,383.65,372.43
2014-04-12 22:17:37.464000,L8,318.40,317.90,320.03,324.80,325.04,319.01,326.42,323.89,326.59,343.34,327.55,325.66,316.30,335.67,326.83,327.27,320.01,316.91,317.03,311.26,325.97,319.96,329.16,348.59,376.99,361.27,352.04,384.61,396.78,390.35,409.07,386.72
2014-04-12 22:18:01.415000,L8,,,,,,,,,,,,,,,,,,,,,,,,302.79,333.81,317.30,313.62,338.48,350.14,344.74,361.21,332.84
2014-04-21 22:11:42.175000,L8,163.37,,,,,,,,,,,,,,,,,,,,319.67,304.56,312.76,334.45,340.92,335.48,348.07,359.64,367.14,374.71,381.20,367.33
2014-05-30 22:17:11.184000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,304.95,327.75,341.56,344.52,367.93,342.64
2014-05-30 22:17:35.135000,L8,,,,,,,,,,,,,,,,,,,,,,,,301.93,334.55,323.61,313.15,337.38,349.20,347.67,372.42,347.00
2014-07-17 22:17:28.260000,L8,,,,,,,,,,,,,,,,,,,,,,,,327.04,357.36,347.03,336.58,358.29,384.30,368.88,393.94,366.55
2014-07-17 22:17:52.210000,L8,,,,,,,,,,,,,,,,,,,,,,,,,337.88,322.71,318.27,340.71,358.58,349.24,369.21,341.19
2014-07-26 22:11:43.162000,L8,,,,,,,,,,,,,,,,,,,,,,,304.53,317.41,342.93,332.23,337.78,354.88,365.14,372.29,388.85,368.50
2014-09-19 22:17:42.798000,L8,,,,,,,,,,,,,,,,,,,,,,,,298.85,334.09,320.11,317.00,340.83,359.36,347.81,368.06,342.76
2014-10-14 22:12:02.705000,L8,216.31,,,,,,,,,,,,,,,,,,,309.55,329.09,309.14,322.79,339.43,347.38,343.92,355.29,364.84,375.57,382.05,387.39,378.97
2014-10-30 22:11:58.859000,L8,182.64,,,,,,,,,,,,,,,,,,,304.27,325.54,305.40,318.86,334.24,339.71,337.79,349.44,360.49,368.46,378.10,384.00,371.92
2014-11-06 22:17:49.451000,L8,,,,,,,,,,,,,,,,,,,339.24,391.99,428.23,,,,,,,,,,,
2014-12-01 22:12:00.318000,L8,,,,,,,,,,,,,,,,,,,,310.02,330.09,312.26,323.52,338.96,345.36,341.49,353.26,364.11,372.95,382.39,391.05,382.46
2015-01-02 22:11:50.958000,L8,,,,,,,,,,,,,,,,,,,,296.44,321.08,299.90,310.03,318.96,334.05,326.68,336.59,349.66,357.80,365.37,377.30,368.89
2015-01-25 22:17:56.767000,L8,,,,,,,,,,,,,,,,,,,,,,,,303.67,344.44,333.71,332.74,354.49,370.67,368.44,407.75,
2015-02-26 22:17:23.009000,L8,,,,,,,,,,,,,,,,,,,,,,,,327.75,356.10,342.14,332.78,353.75,375.58,369.01,388.25,365.13
2015-02-26 22:17:46.964000,L8,,,,,,,,,,,,,,,,,,,,,,,,328.03,356.41,342.50,332.99,354.16,375.92,369.31,388.75,365.18
2015-03-30 22:17:01.871000,L8,,,,,,,,,,,,,,,,,,,,,,,,304.22,334.72,320.08,315.61,339.59,354.21,346.69,366.50,338.63
2015-03-30 22:17:25.821000,L8,260.51,,,,,,,,,,,,,,,,,,,,,,,319.45,347.44,332.42,325.35,347.71,364.17,354.92,377.70,350.98
2015-04-24 22:11:08.401000,L8,,,,,,,,,,,,,,,,,,,,303.28,324.80,310.00,319.20,341.06,350.34,345.48,354.42,366.58,373.00,384.08,396.23,380.71
2015-05-10 22:10:52.487000,L8,,,,,,,,,,,,,,,,,,,,,,,,315.14,329.78,330.25,336.60,352.78,358.60,363.42,379.57,361.72
2015-06-27 22:11:10.298000,L8,,,,,,,,,,,,,,,,,,,,,,,,,312.57,331.05,336.58,352.47,361.36,358.43,375.86,361.10
2015-07-20 22:17:10.706000,L8,,,,,,,,,,,,,,,,,,,,,,,,305.42,342.79,321.37,319.99,342.37,360.72,349.38,369.66,345.59
2015-07-20 22:17:34.660000,L8,,,,,,,,,,,,,,,,,,,,,,,,303.83,340.93,319.16,318.70,341.47,359.78,348.37,368.15,344.13
2015-07-29 22:11:25.856000,L8,,,,,,,,,,,,,,,,,,,,,,,,301.18,321.80,320.54,330.56,346.03,350.18,357.21,375.60,362.34
2015-09-06 22:17:26.976000,L8,,,,,,,,,,,,,,,,,,,,,,,,,312.35,309.80,319.70,343.61,360.73,349.57,365.93,343.77
2015-12-20 22:11:57.501000,L8,173.85,,,,,,,,,,,,,,,,,,,305.15,324.75,305.08,318.17,333.05,338.09,333.11,346.16,356.56,364.21,372.46,381.62,369.02
2016-01-12 22:17:40.472000,L8,,,,,,,,,,,,,,,,,,,,,,,,317.97,340.68,327.02,320.87,343.36,361.03,350.40,371.87,346.39
2016-01-12 22:18:04.426000,L8,308.62,312.84,316.12,317.74,319.70,314.35,309.15,318.12,321.30,331.52,321.33,317.28,315.37,329.32,320.79,318.32,312.59,310.05,313.26,306.45,321.23,311.48,323.37,342.94,369.93,357.57,347.86,370.11,389.82,382.32,401.44,372.80
2016-01-21 22:11:54.068000,L8,,,,,,,,,,,,,,,,,,,,,,,,307.12,323.92,321.36,325.16,345.61,356.25,357.02,374.62,361.40
2016-02-22 22:11:42.580000,L8,,,,,,,,,,,,,,,,,,,,298.69,323.17,299.91,314.08,322.88,338.16,330.03,337.92,353.52,360.93,369.39,383.26,367.45
2016-03-09 22:11:40.902000,L8,,,,,,,,,,,,,,,,,313.88,311.81,310.54,322.31,342.76,327.49,332.78,348.41,366.50,355.16,367.73,378.74,390.76,395.13,410.76,400.38
2016-03-25 22:11:32.353000,L8,,,,,,,,,,,,,,,,,,,,,,,309.44,317.07,334.68,326.96,332.45,352.63,359.22,362.81,379.17,366.02
2016-04-01 22:17:14.685000,L8,,,,,,,,,,,,,,,,,,,,,,,305.51,326.68,349.77,335.09,330.41,351.03,373.43,361.49,384.99,356.26
2016-04-01 22:17:38.635000,L8,,,,,,,,,,,,,,,,,,,,,,,,310.67,334.92,319.56,316.45,339.13,357.74,346.52,367.37,336.99
2016-04-17 22:17:33.648000,L8,,,,,,,,,,,,,,,,,,,,,,,,314.87,344.47,328.14,320.47,343.67,363.54,352.17,372.39,343.99
2016-04-26 22:11:21.230000,L8,,,,,,,,,,,,,,,,,,,,,329.62,305.91,320.90,336.64,347.59,338.46,341.99,359.55,367.40,378.95,392.11,380.36
2016-05-12 22:11:20.683000,L8,,,,,,,,,,,,,,,,,,,,,,,309.99,332.70,344.71,338.70,345.24,361.77,372.75,379.58,387.77,375.99
2016-05-19 22:17:35.189000,L8,,,,,,,,,,,,,,,,,,,,,,,,,325.51,322.23,315.18,340.49,360.76,351.27,358.46,347.61
2016-06-04 22:17:40.392000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,311.57,338.83,361.68,350.95,375.28,349.96
2016-07-15 22:11:46.335000,L8,,,,,,,,,,,,,,,,,,,,,,,,317.50,333.08,330.56,334.59,354.34,359.87,369.12,310.18,
2016-09-24 22:17:49.840000,L8,,,,,,,,,,,,,,,,,,,,,,,,326.77,353.36,339.18,330.96,357.43,370.62,366.07,386.01,359.11
2016-09-24 22:18:13.790000,L8,,,,,,,,,,,,,,,,,,,,,,,,328.69,355.83,342.37,333.04,360.71,377.13,369.57,389.53,363.66
2016-10-10 22:17:54.274000,L8,,,,,,,,,,,,,,,,,,,,,,,,309.84,337.83,321.26,320.66,342.13,359.25,348.31,368.07,341.16
2016-10-10 22:18:18.228000,L8,,,,,,,,,,,,,,,,,,,,,,,,328.96,354.89,341.72,331.53,357.33,371.81,368.10,389.84,364.16
2016-11-20 22:12:09.409000,L8,,,,,,,,,,,,,,,,,,,,312.07,330.59,311.82,325.05,340.41,345.36,341.00,353.89,365.14,376.84,383.17,397.66,375.22
2016-12-22 22:12:03.110000,L8,177.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.14,373.15,369.52
