dates,nzd0079-0000,nzd0079-0001,nzd0079-0002,nzd0079-0003,nzd0079-0004,nzd0079-0005,nzd0079-0006,nzd0079-0007,nzd0079-0008,nzd0079-0009,nzd0079-0010,nzd0079-0011,nzd0079-0012,nzd0079-0013,nzd0079-0014,nzd0079-0015,nzd0079-0016,nzd0079-0017,nzd0079-0018,nzd0079-0019,nzd0079-0020,nzd0079-0021,nzd0079-0022,nzd0079-0023,nzd0079-0024,nzd0079-0025,nzd0079-0026,nzd0079-0027,nzd0079-0028,nzd0079-0029,nzd0079-0030,nzd0079-0031,satname
1999-08-17 22:10:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,315.6,359.38,348.16,332.88,358.28,385.86,382.75,398.27,374.26,L7
1999-08-26 22:04:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,315.6,359.38,348.16,328.31,352.355,371.055,375.83000000000004,392.55499999999995,374.015,L7
1999-11-14 22:04:42+00:00,,,,,,,,,,,,,,,,,,,,306.2,328.81,298.06,318.45,325.175,353.505,344.1,334.69666666666666,356.0566666666667,374.16333333333336,379.2866666666667,396.78999999999996,382.5733333333333,L7
1999-12-07 22:10:53+00:00,296.83,314.9,319.06,326.47,323.43,320.69,320.83,318.52,325.54,318.38,321.74,317.87,318.53,332.22,319.31,316.86,317.29,311.36,308.01,310.11,327.25,311.25,316.79499999999996,329.61,357.41,346.81,335.5875,357.43,376.7275,381.19,399.9,380.8425,L7
2000-01-17 22:04:35+00:00,296.83,314.9,319.06,326.47,323.43,320.69,320.83,318.52,325.54,318.38,321.74,317.87,318.53,332.22,319.31,316.86,317.29,311.36,308.01,310.11,327.25,311.25,316.79499999999996,329.61,357.41,346.81,332.796,353.53000000000003,372.12800000000004,381.19,399.9,380.8425,L7
2000-08-12 22:02:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,320.71,341.96,353.43,372.92,377.4,377.36,L7
2000-09-04 22:08:46+00:00,,,302.23,320.63,321.65,316.24,310.17,318.68,309.94,312.08,,,,,,,,,,,,,,322.61,357.66,348.4,324.975,346.71,363.115,370.72,385.41499999999996,373.08500000000004,L7
2000-11-23 22:08:18+00:00,,308.79,308.09000000000003,320.425,322.135,317.725,316.25,318.78999999999996,318.125,315.66999999999996,319.81,313.73,316.47,329.93,317.06,312.29,312.67,305.92,306.73,307.78,324.53,302.11,310.95,325.03499999999997,356.785,345.84,327.5,349.0466666666666,363.115,371.2033333333334,386.9766666666667,372.67333333333335,L7
2001-03-15 22:07:52+00:00,280.39,308.79,313.95,320.22,322.62,319.21,322.33,318.9,326.31,319.26,319.81,313.73,316.47,329.93,317.06,312.29,312.67,305.92,306.73,307.78,324.53,302.11,310.95,318.9,355.395,343.445,332.33500000000004,350.94500000000005,386.03,380.875,395.305,389.875,L7
2001-03-24 22:01:59+00:00,280.39,308.79,313.95,320.22,322.62,319.21,322.33,318.9,326.31,319.26,319.81,313.73,316.47,329.93,317.06,312.29,312.67,305.92,306.73,307.78,324.53,302.11,310.95,318.9,355.395,343.445,328.57666666666665,347.21333333333337,368.635,374.0466666666666,390.4433333333333,383.8766666666667,L7
2001-06-03 22:07:16+00:00,280.39,,,,,,,,,,,,,,,,,,,,,,,310.34,354.88,343.61,326.59000000000003,341.77666666666664,365.09666666666664,369.38333333333327,389.1133333333334,380.87999999999994,L7
2001-06-12 22:01:24+00:00,280.39,,,,,,,,,,,,,,,,,,,,,,,314.51,354.205,342.265,331.25333333333333,346.4175,366.8,371.03249999999997,390.295,382.2075,L7
2001-06-19 22:07:29+00:00,280.39,,,,,,,,,,,,,,,,,,,,,,,314.51,354.205,342.265,331.25333333333333,344.924,366.202,366.93199999999996,389.07399999999996,376.65999999999997,L7
2001-12-12 22:06:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.57,358.19,349.05499999999995,380.53499999999997,353.08500000000004,L7
2002-01-06 22:00:31+00:00,,,,,,,,,335.45,307.44,310.36,301.01,311.41,322.08,302.18,,311.44,310.33,304.19,323.16,343.11,310.71,329.75,351.87,,,357.59,343.135,352.57,347.58,382.075,351.7,L7
2002-01-22 22:00:40+00:00,,,,,,,,,335.45,307.44,310.36,301.01,311.41,322.08,302.18,,311.44,310.33,304.19,318.17,338.87,306.525,324.5,344.255,351.36,340.13,353.30999999999995,349.5233333333333,364.0,367.405,391.91333333333336,351.7,L7
2002-03-27 22:00:37+00:00,,,,,,,,,335.45,307.44,310.36,301.01,311.41,322.08,302.18,,311.44,310.33,304.19,318.17,338.87,306.525,318.15333333333336,335.1933333333333,338.055,329.66999999999996,344.55999999999995,349.3275,364.7633333333333,366.1066666666666,388.6325,367.195,L7
2002-04-12 22:00:37+00:00,,,,,,,,,335.45,307.44,310.36,301.01,311.41,322.08,302.18,,311.44,310.33,304.19,318.17,338.87,306.525,318.15333333333336,335.1933333333333,338.055,329.66999999999996,339.3825,348.424,361.435,364.3275,386.576,368.4433333333333,L7
2002-11-13 22:05:54+00:00,,,312.8,314.93,319.67,318.3,309.72,321.1,,325.55,324.31,310.26,299.64,,,,,,,,,,,322.78,356.34,342.56,324.43,349.11,375.28,368.64,390.4,368.72,L7
2003-01-16 22:06:02+00:00,292.31,314.22,319.57,321.405,326.485,320.445,319.73,322.625,332.46,327.41499999999996,326.86,317.91999999999996,312.575,336.66,328.31,321.31,325.82,313.86,313.14,313.57,327.34,312.79,325.34,333.64,363.715,350.78499999999997,336.865,358.045,375.28,375.805,398.865,373.17,L7
2003-04-06 22:06:44+00:00,292.31,314.22,319.57,321.405,326.485,320.445,319.73,322.625,332.46,327.41499999999996,326.86,317.91999999999996,312.575,336.66,328.31,321.31,325.82,313.86,313.14,313.57,327.34,312.79,325.34,333.64,363.715,350.78499999999997,336.865,346.50333333333333,362.835,367.32666666666665,393.3633333333333,369.68333333333334,L7
2003-05-24 22:06:41+00:00,292.31,314.22,326.34,327.88,333.3,322.59,329.74,324.15,332.46,329.28,329.41,325.58,325.51,336.66,328.31,321.31,325.82,313.86,313.14,313.57,327.34,312.79,325.34,331.36,364.01,350.765,336.815,347.98333333333335,365.975,371.58,394.84499999999997,378.50333333333333,L7
2003-08-13 21:48:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,318.22,356.93,342.52,324.33,334.68,358.8766666666667,358.8233333333333,376.53,369.81666666666666,L5
2004-07-30 21:54:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,304.77,331.62,317.63,322.47,342.91,359.3,363.64,381.67,367.77,L5
2004-11-19 21:56:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,304.77,331.62,317.63,320.39,337.58500000000004,353.77,360.42499999999995,379.49,365.72,L5
2005-01-13 22:04:05+00:00,,338.19,333.12,329.31,339.05,323.2,309.46,323.33,341.39,365.0,325.16,317.28,335.85,344.99,331.7,326.66,329.36,324.17,307.67,305.41,320.29,297.71,311.82,318.58,346.805,333.155,327.4166666666667,347.0566666666667,353.77,360.42499999999995,386.38000000000005,374.42,L5
2005-02-07 21:58:15+00:00,,338.19,333.12,329.31,339.05,323.2,309.46,323.33,341.39,365.0,325.16,317.28,335.85,344.99,331.7,326.66,329.36,324.17,307.67,305.41,320.29,297.71,309.805,323.41499999999996,349.15,333.565,329.27,346.32333333333327,351.45000000000005,363.88,386.10999999999996,374.76,L5
2005-02-23 21:58:31+00:00,,338.19,333.12,329.31,339.05,323.2,309.46,323.33,341.39,365.0,325.16,317.28,335.85,344.99,331.7,326.66,329.36,324.17,307.67,305.41,320.29,297.71,309.805,323.41499999999996,349.15,333.565,323.2375,339.66749999999996,348.74,360.85999999999996,382.4825,370.39250000000004,L5
2005-04-03 22:04:40+00:00,,338.19,333.12,329.31,339.05,323.2,309.46,323.33,341.39,365.0,325.16,317.28,335.85,344.99,331.7,326.66,329.36,324.17,307.67,305.41,320.29,297.71,307.88,325.68666666666667,350.77,337.27,325.648,341.506,355.8675,362.08,382.608,368.432,L5
2005-05-30 21:59:15+00:00,,338.19,333.12,329.31,339.05,323.2,309.46,323.33,341.39,365.0,325.16,317.28,335.85,344.99,331.7,326.66,329.36,324.17,307.67,305.41,320.29,297.71,307.88,325.68666666666667,350.77,337.27,327.4825,338.368,352.77250000000004,356.8275,382.20799999999997,367.6,L5
2005-06-06 22:05:29+00:00,,338.19,333.12,329.31,339.05,323.2,309.46,323.33,341.39,365.0,325.16,317.28,335.85,344.99,331.7,326.66,329.36,324.17,307.67,305.41,320.29,297.71,307.88,320.53,348.24,336.4525,324.64,338.2916666666667,353.15,354.188,381.395,365.26,L5
2005-08-25 22:05:41+00:00,,,,,,,,,,,,,,,,,,,,,,,304.03,317.55,348.99,340.24333333333334,325.67,338.61,360.5975,352.9175,380.505,359.30999999999995,L5
2005-09-03 21:59:56+00:00,,,,,,,,,,,,,,,,,,,,,,,304.03,317.55,348.99,340.24333333333334,325.67,333.956,354.61400000000003,348.402,378.17999999999995,356.94199999999995,L5
2005-11-22 22:00:23+00:00,,,,,,,,,,,,,,,,,,,,312.79,335.24,301.7,312.34,315.3933333333334,344.51,336.80333333333334,326.98,334.62,353.254,350.418,379.592,360.788,L5
2006-04-15 22:03:30+00:00,,,,,,,,,,,,,,,,,,,,312.79,335.24,301.7,312.34,323.76,340.57,334.36,339.22,332.59000000000003,355.195,360.79999999999995,381.935,379.82,L5
2006-09-29 22:11:58+00:00,,,,,,,,,,,,,,,,,,,,,316.82,302.61,312.37,318.66,347.25,337.0,,313.0,356.865,345.78,382.125,360.53,L5
2006-10-24 22:06:02+00:00,,,,,,,,,,,,,,,,,,,,,316.82,302.61,312.37,318.66,347.25,337.0,319.67,338.41,363.635,360.58,389.78999999999996,362.17499999999995,L5
2006-11-25 22:06:19+00:00,,,,,,,,,,,,,,,,,,,,,316.82,302.61,312.37,334.54,353.055,337.0,334.885,345.635,362.98333333333335,364.435,385.8866666666666,373.30999999999995,L5
2006-12-11 22:06:28+00:00,,,357.21,367.8,373.74,,,,,385.36,,,,,,,,,,,316.82,302.61,312.37,334.54,353.055,337.0,334.885,345.635,362.98333333333335,364.435,385.8866666666666,373.30999999999995,L5
2007-09-16 22:10:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,312.01,335.75,319.91,316.65,327.1,348.69,343.57,362.0,331.22,L5
2009-01-24 22:02:55+00:00,306.09,318.03,322.49,324.48,316.44,316.34,309.48,311.36,315.86,315.07,326.5,325.09,325.7,340.95,326.78,325.05,334.18,308.51,306.29,314.7,322.93,308.6,312.8,337.5,364.02,354.97,345.92,366.02,386.84,381.03,396.71,370.93,L5
2009-02-02 21:57:22+00:00,306.09,318.03,322.49,324.48,316.44,316.34,309.48,311.36,315.86,315.07,326.5,325.09,325.7,340.95,326.78,325.05,334.18,308.51,306.29,314.7,322.93,308.6,312.8,323.265,348.015,336.925,333.71000000000004,349.395,365.65,374.485,390.14,366.62,L5
2010-11-27 22:07:24+00:00,,,,,,,,307.99,,323.73,313.32,314.14,314.26,329.6,307.92,,,,,,306.87,302.65,313.2,334.41,356.49,343.29,337.05,356.1,377.94,367.3,388.57,364.97,L5
2011-01-07 22:01:44+00:00,,,,,,,,307.99,,323.73,313.32,314.14,314.26,329.6,307.92,,,,,,306.87,302.65,313.2,334.41,356.49,343.29,321.68,340.12,361.41999999999996,360.14,379.935,359.655,L5
2011-03-12 22:01:43+00:00,,,,,,,,307.99,,323.73,313.32,314.14,314.26,329.6,307.92,,,,,309.88,317.78499999999997,301.86,313.885,330.13,349.20000000000005,337.4,327.43,345.2633333333333,364.96000000000004,365.0333333333333,379.935,359.655,L5
2011-04-13 22:01:34+00:00,,,,,,,,307.99,,323.73,313.32,314.14,314.26,329.6,307.92,,,,,309.88,317.78499999999997,301.86,313.885,330.13,349.20000000000005,337.4,325.86,343.3875,361.7025,364.1275,380.8766666666667,365.59,L5
2011-09-04 22:00:27+00:00,,,,,,,,,,,,,,,,,,,,309.88,328.7,301.07,314.57,317.61,338.81,325.43,328.8633333333333,346.4866666666667,361.74333333333334,366.4433333333334,382.76,377.46,L5
2013-05-11 22:19:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,305.5,333.96,322.19,312.98,331.2,350.38,347.13,373.55,346.77,L8
2013-05-20 22:13:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,305.855,326.385,325.575,322.65,338.205,351.56,354.25,377.84000000000003,354.30499999999995,L8
2013-06-28 22:19:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,308.29,333.6433333333334,326.2033333333333,323.5833333333333,342.24666666666667,356.26666666666665,355.6333333333334,378.1933333333333,354.4166666666667,L8
2013-07-07 22:13:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,310.025,334.0425,327.895,327.96500000000003,345.6225,358.7925,359.84,380.605,357.48749999999995,L8
2013-08-08 22:13:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,310.025,334.0425,326.226,328.354,346.27,358.12399999999997,359.62,380.07399999999996,358.27599999999995,L8
2013-08-31 22:19:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,310.025,334.0425,326.226,325.585,344.705,356.72,357.12166666666667,376.8866666666666,354.2083333333333,L8
2013-10-11 22:13:41+00:00,,,,,,,,,,,,,,,,,,,,313.58,331.46,317.67,327.18,316.712,337.46999999999997,329.66833333333335,330.26142857142855,347.8128571428571,360.0014285714286,360.95714285714286,379.75857142857143,357.51714285714286,L8
