dates,satname,nzd0108-0000,nzd0108-0003,nzd0108-0004,nzd0108-0005,nzd0108-0006,nzd0108-0014,nzd0108-0015,nzd0108-0016,nzd0108-0028,nzd0108-0029,nzd0108-0030,nzd0108-0045,nzd0108-0046,nzd0108-0047,nzd0108-0048,nzd0108-0146,nzd0108-0147,nzd0108-0148,nzd0108-0149,nzd0108-0150,nzd0108-0151,nzd0108-0152,nzd0108-0153,nzd0108-0154,nzd0108-0155,nzd0108-0156,nzd0108-0001,nzd0108-0017,nzd0108-0018,nzd0108-0019,nzd0108-0020,nzd0108-0021,nzd0108-0055,nzd0108-0056,nzd0108-0057,nzd0108-0058,nzd0108-0059,nzd0108-0061,nzd0108-0062,nzd0108-0063,nzd0108-0064,nzd0108-0067,nzd0108-0068,nzd0108-0069,nzd0108-0070,nzd0108-0076,nzd0108-0077,nzd0108-0078,nzd0108-0079,nzd0108-0080,nzd0108-0081,nzd0108-0082,nzd0108-0085,nzd0108-0086,nzd0108-0087,nzd0108-0088,nzd0108-0096,nzd0108-0097,nzd0108-0098,nzd0108-0099,nzd0108-0100,nzd0108-0101,nzd0108-0102,nzd0108-0103,nzd0108-0124,nzd0108-0125,nzd0108-0126,nzd0108-0127,nzd0108-0133,nzd0108-0134,nzd0108-0135,nzd0108-0002,nzd0108-0142,nzd0108-0143,nzd0108-0144,nzd0108-0145,nzd0108-0157,nzd0108-0158,nzd0108-0159,nzd0108-0160,nzd0108-0161,nzd0108-0162,nzd0108-0163,nzd0108-0164,nzd0108-0165,nzd0108-0049,nzd0108-0050,nzd0108-0051,nzd0108-0052,nzd0108-0053,nzd0108-0054,nzd0108-0060,nzd0108-0071,nzd0108-0116,nzd0108-0117,nzd0108-0118,nzd0108-0119,nzd0108-0122,nzd0108-0123,nzd0108-0007,nzd0108-0008,nzd0108-0022,nzd0108-0023,nzd0108-0024,nzd0108-0031,nzd0108-0032,nzd0108-0034,nzd0108-0035,nzd0108-0036,nzd0108-0089,nzd0108-0090,nzd0108-0091,nzd0108-0092,nzd0108-0104,nzd0108-0105,nzd0108-0111,nzd0108-0112,nzd0108-0115,nzd0108-0120,nzd0108-0121,nzd0108-0129,nzd0108-0130,nzd0108-0131,nzd0108-0132,nzd0108-0033,nzd0108-0038,nzd0108-0039,nzd0108-0040,nzd0108-0041,nzd0108-0042,nzd0108-0043,nzd0108-0044,nzd0108-0065,nzd0108-0066,nzd0108-0072,nzd0108-0073,nzd0108-0093,nzd0108-0094,nzd0108-0095,nzd0108-0128,nzd0108-0136,nzd0108-0137,nzd0108-0138,nzd0108-0139,nzd0108-0140,nzd0108-0141,nzd0108-0166,nzd0108-0167,nzd0108-0168,nzd0108-0169,nzd0108-0170,nzd0108-0171,nzd0108-0172,nzd0108-0173,nzd0108-0174,nzd0108-0175,nzd0108-0176,nzd0108-0178,nzd0108-0179,nzd0108-0009,nzd0108-0106,nzd0108-0107,nzd0108-0012,nzd0108-0013,nzd0108-0025,nzd0108-0026,nzd0108-0027,nzd0108-0037,nzd0108-0075,nzd0108-0108,nzd0108-0109,nzd0108-0074,nzd0108-0084,nzd0108-0083,nzd0108-0177,nzd0108-0110,nzd0108-0113,nzd0108-0114
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,232.48,243.18,251.46,257.03,271.03,278.21,288.70,292.97,294.29,308.33,310.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.22,247.52,236.84,240.05,319.68,317.57,317.96,325.04,325.58,340.75,342.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.23,215.95,216.20,210.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-14 21:54:07.355000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,248.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.72,321.58,282.49,246.97,296.31,294.93,309.45,314.05,327.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.47,312.62,315.41,303.71,323.22,322.48,332.48,296.59,309.68,313.80,302.69,,,,,,,,,,,,,,,,,,,,,
2004-07-30 21:54:28.143000,L5,,,,,,,,,,,,,,,,330.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.21,268.45,258.55,278.05,,,,,272.50,284.76,301.37,315.84,294.70,,,,,,,,,273.67,304.26,282.31,,,,,,,,,,,,,,,,,,,,,,255.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.10,327.44,312.20,306.46,294.38,311.80,312.21,274.44,253.64,256.89,257.80,,286.56,337.24,,,,,,,,,,,,,,,,,,,258.36
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,235.11,242.56,256.14,258.72,275.21,287.20,295.77,303.77,308.55,315.50,315.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.35,240.34,222.16,229.24,317.60,320.96,320.65,315.25,316.04,327.72,337.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.37,289.00,307.60,,,,,,,,,,,,,,,,,,,,,
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,229.10,239.37,251.27,256.73,275.93,288.38,308.97,248.50,,307.89,304.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.13,224.06,225.69,312.03,293.74,287.66,315.13,319.12,326.85,332.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.08,364.60,260.65,285.06,,,,,,,,,,,,,,,,,,,,,
2004-11-19 21:56:55.269000,L5,,,,,,,,,,,,,,,,242.23,250.75,269.56,274.23,286.81,291.78,297.14,306.11,310.11,303.42,302.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.72,237.06,226.30,234.17,310.93,309.60,311.38,314.74,319.51,330.42,348.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-07 21:58:15.209000,L5,,,,,,,,,,,,,,,,241.17,250.29,258.39,263.33,278.49,269.31,283.75,283.08,291.35,297.69,294.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.53,249.53,231.94,238.23,298.04,297.18,293.00,308.60,315.99,332.88,338.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 21:58:31.621000,L5,,,,,,,,,,,,,,,,240.61,251.14,259.73,266.68,281.98,281.11,292.20,299.13,299.87,300.34,305.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.56,225.32,234.69,304.45,309.49,291.28,306.88,314.52,324.85,329.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.21,296.34,251.79,277.75,,,,,,,,,,,,,,,,,,,,,
2005-03-11 21:58:44.158000,L5,,,,,,,,,,,,,,,,268.83,270.82,267.99,277.33,292.65,296.43,308.01,324.78,331.11,339.02,346.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.38,260.39,264.49,270.99,337.84,340.41,346.68,336.19,332.67,349.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.02,220.79,214.34,221.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-27 21:58:51.619000,L5,,,,,,,,,,,,,,,,289.21,287.14,281.83,296.74,320.51,344.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.09,259.08,272.70,278.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.69,227.57,,,,,,218.23,226.59,223.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-12 21:58:55.193000,L5,,,,,,,,,,,,,,,,241.95,245.11,253.02,259.08,273.54,271.06,262.27,289.15,296.34,232.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.78,223.60,224.44,,255.81,260.99,280.28,301.06,315.02,329.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,,,306.46,318.99,318.14,312.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.20,,,391.59,312.06,296.27,243.23,,260.88,261.59,274.64,264.28,,,302.77,246.97,286.32,322.06,322.91,,,,,,,,,,,,,,335.07,256.03,258.04,,,,,,,,,,,,,,,,,,,,244.82,294.42,331.94,309.12,279.16,294.61,,,,,,,,,,,,,,,,318.53,,,,,305.14,324.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-03 21:59:56.285000,L5,,,,,,,,,,,,,,,,259.19,262.38,279.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.59,221.28,327.26,324.33,281.22,303.52,313.99,339.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-19 21:59:56.928000,L5,,,,,,,,,,,,,,,,245.25,258.03,254.14,266.33,277.46,282.18,288.54,306.22,314.85,330.87,338.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.76,262.78,226.17,225.70,331.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.46,217.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,315.33,335.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.54,264.59,273.42,,286.46,284.02,287.20,299.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.12,250.26,245.56,,,,,,,,,,,,,,,,,264.40,266.33,279.10,293.18,303.91,303.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-15 22:03:30.798000,L5,,,,,,,,,,,,,,,,265.71,273.11,256.94,291.95,302.23,302.05,308.18,320.74,321.13,315.02,266.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.33,208.50,216.92,312.84,329.67,291.53,303.55,315.53,341.31,344.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-02 22:04:12.415000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.36,260.51,274.21,297.34,315.15,294.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.86,290.52,307.48,296.97,309.44,328.14,326.07,268.61,279.50,266.82,284.05,,,,,,,,,,,,,,,,,,,,,
2006-07-04 22:04:41.660000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.16,233.34,253.12,284.23,261.56,258.55,254.80,,,,,,,,332.71,329.62,334.27,291.66,311.26,327.81,337.95,,,,,,,,,,,,,248.74,240.88,,,,,,,,,,,,,,,,,,,,,,323.39,300.20,276.02,250.50,,,,,,,,,,,,,,,,277.54,,,,304.35,332.26,273.70,336.76,334.55,325.92,336.60,338.59,331.39,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-21 22:05:19.629000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.27,346.79,,,,,,,,,,,,,,347.72,276.33,,,,,,,,,292.24,295.32,276.74,287.78,283.35,302.85,319.61,318.73,304.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.11,,,,,,,,,,,,,,,,,,,287.58,,,,,,,338.52,312.69,316.83,302.41,312.41,366.47,,267.26,285.28,274.13,285.54,,,,,,,,,,,,,,,,246.61,216.81,,,,
2006-10-24 22:06:02.805000,L5,,,,,,,,,,,,,,,,239.13,248.44,256.19,261.82,275.16,283.77,292.66,300.80,299.82,305.89,300.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.24,239.27,227.77,236.16,304.87,309.44,319.39,314.10,312.54,334.61,341.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.14,283.07,305.23,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,228.66,241.54,251.77,257.36,268.15,277.15,289.79,296.47,298.76,306.32,298.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.25,218.32,216.66,300.28,310.87,305.18,299.45,309.37,328.49,332.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.96,293.91,280.69,286.62,,,,,,,,,,,,,,,,,,,,,
2007-09-25 22:04:48.945000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.85,296.11,285.56,,333.42,,,,,,,,,,,,,,,,,,,,,,246.22,256.99,250.27,,,,,,,,,,,,,,,,,,,,,,352.70,,,,,,,,,,,,,,,,,,,,,,241.34,278.62,287.28,296.60,318.41,298.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-29 21:55:24.451000,L5,,,,,,,,,,,,,,,,264.70,274.59,277.63,287.58,300.23,307.01,318.90,329.82,327.33,335.41,342.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.63,261.36,253.29,260.20,343.28,345.75,351.10,352.48,339.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.79,226.90,235.16,240.01,240.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,303.11,313.57,298.82,306.82,309.24,328.63,,,306.03,303.23,292.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.82,318.52,257.41,,,,,,,,247.58,278.29,271.10,,294.71,293.74,308.04,292.97,297.73,306.95,318.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.00,231.11,,,,,,,,,,,,,,,,,274.75,256.50,267.37,217.88,243.89,263.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-21 22:02:44.773000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.35,261.20,300.09,304.36,311.65,332.60,323.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,316.23,324.95,333.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.47,240.43,241.43,,288.27,296.81,303.86,304.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.83,239.41,232.96,,,,,,,,,,,,,,,,,233.77,238.00,249.98,268.25,281.81,283.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:01:43.554000,L5,,,,,,,,,,,,,,,,228.89,235.99,245.30,257.70,266.97,267.85,269.52,287.69,299.17,303.98,285.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.31,191.37,209.09,296.51,307.41,293.23,295.66,307.41,321.77,328.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.25,290.09,292.73,288.59,,,,,,,,,,,,,,,,,,,,,
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.82,297.48,272.37,292.45,280.40,280.50,313.21,310.41,284.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.49,315.77,316.94,294.45,306.69,338.03,,267.62,285.98,283.36,284.21,,,,,,,,,,,,,,,,,,,,,
2011-09-04 22:00:27.603000,L5,,,,,,,,,,,,,,,,236.97,227.31,239.32,265.40,264.12,327.59,331.91,302.37,,322.78,334.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.97,320.64,318.25,213.56,348.59,305.20,278.59,287.18,289.69,313.79,325.24,317.52,298.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.81,316.70,284.87,292.87,252.26,,340.49,327.07,326.27,310.49,312.19,348.48,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,302.02,300.11,302.02,251.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.17,306.67,251.96,251.10,251.63,284.74,307.15,314.23,308.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.75,309.04,309.84,297.29,310.28,,337.75,284.97,257.28,285.54,311.07,,,,,,,,,,,,,,,,,,,,,
2013-06-05 22:13:51.261000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.44,289.22,224.78,288.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.47,,,,,,,263.40,251.70,275.20,,,,,,,,,,,,,,,,,,,,,,
2013-08-08 22:13:49.700000,L8,,,,,,,,,,,,,,,,,,,,,,,295.36,293.68,295.50,244.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.14,315.83,290.62,322.25,,338.92,260.37,255.93,282.66,313.31,,,,,,,,,,,,,,,,,,,,,
2013-09-09 22:13:49.699000,L8,,,,,,,,,,,,,,,,,,254.05,260.68,267.51,275.18,281.72,288.00,295.76,300.80,295.66,,,,,,,,,,,,,,,,,,,,301.06,264.71,,,,,,,,,,347.78,,,,,,,,,,,,,,,,,,,,332.47,324.87,,,,,,,312.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.35,237.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.89,,,247.81,,,,,,
2013-09-25 22:13:41.239000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.79,220.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.22,338.81,339.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:13:41.596000,L8,,,,,,,,,,,,,,,,230.21,255.68,262.17,266.89,274.01,277.79,283.91,295.06,298.30,302.14,299.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.10,232.59,231.23,239.54,305.59,306.11,311.67,316.67,325.21,331.00,337.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.26,,,,,300.93,,
2013-10-27 22:13:31.854000,L8,,,,,,,,,,,,,,,,306.93,337.48,331.61,333.16,334.27,345.80,345.29,324.09,338.27,314.92,317.71,,,,,,,,,,,,,,,,303.52,319.53,253.66,,,,253.32,321.38,292.54,,,,,,,,,,,,,,,,,,,,,,,319.67,262.09,245.34,251.78,313.78,316.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.30,304.88,,,,,,,,266.53,267.39,283.46,298.60,295.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,,,,,,251.63,260.25,265.54,267.19,275.77,279.25,289.67,296.88,299.85,305.29,305.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.99,253.18,230.67,240.65,308.00,310.84,316.15,319.25,331.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28 22:13:25.971000,L8,,,,,,,,,,,,,,,,244.11,261.09,273.67,269.54,280.56,285.16,291.51,298.65,301.93,308.37,308.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.28,238.29,234.43,247.15,310.23,312.89,317.20,317.09,346.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-14 22:13:21.591000,L8,,,,,,,,,,,,,,,,310.06,323.13,333.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.97,251.10,246.55,,,,,,,,,,,,,,,,,,,,,248.96,244.75,253.45,,298.78,304.25,297.41,297.73,,,,,,,,,,,,,,,,,,,,325.03,281.87,,,,,,,,,,,,,,,,,,,,,,,,239.21,241.54,245.68,255.44,,,,,,,,,,,,,,,,,262.86,254.93,263.50,285.62,288.35,287.31,,,,,,,,,,,,,,,,,,,,,,,232.67,,,227.54,,,,,,
2013-12-30 22:13:13.343000,L8,,,,,,,,,,,,,,,,234.32,262.04,265.33,266.53,275.24,281.18,285.87,293.83,299.08,305.27,303.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.30,235.87,236.30,240.58,305.57,307.84,312.83,315.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31 22:12:52.806000,L8,,,,,,,,,,,,,,,,273.34,275.95,288.16,308.71,321.53,301.27,311.93,315.56,328.79,313.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.46,295.23,284.54,274.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.28,365.39,349.81,,,,,,,,,,,,228.90,228.36,229.70,241.81,245.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:12:13.789000,L8,,,,,,,,,,,,,,,,,,,,,,,,294.40,313.43,306.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.07,307.30,238.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21 22:11:42.175000,L8,,,,,,,,,,,,,,,,,,260.90,270.09,269.28,274.47,288.74,296.30,298.25,308.77,313.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.26,308.37,322.03,326.70,314.87,322.34,348.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.91,337.16,343.76,,,,,,,,,,,,,,,,,,,,,,
2014-05-07 22:11:26.052000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.43,280.58,256.32,283.48,303.97,,,,,,,,,,,,,,,,,,,,,
2014-10-14 22:12:02.705000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.74,332.12,338.00,,,,,,,,,,,,,,,,,255.05,327.10,267.39,279.95,,,,235.92,235.60,,,287.08,274.83,295.19,,273.56,288.77,,,,,,,,,,,,,,,,,,,,,,,,237.63,233.73,,,,,,288.81,287.85,316.19,328.26,,,,,,,,,,,315.76,232.59,,,308.93,268.81,295.82,,,,,,,,,,,,,,,,295.78,279.57,270.58,270.02,261.52,261.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:12:00.318000,L8,,,,,,,,,,,,361.43,355.02,371.01,,334.53,325.18,324.80,322.06,324.87,328.38,340.42,311.39,327.77,341.36,324.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.45,287.45,242.10,250.96,342.36,322.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.35,267.80,281.69,,336.38,,,,,,,,,,,248.02,253.78,214.17,246.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 22:11:50.958000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.29,352.86,346.80,367.67,283.94,,,,,,,304.32,,,,,,,,,,,,,,,,,276.11,305.45,295.39,,,,,,,,,,,,,,,,,333.14,307.16,289.59,295.01,,,,,,,,,,,,,,,,,,,,,,,307.24,186.71,,,,,,,,252.49,243.40,,,,,,,,,311.10,356.59,,,,,,,322.43,281.21,312.72,,,,,,,,,,,,,,,,,,227.86,234.09,,,,,,,,,,,,318.97,,,,
