dates,nzd0108-0000,nzd0108-0003,nzd0108-0004,nzd0108-0005,nzd0108-0006,nzd0108-0014,nzd0108-0015,nzd0108-0016,nzd0108-0028,nzd0108-0029,nzd0108-0030,nzd0108-0045,nzd0108-0046,nzd0108-0047,nzd0108-0048,nzd0108-0146,nzd0108-0147,nzd0108-0148,nzd0108-0149,nzd0108-0150,nzd0108-0151,nzd0108-0152,nzd0108-0153,nzd0108-0154,nzd0108-0155,nzd0108-0156,nzd0108-0001,nzd0108-0017,nzd0108-0018,nzd0108-0019,nzd0108-0020,nzd0108-0021,nzd0108-0055,nzd0108-0056,nzd0108-0057,nzd0108-0058,nzd0108-0059,nzd0108-0061,nzd0108-0062,nzd0108-0063,nzd0108-0064,nzd0108-0067,nzd0108-0068,nzd0108-0069,nzd0108-0070,nzd0108-0076,nzd0108-0077,nzd0108-0078,nzd0108-0079,nzd0108-0080,nzd0108-0081,nzd0108-0082,nzd0108-0085,nzd0108-0086,nzd0108-0087,nzd0108-0088,nzd0108-0096,nzd0108-0097,nzd0108-0098,nzd0108-0099,nzd0108-0100,nzd0108-0101,nzd0108-0102,nzd0108-0103,nzd0108-0124,nzd0108-0125,nzd0108-0126,nzd0108-0127,nzd0108-0133,nzd0108-0134,nzd0108-0135,nzd0108-0002,nzd0108-0142,nzd0108-0143,nzd0108-0144,nzd0108-0145,nzd0108-0157,nzd0108-0158,nzd0108-0159,nzd0108-0160,nzd0108-0161,nzd0108-0162,nzd0108-0163,nzd0108-0164,nzd0108-0165,nzd0108-0049,nzd0108-0050,nzd0108-0051,nzd0108-0052,nzd0108-0053,nzd0108-0054,nzd0108-0060,nzd0108-0071,nzd0108-0116,nzd0108-0117,nzd0108-0118,nzd0108-0119,nzd0108-0122,nzd0108-0123,nzd0108-0007,nzd0108-0008,nzd0108-0022,nzd0108-0023,nzd0108-0024,nzd0108-0031,nzd0108-0032,nzd0108-0034,nzd0108-0035,nzd0108-0036,nzd0108-0089,nzd0108-0090,nzd0108-0091,nzd0108-0092,nzd0108-0104,nzd0108-0105,nzd0108-0111,nzd0108-0112,nzd0108-0115,nzd0108-0120,nzd0108-0121,nzd0108-0129,nzd0108-0130,nzd0108-0131,nzd0108-0132,nzd0108-0033,nzd0108-0038,nzd0108-0039,nzd0108-0040,nzd0108-0041,nzd0108-0042,nzd0108-0043,nzd0108-0044,nzd0108-0065,nzd0108-0066,nzd0108-0072,nzd0108-0073,nzd0108-0093,nzd0108-0094,nzd0108-0095,nzd0108-0128,nzd0108-0136,nzd0108-0137,nzd0108-0138,nzd0108-0139,nzd0108-0140,nzd0108-0141,nzd0108-0166,nzd0108-0167,nzd0108-0168,nzd0108-0169,nzd0108-0170,nzd0108-0171,nzd0108-0172,nzd0108-0173,nzd0108-0174,nzd0108-0175,nzd0108-0176,nzd0108-0178,nzd0108-0179,nzd0108-0009,nzd0108-0106,nzd0108-0107,nzd0108-0012,nzd0108-0013,nzd0108-0025,nzd0108-0026,nzd0108-0027,nzd0108-0037,nzd0108-0075,nzd0108-0108,nzd0108-0109,nzd0108-0074,nzd0108-0084,nzd0108-0083,nzd0108-0177,nzd0108-0110,nzd0108-0113,nzd0108-0114,satname
2021-04-24 22:11:25+00:00,,,,,,,,,,,,,,,,232.73250000000002,251.63666666666666,262.17333333333335,266.80333333333334,273.33,276.2233333333333,281.71999999999997,289.1225,299.6333333333334,303.88000000000005,299.15000000000003,,,,,,,,,,259.42,311.47,,333.26,,,,,,,239.35,254.41,204.86,,,,,,,,,,311.93,307.72,,,,,,,,,,,,,,213.44,230.41666666666666,232.78,235.2625,305.36500000000007,309.94,307.98,311.22,300.71000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.99,276.67,,,,,,,,,,,,,,,,,,,,,,,,,276.49,291.3,,,,,253.54,273.19,300.72,,,,,,,,,,,,,,,,,,,,,,,233.89,,,254.68,,,,,,,L8
2021-06-11 22:11:38+00:00,,,,,,,,,,,,,,,,232.73250000000002,251.63666666666666,262.17333333333335,266.80333333333334,273.33,276.2233333333333,281.71999999999997,289.1225,299.6333333333334,303.88000000000005,299.15000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.44,230.41666666666666,232.78,235.2625,305.36500000000007,309.94,307.98,311.22,288.875,272.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2021-10-17 22:12:14+00:00,,,,,,,,,,,,,,,,235.01,252.04,265.71,266.26,271.96000000000004,279.31,279.91,290.725,301.31,303.82,299.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.92,233.1,234.745,234.535,307.73,309.35,310.19,313.36,267.41999999999996,300.88,332.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2021-11-18 22:12:08+00:00,,,,,,,,,,,,,,,,231.06,252.04,265.71,266.26,275.35,279.31,279.91,289.4,301.31,303.82,299.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.15,,254.6,243.77,228.33,,211.92,233.1,230.3,238.23,307.73,309.35,310.19,313.36,253.37,300.88,332.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.62,324.72,,,,,235.25,262.12,,,,,,,,,,,,,,,,,,248.8,266.4,274.5,283.88,275.01,286.9,,,,,,,,,,,,,,,,,,,,,,,,,254.61,,,,,256.23,,,L8
2022-02-14 22:12:01+00:00,,,,,,,,,,,,,,,,230.76,250.83499999999998,265.455,267.74,276.88,280.095,280.79,288.575,301.20500000000004,305.88,299.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.15,,254.6,243.77,228.33,,211.92,232.57,231.73000000000002,239.175,306.96000000000004,310.795,310.58500000000004,313.95000000000005,,329.27,331.71500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.62,324.72,,,,,235.25,262.12,,,,,,,,,,,,,,,,,,248.8,266.4,274.5,283.88,275.01,286.9,,,,,,,,,,,,,,,,,,,,,,,,,254.61,,,,,256.23,,,L9
2022-05-05 22:11:31+00:00,,,,,,,,,,,,,,,,237.945,249.63,265.2,269.22,278.41,280.88,290.96500000000003,294.90999999999997,301.675,307.005,313.08500000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.15,,254.6,243.77,228.33,,236.59,227.055,228.78,235.3,312.91499999999996,310.98,317.165,319.485,260.82,310.51,330.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.62,324.72,,,,,235.25,262.12,,,,,,,,,,,,,,,,,,248.8,266.4,274.5,283.88,275.01,286.9,,317.54,319.71,313.75,323.01,,,292.97,,,,,,,,,,,,,,,,,254.61,,,,,256.23,,,L9
2022-09-10 22:12:03+00:00,,,,,,,,,,,,,,,,245.43,,,,,,300.26,302.07,302.25,306.07,326.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.22,230.04,243.25,,236.59,222.07,224.4,230.48,319.64,309.72,323.35,324.43,260.82,291.82,,,,,,,,,,,,,,,,,286.13,,,,,,,,,,,,,,,,,231.39,,,,,259.15,305.36,,228.44,,,,,,,,,,,,,,,,,254.82,263.12,264.23,261.96,288.33,,,317.54,319.71,313.75,323.01,,,292.97,,,,,,,,,,,,,,,,,,,,,,277.84,,,L9
2023-02-25 22:11:52+00:00,,,,,,,,,,,,,,,,236.82,233.03,261.35,267.55,273.59,275.68,279.26,284.78,294.34,299.94,297.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.22,230.04,243.25,,,226.19,226.93,232.98,304.23,301.55,306.17,,,,,,,,,,,,,,,,,,,,286.13,,,,,,,,,,,,,,,,,231.39,,,,,259.15,305.36,,228.44,,,,,,,,,,,,,,,,,254.82,263.12,264.23,261.96,288.33,,,,,,,,,307.04,311.62,,,,,,,,,,,,,,,,,,,,,277.84,,,L8
2023-05-24 22:11:17+00:00,,,,,,,,,,,,,,,,236.82,233.03,261.35,267.55,273.59,275.68,279.26,284.78,294.34,299.94,297.55,,,,,,,,,,,,,,,,,,,,286.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.19,226.93,232.98,304.23,301.55,306.17,,259.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.04,311.62,,,,,,,,,,,,,,,,,,,,,,,,L9
2023-06-09 22:11:12+00:00,,,,,,,,,,,,,,,,236.82,233.03,261.35,267.55,273.59,275.68,279.26,284.78,294.34,299.94,297.55,,,,,,,,,,,,,,,,,,,,286.43,,,,,,,,,,,,,,,,,,,249.51,249.85,,,,,,,265.72,247.65,236.805,236.755,304.23,301.55,306.17,,272.79499999999996,,,,306.71,,,,,,,,,,,,,226.44,,,,,,,,,,,,,,,,,,,,,,230.33,,,,,,,,,,,,,,,,,,,,,,,,,,258.64,,302.4,316.31,310.47,320.81,,,307.04,311.62,,,,,,,,,,,,,,,,,,,,,,,,L9
2023-07-27 22:11:26+00:00,,,,,,,,,,,,,,,,236.82,233.03,261.35,267.55,273.59,275.68,279.26,284.78,294.34,299.94,297.55,,,,,,,,,,,,,,,,,,,,286.43,,,,,,,,,,,,,,,,,,,249.51,249.85,,,,,,,265.72,247.65,244.07666666666668,236.755,304.23,301.55,306.17,,264.8933333333333,,,,306.71,,,,,,,,,,,,,226.44,,,,,,,,,,,,,,,,,,,,,,230.33,,,,,,,,,,,,,,,,,,,,,,,,,,258.64,,302.4,316.31,310.47,304.91499999999996,,,307.04,311.62,283.44,,,,,,,,,,,,,,,,,,,,,,,L9
2023-08-28 22:11:44+00:00,,,,,,,,,,,,,,,,,281.88,261.57,272.69,282.14,,,293.35,307.17,308.63,,,,,,,,,,,,,,,,,,,,,286.43,,,,,,,,,,,,,,,,,,,249.51,249.85,,,,241.86,226.56,,269.13,278.95500000000004,257.23,254.67000000000002,,,,,264.8933333333333,,,,306.71,,,,,,,,,,,,238.02,246.615,290.67,,,,,291.34,,,,,,,,,,,,,,,238.94,236.775,,,,,,,,,,,,,,,,,,,,,239.72,,,,,258.64,,302.4,316.31,310.47,304.91499999999996,,,,,283.44,,,,,,,,,,306.08,,,,,,,,,,,,,L9
2023-10-15 22:12:03+00:00,,,,,,,,,,,,,,,,280.17,281.88,261.57,272.69,283.455,292.16,,293.35,307.17,308.63,,,,,,,,,,,,,,,,,,,,,286.43,,,,,,,,,,,,,,,,,,,249.51,249.85,,,,241.86,226.56,,269.13,280.29333333333335,262.5075,258.25333333333333,,,,,264.8933333333333,,,,306.71,,,,,,,,,,,,238.02,246.615,290.67,,,,,291.34,,,,,,,,,,,,,,,238.94,236.775,,,,,,,,,,,,,,,,,,,,,239.72,,227.86,226.39,,263.54999999999995,,302.4,316.31,310.47,304.91499999999996,,,,,283.44,,,,,,,,,,306.08,,,,,,,,,,,,,L9
2024-02-12 22:11:54+00:00,,,,,,,,,,,,,,,,280.17,281.88,259.095,265.59000000000003,277.6033333333333,281.13,275.54,287.97,298.96500000000003,303.22,295.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.86,226.56,,272.54,285.88500000000005,272.365,267.115,296.39,299.69,301.66,303.72,305.55,319.08,,,,,,,,,,,,,,,238.02,266.79,290.67,,,,,291.34,,,,,,,,,,,,,,,238.94,243.22,,,,,,,,,,,,,,,,,,,,,239.72,,227.86,226.39,,268.46,,,,,,,,246.82,253.38,285.31,291.72,,,,,,,,,306.08,,,,,,,,,,,,,L8
2024-02-20 22:11:56+00:00,,,,,,,,,,,,,,,,278.385,273.99,263.41,269.0733333333333,278.48,282.81666666666666,275.54,290.84999999999997,302.54,306.50333333333333,301.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.86,226.56,,260.98,286.41333333333336,261.18,258.8333333333333,302.205,302.005,303.99,303.72,305.55,319.08,,,,,,,,,,,,,,,238.02,266.79,290.67,,,,,291.34,,,,,,,,,,,,,,,238.94,243.22,,,,,,,,,,,,,,,,,,,,,239.72,,227.86,226.39,,242.505,,,,,,,,246.82,253.38,285.31,291.72,,,,,,,,268.19,319.58,,,,,,,,,,,,,L9
2024-02-28 22:11:48+00:00,,,,,,,,,,,,,,,,279.00333333333333,268.59000000000003,268.4466666666667,270.3,278.4675,282.81666666666666,275.54,289.59999999999997,300.225,305.44,301.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,240.675,272.89000000000004,253.10666666666665,251.1833333333333,302.205,302.005,303.99,303.72,305.55,319.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.25,,,,,233.01,240.39,226.39,269.42,246.63,,,,,,,,246.82,253.38,285.31,291.72,,,,,,,,268.19,333.08,,,,,,,,,,,,,L8
2024-03-07 22:12:00+00:00,,,,,,,,,,,,,,,,279.1325,263.8966666666667,268.035,270.2975,277.802,282.7025,280.32000000000005,290.55333333333334,301.5833333333333,306.5133333333333,302.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,232.7266666666667,262.1725,247.78249999999997,247.34,302.95666666666665,304.70666666666665,307.00333333333333,309.055,310.52500000000003,323.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.25,,,,,233.01,240.39,226.39,269.42,246.63,,,,,,,,246.82,253.38,285.31,291.72,,,,,,,,268.19,333.08,,,,,,,,,,,,,L9
2024-03-23 22:11:55+00:00,,,,,,,,,,,,,,,,268.908,251.7475,264.576,266.90999999999997,274.40333333333336,279.12800000000004,276.47333333333336,287.72,299.68,304.2425,299.8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,228.9725,262.1725,252.2,245.67399999999998,301.7125,303.6725,305.8875,307.1433333333334,306.3933333333334,324.91333333333336,324.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.52,342.04,320.67,,,,,,,,,286.25,,,,,233.01,240.39,226.39,269.42,246.63,,,,,,,,246.82,253.38,285.31,291.72,,,,,,,,268.19,333.08,,338.7,,,,,,,,,,,L9
2024-04-16 22:11:19+00:00,,,,,,,,,,,,,,,,261.904,244.16199999999998,263.8866666666667,266.3183333333333,271.59499999999997,275.44,278.7875,287.04,299.5,304.06,299.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,228.9725,247.01250000000002,243.474,238.84199999999996,301.81,303.81399999999996,305.8875,307.1433333333334,301.6075,324.91333333333336,324.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.52,342.04,320.67,,,,,,,,,286.25,,,,,233.01,252.92,,269.42,235.715,,,,,,,,264.69,253.38,285.31,291.72,,,,,,,,268.19,333.08,,338.7,,,,,,,,,,,L8
2024-05-02 22:11:08+00:00,,,,,,,,,,,,,,,,261.904,244.16199999999998,263.8866666666667,266.3183333333333,271.59499999999997,275.44,278.7875,288.415,299.4266666666667,303.50666666666666,301.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,228.9725,247.01250000000002,243.474,238.84199999999996,303.05,303.66833333333335,305.8875,305.505,292.68600000000004,324.91333333333336,315.01,311.92,304.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.52,342.04,320.67,,,,,,,,,286.25,,,,,233.01,252.92,,269.42,235.715,,295.53,294.69,293.01,312.75,,,270.41333333333336,257.41999999999996,291.725,291.72,,,,,,,,268.19,333.08,,338.7,,,,,,,,,,,L8
2024-07-21 22:11:24+00:00,,,,,,,,,,,,,,,,261.904,239.50666666666666,263.8866666666667,266.3183333333333,271.59499999999997,275.44,278.7875,288.415,299.4266666666667,303.50666666666666,301.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,228.9725,247.01250000000002,237.5,238.84199999999996,303.05,303.68142857142857,305.8875,305.505,286.89000000000004,324.91333333333336,315.01,311.92,304.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.52,342.04,320.67,,,,,,,,,286.25,,,,,233.01,252.92,,269.42,235.715,,295.53,294.69,293.01,312.75,,,270.41333333333336,261.68333333333334,291.725,291.72,,,,,,,,268.19,333.08,,338.7,,,,,,,,,,,L8
2024-08-06 22:11:21+00:00,,,,,,,,,,,,,,,,261.904,239.50666666666666,263.8866666666667,266.3183333333333,271.59499999999997,275.44,278.7875,288.415,299.4266666666667,303.50666666666666,301.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,228.9725,247.01250000000002,237.5,238.84199999999996,303.05,303.68142857142857,305.8875,305.505,286.89000000000004,324.91333333333336,315.01,311.92,304.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.28,263.87,,,,,,342.52,342.04,320.67,,,,,,,,,286.25,,,,,233.01,242.565,,269.42,248.14666666666668,,295.53,294.69,293.01,312.75,,,270.41333333333336,261.68333333333334,291.725,291.72,,,,,,,,268.19,333.08,,338.7,,,,,,,,,,,L8
2024-08-22 22:11:34+00:00,,,,,,,,,,,,,,,,258.23,234.18800000000002,262.31800000000004,265.845,270.78200000000004,274.91,281.90500000000003,288.55,299.578,302.974,302.62199999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.14,281.17,294.83,,,,,,,,,,,222.93,231.95999999999998,237.91666666666666,237.98499999999996,304.508,305.05833333333334,311.06,306.09999999999997,283.158,327.83000000000004,315.01,311.92,304.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.28,263.87,,,,,,342.52,342.04,320.67,,,,,,,,,286.25,,,,,233.01,242.565,,269.42,263.94500000000005,,295.53,294.69,293.01,312.75,,,282.21000000000004,265.835,298.14,,,,,,,,,,,,338.7,,,,,,,,,,,L8
2024-09-23 22:11:42+00:00,,,,,,,,,,,,,,,,245.15,215.02499999999998,258.68500000000006,263.36,269.63500000000005,276.225,286.87,290.3566666666667,299.8733333333333,302.9266666666667,305.74333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.12,289.7,,,225.25,224.795,227.88333333333333,231.26,306.70000000000005,304.91749999999996,317.61,300.59,267.3866666666667,,305.28,311.92,304.16,,,,281.19,230.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.28,263.87,271.8,269.58,270.18,271.66,,,,,,,,,,,,,,,,,,,232.21,,,273.01,,295.53,294.69,293.01,312.75,,,282.21000000000004,265.835,298.14,,,,,,,,,,,,,,,,,,,,,,,L8
2025-01-05 22:11:55+00:00,,,,296.81,329.56,,,,,,339.76,,,,,,216.23,256.93,,271.35,278.73,288.01,291.46,301.78,304.71,306.16,,,260.84,,291.68,280.02,,,,,255.33,,,,,,289.09,,,,,,,,,,299.14,300.16,304.03,261.31,,,,,,286.87,257.88,,233.22,228.27,,,273.12,289.7,,,225.25,227.26,224.46999999999997,,308.65,306.17499999999995,317.61,,257.91,,,,,,,,293.94,230.26,,,,227.2,242.83,262.27,268.42,228.02,,287.5,365.84,312.63,320.06,318.55,,323.37,,,,310.74,,,,295.31,,210.72,,220.91,256.195,252.10000000000002,262.325,263.48,279.57,271.66,,,,,,,,,,,,,,,,,,,232.21,,,273.01,,,,,,,,,270.21,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-01-21 22:12:01+00:00,,,,296.81,329.56,,,,,,339.76,,,,,235.18,,265.32,275.08,277.78,283.165,290.735,295.56,301.345,304.71,306.16,,,260.84,,291.68,280.02,,,,,255.33,,,,,,289.09,,,,,,,,,,299.14,300.16,304.03,261.31,,,,,,286.87,257.88,,233.22,228.27,,,273.12,289.7,,,222.815,234.33499999999998,240.805,242.22,308.65,308.59,316.555,316.34,,,,,,,,,293.94,230.26,,,,227.2,242.83,262.27,268.42,228.02,,287.5,365.84,312.63,320.06,318.55,,323.37,,,,310.74,,,,295.31,,210.72,,220.91,256.195,252.10000000000002,262.325,263.48,279.57,271.66,,,,,,,,,,,,,,,,,,,232.21,,,273.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-01-29 22:11:52+00:00,,,,296.81,329.56,,,,,,339.76,,,,,235.18,,265.32,275.08,277.78,283.165,290.735,295.56,301.345,304.71,306.16,,,260.84,,291.68,280.02,,,,,255.33,,,,,,289.09,,,,,,,,,,299.14,300.16,304.03,261.31,,,,,,286.87,257.88,221.92,233.22,228.27,,,259.78,273.41499999999996,245.6,,246.25333333333333,234.33499999999998,240.805,261.755,308.65,308.59,316.555,316.34,,,,,,,,,293.94,230.26,,,,237.055,248.26,276.63,268.42,228.02,,287.5,365.84,312.63,320.06,318.55,,323.37,,,,310.74,,,,286.47,230.73,210.72,,220.91,256.195,252.10000000000002,272.9166666666667,252.7733333333333,282.68666666666667,260.42,,,,,,,,,,,,,,,,,,,243.395,279.82,287.83,292.92499999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2025-05-05 22:11:12+00:00,,,,296.81,329.56,,,,,,339.76,,,,,235.18,,273.71,275.08,284.21,287.6,293.46,298.675,299.385,302.89,321.39,,,260.84,,291.68,280.02,,,,,255.33,,,,,,289.09,,,,,,,,,,299.14,300.16,304.03,261.31,,,,,,286.87,257.88,221.92,233.22,228.27,,,246.44,257.13,245.6,,256.755,241.41,240.3,261.755,310.99,305.14,300.03999999999996,316.34,258.53,,308.54,311.81,303.55,,,,306.69,,,,,237.055,248.26,276.63,268.42,228.02,,287.5,365.84,312.63,320.06,318.55,,323.37,,,,310.74,,,,286.47,230.73,210.72,,220.91,263.11,240.33,273.475,244.36999999999998,288.93999999999994,249.18,,,,,,,,,,,,,,,,,,,254.58,279.82,287.83,312.84,,311.4,312.83,295.55,322.64,,,282.4,262.26,,,,,,,,,,,,,,,,,,,,,,,,L8
2025-05-29 22:11:15+00:00,,,,296.81,329.56,,,,,,339.76,,,,,229.145,234.9,270.005,274.46,284.21,287.6,293.46,298.675,299.385,302.89,321.39,,,260.84,,291.68,280.02,,,,,255.33,,,,,,289.09,,,,,,,,,,299.14,300.16,304.03,261.31,,,,,,286.87,257.88,221.92,233.22,228.27,,,246.44,257.13,245.6,,256.755,226.76999999999998,221.685,261.755,309.78499999999997,304.115,295.6433333333334,317.82,268.53,331.28,308.54,311.81,303.55,,,,306.69,,,,,237.055,248.26,276.63,268.42,228.02,,287.5,365.84,312.63,320.06,318.55,,323.37,,,,310.74,,,,286.47,230.73,210.72,,220.91,263.11,240.33,273.475,244.36999999999998,288.93999999999994,249.18,,,,,,,,,,,,,,,,,,,254.58,279.82,287.83,312.84,,330.365,301.49,291.45000000000005,322.64,277.78,,282.4,262.26,,,,,,,,,,,,,,,,,,,,,,,,L9
2025-09-02 22:11:59+00:00,,,,,,,,332.57,,,,,,,,223.11,234.9,266.3,271.78499999999997,274.67,280.27,278.42,292.725,299.655,303.73,308.005,,361.55,258.69,,,,,319.5,,,291.72,,,,,,,,,291.56,,,,,,,292.62,282.45,,266.53,,,,,,,,,,,,,,,,,,212.13,203.07,,308.38666666666666,305.38,295.2133333333333,315.99,279.18333333333334,331.28,308.54,311.81,303.55,,,,,,,261.43,,,,,,,,,,,,,,,,,,264.61,232.61,241.7,,,,,,,,,,,,,,,,,,,,,,,,266.97,,,,,,,,,,,,330.365,301.49,291.45000000000005,322.64,277.78,,282.4,262.26,,,,,,,,,,,,,,251.3,,,270.99,266.58,,,,,,L9
2025-11-05 22:12:10+00:00,,,,,,,,332.57,,,,,,,,223.11,234.9,266.3,271.78499999999997,274.67,280.27,278.42,287.76,301.45,304.57,294.62,,361.55,258.69,,,,,319.5,,,291.72,,,,,,,,,291.56,,,,,,,292.62,282.45,,266.53,,,,,,,,,,,,,243.11,256.58,261.39,,290.16,212.13,203.07,,307.085,305.5,300.53,315.99,289.51,331.28,,,,,,,,,,261.43,,,,,,,,,,,,,,,,,,264.61,232.61,241.7,,,,,,,,,300.06,,,244.07,,,,,,,,,,,,266.97,,,,270.5,228.52,228.61,269.68,249.32,253.44,276.22,,349.33,290.15,287.35,,277.78,,,,,,,,,,,,,,,,,251.3,,,270.99,266.58,,,,,,L9
