dates,satname,nzd0135-0000,nzd0135-0001,nzd0135-0002,nzd0135-0003,nzd0135-0004,nzd0135-0005,nzd0135-0006
1999-08-26 22:04:44.971000,L7,347.47,374.12,368.41,334.15,326.88,324.21,324.20
1999-09-20 21:58:32.521000,L7,314.31,,,,,,
1999-09-27 22:04:48.949000,L7,335.18,361.72,358.05,331.05,339.61,330.02,327.00
1999-10-22 21:58:28.758000,L7,376.63,383.23,380.53,341.20,374.22,341.03,331.88
1999-11-14 22:04:42.286000,L7,330.36,326.47,314.87,325.95,329.49,322.74,318.09
1999-12-25 21:58:52.197000,L7,355.78,350.38,349.85,330.69,339.41,334.75,348.32
2000-02-11 21:58:22.025000,L7,306.59,315.53,318.32,332.42,317.81,311.74,311.67
2000-02-18 22:04:29.218000,L7,369.64,369.87,333.05,343.17,352.44,347.71,332.74
2000-03-30 21:58:09.573000,L7,311.89,,,,,,
2000-05-17 21:58:07.485000,L7,328.16,339.09,328.35,326.90,315.20,321.55,318.01
2000-05-24 22:03:46.662000,L7,,,,,308.06,310.64,346.42
2000-09-13 22:02:26.190000,L7,,,346.61,329.47,350.60,344.61,317.40
2000-09-22 21:56:05.544000,L7,364.46,375.76,345.56,392.45,388.23,341.38,349.66
2000-09-22 21:56:29.431000,L7,368.95,378.60,345.76,393.80,381.01,347.38,349.21
2000-10-15 22:01:56.204000,L7,299.26,342.98,347.56,346.02,353.39,350.55,344.18
2001-01-03 22:02:12.432000,L7,401.27,405.11,402.90,408.99,396.35,404.30,399.06
2001-01-12 21:56:06.772000,L7,,,,323.89,317.18,319.18,309.69
2001-01-12 21:56:30.696000,L7,,,,317.12,301.53,312.67,305.23
2001-02-04 22:02:14.384000,L7,,,,310.79,310.04,316.20,316.08
2001-03-01 21:55:57.624000,L7,356.85,359.18,,316.08,349.21,340.43,354.16
2001-03-01 21:56:21.596000,L7,340.10,356.51,,318.30,348.60,336.72,333.77
2001-03-24 22:01:59.719000,L7,321.74,312.46,,317.07,318.77,315.60,310.99
2001-06-05 21:55:16.607000,L7,,,352.55,332.56,317.80,333.68,314.36
2001-06-05 21:55:40.577000,L7,,,302.64,320.28,312.49,319.37,307.76
2001-08-08 21:55:01.113000,L7,326.44,317.85,327.85,328.26,337.79,322.92,311.07
2001-08-15 22:00:38.680000,L7,352.92,326.48,382.58,339.82,345.56,331.70,324.72
2001-08-24 21:54:24.664000,L7,307.69,324.89,321.61,328.55,330.06,326.21,331.83
2001-08-24 21:54:48.593000,L7,292.35,313.54,304.22,311.96,317.31,307.35,323.55
2001-09-09 21:54:12.928000,L7,318.44,325.85,319.95,328.04,321.29,328.11,356.36
2001-09-25 21:54:04.740000,L7,359.79,376.19,371.53,363.57,363.57,381.28,352.03
2001-09-25 21:54:28.694000,L7,377.04,388.74,385.40,386.27,388.10,393.73,383.34
2001-10-02 22:00:04.650000,L7,,,,,,306.81,312.08
2001-10-11 21:53:46.024000,L7,368.52,381.95,380.14,365.54,377.77,383.95,372.53
2001-10-11 21:54:09.862000,L7,368.33,379.10,379.14,359.59,377.98,381.62,365.16
2001-11-03 22:00:10.954000,L7,345.71,349.96,350.64,338.49,350.23,346.39,348.99
2002-01-22 22:00:40.906000,L7,319.43,316.08,300.45,314.34,310.14,316.65,313.29
2002-01-31 21:54:26.647000,L7,346.64,350.75,352.20,330.30,350.07,327.32,321.62
2002-01-31 21:54:50.570000,L7,315.78,343.94,313.42,328.53,326.33,321.26,355.52
2002-02-16 21:54:54.191000,L7,306.81,298.83,,,,,
2002-05-23 21:54:18.991000,L7,288.88,346.35,322.40,320.55,312.05,309.71,356.82
2002-06-15 22:00:19.658000,L7,342.59,359.16,306.08,320.54,324.82,364.84,322.17
2002-06-24 21:54:04.370000,L7,,317.88,340.19,309.97,,,
2002-07-01 22:00:15.186000,L7,,312.57,309.74,322.97,317.11,323.17,311.89
2002-07-17 22:00:08.747000,L7,290.23,328.54,316.91,320.12,308.72,314.50,304.70
2002-08-27 21:53:36.267000,L7,326.19,372.96,368.03,328.77,317.25,315.69,364.60
2002-09-19 21:59:35.083000,L7,386.35,407.53,402.09,404.80,407.01,407.99,398.33
2002-10-14 21:53:19.813000,L7,371.20,384.99,380.67,355.17,372.37,381.27,369.96
2002-10-14 21:53:43.769000,L7,372.55,385.87,381.08,361.80,373.16,382.75,375.06
2002-11-06 21:59:41.879000,L7,319.97,345.84,330.59,330.20,341.28,331.27,332.37
2002-12-01 21:53:52.985000,L7,382.08,391.15,393.88,386.85,391.39,393.15,386.15
2002-12-01 21:54:16.937000,L7,382.12,394.10,397.42,388.11,397.08,394.46,388.45
2002-12-24 22:00:09.147000,L7,391.56,396.69,386.19,386.48,383.76,384.30,386.44
