dates,nzd0086-0001,nzd0086-0002,nzd0086-0003,nzd0086-0004,nzd0086-0005,nzd0086-0006,nzd0086-0007,nzd0086-0008,nzd0086-0009,nzd0086-0010,nzd0086-0011,nzd0086-0012,nzd0086-0013,nzd0086-0014,nzd0086-0015,nzd0086-0016,nzd0086-0017,nzd0086-0018,nzd0086-0019,nzd0086-0020,satname
1999-09-27 22:04:48+00:00,,,,,,,,,241.55,246.46,236.38,229.29,228.92,212.21,213.88,212.56,219.96,204.47,206.79,214.96,L7
1999-11-14 22:04:42+00:00,,,,,,,,,234.025,245.015,234.51,228.86,226.51,208.42000000000002,215.485,211.695,220.49,206.825,207.435,215.52,L7
2000-01-01 22:04:37+00:00,,,,,,,,,234.025,245.015,234.51,228.86,226.51,208.42000000000002,210.08666666666667,206.78,212.98333333333335,206.825,207.435,215.52,L7
2000-02-18 22:04:29+00:00,,,,,,,,,234.025,245.015,234.51,228.86,221.88,201.2266666666667,208.24,206.495,211.175,204.34,205.09333333333333,213.7266666666667,L7
2000-10-15 22:01:56+00:00,,,,,,,,,,,,,232.84,229.89,220.07,208.81,219.2,205.52,207.54,222.21,L7
2001-01-03 22:02:12+00:00,,,,219.93,235.34,238.39,236.48,226.13,239.15,244.62,238.11,231.05,229.435,225.625,219.015,209.945,218.86,206.39,207.595,218.495,L7
2001-06-12 22:01:24+00:00,,,,221.825,239.9,243.37,243.20499999999998,230.51999999999998,243.255,251.73,238.11,231.05,226.03,221.36,217.96,211.08,218.52,207.26,207.65,214.78,L7
2001-08-15 22:00:38+00:00,150.84,,,223.72,246.93,249.75,253.47499999999997,240.42000000000002,256.435,259.30999999999995,250.62,239.31,236.15,232.28,224.12,214.71,227.6,220.33,217.68,227.26,L7
2001-10-02 22:00:04+00:00,150.84,,,222.12,243.37666666666667,246.17666666666665,249.15666666666664,238.37333333333333,249.5566666666667,254.08,241.825,234.54000000000002,227.59,224.3,219.735,210.04500000000002,220.325,211.07,212.26,220.945,L7
2001-12-05 22:00:18+00:00,150.84,,,222.12,243.37666666666667,246.17666666666665,249.15666666666664,238.37333333333333,246.035,251.48499999999999,238.57000000000002,232.67,228.70000000000002,224.42,219.83666666666667,210.67,220.325,211.07,212.26,220.945,L7
