dates,satname,nzd0086-0001,nzd0086-0002,nzd0086-0003,nzd0086-0004,nzd0086-0005,nzd0086-0006,nzd0086-0007,nzd0086-0008,nzd0086-0009,nzd0086-0010,nzd0086-0011,nzd0086-0012,nzd0086-0013,nzd0086-0014,nzd0086-0015,nzd0086-0016,nzd0086-0017,nzd0086-0018,nzd0086-0019,nzd0086-0020
2014-02-16 22:12:38.819000,L8,,,164.57,227.90,246.24,251.10,251.18,248.19,250.69,253.59,245.41,,225.55,178.34,181.39,243.46,220.34,184.11,205.09,228.37
2014-04-05 22:11:58.702000,L8,,151.59,168.42,231.44,248.54,255.26,255.43,252.95,253.98,256.62,247.10,240.97,234.49,230.25,218.63,219.58,221.39,219.38,223.83,232.27
2014-04-21 22:11:42.175000,L8,,161.16,215.29,236.18,253.04,260.04,258.60,256.94,256.81,259.50,250.49,244.00,237.75,234.50,221.48,220.31,226.78,223.23,226.31,237.19
2014-10-14 22:12:02.705000,L8,,131.38,212.18,228.05,243.22,254.32,254.26,254.33,254.59,259.54,251.20,242.84,241.47,230.92,226.15,219.21,228.02,223.07,226.59,233.27
2015-01-02 22:11:50.958000,L8,,133.34,163.41,228.43,243.90,252.81,250.42,248.01,250.17,254.43,244.70,236.49,234.33,225.94,225.37,219.47,226.08,221.62,223.13,229.92
2015-03-07 22:11:30.209000,L8,,172.31,219.56,233.71,252.84,254.08,259.37,252.48,262.81,258.86,249.95,243.09,236.61,232.63,222.01,228.26,225.38,232.09,223.06,239.56
2015-04-24 22:11:08.401000,L8,,156.74,206.21,230.19,242.59,251.07,254.01,250.20,254.26,256.40,247.50,240.62,236.16,230.43,221.14,221.43,226.29,218.95,222.72,230.92
2015-05-10 22:10:52.487000,L8,,159.96,207.78,231.44,243.26,253.30,255.07,253.75,255.17,258.14,250.49,242.12,237.56,232.15,223.97,223.15,227.41,221.00,227.27,234.43
2015-07-29 22:11:25.856000,L8,,107.23,173.08,227.50,240.67,251.10,254.39,249.99,253.30,257.15,247.65,236.00,236.66,228.40,220.92,218.11,227.57,220.85,224.89,231.58
2015-08-14 22:11:31.426000,L8,,,,,,,234.41,226.17,233.76,235.85,223.38,,,,,,,,,
2015-12-20 22:11:57.501000,L8,,152.88,163.63,227.64,240.73,251.56,250.05,249.07,251.35,254.05,245.01,236.63,231.50,225.50,215.61,216.10,216.93,219.89,224.55,230.58
2016-02-22 22:11:42.580000,L8,,142.02,164.50,229.34,241.93,252.17,251.95,251.27,252.72,256.30,246.17,237.35,234.33,227.21,215.87,217.72,224.69,221.05,222.34,232.03
2016-03-09 22:11:40.902000,L8,,78.22,210.51,231.10,242.87,253.93,255.06,255.16,255.18,258.37,250.64,243.48,240.55,233.37,223.47,223.11,231.82,221.78,227.03,231.78
2016-03-25 22:11:32.353000,L8,,111.53,169.73,227.97,243.28,249.07,251.75,250.04,252.05,256.06,245.25,234.36,232.58,226.39,217.12,216.65,222.59,218.65,222.24,231.24
2016-04-26 22:11:21.230000,L8,,,,218.72,233.89,238.85,238.93,,,,,,,,204.04,205.92,203.47,,,
2016-05-12 22:11:20.683000,L8,,154.81,169.57,230.46,243.69,251.83,253.25,250.50,255.13,256.91,248.47,238.55,238.30,232.39,223.33,220.11,228.53,226.25,228.56,240.24
2016-07-15 22:11:46.335000,L8,,152.92,176.88,233.96,244.32,253.60,254.74,251.60,254.44,259.15,250.69,239.21,238.63,230.69,221.38,219.37,225.93,221.65,226.95,233.36
2016-08-16 22:11:53.694000,L8,,117.73,167.11,227.60,239.43,249.43,250.64,250.24,250.95,255.21,247.86,236.77,235.87,227.98,220.17,217.28,219.72,220.14,225.19,232.83
2016-11-04 22:12:09.415000,L8,,,,,,,,,,,,,,,,,,,203.25,214.87
2016-11-20 22:12:09.409000,L8,,124.29,165.79,226.01,240.01,248.76,247.74,249.11,250.97,254.10,247.56,238.95,236.17,228.37,220.97,221.69,225.58,221.19,222.86,233.39
2016-12-22 22:12:03.110000,L8,,,,,,,,,,,,,,,205.28,208.29,208.87,210.50,211.67,220.10
2017-07-18 22:11:40.412000,L8,,,,,,,,,,,,,221.57,218.56,204.32,211.46,214.53,214.92,211.16,219.45
2017-08-03 22:11:47.949000,L8,,113.67,174.29,231.45,242.24,253.26,254.90,251.73,254.92,257.08,249.30,238.87,237.61,231.91,221.39,220.31,225.78,221.72,225.65,233.78
2017-08-19 22:11:53.133000,L8,,109.56,174.72,229.63,241.77,252.45,254.69,252.46,254.60,256.44,249.30,240.58,237.34,232.61,221.69,219.77,225.92,220.83,225.36,233.55
2017-09-04 22:11:55.578000,L8,,73.89,206.42,234.28,250.17,256.31,263.69,255.17,266.02,266.05,261.33,290.10,,272.78,260.57,257.34,251.60,258.69,232.30,274.72
2018-01-10 22:11:54.118000,L8,,115.74,164.39,226.31,239.38,248.60,247.71,246.17,249.21,250.17,242.74,233.39,230.71,225.06,213.39,217.56,219.13,218.32,221.19,227.22
2018-01-26 22:11:45.215000,L8,,147.95,196.07,229.59,241.87,250.90,249.59,252.35,252.40,253.43,244.32,236.62,236.12,227.17,221.71,224.34,226.39,,,
2018-03-31 22:11:15.901000,L8,,,161.04,227.95,240.00,254.75,251.04,251.21,251.35,254.97,247.35,239.83,235.74,229.73,217.94,218.93,221.39,219.75,223.91,235.62
2018-07-05 22:10:54.795000,L8,,,,,,,234.18,198.25,230.48,220.11,204.19,,,,,,,,,
2018-08-06 22:11:10.291000,L8,,138.25,175.06,231.60,243.82,252.31,254.85,251.97,253.97,256.96,247.47,238.50,239.09,231.43,219.64,220.21,226.86,222.12,226.19,230.50
2018-09-07 22:11:24.397000,L8,,116.20,169.51,228.59,240.26,252.05,253.21,251.34,252.70,255.39,247.90,240.13,238.38,230.71,215.75,218.67,220.50,220.11,224.83,231.32
2019-03-02 22:11:29.304000,L8,,147.40,203.53,230.57,242.94,252.68,253.88,251.62,254.28,255.87,246.69,237.01,231.48,227.05,217.41,219.51,218.28,219.28,224.65,230.91
2019-05-21 22:11:27.314000,L8,,155.16,212.22,231.86,242.83,252.74,254.62,253.58,257.46,257.61,245.78,239.75,238.17,236.82,221.91,225.50,228.17,225.79,223.94,236.80
2019-07-08 22:11:44.725000,L8,,,,221.78,183.59,242.37,225.14,189.83,230.46,,,,,,,,,,,
2019-07-24 22:11:48.987000,L8,,,,,,,234.97,223.71,233.12,233.24,225.34,,,,,,,,,
2019-08-09 22:11:55.358000,L8,,,,,,,234.37,212.73,231.90,232.48,218.40,,,,,,,,,
2020-01-16 22:11:59.041000,L8,,150.97,186.55,228.59,243.33,252.89,252.49,251.19,251.51,255.63,245.68,238.74,231.19,221.47,217.99,223.90,223.55,218.95,222.39,232.33
2020-02-01 22:11:53.781000,L8,,167.10,215.98,232.50,247.57,257.34,257.82,255.86,257.30,262.06,251.97,244.94,239.30,237.77,264.70,229.40,229.19,228.41,230.96,246.48
2020-04-21 22:11:21.823000,L8,,73.24,213.52,236.18,248.50,257.64,256.71,254.93,256.51,260.95,251.10,239.85,237.10,234.13,221.64,226.74,228.65,221.91,229.29,236.66
2020-05-07 22:11:12.613000,L8,,71.35,212.99,232.90,247.18,254.67,256.19,252.58,256.40,258.50,249.04,236.81,238.35,231.01,222.67,220.59,228.58,222.85,228.62,239.58
2020-07-10 22:11:39.723000,L8,,,,,,,237.22,210.81,234.37,239.19,229.44,,,,,,,,,
2020-07-26 22:11:44.648000,L8,,158.78,213.56,236.92,244.49,256.76,258.62,256.14,260.58,259.56,252.29,238.81,239.51,233.72,223.35,227.12,226.34,223.27,226.69,244.36
2020-08-27 22:11:56.368000,L8,,145.27,189.12,230.86,241.46,253.22,253.45,252.32,255.57,258.05,250.85,240.23,238.45,233.78,221.80,223.51,226.71,222.52,225.92,237.30
2020-12-17 22:12:09.375000,L8,,151.91,203.67,227.34,241.24,253.63,250.28,249.35,248.96,253.50,243.86,237.81,232.46,227.41,214.63,218.59,220.76,217.30,223.52,232.24
2021-02-03 22:11:56.237000,L8,,164.43,223.09,244.54,243.65,261.81,255.86,256.83,255.89,258.88,250.30,242.38,236.95,231.93,223.71,223.28,226.39,222.42,228.51,236.92
2021-02-19 22:11:51.945000,L8,,71.75,213.26,230.33,242.19,253.31,253.16,250.92,252.35,255.90,247.70,236.40,233.49,227.15,218.46,218.37,220.99,220.86,225.11,234.61
2021-04-24 22:11:25.382000,L8,,148.54,208.71,230.95,242.03,253.37,252.74,250.38,253.42,255.30,247.70,235.10,234.39,228.37,218.93,219.92,223.83,219.24,223.69,233.98
2021-10-01 22:12:10.732000,L8,,144.55,211.43,227.27,241.08,251.10,248.44,249.17,250.31,254.84,244.82,238.52,237.99,229.58,220.63,220.86,226.88,219.46,223.21,232.15
2021-10-17 22:12:14.625000,L8,,,,,,,,,236.02,211.31,224.09,,,,,206.92,215.33,202.40,205.20,217.60
2021-11-06 22:12:48.299000,L9,,159.95,220.78,231.98,245.11,258.50,254.92,254.83,263.26,261.74,254.11,249.33,248.65,237.70,227.13,233.42,238.40,227.40,228.86,238.92
2021-11-18 22:12:08.776000,L8,,140.18,207.54,223.72,237.74,249.65,247.01,246.02,248.18,253.53,244.43,237.78,233.99,226.76,218.08,216.58,218.90,215.71,218.38,227.76
2022-01-13 22:12:02.740000,L9,,142.66,205.44,231.98,243.92,254.55,257.13,253.75,258.72,258.84,250.59,236.62,231.99,228.08,220.21,221.36,220.57,222.02,225.29,234.04
2022-01-21 22:11:59.917000,L8,,129.29,200.72,227.01,240.15,248.39,247.53,245.72,246.70,251.44,240.57,233.61,227.71,223.78,215.03,215.58,221.03,215.36,219.58,226.06
2022-02-14 22:12:01.049000,L9,,145.31,204.63,227.38,240.75,252.62,250.57,250.33,249.73,254.01,244.17,236.36,234.10,227.08,220.74,219.75,223.72,218.70,225.57,232.90
2022-02-22 22:11:50.626000,L8,,153.72,211.29,233.00,242.06,253.81,253.41,252.42,250.89,254.59,247.65,237.55,236.72,230.15,224.37,219.90,226.99,220.07,227.12,236.07
2022-05-05 22:11:31.114000,L9,,161.10,200.37,232.96,,,,251.72,266.98,258.06,243.14,,234.45,239.43,232.20,229.50,234.83,224.16,228.32,238.37
2022-06-14 22:11:59.156000,L8,,149.58,191.52,224.67,240.95,252.01,247.00,246.84,248.64,253.58,242.47,235.93,237.47,232.24,222.81,222.66,229.17,220.87,226.80,234.81
2022-06-22 22:11:38.702000,L9,,,,,,,,,,,,,227.87,218.48,211.74,212.82,218.68,203.49,210.62,221.42
2022-08-09 22:11:58.475000,L9,,153.52,196.78,225.02,242.48,254.26,253.48,249.30,252.65,256.52,247.99,239.16,244.01,233.51,223.16,225.76,234.10,223.06,229.02,236.66
2022-11-13 22:12:17.201000,L9,,111.75,159.33,221.07,243.89,257.38,248.14,244.09,248.84,252.55,243.96,239.63,237.91,231.64,219.96,218.51,223.08,222.59,229.88,233.55
2023-02-09 22:12:09.040000,L8,,70.82,174.44,221.73,236.60,250.46,247.75,244.34,245.80,251.40,241.69,239.98,234.90,228.56,216.13,218.37,230.52,217.57,223.64,234.09
2023-02-17 22:12:13.542000,L9,,143.11,202.61,229.97,237.89,245.10,250.87,251.15,251.34,254.32,249.44,241.37,241.64,250.66,226.46,237.73,242.77,253.88,239.72,239.48
2023-03-05 22:12:01.427000,L9,,,,,,,,,,,,,,,,,209.53,196.05,203.20,211.94
2023-03-13 22:11:47.152000,L8,,138.93,183.17,220.16,238.90,247.93,247.75,244.02,245.71,249.51,242.21,237.18,238.60,231.19,227.17,220.12,228.51,217.83,221.52,236.89
2023-03-21 22:11:55.188000,L9,,131.94,180.89,222.24,238.44,250.73,248.13,244.19,245.25,247.75,240.14,236.56,237.42,231.45,222.77,218.45,229.28,218.69,224.02,234.23
2023-03-29 22:11:37.049000,L8,,147.90,236.84,231.58,244.48,254.85,256.03,252.57,261.72,,,,,,267.29,268.37,267.52,259.88,260.54,273.57
2023-05-16 22:11:04.371000,L8,,129.80,180.43,222.53,236.98,248.86,246.55,242.76,244.61,247.50,238.68,232.61,235.71,229.00,222.35,217.83,225.47,217.80,221.73,232.40
2023-05-24 22:11:17.213000,L9,,,,,,226.77,230.93,211.78,228.89,213.87,193.08,,218.42,210.78,203.51,206.86,210.49,159.86,,
2023-06-17 22:11:17.056000,L8,,,,,,,,,,,,,197.40,209.74,200.28,206.20,207.80,160.98,,
2023-07-11 22:11:24.365000,L9,,140.02,194.37,228.11,239.38,248.41,247.56,244.52,248.96,250.03,240.18,236.61,237.07,234.09,223.71,222.70,229.12,221.25,226.30,235.52
2023-08-20 22:11:47.546000,L8,,,,209.70,203.92,229.72,232.59,219.30,228.67,209.05,195.20,,,,,,,,,
2023-08-28 22:11:44.258000,L9,,131.48,179.99,219.55,234.73,244.11,243.92,240.59,242.17,246.24,239.40,232.97,234.44,229.19,221.04,216.35,225.04,215.11,215.68,226.69
2023-09-13 22:11:53.459000,L9,,,166.25,218.94,235.79,245.40,243.04,238.56,238.27,243.59,230.63,230.11,210.48,186.29,,,,,,
2023-10-07 22:11:57.146000,L8,,134.94,195.99,220.71,239.35,250.02,246.47,245.14,246.69,251.71,243.31,240.60,238.88,236.17,223.81,226.19,230.84,222.17,225.88,235.46
2023-11-24 22:12:03.999000,L8,,,259.15,232.07,238.04,244.78,246.44,236.61,244.21,248.13,240.68,237.60,235.36,255.09,,,,,,
2024-01-11 22:11:56.446000,L8,,122.74,184.50,218.18,231.98,243.77,242.71,239.31,242.26,246.26,239.11,236.68,232.15,229.65,222.93,218.82,226.15,220.28,220.18,232.06
2024-02-04 22:12:07.739000,L9,,122.63,185.47,218.28,236.07,245.08,244.83,240.81,243.93,246.46,238.14,232.98,229.47,227.29,220.34,217.07,223.90,216.62,216.59,226.40
2024-02-12 22:11:54.234000,L8,,115.89,184.78,221.01,235.02,243.89,250.12,238.11,246.41,245.26,235.97,230.92,226.14,225.97,215.29,214.60,224.40,215.90,215.82,223.80
2024-02-28 22:11:48.245000,L8,,102.50,191.76,222.82,231.23,215.35,246.73,241.45,244.76,248.64,235.96,223.78,,,,,204.12,209.92,211.62,217.81
2024-03-07 22:12:00.069000,L9,,122.20,186.26,219.45,225.02,233.21,233.22,219.35,226.54,212.90,,,,,220.31,217.18,221.83,215.54,215.49,224.86
2024-04-08 22:11:47.225000,L9,,,166.42,214.66,226.99,239.30,241.95,235.54,237.96,238.83,229.07,,,,,,,,,
2024-04-16 22:11:19.307000,L8,,131.76,190.35,225.49,240.33,249.44,248.12,245.27,245.90,250.33,240.70,234.49,232.95,229.45,223.79,217.19,226.13,216.96,,
2024-05-18 22:10:55.940000,L8,,131.44,195.33,225.45,239.10,249.93,246.67,243.98,248.46,249.92,239.31,232.16,233.58,229.99,221.32,219.30,227.88,218.03,218.88,228.00
2024-08-06 22:11:21.454000,L8,,,,,,227.07,230.11,213.83,226.46,220.22,195.81,,,,,,,,,
2024-09-07 22:11:43.073000,L8,,,,,,,226.25,227.53,234.79,228.91,,,,,,,,,,
2024-09-23 22:11:42.698000,L8,,,179.72,218.52,218.38,232.23,242.00,237.84,242.04,246.12,232.91,230.09,236.06,228.72,222.71,219.78,225.06,211.75,,232.67
2024-12-04 22:12:00.480000,L9,,115.72,189.15,219.58,236.79,247.21,245.80,242.10,244.27,248.41,241.80,235.92,233.13,228.28,223.16,218.94,224.88,218.19,222.68,232.78
2024-12-28 22:11:50.695000,L8,,106.92,181.78,217.57,234.08,244.23,241.61,239.35,240.53,245.56,236.49,229.97,226.67,224.23,216.81,216.15,224.10,214.89,215.49,224.10
2025-01-13 22:11:54.516000,L8,,,,210.13,223.75,234.13,233.63,228.25,228.31,225.10,215.33,,,,,,,,,
2025-02-06 22:11:55.429000,L9,,,,207.89,223.47,231.41,232.24,227.66,229.84,229.42,212.65,,,,,,,,,
2025-03-10 22:11:52.276000,L9,,104.88,189.03,222.05,238.78,249.48,246.30,243.40,245.98,247.00,238.94,232.38,228.38,221.29,220.60,215.46,226.22,211.48,215.44,224.36
2025-03-26 22:11:41.456000,L9,,110.88,193.81,224.37,239.65,250.29,247.08,245.19,247.83,249.44,239.79,233.46,227.49,224.36,218.96,216.44,223.17,217.68,218.31,227.43
2025-04-11 22:11:41.675000,L9,,,184.19,225.69,237.48,249.63,245.95,243.85,245.71,248.36,238.36,230.93,228.92,224.84,220.61,216.54,224.91,216.82,216.43,225.28
2025-05-05 22:11:12.639000,L8,,119.33,192.10,226.33,238.42,249.42,247.02,243.50,246.37,247.83,239.10,227.04,231.00,224.53,220.73,217.15,228.23,215.08,217.44,226.58
2025-05-21 22:11:16.046000,L8,,97.15,182.19,222.80,236.24,248.89,246.57,243.56,245.08,248.34,240.41,230.34,235.18,227.10,221.16,216.13,226.97,217.46,220.55,232.39
2025-06-22 22:11:31.725000,L8,,98.14,179.87,222.13,233.71,246.48,245.66,239.55,245.16,243.31,238.09,228.23,235.18,228.43,220.96,216.64,225.94,215.18,217.42,227.03
2025-07-16 22:11:36.965000,L9,,,,211.23,210.86,233.88,233.22,223.77,232.80,228.81,215.93,,223.57,212.56,212.90,207.37,213.02,171.13,,
2025-08-01 22:11:42.925000,L9,,107.79,191.75,227.85,239.06,250.28,248.03,245.83,245.67,251.08,240.84,234.18,237.81,231.21,223.09,220.25,230.09,218.84,221.64,233.74
2025-08-09 22:11:49.526000,L8,,109.77,187.68,227.59,239.26,248.99,246.94,242.61,245.17,247.98,240.21,231.61,237.41,229.41,221.75,216.33,227.38,214.88,215.23,223.97
2025-08-25 22:11:51.919000,L8,,,,,,,,,,,,,230.87,219.77,210.91,209.55,216.55,199.48,203.42,214.32
