dates,nzd0316-0000,nzd0316-0001,nzd0316-0002,nzd0316-0003,nzd0316-0004,nzd0316-0006,nzd0316-0007,nzd0316-0008,nzd0316-0009,nzd0316-0010,nzd0316-0011,nzd0316-0012,nzd0316-0014,nzd0316-0015,nzd0316-0016,nzd0316-0017,nzd0316-0018,nzd0316-0019,nzd0316-0020,nzd0316-0021,nzd0316-0022,nzd0316-0023,nzd0316-0024,nzd0316-0025,nzd0316-0026,nzd0316-0028,nzd0316-0029,nzd0316-0030,nzd0316-0031,nzd0316-0032,nzd0316-0033,nzd0316-0034,nzd0316-0035,nzd0316-0036,nzd0316-0037,nzd0316-0038,nzd0316-0039,nzd0316-0041,nzd0316-0042,nzd0316-0043,nzd0316-0044,nzd0316-0045,nzd0316-0046,nzd0316-0005,nzd0316-0013,nzd0316-0027,nzd0316-0040,satname
2001-01-19 22:03:31+00:00,269.9825,254.655,251.465,247.46,250.14333333333335,266.22,255.38666666666668,257.94666666666666,247.91249999999997,238.14000000000001,252.75,257.38,263.4266666666667,246.97666666666666,263.9166666666667,269.1466666666667,270.095,264.40000000000003,259.62,,264.98333333333335,265.05333333333334,243.88333333333333,250.15333333333334,257.115,270.64,314.77,240.99,,,,267.92,219.565,256.53499999999997,258.315,254.38,296.755,265.4033333333333,258.57,254.37,257.72,,317.87,262.255,202.82,256.36,197.99,L7
2001-02-20 22:03:24+00:00,269.9825,254.655,251.465,247.46,250.14333333333335,266.22,255.38666666666668,257.94666666666666,247.91249999999997,238.14000000000001,252.75,257.38,263.4266666666667,246.97666666666666,263.9166666666667,269.1466666666667,270.095,264.40000000000003,259.62,325.74,264.98333333333335,265.05333333333334,243.88333333333333,250.15333333333334,257.115,270.64,314.77,240.99,,,,267.92,219.565,256.53499999999997,258.315,254.38,296.755,265.4033333333333,258.57,254.37,257.72,,317.87,262.255,202.82,256.36,197.99,L7
2001-08-31 22:01:41+00:00,267.26,258.51,248.68,242.22,246.53,232.07,254.26,249.49,258.9,248.55,250.17,245.31,249.13,218.21,251.3,,276.97,284.97,,,253.71,253.56,,,,,,,,,,,242.88,250.73,246.9,235.36,238.01,284.79,273.45,226.1,287.1,281.8,298.18,223.23,209.06,,,L7
2001-11-03 22:01:22+00:00,262.945,247.53,241.05,230.75,241.51999999999998,217.12,243.23,239.99,243.95499999999998,237.04500000000002,233.445,248.025,249.13,218.21,251.3,,276.97,261.66,239.24,,251.41000000000003,248.62,230.83,234.22,213.12,,,,,,,,242.88,252.655,242.825,236.54000000000002,234.225,284.79,250.94,218.06,281.555,281.8,298.18,223.23,199.95499999999998,,,L7
2002-02-07 22:01:54+00:00,265.93333333333334,247.53,241.05,230.75,241.51999999999998,230.65666666666667,249.55666666666664,248.57333333333335,250.03999999999996,237.04500000000002,233.445,253.20000000000002,258.71500000000003,231.5,260.815,275.32,274.865,263.81666666666666,251.125,,257.9166666666667,254.73666666666668,238.88,248.625,213.12,,,236.53,,265.67,,269.78,255.26,256.6066666666666,251.07666666666668,246.82666666666668,242.62,272.46500000000003,252.71,230.35666666666665,280.4866666666667,276.06,284.38,240.82999999999998,199.95499999999998,256.41,188.61,L7
2002-03-11 22:01:55+00:00,265.27,236.55,233.42,219.28,236.51,229.95000000000002,247.20499999999998,248.115,245.60999999999996,220.64499999999998,215.405,253.72666666666666,268.3,224.95499999999998,252.115,275.32,258.395,253.24,245.76999999999998,,260.02,255.32500000000002,238.88,248.625,197.91,,,236.53,,265.67,,269.78,267.64,259.54499999999996,253.16500000000002,252.56,244.925,260.14,242.34,232.48499999999996,277.18,270.32,270.58,258.43,193.82999999999998,256.41,188.61,L7
2003-01-25 22:01:30+00:00,277.2,270.94,260.09,261.58,258.83,262.5,265.26,267.96,270.13,,282.63,265.55,276.53,,276.95,282.05,277.43,270.76,264.66,277.96,268.55,267.99,244.06,265.25,,255.19,,230.88,262.52,267.23,,271.68,248.53,274.18,276.56,276.34,265.72,271.12,271.39,259.75,291.47,276.85,277.68,260.52,,257.98,207.16,L7
2003-04-15 22:01:45+00:00,264.145,257.78499999999997,260.09,254.05,253.38,262.5,265.26,267.96,270.13,,282.63,265.55,276.53,201.95,257.425,282.05,260.115,270.76,264.66,277.96,268.55,267.99,244.06,265.25,,255.19,,230.88,262.52,267.23,,271.68,248.53,274.18,276.56,276.34,265.72,271.12,271.39,259.75,291.47,276.85,277.68,260.52,,257.98,207.16,L7
2003-08-13 21:49:56+00:00,277.005,270.5,293.92,264.94500000000005,267.65999999999997,273.85,288.3,281.81,273.53,,279.84,,308.21,201.95,271.48,310.69,270.15999999999997,303.69,,313.23,305.47,,,,,,319.92,,,315.05,332.39,,,,,308.79,,285.88,277.23,289.32,288.43,302.75,304.18,299.96,,,,L5
2003-08-29 21:50:14+00:00,277.2033333333334,266.83666666666664,272.5,256.97,261.12666666666667,260.055,266.865,266.915,259.195,236.34,263.735,263.84,285.67999999999995,234.97,270.1166666666666,288.97,270.9066666666667,282.2,263.58,292.145,294.65,265.97,256.57,257.4,253.56,250.65,291.755,251.44,260.33,297.05,301.835,271.43,264.12,264.65,265.05,286.885,255.82,263.62,261.54,266.02,275.56,282.845,280.18,269.125,258.66,262.82,258.1,L5
2003-10-16 21:50:55+00:00,279.8566666666667,267.05333333333334,263.39000000000004,255.75000000000003,260.43333333333334,252.97000000000003,260.3666666666667,260.65333333333336,252.59333333333333,235.215,258.11999999999995,256.96,270.1066666666666,249.12,272.19666666666666,280.74333333333334,277.83666666666664,274.17,257.475,284.18666666666667,281.12666666666667,259.07500000000005,243.435,245.08999999999997,240.20499999999998,231.93,291.755,251.44,260.33,297.05,301.835,271.43,264.12,264.65,265.05,286.885,255.82,263.62,261.54,257.3933333333333,278.12,275.78333333333336,274.7733333333333,258.3833333333333,240.115,243.62,258.1,L5
2004-04-09 21:52:31+00:00,267.42500000000007,255.3,251.575,246.62500000000003,249.995,238.8,247.37,248.13,239.39,234.09,246.89,250.08,238.96,230.25,244.14,264.29,263.59,258.11,251.37,273.995,262.385,259.39,244.35,248.68,239.135,233.865,254.82,243.45,258.61,262.91,276.17,275.97,273.95,277.37,275.33,274.73,263.7,268.35,257.13,255.45999999999998,275.12,264.84000000000003,263.57,240.715,221.57,238.135,256.43,L5
2004-07-14 21:55:18+00:00,252.30500000000004,239.59500000000003,236.51500000000004,250.39,234.445,198.34,205.82,214.65,202.33,202.39,210.84,,205.59,200.56,217.47,226.39,235.36,223.71,223.55,279.72,270.69,266.6,258.4,264.58,251.42,254.52,254.82,243.45,258.61,262.91,276.17,275.97,273.95,277.37,275.33,274.73,263.7,268.35,257.13,270.78,267.0,268.02,263.18,244.53,,251.85,256.43,L5
2004-08-15 21:56:01+00:00,257.24,243.5,236.06000000000003,242.64500000000004,234.54333333333332,212.14,222.475,227.755,221.425,215.8,225.99,257.27,205.59,225.225,237.46999999999997,242.61499999999998,248.065,238.05,236.95,270.43,258.135,257.125,249.68,254.59000000000003,246.415,246.005,246.81,235.57,250.62,260.0,267.495,265.165,264.43,264.99,265.28,263.285,251.515,251.12,249.425,252.75,260.38,262.505,257.945,236.85500000000002,241.94,249.55,249.135,L5
2004-10-02 21:57:14+00:00,265.83750000000003,252.79250000000002,245.69250000000002,261.40000000000003,241.6375,230.01333333333332,240.12333333333333,246.58,242.37333333333333,236.09,244.24,275.04499999999996,205.59,249.12333333333333,256.57666666666665,259.8433333333333,264.04,256.24,255.96666666666667,270.43,273.46,270.34,266.46666666666664,266.93333333333334,263.3233333333333,262.1766666666667,246.81,252.67999999999998,259.5833333333333,260.0,272.58,275.73333333333335,272.87666666666667,275.2033333333333,274.54333333333335,278.19,268.46666666666664,260.40000000000003,259.0933333333333,260.46666666666664,268.06666666666666,266.97333333333336,257.945,246.69333333333336,276.895,265.5133333333333,267.75333333333333,L5
2005-02-07 21:59:26+00:00,287.0,276.33666666666664,267.05333333333334,271.8766666666667,256.69,254.55999999999997,263.1233333333333,262.48,259.56333333333333,251.63666666666666,260.54,275.1166666666666,,285.36999999999995,286.47999999999996,286.6766666666667,287.0566666666667,283.05333333333334,283.15,261.14,285.0133333333334,276.6166666666666,277.22,266.88000000000005,271.81666666666666,266.2966666666667,238.8,268.31333333333333,273.18666666666667,257.09,280.27,281.24333333333334,281.72,274.30333333333334,275.4633333333333,278.67333333333335,271.5166666666667,260.6766666666667,265.52,266.2633333333333,274.33666666666664,275.5,252.71,254.01333333333335,278.0133333333333,277.8733333333333,272.1166666666666,L5
2005-02-23 21:59:43+00:00,292.36,282.52333333333337,271.7866666666667,277.1666666666667,259.69,258.4866666666667,266.6333333333334,264.51,263.27,259.16333333333336,267.08666666666664,279.5733333333333,280.53,297.4666666666667,292.5466666666666,289.84,290.06,287.53,290.32,280.24,293.05333333333334,283.6666666666667,287.33,273.1366666666667,279.19,276.5933333333333,259.61,278.31333333333333,283.31666666666666,268.69,284.81,287.0366666666667,286.22,279.6433333333334,282.01,287.3233333333333,285.23333333333335,271.9066666666667,273.50666666666666,274.84666666666664,277.8966666666667,277.6566666666667,263.38,256.74333333333334,284.93333333333334,282.49,282.29333333333335,L5
