dates,satname,nzd0076-0000,nzd0076-0001,nzd0076-0002,nzd0076-0003,nzd0076-0004,nzd0076-0005
1999-08-26 22:04:44.971000,L7,391.15,344.83,351.21,341.58,337.89,373.60
1999-09-27 22:04:48.949000,L7,382.77,363.17,352.80,340.81,339.26,326.86
1999-11-14 22:04:42.286000,L7,378.29,358.43,351.82,346.89,341.31,329.11
2000-01-01 22:04:37.439000,L7,364.68,330.39,326.32,333.76,336.27,344.46
2000-01-17 22:04:35.821000,L7,385.11,339.56,344.25,370.11,339.37,336.94
2000-05-24 22:03:46.662000,L7,393.46,362.56,361.64,360.32,350.85,366.37
2000-07-11 22:03:17.779000,L7,,,,320.44,303.45,313.70
2000-08-12 22:02:54.094000,L7,340.41,335.65,326.02,322.21,323.68,329.10
2000-10-15 22:01:56.204000,L7,338.11,331.33,321.99,326.20,324.11,324.43
2001-01-03 22:02:12.432000,L7,393.40,368.50,354.22,347.09,346.04,360.98
2001-06-12 22:01:24.980000,L7,319.52,333.88,335.45,339.96,338.72,348.82
2001-08-15 22:00:38.680000,L7,393.69,341.00,367.48,372.48,358.94,368.28
2001-10-02 22:00:04.650000,L7,369.98,,,,,
2001-12-05 22:00:18.987000,L7,362.60,345.43,339.87,342.41,340.08,345.18
2001-12-21 22:00:29.925000,L7,368.24,346.78,335.95,344.58,350.90,350.22
2002-01-22 22:00:40.906000,L7,398.68,347.43,348.70,348.94,341.62,353.11
2002-03-27 22:00:37.575000,L7,391.54,359.51,344.91,366.04,342.71,346.84
2002-06-15 22:00:19.658000,L7,373.01,391.12,,,,350.21
2002-07-01 22:00:15.186000,L7,336.84,341.38,341.46,349.34,346.46,351.87
2002-07-17 22:00:08.747000,L7,388.29,349.71,343.89,349.39,336.36,351.57
2002-08-02 22:00:01.321000,L7,400.91,351.87,340.85,336.02,363.27,349.68
2002-08-18 21:59:57.690000,L7,337.67,345.42,329.62,338.34,333.75,342.39
2002-09-19 21:59:35.083000,L7,403.20,353.48,346.97,373.36,346.61,359.81
2002-10-21 21:59:12.494000,L7,,,,324.68,326.49,327.49
2002-10-21 21:59:36.443000,L7,,,,322.06,325.36,323.94
2002-11-06 21:59:41.879000,L7,348.52,338.92,327.97,313.71,322.94,335.63
2003-07-28 21:48:28.960000,L5,,,295.94,308.23,306.55,303.06
2003-09-30 21:49:30.432000,L5,406.00,354.19,346.28,350.12,358.63,395.93
2004-06-12 21:53:11.618000,L5,404.67,341.99,342.89,345.25,335.91,328.19
2004-09-16 21:55:41.721000,L5,,,300.73,309.85,312.17,304.29
2004-11-19 21:56:55.269000,L5,,,290.98,318.32,313.30,317.63
2005-02-23 21:58:31.621000,L5,,,299.20,314.64,312.69,310.85
2005-03-27 21:58:51.619000,L5,391.44,336.48,346.08,309.17,300.19,303.06
2005-11-22 22:00:23.113000,L5,401.04,369.74,359.82,356.72,358.40,360.93
2006-04-15 22:03:30.798000,L5,,,293.16,308.56,307.43,305.97
2006-06-02 22:04:12.415000,L5,,,,295.34,303.74,308.05
2006-07-04 22:04:41.660000,L5,436.45,385.35,370.03,382.97,,
2007-02-13 22:06:47.368000,L5,,,296.41,311.23,309.10,307.69
2008-10-29 21:55:24.451000,L5,400.02,342.53,342.47,348.37,340.37,342.88
2009-01-01 21:56:31.615000,L5,,,300.17,311.02,316.94,306.12
2011-01-07 22:01:44.406000,L5,,,301.18,311.16,314.62,310.34
2011-03-12 22:01:43.554000,L5,,,296.25,305.39,307.22,302.16
2013-05-20 22:13:50.559000,L8,,,313.04,313.85,314.88,308.94
2013-08-08 22:13:49.700000,L8,303.17,,,,,
2013-09-09 22:13:49.699000,L8,348.28,414.61,324.76,324.86,327.47,325.55
2013-09-25 22:13:17.289000,L8,387.05,339.74,332.52,334.61,333.05,340.13
2013-09-25 22:13:41.239000,L8,388.51,340.32,333.09,335.62,333.73,341.49
2013-11-12 22:13:08.247000,L8,,,318.46,318.28,318.60,313.59
2013-11-12 22:13:32.202000,L8,,,316.77,316.94,316.90,311.26
2013-11-28 22:13:02.012000,L8,,,325.21,326.41,322.67,320.58
2013-11-28 22:13:25.971000,L8,,,309.88,310.01,310.59,304.37
2013-12-14 22:12:57.636000,L8,337.39,332.81,327.64,328.65,328.25,330.63
2013-12-14 22:13:21.591000,L8,335.95,333.70,328.62,329.50,328.76,331.34
2013-12-30 22:12:49.393000,L8,,,,,304.14,307.37
2013-12-30 22:13:13.343000,L8,,,,,306.53,309.95
2014-01-15 22:12:33.689000,L8,371.28,337.38,328.70,329.07,328.16,329.58
2014-01-31 22:12:28.855000,L8,,,315.63,316.78,319.26,316.19
2014-01-31 22:12:52.806000,L8,,,310.61,312.20,314.63,310.86
2014-04-05 22:11:34.747000,L8,,,313.39,319.45,312.98,311.47
2014-04-05 22:11:58.702000,L8,311.91,331.61,326.55,329.87,324.80,327.95
2014-04-21 22:11:42.175000,L8,,,312.11,315.25,317.25,311.03
2014-05-23 22:11:18.694000,L8,,,315.09,316.03,314.28,314.61
2014-07-26 22:11:19.207000,L8,,311.11,318.37,320.93,318.00,320.96
2014-07-26 22:11:43.162000,L8,,324.42,320.10,321.88,319.31,322.74
2014-10-14 22:11:38.746000,L8,319.75,335.16,330.15,329.42,328.41,328.23
2014-10-14 22:12:02.705000,L8,379.80,340.21,338.32,334.56,334.90,331.17
2015-01-18 22:11:24.746000,L8,408.80,362.55,354.46,349.58,345.45,361.29
2015-01-18 22:11:48.696000,L8,364.61,336.92,335.23,330.29,328.97,332.31
2015-02-19 22:11:13.759000,L8,412.14,367.77,359.41,355.44,372.30,364.57
2015-03-07 22:11:06.255000,L8,336.87,324.21,319.69,319.26,319.37,322.86
2015-03-07 22:11:30.209000,L8,413.09,372.21,366.79,353.69,354.81,373.38
2015-05-10 22:10:28.533000,L8,,314.65,318.14,323.47,322.69,319.55
2015-05-10 22:10:52.487000,L8,,,312.09,317.73,317.21,310.37
2015-06-27 22:11:10.298000,L8,,,311.83,314.78,313.81,310.98
2015-12-20 22:11:33.546000,L8,333.28,335.42,328.90,326.65,327.26,327.92
