dates,satname,nzd0289-0000,nzd0289-0001,nzd0289-0002,nzd0289-0003,nzd0289-0004,nzd0289-0007,nzd0289-0008,nzd0289-0009,nzd0289-0012,nzd0289-0013,nzd0289-0014,nzd0289-0015,nzd0289-0016,nzd0289-0017,nzd0289-0005,nzd0289-0006,nzd0289-0010,nzd0289-0011
2002-11-17 21:42:06.289000,L7,,,,,,,,,365.88,359.82,345.36,346.74,340.10,354.80,,,363.89,371.74
2002-11-24 21:48:26.056000,L7,359.04,336.77,329.37,323.72,364.22,379.09,320.27,,390.91,358.21,348.98,345.39,336.03,346.29,341.98,379.96,342.63,359.61
2002-12-10 21:48:29.024000,L7,363.34,358.89,351.19,331.70,357.07,,,,,,,,287.05,381.11,,,,
2002-12-26 21:48:36.012000,L7,356.67,336.32,351.12,324.35,319.70,360.73,322.39,357.11,363.25,323.38,346.11,348.78,346.93,346.61,287.89,,365.03,371.86
2003-01-20 21:42:33.373000,L7,355.89,344.17,341.33,329.31,328.52,344.96,348.56,348.27,362.01,348.68,339.81,336.96,335.33,350.85,289.43,,365.62,371.00
2003-01-27 21:48:45.095000,L7,376.81,347.43,355.73,325.61,323.55,,351.94,350.61,394.81,383.53,,,,,277.35,,365.36,371.04
2003-02-05 21:42:41.878000,L7,391.73,339.18,342.14,326.10,332.97,,339.91,350.56,350.35,351.58,347.05,352.38,335.92,340.87,285.85,,355.20,362.10
2003-02-21 21:42:44.547000,L7,,,,,,339.15,336.21,338.55,352.19,354.29,348.90,347.80,347.03,381.06,380.13,383.48,347.03,351.58
2003-03-16 21:48:58.145000,L7,342.92,317.05,323.52,320.34,311.82,,,,356.27,332.23,357.09,361.04,357.60,366.52,,,269.42,317.16
2003-05-03 21:49:01.134000,L7,344.28,334.30,324.26,342.27,321.78,,,346.01,343.35,354.08,345.88,349.54,351.77,353.75,302.09,,361.69,343.79
2003-05-12 21:42:48.091000,L7,333.61,,,,,,,,339.81,373.41,381.14,369.14,357.80,376.10,,,,280.94
2003-05-28 21:42:46.560000,L7,347.77,328.08,336.00,339.69,,,308.73,387.87,398.96,,,,,,,,398.21,390.58
2003-07-30 21:36:57.157000,L5,,,,,,,,,271.67,280.08,286.39,281.13,282.61,314.94,,,,
2003-09-25 21:31:42.973000,L5,334.18,293.48,322.87,328.05,328.12,,,,291.01,301.17,310.04,304.89,309.53,346.75,287.45,,,286.45
2003-10-18 21:38:12.093000,L5,346.02,306.00,334.86,336.22,334.95,,,,289.45,305.97,318.64,313.80,317.21,345.32,301.47,,,282.57
2003-11-19 21:38:38.232000,L5,335.55,287.70,317.75,318.22,322.16,,,,300.49,310.82,302.37,299.97,307.75,332.44,289.39,,279.45,298.45
2003-11-28 21:32:34.027000,L5,333.58,299.10,328.01,330.25,330.29,,,,288.93,297.47,309.55,308.25,324.96,344.05,289.27,,,274.69
2003-12-14 21:32:38.364000,L5,337.52,293.23,324.17,327.51,329.38,,,,288.28,296.70,308.04,301.62,311.97,340.75,290.53,,,280.52
2003-12-30 21:32:48.382000,L5,318.49,276.82,307.42,308.58,306.66,,,,279.39,292.80,292.13,288.00,296.55,321.51,,,,278.11
2004-02-16 21:33:00.436000,L5,357.28,309.48,333.62,333.04,330.45,,,,296.80,311.33,312.03,311.39,317.07,345.16,305.05,,,294.73
2004-03-19 21:33:10.985000,L5,317.49,277.97,312.16,314.48,309.97,,,,280.27,287.74,299.07,292.54,296.98,324.17,,,,274.81
2004-05-06 21:34:22.023000,L5,,,,,,,,,264.54,281.80,289.21,282.12,293.29,320.04,,,,
2004-06-07 21:35:18.585000,L5,,,,,,,,,,,289.15,292.76,302.17,330.17,,,,
2004-07-25 21:36:37.854000,L5,,,,,,,,,,,282.62,282.70,283.62,314.47,,,,
2004-10-13 21:38:32.826000,L5,314.95,291.92,320.53,324.15,331.22,,,,288.42,305.00,312.18,306.47,308.95,337.18,288.06,,,291.01
2004-10-20 21:44:52.536000,L5,341.29,316.54,344.87,342.11,344.81,,,,297.30,327.78,354.37,331.41,348.68,361.48,300.41,,269.28,293.25
2004-12-07 21:45:47.781000,L5,,,,,,,,,,278.20,291.38,288.07,297.83,325.59,,,,
2005-02-09 21:46:43.169000,L5,341.84,304.87,316.45,322.80,317.90,,,,302.04,315.05,323.47,316.93,303.52,334.83,283.21,,281.56,300.49
2005-02-18 21:40:42.163000,L5,348.82,303.12,330.10,329.43,332.54,,,,291.18,308.57,320.54,311.16,316.24,341.18,291.64,,,292.59
2005-05-25 21:41:28.038000,L5,,,,,,,,,281.63,287.99,302.23,293.10,297.08,328.51,,,,278.21
2005-06-10 21:41:36.102000,L5,,,,,,,,,298.11,315.60,318.50,319.59,316.05,342.53,,,279.46,296.39
2005-06-26 21:41:40.412000,L5,,,,,,,,,297.93,333.85,324.80,327.00,330.17,347.59,,,,297.99
2005-07-28 21:41:57.832000,L5,,,,,,,,,277.57,284.87,290.38,282.11,285.97,315.24,,,,276.80
2005-08-29 21:42:10.705000,L5,,,,,,,,,273.24,283.08,292.10,288.69,291.55,321.57,,,,
2006-01-20 21:44:01.121000,L5,339.74,311.32,332.60,338.65,340.30,,,,292.21,313.88,322.39,320.73,340.16,351.93,330.80,,,295.41
2006-01-27 21:50:22.231000,L5,,,,,,,,,,,286.01,281.14,289.18,320.51,,,,
2006-02-12 21:50:43.974000,L5,340.66,299.42,329.76,325.05,330.01,,,,291.46,308.86,320.89,310.45,314.89,349.84,300.32,,,289.98
2006-02-21 21:44:44.561000,L5,353.64,332.74,333.29,345.56,340.68,,,,345.52,334.36,344.56,365.48,350.89,357.95,332.63,,275.23,321.45
2006-02-28 21:51:04.098000,L5,336.61,296.20,326.95,325.16,327.63,,,,291.40,306.47,318.14,309.24,314.82,339.45,293.95,,,290.92
2006-03-09 21:45:04.554000,L5,,,,,,,,,,,286.11,282.46,287.12,321.82,,,,
2006-04-26 21:45:56.580000,L5,,,,,,,,,272.31,292.43,299.04,292.07,292.79,331.00,,,,
2006-06-04 21:52:40.334000,L5,335.33,,,,,,,,305.11,317.91,331.92,328.31,329.19,347.86,,,,303.02
2006-06-13 21:46:37.602000,L5,,,,,,,,,278.59,291.44,301.56,296.04,305.03,333.62,,,,278.74
2006-07-22 21:53:22.402000,L5,,,,,,,,,274.13,281.54,291.37,286.72,279.31,321.27,,,,
2006-09-01 21:47:43.231000,L5,333.67,298.62,325.95,333.08,328.61,,,,304.07,314.78,322.79,319.77,319.70,340.07,292.59,,277.14,300.13
2006-09-17 21:47:54.852000,L5,329.51,292.91,322.46,324.52,325.99,,,,300.47,308.53,320.06,309.40,311.62,341.69,283.18,,,298.53
2006-10-10 21:54:20.722000,L5,324.62,295.82,316.88,324.51,322.03,,,,302.99,311.07,313.15,309.05,309.46,337.15,288.53,,280.63,301.89
2006-12-06 21:49:05.144000,L5,316.39,296.23,310.90,315.32,310.49,,,,274.82,293.55,301.38,308.33,312.98,335.11,274.95,,,271.58
2007-01-30 21:55:12.465000,L5,,311.42,338.14,338.73,337.53,,,,287.50,318.07,330.82,321.36,329.86,351.56,290.83,,,290.37
2007-02-08 21:49:02.527000,L5,332.50,296.45,324.48,325.64,325.83,,,,295.02,307.52,316.93,313.31,319.36,341.88,288.11,,277.44,301.71
2011-01-02 21:43:59.020000,L5,344.17,312.43,330.42,329.82,327.07,,,,319.99,323.24,327.97,323.91,326.31,347.76,293.00,,,291.37
2011-01-25 21:50:11.063000,L5,336.03,313.99,329.81,333.55,327.42,,,,298.75,322.22,341.44,346.29,344.00,359.60,294.30,,,287.26
2011-10-24 21:48:11.730000,L5,318.90,293.72,332.20,336.35,331.98,,,,298.23,307.22,320.60,309.45,310.74,352.40,293.43,,274.51,291.85
2013-06-23 22:02:10.678000,L8,,,,,,,,,,,,,274.93,312.91,,,,
2013-07-25 22:02:13.906000,L8,,,,,,,,,272.20,285.15,306.25,291.35,295.32,346.27,,,,
2013-08-26 22:02:18.205000,L8,,,,,,,,,274.22,285.20,307.51,288.30,305.98,319.96,,,,
2013-10-06 21:55:57.648000,L8,309.55,282.21,313.98,317.02,321.81,,,,286.03,288.29,308.19,301.12,310.27,340.28,274.23,,,277.69
2013-10-29 22:01:58.276000,L8,,,,,,,,,276.70,284.37,299.72,290.24,292.29,320.03,,,,
2013-12-16 22:01:45.949000,L8,,,,,,,,,278.60,287.13,300.47,291.60,296.08,324.70,,,,
2014-01-17 22:01:23.941000,L8,,,,,,,,,,277.06,287.19,280.48,286.41,313.51,,,,
2014-02-11 21:54:56.823000,L8,,,,,,,,,,,,,274.03,305.21,,,,
2014-02-27 21:54:44.238000,L8,,,,,,,,,290.34,305.73,304.81,307.09,321.30,351.50,,,,279.23
2014-03-06 22:00:49.280000,L8,,,,,,,,,338.57,322.22,330.95,310.10,333.80,343.91,,,,340.94
2014-05-25 21:59:46.755000,L8,,,,,,,,,,,,,269.78,311.13,,,,
2014-07-12 22:00:07.159000,L8,,,,,,,,,,,,,267.92,304.98,,,,
2014-08-06 21:54:05.764000,L8,,,,,,,,,279.20,289.24,302.02,292.82,282.21,314.92,,,,
2014-08-13 22:00:18.767000,L8,,,,,,,,,284.39,294.96,306.97,342.43,348.49,339.53,,,,273.87
2014-09-07 21:54:12.743000,L8,395.19,356.14,296.23,309.48,297.59,,,,271.14,284.35,292.87,288.23,291.44,317.77,,,,
2014-09-23 21:54:09.418000,L8,,,,,,,,,,,,,268.68,303.71,,,,
2014-10-25 21:54:16.772000,L8,346.21,322.44,317.92,320.73,324.98,,,,283.94,298.85,302.06,294.32,297.61,354.01,274.82,,,276.41
2014-11-01 22:00:26.566000,L8,,,,,,,,,283.28,297.29,302.66,293.80,346.16,346.16,,,,
2015-01-04 22:00:17.911000,L8,395.90,347.67,347.24,344.98,352.02,,348.66,356.39,352.39,329.56,323.75,357.51,345.19,364.00,342.40,319.05,358.80,359.75
2015-04-19 21:53:26.711000,L8,,,,,,,,,,,289.40,279.75,285.16,315.53,,,,
2015-05-12 21:59:17.028000,L8,,,,,,,,,286.98,301.96,307.76,309.00,321.93,336.04,,,,282.85
2015-07-15 21:59:48.397000,L8,,,,,,,,,268.91,287.08,293.52,291.59,283.60,325.48,,,,
2015-10-03 22:00:16.404000,L8,,,,,,,,,277.13,283.69,296.57,287.05,287.08,323.43,,,,
2015-10-19 22:00:17.969000,L8,,,,,,,,,277.51,294.12,299.79,298.60,292.77,325.54,,,,272.40
2015-10-28 21:54:10.619000,L8,350.65,330.90,323.78,325.75,335.00,,,,356.00,350.72,349.92,339.73,334.16,346.06,318.45,,362.62,362.01
2015-11-13 21:54:10.716000,L8,,,,,,,,,272.75,287.89,295.08,289.59,294.32,328.31,,,,
2015-12-15 21:54:12.402000,L8,,,,,,,,,,,,,288.95,280.12,,,,
2016-01-16 21:54:09.540000,L8,,,,,,,,,283.22,290.24,299.19,295.30,300.71,334.78,,,,
2016-01-23 22:00:20.166000,L8,,331.62,346.51,341.81,330.86,,,,292.86,300.96,308.28,307.83,308.25,334.96,290.56,,,281.97
2016-02-17 21:53:58.323000,L8,342.66,291.21,312.15,317.46,312.58,,,,286.67,297.68,305.83,306.65,310.96,335.24,285.89,,,274.89
2016-03-04 21:53:57.602000,L8,,,,,,,,,,,,,275.27,307.91,,,,
2016-05-07 21:53:39.461000,L8,,,,,,,,,278.52,293.14,295.53,293.85,297.81,335.05,,,,275.48
2016-06-15 21:59:57.053000,L8,,,,,,,,,287.12,294.11,307.64,305.71,309.90,329.32,,,,272.36
2016-07-01 22:00:06.474000,L8,377.90,,,,,,,,283.86,292.24,303.07,300.20,301.80,338.93,,,,
2016-08-11 21:54:06.433000,L8,,,,,,,,,279.30,295.33,298.39,298.67,318.93,335.48,,,,
2016-08-27 21:54:14.090000,L8,358.72,,,,,,,,277.43,291.72,294.72,289.90,287.83,340.33,,,,
2016-09-12 21:54:18.117000,L8,365.21,,,,,,,,272.10,295.28,293.40,291.54,330.76,351.73,,,,
2016-11-22 22:00:35.730000,L8,303.22,271.29,314.43,319.72,328.11,,,,284.60,296.49,299.59,298.20,299.94,343.86,279.06,,,278.40
2016-12-17 21:54:19.694000,L8,379.21,312.65,312.51,313.89,320.09,,,,291.90,297.50,306.42,311.08,330.30,345.91,279.64,,,280.61
2016-12-24 22:00:29.402000,L8,,,,,,,,,286.94,298.48,305.81,311.48,350.74,345.26,,,,280.19
2017-01-09 22:00:26.241000,L8,380.30,,,,,,,,286.24,296.33,306.62,303.83,308.49,343.35,,,,280.63
2017-01-25 22:00:20.789000,L8,,,,,,,,,264.33,285.49,289.39,284.79,287.21,314.67,,,,
2017-02-03 21:54:05.431000,L8,339.25,328.47,315.53,327.89,318.19,,,,290.56,303.50,305.85,312.86,322.51,336.77,304.36,,,282.20
2017-03-30 21:59:50.258000,L8,,,,,,,,,282.91,298.56,305.10,302.64,303.16,342.68,,,,
2017-12-04 21:54:13.271000,L8,362.40,335.07,332.59,336.16,342.35,,,353.85,353.96,359.28,362.27,363.99,362.73,355.09,342.69,352.94,360.73,311.67
2017-12-11 22:00:24.535000,L8,351.32,327.05,342.53,346.94,315.36,,,,302.83,309.34,319.46,326.31,333.92,347.64,292.51,,,289.13
2018-01-28 22:00:10.212000,L8,,,,,,,,,263.74,280.90,291.17,283.84,285.51,317.81,,,,
2018-02-22 21:53:49.659000,L8,,,,,,,,,291.88,294.87,309.52,309.06,311.02,356.34,,,,269.78
2018-07-23 21:59:28.669000,L8,,,,,,,,,352.10,299.08,305.67,309.65,331.90,333.07,,,278.56,303.82
2018-09-09 21:59:51.285000,L8,,,,,,,,,,,,,278.03,314.34,,,,
2018-09-25 21:59:56.774000,L8,,,,,,,,,270.09,288.44,292.33,289.26,293.17,319.98,,,,
2018-10-04 21:53:50.552000,L8,349.10,,,,,,,,265.63,287.95,290.36,287.33,287.80,318.11,,,,
2018-10-20 21:53:56.677000,L8,366.20,,,,,,,,265.63,279.22,287.36,284.97,285.07,316.71,,,,
2018-11-05 21:54:00.051000,L8,398.72,,,,,,,,,,,,,,,,,
2018-11-12 22:00:11.406000,L8,332.64,320.66,320.98,324.36,333.05,,,,339.73,336.99,327.08,337.12,332.34,339.46,289.43,,,343.12
2018-12-07 21:53:57.973000,L8,369.69,336.64,328.73,334.29,338.26,348.40,348.31,349.68,372.82,362.84,352.00,359.31,359.93,348.88,334.62,336.10,358.96,362.90
2018-12-14 22:00:07.296000,L8,,,,,,,,,277.50,285.53,294.31,287.02,288.44,320.43,,,,
2018-12-30 22:00:07.697000,L8,,,,,,,,,282.87,293.39,301.77,302.13,299.20,325.90,,,,289.03
2019-03-04 21:59:54.906000,L8,333.82,,,,,,,,279.39,290.98,298.14,297.12,296.56,340.70,,,,
2019-06-17 21:53:54.928000,L8,,,,,,,,,270.39,287.73,290.51,288.02,297.70,322.94,,,,
2019-07-10 22:00:11.340000,L8,,,,,,,,,264.05,283.67,285.70,283.90,288.88,317.77,,,,
2019-10-07 21:54:27.004000,L8,,,,,,,,,271.88,292.79,291.16,289.17,294.96,320.85,,,,
2019-11-08 21:54:26.682000,L8,,,,,,,,,276.12,297.36,296.56,292.51,295.13,331.70,,,,
2019-12-26 21:54:19.351000,L8,347.39,280.48,319.05,318.02,332.45,,,,288.69,300.48,308.92,306.91,315.13,338.65,275.25,,272.59,297.64
2020-01-02 22:00:27.823000,L8,,,,,,,,,268.41,280.51,284.67,281.52,285.19,315.10,,,,
2020-01-11 21:54:15.691000,L8,,,,,,,,,280.52,291.00,298.03,297.72,304.94,321.85,,,,
2020-01-27 21:54:11.218000,L8,,,,,,,,,,273.39,282.13,280.27,283.55,310.30,,,,
2020-02-19 22:00:16.072000,L8,318.69,,,,,,,,287.24,304.54,307.15,306.88,342.51,353.53,,,,
2020-05-09 21:59:38.959000,L8,,,,,,,,,266.34,284.36,287.14,288.72,292.51,317.63,,,,
2020-06-10 21:59:51.538000,L8,,,,,,,,,,274.45,280.96,283.55,284.24,314.71,,,,
2020-07-28 22:00:11.422000,L8,,,,,,,,,274.39,300.95,289.87,294.71,299.23,354.64,,,,
2020-08-29 22:00:23.620000,L8,373.77,,,,,,,,266.31,285.06,284.94,287.70,285.43,318.82,,,,
2020-10-25 21:54:24.251000,L8,,,,,,,,,273.51,290.47,293.90,289.24,288.60,315.85,,,,
2020-11-26 21:54:24.779000,L8,371.12,349.35,306.20,313.61,306.75,,,,290.54,304.67,306.82,310.00,312.17,332.74,280.54,,,296.68
2020-12-03 22:00:36.439000,L8,,,,,,,,,281.59,296.32,299.62,297.48,297.28,326.19,,,,
2020-12-12 21:54:25.476000,L8,390.95,352.16,321.93,318.83,325.03,,,,307.07,309.94,312.94,319.56,344.06,351.42,286.73,,,309.81
2020-12-19 22:00:35.335000,L8,302.43,273.53,320.04,314.46,318.63,,,,288.62,307.64,306.26,310.22,312.59,340.41,282.10,,,295.59
2021-01-04 22:00:30.571000,L8,328.10,291.55,326.17,327.15,324.81,,,,317.24,313.85,328.87,319.27,343.84,348.99,288.33,,,307.97
2021-01-13 21:54:15.589000,L8,,,,,,,,,267.25,289.39,292.88,292.33,296.65,318.50,,,,
2021-02-21 22:00:17.499000,L8,350.34,276.86,319.87,323.63,324.77,,,,291.81,302.86,309.69,308.63,312.76,354.04,288.46,,,285.05
2021-04-03 21:53:50.092000,L8,,,,,,,,,272.19,279.63,291.22,288.27,289.59,315.18,,,,
2021-05-05 21:53:33.703000,L8,357.22,,,,,,,,282.57,296.19,300.61,302.20,306.74,352.52,,,,275.35
2021-06-29 22:00:08.802000,L8,,,,,,,,,273.70,286.54,293.83,293.31,344.66,342.25,,,,
2021-07-08 21:53:58.887000,L8,,,,,,,,,272.87,292.25,293.55,296.89,301.12,319.67,,,,
2021-07-24 21:54:04.359000,L8,,,,,,,,,280.53,292.66,299.10,295.56,299.35,345.15,,,,
2021-07-31 22:00:18.599000,L8,,,,,,,,,,275.69,284.42,281.69,279.87,311.58,,,,
2021-08-25 21:54:16.007000,L8,,,,,,,,,,276.45,285.16,281.60,281.84,309.63,,,,
2021-09-10 21:54:20.775000,L8,,,,,,,,,285.67,294.18,307.56,306.99,331.43,332.02,,,,281.48
2021-10-12 21:54:29.370000,L8,,,,,,,,,275.33,294.68,296.28,291.11,291.35,320.64,,,,
2021-11-18 21:59:46.984000,L9,367.35,334.12,,,,,,,287.53,301.34,303.44,301.65,303.90,336.18,,,,271.95
2021-12-23 21:54:21.811000,L9,,,,,,,,,279.46,298.53,298.12,299.34,300.43,322.50,,,,
2021-12-30 22:00:32.439000,L9,,,,,,,,,278.04,291.86,298.76,294.65,295.22,335.33,,,,
2022-01-07 22:00:29.744000,L8,317.16,275.94,314.04,309.37,318.14,,,326.43,293.00,310.10,322.58,338.79,340.61,343.22,314.65,314.56,335.87,287.55
2022-01-08 21:54:19.756000,L9,,,,,,,,,281.48,300.09,300.55,307.42,332.14,344.29,,,,271.70
2022-01-31 22:00:31.750000,L9,389.40,342.19,332.50,338.16,339.05,,321.95,334.60,347.58,356.61,351.66,358.51,354.82,358.97,332.55,329.97,353.05,349.90
2022-02-16 22:00:26.193000,L9,,,,,,,,,278.97,297.68,300.05,299.47,302.22,327.99,,,,269.28
2022-02-17 21:54:07.419000,L8,,,,,,,,,268.47,288.46,292.41,291.07,294.42,317.42,,,,
2022-03-05 21:54:04.613000,L8,,,,,,,,,265.34,282.24,288.91,286.78,288.67,320.90,,,,
2022-05-23 21:59:45.834000,L9,,,,,,,,,276.71,293.58,294.67,297.70,339.93,337.40,,,,271.04
2022-07-02 22:00:29.998000,L8,,,,,,,,,301.78,315.86,349.24,351.54,344.95,345.77,,,,298.06
2022-07-03 21:53:56.330000,L9,,,,,,,,,,275.91,281.59,282.64,287.30,311.10,,,,
2022-08-04 21:54:10.992000,L9,,,,,,,,,281.91,294.51,308.46,301.07,312.46,325.35,,,,276.52
2022-08-20 21:54:17.823000,L9,,,,,,,,,276.75,298.13,301.23,305.51,307.96,321.10,,,,273.93
2022-09-12 22:00:31.354000,L9,,,,,,,,,260.06,280.55,287.20,285.64,288.38,317.96,,,,
2022-10-22 22:00:51.164000,L8,,,,,,,,,,,,,278.04,308.44,,,,
2022-10-23 21:54:31.869000,L9,,,,,,,,,284.06,299.61,306.10,302.48,304.90,337.37,,,,275.78
2022-10-31 21:54:43.157000,L8,,,,,,,,,281.26,296.32,305.98,301.35,305.29,324.55,,,,274.44
2022-11-07 22:00:52.809000,L8,,,,,,,,,,270.07,283.92,281.83,280.12,310.27,,,,
2022-12-01 22:00:39.498000,L9,,297.51,311.53,308.27,313.52,,,,285.81,301.70,309.59,305.49,305.98,336.47,292.23,,,274.30
2023-02-03 22:00:44.789000,L9,,,,,,,,,268.57,282.11,291.83,288.87,291.48,315.27,,,,
2023-02-19 22:00:37.131000,L9,,,,,,,284.08,379.23,270.48,281.86,291.86,292.54,356.43,374.68,,,391.07,381.79
2023-02-20 21:54:13.700000,L8,,,,,,,,,267.94,279.61,290.12,291.42,292.99,326.39,,,,
2023-03-08 21:54:02.815000,L8,,,,,,,,,264.36,277.95,285.62,287.63,290.75,321.39,,,,
2023-03-23 22:00:19.797000,L9,,,,,,,,,268.38,278.49,290.16,292.17,295.29,330.19,,,,
2023-03-24 21:53:54.397000,L8,,,,,,,,,267.33,277.17,289.88,289.21,292.60,319.02,,,,
2023-04-24 22:00:04.332000,L9,,,,,,,,,269.77,285.81,296.99,294.19,296.67,334.07,,,,
