dates,nzd0289-0000,nzd0289-0001,nzd0289-0002,nzd0289-0003,nzd0289-0004,nzd0289-0007,nzd0289-0008,nzd0289-0009,nzd0289-0012,nzd0289-0013,nzd0289-0014,nzd0289-0015,nzd0289-0016,nzd0289-0017,nzd0289-0005,nzd0289-0006,nzd0289-0010,nzd0289-0011,satname
1999-08-21 21:46:56+00:00,,,,333.15,,,,357.64,281.45,294.29,302.51,293.94,,,314.41,324.36,,,L7
1999-08-28 21:53:11+00:00,342.17,297.36,324.88,327.24,333.32,,,358.46500000000003,280.195,291.95000000000005,301.83,293.83000000000004,319.32,345.61,314.41,324.36,,,L7
1999-09-22 21:47:00+00:00,342.17,310.865,324.365,328.6433333333333,333.52,,,358.46500000000003,280.195,291.95000000000005,314.7966666666667,308.23,325.515,345.61,329.19500000000005,324.36,372.11,,L7
1999-09-29 21:53:16+00:00,342.17,310.865,324.365,331.485,334.05333333333334,333.93,341.52,358.32,278.06333333333333,294.43666666666667,316.4275,320.9375,327.1766666666667,348.515,335.12000000000006,334.85,372.775,,L7
1999-10-24 21:46:56+00:00,342.17,310.865,327.79333333333335,333.84,334.05333333333334,336.175,341.7,355.5575,277.4325,300.33500000000004,320.744,328.546,327.1766666666667,348.515,338.985,334.85,372.775,,L7
1999-10-31 21:53:08+00:00,348.47,319.00333333333333,333.65999999999997,336.4066666666667,334.05333333333334,343.03000000000003,347.17333333333335,355.5575,277.4325,300.33500000000004,320.744,334.80833333333334,336.2875,348.515,338.985,342.91333333333336,372.775,,L7
2000-02-04 21:53:01+00:00,349.96000000000004,323.3125,333.65999999999997,336.4066666666667,334.05333333333334,343.03000000000003,347.17333333333335,355.5575,277.4325,300.33500000000004,320.744,334.80833333333334,336.2875,348.515,338.985,342.91333333333336,372.775,,L7
2000-02-13 21:46:48+00:00,349.96000000000004,323.3125,333.65999999999997,336.4066666666667,336.8575,343.03000000000003,350.4625,346.392,277.4325,300.33500000000004,320.744,338.58714285714285,336.936,348.6966666666667,341.558,343.3025,372.775,,L7
2000-02-20 21:52:53+00:00,349.7425,323.3125,333.65999999999997,337.058,336.8575,343.03000000000003,350.4625,343.58000000000004,276.0933333333333,310.1175,332.296,346.02833333333336,336.936,348.6966666666667,348.34499999999997,349.6166666666666,372.775,,L7
2000-04-01 21:46:34+00:00,352.26666666666665,335.76,342.9549999999999,346.25000000000006,345.27,347.58000000000004,353.4433333333333,328.5,278.36,325.72499999999997,349.14,362.12000000000006,334.66333333333336,349.06,351.2149999999999,351.755,,,L7
2000-05-03 21:46:19+00:00,351.015,336.24,,,345.27,,360.33,309.73,281.18,351.315,360.53999999999996,361.26,320.185,349.06,351.85,344.47,,,L7
2000-05-19 21:46:07+00:00,351.015,336.24,,,345.27,355.43,360.875,309.73,293.57500000000005,354.5533333333333,360.53999999999996,356.225,333.06,349.06,351.85,344.47,375.61,,L7
2000-08-14 21:51:20+00:00,341.02,,314.37,335.37,341.38,355.43,361.42,,293.57500000000005,354.5533333333333,346.96999999999997,351.19,331.96999999999997,,,,375.61,,L7
2000-09-15 21:50:49+00:00,332.95,,314.37,335.37,341.38,355.43,361.42,,293.57500000000005,341.6566666666666,327.07,351.19,337.03499999999997,357.72,,,375.61,,L7
2000-12-13 21:44:28+00:00,332.95,,314.37,335.37,341.38,319.09,316.74,,280.86,314.155,310.20000000000005,,344.24499999999995,357.72,,,,,L7
2001-01-05 21:50:40+00:00,332.95,,314.37,335.37,341.38,319.09,316.74,,280.86,314.155,310.20000000000005,355.89,347.7966666666666,358.28,334.96,,,,L7
