dates,nzd0102-0000,nzd0102-0001,nzd0102-0002,nzd0102-0003,nzd0102-0004,nzd0102-0005,nzd0102-0006,satname
1999-09-27 22:04:48+00:00,372.87,350.54,352.19,347.84,,,,L7
1999-11-14 22:04:42+00:00,363.25,343.35,346.495,347.84,,,,L7
2000-05-24 22:03:46+00:00,358.81,352.1,362.18,358.93,,,,L7
2000-08-12 22:02:54+00:00,358.81,352.1,362.18,358.93,,301.32,,L7
2000-09-13 22:02:26+00:00,349.005,335.20000000000005,341.645,358.93,,301.32,,L7
2000-10-15 22:01:56+00:00,349.005,335.20000000000005,341.645,358.93,,301.32,290.6,L7
2001-11-03 22:00:10+00:00,,,,,,264.51,259.82,L7
2002-11-06 21:59:41+00:00,,,345.62,,,,301.86,L7
2003-01-25 22:00:18+00:00,,318.45,340.76,327.3,,326.17,301.86,L7
2007-01-05 22:00:28+00:00,341.86,298.26,276.52,,272.19,290.8,265.07,L5
2010-02-21 22:02:44+00:00,327.25,279.91,261.84,,,,,L5
2011-03-12 22:01:43+00:00,336.6,289.04,272.06,,,,,L5
2013-04-11 22:07:51+00:00,,,,,,,260.42,L8
2013-05-20 22:13:50+00:00,,281.7,250.84,,,,261.43,L8
2013-06-05 22:13:51+00:00,297.19,279.055,250.84,,,,261.43,L8
2013-06-21 22:13:43+00:00,297.19,279.33,250.84,,,,261.61,L8
2013-11-12 22:13:32+00:00,297.19,279.695,252.135,,,,262.20500000000004,L8
2013-12-14 22:13:21+00:00,,281.3,255.83999999999997,,,,261.97,L8
2014-07-26 22:11:43+00:00,293.6,,,,,,,L8
2015-04-24 22:11:08+00:00,305.74,277.8,257.23,,,,,L8
2015-07-29 22:11:25+00:00,305.74,279.265,256.845,,,,,L8
2015-12-20 22:11:57+00:00,,280.76,256.72,,,,,L8
2016-02-22 22:11:42+00:00,299.1,280.79,256.98,,,,,L8
2016-03-25 22:11:32+00:00,296.295,280.79,256.98,,,,,L8
2016-04-26 22:11:21+00:00,298.62,281.765,257.725,,,,,L8
2016-07-15 22:11:46+00:00,298.62,286.855,262.07500000000005,,262.0,283.62,264.34,L8
2016-11-20 22:12:09+00:00,307.22,286.26,262.925,,262.0,283.62,264.34,L8
2017-01-23 22:11:55+00:00,307.22,282.485,261.21500000000003,,,,262.01,L8
2018-01-10 22:11:54+00:00,294.16,,,,,,,L8
2018-07-05 22:10:54+00:00,299.34000000000003,279.33,252.9,,,,,L8
2018-09-07 22:11:24+00:00,304.52,275.66499999999996,252.9,,,,,L8
2019-03-02 22:11:29+00:00,304.24,272.85,,,,,,L8
2019-08-09 22:11:55+00:00,307.655,270.08500000000004,254.41,,,,258.65,L8
2020-05-07 22:11:12+00:00,304.71,281.52,269.12,,266.36,290.16,271.04,L8
2020-08-27 22:11:56+00:00,304.24,281.52,269.12,,266.36,290.16,271.04,L8
2021-04-24 22:11:25+00:00,295.39,,,,,,,L8
2021-06-11 22:11:38+00:00,303.135,285.85,253.65,,264.36,286.52,271.3,L8
