dates,nzd0198-0000,nzd0198-0001,nzd0198-0002,nzd0198-0003,nzd0198-0004,nzd0198-0005,nzd0198-0006,nzd0198-0007,nzd0198-0008,nzd0198-0009,nzd0198-0010,nzd0198-0011,nzd0198-0012,nzd0198-0013,nzd0198-0014,nzd0198-0015,nzd0198-0016,nzd0198-0017,satname
1999-09-29 21:52:52+00:00,,211.41,269.7,313.23,303.62,309.45,299.88,286.05,296.29,,282.52,275.89,,300.1,296.78,,210.51,209.71,L7
1999-10-15 21:52:49+00:00,,191.735,262.745,309.675,294.90999999999997,306.61,298.57,277.97,277.565,241.69,277.94,270.33,,295.0,294.55499999999995,,211.875,209.15,L7
2000-02-04 21:52:37+00:00,277.94,194.83,265.91,309.00666666666666,296.28,307.26,297.41,261.57,263.09,244.91,276.06333333333333,269.43,,295.0,295.2733333333333,293.33,213.16,209.15,L7
2000-02-20 21:52:29+00:00,260.265,206.87,265.91,309.2375,297.725,308.04499999999996,296.775,253.4325,262.42,256.3666666666666,273.935,269.2175,175.48,294.22,296.40749999999997,291.775,214.1925,209.60333333333332,L7
2000-03-14 21:58:35+00:00,253.58,208.048,267.135,309.2375,297.725,307.702,295.44,247.8,259.116,256.3666666666666,266.698,268.988,169.075,293.04,296.18199999999996,284.76,213.53400000000002,209.60333333333332,L7
2000-03-30 21:58:33+00:00,248.735,204.068,266.3125,307.9066666666667,295.76000000000005,307.004,290.204,235.526,248.06599999999997,261.9025,267.762,268.412,169.075,291.9925,295.96,284.76,213.28400000000002,209.54999999999995,L7
2000-05-17 21:58:07+00:00,248.735,212.07,277.4225,310.05,303.8,309.83399999999995,288.43999999999994,226.935,245.37249999999997,276.4575,272.816,274.396,169.075,296.415,298.974,288.4225,219.26999999999998,213.32999999999998,L7
2000-08-05 21:57:08+00:00,239.0,214.515,280.2425,311.56333333333333,306.85333333333335,310.08599999999996,281.88,226.32333333333335,253.09,287.6175,274.004,275.63800000000003,169.075,296.462,298.856,287.62250000000006,220.15499999999997,213.32999999999998,L7
2000-08-14 21:50:56+00:00,240.59749999999997,213.158,277.562,312.2625,305.845,310.575,286.554,225.9075,253.09,289.52200000000005,277.7416666666666,278.51166666666666,169.075,297.4766666666667,299.905,288.978,218.266,213.32999999999998,L7
2000-09-15 21:50:25+00:00,239.79499999999996,203.34666666666666,279.25,313.04,307.1066666666667,311.752,290.1175,252.95666666666668,259.96999999999997,292.976,290.654,285.67,,300.772,300.28200000000004,294.13,222.2475,214.12,L7
2000-10-17 21:50:01+00:00,245.39,209.265,284.235,313.865,308.22249999999997,314.136,300.145,275.22666666666663,267.1433333333334,296.59250000000003,292.432,287.362,,301.33599999999996,301.51599999999996,294.134,225.4875,213.8166666666667,L7
2000-11-09 21:56:21+00:00,245.39,211.54,283.674,312.57399999999996,305.072,313.9533333333334,302.52200000000005,275.53499999999997,265.2625,295.88,290.78333333333336,285.36833333333334,192.81,300.53499999999997,301.51599999999996,294.134,223.19400000000002,212.76,L7
2000-12-20 21:50:16+00:00,245.39,211.54,279.53499999999997,312.58,303.76000000000005,313.16,298.61,266.034,258.204,294.8725,289.214,280.70166666666665,187.075,296.6616666666667,300.04499999999996,292.815,218.2,211.63,L7
2001-01-05 21:50:16+00:00,242.14499999999998,211.405,279.53499999999997,312.58,303.76000000000005,313.16,297.54714285714283,264.14666666666665,256.88,294.52599999999995,289.4766666666667,279.1985714285714,221.82000000000002,296.25,300.12,292.17199999999997,217.05,211.0025,L7
2001-03-10 21:50:10+00:00,237.235,213.54500000000002,283.89,311.87499999999994,296.49666666666667,312.255,299.3366666666667,272.41499999999996,256.15500000000003,294.23999999999995,288.88200000000006,276.75,239.26500000000001,295.15000000000003,298.32,292.10999999999996,216.60999999999999,210.83800000000002,L7
2001-06-21 21:55:29+00:00,237.235,211.0,,270.05,297.475,308.65999999999997,296.9866666666667,279.02,274.01000000000005,294.03999999999996,290.4266666666667,274.22333333333336,294.5466666666667,297.53,299.02,292.98,213.65,209.65,L7
2001-06-30 21:49:12+00:00,237.235,211.0,,288.935,300.5466666666667,309.45,301.0775,283.775,280.89750000000004,295.8633333333333,291.6875,279.37,289.95000000000005,298.945,298.895,293.56,217.32,211.87,L7
2001-09-09 21:54:36+00:00,239.89,208.35,,288.935,308.095,310.61333333333334,303.44,303.05999999999995,302.84,295.33,289.56333333333333,281.31,273.6333333333334,301.3433333333333,299.1066666666666,295.54,217.81333333333336,212.10500000000002,L7
2001-09-25 21:54:28+00:00,239.89,208.35,286.67,293.8066666666667,306.7966666666667,310.035,306.2025,304.43333333333334,303.7,295.33,289.56333333333333,281.31,273.6333333333334,301.3433333333333,299.1066666666666,293.74666666666667,218.37,212.73666666666668,L7
2001-10-11 21:54:09+00:00,239.13,209.99,277.775,293.8066666666667,302.495,310.035,306.2025,304.43333333333334,302.918,294.0475,286.755,278.2025,259.7275,297.39250000000004,299.1066666666666,293.74666666666667,217.57800000000003,211.3875,L7
2001-10-20 21:48:09+00:00,239.13,209.99,287.93333333333334,299.145,303.088,310.188,307.952,303.8775,304.3283333333333,295.412,287.56399999999996,277.87600000000003,256.502,298.16999999999996,300.0425,293.78000000000003,218.08666666666667,211.93200000000002,L7
