dates,nzd0389-0000,nzd0389-0001,nzd0389-0002,nzd0389-0003,nzd0389-0004,nzd0389-0005,nzd0389-0006,nzd0389-0007,nzd0389-0008,nzd0389-0009,nzd0389-0010,nzd0389-0011,nzd0389-0012,nzd0389-0013,nzd0389-0017,nzd0389-0018,nzd0389-0014,nzd0389-0015,nzd0389-0016,satname
1999-12-07 22:12:29+00:00,,,,,,,,,,,,,,,237.55,233.14,,,,L7
2001-01-10 22:10:03+00:00,,266.24,289.34,,,,,260.52,268.85,258.31,250.98,262.01,269.33,260.29,,,,,,L7
2002-02-14 22:08:29+00:00,,,,,,,,,257.84,264.07,275.95,,,,,,,,,L7
2002-03-11 22:02:43+00:00,,269.86,256.28,221.26,,,,283.87,265.745,267.88,282.845,279.33,282.01,272.51,204.65,229.51,,,,L7
2003-08-20 21:56:39+00:00,237.42,256.92,201.19,259.61,251.0,173.04,211.44,257.64,,228.82,248.69,250.29,,,,,,,,L5
2003-08-29 21:50:38+00:00,241.43,255.705,208.65,258.79,250.125,180.95499999999998,213.45999999999998,253.45499999999998,251.63,228.325,247.725,247.14999999999998,216.1,249.39,171.26,199.73,,,,L5
2003-09-14 21:50:54+00:00,237.97666666666666,255.31333333333336,205.11666666666667,257.16333333333336,248.81333333333336,173.53333333333333,211.39,248.57000000000002,250.53,229.93666666666664,249.04666666666665,247.20333333333335,226.58499999999998,248.02999999999997,176.07,204.78,,,,L5
2003-10-16 21:51:43+00:00,236.63,256.9975,203.7475,257.2875,249.745,173.53333333333333,216.2175,249.915,250.88333333333333,232.4625,250.105,248.5425,233.29666666666665,250.99,195.93999999999997,213.61,206.23,237.27,233.19,L5
2003-11-17 21:51:45+00:00,236.63,256.9975,203.7475,257.2875,249.745,173.53333333333333,218.95999999999998,250.298,248.07,232.60399999999998,248.5,247.118,233.83499999999998,248.1125,206.86,218.32,202.98,238.01,228.615,L5
2003-12-03 21:51:55+00:00,240.48600000000002,260.622,217.796,260.278,254.13599999999997,173.53333333333333,223.26666666666665,252.22166666666666,250.44400000000002,237.11166666666668,250.91,251.17,242.13000000000002,253.404,219.814,224.342,202.98,244.88666666666666,241.17999999999998,L5
2003-12-10 21:58:05+00:00,241.99333333333334,263.51166666666666,225.28666666666666,259.40500000000003,254.31166666666664,173.53333333333333,225.20000000000002,252.53,250.98666666666668,238.74428571428572,252.60999999999999,253.44571428571427,246.11833333333334,254.88333333333333,223.53,226.36,206.41,245.6075,241.96499999999997,L5
2004-05-18 22:00:14+00:00,252.72000000000003,270.84999999999997,259.64000000000004,264.18666666666667,262.1233333333333,,226.5566666666667,256.3,256.0566666666667,254.09500000000003,262.885,269.265,270.68500000000006,268.42499999999995,256.87,242.44000000000005,213.27,253.20499999999998,255.31499999999994,L5
2004-07-30 21:56:03+00:00,,252.445,230.665,265.995,251.31,,198.07,252.68,254.53,,,,,,,,,,,L5
2004-08-15 21:56:25+00:00,,251.64666666666668,227.29666666666665,261.6033333333333,248.0666666666667,171.96,197.27499999999998,245.81,248.15,,,,,,,,,,,L5
2004-10-02 21:57:38+00:00,223.01,251.8925,230.95499999999998,259.0075,242.145,179.66000000000003,200.83,244.03333333333333,248.77333333333334,237.54,245.16,241.08,,,,,,,,L5
