dates,nzd0396-0000,nzd0396-0001,nzd0396-0002,nzd0396-0003,nzd0396-0004,nzd0396-0005,nzd0396-0006,nzd0396-0007,nzd0396-0008,nzd0396-0009,nzd0396-0010,nzd0396-0011,satname
1999-12-25 22:00:04+00:00,273.32,258.73,,,,,,,,,,,L7
2000-01-26 22:00:02+00:00,287.85,270.03,289.35,,,269.78,255.94,268.48,286.75,300.68,301.93,,L7
2000-02-11 22:00:21+00:00,298.57,270.03,289.35,,,269.78,255.94,268.48,286.75,300.68,301.93,,L7
2000-02-27 21:59:52+00:00,300.93,278.1466666666667,297.18,,,281.14,264.9,271.435,290.16999999999996,300.68,309.28499999999997,,L7
2000-05-01 21:59:30+00:00,300.93,278.1466666666667,297.18,268.19,275.7,277.07,263.5133333333333,269.62333333333333,284.00333333333333,286.43,302.54333333333335,308.27,L7
2000-08-05 21:58:20+00:00,309.7333333333333,293.405,308.29499999999996,268.19,275.7,292.15000000000003,274.1233333333333,274.74333333333334,282.63,272.18,302.85,308.27,L7
2001-12-30 21:56:13+00:00,,,,,,,,301.57,,,,,L7
2003-02-19 21:56:18+00:00,,,239.19,237.34,264.94,307.67,292.99,286.33,295.78,,,,L7
2003-07-21 21:44:09+00:00,,249.53,256.995,259.415,276.58000000000004,298.355,281.795,282.99,291.22,284.66,311.13,305.19,L5
2004-04-02 21:46:54+00:00,302.32,289.01,294.83,289.35,301.17,302.09,287.87,282.0,295.77,,327.34,,L5
2004-05-04 21:47:51+00:00,302.32,278.135,277.505,275.775,290.31,293.35,284.355,282.0,295.77,,327.34,,L5
2004-05-20 21:47:56+00:00,302.32,274.96666666666664,272.95,277.3333333333333,290.59999999999997,291.9433333333333,281.68666666666667,280.22,289.61,269.77,327.34,,L5
2004-07-07 21:49:44+00:00,302.32,275.4025,269.9,277.805,292.345,293.47,281.1825,281.27666666666664,290.45666666666665,295.51,327.34,,L5
2004-09-25 21:51:43+00:00,302.32,280.414,269.9,282.566,297.498,298.14,283.406,282.7825,292.9375,295.51,327.34,,L5
2004-10-27 21:52:23+00:00,312.07,282.712,273.7025,286.016,301.742,298.53000000000003,281.31399999999996,278.84749999999997,287.925,293.9866666666667,,,L5
2005-01-15 21:53:21+00:00,308.04999999999995,294.16,291.845,295.3866666666667,308.5,295.91,275.6433333333334,276.78,279.97,278.33000000000004,278.17,337.3,L5
2005-03-04 21:54:27+00:00,310.0433333333333,292.3925,284.6766666666667,287.1225,301.8325,291.0925,269.3525,270.93666666666667,278.95750000000004,281.8766666666667,290.78499999999997,337.3,L5
2005-04-05 21:54:42+00:00,310.17999999999995,289.4375,283.435,283.9225,296.12,284.27,264.6925,266.3533333333333,275.1975,286.63,294.5,337.3,L5
2005-04-21 21:54:46+00:00,310.93399999999997,291.684,288.596,286.13800000000003,297.924,285.88,267.534,268.8275,276.832,294.28000000000003,294.5,337.3,L5
2005-06-08 21:55:08+00:00,310.65,289.48,277.804,278.574,288.064,279.808,264.412,267.6125,276.3,295.115,294.5,337.3,L5
