dates,satname,nzd0396-0000,nzd0396-0001,nzd0396-0002,nzd0396-0003,nzd0396-0004,nzd0396-0005,nzd0396-0006,nzd0396-0007,nzd0396-0008,nzd0396-0009,nzd0396-0010,nzd0396-0011
1999-10-22 22:00:04.598000,L7,331.65,335.69,340.50,353.51,364.28,359.90,367.42,351.44,360.41,363.50,354.05,352.31
1999-10-22 22:00:28.631000,L7,332.03,335.62,339.63,350.93,363.90,358.75,366.95,350.77,357.61,360.85,353.44,349.60
1999-12-25 22:00:04.067000,L7,273.32,258.73,241.75,,,,,,,,,
2000-01-26 22:00:02.226000,L7,302.38,281.33,289.35,271.99,279.84,269.78,255.94,268.48,286.75,300.68,301.93,333.99
2000-01-26 22:00:26.187000,L7,308.38,289.04,294.71,277.48,287.53,272.99,261.61,271.35,284.94,318.05,313.11,339.59
2000-02-11 21:59:57.866000,L7,293.90,270.32,270.78,262.57,269.88,262.21,,,286.33,298.61,306.14,336.40
2000-02-11 22:00:21.827000,L7,320.01,349.52,342.73,339.27,363.06,357.18,361.27,353.12,350.48,350.66,351.38,341.16
2000-02-27 21:59:52.393000,L7,308.01,294.38,305.01,315.43,320.78,292.50,273.86,274.39,293.59,332.36,316.64,338.30
2000-02-27 22:00:16.353000,L7,291.13,256.40,249.28,258.73,268.89,265.45,,,274.21,279.42,277.55,311.13
2000-05-01 21:59:30.586000,L7,,229.62,256.61,268.19,275.70,268.93,260.74,266.00,271.67,272.18,289.06,308.27
2000-05-01 21:59:54.563000,L7,,252.19,280.27,279.94,289.41,273.52,269.82,275.47,293.89,322.21,308.86,325.27
2000-08-05 21:58:20.584000,L7,301.18,292.43,311.58,334.45,352.67,315.02,287.77,283.84,351.50,343.17,351.57,344.63
2001-05-20 21:57:04.892000,L7,,239.49,271.50,279.38,279.85,286.22,281.59,276.53,291.86,313.04,325.67,322.10
2001-12-30 21:55:49.115000,L7,326.23,317.96,337.89,350.95,347.65,353.99,357.83,295.80,333.92,345.48,343.58,355.19
2001-12-30 21:56:13.010000,L7,330.80,319.59,338.23,351.84,353.12,355.50,361.24,301.57,334.79,347.82,345.99,355.17
2003-01-18 21:55:42.118000,L7,333.00,310.83,320.86,336.73,363.12,361.17,370.39,364.59,361.17,362.43,355.97,353.82
2003-01-18 21:56:06.129000,L7,339.29,312.84,324.38,340.66,364.51,363.86,371.92,365.99,367.81,363.81,357.74,353.77
2003-02-19 21:56:18.422000,L7,,,239.19,237.34,264.94,307.67,292.99,286.33,295.78,,,
2003-04-24 21:55:58.309000,L7,,,253.72,272.60,286.31,291.76,284.55,276.74,290.59,272.10,293.24,304.40
2003-07-21 21:43:45.776000,L5,,,266.52,276.28,283.72,285.78,265.52,276.50,285.16,272.99,,
2003-07-21 21:44:09.463000,L5,,249.53,274.80,281.49,288.22,289.04,270.60,279.65,286.66,284.66,311.13,305.19
2003-12-28 21:45:57.554000,L5,305.45,295.10,297.17,283.19,282.34,275.34,,,277.34,299.96,298.73,330.66
2004-04-02 21:46:30.745000,L5,302.84,290.54,292.13,287.95,298.87,300.43,287.84,281.50,296.88,334.57,326.33,341.05
2004-04-02 21:46:54.575000,L5,302.32,289.01,294.83,289.35,301.17,302.09,287.87,282.00,295.77,334.92,327.34,341.31
2004-05-04 21:47:27.968000,L5,291.59,288.32,289.35,289.41,306.10,304.91,291.73,283.58,292.68,321.56,315.32,335.63
2004-05-04 21:47:51.656000,L5,,267.26,260.18,262.20,279.45,284.61,280.84,,,,,
2004-05-20 21:47:56.357000,L5,,268.63,263.84,280.45,291.18,289.13,276.35,278.44,283.45,269.77,,
2004-07-07 21:49:21.098000,L5,279.11,288.74,283.78,293.36,320.29,314.80,289.99,295.68,310.07,335.92,337.42,342.61
2004-07-07 21:49:44.929000,L5,,276.71,260.75,279.22,297.58,298.05,279.67,283.39,292.15,321.25,,
2004-09-25 21:51:19.231000,L5,312.28,301.44,317.98,297.08,315.61,314.99,291.85,287.43,299.59,337.79,340.74,347.99
2004-09-25 21:51:43.061000,L5,312.06,300.46,319.82,301.61,318.11,316.82,292.30,287.30,300.38,338.74,341.22,348.00
2004-10-27 21:51:59.516000,L5,309.95,298.52,306.21,300.55,319.89,301.78,277.22,264.47,274.64,282.65,324.16,335.77
2004-10-27 21:52:23.346000,L5,312.07,300.50,310.04,306.60,322.39,304.04,277.41,266.26,275.72,290.94,325.68,336.20
2005-01-15 21:53:21.356000,L5,304.03,281.52,273.65,277.95,285.00,266.87,257.22,,263.81,265.72,278.17,337.30
2005-01-15 21:53:45.186000,L5,307.03,283.26,276.69,278.27,287.65,267.86,257.51,,263.69,270.41,274.90,337.69
2005-03-04 21:54:04.136000,L5,315.11,287.75,272.32,257.78,280.39,277.09,251.78,260.88,276.17,289.80,301.32,331.76
2005-03-04 21:54:27.824000,L5,314.03,287.09,270.34,262.33,281.83,276.64,250.48,259.25,275.92,288.97,303.40,331.29
2005-04-05 21:54:19.058000,L5,308.05,288.12,278.22,288.40,293.33,290.13,275.24,274.06,286.71,293.81,299.25,327.86
2005-04-05 21:54:42.889000,L5,310.59,288.64,279.71,288.81,295.26,289.53,273.66,273.55,285.34,300.89,301.93,327.52
2005-04-21 21:54:22.812000,L5,313.31,301.04,309.51,293.16,301.81,289.28,278.44,276.86,283.34,320.96,332.53,339.66
2005-04-21 21:54:46.500000,L5,313.95,300.67,309.24,295.00,305.14,292.32,278.90,276.25,283.37,324.88,334.52,340.18
2005-06-08 21:54:44.925000,L5,,,259.47,269.62,274.65,276.00,262.95,262.55,275.03,,,
2005-06-08 21:55:08.756000,L5,,,256.08,268.78,273.09,273.68,261.80,261.40,273.06,259.21,,
2005-08-27 21:55:20.007000,L5,296.02,274.58,275.12,280.90,288.32,286.32,281.30,280.12,277.77,280.50,314.42,321.09
2005-08-27 21:55:43.837000,L5,340.68,343.19,339.39,339.76,355.21,341.17,311.06,316.53,346.02,358.41,363.02,363.11
2005-09-28 21:55:20.450000,L5,317.94,304.72,304.36,301.92,296.33,294.02,290.05,282.09,290.63,339.91,343.74,344.09
2005-09-28 21:55:44.137000,L5,338.77,323.21,329.81,334.40,349.73,309.22,300.12,295.47,312.90,354.48,356.16,355.35
2006-02-19 21:57:51.685000,L5,324.43,310.34,307.78,320.03,314.70,300.26,292.88,288.87,302.50,345.61,338.50,345.10
2006-02-19 21:58:15.515000,L5,322.97,309.22,306.38,319.07,314.42,299.61,292.41,288.43,333.26,343.75,338.14,345.09
2006-06-27 22:00:24.118000,L5,279.05,283.41,277.22,284.89,286.83,286.01,278.72,278.27,281.52,327.74,325.54,339.62
2006-11-02 22:01:32.743000,L5,325.61,306.45,309.94,318.41,323.23,296.76,287.48,286.21,309.50,345.41,348.61,356.36
2006-11-02 22:01:56.430000,L5,308.94,285.06,277.12,273.84,282.48,281.40,273.25,269.80,282.93,322.91,328.55,343.59
2007-01-05 22:02:04.371000,L5,321.38,305.94,305.77,307.97,305.85,295.36,286.49,272.20,286.35,334.23,330.34,344.52
2007-01-05 22:02:28.201000,L5,321.30,306.45,306.97,307.32,307.03,294.80,286.76,272.52,285.60,334.38,329.94,344.31
2007-01-21 22:02:09.591000,L5,301.44,277.01,267.99,282.94,295.01,290.36,279.92,269.23,290.95,305.21,304.47,329.32
2007-01-21 22:02:33.422000,L5,302.95,277.57,268.82,283.83,295.44,291.30,281.11,269.27,291.54,311.17,308.00,329.95
2007-02-06 22:02:11.997000,L5,313.49,296.90,297.43,303.91,310.87,297.61,287.04,280.69,300.21,329.12,329.74,338.33
2008-02-25 21:57:37.029000,L5,335.30,323.35,332.44,339.88,340.86,313.45,334.02,318.60,318.83,346.32,343.91,343.35
2008-02-25 21:58:00.859000,L5,308.99,282.10,276.08,281.42,288.78,282.23,264.55,266.22,282.84,318.44,298.48,326.76
2010-01-13 21:58:24.995000,L5,278.60,265.32,240.09,,,,,,,,,
2010-01-29 21:58:05.346000,L5,316.91,300.03,305.36,307.99,311.20,298.19,282.18,282.53,295.92,339.81,344.86,343.09
2010-01-29 21:58:29.033000,L5,318.61,300.49,305.36,307.99,313.37,298.46,281.34,282.53,295.36,339.81,345.27,343.34
2010-10-12 21:57:13.086000,L5,297.97,283.19,265.56,277.02,286.48,283.25,274.23,270.55,287.97,289.64,,
2011-09-13 21:55:45.838000,L5,325.56,311.12,324.61,331.74,322.01,305.20,294.42,293.91,312.95,340.98,340.54,336.44
2011-09-13 21:56:09.668000,L5,324.85,310.83,324.52,331.70,322.05,304.35,294.19,294.08,313.66,341.16,340.51,336.02
2014-01-24 22:08:21.364000,L8,338.91,329.03,334.62,341.80,350.94,354.41,349.03,351.75,350.12,348.27,350.22,352.30
2014-01-24 22:08:45.323000,L8,339.28,329.57,334.86,341.97,350.98,354.43,349.07,351.84,350.29,348.45,350.13,352.25
2014-03-13 22:07:45.256000,L8,323.51,308.93,319.26,331.34,336.48,284.09,276.17,277.67,295.90,339.57,337.07,334.49
2014-03-13 22:08:09.214000,L8,303.98,286.95,277.69,269.68,276.99,270.23,264.01,262.60,281.33,328.75,320.60,325.09
2014-04-30 22:06:58.400000,L8,271.42,257.12,254.47,262.59,267.98,264.73,,,,,,
2014-04-30 22:07:22.351000,L8,275.74,272.19,263.70,268.43,272.13,267.60,266.55,262.47,264.46,257.52,,
2014-05-16 22:06:45.666000,L8,266.59,251.05,251.87,261.89,265.27,262.47,,,,,,
2014-08-04 22:07:38.344000,L8,272.24,246.63,248.67,252.56,257.20,,,,,,,
2014-09-05 22:07:21.754000,L8,278.82,272.24,248.81,254.48,259.00,260.63,,,,,,
2014-10-07 22:07:25.795000,L8,270.66,253.80,240.55,248.89,257.93,259.34,,,,,,
2014-10-07 22:07:49.758000,L8,267.56,246.08,234.65,245.45,254.54,256.49,,,,,,
2014-10-23 22:07:51.237000,L8,270.90,267.14,252.45,250.23,263.78,261.32,,,,,,
2014-11-08 22:07:28.004000,L8,279.39,271.18,244.57,248.01,264.68,262.58,,,,,,
2014-11-08 22:07:51.967000,L8,286.29,277.13,276.64,258.85,270.60,266.00,266.81,261.11,271.81,250.67,322.28,325.90
2014-12-26 22:07:18.944000,L8,303.44,281.58,286.59,270.16,276.88,268.29,261.20,257.11,275.14,330.73,326.17,330.87
2014-12-26 22:07:42.898000,L8,303.74,281.71,287.19,271.02,277.11,269.20,262.94,258.23,277.64,333.09,327.22,332.22
2015-02-12 22:07:03.113000,L8,314.67,291.80,290.51,296.88,285.19,268.42,265.18,260.62,269.88,335.75,329.19,334.79
2015-02-12 22:07:27.072000,L8,286.48,267.50,241.75,,,,,,,,,
2015-02-28 22:07:00.305000,L8,316.75,299.87,291.08,321.67,310.36,275.67,266.56,265.22,292.58,335.93,331.43,335.41
2015-04-01 22:06:37.659000,L8,319.68,301.35,296.75,316.91,296.06,272.84,271.22,266.90,280.35,336.70,334.01,338.05
2015-04-01 22:07:01.610000,L8,316.70,295.49,292.67,299.78,279.03,271.85,269.51,264.92,275.26,334.62,331.66,336.04
2015-06-20 22:06:56.810000,L8,,,243.68,260.47,271.54,268.83,264.54,264.57,266.82,245.46,,
2015-08-23 22:07:00.453000,L8,276.51,246.11,236.25,251.89,262.32,259.56,,,,,,
2015-08-23 22:07:24.416000,L8,276.10,243.58,235.60,251.33,261.82,259.24,,,,,,
2015-09-08 22:07:06.448000,L8,285.49,260.18,240.45,255.40,260.40,262.43,,,,,,
2015-09-08 22:07:30.411000,L8,288.75,264.46,241.08,256.09,260.79,262.72,,,,,,
2015-09-24 22:07:13.635000,L8,,,,254.44,267.16,268.43,263.61,266.18,271.06,245.06,,
2015-09-24 22:07:37.598000,L8,,,,261.55,270.91,272.00,270.10,270.06,275.69,260.90,,
2015-10-10 22:07:14.813000,L8,278.82,271.80,245.37,259.85,264.82,263.90,262.17,258.86,,,,
2015-10-10 22:07:38.780000,L8,319.06,303.16,320.06,320.33,301.12,274.05,278.88,273.17,292.05,336.72,347.33,340.02
2015-11-27 22:07:23.156000,L8,274.61,267.74,243.83,246.40,252.53,,,,,,,
2015-11-27 22:07:47.119000,L8,277.85,272.85,263.94,251.66,257.84,256.10,,,,,,
2015-12-13 22:07:21.432000,L8,319.11,306.59,323.29,326.64,303.00,273.74,275.52,269.81,327.82,341.07,349.65,344.63
2015-12-13 22:07:45.395000,L8,318.21,305.24,320.80,326.04,300.99,272.99,275.29,268.90,328.06,340.98,346.33,345.34
2016-02-15 22:07:09.441000,L8,312.69,297.98,292.02,275.58,276.91,272.98,268.83,260.41,277.23,329.14,332.90,337.87
2016-02-15 22:07:33.404000,L8,325.17,334.59,323.90,334.48,312.16,287.94,283.24,268.62,330.16,342.68,343.55,350.55
2016-03-02 22:07:07.398000,L8,293.58,274.13,264.62,254.36,265.92,263.48,,,,,,
2016-03-02 22:07:31.352000,L8,292.01,273.75,264.39,254.27,265.92,263.33,,,,,,
2016-04-19 22:06:46.856000,L8,276.40,274.41,255.40,253.98,268.09,264.77,,,,,,
2016-04-19 22:07:10.819000,L8,275.79,272.36,252.21,251.30,266.08,263.56,,,,,,
2016-07-24 22:07:13.819000,L8,273.46,264.30,245.31,253.26,265.61,265.15,258.45,,,,319.30,321.38
2016-08-09 22:07:15.795000,L8,276.08,271.35,241.66,249.62,262.27,262.31,,,,,,
2016-09-10 22:07:27.365000,L8,275.48,270.44,244.77,249.61,262.58,261.67,254.31,,,,,
2016-09-10 22:07:51.328000,L8,281.15,282.75,260.03,257.00,267.40,264.67,259.84,263.68,268.91,258.72,,
2016-10-12 22:07:33.085000,L8,280.70,282.97,269.96,257.49,268.44,265.81,263.74,,,,293.76,328.59
2016-10-12 22:07:57.049000,L8,280.22,283.22,270.31,257.92,268.73,265.99,264.05,,,325.36,329.19,328.75
2016-12-15 22:07:29.991000,L8,312.11,305.45,318.05,326.87,292.04,272.41,266.81,263.31,321.03,335.62,333.23,342.08
2016-12-15 22:07:53.950000,L8,320.86,307.60,320.25,329.04,298.46,274.56,271.24,267.04,334.07,338.36,339.77,344.66
2016-12-31 22:07:51.584000,L8,311.80,305.45,292.19,276.60,285.93,272.25,272.71,260.84,276.89,333.99,339.43,342.13
2017-01-16 22:07:22.953000,L8,310.95,303.51,291.17,276.24,285.16,272.20,272.31,262.06,278.70,330.32,335.90,341.95
2017-01-16 22:07:46.911000,L8,310.55,303.24,291.18,276.09,283.97,272.34,272.77,262.32,281.17,331.09,336.64,342.84
2017-03-05 22:07:02.841000,L8,,,,,,,,,,,,324.40
2017-04-06 22:06:45.830000,L8,,264.22,246.00,254.05,263.70,261.68,259.79,257.11,,,,
2017-04-06 22:07:09.788000,L8,244.58,279.82,275.20,267.66,272.65,268.21,268.92,266.46,264.43,260.51,327.33,327.41
2017-04-22 22:06:36.244000,L8,262.41,290.93,288.38,278.04,277.90,269.27,267.81,259.92,,330.13,329.41,330.07
2017-04-22 22:07:00.199000,L8,278.52,291.25,288.70,278.23,278.16,269.44,268.02,260.16,,330.49,329.48,330.15
2017-10-31 22:07:31.844000,L8,247.11,271.09,,,,,,,,,,
2017-10-31 22:07:55.807000,L8,250.96,273.91,,,,,,,,,,
2017-11-16 22:07:28.249000,L8,247.84,272.99,252.00,,,,,,,,,
2017-12-02 22:07:22.770000,L8,323.54,317.27,275.20,277.07,283.59,267.39,263.49,260.87,266.84,307.40,338.05,342.91
2017-12-02 22:07:46.733000,L8,327.23,320.19,278.08,280.46,286.51,269.01,267.35,265.43,272.67,336.01,341.48,345.39
2018-01-19 22:07:14.526000,L8,319.55,311.05,270.80,274.65,283.80,273.51,275.59,270.15,272.90,294.11,337.22,337.66
2018-02-20 22:07:00.077000,L8,251.24,269.69,,,,,,,,,,
2018-04-25 22:06:50.725000,L8,293.35,286.99,,,,253.81,265.38,264.32,268.39,264.53,326.18,332.67
2018-08-31 22:07:11.120000,L8,,,,,,,,,,,336.14,327.70
2018-10-18 22:07:05.594000,L8,,,,,,,,,,,330.15,326.73
2018-11-03 22:07:09.298000,L8,298.92,282.02,266.16,270.23,,262.52,270.47,266.67,261.21,261.20,334.66,334.03
2018-12-21 22:07:06.566000,L8,247.58,267.20,,,,,,,,,,
2018-12-21 22:07:30.529000,L8,242.78,261.52,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,306.75,284.54,265.07,266.34,254.09,249.64,265.04,265.89,267.63,333.47,333.52,336.07
2019-04-12 22:06:42.607000,L8,294.34,282.68,264.09,265.42,,264.38,252.93,265.18,268.70,336.92,336.13,333.14
2019-05-30 22:07:21.058000,L8,273.89,274.82,258.13,259.62,,,,,,309.42,331.48,326.92
2019-08-18 22:07:23.116000,L8,,,,,,,,,,,329.94,320.98
2019-10-05 22:08:00.157000,L8,289.96,272.05,264.98,261.53,,,,,,318.93,336.49,329.40
2019-12-08 22:07:32.611000,L8,247.04,261.22,255.45,235.70,,,,,,,,
2019-12-08 22:07:56.574000,L8,315.53,284.30,276.78,268.11,259.76,,267.75,268.92,271.50,336.69,341.31,340.63
2020-09-21 22:07:54.687000,L8,287.82,269.22,256.28,263.25,,,,,,,,
2021-02-12 22:07:43.180000,L8,,,,,,,,369.20,345.17,358.42,353.90,355.64
2021-03-16 22:07:03.784000,L8,304.89,319.29,269.48,270.13,251.88,,,,265.92,257.85,328.66,333.51
2021-04-17 22:06:54.118000,L8,262.09,272.20,250.44,266.80,252.34,,,,,,,
2021-04-17 22:07:18.077000,L8,281.61,273.39,252.58,267.46,252.51,,,,,,,
2021-09-08 22:07:29.873000,L8,296.28,277.47,254.39,265.24,,,,,,332.44,291.89,333.30
2021-09-24 22:07:56.691000,L8,,,,,,,,,,,329.88,330.37
2021-12-21 22:07:31.120000,L9,314.69,275.70,274.99,281.89,260.72,261.00,267.90,263.95,267.57,335.25,335.74,341.62
2021-12-21 22:07:55.088000,L9,321.21,318.50,279.56,286.50,263.57,264.60,271.13,267.48,271.07,312.02,340.13,343.88
2021-12-29 22:07:29.143000,L8,321.85,324.52,285.24,293.21,270.52,270.25,275.49,269.31,275.81,342.81,342.00,342.40
2021-12-29 22:07:53.106000,L8,292.20,260.43,257.87,267.79,,,,,,,,
2022-01-30 22:07:22.237000,L8,294.06,269.18,266.16,271.71,250.75,,,,,,,
2022-01-30 22:07:46.196000,L8,305.61,284.44,275.24,281.72,262.03,261.00,263.96,263.61,266.98,336.05,331.23,338.73
2022-02-23 22:07:19.963000,L9,340.62,322.98,304.14,330.07,346.49,345.43,332.72,342.80,341.22,344.15,345.32,346.48
2022-02-23 22:07:43.926000,L9,259.37,248.78,223.65,,,,,,,,,
2022-06-07 22:07:43.386000,L8,351.49,349.54,350.61,,365.59,361.03,372.40,362.72,357.10,356.90,359.26,353.41
2022-08-26 22:08:10.171000,L8,276.16,259.18,259.71,269.30,259.95,,,,,,,
2022-10-05 22:07:34.692000,L9,305.37,273.71,268.54,271.58,261.97,,,,,324.27,332.56,332.04
2022-10-21 22:07:41.412000,L9,328.63,321.64,318.54,287.41,288.35,279.42,279.71,277.81,281.95,341.52,341.53,343.19
2022-10-29 22:08:16.390000,L8,293.04,234.02,,,,,,,,,,
2022-11-06 22:07:39.965000,L9,299.12,266.29,257.63,248.75,252.61,,,,,,,
2022-11-06 22:08:03.924000,L9,324.56,319.42,282.49,282.55,271.87,266.86,271.18,267.97,267.92,337.03,341.77,340.76
2022-11-14 22:07:47.062000,L8,289.15,258.65,254.19,,,,,,,,,
2022-11-14 22:08:11.017000,L8,292.14,264.19,258.92,243.39,252.17,,,,,,,
2022-11-22 22:07:41.635000,L9,296.58,262.57,258.82,249.46,250.57,,,,,,,
2022-11-22 22:08:05.589000,L9,298.00,265.59,264.15,256.54,253.89,,,,,,,
2022-12-24 22:08:01.921000,L9,293.78,266.67,263.47,267.30,254.25,,,,,,,
2023-01-01 22:07:39.051000,L8,295.47,267.80,263.53,263.62,252.45,,,,,,,
2023-01-01 22:08:03.014000,L8,318.35,319.21,282.28,279.15,265.87,268.12,266.77,263.10,270.10,315.22,336.98,338.74
2023-01-25 22:08:01.087000,L9,288.55,245.64,258.92,255.96,250.31,,,,,,,
2023-02-10 22:07:44.308000,L9,322.87,274.63,263.69,270.28,261.60,,,,,335.17,330.96,339.29
2023-02-10 22:08:08.267000,L9,339.80,328.83,325.51,333.13,347.49,266.48,277.40,276.03,329.41,344.10,343.39,348.93
2023-02-18 22:07:25.855000,L8,301.81,269.45,271.32,268.85,256.90,,,,,,,
2023-03-06 22:07:14.102000,L8,299.07,273.73,268.04,268.44,258.12,,,,,,,
2023-03-06 22:07:38.056000,L8,330.86,329.72,323.88,335.49,343.87,267.50,265.30,279.69,282.64,339.89,339.88,341.03
2023-03-14 22:07:23.107000,L9,296.19,261.94,260.44,269.96,253.38,,,,,,,
2023-03-14 22:07:47.070000,L9,295.77,260.54,259.27,269.49,251.92,,,,,,,
2023-03-22 22:07:28.676000,L8,308.24,289.81,279.04,281.22,274.36,,257.57,266.49,266.29,264.50,327.70,332.37
2023-03-30 22:07:11.153000,L9,293.04,271.52,266.85,271.97,259.48,,,,,,,
2023-04-23 22:06:45.046000,L8,287.60,271.75,267.30,276.45,268.18,,,,,,,
2023-04-23 22:07:09.009000,L8,286.66,271.00,266.32,275.94,267.49,,,,,,,
2023-05-01 22:07:20.041000,L9,,,355.12,351.34,341.73,338.55,352.69,346.30,343.27,359.25,,
2023-08-13 22:07:07.940000,L8,330.03,319.46,327.60,342.14,353.10,346.64,346.32,352.08,352.13,348.85,350.80,340.92
2023-08-13 22:07:31.903000,L8,287.63,268.68,263.60,275.05,264.77,,,,,,,
2023-08-21 22:07:04.005000,L9,292.50,259.93,262.57,272.90,262.68,,,,,,,
2023-08-29 22:07:14.014000,L8,293.62,250.19,258.78,267.50,253.02,,,,,,,
2023-09-06 22:07:14.613000,L9,303.94,272.63,275.13,280.52,273.84,,,,,336.88,335.73,329.30
2023-09-06 22:07:38.576000,L9,322.34,289.85,292.01,294.74,295.14,278.68,275.18,277.70,279.09,345.52,345.67,339.12
2023-10-08 22:07:22.193000,L9,295.72,256.12,263.90,271.97,264.12,,,,,,,
2023-10-08 22:07:46.156000,L9,291.98,252.81,260.69,269.58,259.82,,,,,,,
2023-10-24 22:07:27.973000,L9,305.42,271.64,275.67,275.89,269.81,,,,,,331.61,254.97
2023-10-24 22:07:51.936000,L9,327.02,317.34,292.97,296.21,294.32,275.74,281.02,271.97,278.29,344.96,340.88,344.22
2023-11-17 22:07:27.133000,L8,295.50,269.05,271.39,273.78,265.89,,,,,,,
2023-11-17 22:07:51.092000,L8,296.36,269.57,272.06,274.35,266.31,,,,,,,
2023-11-25 22:07:32.484000,L9,299.92,273.72,272.20,271.86,264.96,,,,,,,
2023-11-25 22:07:56.439000,L9,291.23,264.97,266.88,266.82,260.50,,,,,,,
2023-12-19 22:07:27.073000,L8,281.55,258.88,253.30,242.30,,,,,,,,
2024-01-12 22:07:30.793000,L9,294.69,268.01,258.76,251.78,,,,,,,,
2024-01-12 22:07:54.756000,L9,302.25,274.97,270.73,269.94,256.67,,,,,,331.11,335.56
2024-01-20 22:07:43.131000,L8,315.07,318.28,282.43,283.83,268.79,269.14,265.36,265.54,268.83,338.43,336.86,339.85
2024-02-13 22:07:29.811000,L9,324.01,317.39,282.60,262.07,260.47,264.35,265.44,264.10,270.93,313.77,334.80,338.84
2024-02-13 22:07:53.770000,L9,324.18,315.56,282.66,261.84,261.57,264.39,267.14,265.78,273.97,334.28,335.96,340.31
2024-02-21 22:07:41.296000,L8,325.74,325.33,297.36,274.99,271.00,271.00,271.02,272.43,274.14,337.57,340.42,341.26
