dates,nzd0094-0000,nzd0094-0001,nzd0094-0002,nzd0094-0003,nzd0094-0004,nzd0094-0005,nzd0094-0006,nzd0094-0007,nzd0094-0008,nzd0094-0009,nzd0094-0010,nzd0094-0011,nzd0094-0012,nzd0094-0013,nzd0094-0014,nzd0094-0015,nzd0094-0016,nzd0094-0017,nzd0094-0018,nzd0094-0019,nzd0094-0020,nzd0094-0021,nzd0094-0022,nzd0094-0023,nzd0094-0024,nzd0094-0025,nzd0094-0026,nzd0094-0027,satname
1999-09-27 22:04:48+00:00,,,,,,234.57,221.64,,334.73,338.49,,345.47,,,335.33,332.75,334.28,336.44,349.46,,,,,311.16,,276.41,294.2,321.57,L7
1999-11-14 22:04:42+00:00,,,,,,234.57,221.64,,316.185,322.995,,345.47,,,335.33,332.75,334.28,336.44,349.46,,,,,311.16,,276.41,294.2,321.57,L7
2001-12-21 22:00:29+00:00,233.42,265.58,,,,,,,,,,,,,,,,,,,,265.76,,,,,,356.84,L7
2002-08-18 21:59:57+00:00,,,,,,228.54,207.85,,331.49,329.24,328.51,333.78,,,331.77,332.91,331.84,335.14,344.77,350.53,350.42,282.32,,304.52,,272.0,298.95,323.12,L7
2003-09-30 21:49:30+00:00,235.83,230.27,277.26,251.66,284.31,292.7,263.47,251.07,289.83,282.05,357.89,369.85,,239.72,300.51,291.51,,,,384.83,381.05,,,269.42,,,285.9,353.21,L5
2003-12-03 21:50:19+00:00,235.83,230.27,277.26,251.66,284.31,275.18,248.04500000000002,238.935,289.83,282.05,357.89,369.85,,239.72,300.51,291.51,,,,384.83,381.05,,,255.3,294.95,,274.875,334.54999999999995,L5
2004-07-30 21:54:28+00:00,269.66,,312.21,270.31,281.23,286.8,260.3,,292.33,294.28,,,,249.01,302.96,305.55,359.51,354.41,376.21,388.46,,,,,,,293.98,356.91,L5
2005-02-23 21:58:31+00:00,198.29,185.86,,,,264.39,239.39,245.07,263.54,,,,,,,,,,,344.91,383.02,,382.58,268.63,302.46,,253.53,316.95,L5
2005-03-11 21:58:44+00:00,207.865,196.08,,,,263.075,242.235,244.23,261.84000000000003,,,,161.62,210.24,295.34,268.47,,,,364.385,375.37,302.34,364.47,266.16499999999996,335.87,,261.635,316.885,L5
2005-07-17 21:59:35+00:00,217.54,206.0566666666667,,,245.09,264.5833333333333,243.13333333333333,251.05666666666664,268.8666666666667,272.41,,,169.95,210.24,295.34,268.47,,,,364.385,375.37,302.34,370.5566666666667,272.65000000000003,335.87,,263.9266666666667,322.18333333333334,L5
2006-05-17 22:03:57+00:00,,,,,,282.23,249.51,256.09,276.52,279.77,359.67,376.05,,231.7,,265.97,,193.81,373.82,388.18,382.27,,383.68,269.03,366.21,,275.55,339.01,L5
2010-02-21 22:02:44+00:00,,,,,,254.47,234.51,253.23,270.11,246.89,,,,,,,,169.31,,375.22,376.85,322.01,359.97,267.72,366.25,296.75,260.24,306.37,L5
2011-01-07 22:01:44+00:00,,,,,230.15,281.52,252.64,260.03,288.9,268.48,359.02,370.74,168.57,,,,,187.12,364.87,377.57,375.07,373.01,361.73,276.69,370.53,366.0,271.07,322.4,L5
2011-03-12 22:01:43+00:00,,,,,230.15,275.565,250.985,259.605,287.52,264.985,358.855,367.045,171.45999999999998,,,,,188.35500000000002,364.87,377.57,375.07,373.01,364.89,276.37,367.78999999999996,362.775,268.655,320.995,L5
2013-05-20 22:13:50+00:00,228.02,,280.83,296.75,312.84,,,295.15,335.47,336.03,338.64,345.46,,,290.84,,,,,,354.9,354.84,353.79,348.42,344.42,339.24,335.01,329.54,L8
2013-06-05 22:13:51+00:00,227.525,264.31,281.80499999999995,296.83500000000004,311.7,,262.06,312.71,336.24,336.755,339.055,345.495,,,290.84,,339.17,,350.8,357.82,354.66999999999996,355.155,353.58500000000004,348.45000000000005,344.27,339.34000000000003,334.87,330.19,L8
2013-06-21 22:13:43+00:00,227.06000000000003,262.90999999999997,281.80499999999995,296.83500000000004,299.53,234.45,262.06,319.18,335.69,336.79,338.8533333333333,345.7166666666667,,,290.84,,339.71000000000004,,350.625,357.74,354.94,355.1566666666667,353.49,348.12000000000006,344.3666666666666,339.43666666666667,334.8666666666667,330.40000000000003,L8
2013-07-07 22:13:48+00:00,226.015,262.90999999999997,281.16333333333336,296.83500000000004,283.805,227.99,262.06,322.2075,335.8925,336.7125,338.8533333333333,345.7166666666667,172.25,229.11,290.84,,339.71000000000004,,350.625,357.74,354.27,354.845,352.44,338.68,343.925,338.51,334.15,329.96,L8
2013-10-27 22:13:31+00:00,226.015,262.90999999999997,281.16333333333336,296.83500000000004,283.805,227.17,262.06,322.2075,335.8925,336.7125,338.8533333333333,345.34749999999997,262.3,236.905,290.84,242.88,339.6666666666667,,350.12000000000006,356.33,354.27799999999996,354.42400000000004,352.23,338.44,343.528,338.552,333.74,329.78000000000003,L8
2013-11-12 22:13:32+00:00,226.015,262.90999999999997,281.51,295.8533333333333,283.805,227.17,286.265,322.2075,328.224,328.996,338.6275,345.48400000000004,279.6033333333333,239.73000000000002,290.46,242.88,339.6666666666667,264.63,350.12000000000006,356.33,354.465,354.9266666666667,352.7516666666667,340.0916666666667,344.1233333333334,338.6366666666667,333.74,329.78000000000003,L8
2013-12-14 22:13:21+00:00,224.50499999999997,261.51,281.21500000000003,293.89,255.91000000000003,227.17,317.725,331.3766666666667,325.1575,327.0975,338.05,345.37,298.445,239.73000000000002,290.08,291.7,340.13999999999993,303.315,350.05,355.6933333333334,354.37600000000003,354.40600000000006,352.506,337.806,343.994,338.558,333.1725,329.8875,L8
2014-01-31 22:12:52+00:00,,,282.55,293.89,,225.53,316.4566666666667,331.775,321.91,323.40000000000003,337.4533333333334,344.66,346.9775,245.04000000000002,290.08,308.50333333333333,340.51,318.0566666666667,349.85,354.71000000000004,354.71333333333337,357.67999999999995,354.71250000000003,343.7366666666667,344.27,339.1433333333334,320.35,337.97999999999996,L8
2014-03-20 22:12:13+00:00,,,282.55,293.89,,225.53,316.4566666666667,331.775,323.77000000000004,325.71500000000003,337.4075,343.92400000000004,349.33000000000004,245.04000000000002,290.08,316.7125,340.72499999999997,324.71500000000003,351.12000000000006,356.13000000000005,354.9,357.012,355.308,344.4775,344.825,340.555,324.3525,337.4175,L8
2014-04-05 22:11:58+00:00,,,282.55,293.89,,214.385,316.4566666666667,331.775,325.358,327.258,336.99,343.375,350.36833333333334,245.04000000000002,290.08,313.768,340.342,328.842,351.2,355.74,354.756,356.3766666666666,354.87000000000006,344.754,344.76599999999996,340.662,326.23400000000004,335.88199999999995,L8
