dates,satname,nzd0094-0000,nzd0094-0001,nzd0094-0002,nzd0094-0003,nzd0094-0004,nzd0094-0005,nzd0094-0006,nzd0094-0007,nzd0094-0008,nzd0094-0009,nzd0094-0010,nzd0094-0011,nzd0094-0012,nzd0094-0013,nzd0094-0014,nzd0094-0015,nzd0094-0016,nzd0094-0017,nzd0094-0018,nzd0094-0019,nzd0094-0020,nzd0094-0021,nzd0094-0022,nzd0094-0023,nzd0094-0024,nzd0094-0025,nzd0094-0026,nzd0094-0027
2002-12-24 22:00:09.147000,L7,244.81,272.80,352.57,328.28,344.32,354.79,354.32,352.74,352.51,358.67,362.29,368.60,372.63,372.18,,,,365.60,374.16,385.10,377.45,338.34,345.87,315.33,390.53,361.21,359.10,357.17
2003-09-14 21:49:18.766000,L5,239.80,270.17,295.67,254.48,268.35,263.25,243.89,275.36,267.66,,361.60,363.22,,266.04,296.58,343.67,339.54,,368.86,379.97,378.02,,,,,,335.79,377.96
2003-09-30 21:49:30.432000,L5,218.83,218.70,283.08,252.88,277.03,280.57,244.78,261.45,273.74,268.45,349.05,359.50,,,,,,,339.50,374.32,374.20,366.41,366.01,275.37,360.39,356.03,293.44,353.87
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,,,,,357.67,352.86,290.29,307.30,,,,267.53,337.65
2004-07-30 21:54:28.143000,L5,270.56,285.92,314.08,268.76,277.36,279.23,247.28,,,,,,,354.98,364.40,348.79,360.08,338.30,369.55,387.25,385.27,387.14,384.03,368.16,381.65,371.53,337.14,359.81
2004-11-19 21:56:55.269000,L5,,,,,270.04,271.61,239.91,265.55,273.12,265.50,,,,,,,,,,,,,,343.93,359.29,350.62,,
2005-03-11 21:58:44.158000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.51
2005-04-12 21:58:55.193000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.98
2005-07-17 21:59:35.576000,L5,282.02,313.38,325.40,328.00,325.91,333.15,267.11,360.78,359.95,,,,,,,,,,,,,,,,396.41,375.56,369.05,365.25
2006-05-17 22:03:57.969000,L5,,,,,235.83,266.68,232.14,259.14,262.49,265.64,355.37,363.73,372.64,,,,,,370.31,308.28,374.52,371.74,360.38,,,,277.91,344.50
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.12
2010-02-21 22:02:44.773000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.41
2011-01-07 22:01:44.406000,L5,245.83,307.71,315.75,243.43,285.43,272.59,241.16,284.33,276.41,260.72,357.26,364.10,,,,,,,364.59,376.17,371.65,368.38,352.04,291.41,367.65,361.08,275.43,338.93
2011-03-12 22:01:43.554000,L5,,,,,224.48,256.30,233.45,271.88,265.48,,,,,,,,,,,372.63,368.51,367.02,351.85,275.61,361.25,352.59,263.83,336.19
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.18
2013-05-20 22:13:50.559000,L8,234.10,261.35,283.38,297.00,,,305.87,330.89,334.62,335.56,338.79,346.27,308.76,281.95,284.25,291.55,340.52,345.17,351.11,360.44,355.88,354.92,354.18,349.68,345.24,340.05,335.56,331.10
2013-06-05 22:13:51.261000,L8,,,,,308.35,320.51,257.77,327.06,331.68,332.53,336.18,342.98,308.92,289.91,286.61,292.28,337.38,343.25,348.85,356.92,353.35,353.11,350.89,346.77,342.47,338.05,332.69,329.93
2013-06-21 22:13:43.313000,L8,,,,,314.53,322.09,326.25,295.83,331.59,334.68,337.14,345.81,354.49,344.07,339.88,340.76,339.58,344.75,349.87,358.14,355.38,353.85,352.54,347.03,344.17,339.29,334.31,330.85
2013-07-07 22:13:48.209000,L8,,,,,,,322.53,329.39,334.30,333.98,337.05,344.08,314.76,292.07,289.45,293.31,258.93,343.87,348.83,355.26,353.56,353.57,349.92,346.86,343.18,336.59,332.41,329.67
2013-09-09 22:13:49.699000,L8,,,,,,,,,,328.55,332.96,342.08,345.73,336.98,332.67,337.55,309.73,,,,300.72,348.93,282.37,,,,328.21,326.65
2013-09-25 22:13:41.239000,L8,,,,,,,,,,327.39,334.43,342.83,328.61,306.35,297.37,296.58,274.45,340.62,345.62,354.43,352.86,351.87,349.18,343.37,341.24,341.17,387.06,318.66
2013-10-11 22:13:41.596000,L8,,,,,,,,299.69,328.58,330.71,337.98,347.36,332.02,307.99,298.55,300.53,273.10,342.97,309.09,359.31,355.73,304.12,287.45,,,,,
2013-10-27 22:13:31.854000,L8,,,,,,,321.65,328.37,328.56,334.48,335.64,344.13,351.69,343.95,339.61,338.72,339.32,341.90,349.09,354.76,354.21,352.40,351.24,342.07,343.24,339.17,331.91,329.96
2013-11-12 22:13:32.202000,L8,226.91,260.60,284.08,292.85,310.32,297.12,308.34,285.88,336.04,337.51,336.55,345.04,307.39,277.79,284.26,290.08,339.57,343.15,349.84,361.25,355.60,357.50,353.09,348.80,347.33,338.99,389.17,406.60
2013-11-28 22:13:25.971000,L8,331.95,339.43,339.66,328.92,308.61,318.58,325.81,290.80,331.38,333.70,336.00,343.74,317.29,282.33,289.99,292.29,339.54,346.67,350.63,358.50,355.03,349.83,383.49,350.66,341.90,342.72,372.76,387.13
2013-12-14 22:13:21.591000,L8,,,,,312.63,321.72,323.19,328.63,329.56,334.39,336.62,344.52,353.84,345.08,342.35,339.58,340.42,341.75,349.91,356.91,354.04,351.61,352.25,345.29,344.09,339.52,333.14,331.51
2013-12-30 22:13:13.343000,L8,233.84,259.16,291.68,293.47,,,344.11,355.73,357.32,335.96,340.39,348.62,359.20,348.23,345.82,350.18,345.12,,,,,,,,,,,
2014-01-31 22:12:52.806000,L8,,,,,,324.07,311.96,297.25,328.18,330.60,334.97,342.95,318.97,296.62,295.78,296.05,269.10,347.46,376.37,390.96,355.55,385.01,357.70,363.57,372.80,341.58,335.95,354.10
2014-03-20 22:12:13.789000,L8,,,,,,,,,327.09,329.65,334.96,340.14,314.06,282.81,286.08,268.73,339.80,343.87,352.18,360.13,355.17,353.16,356.35,345.93,346.26,343.05,335.25,335.40
2014-04-05 22:11:58.702000,L8,,,,,,,,,328.76,330.61,279.58,340.21,319.52,294.82,294.90,299.19,273.07,345.65,351.46,356.37,354.67,352.93,324.47,306.16,275.03,269.02,296.10,332.24
2014-05-23 22:11:18.694000,L8,227.83,262.33,284.91,292.73,,,330.19,330.53,334.92,336.18,336.50,344.65,352.75,341.64,340.01,339.93,339.03,344.23,350.68,358.01,354.46,354.05,352.12,346.04,343.81,338.34,332.92,331.67
2014-07-26 22:11:43.162000,L8,,,,,,,,,,,,,,,,,,,346.96,333.87,351.28,354.40,349.03,346.21,344.57,337.07,332.75,329.28
2014-08-11 22:11:51.972000,L8,,,,,,,,,,274.08,332.24,341.14,323.33,289.18,292.32,292.89,337.75,344.99,,351.10,354.57,343.00,346.95,296.31,343.38,341.67,392.50,386.01
2014-10-14 22:12:02.705000,L8,,,,,,,,328.36,330.59,332.50,332.97,347.18,322.75,292.26,294.32,293.74,334.30,341.35,345.58,356.26,353.61,310.11,320.65,303.62,370.30,339.22,333.62,335.98
2014-10-30 22:11:58.859000,L8,,,,,,,319.88,292.16,333.25,335.66,336.87,346.95,350.57,339.49,338.55,339.24,337.20,343.21,349.15,358.83,355.01,355.04,353.02,346.51,347.59,341.59,333.41,334.97
2014-12-01 22:12:00.318000,L8,228.90,261.81,286.94,293.48,307.22,317.03,327.96,330.11,334.61,336.23,337.27,346.39,353.58,342.32,342.00,341.58,339.15,346.24,385.96,391.26,388.70,389.28,386.23,383.05,373.43,372.46,369.49,402.60
2015-04-24 22:11:08.401000,L8,,,,,,,,,330.90,335.31,335.84,343.41,313.94,290.87,293.01,292.19,276.35,341.42,349.36,354.93,351.39,350.21,333.21,340.86,341.68,337.95,330.70,328.67
2015-05-10 22:10:52.487000,L8,,,,,,316.68,323.45,328.26,331.53,336.96,337.11,346.07,317.19,287.53,291.56,290.10,256.94,345.70,350.36,356.01,353.65,352.78,351.98,347.03,344.18,339.38,334.95,331.38
2015-06-27 22:11:10.298000,L8,,,,,309.07,326.88,330.92,334.18,340.31,340.28,347.78,354.12,361.41,350.34,344.55,341.39,344.06,350.76,353.83,357.83,366.07,359.78,358.02,352.10,351.30,343.98,344.15,345.79
2015-07-29 22:11:25.856000,L8,237.36,266.31,288.69,296.98,311.01,323.59,331.42,333.50,336.75,339.53,343.51,351.90,357.84,348.08,345.06,344.37,344.01,351.31,354.90,365.44,361.36,359.68,359.77,354.03,351.99,389.88,374.60,365.32
2015-08-14 22:11:31.426000,L8,238.78,261.22,285.57,297.42,306.84,323.05,327.34,329.51,334.93,337.05,341.82,350.30,356.06,347.44,343.54,342.27,341.93,349.84,353.52,365.21,358.51,357.94,357.82,352.24,349.98,345.59,338.99,359.94
2015-12-20 22:11:57.501000,L8,,261.47,287.06,297.64,308.75,318.32,322.55,286.34,333.42,336.63,335.80,344.45,353.27,342.86,340.30,339.62,339.59,345.26,350.29,359.81,352.85,352.45,351.47,345.75,344.36,338.72,332.72,332.42
2016-02-22 22:11:42.580000,L8,234.58,260.46,286.03,299.33,307.97,320.38,326.27,328.77,334.52,337.27,339.40,347.77,310.32,275.07,283.85,267.41,341.14,348.03,374.55,380.30,384.36,375.56,375.08,367.38,391.82,391.12,337.54,368.82
2016-03-09 22:11:40.902000,L8,233.71,263.96,288.08,298.87,309.37,322.06,329.82,332.44,335.57,338.66,339.35,348.91,358.27,345.12,346.23,343.86,344.43,350.93,356.18,362.96,357.07,356.80,358.73,352.74,350.60,345.87,339.49,369.24
2016-03-25 22:11:32.353000,L8,234.23,265.95,288.11,295.91,309.43,319.47,326.31,330.66,335.25,336.02,344.36,353.93,360.27,,292.17,341.68,344.55,353.16,360.27,377.40,364.41,,,,,,,
2016-05-12 22:11:20.683000,L8,240.25,271.48,290.82,303.38,311.35,324.48,329.64,330.57,335.36,338.18,344.36,351.70,359.22,349.78,345.17,345.49,345.03,352.70,356.67,364.01,360.77,359.58,359.76,354.59,351.76,349.86,343.62,338.84
2016-06-13 22:11:30.674000,L8,230.45,263.83,286.15,296.11,306.00,314.90,325.30,330.43,333.19,334.97,338.04,346.48,353.77,339.41,341.61,337.86,339.54,343.97,351.17,357.20,353.64,352.76,352.10,346.95,345.44,341.75,335.12,376.13
2016-06-29 22:11:39.087000,L8,245.08,276.22,292.93,305.49,317.92,327.37,331.80,335.27,338.85,339.97,347.48,354.07,361.96,351.76,345.47,342.51,346.37,357.12,393.07,,399.62,360.69,361.40,355.39,358.36,382.76,339.76,380.86
2016-07-15 22:11:46.335000,L8,237.49,269.31,288.67,306.29,317.44,325.95,329.09,333.08,336.66,338.27,343.51,351.63,358.65,347.58,345.99,344.85,345.53,352.50,357.21,363.96,360.86,357.75,357.69,350.97,355.07,349.12,341.18,340.48
2016-08-16 22:11:53.694000,L8,,,282.91,294.90,306.00,321.46,327.61,331.44,334.41,334.77,337.19,344.40,353.84,339.92,343.42,339.75,341.40,344.37,353.30,357.77,355.10,352.68,354.80,346.05,346.49,341.00,373.48,402.83
2016-11-04 22:12:09.415000,L8,,,,,,,,327.54,329.82,332.06,337.21,344.36,317.68,283.30,291.46,290.49,339.81,342.31,350.18,356.49,352.52,350.41,351.11,344.43,344.74,340.00,332.29,330.68
2016-11-20 22:12:09.409000,L8,,,,,,,,325.95,329.06,331.59,337.40,346.75,326.65,281.72,290.42,291.38,340.52,345.75,350.34,357.94,354.01,352.66,352.52,345.55,346.26,342.01,335.40,333.37
2016-12-22 22:12:03.110000,L8,,,,,,,,326.02,327.60,331.74,334.48,345.12,354.48,343.86,341.16,338.82,339.70,345.20,349.97,356.06,353.12,351.39,351.65,345.55,344.95,341.08,334.67,332.69
2017-06-16 22:11:31.847000,L8,,261.93,284.53,298.24,304.56,,324.89,328.81,332.51,333.67,339.61,346.81,311.96,283.24,284.30,290.78,248.94,346.37,351.71,357.58,355.74,303.95,333.36,303.97,345.29,342.64,336.03,332.14
2017-07-18 22:11:40.412000,L8,237.28,266.65,287.13,302.48,310.01,276.04,,312.43,333.30,335.15,340.47,345.98,355.19,345.67,343.52,342.22,,,,,320.21,347.77,354.84,350.55,341.44,335.18,329.33,402.32
2017-08-03 22:11:47.949000,L8,,,,,,,,,,,,,,,341.87,338.01,338.15,342.94,349.63,355.55,353.06,351.39,348.28,343.59,342.68,338.27,331.40,329.00
2017-08-19 22:11:53.133000,L8,235.44,266.00,286.57,303.45,315.66,333.76,330.86,331.08,333.99,335.31,341.78,348.99,356.18,342.39,344.40,342.53,344.11,349.55,355.26,361.84,360.26,357.69,356.40,349.68,349.21,345.17,336.62,333.65
2018-01-10 22:11:54.118000,L8,229.74,262.01,286.02,300.82,305.51,,,325.72,331.07,333.05,334.94,342.47,316.03,278.07,284.89,275.86,338.36,345.53,349.24,357.99,352.69,352.28,352.29,344.94,343.98,339.32,332.65,331.51
2018-01-26 22:11:45.215000,L8,206.10,259.86,282.01,292.68,,,,326.09,327.53,330.17,333.26,339.29,353.27,337.47,339.22,338.66,338.47,344.74,349.59,358.01,353.34,350.29,352.84,345.52,343.66,341.29,334.70,331.51
2018-04-16 22:11:06.667000,L8,,259.06,282.87,301.04,284.86,,,,,332.77,334.20,342.64,353.52,344.75,344.10,342.77,345.38,349.71,354.40,363.43,358.04,355.34,356.02,349.88,347.95,343.09,338.62,334.74
2018-07-05 22:10:54.795000,L8,241.23,272.94,290.35,307.64,315.19,323.71,327.16,329.21,332.49,335.71,339.34,349.33,356.87,346.53,343.92,343.34,343.26,351.31,353.37,362.00,357.91,355.20,355.12,350.04,349.19,346.38,339.71,338.74
2018-08-06 22:11:10.291000,L8,242.60,275.54,292.26,309.19,317.32,325.51,327.81,331.75,334.62,338.59,343.97,351.74,360.38,348.20,345.97,345.09,345.43,352.78,355.74,365.67,361.86,358.45,357.95,352.39,357.71,349.65,342.24,340.31
2018-09-07 22:11:24.397000,L8,246.03,272.56,292.81,312.06,315.39,324.79,327.89,334.00,338.64,340.49,344.27,352.74,360.61,348.48,345.53,344.54,344.19,352.06,376.34,,,,,,,384.90,393.80,349.08
2019-02-14 22:11:33.473000,L8,237.07,270.38,290.24,309.66,311.59,319.74,307.66,328.52,329.71,333.97,334.56,347.25,355.07,,340.45,328.68,344.57,345.49,360.11,353.17,366.29,310.44,322.74,312.77,356.41,328.26,301.39,
2019-03-02 22:11:29.304000,L8,233.44,263.73,287.21,308.98,311.08,321.21,320.92,326.55,329.87,294.72,337.71,343.45,355.58,344.20,341.63,341.22,340.94,347.88,350.58,359.35,352.91,352.55,353.54,346.96,344.57,342.80,338.26,333.33
2019-06-22 22:11:40.996000,L8,278.38,283.61,323.10,323.48,324.02,328.92,331.57,333.56,336.38,339.48,345.81,352.59,360.82,350.50,348.10,348.06,348.75,354.46,358.14,366.04,363.48,360.31,360.70,354.29,356.35,350.97,343.46,343.69
2019-07-08 22:11:44.725000,L8,249.33,278.23,292.33,319.78,316.24,324.02,329.30,330.88,335.26,336.48,342.19,348.93,358.91,343.86,345.89,342.39,345.82,349.21,355.20,361.77,358.36,357.13,360.12,352.82,349.69,349.19,344.68,383.22
2019-07-24 22:11:48.987000,L8,,,,,,,,,302.09,328.31,334.45,340.12,323.93,334.07,338.26,337.37,336.17,344.74,347.34,354.54,351.53,306.73,348.29,342.47,343.44,338.91,331.07,328.83
2019-08-09 22:11:55.358000,L8,233.85,274.92,290.72,312.96,314.99,320.08,270.62,329.40,332.65,336.72,341.08,347.93,355.81,344.05,343.30,340.80,343.01,347.90,351.71,360.14,355.85,354.91,354.97,347.91,349.24,343.78,338.56,335.59
2020-01-16 22:11:59.041000,L8,,266.57,289.23,311.41,230.04,299.02,302.59,288.12,330.68,333.32,334.93,343.93,317.68,278.08,286.46,270.08,340.57,347.89,350.52,358.49,353.01,352.34,355.33,347.81,346.42,341.99,335.14,335.06
2020-02-01 22:11:53.781000,L8,,268.21,288.43,310.92,312.44,317.19,,290.44,330.27,333.04,333.92,341.34,350.87,338.58,339.80,340.59,336.03,348.60,351.21,357.29,350.51,349.70,351.90,345.89,342.86,342.65,336.43,333.95
2020-04-21 22:11:21.823000,L8,246.20,277.43,292.12,319.01,319.60,324.44,326.67,330.14,333.86,338.52,342.48,348.28,357.52,344.75,344.32,342.80,343.78,348.95,351.49,357.74,354.60,353.54,354.32,347.67,344.73,342.09,338.27,332.51
2020-05-07 22:11:12.613000,L8,236.05,270.99,289.70,316.58,317.40,323.56,307.85,294.58,290.59,301.98,292.14,339.16,315.58,277.54,286.17,269.59,339.76,346.63,281.43,357.23,355.20,353.36,354.15,347.77,345.41,345.63,339.70,337.15
2020-07-10 22:11:39.723000,L8,233.05,277.01,289.53,314.02,318.18,323.31,326.95,329.83,333.24,337.67,342.25,348.93,307.43,279.88,282.94,267.71,343.22,348.70,350.95,357.63,355.17,352.32,353.34,347.60,345.15,341.92,339.93,376.94
2020-07-26 22:11:44.648000,L8,243.70,272.60,287.24,318.24,314.94,287.63,,262.21,333.65,335.13,341.27,344.94,310.97,284.97,289.76,275.04,264.19,347.65,352.45,358.86,357.12,353.59,355.42,347.94,347.29,342.57,338.46,381.60
2020-08-27 22:11:56.368000,L8,247.95,277.26,291.81,319.76,318.41,325.80,329.82,330.55,335.97,337.65,344.22,349.92,358.73,345.88,346.65,343.96,345.73,350.88,354.24,362.37,360.06,356.17,356.81,349.47,349.55,346.31,341.14,335.91
2020-12-17 22:12:09.375000,L8,,259.78,286.02,313.98,233.56,298.48,307.13,291.26,294.82,296.37,267.76,344.26,316.50,281.78,287.42,290.33,339.43,344.63,347.79,358.93,350.55,349.70,351.08,344.86,343.14,338.78,332.65,334.36
2021-01-18 22:11:57.463000,L8,,257.93,284.32,294.34,,,326.53,323.96,329.20,333.24,336.09,341.15,354.25,341.77,337.61,339.68,340.94,347.99,345.61,357.74,350.50,319.71,,316.49,337.83,343.63,,
2021-02-19 22:11:51.945000,L8,,277.00,290.92,318.14,319.61,326.03,326.97,329.83,331.38,338.34,339.56,346.82,357.14,344.96,343.74,340.91,342.46,346.52,351.88,356.94,353.44,299.74,305.98,296.12,272.86,341.37,340.25,334.12
2021-04-24 22:11:25.382000,L8,,,,,,,322.95,331.88,341.27,342.58,347.28,354.05,361.91,352.18,347.02,347.83,347.06,353.53,355.47,363.74,359.57,357.00,381.18,371.56,377.89,375.15,368.67,357.59
2021-05-26 22:11:31.065000,L8,243.05,276.87,292.47,323.69,324.78,334.36,335.71,337.43,336.64,340.76,347.40,355.43,315.37,278.71,283.75,270.17,349.52,356.54,360.28,366.65,368.16,360.27,359.21,354.33,349.69,349.98,343.45,341.24
2021-06-11 22:11:38.046000,L8,237.96,273.92,291.10,312.10,315.91,321.93,322.62,326.34,331.26,334.75,339.93,347.51,317.30,283.19,282.45,278.05,340.69,349.20,349.67,357.57,354.34,353.24,352.51,348.78,344.22,339.97,335.04,334.11
2021-07-13 22:11:43.513000,L8,,259.42,289.50,309.44,311.77,306.68,,323.08,325.72,330.32,333.12,337.03,311.90,282.88,283.52,272.30,335.59,341.10,339.44,338.81,332.98,349.41,350.34,346.23,331.54,332.37,334.20,333.93
2021-10-17 22:12:14.625000,L8,,,,,,,,,,,,,,,,254.52,326.42,312.52,,,290.25,340.86,355.46,349.48,348.90,339.94,332.93,327.91
2021-11-06 22:12:48.299000,L9,238.67,266.20,288.89,314.41,316.38,329.67,328.32,328.43,331.30,333.42,336.24,347.11,317.79,277.36,287.82,267.49,341.33,349.55,352.51,379.82,355.39,353.84,358.36,351.45,348.89,341.87,340.12,343.25
2021-11-18 22:12:08.776000,L8,234.36,265.82,289.57,318.52,315.74,323.30,328.53,328.61,332.20,333.29,335.13,343.03,351.42,341.29,341.27,340.62,339.60,346.95,350.29,362.41,355.03,352.33,353.50,347.38,346.11,342.66,333.85,335.38
2022-01-13 22:12:02.740000,L9,236.55,273.61,292.22,319.67,319.91,332.40,328.70,329.01,329.24,331.77,336.88,344.94,317.51,276.94,286.73,267.91,343.09,350.30,354.07,363.27,357.40,355.14,357.44,350.47,347.97,344.59,343.42,338.48
2022-01-21 22:11:59.917000,L8,233.32,273.22,280.42,247.23,261.34,254.01,250.90,318.56,271.80,,,304.70,315.04,275.33,282.53,262.98,340.64,345.40,350.66,360.65,353.41,350.94,354.65,348.11,343.05,343.60,337.43,331.91
2022-01-29 22:12:05.530000,L9,241.24,261.39,288.07,307.47,322.53,322.21,303.33,331.55,,328.56,338.56,346.68,354.88,346.28,344.79,345.73,338.62,335.11,342.63,339.98,345.80,357.94,354.94,344.01,339.69,339.59,335.12,333.83
2022-02-14 22:12:01.049000,L9,,266.09,288.69,316.52,316.33,324.90,325.46,328.73,327.41,330.95,333.88,340.27,317.48,279.63,287.17,270.05,338.47,344.61,349.76,354.28,353.26,348.99,313.89,297.52,275.74,266.00,281.32,332.53
2022-02-22 22:11:50.626000,L8,235.55,266.85,287.34,317.90,315.03,324.71,328.33,327.83,328.20,330.65,333.81,339.09,351.64,338.24,341.57,339.06,339.14,344.23,348.37,355.37,351.52,349.46,353.84,344.79,342.77,341.39,336.02,333.17
2022-03-18 22:11:49.046000,L9,244.82,344.53,324.96,326.01,329.83,342.56,354.94,352.16,346.42,365.47,,,,,,,,,,,,,,,,,,
2022-04-03 22:11:45.362000,L9,236.41,263.18,288.60,314.95,317.08,323.61,324.66,330.32,330.00,333.33,333.72,340.92,350.65,339.10,340.22,335.76,337.30,342.43,349.89,351.25,349.60,348.40,348.59,345.64,342.88,340.03,335.55,334.50
2022-05-05 22:11:31.114000,L9,,,,,,,,,,,,,,,,,,,,,,,,,336.89,341.60,356.39,369.58
2022-05-21 22:11:19.594000,L9,248.11,282.15,302.75,323.05,325.08,332.86,331.80,334.53,335.61,339.97,344.56,347.70,359.41,351.08,346.14,345.28,347.47,349.78,354.33,365.66,361.99,357.07,358.92,354.04,350.96,348.57,346.24,341.09
2022-06-14 22:11:59.156000,L8,,261.17,284.94,304.70,317.66,,321.38,327.97,328.95,333.58,337.03,342.73,310.08,283.80,287.20,276.42,255.05,341.02,347.74,352.77,350.03,348.07,325.71,304.27,274.01,337.90,332.64,330.75
2022-07-08 22:11:39.226000,L9,243.13,276.03,293.14,322.13,321.00,329.88,331.48,330.68,334.79,336.06,342.01,347.75,355.51,345.36,343.34,344.18,342.39,350.16,351.86,361.11,357.10,354.66,354.46,350.07,348.85,346.72,339.42,336.23
2022-07-16 22:12:03.012000,L8,239.56,273.51,290.37,312.92,319.13,324.96,327.37,329.26,332.51,335.47,339.90,346.70,353.26,343.14,341.19,339.99,339.94,344.93,349.27,360.72,352.78,352.12,351.89,346.76,345.84,341.45,334.56,333.30
2022-08-09 22:11:58.475000,L9,245.48,283.71,310.39,324.23,325.59,332.86,330.89,333.37,334.56,338.32,345.07,350.01,359.48,348.83,347.21,345.32,345.25,352.90,354.17,365.54,359.40,348.88,349.27,348.51,351.63,361.54,,378.85
2022-11-13 22:12:17.201000,L9,209.36,261.52,285.24,306.54,315.38,244.39,,,328.51,329.54,335.30,340.58,,,,,,,,,,,,,,,,
2023-02-09 22:12:09.040000,L8,230.42,269.00,289.20,315.04,317.37,324.93,327.00,328.87,328.76,329.84,335.37,342.31,316.48,278.73,287.07,264.89,339.37,347.04,353.11,358.73,353.56,348.80,352.46,346.69,346.38,342.07,339.06,335.10
2023-03-13 22:11:47.152000,L8,,264.52,285.68,300.75,312.12,322.30,,325.86,324.48,326.45,332.74,339.89,320.11,284.06,290.02,291.62,245.64,339.88,346.20,354.27,349.23,348.13,348.10,344.00,344.39,340.25,332.32,329.87
2023-03-21 22:11:55.188000,L9,227.83,269.51,289.17,304.34,315.50,327.14,328.52,328.19,330.10,329.93,335.14,342.80,306.58,279.36,282.36,261.58,337.37,343.31,349.73,358.26,351.09,350.97,350.64,347.49,346.83,342.06,335.66,333.17
