dates,satname,nzd0001-0000,nzd0001-0001,nzd0001-0002,nzd0001-0003,nzd0001-0004,nzd0001-0005,nzd0001-0006,nzd0001-0008,nzd0001-0009,nzd0001-0010,nzd0001-0011,nzd0001-0012,nzd0001-0013,nzd0001-0014,nzd0001-0015,nzd0001-0016,nzd0001-0017,nzd0001-0020,nzd0001-0021,nzd0001-0022,nzd0001-0023,nzd0001-0024,nzd0001-0025,nzd0001-0007,nzd0001-0018,nzd0001-0019,nzd0001-0026,nzd0001-0027,nzd0001-0028,nzd0001-0030,nzd0001-0031,nzd0001-0032,nzd0001-0029
2021-12-19 22:17:52.616000,L9,,,,,282.59,304.72,328.50,334.98,325.88,316.12,299.71,300.24,310.79,310.43,,272.85,291.00,,312.99,276.49,264.66,294.73,301.02,340.75,296.09,296.06,294.64,301.90,301.05,296.17,299.04,306.79,305.31
2022-01-04 22:17:52.138000,L9,292.16,299.88,296.85,297.04,291.84,318.49,336.15,341.55,343.12,335.91,319.97,328.26,321.00,318.68,311.97,308.31,256.02,225.30,336.00,339.06,334.12,319.80,311.23,353.48,254.51,248.18,310.89,318.44,320.11,317.40,326.13,318.37,319.85
2022-01-12 22:17:49.562000,L8,,,,,271.55,301.07,321.58,290.06,317.40,273.81,253.57,261.65,304.70,247.31,,,,,264.90,262.50,259.71,258.09,256.51,336.50,,,258.51,276.38,275.93,270.93,260.80,261.62,294.43
2022-02-21 22:17:43.336000,L9,,,256.68,251.86,282.02,318.81,346.53,339.57,333.99,332.44,322.55,318.43,312.14,277.64,,274.76,294.95,289.78,314.69,275.33,269.93,301.07,267.00,353.69,275.47,301.32,300.46,302.92,299.18,295.64,289.41,320.76,299.34
2022-03-09 22:17:37.608000,L9,,,,220.72,278.89,305.18,324.91,327.83,322.02,282.00,258.74,264.83,311.59,303.92,,,,,279.09,270.76,266.64,290.75,299.92,337.63,,,292.37,294.64,298.00,291.64,290.27,297.57,299.37
2022-05-04 22:17:26.026000,L8,,241.21,246.82,268.91,277.35,303.36,324.11,326.53,338.80,305.75,302.52,300.72,303.64,303.34,292.27,,,295.21,307.67,279.52,278.05,299.21,313.81,339.00,410.54,464.29,311.13,300.01,297.60,294.94,293.73,299.55,295.51
2022-06-05 22:17:39.656000,L8,,,,,268.94,297.62,316.72,287.85,317.42,269.42,251.42,257.56,299.82,284.70,,,,,265.32,264.72,259.48,261.60,294.14,332.53,,,256.40,295.92,279.27,257.13,270.41,248.94,274.45
2022-06-13 22:17:12.050000,L9,,243.95,201.78,269.66,277.83,303.59,324.79,327.62,321.62,292.44,308.88,281.85,304.70,297.29,,,285.26,307.06,310.50,276.78,275.06,293.68,298.26,338.38,289.54,290.79,293.23,299.17,296.12,298.80,291.52,299.75,300.26
2022-06-21 22:17:48.970000,L8,,,,,273.79,305.76,329.25,331.96,328.77,292.88,287.24,280.16,305.15,304.69,311.25,294.90,291.52,292.47,307.37,280.64,274.54,294.62,293.45,344.84,308.06,298.05,296.52,301.78,302.48,301.93,296.47,305.14,302.46
2022-07-15 22:17:24.696000,L9,,267.28,310.36,272.96,316.18,330.87,356.68,333.02,345.08,332.76,309.05,301.20,305.53,299.31,298.86,287.34,291.70,300.14,301.30,276.76,274.18,296.56,292.58,349.27,289.88,297.19,295.84,298.50,298.34,296.23,290.78,300.04,289.18
2022-07-31 22:17:39.593000,L9,,,,,266.81,296.97,314.79,286.77,311.50,270.20,247.48,256.74,301.15,241.92,,,,,260.09,270.72,262.58,260.75,258.76,330.40,,,257.16,307.21,272.39,278.01,259.23,255.44,294.76
2022-08-08 22:18:05.196000,L8,,,,,272.32,301.88,320.99,322.30,316.47,277.41,256.74,261.05,305.96,248.18,,,,,,181.89,268.87,290.93,263.56,335.34,,,258.82,294.43,269.76,262.22,241.48,230.21,293.84
2022-09-09 22:18:11.619000,L8,,,,,,,,,,,,,,,,,,,257.75,267.05,261.93,260.08,256.83,,,,257.66,274.92,273.63,275.23,258.89,256.16,281.32
2022-09-17 22:17:54.625000,L9,,,,,268.39,299.26,316.90,296.98,293.75,242.61,,,,,,,,,,,,,,322.26,,,,,,,198.40,252.74,
2022-12-22 22:17:59.519000,L9,320.31,237.25,268.47,346.82,334.50,306.99,332.27,334.10,324.19,298.11,303.52,265.30,308.82,250.55,,,,,266.47,274.94,271.92,275.42,264.25,342.21,,,264.58,278.24,278.63,277.14,267.82,263.67,286.52
2023-01-15 22:17:53.980000,L8,,,,,278.30,302.39,323.15,297.83,313.20,272.48,252.81,261.21,303.98,248.35,,,,,261.53,268.86,270.58,259.95,256.81,340.54,,,257.61,275.99,273.79,275.70,259.73,258.21,290.02
2023-01-31 22:17:58.841000,L8,,433.33,430.08,,266.96,296.99,314.41,289.63,307.45,267.83,251.18,256.54,296.01,245.51,,,,,258.05,262.68,259.16,256.16,254.43,330.52,,,254.32,266.75,267.87,266.68,255.95,256.92,275.09
2023-02-08 22:18:06.517000,L9,,,,,,310.31,325.82,323.60,319.04,282.84,260.93,265.36,310.19,252.86,,,,,258.85,266.57,261.16,261.77,258.31,338.17,,,256.31,267.95,270.11,259.83,248.95,245.36,274.34
2023-02-16 22:17:50.035000,L8,,,,,264.70,299.30,315.94,288.59,310.62,269.71,251.53,258.39,299.64,245.75,,,,,258.54,267.80,258.41,256.45,254.72,331.93,,,256.72,272.66,270.69,269.72,257.65,255.51,280.22
2023-03-04 22:17:37.574000,L8,,,,,210.68,300.13,318.95,288.43,305.59,270.07,246.56,258.43,298.62,244.72,,,,,250.22,257.42,255.37,253.55,256.68,329.81,,,350.94,302.04,194.18,,,,
2023-03-28 22:17:33.498000,L9,,,,,266.01,299.44,314.57,284.32,307.10,266.44,244.95,256.73,297.62,241.59,,,,,259.53,262.73,252.43,256.57,254.80,327.58,,,252.80,268.69,266.20,268.61,254.74,252.75,277.16
2023-04-13 22:17:27.047000,L9,266.74,249.83,263.33,281.88,283.51,303.16,319.68,300.10,318.66,275.83,256.17,261.25,254.59,238.62,,,,,265.03,270.92,260.57,241.64,245.11,334.58,,,259.12,272.56,270.94,293.00,283.81,,282.05
2023-05-15 22:17:12.111000,L9,,,,,261.39,292.04,313.95,282.28,304.51,263.80,244.82,253.60,255.35,239.64,,,,,256.34,265.91,258.12,264.14,257.36,329.42,,,257.14,268.35,269.28,270.01,251.23,251.48,274.91
2023-05-23 22:16:53.942000,L8,,,,,275.59,299.96,318.92,291.17,314.72,271.38,253.66,258.40,300.66,243.42,,,,,261.78,269.59,250.86,252.06,254.25,334.28,,,255.74,275.83,274.09,273.63,240.06,238.45,281.61
2023-05-31 22:17:04.101000,L9,,240.74,254.12,266.95,271.72,300.77,319.58,325.32,312.51,295.96,287.56,274.86,300.80,293.08,,,,,272.97,272.63,270.99,271.24,263.00,337.04,,,258.84,271.65,272.66,272.75,273.31,278.11,275.55
2023-06-24 22:17:06.399000,L8,208.53,244.66,265.25,273.85,281.76,304.63,325.54,326.35,321.09,305.47,308.40,298.31,304.84,296.49,,,,,288.21,278.41,261.42,271.02,267.06,341.10,,,263.67,272.71,271.75,278.41,278.01,264.96,283.58
2023-07-02 22:17:05.775000,L9,,,,,265.45,297.09,314.61,291.94,309.57,266.35,250.46,256.01,298.71,242.62,,,,,258.41,270.30,267.70,267.35,262.22,328.48,,,275.15,271.01,273.04,270.96,254.55,253.41,277.00
2023-07-18 22:17:12.131000,L9,,,,,263.42,295.47,312.96,282.21,306.90,262.66,243.42,252.96,296.80,239.57,,,,,256.20,270.76,267.48,262.17,261.38,321.29,,,255.12,272.45,270.57,266.84,251.58,249.83,275.77
2023-09-12 22:17:38.225000,L8,,,,,282.19,304.21,325.01,282.45,302.15,272.88,254.51,261.02,303.50,246.91,,,,,263.77,274.88,272.59,265.57,266.39,320.57,,,261.48,272.18,272.71,275.82,277.33,275.01,281.60
2023-09-20 22:17:40.026000,L9,210.24,246.26,255.79,,281.72,301.16,319.87,290.31,309.93,273.66,252.06,259.39,302.32,285.84,,,,,264.45,274.56,273.05,275.17,264.80,332.96,,,263.66,273.96,277.81,274.54,285.96,257.97,283.95
2023-10-14 22:17:45.774000,L8,,,,,280.89,302.82,321.05,301.02,312.67,276.61,258.19,262.98,301.90,250.76,,,,,268.36,272.85,268.97,273.34,267.20,336.67,,,266.40,273.53,273.98,281.51,271.32,271.02,280.76
2023-10-22 22:17:50.479000,L9,,,,,281.55,303.42,327.73,313.30,325.64,260.67,247.70,263.60,304.88,285.33,,,,,343.21,258.52,263.01,277.57,271.17,336.73,,,265.82,274.58,274.57,274.39,257.36,282.47,279.04
2023-11-07 22:17:46.155000,L9,,,,,270.39,300.06,315.17,290.83,305.57,273.04,254.35,259.98,306.05,248.66,,,,,254.48,263.55,255.11,249.74,243.93,327.75,,,250.76,265.17,251.16,,,,287.45
2023-11-15 22:17:47.856000,L8,,253.20,264.18,268.71,283.55,307.46,330.94,326.98,331.32,322.39,297.25,310.89,321.17,308.48,,,,,293.63,275.95,272.99,301.75,292.84,337.22,,,267.91,275.11,275.74,277.63,284.08,286.02,282.30
2023-12-09 22:17:50.740000,L9,,,,,281.50,301.78,319.63,281.62,292.77,262.22,249.83,259.64,319.82,568.13,465.14,216.93,236.46,,213.01,338.99,488.22,280.99,460.37,333.22,429.27,,410.39,342.83,297.71,275.36,289.04,279.30,282.18
2023-12-17 22:17:48.418000,L8,337.09,341.53,319.91,325.59,336.03,353.45,370.64,364.36,350.52,336.54,334.24,343.21,322.56,322.88,182.25,255.18,258.17,234.63,318.02,320.35,316.15,311.58,302.91,380.98,259.29,255.84,292.66,306.52,311.54,297.52,307.53,328.30,299.26
2024-01-10 22:17:52.010000,L9,,,,,279.44,303.09,321.84,291.71,318.54,277.14,256.70,261.93,304.04,248.85,,,,,264.98,266.28,262.38,262.19,264.05,335.79,,,264.82,274.61,277.22,276.41,281.26,269.40,282.61
2024-01-18 22:17:42.241000,L8,,342.31,265.40,275.62,285.17,303.58,364.00,341.09,321.39,286.98,300.36,261.08,301.52,289.77,,,,,269.28,265.61,261.49,264.97,265.13,407.08,,,264.89,272.22,278.11,278.23,279.41,284.28,281.43
2024-02-11 22:17:53.113000,L9,,,,,279.82,302.09,323.81,295.03,318.60,278.41,257.10,262.88,302.79,249.21,,,,,264.68,270.06,263.07,256.00,257.44,336.24,,,264.54,273.75,308.75,275.81,285.38,266.74,292.71
2024-02-19 22:17:39.652000,L8,,,,,274.51,299.92,323.88,293.03,317.95,277.01,254.48,262.23,301.56,246.89,,,,,258.70,260.68,253.63,241.16,302.33,335.68,,,203.18,345.66,332.41,293.47,,,548.26
2024-03-30 22:17:36.478000,L9,,259.83,207.79,278.26,296.13,310.14,328.82,336.76,325.85,310.56,310.93,301.90,303.96,310.82,,,,,259.84,260.14,248.75,244.74,242.85,343.64,,,250.65,267.25,264.18,276.60,221.90,256.80,277.95
2024-04-07 22:17:11.830000,L8,,250.45,259.90,271.70,277.94,296.91,322.03,278.64,315.85,275.32,251.89,259.17,300.66,294.71,,,,,271.81,262.83,260.20,268.71,267.06,317.71,,,260.94,273.07,276.03,278.09,281.94,285.46,281.27
2024-04-15 22:17:28.257000,L9,,,,,271.42,301.34,317.79,286.73,314.28,274.35,251.27,257.99,303.20,300.50,,,,,269.89,262.38,261.03,268.85,262.68,331.92,,,258.29,272.55,273.11,276.69,279.53,283.00,279.98
2024-04-23 22:17:03.194000,L8,203.60,,,,277.20,298.86,315.76,286.49,314.22,273.44,254.04,258.36,302.87,245.28,,,,,268.36,261.38,260.16,269.74,261.94,333.36,,,258.25,271.52,273.16,274.69,274.78,269.62,278.94
2024-05-09 22:16:51.826000,L8,,,,,271.72,297.47,315.87,283.19,309.76,269.91,245.49,256.55,300.56,242.92,,,,,254.67,262.53,254.63,256.85,259.33,330.75,,,252.96,268.03,262.42,274.21,272.54,259.09,281.24
2024-06-18 22:16:43.968000,L9,,,,,248.30,287.79,304.28,278.57,303.80,270.25,243.70,252.40,300.96,297.48,,,280.86,276.14,308.43,278.21,269.26,259.36,263.68,320.61,280.56,285.51,270.33,273.89,280.43,275.66,279.51,283.87,281.68
2024-06-26 22:16:52.651000,L8,,,262.06,242.88,289.65,304.38,324.01,329.26,322.14,292.55,305.83,280.04,304.43,298.53,,,,,266.50,276.36,272.88,288.09,271.41,339.16,,,268.52,274.52,279.63,276.37,279.49,282.28,282.23
2024-07-12 22:17:00.992000,L8,,,,269.69,276.98,302.95,320.45,328.10,315.09,302.36,301.47,298.16,299.61,295.50,,,,247.76,282.52,276.05,271.80,272.04,270.26,336.04,,,260.73,271.70,274.81,277.84,278.10,279.14,280.16
2024-08-05 22:17:06.640000,L9,,,,,259.62,295.16,313.57,287.10,306.25,259.83,243.93,253.05,295.58,244.00,,,,,255.16,269.08,259.03,256.97,258.33,326.35,,,253.33,263.57,266.36,267.69,252.70,249.68,270.49
2024-08-21 22:17:19.711000,L9,433.34,243.03,349.87,281.97,274.84,306.51,329.03,291.48,311.36,274.48,254.78,266.51,303.98,249.31,,,,,279.98,277.66,271.57,289.13,267.19,335.39,,,260.04,271.98,267.60,266.11,247.69,249.92,266.41
2024-08-29 22:17:21.978000,L8,,,,,270.70,304.04,320.99,302.01,314.88,277.92,259.52,262.50,302.72,286.72,,,,,265.56,271.38,262.11,284.18,266.87,335.96,,,258.39,267.93,255.07,249.56,230.72,235.80,247.17
2024-09-22 22:17:21.161000,L9,,,,,265.67,299.93,322.41,288.40,313.51,279.84,256.56,257.83,301.28,244.62,,,,,260.66,268.15,265.29,287.24,261.66,323.93,,,256.87,272.09,269.56,270.40,259.41,255.36,277.85
2024-11-01 22:17:31.195000,L8,,,,,273.54,303.44,321.08,294.00,316.46,276.01,255.68,261.21,303.30,251.83,,,,,271.68,272.05,262.77,268.87,272.70,334.51,,,260.24,275.34,273.87,275.14,272.45,261.26,282.54
2024-11-09 22:17:39.946000,L9,219.51,262.00,265.20,278.97,304.55,306.74,336.58,330.66,325.41,320.71,313.42,294.45,300.21,290.54,,,,260.60,305.33,291.69,287.91,279.55,287.76,346.09,,,313.61,294.10,295.36,280.45,280.68,289.54,294.16
2024-11-17 22:17:38.841000,L8,,,,,277.16,303.40,324.42,295.48,319.97,279.59,258.10,263.30,303.72,253.20,,,,,266.81,274.36,271.78,261.04,270.25,335.91,,,266.65,276.76,276.98,275.08,279.03,269.07,282.81
2024-11-25 22:17:51.900000,L9,,323.94,423.28,329.29,285.29,304.36,326.23,296.03,318.53,280.61,258.33,263.14,303.67,289.99,,,,,267.12,266.12,262.85,267.61,263.57,336.10,,,260.86,274.15,276.76,276.52,276.67,261.92,283.35
2024-12-03 22:17:45.212000,L8,,,,,,256.10,281.47,250.71,269.18,226.45,,,,,,,,,225.69,245.01,238.98,230.90,228.64,298.48,,,234.30,224.10,246.16,241.97,238.64,238.90,223.05
2025-01-12 22:17:45.559000,L9,,,,,281.00,301.88,323.85,295.20,318.71,278.30,256.39,261.45,302.75,298.45,,,,,263.11,263.81,261.90,264.23,262.58,335.32,,,261.84,275.15,277.91,274.22,274.86,279.71,283.40
2025-02-21 22:17:31.397000,L8,,252.84,258.88,248.98,282.38,301.11,323.14,325.02,315.19,276.45,254.32,260.17,300.80,294.71,,,,,269.92,269.30,262.56,266.26,266.89,335.01,,,260.70,272.15,275.38,275.73,280.84,264.21,282.09
2025-03-01 22:17:39.455000,L9,,,,,279.17,302.27,325.74,292.61,316.31,276.99,254.72,261.75,302.34,250.11,,,,,267.10,264.16,263.30,258.93,263.41,336.53,,,261.35,273.14,276.95,273.00,280.53,261.26,281.27
2025-03-09 22:17:26.663000,L8,,,,,204.98,301.10,320.03,287.23,313.20,271.25,251.57,256.38,299.34,290.77,,,,,263.00,262.54,260.43,257.63,259.84,333.11,,,257.59,271.35,273.26,272.20,278.69,258.62,279.90
2025-03-17 22:17:32.112000,L9,214.65,260.15,269.51,271.18,287.15,304.66,322.13,326.18,315.54,278.96,252.34,260.79,298.37,247.60,,,,,277.52,270.93,262.69,272.74,267.96,335.46,,,271.23,272.66,273.25,270.64,268.35,254.43,279.31
2025-03-25 22:17:16.100000,L8,201.57,285.13,267.95,226.57,308.15,252.89,275.00,198.98,346.92,275.70,251.51,256.41,301.32,290.95,,,,,272.78,265.04,259.91,267.47,266.56,328.45,,,264.15,272.43,273.13,276.69,279.66,262.33,280.16
2025-05-20 22:17:06.544000,L9,,,,,275.41,303.15,321.00,289.76,315.89,272.29,250.00,299.84,302.36,301.15,,,,,291.48,274.16,270.49,276.84,270.19,336.54,,,257.50,271.53,273.09,275.57,274.66,254.17,282.20
2025-06-13 22:17:12.853000,L8,,,,,277.49,303.51,325.32,330.00,335.60,276.90,255.71,317.51,306.40,305.62,308.63,,,,313.00,300.84,272.71,283.22,267.38,337.66,,,258.82,271.50,273.66,294.25,266.41,299.57,283.45
2025-06-29 22:17:21.081000,L8,,,,267.92,283.29,307.57,330.04,330.48,322.20,287.91,259.90,302.35,304.70,303.13,,292.23,290.16,,289.20,282.09,281.12,279.74,270.57,347.60,266.87,,267.84,273.27,278.33,293.53,288.24,283.37,282.47
2025-07-23 22:17:27.519000,L9,,,,,270.61,299.53,320.91,326.37,316.85,272.99,251.43,258.34,303.33,293.80,,,,,270.62,276.41,274.47,288.46,269.26,336.69,,,260.22,275.20,281.68,280.25,282.49,288.89,289.32
2025-07-31 22:17:29.909000,L8,,,,,269.56,299.95,320.18,296.95,317.04,272.38,251.59,259.18,300.33,278.92,,,,,264.51,274.58,272.53,265.26,273.37,336.62,,,263.76,273.87,273.51,276.69,278.71,274.50,280.03
2025-08-16 22:17:38.702000,L8,,,,,297.01,289.58,324.57,296.04,313.38,280.88,174.11,261.67,297.79,290.84,,,,,262.11,271.39,268.58,267.76,263.34,338.31,,,261.68,270.19,272.69,273.89,267.66,260.11,277.88
2025-08-24 22:17:43.028000,L9,,,,,250.45,300.29,322.38,297.35,318.04,276.32,256.93,257.68,299.68,288.29,,,,,274.29,272.51,273.35,268.18,264.35,334.75,,,266.86,272.77,273.23,273.75,272.05,273.48,278.86
2025-09-25 22:17:52.465000,L9,,248.80,255.67,270.76,284.80,303.78,336.38,326.36,320.02,279.02,257.67,300.65,305.92,297.10,293.55,290.94,271.81,253.84,292.58,275.39,272.62,270.16,265.93,341.78,,,264.81,271.74,273.78,273.92,270.37,268.66,276.01
