dates,satname,nzd0052-0000,nzd0052-0001,nzd0052-0002
1999-08-17 22:10:26.276000,L7,332.35,328.67,329.04
1999-09-27 22:04:25.056000,L7,353.51,375.63,337.04
1999-10-04 22:10:38.131000,L7,377.10,326.25,335.05
1999-11-14 22:04:18.343000,L7,324.39,321.74,334.44
1999-11-30 22:04:11.332000,L7,,,415.70
2000-01-01 22:04:13.486000,L7,408.78,348.43,362.17
2000-01-17 22:04:11.868000,L7,,,348.54
2000-04-29 22:09:53.797000,L7,335.03,313.56,
2000-05-15 22:09:42.527000,L7,331.05,307.31,324.33
2000-05-24 22:03:22.722000,L7,365.73,321.56,334.83
2000-08-03 22:08:44.137000,L7,322.36,321.08,
2000-08-19 22:08:38.248000,L7,328.34,317.43,
2000-09-04 22:08:22.800000,L7,333.25,333.64,344.50
2000-09-13 22:02:02.316000,L7,381.47,326.21,331.56
2001-03-08 22:01:45.126000,L7,330.97,318.17,327.18
2001-03-15 22:07:52.114000,L7,335.80,322.30,321.92
2001-03-24 22:01:35.778000,L7,385.64,320.56,334.83
2001-06-19 22:07:05.722000,L7,333.15,329.36,338.43
2001-09-07 22:06:11.116000,L7,323.97,308.54,
2001-11-19 21:59:56.393000,L7,333.18,323.00,334.09
2001-12-05 21:59:55.034000,L7,321.85,313.83,328.32
2001-12-21 22:00:05.972000,L7,328.95,317.23,331.45
2002-01-22 22:00:16.971000,L7,405.54,391.89,340.45
2002-01-29 22:06:21.478000,L7,394.07,394.04,360.08
2002-03-27 22:00:13.634000,L7,328.48,309.22,324.59
2002-07-24 22:05:50.655000,L7,,365.64,378.63
2002-10-28 22:05:22.323000,L7,329.87,315.97,
2002-11-22 21:59:33.639000,L7,341.00,277.05,
2003-01-09 21:59:45.950000,L7,319.65,310.73,
2003-01-16 22:06:02.914000,L7,381.61,397.49,346.60
2003-04-06 22:06:21.012000,L7,304.52,308.99,
2003-04-22 22:06:19.091000,L7,332.44,310.51,
2004-05-18 21:58:14.785000,L5,335.22,321.14,300.22
2004-06-12 21:52:47.645000,L5,345.29,327.94,324.74
2004-07-21 22:00:04.249000,L5,338.56,323.33,297.50
2004-07-30 21:54:04.170000,L5,347.92,334.44,313.56
2004-09-16 21:55:17.605000,L5,376.07,352.35,352.57
2004-11-19 21:56:31.297000,L5,348.72,336.96,325.04
2005-01-13 22:03:41.143000,L5,338.60,308.98,308.30
2005-02-23 21:58:07.648000,L5,352.61,334.44,324.64
2005-03-27 21:58:27.646000,L5,360.45,344.05,343.01
2005-04-03 22:04:40.528000,L5,361.19,341.90,343.16
2005-04-12 21:58:31.220000,L5,353.06,336.89,312.75
2005-11-13 22:05:57.059000,L5,334.44,324.37,316.99
2005-11-22 21:59:59.141000,L5,,309.50,354.98
2006-02-10 22:01:51.332000,L5,342.11,330.09,289.61
2006-05-17 22:03:33.996000,L5,395.78,364.67,363.77
2006-08-21 22:04:55.513000,L5,337.32,328.78,304.25
2006-09-13 22:11:23.474000,L5,347.51,333.40,328.85
2006-09-29 22:11:34.525000,L5,325.90,309.96,301.13
2006-11-25 22:06:19.953000,L5,327.56,298.53,355.47
2006-12-11 22:06:28.205000,L5,,315.71,352.80
2007-02-13 22:06:23.395000,L5,352.40,335.79,308.27
2007-09-25 22:04:24.972000,L5,361.36,343.35,332.71
2007-10-02 22:10:31.289000,L5,329.01,313.24,303.23
2008-11-21 22:01:05.982000,L5,326.11,304.15,295.30
2009-01-24 22:02:55.057000,L5,333.10,312.86,294.40
2009-12-03 22:01:55.950000,L5,334.84,334.81,294.15
2010-12-06 22:01:12.836000,L5,372.43,363.53,366.84
2011-03-12 22:01:19.581000,L5,353.83,336.33,307.21
2011-08-19 22:00:12.535000,L5,388.32,359.49,359.34
2013-04-25 22:19:21.025000,L8,358.32,359.34,366.29
2013-05-11 22:19:31.249000,L8,336.51,321.24,306.40
2013-05-20 22:13:26.604000,L8,343.46,338.90,349.26
2013-06-05 22:13:27.306000,L8,336.50,325.83,309.48
2013-06-28 22:19:33.252000,L8,340.54,326.26,313.07
