dates,nzd0441-0000,nzd0441-0001,nzd0441-0002,nzd0441-0033,nzd0441-0034,nzd0441-0035,nzd0441-0036,nzd0441-0037,nzd0441-0038,nzd0441-0039,nzd0441-0040,nzd0441-0041,nzd0441-0042,nzd0441-0043,nzd0441-0044,nzd0441-0045,nzd0441-0046,nzd0441-0047,nzd0441-0048,nzd0441-0049,nzd0441-0050,nzd0441-0051,nzd0441-0052,nzd0441-0053,nzd0441-0054,nzd0441-0055,nzd0441-0056,nzd0441-0057,nzd0441-0058,nzd0441-0059,nzd0441-0060,nzd0441-0061,nzd0441-0062,nzd0441-0063,nzd0441-0064,nzd0441-0065,nzd0441-0066,nzd0441-0067,nzd0441-0068,nzd0441-0069,nzd0441-0070,nzd0441-0071,nzd0441-0072,nzd0441-0073,nzd0441-0074,nzd0441-0075,nzd0441-0076,nzd0441-0077,nzd0441-0078,nzd0441-0079,nzd0441-0080,nzd0441-0081,nzd0441-0082,nzd0441-0083,nzd0441-0084,nzd0441-0085,nzd0441-0086,nzd0441-0087,nzd0441-0088,nzd0441-0089,nzd0441-0090,nzd0441-0091,nzd0441-0092,nzd0441-0093,nzd0441-0094,nzd0441-0014,nzd0441-0015,nzd0441-0016,nzd0441-0017,nzd0441-0018,nzd0441-0019,nzd0441-0020,nzd0441-0021,nzd0441-0022,nzd0441-0023,nzd0441-0024,nzd0441-0003,nzd0441-0004,nzd0441-0005,nzd0441-0006,nzd0441-0012,nzd0441-0013,nzd0441-0025,nzd0441-0026,nzd0441-0027,nzd0441-0028,nzd0441-0030,nzd0441-0031,nzd0441-0032,nzd0441-0095,nzd0441-0096,nzd0441-0097,nzd0441-0098,nzd0441-0099,nzd0441-0100,nzd0441-0101,nzd0441-0102,nzd0441-0007,nzd0441-0029,nzd0441-0008,nzd0441-0009,nzd0441-0010,nzd0441-0011,satname
1999-11-21 22:12:47+00:00,214.47,195.8,187.08,,,244.41,251.26,245.46,240.96,255.13,265.7,,180.94,194.01,180.48,182.48,200.35,208.53,209.96,213.68,218.15,,174.82,197.64,229.72,225.61,,236.09,234.58,,235.02,237.83,242.75,239.05,243.19,240.81,240.21,,245.83,233.61,250.34,246.15,,250.31,,,239.79,244.21,238.1,267.22,,,,220.37,221.97,213.63,201.46,194.0,,,,237.89,233.22,270.6,175.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-11-28 22:18:56+00:00,214.47,195.8,187.08,,,244.41,251.26,245.46,240.96,255.13,265.7,,180.94,194.01,180.48,182.48,200.35,208.53,209.96,213.68,218.15,,174.82,197.64,229.72,225.61,188.11,229.72500000000002,228.185,,217.35000000000002,223.97500000000002,236.69,228.37,238.375,238.76999999999998,230.67000000000002,198.6,241.83,226.705,245.82,246.15,181.0,243.235,183.81,198.33,239.79,244.21,238.1,267.22,,,,220.37,221.97,213.63,201.46,194.0,,,,237.89,233.22,270.6,175.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-12-07 22:12:53+00:00,214.47,195.8,187.08,,,239.62,249.595,243.82999999999998,236.115,246.04500000000002,265.7,,180.94,194.01,180.48,182.48,200.35,208.53,209.96,213.68,218.15,,174.82,197.64,229.72,225.61,188.11,229.72500000000002,228.185,,217.35000000000002,223.97500000000002,236.69,228.37,238.375,238.76999999999998,230.67000000000002,198.6,241.83,226.705,245.82,246.15,181.0,224.94333333333336,194.595,216.63,237.91,235.495,219.8,267.22,224.16,216.37,220.69,218.865,215.225,210.63,196.4,186.72,,,,237.89,233.22,270.6,175.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-12-14 22:19:07+00:00,214.47,195.8,187.08,,,243.7266666666667,250.98000000000002,245.1933333333333,238.24333333333334,250.22,256.68,,182.95499999999998,194.325,178.185,182.83999999999997,191.765,205.83499999999998,207.505,208.195,213.59,,174.82,197.64,229.72,225.61,188.11,229.72500000000002,228.185,,217.35000000000002,223.97500000000002,236.69,228.37,238.375,238.76999999999998,230.67000000000002,198.6,241.83,226.705,245.82,246.15,181.0,224.94333333333336,204.03666666666666,223.49333333333334,238.77666666666664,237.45333333333335,218.40666666666667,249.97500000000002,230.575,222.59,227.525,223.04999999999998,218.84666666666666,212.72666666666666,199.09333333333333,189.95333333333335,235.07,241.24,240.56,235.73,231.155,255.06,175.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-02-09 22:12:43+00:00,214.47,195.8,187.08,,,243.7266666666667,250.98000000000002,245.1933333333333,238.24333333333334,250.22,256.68,,182.95499999999998,194.325,178.185,182.83999999999997,191.765,205.83499999999998,207.505,208.195,213.59,,174.82,197.64,229.72,212.195,188.405,227.78,226.85,227.4,212.90666666666667,225.67,237.49666666666667,228.53666666666666,237.37333333333333,239.03,230.60333333333332,206.0,236.34333333333333,223.01333333333332,239.42666666666665,233.765,191.555,225.63,205.36,226.6625,236.5675,237.45333333333335,212.5725,249.97500000000002,230.575,218.42666666666665,225.8066666666667,219.8175,215.13,210.295,196.37,187.1025,235.07,241.24,240.56,235.73,231.155,255.06,175.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-04-13 22:12:18+00:00,200.64499999999998,185.71,177.91000000000003,303.7,,243.7266666666667,257.935,252.98,247.20499999999998,253.8275,258.18666666666667,252.89,182.95499999999998,207.42666666666665,182.14333333333332,186.98666666666668,195.25,208.34666666666666,209.64000000000001,210.87333333333333,214.40666666666667,,190.13,205.945,221.2,212.195,198.76333333333332,226.585,227.6775,229.32,217.4675,228.3975,238.1125,230.975,237.6775,239.7525,231.3475,216.25,237.97,226.195,240.155,233.61333333333334,191.555,229.48600000000002,210.988,229.964,239.17399999999998,242.2575,212.5725,250.26,238.24333333333334,225.8425,231.145,223.498,221.502,216.904,196.37,187.1025,238.14999999999998,244.395,244.39499999999998,238.42,235.32666666666668,249.65,185.56333333333336,174.09,180.78,183.31,181.51,188.9,187.01,202.1,223.26,225.94,218.76,219.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-19 22:11:01+00:00,186.82,175.62,168.74,303.7,,,278.8,276.34,274.09,264.65,261.2,252.89,,233.63,190.06,195.28,202.22,213.37,213.91,216.23,216.04,,205.44,214.25,212.68,,219.48,223.0,230.16,231.24,216.885,232.03500000000003,229.005,234.265,235.39499999999998,240.855,233.37,236.155,231.85,228.22500000000002,242.95,225.335,240.52,244.95999999999998,220.72,239.88,238.325,243.68,186.74,250.83,253.58,248.09,247.16,238.22,246.99,243.34,,,241.23,247.55,248.23,243.8,243.67,238.83,206.2,174.09,180.78,183.31,181.51,188.9,187.01,202.1,223.26,225.94,218.76,219.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-27 22:16:36+00:00,186.82,175.62,168.74,303.7,,,278.8,259.495,251.73499999999999,239.84499999999997,240.27499999999998,252.89,,233.63,190.06,195.28,202.22,213.37,213.91,216.23,216.04,,205.44,214.25,212.68,,219.48,222.065,230.115,232.085,217.42333333333332,235.3166666666667,231.95333333333335,234.85333333333332,237.28666666666666,242.57333333333335,233.91333333333333,238.8033333333333,233.33666666666667,228.24333333333334,242.95,225.335,240.52,245.37,220.35333333333332,240.35666666666665,238.61666666666667,240.85666666666668,191.61,233.905,244.83,239.66500000000002,241.48000000000002,233.275,233.48000000000002,229.15,204.07,172.24,241.23,247.55,248.23,243.8,243.67,238.83,206.2,174.09,180.78,183.31,181.51,188.9,187.01,202.1,223.26,225.94,218.76,219.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-11-07 22:10:17+00:00,,,,,,,,242.65,229.38,215.04,219.35,,,,,,,,,,,,,,,,,206.535,228.755,232.93,206.31000000000003,233.71,227.95,233.135,233.49333333333334,239.01333333333332,228.48333333333332,238.06333333333336,227.93666666666664,223.62666666666667,237.865,210.35000000000002,211.64,238.31000000000003,207.24,238.95,233.125,232.95000000000002,191.61,216.98,236.08,231.24,235.8,228.33,219.97,214.96,204.07,172.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-11-14 22:16:30+00:00,,,,,,245.97,252.97,245.66500000000002,236.84,233.86,221.925,,188.12,,167.05,181.7,184.37,200.72,201.97,209.48,212.38,185.94,182.41,195.92,,,193.25,212.42999999999998,229.17,232.15,212.3075,232.9125,231.54333333333332,218.35666666666668,234.2525,239.0575,228.89999999999998,232.6475,232.4475,226.0125,238.25333333333333,210.35000000000002,211.64,239.8275,207.24,241.48000000000002,238.36333333333332,235.87666666666667,198.38,224.595,236.01,231.4,235.14,225.97000000000003,221.9,217.175,204.885,172.24,235.13,244.61,239.68,234.66,220.86,193.29,169.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
