dates,nzd0313-0000,nzd0313-0001,nzd0313-0002,nzd0313-0003,nzd0313-0004,nzd0313-0005,nzd0313-0006,nzd0313-0007,nzd0313-0008,nzd0313-0009,nzd0313-0010,nzd0313-0011,nzd0313-0012,nzd0313-0013,nzd0313-0014,nzd0313-0015,nzd0313-0016,nzd0313-0017,nzd0313-0018,nzd0313-0019,nzd0313-0020,nzd0313-0021,nzd0313-0022,nzd0313-0023,nzd0313-0024,nzd0313-0025,nzd0313-0026,nzd0313-0027,nzd0313-0028,nzd0313-0029,nzd0313-0030,nzd0313-0031,nzd0313-0032,nzd0313-0033,nzd0313-0034,nzd0313-0035,nzd0313-0036,nzd0313-0037,nzd0313-0038,nzd0313-0039,nzd0313-0040,nzd0313-0041,nzd0313-0042,nzd0313-0043,nzd0313-0044,nzd0313-0045,nzd0313-0046,nzd0313-0047,nzd0313-0048,nzd0313-0049,nzd0313-0050,nzd0313-0053,nzd0313-0054,nzd0313-0055,nzd0313-0056,nzd0313-0057,nzd0313-0058,nzd0313-0059,nzd0313-0060,nzd0313-0061,nzd0313-0062,nzd0313-0063,nzd0313-0064,nzd0313-0065,nzd0313-0066,nzd0313-0067,nzd0313-0068,nzd0313-0069,nzd0313-0070,nzd0313-0071,nzd0313-0072,nzd0313-0075,nzd0313-0076,nzd0313-0077,nzd0313-0078,nzd0313-0079,nzd0313-0080,nzd0313-0081,nzd0313-0082,nzd0313-0083,nzd0313-0084,nzd0313-0085,nzd0313-0086,nzd0313-0087,nzd0313-0088,nzd0313-0089,nzd0313-0090,nzd0313-0091,nzd0313-0092,nzd0313-0093,nzd0313-0095,nzd0313-0096,nzd0313-0097,nzd0313-0098,nzd0313-0099,nzd0313-0100,nzd0313-0101,nzd0313-0102,nzd0313-0103,nzd0313-0104,nzd0313-0105,nzd0313-0106,nzd0313-0107,nzd0313-0108,nzd0313-0109,nzd0313-0110,nzd0313-0111,nzd0313-0112,nzd0313-0113,nzd0313-0114,nzd0313-0115,nzd0313-0116,nzd0313-0117,nzd0313-0118,nzd0313-0119,nzd0313-0120,nzd0313-0121,nzd0313-0122,nzd0313-0123,nzd0313-0124,nzd0313-0125,nzd0313-0126,nzd0313-0127,nzd0313-0128,nzd0313-0129,nzd0313-0130,nzd0313-0131,nzd0313-0132,nzd0313-0133,nzd0313-0134,nzd0313-0135,nzd0313-0136,nzd0313-0137,nzd0313-0138,nzd0313-0139,nzd0313-0140,nzd0313-0141,nzd0313-0142,nzd0313-0143,nzd0313-0144,nzd0313-0145,nzd0313-0146,nzd0313-0147,nzd0313-0148,nzd0313-0149,nzd0313-0150,nzd0313-0151,nzd0313-0152,nzd0313-0153,nzd0313-0154,nzd0313-0155,nzd0313-0156,nzd0313-0157,nzd0313-0158,nzd0313-0159,nzd0313-0160,nzd0313-0161,nzd0313-0162,nzd0313-0163,nzd0313-0164,nzd0313-0165,nzd0313-0166,nzd0313-0167,nzd0313-0168,nzd0313-0169,nzd0313-0170,nzd0313-0171,nzd0313-0172,nzd0313-0173,nzd0313-0051,nzd0313-0052,nzd0313-0073,nzd0313-0074,nzd0313-0094,satname
2023-04-22 22:12:51.035,242.67545454545458,249.56916666666666,235.16363636363639,223.007,202.113,187.1681818181818,177.71727272727273,177.3,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.11,315.65,361.525,384.74222222222227,382.97,389.23272727272723,390.556,388.1658333333333,395.21250000000003,382.5190909090909,399.92571428571426,382.13642857142855,374.8128571428571,378.15142857142854,378.2484615384615,348.84666666666664,357.786923076923,349.73400000000004,327.1490909090909,,,,,,,,,,238.57333333333335,251.2290909090909,237.9475,229.95833333333334,209.75833333333333,191.91666666666666,180.41583333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.52,L9
2023-05-24 22:12:29.077,244.798,250.6027272727273,236.83399999999997,224.48000000000002,203.83777777777777,186.652,177.89100000000002,177.3,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.45000000000005,315.65,364.29999999999995,385.557,385.733,392.084,393.4511111111112,389.5863636363636,396.8445454545454,385.18,401.85999999999996,384.9430769230769,376.82384615384615,379.90769230769234,379.76416666666665,351.76545454545453,359.8616666666667,354.28,334.31,,,,,,,,,,246.33999999999997,252.74500000000003,239.6681818181818,231.69545454545457,211.53181818181818,193.91636363636363,181.8490909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.86,L9
2023-06-01 22:12:19.164,246.62545454545455,251.39916666666667,237.63727272727272,226.289,206.096,187.41272727272727,178.66818181818184,179.97500000000002,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.45000000000005,315.65,365.56399999999996,385.557,385.97,392.5763636363636,394.03700000000003,389.5863636363636,397.4891666666667,386.6345454545454,402.51785714285717,386.3607142857142,378.38142857142856,381.20214285714286,381.18769230769226,354.1475,361.08076923076925,355.76599999999996,338.24,,,,,,,,,,250.208,253.65727272727273,240.76916666666668,232.78166666666667,212.83,195.30499999999998,183.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.59999999999997,L8
2023-06-09 22:12:24.777,246.62545454545455,251.39916666666667,237.63727272727272,226.289,206.096,187.63333333333333,179.06583333333333,180.07666666666668,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.3833333333334,316.5,365.56399999999996,386.03363636363633,386.7558333333333,392.6016666666667,394.84090909090907,390.455,398.2692307692308,388.14000000000004,403.46,387.6866666666666,379.8346666666667,382.2346666666666,382.2371428571428,356.16153846153844,362.3985714285714,358.53,341.5233333333333,,,,,,,,,,251.87166666666667,254.54,241.4592307692308,233.2023076923077,213.9476923076923,196.3807692307692,183.62692307692308,,,,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.84499999999997,L9
2023-07-03 22:12:39.306,247.33363636363637,252.16916666666665,238.9409090909091,227.73499999999999,208.44400000000002,187.83083333333332,178.87083333333337,181.465,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.3833333333334,316.5,367.1372727272727,386.68250000000006,387.46846153846155,392.8076923076923,394.84090909090907,393.73583333333335,401.2023076923077,391.455,406.11733333333336,389.812,381.96666666666664,384.268,384.86857142857144,359.84230769230766,364.96857142857147,364.5781818181818,341.1530769230769,,,,,,,,,,253.0842857142857,256.91333333333336,243.31692307692308,234.58615384615385,215.94153846153844,198.18615384615384,185.1153846153846,,,,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.674,L8
2023-07-11 22:12:36.241,247.552,253.4063636363636,239.63199999999998,228.47555555555553,212.465,188.9725,179.23416666666665,181.465,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,323.3833333333334,324.5233333333333,370.3627272727272,388.23583333333335,389.15615384615387,393.46,396.168,393.12583333333333,401.3476923076923,392.7436363636363,407.64428571428573,391.0566666666667,383.74266666666665,385.85999999999996,386.0307142857142,361.2142857142857,366.7942857142857,368.6518181818182,343.2569230769231,,,,,,,,,,253.0842857142857,256.91333333333336,244.475,235.69083333333333,217.13249999999996,199.49750000000003,186.28666666666666,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L9
2023-07-27 22:12:38.836,248.80900000000003,254.21454545454543,240.88999999999996,230.22666666666666,214.763,189.18166666666664,179.6875,181.465,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,323.3833333333334,324.5233333333333,371.2663636363637,385.9025,389.4857142857143,394.72538461538466,396.46000000000004,394.95250000000004,402.41769230769233,393.33,409.99357142857144,393.2286666666667,386.3713333333333,388.5919999999999,388.44714285714286,364.3514285714286,368.5414285714286,370.89272727272726,345.1292307692308,,,,,,,,,,254.2825,257.27384615384614,245.2253846153846,236.06230769230768,217.64,200.10307692307694,186.54923076923075,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L9
2023-08-04 22:12:52.354,250.1890909090909,255.015,241.43272727272725,230.939,217.6290909090909,189.42153846153846,179.8023076923077,181.465,,,,297.38,254.37,247.67,209.25,,250.8,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,316.02750000000003,321.615,366.75250000000005,386.0815384615384,389.63733333333334,394.6914285714286,396.6325,395.2584615384616,402.67285714285714,393.6207692307692,410.438,393.9275,386.94374999999997,388.87125,388.8233333333334,365.05466666666666,369.0453333333333,370.03416666666664,343.9478571428571,,,,,,,,,,250.79888888888888,257.27384615384614,245.5942857142857,236.18428571428572,217.92499999999998,200.37000000000003,186.615,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L8
2023-08-20 22:12:59.423,250.17916666666667,254.6561538461538,241.5775,231.02,217.4375,189.595,179.96214285714285,181.465,,,,297.38,254.37,247.67,209.25,,,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,316.02750000000003,321.615,367.0233333333333,385.4376923076924,389.23266666666666,394.2,396.1991666666667,394.8530769230769,402.3135714285714,393.7584615384615,411.0957142857143,398.09133333333335,389.57399999999996,390.2133333333333,388.6773333333333,366.77,369.09133333333335,370.0125,345.34461538461534,,,,,,,,,,254.63,257.56545454545454,246.02307692307693,236.2807692307692,217.63538461538462,200.84999999999997,186.5323076923077,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L8
2023-08-28 22:12:56.142,250.15333333333334,253.32153846153844,242.03750000000002,231.44416666666666,217.7423076923077,190.0514285714286,180.36928571428572,181.465,,,,297.38,254.37,247.67,209.25,,,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,316.02750000000003,321.615,367.2415384615384,385.9461538461538,390.0826666666666,394.3971428571428,397.12833333333333,396.32230769230773,403.44642857142856,395.0692307692307,411.48142857142864,400.336,391.8353333333334,392.55400000000003,391.46000000000004,369.2707142857143,371.0933333333333,368.88153846153847,343.8407142857142,,,,,,,,,,254.63,257.42583333333334,246.225,236.28142857142853,217.79285714285714,200.97214285714287,186.79500000000002,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L9
2023-09-05 22:12:58.639,251.04090909090908,254.015,242.50545454545454,231.85181818181817,219.07333333333335,190.5469230769231,180.63153846153847,181.465,,,,297.38,254.37,247.67,209.25,,,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,316.02750000000003,321.615,368.2091666666666,386.1141666666667,390.5521428571429,394.3971428571428,397.63090909090914,395.1030769230769,403.8546153846154,393.54538461538453,409.7742857142857,398.1846666666667,393.1171428571429,391.2313333333333,392.0764285714286,371.0576923076923,370.3146666666667,370.1775,345.79230769230765,,,,,,,,,,254.63,257.9290909090909,244.81071428571428,236.62923076923076,216.95785714285714,200.32857142857142,187.16307692307694,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L8
2023-10-15 22:13:14.958,255.53,256.51444444444445,244.7175,234.8625,225.65444444444444,192.47899999999998,182.539,180.98666666666668,,,,297.38,254.37,247.67,209.25,,,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,316.02750000000003,321.615,369.9677777777777,386.861,393.276,395.6472727272727,399.30222222222227,395.6209090909091,405.05454545454546,394.97999999999996,411.03909090909093,399.99499999999995,397.4018181818182,392.10083333333336,393.97181818181815,373.0781818181818,372.3066666666667,371.07454545454544,347.6809090909091,,,,,,,,,,257.38125,260.85875,246.4118181818182,238.27100000000002,218.18,202.65454545454543,188.73700000000002,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.805,L9
2023-11-24 22:13:15.871,252.88625,253.16625,243.01875,233.37875,224.22666666666666,192.49200000000002,181.999,180.98666666666668,,,,,,,,,,,,,,,,303.97,319.26,334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,308.605,323.60333333333335,365.65,385.25,392.21777777777777,393.753,396.82500000000005,393.73799999999994,403.02900000000005,393.243,409.12500000000006,397.0372727272727,394.549,390.6872727272728,392.375,370.02599999999995,370.52,366.434,339.569,,,,,,,,,,252.0957142857143,259.94714285714286,245.10600000000005,237.76444444444445,216.555,201.488,187.64111111111114,429.25,,302.05,,,,171.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2775,L8
2023-12-10 22:13:09.269,249.66000000000003,251.455,241.41625,230.30124999999998,221.61888888888888,192.09444444444443,180.8022222222222,180.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.46,,484.61,395.42,476.95,473.14,,,,,,,,,,293.96,326.73,363.76833333333326,383.87875,391.04875000000004,392.6011111111111,395.4016666666667,392.674,401.21222222222224,390.81875,406.19,393.702,390.99333333333334,388.02,389.4388888888889,365.71666666666664,367.742,362.0888888888889,328.8922222222222,,,,,,,,,,247.76,256.08166666666665,242.73333333333332,235.55374999999998,212.92,197.77666666666667,184.26125,429.25,,302.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.725,L8
2024-01-11 22:13:08.314,247.57000000000002,250.72375,239.495,227.56625,216.7075,190.97375,180.445,180.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.96,312.89,353.4174999999999,380.08857142857147,387.74142857142857,391.66625,394.06428571428575,393.2433333333333,400.24375,387.03,403.7566666666667,390.6377777777778,386.80625,384.91555555555556,386.2675,360.16375,364.0888888888889,354.79125,324.58875,,,,,,,,,,241.608,253.06599999999997,240.41333333333336,233.4975,210.1977777777778,195.00444444444443,181.02375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2024-02-04 22:13:19.606,243.29571428571427,247.6042857142857,236.85,224.0885714285714,209.76571428571427,191.14285714285714,179.60999999999999,180.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0949999999998,384.34200000000004,385.22333333333336,389.6885714285714,391.09666666666664,389.74625000000003,397.5371428571429,382.33142857142855,400.0875,385.6075,381.87857142857143,379.92875000000004,382.09285714285716,353.4842857142857,359.57875,351.5671428571428,322.43285714285713,,,,,,,,,,240.81333333333328,249.13399999999996,236.49375,230.82571428571427,205.97625000000002,191.2275,177.2242857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-02-12 22:13:06.098,242.83375,247.0625,236.47625,223.7875,209.3625,191.02499999999998,179.5825,180.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0949999999998,384.08666666666664,385.1242857142857,389.77125,390.96000000000004,389.8666666666667,397.2375,381.955,399.78222222222223,385.2788888888889,381.12750000000005,380.0466666666667,381.7875,353.4842857142857,359.2311111111111,351.09749999999997,322.1275,,,,,,,,,,240.81333333333328,248.5783333333333,236.08222222222219,230.445,206.10777777777778,190.45333333333332,176.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2024-02-20 22:13:07.958,241.63375000000002,246.4725,235.5675,222.88,208.48875,190.6475,179.02249999999998,180.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.86,383.95,384.4628571428571,389.46750000000003,390.7185714285714,389.4588888888889,396.68625,380.315,399.0433333333333,384.2788888888889,379.17875000000004,379.5488888888889,380.89125,350.9642857142857,357.7911111111111,345.88500000000005,321.65142857142854,,,,,,,,,,232.28499999999994,247.95714285714283,234.88333333333333,229.87125,205.37555555555556,188.5522222222222,175.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L9
2024-02-28 22:13:00.134,242.4725,246.10500000000002,233.91,220.98999999999998,209.42374999999998,191.3025,179.96125,180.32999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.8566666666666,384.2085714285714,389.5725,390.3985714285714,389.3211111111111,395.7542857142857,380.27000000000004,399.38222222222225,384.0077777777778,380.125,379.19888888888886,380.78000000000003,351.82428571428574,357.28333333333336,347.16625,328.6457142857143,,,,,,,,,,236.92333333333332,247.63714285714286,233.84333333333336,229.61625,205.18888888888887,187.15333333333334,174.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.88,L8
2024-03-15 22:12:49.841,243.47666666666666,246.6077777777778,235.2525,222.36124999999998,210.06888888888886,191.5977777777778,180.43555555555557,180.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.24,384.4171428571429,384.65875,389.9855555555556,391.28375,391.44,396.71,382.44714285714286,403.24666666666667,388.44666666666666,381.8977777777778,382.5377777777778,381.97,354.2975,359.43,348.77,334.39875,,,,,,,,,,238.8425,248.21375,235.89666666666665,229.95999999999998,206.58666666666667,188.71555555555557,175.0077777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.22,L8
2024-05-02 22:12:20.382,243.08222222222224,247.03,236.42625,223.81,210.73666666666668,191.35000000000002,179.93111111111114,181.52333333333334,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,338.16,361.88,384.7214285714286,384.65875,390.1588888888889,391.73,392.1477777777778,397.30375,381.20000000000005,404.1788888888889,389.6188888888889,382.82,383.61555555555555,383.28666666666663,357.105,360.94444444444446,349.60555555555555,341.02,,,,,,,,,,240.154,249.40875,237.65444444444444,231.1611111111111,209.66999999999996,190.59,176.10333333333332,,171.18,187.48,188.72,191.24,184.78,172.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1666666666667,L8
2024-05-10 22:12:36.648,243.006,247.40300000000002,237.31111111111113,225.2711111111111,211.63600000000002,191.318,180.45,181.95,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,338.16,368.4766666666667,384.7214285714286,385.75888888888886,390.535,391.99666666666667,391.997,398.2855555555555,383.6928571428571,405.562,391.109,383.872,384.119,383.96099999999996,356.85555555555555,362.286,350.628,341.02,,,,,,,,,,240.154,250.68333333333334,238.68699999999998,231.837,211.23799999999997,192.076,177.47899999999998,,171.18,187.48,188.72,191.24,184.78,172.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1666666666667,L9
2024-05-26 22:12:24.082,244.598,248.17799999999997,239.20999999999998,228.10444444444445,213.863,191.773,181.60399999999998,183.13400000000001,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,338.16,368.4766666666667,385.91499999999996,387.1166666666666,391.101,392.71000000000004,392.1744444444445,399.6066666666666,387.0142857142857,407.683,393.636,386.38,385.72299999999996,385.608,360.55444444444447,364.555,354.489,343.4142857142857,,,,,,,,,,242.43800000000002,252.33777777777777,240.10299999999998,233.025,213.38600000000002,194.382,179.98,,171.18,187.48,188.72,191.24,184.78,172.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1666666666667,L9
2024-06-03 22:12:05.524,242.88545454545454,247.51454545454544,238.86999999999998,227.67199999999997,212.5909090909091,190.53,180.73545454545453,183.13400000000001,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,338.16,368.4766666666667,385.91499999999996,387.1166666666666,391.101,392.71000000000004,392.1744444444445,399.6066666666666,387.0142857142857,407.683,393.636,386.38,385.72299999999996,385.608,360.55444444444447,364.555,354.489,343.4142857142857,,,,,,,,,,242.43800000000002,252.33777777777777,240.10299999999998,233.025,213.38600000000002,194.382,179.98,,171.18,187.48,188.72,191.24,184.78,172.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1666666666667,L8
2024-06-11 22:12:18.141,243.78,248.2981818181818,240.29500000000002,230.247,214.6981818181818,191.13000000000002,181.66818181818184,183.77166666666668,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,338.16,373.9075,388.3975,388.76666666666665,392.652,393.74111111111114,393.40777777777777,401.41777777777776,388.95624999999995,410.554,396.392,389.523,387.988,388.23699999999997,364.15000000000003,367.378,355.0133333333333,352.5185714285714,,,,,,,,,,242.43800000000002,255.8366666666667,241.952,234.60700000000003,215.848,197.113,182.258,,171.18,186.265,191.79000000000002,191.85000000000002,187.815,178.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.355,L9
2024-06-27 22:12:04.918,244.86583333333337,248.79,241.0218181818182,231.3527272727273,215.6858333333333,191.4375,182.20416666666668,184.07571428571427,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,357.135,376.834,389.44666666666666,389.478,393.1636363636364,394.491,395.036,402.121,390.5111111111111,411.4990909090909,397.44,390.4418181818182,389.4081818181818,389.03818181818184,365.61,368.5809090909091,355.929,349.77875,,,,,,,,,,245.415,256.827,243.20363636363635,235.19454545454545,216.67,198.21272727272728,183.0809090909091,,171.18,186.265,191.79000000000002,191.85000000000002,187.815,178.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.355,L9
2024-07-05 22:12:21.266,244.98384615384614,248.96846153846155,241.46666666666667,231.9325,216.4153846153846,191.51000000000002,182.36076923076922,183.925,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,336.4566666666667,379.7416666666666,389.744,389.9036363636364,393.715,395.34909090909093,395.9236363636364,402.8190909090909,391.98699999999997,412.1658333333333,398.7075,391.60999999999996,390.1116666666667,389.68833333333333,366.9009090909091,368.9916666666666,359.2163636363636,347.21333333333337,,,,,,,,,,245.415,257.3790909090909,243.79083333333332,235.72583333333333,217.39583333333334,199.24916666666664,183.97,,171.18,191.39,191.95000000000002,190.8166666666667,188.30666666666664,177.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.355,L8
2024-07-13 22:12:26.404,247.3276923076923,248.95615384615382,242.26,233.34749999999997,217.9446153846154,191.76076923076923,182.83461538461538,184.12,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,336.4566666666667,379.7416666666666,389.782,390.57272727272726,394.1575,396.44,396.7745454545455,403.74800000000005,393.974,414.1958333333334,400.80916666666667,390.38166666666666,391.2309090909091,390.7872727272727,368.87800000000004,370.0009090909091,360.01454545454544,347.53333333333336,,,,,,,,,,248.57800000000003,258.2008333333333,245.48333333333332,237.01250000000002,218.99749999999997,200.95583333333332,185.45166666666668,,171.18,191.39,191.95000000000002,190.8166666666667,188.30666666666664,177.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.355,L9
2024-08-06 22:12:33.326,247.78076923076924,249.31384615384616,243.28833333333333,234.48083333333332,219.33384615384614,191.84538461538463,183.3446153846154,184.12,,,,,,,,,,,,,,,,,,,,,,379.22,390.29,378.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.99,336.4566666666667,379.78285714285715,386.61090909090905,391.36454545454546,394.6975,397.51181818181817,397.95363636363635,404.782,395.8633333333333,415.37416666666667,402.5333333333333,392.05,392.9836363636363,392.0609090909091,368.295,371.68,361.2781818181818,348.0455555555556,,,,,,,,,,248.57800000000003,259.2133333333333,246.535,237.60833333333335,219.505,200.81333333333336,186.385,,171.18,191.39,191.95000000000002,190.8166666666667,188.30666666666664,177.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.355,L8
