dates,satname,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092
2019-03-27 22:05:59.546000,L8,,,,168.08,221.78,233.93,261.76,281.71,274.94,268.69,282.35,281.18,269.17,265.92,258.32,274.06,279.04,273.80,274.57,280.54,291.45,298.25,302.96,297.30,294.86,302.64,289.20,308.93,303.05,301.35,283.06,281.08,283.11,286.41,299.12,308.71,306.80,262.85,245.20,196.12,,,,,225.79,279.71,290.44,286.09,279.25,277.71,,,,,,,,,,,,,281.73,290.84,241.16,193.16,257.83,289.60,304.25,311.24,314.73,319.62,327.16,275.67,356.15,344.41,224.51,324.59,,,,264.50,,,,,,,,,,,
2019-04-12 22:05:30.743000,L8,490.33,477.18,,182.14,236.75,252.98,274.93,292.15,286.79,288.84,292.64,288.96,283.45,279.51,270.36,285.29,284.15,282.47,284.92,290.22,306.55,309.23,315.58,312.25,319.13,315.90,316.13,314.33,312.17,311.41,302.21,317.62,319.28,320.31,316.90,320.42,320.57,313.76,294.40,228.26,,,186.88,176.11,288.36,317.25,323.55,325.42,325.81,326.82,324.41,319.29,323.43,325.23,327.01,321.62,322.06,320.88,315.95,314.20,316.95,316.04,316.58,320.20,272.62,204.71,275.71,305.51,311.61,316.19,316.97,318.86,321.38,326.39,321.27,322.64,320.94,322.67,324.15,304.89,308.74,285.01,315.31,321.67,329.09,321.52,321.01,313.89,318.80,319.47,336.04,338.20,353.52
2019-04-12 22:05:54.693000,L8,490.81,477.13,,183.06,237.26,252.91,275.44,292.38,287.19,289.06,293.44,289.24,283.86,279.80,270.71,285.65,284.58,283.54,285.15,290.68,306.82,309.42,315.94,312.48,319.58,316.53,316.72,314.66,312.55,311.76,303.12,318.01,319.54,320.48,317.33,320.84,320.92,314.12,294.59,228.41,,,187.41,176.24,288.71,317.65,323.87,325.79,326.17,327.21,324.72,319.64,324.00,325.78,327.45,322.26,322.45,321.31,316.46,314.81,317.47,316.58,316.92,321.06,272.77,204.94,276.70,305.89,312.15,316.51,317.32,319.32,321.82,326.84,321.98,323.04,321.10,323.03,324.51,304.85,309.58,284.79,315.79,321.97,329.44,321.84,321.57,314.30,319.09,319.99,336.43,338.52,354.06
2019-07-01 22:06:20.459000,L8,,,,,,,212.37,238.79,210.96,214.91,202.34,,218.64,216.29,212.40,239.86,231.70,220.55,242.49,235.34,256.90,263.39,264.94,260.01,270.50,247.82,235.47,241.70,250.12,257.34,233.97,255.59,254.18,270.32,264.86,250.33,274.70,253.49,211.99,,,,,,,,,,,,,,,,,,,,261.86,264.19,264.37,,,,,,,251.32,265.90,269.13,245.84,257.43,266.68,268.39,218.79,208.34,266.72,261.84,264.76,203.38,209.07,229.05,235.56,237.82,269.48,221.38,183.01,191.28,203.43,210.85,206.53,226.22,
2019-08-18 22:06:11.235000,L8,312.73,345.13,,173.74,242.49,256.02,274.68,294.43,283.85,343.26,325.20,289.54,282.22,278.37,267.23,279.46,277.83,275.42,283.30,338.36,358.79,356.12,338.63,360.67,377.91,353.23,354.99,347.26,352.44,353.11,363.50,374.56,372.62,363.42,366.67,363.92,360.57,370.25,348.08,345.83,360.18,350.32,,168.86,277.06,361.69,365.96,364.22,369.95,367.89,366.93,367.03,377.91,361.47,354.69,359.02,358.72,339.05,374.42,348.54,348.53,382.79,366.82,360.47,364.61,363.40,362.10,354.33,355.79,350.23,350.67,351.30,356.06,353.28,360.11,362.17,357.77,346.96,351.54,356.50,354.39,353.65,346.68,341.25,346.77,349.22,351.40,335.10,345.09,349.04,355.85,351.41,355.44
2019-08-18 22:06:35.194000,L8,330.53,345.14,,171.94,241.16,255.56,273.12,293.83,283.88,343.10,306.76,289.10,281.90,278.17,266.54,279.09,277.68,274.75,283.35,338.16,326.84,355.83,365.78,360.55,357.72,353.09,353.21,345.70,352.11,353.00,363.38,374.48,372.13,363.39,366.43,363.10,360.33,369.78,372.08,376.12,360.92,350.40,,169.82,276.75,368.95,365.93,364.43,369.63,367.08,367.09,366.66,376.98,360.66,354.08,358.67,358.84,356.38,374.37,367.04,370.07,382.69,366.87,359.33,364.28,363.61,362.75,353.72,356.34,350.20,349.65,351.15,355.43,352.97,359.42,361.30,357.55,346.71,351.47,356.17,353.89,353.22,346.79,341.56,346.07,348.95,350.76,334.24,344.34,348.75,355.46,351.11,354.80
2019-10-05 22:06:48.280000,L8,,,,,,302.84,222.11,335.60,,,,,,,,,,,,,,,,,307.97,259.48,291.37,,,,,,,351.34,276.51,284.65,307.40,289.96,271.52,209.11,,,,,275.73,296.95,306.09,395.56,351.49,276.86,292.31,209.29,330.11,312.29,294.97,290.86,291.16,291.13,295.53,320.88,287.63,251.44,,,,170.22,255.00,294.76,303.68,298.62,287.95,291.16,300.03,299.70,283.38,278.73,287.69,275.34,281.29,255.46,278.83,298.73,322.26,318.14,330.01,320.87,310.35,303.23,288.96,257.09,426.59,323.64,324.56
2019-10-21 22:06:25.884000,L8,243.83,211.20,,169.98,225.06,249.84,265.76,284.10,282.04,283.46,290.31,292.35,285.93,281.85,267.60,286.55,283.23,283.92,293.23,292.44,304.88,301.14,294.37,300.96,307.38,311.54,313.49,311.42,306.89,306.46,303.68,309.81,317.05,313.06,302.98,314.93,322.40,305.78,282.27,228.35,,,192.03,176.55,279.16,314.37,309.60,302.70,289.42,303.35,312.32,310.46,382.34,301.07,368.66,413.04,446.21,287.33,404.62,446.77,240.55,383.61,358.47,203.48,304.08,417.58,494.93,317.16,340.69,307.60,319.46,319.98,327.86,326.57,323.86,320.49,323.84,321.97,329.62,307.88,321.52,319.29,330.22,328.86,337.30,331.17,322.20,319.30,321.21,328.13,337.66,341.86,355.56
2019-10-21 22:06:49.847000,L8,244.42,211.67,,170.74,225.82,250.57,266.25,285.02,283.17,284.27,291.06,293.09,286.73,282.50,268.21,288.03,284.30,285.05,294.69,292.85,305.58,301.87,296.01,301.43,308.87,312.70,313.96,312.25,307.46,307.25,304.31,310.58,317.50,314.08,303.44,315.53,323.27,306.22,283.39,229.06,,,192.63,176.77,279.68,315.35,310.15,303.48,290.11,303.92,312.47,311.36,383.41,301.55,369.17,413.23,394.48,289.98,386.41,447.95,310.40,384.50,314.41,204.13,304.35,418.67,495.89,317.82,341.43,308.70,320.46,320.86,328.44,328.22,324.88,321.98,324.33,322.86,330.63,308.59,322.20,319.77,331.82,329.52,337.83,332.04,323.55,319.95,322.14,329.18,338.79,342.50,356.69
2019-11-22 22:06:21.092000,L8,,,,182.31,248.50,261.06,275.89,286.75,282.75,285.30,290.58,285.20,285.26,277.93,274.69,284.04,283.35,295.00,291.08,295.45,301.51,307.10,307.82,311.46,311.34,307.21,311.62,314.94,309.65,306.32,292.44,302.63,310.42,310.34,309.33,314.92,313.86,303.51,283.53,222.58,,,193.97,175.01,276.55,308.91,315.76,316.23,317.66,315.45,319.73,308.96,313.81,309.09,307.86,306.66,306.08,306.04,300.74,303.83,309.36,308.61,313.96,319.59,269.01,193.82,273.67,305.58,315.80,314.69,316.09,313.40,319.90,321.76,318.44,317.36,320.26,314.88,324.65,305.92,319.60,317.30,326.10,327.99,334.93,330.49,319.31,312.43,318.48,324.99,362.14,345.36,367.02
2019-11-22 22:06:45.051000,L8,,,,185.08,251.17,262.00,277.41,288.14,284.08,287.46,291.14,286.07,285.99,278.54,277.12,285.24,284.94,296.64,293.21,297.87,302.95,308.51,309.30,312.71,312.54,308.70,313.06,316.52,311.73,307.09,294.35,303.83,312.09,312.26,310.62,316.15,315.59,304.96,284.21,220.21,,,195.02,175.96,278.78,310.62,317.19,317.98,319.68,317.06,320.92,310.33,315.18,310.89,310.14,308.25,307.73,307.10,302.56,305.08,310.60,309.62,315.77,322.23,267.86,194.96,276.41,307.57,318.74,315.44,316.99,315.06,322.35,323.22,320.36,319.02,321.32,316.36,326.63,305.22,321.64,317.05,327.83,330.03,335.90,331.97,320.23,314.60,319.83,326.49,362.90,345.67,368.44
2019-12-08 22:06:20.730000,L8,,,,172.41,226.12,249.24,258.59,280.20,286.04,374.48,478.09,490.75,490.71,497.24,347.92,480.12,507.46,329.43,295.89,295.49,395.96,377.76,330.82,352.03,365.91,342.29,336.76,474.51,478.71,377.72,448.16,385.03,382.16,340.37,321.02,329.94,356.24,338.42,326.67,306.38,283.09,317.87,344.85,357.97,348.13,472.46,453.51,440.27,394.89,428.39,366.51,487.98,425.86,433.66,412.42,398.54,360.16,362.31,339.96,363.95,368.60,354.69,344.02,399.75,475.56,190.23,264.42,314.54,365.58,398.90,390.19,341.83,339.09,353.63,354.34,360.32,361.70,364.45,335.49,351.27,350.35,360.19,350.32,344.48,371.84,364.56,361.66,355.58,351.77,360.12,352.28,348.42,355.29
2019-12-08 22:06:44.689000,L8,,,,170.22,223.96,246.62,255.53,275.74,282.94,361.30,475.95,470.60,434.16,493.35,328.88,467.57,406.88,279.38,294.07,293.53,395.04,376.10,355.68,313.69,365.33,298.73,334.61,365.27,379.10,368.69,350.60,327.60,381.53,359.22,318.34,326.18,354.81,334.42,325.76,230.53,278.09,293.49,298.93,297.84,300.45,342.55,451.21,435.10,379.24,407.19,313.72,408.06,383.21,347.30,338.00,347.16,327.55,360.22,323.98,363.81,367.98,353.59,342.34,316.20,246.00,186.50,261.40,312.64,381.14,398.45,389.74,341.29,338.80,353.85,353.45,359.94,361.51,364.36,335.29,350.97,349.64,359.57,350.91,343.73,372.04,365.09,361.27,354.67,351.68,360.08,350.18,348.21,355.69
2020-01-09 22:06:13.711000,L8,312.79,318.99,322.91,183.62,237.38,335.01,330.15,316.73,309.58,324.55,323.35,324.90,324.01,324.74,298.27,294.62,305.39,327.67,341.66,348.89,326.47,352.38,324.10,323.11,335.21,335.88,331.87,332.90,342.28,361.92,364.02,356.95,366.00,340.74,376.56,368.27,319.66,313.47,289.36,232.12,329.66,306.32,330.24,177.70,288.92,372.98,362.04,356.32,366.01,364.46,374.42,360.71,349.54,351.65,349.27,368.47,315.30,356.16,359.20,347.93,348.87,343.76,336.19,347.60,273.68,196.68,278.64,359.49,369.27,357.66,345.48,348.59,337.27,338.61,342.84,347.29,340.53,342.02,340.25,355.02,346.80,361.66,343.76,343.39,340.55,353.23,348.12,352.58,344.47,340.91,350.24,351.35,358.82
2020-01-25 22:06:33.527000,L8,,,,,,,,,,,,,,,219.71,242.95,254.07,260.11,,,,,,,,,245.58,272.12,268.45,262.89,260.13,272.40,269.76,260.58,270.02,284.30,287.48,269.33,198.27,,,,,,,,,,,,,,,,,272.43,256.35,262.26,276.34,246.55,280.37,,,,,,174.54,278.85,289.73,287.69,280.80,280.86,287.35,284.60,287.61,292.00,282.76,239.43,263.41,224.24,258.53,263.41,267.10,285.35,303.69,234.26,,273.30,291.15,291.67,306.15,314.49,322.29
2020-02-10 22:06:04.888000,L8,370.39,412.62,487.08,505.09,489.29,544.42,372.03,324.66,470.08,,549.52,473.02,384.79,457.49,514.21,464.97,459.84,501.83,442.65,406.51,409.73,415.79,469.81,487.48,532.58,,,546.02,536.22,402.28,443.07,487.85,404.33,469.33,443.01,505.57,474.75,424.33,456.10,510.33,516.50,498.74,493.32,392.91,421.85,442.66,477.18,463.95,,,,,,559.12,466.15,489.58,486.14,433.26,433.52,,,,,,549.91,483.98,511.68,423.47,430.03,411.27,518.42,523.54,453.45,542.09,529.60,520.15,449.14,386.17,419.52,428.06,478.02,389.01,357.04,442.03,496.63,465.66,498.94,409.21,366.94,383.16,400.71,468.68,558.14
2020-02-10 22:06:28.847000,L8,413.74,412.12,486.62,499.36,488.83,543.71,531.42,323.61,479.43,,548.19,461.39,383.93,456.93,513.95,484.77,460.68,467.31,442.45,406.27,375.66,415.23,468.19,486.15,531.86,,,545.64,534.72,400.86,442.01,405.96,404.15,468.47,441.66,505.16,474.04,423.75,453.77,509.32,515.51,498.22,492.87,392.34,421.31,442.15,476.80,456.99,,,,,,558.67,463.72,489.14,485.89,431.82,433.13,,,,,,548.74,482.86,504.31,414.25,429.41,411.20,517.99,468.89,453.57,542.03,529.12,519.49,448.42,385.73,417.26,427.78,477.96,388.04,356.44,441.43,508.56,465.32,466.54,408.63,366.67,382.19,400.01,468.52,557.53
2020-03-13 22:05:54.202000,L8,,,,171.94,239.41,244.76,275.21,287.15,286.62,276.80,291.77,284.78,283.79,275.39,270.98,279.63,278.46,283.87,283.28,290.75,305.38,312.13,309.89,311.75,313.37,310.60,313.45,315.36,314.45,311.06,306.42,368.80,400.09,396.24,316.79,320.66,322.37,315.14,283.79,222.71,,,195.38,196.86,280.27,325.37,327.75,330.93,328.55,324.91,330.45,318.54,323.57,322.97,327.58,326.50,318.74,320.71,312.60,314.06,315.12,319.49,321.18,326.71,261.64,189.46,276.28,307.82,314.64,315.89,316.30,319.53,320.69,326.12,328.09,318.30,321.61,319.29,319.31,295.58,308.90,300.83,317.01,319.24,323.53,323.23,315.10,311.02,317.53,322.72,366.19,344.09,480.63
2020-03-13 22:06:18.160000,L8,,,,171.84,239.66,245.12,275.74,288.37,287.44,277.86,292.13,285.53,284.38,276.28,270.98,279.84,279.05,283.76,283.62,290.63,306.26,312.12,310.51,312.17,313.99,310.85,313.91,316.09,314.98,312.23,306.96,381.86,399.91,397.05,317.71,321.23,323.05,316.18,287.17,226.08,,,195.62,198.54,280.55,326.33,328.42,332.25,329.31,326.41,331.01,319.00,324.10,323.73,328.47,327.47,319.81,321.88,313.33,315.15,316.00,320.30,323.01,327.94,264.88,190.61,276.27,308.09,315.28,316.61,317.09,319.90,322.27,326.44,328.49,319.21,322.14,319.96,319.76,297.58,309.42,392.79,405.59,350.68,364.83,389.87,316.02,311.63,318.23,323.04,366.50,343.49,480.19
2020-05-16 22:05:27.607000,L8,,,,,225.72,224.06,266.92,295.87,283.32,280.59,285.85,290.04,286.75,280.64,262.51,278.16,280.84,275.88,281.48,282.89,301.89,306.81,313.47,312.85,311.51,307.93,310.64,319.00,324.46,311.38,294.04,308.07,316.31,317.91,313.07,316.57,319.11,313.78,297.65,222.20,,,520.90,528.69,538.68,530.97,321.74,327.90,323.06,324.83,322.13,318.98,315.24,317.08,323.68,314.71,313.45,313.18,307.22,311.36,314.73,312.26,315.76,319.16,269.87,186.40,267.93,303.01,310.95,318.16,319.40,318.03,318.20,319.34,317.69,324.48,318.90,318.17,320.67,299.11,286.19,281.74,308.31,317.85,326.06,318.69,463.51,483.03,461.47,465.84,331.87,333.45,281.71
2020-05-16 22:05:51.566000,L8,,,,166.19,227.79,225.86,269.14,297.83,285.71,283.06,288.74,291.91,296.31,282.24,264.36,279.51,282.20,277.53,282.95,284.82,303.69,309.02,315.33,314.44,313.82,309.40,312.57,320.72,327.70,313.45,297.52,309.84,317.83,320.85,315.23,318.19,320.94,315.53,302.38,225.39,,,186.94,171.46,273.95,321.27,323.88,329.51,325.78,327.61,325.00,321.33,318.06,320.49,325.48,318.74,316.32,316.20,311.19,464.08,519.90,454.13,318.39,321.67,274.13,188.37,269.66,304.60,313.30,320.22,321.23,319.75,320.07,321.40,319.64,326.91,319.99,320.29,322.32,301.86,296.30,283.78,311.60,320.40,328.01,320.72,319.80,309.88,309.63,297.90,334.08,335.07,284.78
2020-07-19 22:05:55.897000,L8,,,,,211.69,226.96,257.67,279.11,271.16,261.30,275.44,271.91,327.03,317.99,321.91,296.52,329.22,260.65,270.17,276.76,287.99,290.47,294.34,295.39,297.31,297.20,298.09,303.21,298.05,299.45,278.35,295.71,535.29,340.40,372.36,511.72,204.56,,,,,,,,,,303.51,292.50,297.86,298.75,307.37,293.69,291.03,215.45,202.69,193.24,193.14,188.27,190.87,167.10,295.68,292.49,296.53,302.85,253.20,178.27,250.64,292.66,302.61,302.98,301.96,301.70,359.02,333.55,338.81,339.92,311.16,308.46,327.86,286.63,336.81,338.50,336.02,337.31,318.57,302.35,292.15,278.48,262.21,264.60,288.33,314.17,295.92
2020-07-19 22:06:19.856000,L8,,,,,212.17,226.85,257.93,279.18,271.66,263.29,275.74,272.55,327.25,317.08,322.93,298.12,329.14,261.26,270.97,276.86,288.45,290.89,295.06,295.73,298.36,297.99,298.40,303.81,298.51,300.52,279.22,296.60,522.59,339.71,372.61,509.03,204.49,,,,,,,,,,305.05,293.07,298.28,299.01,307.52,294.51,291.66,289.89,290.89,286.90,284.80,286.20,283.67,291.69,296.28,292.64,297.60,302.98,255.37,178.52,249.89,292.75,302.73,303.54,302.37,302.24,358.78,333.75,339.05,340.11,311.27,309.49,327.89,287.87,336.88,338.82,336.42,338.50,319.35,302.56,292.64,278.75,262.77,264.99,288.60,314.63,296.10
2020-08-04 22:05:59.720000,L8,,,,,224.16,271.54,263.16,328.24,336.28,331.12,337.51,332.57,331.23,329.05,346.61,355.64,355.10,363.54,277.97,281.94,297.25,351.75,314.47,341.30,339.89,305.46,308.14,310.01,307.60,309.47,290.57,308.13,313.65,379.51,366.40,367.76,357.58,338.28,290.67,223.53,,,,168.52,383.47,370.15,354.62,356.79,358.25,321.47,321.66,326.73,327.88,351.84,345.24,351.86,353.75,354.80,353.68,361.20,313.36,314.39,316.66,321.43,283.35,192.27,264.70,305.08,343.39,319.92,319.28,320.61,336.02,331.90,345.44,340.84,343.47,359.02,352.56,347.40,355.41,329.16,333.15,342.69,342.43,341.87,366.58,359.43,347.44,329.40,334.73,337.55,353.20
2020-10-07 22:06:21.789000,L8,268.74,175.00,176.75,295.79,317.10,,244.79,219.65,320.95,214.96,227.21,,,253.36,372.63,269.64,225.83,247.12,280.86,296.31,288.71,277.88,286.12,293.99,297.53,292.40,303.53,302.67,294.30,299.61,283.25,291.42,298.85,304.00,297.12,301.58,306.89,286.55,271.31,199.01,,,,,266.68,294.58,301.47,299.37,298.89,304.11,306.50,295.24,295.99,289.70,288.51,286.54,285.33,290.64,291.14,295.60,302.02,296.20,306.43,302.49,252.74,,239.76,287.75,296.99,301.94,361.22,265.16,,,,,,,,,,,,,256.37,353.02,239.95,302.53,312.11,333.91,296.22,210.56,
2020-10-07 22:06:45.752000,L8,269.94,274.41,180.58,299.46,319.95,,249.23,224.98,325.01,246.76,205.00,215.03,234.55,255.75,345.28,276.13,234.25,260.58,286.24,302.65,294.33,283.45,289.43,298.53,302.28,296.86,308.07,305.93,297.18,301.72,286.06,297.93,302.51,307.71,299.06,304.38,308.85,289.09,273.23,202.64,,,,,270.11,296.77,304.89,302.04,302.33,306.83,309.21,298.50,298.23,292.40,291.84,288.94,288.33,293.24,293.16,298.52,304.41,299.85,308.66,304.13,257.87,,241.52,289.22,298.81,303.46,364.79,273.35,,,,,,,,,,,,,260.51,363.83,241.77,304.24,315.27,336.02,302.70,302.67,
2021-02-12 22:06:07.348000,L8,,,,,226.22,246.06,262.74,311.00,306.99,243.26,259.18,236.31,270.12,316.84,279.05,174.75,,,,,,,248.09,313.85,287.27,287.51,,,,,,,,,,178.75,267.59,244.39,212.76,,,,,,269.27,295.92,309.21,302.55,309.39,307.96,361.92,356.73,304.61,301.66,300.27,298.05,298.84,295.89,292.92,291.32,296.51,299.82,293.82,295.66,230.52,171.91,238.27,350.40,350.76,333.08,341.02,347.30,305.97,312.70,305.81,306.43,311.16,354.92,345.96,338.35,343.23,344.93,349.41,355.61,351.91,311.35,309.66,305.58,308.25,344.53,340.59,336.98,343.87
2021-02-12 22:06:31.303000,L8,,,,,227.34,246.33,263.61,311.47,308.49,244.65,262.34,237.34,270.54,317.93,279.94,175.63,,211.95,249.62,273.30,,,249.38,314.48,288.31,296.34,,,,,,,,,,197.23,187.45,248.94,218.15,,,,,,271.17,297.21,309.74,302.92,310.54,310.43,361.92,357.39,305.24,303.18,300.99,298.75,300.28,297.19,293.54,291.67,297.42,301.58,294.61,296.17,231.23,172.78,243.02,355.46,313.63,333.13,340.97,304.87,306.61,313.09,307.49,307.41,312.06,355.16,346.11,338.65,343.58,344.97,348.81,354.88,351.77,311.91,310.41,349.92,323.75,344.57,340.71,337.09,344.13
2021-03-16 22:05:51.916000,L8,,,,169.23,236.22,249.38,276.91,289.44,289.82,278.51,292.72,287.69,282.96,274.57,269.57,285.61,281.38,284.74,284.60,291.14,305.33,310.12,312.98,315.42,311.56,310.15,315.91,318.10,318.06,315.45,306.88,368.96,366.80,362.13,374.21,367.68,361.57,361.40,347.48,368.57,,,,173.58,282.69,318.14,369.74,375.38,384.42,389.12,380.61,377.16,365.88,355.50,366.67,375.63,376.02,384.42,319.16,315.60,406.57,410.78,415.87,398.63,271.14,193.07,279.48,357.26,352.37,347.13,363.91,387.22,323.33,324.65,326.22,373.85,361.73,355.87,363.11,364.84,346.82,345.29,325.08,333.41,351.43,366.91,371.44,362.64,364.32,367.53,363.23,347.16,355.47
2021-03-16 22:06:15.871000,L8,,,,168.83,236.12,248.56,276.32,288.55,288.73,276.50,291.62,286.77,281.59,273.70,269.23,285.08,280.21,283.70,283.91,290.91,304.59,309.40,312.05,314.20,310.92,309.37,315.22,316.87,317.06,314.28,305.82,382.28,365.38,362.10,374.13,367.44,361.22,359.99,365.59,227.10,,,,172.25,283.01,317.23,369.11,375.00,383.62,388.91,380.15,375.16,365.53,354.91,366.32,375.26,376.31,383.70,317.54,314.45,406.29,409.62,415.13,399.14,267.94,192.53,279.14,357.06,352.14,347.05,363.61,386.94,322.44,323.89,325.01,373.56,361.52,355.49,362.89,364.38,346.30,345.36,324.33,333.26,351.06,366.48,371.35,362.40,363.94,367.88,362.85,346.27,355.84
2021-04-01 22:05:48.357000,L8,,,,,236.90,254.47,278.76,293.42,287.95,280.30,294.42,291.44,290.51,280.35,266.83,281.85,282.56,283.35,287.44,387.59,383.57,379.06,376.82,314.56,312.81,312.46,315.27,318.21,317.77,314.15,306.41,314.65,322.35,321.86,322.54,321.41,321.89,314.03,290.59,232.75,,,183.64,168.70,288.42,316.65,325.97,330.57,327.10,326.46,326.54,323.12,323.93,325.62,325.51,321.78,321.82,320.42,315.72,316.98,317.50,320.41,321.71,324.05,271.89,194.32,274.84,311.44,316.56,343.51,318.08,319.10,323.88,323.38,325.74,322.46,324.78,320.67,325.23,301.27,309.69,307.93,320.78,326.80,336.06,331.16,331.35,325.41,325.89,326.25,334.26,344.17,502.96
2021-04-01 22:06:12.311000,L8,,,,,236.14,255.13,279.42,294.23,288.53,281.28,294.87,292.30,291.24,280.94,266.76,282.00,282.91,283.50,287.75,289.11,306.55,314.05,313.83,315.08,313.30,312.70,315.51,318.90,318.48,314.95,306.61,315.00,322.94,322.56,323.08,321.87,322.38,314.66,292.39,234.37,,,184.29,170.06,288.56,316.95,326.62,331.00,327.69,327.08,327.09,323.77,324.76,326.27,326.09,322.83,322.29,321.13,316.82,317.57,318.21,321.00,322.41,324.89,273.98,194.73,275.10,311.59,316.97,344.10,318.53,319.59,324.44,324.00,326.05,322.30,325.32,321.29,325.62,302.27,310.30,309.07,321.02,327.29,336.44,331.65,332.45,326.87,326.56,326.56,335.13,343.91,503.40
2021-05-03 22:05:32.764000,L8,,549.18,543.49,493.03,232.51,255.57,534.10,542.76,288.75,285.85,294.68,292.82,293.30,282.63,269.17,282.47,278.45,280.51,283.72,289.66,306.50,313.27,311.14,315.01,313.28,314.35,314.31,317.75,316.54,316.51,305.50,313.51,320.81,322.41,324.30,321.81,323.49,313.77,299.01,508.29,486.28,477.42,181.74,168.08,283.96,318.45,326.83,331.56,327.94,328.71,327.36,323.79,324.13,326.52,328.38,319.59,322.52,322.62,317.09,316.67,317.94,321.09,321.91,324.70,274.80,193.32,274.73,307.38,316.23,319.79,318.23,320.96,324.26,325.81,326.48,321.34,324.73,322.88,327.30,303.34,305.73,292.19,321.76,325.94,332.09,327.60,318.92,312.21,315.34,322.08,335.47,340.11,344.74
2021-05-03 22:05:56.714000,L8,243.08,226.09,514.43,493.83,508.31,550.29,277.75,299.74,289.13,286.55,295.45,293.29,293.70,283.20,269.31,283.02,279.17,280.90,284.65,290.08,429.13,422.51,425.18,428.22,313.78,315.18,314.62,318.45,317.03,317.32,306.97,314.16,321.14,323.01,324.78,322.01,323.47,314.83,300.16,508.40,486.23,478.62,182.06,168.32,283.78,533.66,522.12,538.87,328.41,329.51,327.82,324.24,324.38,327.03,329.07,320.32,323.15,322.93,318.42,316.97,318.61,321.41,322.69,325.33,276.60,193.86,274.96,308.13,317.55,321.16,318.52,321.56,324.70,326.81,327.13,322.33,325.02,323.45,327.56,303.97,306.24,292.60,322.18,326.45,332.78,328.31,319.89,312.61,315.79,322.25,336.00,340.34,345.14
2021-09-08 22:06:17.997000,L8,,,,219.86,228.88,256.07,289.63,316.46,314.06,312.88,302.53,294.41,300.67,274.36,244.25,291.09,265.01,265.50,276.98,272.57,302.33,311.95,336.00,341.92,349.17,353.44,354.89,350.26,346.59,372.27,374.41,370.98,367.21,315.55,342.91,354.56,345.90,337.02,314.29,264.25,,,,,230.61,311.43,356.41,372.43,369.22,331.65,325.09,326.46,212.21,193.80,175.20,180.84,186.50,181.50,185.70,294.02,334.43,306.76,318.07,341.03,350.51,217.41,252.82,331.76,337.33,333.52,337.84,333.32,341.77,339.23,359.98,365.78,365.27,358.20,341.64,317.12,310.72,381.77,348.13,341.15,329.71,333.72,321.59,353.00,340.26,359.91,346.34,343.53,358.15
2021-09-24 22:06:20.847000,L8,,,,,224.53,250.16,258.25,268.31,258.50,253.72,263.55,256.86,265.65,264.25,335.65,322.18,237.40,270.06,276.78,279.65,295.44,299.79,320.87,314.48,309.73,222.72,313.68,292.81,288.66,278.00,261.36,,,,,,,,,,,,,,,,209.21,322.76,308.66,307.07,307.11,,,,,,,,181.36,308.10,287.03,298.18,306.31,315.35,250.34,181.74,257.08,297.53,208.91,,,,249.38,193.53,253.84,225.23,191.64,271.02,322.23,336.12,339.44,349.71,343.11,311.86,322.78,252.12,232.52,173.10,304.26,326.04,305.93,333.65,323.22
