dates,satname,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092
1999-12-25 21:58:52.197000,L7,,,,242.17,253.73,265.04,277.00,296.29,277.46,290.61,285.39,288.55,278.72,268.68,277.91,271.87,422.25,384.50,407.32,414.03,400.87,303.96,407.29,432.01,429.06,420.71,433.88,429.38,434.45,310.83,297.58,292.18,293.89,287.58,451.78,457.25,454.15,451.41,416.98,222.53,518.84,477.49,409.16,434.59,484.93,293.80,299.93,301.74,306.14,309.22,302.73,283.54,301.81,371.54,360.16,365.36,370.30,272.49,425.99,401.58,424.33,413.30,275.83,403.76,401.91,371.32,195.32,436.86,439.53,444.98,419.72,452.45,450.87,440.08,432.98,395.21,395.07,391.35,308.20,272.97,293.74,301.05,303.33,311.05,310.51,319.85,310.34,194.93,228.40,201.87,204.85,189.08,371.18
1999-12-25 21:59:16.152000,L7,,,,234.04,243.36,254.70,269.90,265.81,276.74,272.28,266.18,282.84,259.15,259.95,271.44,273.88,275.79,269.48,279.78,280.83,292.90,297.89,294.69,284.38,286.66,297.23,294.91,303.46,295.87,290.82,285.81,280.89,285.99,279.54,291.85,272.21,278.91,258.23,242.09,,,,,,,282.41,290.74,272.19,291.70,287.70,292.90,275.21,287.43,273.28,272.15,254.65,258.88,267.34,283.39,263.78,278.34,244.32,270.94,265.37,264.25,212.20,188.43,244.49,263.93,287.64,294.34,291.67,296.99,296.67,298.41,297.03,297.95,282.09,301.28,266.18,286.93,294.55,296.45,303.06,302.20,313.10,302.42,302.78,300.56,308.70,396.38,383.75,363.55
2000-01-10 21:58:52.465000,L7,389.34,404.39,177.01,391.30,391.93,413.46,441.51,387.22,507.87,487.62,473.04,510.28,512.06,492.74,385.13,507.33,450.93,480.33,383.73,369.60,344.29,350.64,365.16,380.72,390.56,383.94,386.83,497.03,508.90,468.57,451.46,458.76,470.68,456.08,345.61,540.78,502.22,508.91,484.82,417.73,525.24,522.34,535.40,430.89,521.76,518.65,468.72,491.43,514.91,519.44,481.93,486.46,473.25,416.70,427.98,486.04,423.60,425.01,468.32,303.57,426.54,421.21,343.68,310.58,302.83,259.30,545.39,534.88,405.19,312.48,308.66,314.71,440.56,320.08,317.70,338.05,309.88,408.46,310.33,358.93,304.11,349.02,360.71,361.94,356.10,353.85,365.75,384.42,379.92,393.77,398.92,401.38,438.99
2000-01-10 21:59:16.407000,L7,471.31,475.79,463.77,548.54,532.98,521.55,516.14,439.38,509.97,519.62,532.45,532.00,533.49,549.06,385.74,464.49,451.22,481.29,389.35,376.52,311.96,355.25,370.53,467.26,464.89,475.09,488.80,499.47,510.89,472.56,398.63,465.00,476.25,526.66,533.74,543.92,503.62,511.03,485.49,518.01,535.03,524.68,537.75,436.30,525.92,523.37,512.44,324.24,394.74,434.47,453.96,464.27,399.18,354.77,433.49,465.23,425.41,425.33,472.84,402.92,427.01,356.67,378.07,441.23,301.65,442.77,388.78,277.91,299.15,315.12,422.44,314.80,325.08,524.73,316.38,373.36,350.23,314.00,311.86,291.52,367.64,357.45,366.10,316.12,312.27,325.35,329.79,390.38,328.13,327.67,514.17,487.85,440.63
2000-02-27 21:58:40.521000,L7,479.79,478.60,467.51,465.29,462.07,467.10,289.84,306.39,337.86,339.82,340.63,341.19,299.39,283.81,276.52,284.47,292.93,278.49,293.72,294.43,321.97,346.43,336.20,334.24,320.70,320.72,318.26,329.13,341.82,306.32,507.98,505.70,500.81,485.27,495.68,493.61,496.76,508.36,501.71,509.62,519.15,521.43,547.02,546.72,552.14,531.12,545.57,492.15,531.26,518.13,471.95,493.06,534.41,510.06,495.75,503.34,458.38,495.26,490.79,499.42,509.03,500.39,498.17,495.98,493.99,518.26,505.49,490.96,495.13,521.67,509.82,516.23,527.30,535.84,512.86,505.34,494.13,475.51,508.24,479.26,487.01,492.75,460.89,492.95,466.05,472.07,491.80,531.74,468.66,377.46,473.47,332.77,449.59
2000-02-27 21:59:04.477000,L7,211.89,192.41,177.22,258.53,285.23,279.83,295.80,306.28,339.24,337.68,337.26,344.95,302.41,284.15,280.45,288.42,294.11,279.54,291.56,294.37,318.42,346.83,334.64,338.54,319.22,324.44,320.01,330.52,341.46,308.96,510.41,507.77,502.53,487.06,497.11,494.98,499.17,509.72,503.55,510.57,521.00,172.68,178.48,166.42,245.24,311.00,316.66,334.29,331.39,338.57,336.70,333.07,485.40,474.66,470.38,472.80,313.83,468.37,464.56,473.54,481.54,471.14,468.56,464.51,462.58,466.00,474.98,465.10,474.08,481.86,480.16,327.07,490.31,506.75,475.10,475.94,460.50,440.35,329.64,420.22,449.87,438.23,427.77,429.08,380.85,474.99,494.15,536.25,470.25,424.03,323.36,445.50,450.45
2000-03-14 21:58:35.291000,L7,455.68,462.06,457.01,251.76,292.04,271.08,279.68,294.23,295.97,297.66,299.68,292.37,293.21,546.69,520.76,527.57,531.77,504.20,539.84,518.20,461.86,432.62,493.57,531.17,513.40,506.50,533.98,492.79,539.39,501.17,521.18,519.50,327.91,329.79,325.01,322.67,316.20,307.87,275.28,236.48,534.56,459.66,517.49,548.67,489.75,554.85,554.43,517.53,503.65,482.95,469.62,459.29,418.57,,,,,517.56,498.05,500.75,499.89,551.49,538.55,552.23,545.28,546.23,548.15,538.75,544.91,554.70,510.05,532.26,508.25,526.82,513.13,501.15,412.55,421.55,431.48,532.93,520.74,505.04,514.12,460.43,462.66,528.24,511.01,511.77,523.68,529.59,526.29,502.57,514.64
2000-03-14 21:58:59.247000,L7,490.27,501.39,498.95,503.68,536.05,267.06,522.28,516.23,527.42,528.03,522.99,533.39,549.23,274.78,274.93,289.53,283.43,281.13,288.51,297.20,312.81,480.71,505.17,533.43,515.85,508.54,540.40,525.87,546.91,501.99,523.03,522.47,552.01,526.41,516.81,522.91,516.40,523.33,511.90,528.55,535.50,544.95,523.62,549.87,533.50,555.44,554.96,522.74,506.64,495.42,474.13,461.49,423.11,419.94,414.36,,,518.33,500.10,502.86,501.68,501.52,491.65,503.52,505.36,500.17,498.23,497.49,496.94,505.55,516.55,533.78,514.69,527.26,515.60,503.31,514.40,521.74,556.01,533.65,522.11,508.30,515.96,463.90,474.39,470.29,475.95,332.59,480.54,471.31,475.24,450.12,468.24
2000-03-30 21:58:33.541000,L7,441.38,453.33,453.33,254.39,314.60,315.19,290.32,314.30,288.76,313.33,310.51,336.03,174.84,231.02,221.11,203.77,193.77,184.61,173.83,512.53,487.68,405.38,500.43,470.13,477.41,534.37,312.16,366.67,364.38,340.40,347.51,357.50,334.78,324.83,315.87,318.90,306.26,305.10,272.36,225.42,490.55,476.48,498.73,463.16,502.85,466.68,350.85,338.14,511.59,511.72,474.03,504.57,499.32,529.48,509.90,530.61,527.42,510.14,553.26,464.13,461.00,449.70,454.92,433.51,439.86,438.09,470.31,481.34,473.85,529.27,533.70,537.52,550.37,461.96,464.87,451.59,464.86,470.08,451.49,457.68,473.38,282.80,312.87,469.12,306.91,391.51,309.99,455.98,470.40,486.37,459.12,468.67,499.06
2000-03-30 21:58:57.484000,L7,440.64,452.47,452.30,463.93,464.63,455.56,425.64,466.27,276.18,296.67,303.25,312.00,308.34,258.59,251.77,274.20,284.58,276.42,283.28,288.14,299.28,312.29,309.51,311.26,307.63,301.64,306.66,318.95,342.47,330.81,338.64,347.33,325.08,318.03,312.29,302.62,298.20,295.10,270.50,208.57,,,,468.05,252.59,341.44,337.14,313.46,323.34,320.70,345.39,322.10,317.51,318.00,313.06,300.98,301.91,297.56,299.44,294.73,296.28,284.03,293.51,309.04,311.51,269.76,210.61,274.64,296.05,321.64,320.34,309.27,317.48,319.52,314.54,312.29,304.93,315.15,321.32,292.76,268.95,275.63,299.53,300.44,302.16,315.19,305.27,318.94,303.81,317.79,327.45,339.58,535.98
2000-07-04 21:57:38.483000,L7,386.16,443.82,436.91,411.02,414.47,421.62,408.24,375.30,360.33,397.40,377.38,373.28,438.28,499.02,485.49,482.84,521.78,427.04,450.70,449.95,457.52,456.99,454.91,440.30,369.57,380.94,386.35,377.00,390.50,397.13,398.70,390.07,324.61,368.60,375.12,384.32,421.59,360.12,475.11,478.66,474.47,473.02,477.41,474.08,479.39,488.35,494.78,491.51,435.37,394.28,397.35,420.84,426.13,436.47,447.34,363.70,288.58,301.69,298.51,302.17,297.14,211.35,421.99,497.61,511.71,378.32,372.48,365.15,359.29,353.52,382.94,532.77,547.00,434.49,424.00,382.05,382.76,519.06,511.75,507.69,461.85,423.58,363.50,425.11,422.26,399.13,379.56,373.42,380.82,397.84,396.11,391.67,385.60
2000-07-04 21:58:02.420000,L7,487.11,539.17,440.94,411.07,414.13,202.36,253.04,277.06,270.78,280.81,280.06,280.50,282.31,440.39,486.27,484.16,514.83,427.77,448.71,450.14,442.05,455.97,455.27,439.46,369.61,381.17,384.87,385.27,390.63,394.47,395.43,390.15,372.37,369.64,375.54,383.11,499.67,478.25,474.36,480.52,474.30,473.35,477.92,473.53,478.95,488.27,488.66,491.04,434.66,398.40,396.72,420.56,427.08,435.86,446.21,390.48,448.57,473.52,478.64,499.52,523.06,288.19,287.34,304.67,283.15,266.45,211.96,258.19,279.49,299.26,293.06,309.12,307.08,304.52,302.51,293.99,310.13,516.83,510.32,507.18,255.53,257.21,294.91,263.69,274.71,306.73,281.96,257.19,253.11,250.07,234.77,299.49,545.72
2000-11-09 21:56:21.390000,L7,343.15,354.70,340.14,256.58,326.75,316.19,377.88,339.64,322.82,317.65,308.94,324.54,321.50,348.52,363.98,364.38,369.42,353.66,299.01,321.82,431.00,402.95,455.33,453.44,394.67,404.95,369.41,365.27,476.67,535.87,418.86,433.72,542.64,554.30,408.73,379.18,314.69,303.02,545.50,519.43,518.46,517.09,441.62,477.55,533.41,549.16,514.69,497.75,378.59,372.76,403.88,405.04,408.01,412.99,416.04,411.20,394.43,499.53,428.43,396.90,475.50,439.27,408.40,441.36,476.44,485.02,500.16,458.79,373.19,357.72,420.66,431.58,434.35,340.89,473.90,469.59,483.87,395.31,496.92,363.95,461.48,505.53,458.81,316.44,320.61,328.82,326.98,324.82,305.44,290.02,300.48,308.96,316.05
2000-11-09 21:56:45.337000,L7,431.16,396.31,417.70,386.70,396.22,415.37,432.90,425.13,472.85,479.44,506.82,393.30,402.66,420.89,445.74,504.51,504.99,501.64,471.81,425.31,431.99,405.87,460.55,437.67,462.51,360.13,372.19,365.55,321.46,328.55,329.16,330.41,330.37,331.67,320.80,325.94,319.79,305.11,418.05,429.05,375.06,374.85,401.25,169.06,253.09,335.65,327.44,317.15,318.41,377.01,403.17,406.93,333.79,328.08,487.09,313.14,313.57,341.52,430.52,451.21,420.78,409.92,412.11,449.24,479.12,487.01,416.44,466.12,374.75,398.29,421.05,334.72,436.72,480.62,474.46,363.03,484.24,485.28,501.01,365.23,356.82,509.41,499.50,319.65,324.07,330.74,328.44,326.38,307.04,292.25,304.05,312.62,320.06
2001-03-01 21:56:21.596000,L7,213.11,326.93,266.04,501.02,521.61,500.60,510.11,438.09,543.24,362.28,,449.91,247.80,289.90,293.06,394.75,557.84,,,225.57,291.44,452.38,549.67,540.99,526.29,527.27,297.42,494.53,508.88,470.95,433.60,,,,532.99,533.18,528.92,430.24,472.99,464.08,471.29,467.98,484.87,489.13,493.14,469.79,462.68,503.83,501.03,502.88,509.76,506.43,490.75,526.40,528.21,505.57,301.62,523.39,554.80,510.68,563.13,510.00,494.23,498.01,503.19,505.79,494.51,525.38,514.36,464.62,508.33,474.41,516.67,494.84,516.03,507.53,510.42,414.06,425.94,433.77,438.20,340.87,419.39,417.32,547.00,541.80,506.69,545.94,534.98,532.29,536.01,553.75,471.08
2001-03-17 21:56:16.575000,L7,486.02,469.49,434.31,262.80,290.54,258.96,297.99,301.87,305.82,298.05,264.46,302.09,300.57,217.51,213.79,199.10,194.05,189.57,185.48,502.20,522.03,496.44,497.24,222.60,199.96,210.24,221.35,205.53,189.87,504.95,509.78,506.53,529.27,508.93,509.89,315.37,216.03,260.19,,,,,522.44,541.74,549.89,554.00,,,272.16,279.16,278.29,274.45,289.47,277.65,282.52,521.22,533.11,518.32,521.16,515.69,507.80,512.35,282.83,277.70,290.29,194.13,183.42,243.07,266.26,282.76,292.64,294.77,286.96,287.95,293.66,295.99,294.42,281.50,290.67,266.67,267.69,278.98,291.75,298.20,297.95,315.07,291.57,298.70,279.13,284.26,315.25,329.64,343.97
2001-03-17 21:56:40.512000,L7,436.12,419.15,412.20,515.73,512.01,538.86,523.88,509.50,552.27,531.69,545.72,528.02,520.50,508.01,516.69,521.03,493.66,513.31,499.89,510.89,526.76,534.98,534.49,,,,538.81,544.83,559.78,511.03,516.50,,,,,,446.60,471.68,533.80,533.64,355.23,278.91,508.47,500.76,493.90,507.15,494.04,505.40,514.96,516.89,525.28,506.07,522.14,517.07,507.23,525.37,537.41,523.73,525.21,520.28,513.18,517.35,507.98,520.17,519.12,530.94,227.09,539.49,532.09,534.90,527.28,536.61,533.35,478.97,476.30,456.10,497.87,499.19,477.81,488.99,525.33,517.74,519.33,523.00,530.71,489.85,551.66,534.50,490.29,479.32,485.24,477.61,465.85
2001-09-09 21:54:36.880000,L7,504.12,519.70,520.40,516.90,526.42,514.48,517.88,526.68,522.37,289.12,289.74,311.40,296.86,275.38,258.86,301.88,290.71,282.21,301.60,303.33,318.55,320.70,320.87,497.13,482.75,498.98,499.42,503.98,466.38,486.51,507.39,506.35,505.61,497.72,485.49,484.60,452.31,459.56,453.97,493.32,488.91,488.43,178.88,171.32,212.50,304.39,320.71,286.01,284.35,298.15,338.72,327.22,326.12,320.80,323.05,320.24,303.76,312.28,304.12,312.79,304.76,304.63,309.69,311.80,307.38,283.57,230.00,279.41,302.04,313.20,310.93,322.06,327.39,331.09,324.06,310.98,310.31,316.54,329.55,315.96,306.58,313.61,318.51,318.06,320.89,327.10,330.91,333.57,308.83,319.78,344.17,346.41,530.13
2001-09-09 21:55:00.813000,L7,497.48,511.39,516.36,509.41,517.68,503.79,513.27,518.97,515.43,486.56,557.49,537.14,524.52,531.72,536.71,535.81,282.70,276.63,289.79,297.81,312.72,317.79,320.10,309.99,532.49,528.94,530.91,541.62,518.22,321.29,314.57,315.42,327.78,326.83,306.15,310.02,309.99,296.39,281.54,255.17,204.49,483.51,518.96,548.57,241.07,305.43,311.15,283.92,293.22,305.60,331.10,321.12,332.21,320.61,319.35,319.01,299.01,324.56,297.73,304.44,298.01,298.46,304.61,306.49,302.88,262.08,232.32,278.62,301.21,311.59,308.74,314.60,320.00,321.60,323.66,306.01,308.25,319.89,505.76,500.20,497.42,506.38,497.56,488.23,478.63,446.82,473.52,475.95,470.45,474.51,473.57,478.62,519.41
2001-09-25 21:54:28.694000,L7,,,,232.78,265.68,240.60,262.81,257.66,240.42,238.45,,,,,,269.29,254.65,268.87,278.51,290.02,302.36,538.87,269.23,290.07,277.31,283.12,294.92,283.78,281.34,175.39,288.87,280.43,302.01,296.49,290.34,291.10,,,,,,,,,,,,,,,,,300.29,275.44,283.90,270.37,268.02,273.63,266.59,273.69,283.34,257.46,275.40,292.11,285.07,241.67,185.19,248.19,273.58,291.81,288.36,293.67,295.65,298.30,297.06,294.89,291.97,290.79,293.09,268.57,270.10,281.08,288.45,296.64,284.33,303.48,286.88,293.88,297.60,298.97,316.31,328.54,340.79
2001-09-25 21:54:52.649000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.52
2002-02-16 21:54:54.191000,L7,326.27,343.57,192.55,262.54,310.89,307.83,311.64,317.98,319.01,329.38,317.78,319.68,320.84,312.97,298.02,307.44,307.44,296.21,405.30,479.23,455.27,469.84,460.33,402.94,421.84,420.26,342.08,355.08,353.29,384.95,353.36,365.57,374.61,383.70,350.34,339.34,328.28,471.00,511.02,483.59,467.98,175.10,200.07,202.01,314.51,325.69,344.11,340.18,337.10,347.77,344.66,341.49,342.84,349.94,343.66,336.70,338.44,333.05,335.84,337.29,326.38,329.62,371.90,369.48,343.78,245.43,489.97,493.47,406.46,478.81,452.37,469.91,453.09,339.01,385.52,451.87,477.17,482.95,488.31,468.05,459.15,469.57,468.19,451.96,446.13,391.97,471.16,357.36,388.95,493.24,486.20,456.49,438.51
2002-02-16 21:55:18.119000,L7,317.58,329.07,170.50,260.50,295.81,291.30,293.64,302.85,314.26,316.61,302.56,309.98,303.05,301.27,285.69,297.66,287.29,282.97,420.44,375.03,467.75,449.34,391.58,444.57,409.58,392.57,334.59,333.05,337.86,428.74,421.05,417.30,428.46,388.09,383.83,324.88,316.27,443.53,458.27,446.88,503.88,484.58,190.51,177.56,278.46,316.86,332.12,321.10,327.09,331.71,331.26,329.87,328.30,335.50,337.03,321.99,323.11,323.14,326.43,317.71,316.29,316.05,423.14,418.02,334.72,258.82,248.82,290.86,315.64,393.36,386.04,427.84,440.95,392.91,376.44,407.38,449.80,482.42,432.47,482.42,498.54,478.79,445.97,435.24,430.54,429.56,466.37,450.67,435.82,433.31,477.20,435.84,498.05
2002-10-14 21:53:43.769000,L7,532.28,518.54,530.84,211.41,275.59,267.00,276.02,292.79,286.18,264.05,287.18,293.99,290.58,261.47,559.17,536.48,480.67,503.73,543.42,489.88,307.67,309.63,297.56,296.70,288.76,297.48,461.89,528.11,307.76,311.63,303.76,298.72,299.55,293.38,294.47,480.44,492.14,504.63,488.49,495.63,484.33,493.50,513.73,510.28,524.60,532.90,538.26,534.22,554.91,303.02,298.08,297.29,304.70,293.27,296.60,271.54,268.29,281.12,533.42,548.39,505.31,511.37,484.26,478.28,503.36,516.56,545.15,535.62,507.07,495.35,554.01,402.49,462.04,521.13,536.63,311.38,308.97,311.41,532.79,521.17,534.81,519.91,299.45,308.88,308.97,318.11,312.33,310.86,497.93,471.64,452.36,429.69,355.07
2002-10-14 21:54:07.948000,L7,531.39,519.72,532.06,531.22,538.19,539.99,515.30,514.99,521.27,512.15,293.38,300.51,295.98,193.07,208.61,194.36,186.76,179.61,170.93,306.16,312.66,314.34,552.26,539.66,532.96,538.58,422.20,488.02,520.48,464.27,522.75,505.70,529.17,533.46,508.36,331.87,356.32,290.77,258.76,218.66,474.47,483.38,501.44,500.38,215.23,300.63,317.63,320.34,313.71,320.62,307.34,305.64,311.47,301.91,302.90,279.78,275.88,287.70,271.74,274.24,266.67,259.67,296.24,299.61,289.89,250.99,186.94,261.81,289.76,307.76,308.25,309.18,315.58,317.91,314.89,324.47,313.24,319.43,318.48,290.47,304.75,301.74,305.00,316.54,313.31,321.17,316.02,314.59,318.37,327.01,328.01,344.46,360.41
2002-12-01 21:54:16.937000,L7,404.66,513.01,491.77,217.75,294.79,279.32,288.03,295.02,286.67,283.18,333.45,348.02,301.30,288.51,281.64,295.31,290.12,281.83,381.30,402.41,416.54,374.76,359.61,378.94,381.37,392.33,317.34,318.33,321.89,319.88,319.36,318.22,444.25,526.62,485.76,522.22,505.15,507.56,507.70,447.53,512.05,,,422.39,460.25,295.37,473.08,545.84,463.49,533.82,551.52,505.14,533.94,329.86,310.17,299.92,289.95,300.63,283.16,287.25,284.00,276.90,355.91,351.17,298.61,261.20,193.78,263.78,297.13,311.67,314.98,313.60,317.80,321.12,494.53,314.79,505.39,459.50,500.25,493.86,527.47,520.87,498.62,475.30,437.03,448.23,474.59,413.28,416.48,397.36,448.33,442.55,397.66
2002-12-01 21:54:40.891000,L7,,,,185.53,256.42,239.52,266.49,256.57,251.84,251.93,261.18,262.74,283.96,,,256.95,245.74,263.01,197.14,281.02,295.38,275.18,225.20,211.29,201.84,201.09,193.63,204.78,300.67,300.04,292.00,292.02,280.76,292.66,284.23,281.10,,,,,,,,,,,,,,509.46,473.32,538.57,482.30,251.22,285.93,266.44,261.28,268.06,262.05,504.60,508.16,421.90,377.46,287.90,277.22,218.53,,240.25,274.37,295.20,296.59,295.23,291.95,301.54,301.98,295.89,273.57,285.43,293.44,256.26,274.05,272.85,289.67,300.63,303.70,309.38,298.50,300.59,298.28,277.01,314.97,324.68,354.56
2003-01-18 21:54:30.278000,L7,442.11,458.84,,481.35,483.88,418.35,417.47,263.16,253.87,264.06,275.76,270.53,352.15,347.84,275.50,291.50,286.51,333.25,339.95,331.93,341.21,284.26,279.21,295.19,301.70,342.88,351.74,351.97,345.28,358.81,363.60,358.63,359.79,359.49,305.16,303.18,291.93,,,454.01,413.35,412.47,385.99,393.04,,,,,,294.31,362.72,351.37,342.02,364.75,299.90,283.26,281.94,294.07,285.20,287.02,288.27,215.92,310.84,337.49,328.60,193.40,180.45,255.21,258.82,300.98,301.22,303.32,306.53,301.33,309.79,308.04,308.62,274.58,388.99,332.53,338.30,348.33,300.47,373.77,347.21,338.62,330.57,350.79,370.91,378.55,365.82,363.06,365.39
2003-04-24 21:54:46.433000,L7,379.61,392.31,502.13,192.46,254.27,233.11,255.42,500.41,483.87,473.07,479.67,457.11,427.07,265.90,276.94,280.82,273.87,268.37,467.56,460.81,459.56,497.64,480.34,496.75,502.59,520.01,516.44,487.52,301.14,533.91,532.49,508.30,521.03,299.04,507.09,505.56,501.17,276.44,530.43,524.61,483.58,516.73,449.06,487.27,,460.35,536.78,515.57,514.77,302.01,299.11,291.54,530.73,465.28,550.89,489.44,490.15,472.03,442.79,290.80,289.45,233.38,282.71,295.24,284.23,216.32,179.77,253.14,509.62,517.11,474.82,448.08,503.20,518.78,299.46,394.00,397.59,384.83,456.93,448.02,254.90,274.69,291.18,285.64,291.71,303.09,297.07,301.36,532.45,518.58,423.80,404.87,280.83
2003-04-24 21:55:10.390000,L7,378.45,392.43,415.26,508.73,256.34,233.41,255.41,275.66,267.61,247.92,477.79,457.40,438.02,265.28,273.43,280.51,272.20,267.22,467.37,457.29,458.54,494.32,482.34,495.11,495.44,518.89,515.61,480.76,299.67,534.77,531.07,506.01,517.68,473.63,502.88,498.32,496.61,278.87,550.27,541.69,542.00,545.95,485.96,485.60,,459.85,531.53,512.99,483.83,299.22,299.21,288.71,306.19,298.57,296.43,283.50,278.08,287.92,282.16,290.45,290.55,235.12,281.35,293.66,283.32,219.90,178.41,253.04,280.24,292.95,292.66,295.29,298.76,302.85,299.31,296.02,292.90,299.18,294.92,269.35,253.31,269.15,289.36,282.74,291.74,302.71,295.08,300.24,265.93,264.23,252.81,308.85,481.95
2003-07-21 21:42:33.857000,L5,,,,,,203.01,259.64,289.61,284.01,277.81,294.22,292.53,294.06,271.66,277.88,282.71,278.57,271.68,287.66,285.76,296.39,299.57,300.34,300.38,301.18,306.66,302.17,298.87,302.99,309.75,302.63,314.59,315.23,299.85,306.05,308.81,299.46,273.10,267.38,223.06,,,,,201.11,286.49,310.34,305.28,295.18,308.90,308.00,308.16,308.04,303.84,312.47,296.83,277.51,286.12,286.74,288.61,284.57,291.91,298.56,302.24,293.68,254.86,170.99,259.68,292.02,302.45,304.08,309.99,312.95,310.90,304.47,300.23,297.29,301.06,320.67,270.36,258.15,264.15,281.28,272.11,268.65,315.65,299.41,303.18,251.36,248.16,244.22,305.69,283.19
2003-07-21 21:42:57.544000,L5,,,,,,203.99,257.82,287.48,279.02,279.71,289.89,291.69,289.77,273.62,276.75,284.65,282.14,271.25,290.53,284.48,301.04,301.71,300.92,300.38,296.97,306.45,300.97,299.10,303.53,314.89,306.38,314.75,315.85,299.57,312.60,303.60,299.02,259.73,,,,,,,204.14,286.04,310.34,304.89,295.18,308.90,309.42,309.46,314.22,305.72,312.52,289.86,277.51,286.99,286.74,288.55,288.34,288.90,299.03,302.08,292.45,255.55,169.93,258.47,292.10,303.99,296.17,300.06,307.97,310.09,305.86,302.37,297.29,302.47,319.98,273.66,253.41,262.97,282.73,260.75,268.65,315.65,299.41,305.82,253.90,248.27,242.95,293.32,272.83
2003-10-25 21:44:04.226000,L5,182.35,207.03,169.00,226.06,291.90,269.40,278.45,286.91,282.49,272.42,288.45,291.60,300.04,292.00,293.10,306.64,293.14,303.91,310.08,291.57,310.37,304.72,302.08,299.09,298.68,307.02,320.60,327.27,332.57,328.62,333.25,325.05,320.11,306.25,311.63,314.77,297.32,291.42,271.29,243.35,,,180.41,172.96,241.93,308.47,305.61,306.59,311.38,323.55,320.81,319.32,314.71,336.04,323.02,312.74,313.63,306.48,314.09,317.55,296.56,298.02,300.66,305.90,288.52,251.31,218.02,295.42,310.21,317.13,318.58,326.34,333.23,329.93,307.41,312.65,310.99,311.08,313.98,297.97,304.52,320.34,327.10,318.11,318.72,329.59,322.55,327.50,316.54,325.68,319.43,329.68,347.87
2004-02-14 21:44:57.678000,L5,,,,,,,,,,,,,,,,263.58,265.35,269.31,271.83,279.43,299.80,299.18,298.75,293.41,281.59,288.93,297.96,287.48,299.00,297.40,303.02,303.42,304.98,291.76,289.13,288.86,282.15,182.23,,,,,,,,,,,,,,,,,,207.82,243.55,262.18,269.06,274.21,245.30,220.67,187.90,,,,,244.83,268.68,288.91,284.04,296.27,297.18,299.10,301.80,302.33,299.32,300.28,292.60,268.41,272.24,286.40,283.66,292.09,296.56,313.14,299.95,304.54,299.20,304.41,315.49,333.92,346.39
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,,,239.79,257.15,226.10,250.78,209.58,172.40,,,,,261.24,263.48,264.06,257.36,246.73,267.97,256.39,244.91,179.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.63,242.83,259.37,260.03,250.46,268.91,302.44,313.96
2004-03-01 21:45:26.384000,L5,,,,,,,,,,,,266.48,257.50,260.20,267.06,290.21,279.71,270.86,283.13,274.48,289.73,280.82,279.22,284.97,282.50,281.82,285.34,295.15,298.20,300.20,297.04,299.57,305.14,299.16,280.58,288.65,274.92,,,,,,,,,,,,,,289.84,284.21,291.94,279.33,281.07,238.79,239.16,247.31,231.23,248.02,251.35,220.24,262.26,265.48,265.65,206.57,,232.55,280.00,294.31,294.79,291.78,290.17,305.19,306.27,282.66,235.65,208.01,255.09,232.49,238.34,270.16,277.98,278.88,264.00,283.30,319.02,308.77,297.10,301.78,301.49,321.53,336.11
