dates,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092,satname
2015-04-01 22:05:49+00:00,,,,184.17666666666665,237.9466666666667,244.62,299.045,310.58666666666664,305.37666666666667,295.8633333333333,298.57500000000005,292.7,306.74,299.65,282.125,289.225,279.70500000000004,281.02,282.37,293.16499999999996,311.51,310.35,309.8433333333333,309.53,311.98,309.82,331.53999999999996,315.92,318.03,316.55,318.48,331.96,339.20666666666665,333.985,335.755,321.92499999999995,324.2133333333333,310.2033333333333,283.95666666666665,224.42666666666665,,,,,286.38,336.53,339.45500000000004,331.62,327.48,345.395,332.3,319.46,325.755,344.585,342.73,320.64,319.83,338.68,322.58,342.62000000000006,333.52,316.5,329.04333333333335,330.46333333333337,281.6666666666667,228.53333333333333,264.0233333333333,,330.0,330.84666666666664,333.8333333333333,320.70000000000005,331.12666666666667,327.80333333333334,325.04,330.53,,338.28499999999997,337.13,344.33,326.945,341.45,325.78,329.55,336.17,334.335,335.475,342.535,339.94,338.51,339.365,336.345,,L8
2015-06-04 22:05:36+00:00,,,,178.64999999999998,233.66500000000002,244.62,280.24,302.78,299.63,280.72999999999996,290.98,288.58,,283.79,281.27,285.64,281.0,281.02,266.675,293.16499999999996,305.67999999999995,310.35,285.31,309.53,311.98,309.82,315.5,315.92,318.03,316.55,318.48,331.96,331.18,329.0,335.755,322.39,327.905,313.04499999999996,284.865,226.76,,,,,286.38,336.53,339.45500000000004,331.62,327.48,327.35,332.3,319.46,325.755,334.84,324.68,320.64,319.83,338.68,322.58,339.19000000000005,333.52,316.5,320.025,325.2950000000001,280.73,231.925,265.51,239.6,316.51,319.955,326.815,320.70000000000005,323.05,324.75,325.04,330.53,,322.2,325.19,,308.44,,323.31,329.55,331.1,326.83,327.04,333.85,331.44,328.59,336.88,336.345,,L8
2015-07-22 22:05:37+00:00,,,,178.64999999999998,233.66500000000002,244.62,280.24,302.78,293.53,282.0133333333333,288.595,289.855,289.84,283.505,281.27,285.64,281.0,281.02,266.675,293.16499999999996,305.67999999999995,310.35,285.31,309.53,311.98,309.82,315.5,315.92,318.03,316.55,318.48,331.96,331.18,329.0,335.755,322.39,327.905,309.7133333333333,282.1766666666667,226.76,,,,,286.38,336.53,339.45500000000004,331.62,327.48,327.35,332.3,319.46,325.755,334.84,324.68,320.64,319.83,338.68,322.58,339.19000000000005,325.65333333333336,313.2133333333333,315.0566666666667,321.18,280.7366666666667,231.925,259.11333333333334,266.65,313.28333333333336,318.57,323.42,319.5133333333333,322.43333333333334,324.1166666666666,322.35,330.53,,322.2,323.685,298.56,293.885,274.13,317.05,325.65999999999997,325.83000000000004,322.825,326.13,331.065,327.975,314.135,336.88,331.3066666666667,,L8
2015-09-24 22:06:25+00:00,,,,180.015,240.10500000000002,250.065,283.91,303.65999999999997,293.15666666666664,281.8966666666667,290.6666666666667,291.32,290.815,285.33500000000004,285.36,,,281.02,250.98,291.74,305.73,306.64,271.40000000000003,,,,,,,,,343.02,338.36,,346.26,319.89,328.905,308.5133333333333,284.75666666666666,229.10500000000002,,,,,276.71,346.45,349.41,,,,,320.26,324.15,319.8,312.26,314.82,311.56,354.68,309.24,356.94,325.88666666666666,311.8233333333333,313.98333333333335,319.57,285.3666666666667,239.62,257.67,277.85999999999996,315.0266666666667,317.85,320.89000000000004,319.44666666666666,320.63,327.0566666666667,319.66,330.53,,,322.18,298.56,295.63,293.265,310.79,321.77,320.56,318.82,325.22,328.28,324.51,313.945,,326.05500000000006,,L8
2016-09-10 22:06:39+00:00,,,,182.63,,252.59,278.76,293.39,284.99,287.21,294.58,293.57,288.17,282.49,271.42,,281.62,279.39,286.46,,306.44,312.86,,310.84,317.99,313.81,318.72,319.63,321.65,319.65,316.99,323.0,320.7,328.61,321.13,321.19,319.89,304.05,282.38,234.13,,,,,275.35,300.89,316.71,320.58,319.09,323.39,326.69,320.36,321.85,325.3,313.28,,,,,313.76,314.23,312.67,313.92,318.4,285.97,214.75,256.51,296.93,310.1,316.22,319.96,319.57,323.74,324.78,323.07,323.66,322.25,323.96,324.78,301.57,310.72,302.12,322.13,324.77,328.1,328.51,325.07,314.5,,,,337.93,,L8
2016-12-15 22:06:42+00:00,275.74,271.15,,182.63,,252.59,278.76,293.39,284.99,287.21,294.58,293.57,288.17,282.49,271.42,,281.62,279.39,286.46,,306.44,312.86,,321.91999999999996,325.005,313.81,318.72,322.46000000000004,319.54499999999996,316.94,311.995,317.03499999999997,320.7,327.635,330.64,335.83500000000004,326.0,317.78499999999997,299.375,234.13,,,,,275.35,300.89,316.71,320.58,319.09,323.39,326.69,320.36,321.85,325.3,313.28,,,,,316.015,319.88,315.84000000000003,322.9,324.84,285.97,214.75,256.51,296.93,325.44500000000005,318.535,319.96,327.79499999999996,323.74,333.72,332.79499999999996,330.46500000000003,325.13,324.745,328.13,318.975,321.20500000000004,321.815,324.53,327.865,328.1,342.44,330.40999999999997,322.945,327.94,327.41,,337.93,,L8
2017-04-22 22:05:48+00:00,275.74,271.15,,174.79,,,,,283.16,,,286.73,282.44,281.09,268.14,,283.27,275.57,,,,,,333.0,332.02,,312.74,320.82500000000005,314.71500000000003,315.47,306.945,311.93,,322.95500000000004,340.15,350.48,332.11,320.12,306.08000000000004,219.5,,,,,288.53,314.29,325.96,326.63,323.47,326.64,324.69,322.99,,353.14,,,320.15,320.54,316.28,316.645,320.22,318.65999999999997,324.645,326.475,285.1,,,,327.885,319.45000000000005,319.02,327.96500000000003,318.89,332.04,331.48,330.515,328.01,329.475,331.48,321.05,318.53,341.51,323.725,326.515,324.25,353.59000000000003,328.78999999999996,320.88,322.16999999999996,321.8,338.05,336.35,348.29,L8
2017-05-24 22:05:34+00:00,287.88,279.695,,174.79,,,,325.23,302.355,323.51,308.72,295.88,282.44,281.09,268.14,,283.27,275.57,,,,,,333.0,332.02,335.99,323.495,324.29333333333335,322.69,323.56333333333333,320.21,322.7966666666667,,322.95500000000004,335.355,337.61,332.11,325.32666666666665,306.08000000000004,220.6,,,,,288.53,318.36,339.615,344.07,323.47,333.95,333.595,322.99,351.99,353.14,342.65,,335.495,337.20500000000004,330.245,325.13666666666666,328.37,325.18666666666667,328.53333333333336,329.6433333333334,299.065,,,334.99,330.9266666666667,325.8233333333333,331.96500000000003,335.82666666666665,326.66499999999996,333.6433333333334,332.69666666666666,330.515,339.13,331.69,335.08500000000004,326.3866666666667,321.2033333333333,335.43,328.5466666666667,330.5333333333333,332.555,353.59000000000003,328.78999999999996,326.05,324.8966666666667,327.6933333333333,337.87,336.405,348.29,L8
2017-06-25 22:06:11+00:00,300.02,288.24,,174.79,,,,325.23,302.355,323.51,308.72,295.88,282.44,281.09,268.14,,283.27,275.57,,,,,224.83,,,335.99,323.495,323.7950000000001,325.31499999999994,328.23,326.815,328.65999999999997,,299.595,330.56,324.74,,322.23,295.79,220.6,,,,,288.53,318.36,339.615,344.07,323.47,333.95,333.595,322.99,351.99,353.14,342.65,,335.495,337.20500000000004,330.245,328.57,329.79,328.275,326.86,328.82500000000005,299.065,,,334.99,325.995,320.69,323.73,335.73,320.6333333333333,318.77,319.07,311.705,350.25,334.77,338.69,321.39000000000004,315.96000000000004,329.35,329.355,330.31999999999994,332.555,350.81,321.83,323.38,323.375,327.83500000000004,337.87,336.405,348.29,L8
2017-08-12 22:06:04+00:00,300.02,288.24,,175.495,,255.87,276.79,309.015,295.8966666666667,303.41499999999996,300.725,294.12,284.145,280.345,268.235,,282.395,275.57,,,,307.6,224.83,309.4,311.52,323.805,323.495,323.7950000000001,325.31499999999994,328.23,326.815,328.65999999999997,317.29,306.96666666666664,324.125,323.32,327.04,316.75666666666666,293.44,221.08666666666667,,,,,281.575,316.6466666666667,333.24,344.07,316.775,322.34999999999997,324.28,309.53499999999997,324.07,325.54999999999995,322.355,305.46,326.50333333333333,332.37333333333333,324.8333333333333,323.9533333333333,325.7066666666667,326.7366666666667,326.00666666666666,327.06333333333333,299.59666666666664,199.18,265.47,334.99,325.995,320.69,323.73,335.73,327.025,318.77,319.07,311.705,350.25,334.77,333.35,321.39000000000004,309.34000000000003,319.035,329.355,330.31999999999994,332.555,350.81,321.83,323.38,323.375,327.83500000000004,330.48,336.405,337.45500000000004,L8
2017-11-16 22:06:16+00:00,300.02,288.24,,183.945,243.61,255.87,276.79,308.4766666666667,302.265,303.41499999999996,300.725,295.75,299.21500000000003,285.025,271.245,,281.52,,286.49,,,310.185,224.83,309.4,311.52,328.67333333333335,334.25,334.54,343.72,327.59000000000003,327.21500000000003,344.53,339.295,316.03666666666663,331.62,323.32,333.94500000000005,326.49666666666667,291.09,226.38666666666666,,,,,274.62,317.82500000000005,336.88,363.71000000000004,310.08,322.8333333333333,328.59666666666664,309.15,324.2266666666667,312.03999999999996,321.8966666666667,310.745,325.1266666666666,331.56333333333333,324.0566666666667,324.68333333333334,326.6166666666666,326.1366666666667,327.25,328.24,301.53,202.285,265.47,334.99,345.6,331.61,326.08500000000004,349.86,329.7366666666666,320.82666666666665,318.385,299.65,355.53,346.175,341.89000000000004,323.87,320.08,324.8966666666667,339.325,341.87,340.175,,361.01,342.15,328.98,342.04,331.74666666666667,336.46,326.62,L8
2017-12-02 22:06:10+00:00,,,,183.945,243.61,255.87,276.79,306.83666666666664,300.87,283.32,292.73,302.81666666666666,305.67333333333335,292.52,282.99666666666667,,281.52,,286.49,,,310.185,224.83,309.4,323.66499999999996,328.40333333333336,,340.26,350.905,315.43,307.69,358.25,343.0133333333333,321.6775,337.1933333333333,332.845,334.8,321.875,291.09,228.73,,,,,274.62,313.22,320.49,365.91,310.08,313.62,336.65666666666664,309.15,310.345,312.03999999999996,311.52000000000004,310.745,312.27,320.40999999999997,313.98,315.965,317.59,320.08500000000004,322.72,324.37,295.78,202.285,265.47,,354.19,336.31333333333333,307.26,352.725,327.385,327.33,301.64,299.65,360.71500000000003,356.23,345.3033333333333,329.78499999999997,325.23333333333335,328.2866666666667,340.495,345.21000000000004,339.49,,362.08,352.07500000000005,327.61,348.07500000000005,336.73,,326.62,L8
2018-03-08 22:06:03+00:00,,,,188.29500000000002,242.375,256.5,281.23,307.3233333333333,302.975,285.29,298.37,302.68,307.3333333333333,293.13666666666666,285.39000000000004,,285.41,,285.13,297.33,304.55,313.34000000000003,,314.31,326.755,336.795,,340.26,350.905,315.43,307.69,358.25,343.12000000000006,335.5733333333333,337.87333333333333,334.45500000000004,335.81666666666666,330.63,316.1,231.10500000000002,,,191.53,173.21,293.28,326.28,329.96,348.23,328.79,327.595,352.15999999999997,322.22,324.54,327.41499999999996,326.245,321.83,323.885,323.6,314.83500000000004,316.52,316.99,318.195,320.90999999999997,326.57,284.45,200.535,272.12,307.2,337.77,340.4066666666667,,352.725,,341.975,,321.04,360.71500000000003,356.23,353.94999999999993,329.78499999999997,330.3533333333333,328.34666666666664,334.31666666666666,338.34666666666664,334.18,329.16,362.08,352.07500000000005,322.58000000000004,340.1366666666667,343.2,,,L8
2018-06-28 22:05:28+00:00,,,,184.9,241.14,256.5,281.23,294.26,287.19,285.29,298.37,290.19,290.83,281.45,275.51,,285.41,,283.77,297.33,304.55,313.91,238.64,314.31,317.7,,,,,,,,317.61,321.66,319.73,325.12,330.09,323.32,316.1,226.81,,,191.53,173.21,293.28,326.28,329.96,330.55,328.79,327.1,,,,328.71,331.51,327.63,331.75,329.09,315.72,315.83,316.34,319.88,320.68,327.94,278.0,195.68,272.12,307.2,321.35,317.73,,,,,,321.04,,,,,311.46,308.9,321.96,324.62,328.87,329.16,,,317.55,324.26,335.11,,,L8
2018-08-31 22:05:59+00:00,,,,184.9,238.32999999999998,255.89499999999998,279.865,294.04999999999995,285.625,282.63,294.425,289.99,289.775,281.96000000000004,272.18,,283.21000000000004,279.52,283.77,297.33,305.505,311.97,275.075,314.08500000000004,317.635,,315.53,317.76,316.62,314.89,300.5,310.89,318.26,321.31,320.23,323.105,326.30999999999995,313.7,302.365,228.965,,,189.965,172.215,285.895,317.985,326.495,326.78999999999996,326.73,326.055,327.68,319.52,321.5,326.385,327.59000000000003,319.955,324.31,329.09,315.72,315.83,317.115,317.865,319.40999999999997,325.325,278.0,195.68,272.12,307.2,321.35,317.73,,,,,,326.815,,,293.82,,311.46,296.03999999999996,313.97,314.725,328.87,329.16,,,317.55,324.26,335.11,,,L8
2018-09-16 22:05:39+00:00,,,,183.48,235.93,254.7,280.73,296.015,288.405,285.975,293.275,291.11,289.9,282.255,270.01,,281.01,279.52,,,306.46,310.03,287.8633333333333,314.15,317.95,318.92,316.615,317.78999999999996,318.21000000000004,314.835,304.63,311.13,319.70000000000005,322.12,320.405,322.23,324.485,304.755,284.13,228.62,,,189.45499999999998,170.22,277.19,312.78999999999996,323.80999999999995,323.275,325.065,323.735,326.24,316.94,321.37,329.395,324.845,310.355,315.545,312.16,310.42,314.2,315.69,317.525,317.5,324.21500000000003,276.8,210.86,266.79,303.77,321.85,317.26,320.92,320.96,325.76,326.05,326.07,326.92999999999995,324.4,322.47,310.28499999999997,304.18,314.76,296.95000000000005,314.305,315.40999999999997,332.74,332.23,321.45,315.4,,,,,,L8
2018-10-18 22:06:17+00:00,,,,187.64999999999998,235.93,257.51666666666665,281.52,295.25666666666666,288.43666666666667,285.69666666666666,295.5933333333333,290.74,290.46,282.03000000000003,271.68,,281.01,279.52,289.42,297.68,307.08,311.91499999999996,295.2025,316.61333333333334,319.79,318.92,317.8766666666666,318.7266666666667,319.33666666666664,314.59,304.65000000000003,312.10999999999996,319.8866666666667,322.7633333333333,320.05,322.6666666666667,324.02666666666664,305.37,284.6766666666667,229.73000000000002,,,190.12666666666667,171.63666666666666,279.73,313.2966666666667,324.63666666666666,323.55333333333334,325.40000000000003,324.91,327.07666666666665,318.44666666666666,322.2633333333333,328.76,324.62,312.00666666666666,315.15000000000003,314.82500000000005,311.925,315.405,316.2266666666667,316.99,318.43666666666667,323.74,273.83000000000004,205.17000000000002,266.21500000000003,305.595,320.8,318.345,321.315,320.265,325.345,326.005,327.17499999999995,326.83,324.91499999999996,322.82500000000005,315.75333333333333,304.295,316.7,302.0833333333333,319.4533333333333,315.40999999999997,332.74,332.23,324.485,317.44,323.07,327.71,339.14,344.14,,L8
2018-11-19 22:06:22+00:00,,,,187.46,239.54666666666665,258.89,281.19,294.905,287.475,285.3425,294.8575,291.115,289.7575,281.7075,271.83,289.08,282.225,281.235,290.015,297.46000000000004,307.41,313.2966666666667,300.116,318.98,319.79,318.92,318.1725,318.305,319.2875,314.675,305.2425,312.01,319.82,322.4175,321.2875,322.40999999999997,323.8175,307.0125,285.4625,230.20749999999998,,,189.8725,172.7125,280.44,313.2966666666667,324.63666666666666,323.55333333333334,325.40000000000003,324.2025,326.5075,317.625,322.1025,326.48,322.1075,311.5375,313.89,313.1066666666667,309.78333333333336,312.44666666666666,315.5875,315.94,318.5525,322.8175,272.73,201.93999999999997,266.21500000000003,305.595,320.8,318.345,321.315,320.265,325.345,326.005,327.17499999999995,326.83,325.69,322.0133333333333,317.91499999999996,303.7166666666667,316.27666666666664,304.89,319.4533333333333,315.40999999999997,332.74,332.23,324.485,317.15333333333336,323.07,327.71,339.14,344.14,,L8
2018-12-21 22:06:18+00:00,,320.42,,187.46,239.54666666666665,258.89,281.19,302.178,293.568,290.64,294.8575,291.115,289.7575,281.7075,271.83,289.08,282.225,281.235,290.015,297.46000000000004,307.41,313.2966666666667,300.116,318.98,319.79,318.92,318.1725,318.305,324.236,319.414,305.2425,312.01,327.40999999999997,328.342,321.2875,322.40999999999997,323.8175,307.0125,295.09000000000003,230.20749999999998,364.59,,189.8725,172.7125,280.44,313.2966666666667,333.6425,323.55333333333334,325.40000000000003,324.2025,326.5075,317.625,322.1025,336.32800000000003,322.1075,320.52,322.49,313.1066666666667,309.78333333333336,312.44666666666666,315.5875,315.94,325.072,322.8175,272.73,201.93999999999997,266.21500000000003,305.595,333.44666666666666,330.1933333333333,332.22333333333336,329.34999999999997,325.345,326.005,327.17499999999995,326.83,325.69,322.0133333333333,317.91499999999996,303.7166666666667,316.27666666666664,304.89,319.4533333333333,315.40999999999997,332.74,332.23,324.485,317.15333333333336,323.07,327.71,339.14,344.14,,L8
2019-01-22 22:05:50+00:00,,320.42,,187.46,239.54666666666665,258.89,281.19,302.178,293.568,289.2266666666667,294.8575,296.36,294.524,287.592,271.83,289.08,282.225,281.235,290.015,297.46000000000004,307.41,313.2966666666667,315.485,318.98,319.79,318.92,323.22999999999996,318.305,324.236,321.99833333333333,305.2425,312.01,327.40999999999997,328.342,326.05,324.66999999999996,327.01599999999996,312.98400000000004,300.7683333333334,230.20749999999998,364.59,,189.8725,172.7125,280.44,313.2966666666667,333.6425,323.55333333333334,335.97749999999996,331.584,332.938,317.625,330.418,339.90833333333336,327.04,324.13,325.0883333333333,321.735,309.78333333333336,319.2025,315.5875,315.94,325.072,322.8175,275.2325,201.93999999999997,266.21500000000003,305.595,336.9675,334.65,332.22333333333336,329.34999999999997,325.345,326.005,327.17499999999995,326.83,325.69,322.0133333333333,317.91499999999996,310.9575,319.24,312.90600000000006,325.1125,321.85999999999996,333.025,326.07000000000005,324.485,317.15333333333336,323.07,327.71,339.14,344.14,,L8
2019-02-07 22:05:47+00:00,283.33,320.42,171.24,188.5,240.8075,259.61199999999997,282.094,301.84666666666664,294.0933333333333,289.30285714285714,295.202,295.79,293.63,286.50333333333333,272.61199999999997,289.08,282.225,281.235,290.015,297.46000000000004,307.0775,311.9625,315.19800000000004,318.918,319.90250000000003,318.20500000000004,322.4483333333333,318.46400000000006,324.16,321.19714285714286,307.508,313.854,326.65833333333336,328.342,328.30833333333334,324.66999999999996,327.01599999999996,318.9266666666667,301.81142857142856,230.08,364.59,,189.702,177.45,283.846,317.3775,334.22799999999995,326.0275,335.0,331.7833333333333,332.8016666666667,319.328,329.96166666666664,338.75714285714287,327.04,324.13,328.44428571428574,321.735,309.78333333333336,319.2025,315.5875,315.94,325.072,322.8175,275.11199999999997,201.0375,271.40000000000003,309.78,336.6,334.65,332.22333333333336,329.34999999999997,325.345,326.005,327.17499999999995,330.2675,328.01,324.765,317.91499999999996,310.9575,319.24,312.305,330.394,325.1425,333.68666666666667,326.07000000000005,324.485,317.9275,323.07,327.71,339.14,344.14,,L8
2019-04-12 22:05:30+00:00,283.33,320.42,171.24,188.165,242.70666666666668,260.40999999999997,280.985,302.24,294.908,290.335,295.525,296.296,293.086,286.804,273.35,289.08,283.79499999999996,282.95,288.31666666666666,295.0466666666667,307.09999999999997,311.7625,316.65500000000003,319.635,320.94666666666666,316.695,323.518,317.76750000000004,324.14199999999994,321.68666666666667,307.6225,316.1575,327.966,329.445,329.188,324.8275,326.66999999999996,323.562,306.46999999999997,230.355,364.59,,189.12,180.73,288.3025,320.3933333333334,336.76750000000004,327.66,337.66999999999996,334.01,333.748,320.5125,332.092,339.6233333333334,328.13,329.13800000000003,331.68,323.91499999999996,311.6266666666667,319.2025,315.97333333333336,314.9166666666667,326.735,321.0133333333333,274.276,199.5,274.37333333333333,310.35999999999996,334.552,334.3825,330.9066666666667,328.65,323.155,326.17499999999995,324.775,329.95,327.145,324.815,325.08,311.135,317.735,312.988,334.6675,330.47333333333336,332.46999999999997,320.71500000000003,324.265,317.55,320.935,323.59000000000003,337.59000000000003,341.16999999999996,,L8
2019-08-18 22:06:35+00:00,,,,182.14,236.75,252.98,274.93,292.15,286.79,288.84,292.64,289.03,282.67499999999995,278.84000000000003,268.45000000000005,,280.91499999999996,274.75,284.92,290.22,306.55,309.23,315.58,312.25,319.13,315.9,316.13,314.33,312.17,311.41,302.21,317.62,319.28,320.31,316.9,320.42,340.45,313.76,294.4,228.26,360.92,,186.88,172.965,282.555,317.25,344.74,344.925,325.81,326.82,324.41,319.29,323.43,342.94500000000005,340.54499999999996,321.62,340.45,338.63,315.95,314.2,316.95,316.04,316.58,320.2,272.62,204.71,275.71,305.51,311.61,333.195,316.97,318.86,321.38,326.39,321.27,322.64,320.94,334.69,324.15,304.89,308.74,285.01,331.05,321.67,329.09,335.235,335.885,324.065,331.57,334.11,336.04,338.2,,L8
2020-01-09 22:06:13+00:00,312.79,318.99,,183.62,237.38,,,316.73,309.58,,,289.1,281.9,278.17,266.54,,277.68,274.75,,,,,324.1,323.11,,,,,,,,,,340.74,,,339.995,313.47,289.36,232.12,345.29,306.32,,169.82,282.83500000000004,,365.93,360.375,,364.46,,,,360.66,354.08,,337.07,356.38,,347.93,348.87,343.76,336.19,,273.68,196.68,278.64,,,350.2,,,,338.61,342.84,,340.53,344.365,340.25,,,,346.79,,340.55,348.95,349.44,343.40999999999997,344.405,344.83000000000004,,,,L8
2020-02-10 22:06:04+00:00,312.79,318.99,,183.62,237.38,,,320.69500000000005,309.58,,,289.1,281.9,278.17,266.54,,277.68,274.75,,,,,324.1,323.11,,,,,,,,,,340.74,,,339.995,313.47,289.36,232.12,345.29,306.32,,169.82,282.83500000000004,,365.93,360.375,,364.46,,,,360.66,354.08,,337.07,356.38,,347.93,348.87,343.76,336.19,,273.68,196.68,278.64,,,350.2,,,,338.61,342.84,,340.53,344.365,340.25,,,,351.915,,340.55,348.95,349.44,343.40999999999997,351.9166666666667,344.83000000000004,,,,L8
2020-03-13 22:05:54+00:00,312.79,318.99,,177.78,238.39499999999998,244.76,275.21,309.5133333333333,298.1,276.8,291.77,284.78,283.79,275.39,270.98,279.63,278.46,283.87,283.28,290.75,305.38,312.13,316.995,317.43,313.37,310.6,313.45,315.36,314.45,311.06,306.42,,,340.74,316.79,320.66,321.015,314.305,286.57500000000005,227.41500000000002,329.66,306.32,195.38,196.86,284.595,325.37,327.75,343.625,328.55,344.685,330.45,318.54,323.57,322.97,327.58,326.5,317.02,320.71,312.6,330.995,331.995,331.625,328.685,326.71,267.65999999999997,193.07,277.46,307.82,314.64,315.89,316.3,319.53,320.69,332.365,335.465,318.3,331.07,330.655,329.78,295.58,308.9,300.83,337.025,319.24,332.03999999999996,323.23,331.61,352.58,342.98,331.81500000000005,,344.09,,L8
2020-05-16 22:05:51+00:00,312.79,318.99,,173.91666666666666,234.85999999999999,235.31,272.17499999999995,306.5925,293.96999999999997,279.93,290.255,288.345,290.05,278.815,267.67,279.63,280.33,280.7,283.115,287.78499999999997,304.53499999999997,310.575,316.44,316.43333333333334,313.595,310.0,313.01,318.04,321.075,312.255,301.97,309.84,317.83,330.795,316.01,319.425,320.99,314.7133333333333,291.8433333333333,226.74,329.66,306.32,191.16,184.16000000000003,281.0466666666667,323.32,325.815,338.92,327.16499999999996,338.99333333333334,327.725,319.935,320.815,321.73,326.53,322.62,316.7866666666667,318.455,311.895,330.995,331.995,331.625,325.25333333333333,324.19,269.81666666666666,191.50333333333333,274.85999999999996,306.21000000000004,313.97,318.055,318.765,319.64,320.38,328.71,330.19,322.605,327.37666666666667,327.2,327.29333333333335,298.72,302.6,292.30499999999995,328.55,319.82,330.69666666666666,321.975,327.67333333333335,352.58,334.64250000000004,320.51,334.08,339.58,,L8
2020-08-04 22:05:59+00:00,,,,169.065,230.45333333333335,247.38666666666668,269.17,303.2133333333333,286.16499999999996,279.93,290.255,288.345,290.05,278.815,267.67,279.63,280.33,280.7,281.40000000000003,285.83666666666664,302.1066666666666,310.575,313.23,313.09499999999997,313.595,308.4866666666667,311.38666666666666,315.36333333333334,316.5833333333333,311.32666666666665,298.17,308.985,315.74,320.85,316.01,319.425,321.655,322.9833333333333,292.28000000000003,223.87666666666667,,,191.16,178.9466666666667,277.11,323.32,325.815,330.22,337.52666666666664,324.66333333333336,325.7033333333333,322.2,323.17,331.76666666666665,332.76666666666665,332.3666666666667,329.6033333333333,330.57,325.8233333333333,314.06,314.24,316.94,318.74333333333334,323.27,273.03999999999996,190.03333333333333,270.2133333333333,305.8333333333333,323.77666666666664,318.6766666666667,318.93666666666667,319.9633333333333,325.5933333333333,326.4733333333333,331.0566666666667,328.68333333333334,320.8,319.79,331.3966666666667,298.72,302.6,304.59,329.7,327.4433333333333,331.3233333333333,328.6066666666667,317.45,359.43,335.385,316.67333333333335,334.405,339.58,,L8
2021-03-16 22:05:51+00:00,,,,169.23,236.22,249.38,,289.44,289.82,278.51,292.72,287.69,282.96,274.57,269.57,285.61,281.38,284.74,284.6,,305.33,310.12,312.98,315.42,311.56,310.15,315.91,318.1,318.06,315.45,306.88,,,362.13,,,,,,,,,,173.58,282.69,318.14,,,,,,,365.88,355.5,366.67,,,,319.16,315.6,,,,,271.14,193.07,279.48,,352.37,347.13,,,323.33,324.65,326.22,,361.73,355.87,363.11,,,,325.08,333.41,351.43,,,362.64,364.32,,,347.16,,L8
2021-04-01 22:06:12+00:00,,,,169.23,236.18,252.255,,291.83500000000004,289.17499999999995,279.895,293.795,289.995,287.1,277.755,268.16499999999996,283.805,282.145,284.12,284.6,289.11,305.94,312.08500000000004,313.405,315.25,312.43,311.42499999999995,315.71000000000004,318.5,318.27,315.2,306.745,315.0,322.94,342.345,323.08,321.87,322.38,314.66,292.39,234.37,,,184.29,171.82,285.625,317.54499999999996,326.62,331.0,327.69,327.08,327.09,323.77,345.32,340.885,346.38,322.83,322.29,321.13,317.99,316.58500000000004,318.21,321.0,322.41,324.89,272.56,193.89999999999998,277.29,311.59,334.67,345.615,318.53,319.59,323.885,324.325,326.135,322.3,343.525,338.58000000000004,344.365,302.27,310.3,309.07,323.04999999999995,330.35,343.935,331.65,332.45,344.755,345.44,326.56,335.13,345.535,,L8
