dates,satname,nzd0328-0000,nzd0328-0001,nzd0328-0002,nzd0328-0003,nzd0328-0004,nzd0328-0005,nzd0328-0006,nzd0328-0007,nzd0328-0008,nzd0328-0009,nzd0328-0010,nzd0328-0011,nzd0328-0012,nzd0328-0013,nzd0328-0014,nzd0328-0015,nzd0328-0016,nzd0328-0017,nzd0328-0018,nzd0328-0019,nzd0328-0020,nzd0328-0021,nzd0328-0022,nzd0328-0023,nzd0328-0024,nzd0328-0025,nzd0328-0026,nzd0328-0027,nzd0328-0028,nzd0328-0029,nzd0328-0030,nzd0328-0031
1999-10-13 22:06:24.714000,L7,,,,,253.35,244.44,,,,,,,,,,,,204.24,223.73,302.96,,,,,207.23,225.79,200.06,220.18,253.20,,,
1999-11-21 22:12:00.068000,L7,499.13,492.84,480.61,477.26,450.36,417.65,428.28,442.93,458.49,440.55,429.25,429.01,447.78,455.91,444.47,543.65,360.94,367.17,401.19,402.11,528.84,524.36,443.27,440.19,431.96,435.20,434.28,489.49,493.96,491.57,480.12,508.46
1999-12-16 22:05:57.846000,L7,478.32,543.15,486.77,468.38,452.83,389.10,410.46,400.71,395.12,274.22,273.85,266.57,270.31,274.28,267.91,274.01,276.08,284.21,319.75,331.93,297.48,289.57,282.40,283.08,272.60,268.12,272.42,445.10,413.92,503.10,533.46,257.86
2000-09-20 22:09:39.085000,L7,300.21,283.99,,273.80,270.38,262.36,,,234.90,260.58,243.29,256.75,259.09,263.07,254.75,,,202.61,243.04,325.34,294.86,280.88,278.64,275.62,260.12,259.14,203.73,237.12,268.02,,,
2001-01-03 22:03:24.303000,L7,,,,,,,,,,,,,,,,,,,,,,,,204.48,230.33,207.02,208.51,215.88,,,,
2001-01-03 22:03:48.276000,L7,,,,,,,,,,,,,,243.71,246.83,259.39,210.80,270.77,298.06,255.53,251.63,265.14,262.84,260.87,236.66,213.73,219.41,231.37,262.45,,,
2001-01-10 22:09:39.742000,L7,188.20,221.31,227.79,214.19,271.74,257.65,,,,,,,,262.94,252.98,264.04,223.11,272.93,232.80,260.38,239.44,279.89,,261.57,245.13,240.09,216.96,199.28,232.44,,,
2001-02-20 22:03:24.667000,L7,296.04,289.79,,,,,,,,,,252.11,258.00,247.64,,,,,218.36,317.28,196.02,225.96,,261.39,253.15,251.58,186.40,222.01,262.32,,,
2001-09-23 22:07:39.040000,L7,302.31,291.16,,,,,,,274.94,261.54,241.48,257.82,259.45,263.71,255.77,227.88,265.68,197.43,268.67,326.17,295.86,280.17,277.63,275.08,260.38,257.48,209.44,233.32,224.46,,,
2001-11-03 22:01:22.838000,L7,183.01,279.02,230.89,255.78,266.17,258.84,242.01,,252.18,249.40,206.01,251.76,248.47,248.29,247.68,254.33,215.40,269.68,295.43,313.42,275.19,248.86,263.26,259.08,246.89,244.62,240.26,240.32,262.71,,,
2001-11-03 22:01:46.660000,L7,178.52,276.78,224.71,257.46,265.52,257.89,237.92,,,,204.95,247.47,245.60,247.98,243.65,246.93,214.17,268.98,292.82,308.27,273.29,247.40,262.73,256.34,244.60,241.97,223.38,238.96,261.63,,,
2001-12-21 22:02:05.831000,L7,291.42,290.53,283.34,234.48,268.49,263.34,254.04,272.16,264.84,257.99,215.57,253.55,259.03,263.26,255.09,261.52,256.50,272.29,305.08,317.02,284.59,268.24,263.40,264.24,249.96,252.08,254.55,266.26,266.37,,,
2002-01-29 22:07:57.272000,L7,432.27,425.71,449.97,449.27,425.02,421.59,434.79,439.81,433.86,418.46,409.03,398.81,414.51,410.23,398.14,464.86,416.97,404.67,489.42,391.57,366.18,373.74,368.24,364.96,364.63,282.91,361.38,373.02,364.69,359.38,364.14,356.26
